symbol,beg_date,end_date
KLAC,2012-06-01,2012-07-23
WBD,2012-06-01,2012-07-23
MCHP,2012-06-01,2012-07-23
LIFE,2012-06-01,2012-07-23
GRMN,2012-06-01,2012-07-23
FLEX,2012-06-01,2012-07-23
SPLS,2012-06-01,2012-07-23
TFCFA,2012-06-01,2012-07-23
EXPD,2012-06-01,2012-07-23
WCRX,2012-06-01,2012-07-23
ESRX,2012-06-01,2012-07-23
BKNG,2012-06-01,2012-07-23
MSFT,2012-06-01,2012-07-23
WYNN,2012-06-01,2012-07-23
XRAY,2012-06-01,2012-07-23
LRCX,2012-06-01,2012-07-23
AAPL,2012-06-01,2012-07-23
MYL,2012-06-01,2012-07-23
AVGO,2012-06-01,2012-07-23
QRTEA,2012-06-01,2012-07-23
PRGO,2012-06-01,2012-07-23
HSIC,2012-06-01,2012-07-23
VIAB,2012-06-01,2012-07-23
MNST,2012-06-01,2012-07-23
FFIV,2012-06-01,2012-07-23
PAYX,2012-06-01,2012-07-23
CELG,2012-06-01,2012-07-23
NTAP,2012-06-01,2012-07-23
TXN,2012-06-01,2012-07-23
WFM,2012-06-01,2012-07-23
BBBY,2012-06-01,2012-07-23
EA,2012-06-01,2012-07-23
GILD,2012-06-01,2012-07-23
CERN,2012-06-01,2012-07-23
SNDK,2012-06-01,2012-07-23
QCOM,2012-06-01,2012-07-23
MAT,2012-06-01,2012-07-23
EBAY,2012-06-01,2012-07-23
ALXN,2012-06-01,2012-07-23
FOSL,2012-06-01,2012-07-23
KDP,2012-06-01,2012-07-23
GOLD,2012-06-01,2012-07-23
COST,2012-06-01,2012-07-23
ADSK,2012-06-01,2012-07-23
LLTC,2012-06-01,2012-07-23
FISV,2012-06-01,2012-07-23
AMZN,2012-06-01,2012-07-23
AMAT,2012-06-01,2012-07-23
EXPE,2012-06-01,2012-07-23
NVDA,2012-06-01,2012-07-23
APOL,2012-06-01,2012-07-23
DELL,2012-06-01,2012-07-23
STX,2012-06-01,2012-07-23
ORLY,2012-06-01,2012-07-23
VOD,2012-06-01,2012-07-23
CMCSA,2012-06-01,2012-07-23
PCAR,2012-06-01,2012-07-23
ADBE,2012-06-01,2012-07-23
XLNX,2012-06-01,2012-07-23
MU,2012-06-01,2012-07-23
INTU,2012-06-01,2012-07-23
SIRI,2012-06-01,2012-07-23
NUAN,2012-06-01,2012-07-23
TCOM,2012-06-01,2012-07-23
ALTR,2012-06-01,2012-07-23
DLTR,2012-06-01,2012-07-23
CTSH,2012-06-01,2012-07-23
SBUX,2012-06-01,2012-07-23
FOXA,2012-06-01,2012-07-23
VMED,2012-06-01,2012-07-23
CTXS,2012-06-01,2012-07-23
EFII,2012-06-01,2012-07-23
RHT,2012-04-23,2012-06-01
BMC,2012-04-23,2012-06-01
GMCR,2012-04-23,2012-06-01
BRCM,2012-04-23,2012-06-01
ISRG,2012-04-23,2012-06-01
FAST,2012-04-23,2012-06-01
NLOK,2012-04-23,2012-06-01
AMGN,2012-04-23,2012-06-01
AKAM,2012-04-23,2012-06-01
CA,2012-04-23,2012-06-01
GEHC,2012-04-23,2012-06-01
SHLD,2012-04-23,2012-06-01
ADP,2012-04-23,2012-06-01
STRZA,2012-04-23,2012-06-01
CSCO,2012-04-23,2012-06-01
VRSN,2012-04-23,2012-06-01
SRCL,2012-04-23,2012-06-01
TEVA,2012-04-23,2012-06-01
BIDU,2012-04-23,2012-06-01
ATVI,2012-04-23,2012-06-01
INFY,2012-04-23,2012-06-01
ROST,2012-04-23,2012-06-01
BB,2012-04-23,2012-06-01
ORCL,2012-04-23,2012-06-01
META,2012-04-23,2012-06-01
BIIB,2012-04-23,2012-06-01
MXIM,2012-04-23,2012-06-01
AABA,2012-04-23,2012-06-01
INTC,2012-04-23,2012-06-01
DTV,2012-04-23,2012-06-01
NFLX,2012-04-23,2012-06-01
MRVL,2012-04-23,2012-06-01
SIAL,2012-04-23,2012-06-01
GOOGL,2012-04-23,2012-06-01
VRTX,2012-04-23,2012-06-01
CHKP,2012-04-23,2012-06-01
CHRW,2012-04-23,2012-06-01
KLAC,2012-04-23,2012-06-01
WBD,2012-04-23,2012-06-01
MCHP,2012-04-23,2012-06-01
LIFE,2012-04-23,2012-06-01
GRMN,2012-04-23,2012-06-01
FLEX,2012-04-23,2012-06-01
SPLS,2012-04-23,2012-06-01
TFCFA,2012-04-23,2012-06-01
EXPD,2012-04-23,2012-06-01
WCRX,2012-04-23,2012-06-01
ESRX,2012-04-23,2012-06-01
BKNG,2012-04-23,2012-06-01
MSFT,2012-04-23,2012-06-01
WYNN,2012-04-23,2012-06-01
XRAY,2012-04-23,2012-06-01
LRCX,2012-04-23,2012-06-01
AAPL,2012-04-23,2012-06-01
MYL,2012-04-23,2012-06-01
AVGO,2012-04-23,2012-06-01
QRTEA,2012-04-23,2012-06-01
PRGO,2012-04-23,2012-06-01
HSIC,2012-04-23,2012-06-01
MNST,2012-04-23,2012-06-01
FFIV,2012-04-23,2012-06-01
PAYX,2012-04-23,2012-06-01
CELG,2012-04-23,2012-06-01
NTAP,2012-04-23,2012-06-01
TXN,2012-04-23,2012-06-01
WFM,2012-04-23,2012-06-01
BBBY,2012-04-23,2012-06-01
EA,2012-04-23,2012-06-01
GILD,2012-04-23,2012-06-01
CERN,2012-04-23,2012-06-01
SNDK,2012-04-23,2012-06-01
QCOM,2012-04-23,2012-06-01
MAT,2012-04-23,2012-06-01
EBAY,2012-04-23,2012-06-01
ALXN,2012-04-23,2012-06-01
FOSL,2012-04-23,2012-06-01
KDP,2012-04-23,2012-06-01
GOLD,2012-04-23,2012-06-01
COST,2012-04-23,2012-06-01
ADSK,2012-04-23,2012-06-01
LLTC,2012-04-23,2012-06-01
FISV,2012-04-23,2012-06-01
AMZN,2012-04-23,2012-06-01
AMAT,2012-04-23,2012-06-01
EXPE,2012-04-23,2012-06-01
NVDA,2012-04-23,2012-06-01
APOL,2012-04-23,2012-06-01
DELL,2012-04-23,2012-06-01
STX,2012-04-23,2012-06-01
ORLY,2012-04-23,2012-06-01
VOD,2012-04-23,2012-06-01
CMCSA,2012-04-23,2012-06-01
PCAR,2012-04-23,2012-06-01
ADBE,2012-04-23,2012-06-01
XLNX,2012-04-23,2012-06-01
MU,2012-04-23,2012-06-01
TCOM,2012-04-23,2012-06-01
INTU,2012-04-23,2012-06-01
SIRI,2012-04-23,2012-06-01
NUAN,2012-04-23,2012-06-01
ALTR,2012-04-23,2012-06-01
DLTR,2012-04-23,2012-06-01
CTSH,2012-04-23,2012-06-01
SBUX,2012-04-23,2012-06-01
FOXA,2012-04-23,2012-06-01
VMED,2012-04-23,2012-06-01
CTXS,2012-04-23,2012-06-01
EFII,2012-04-23,2012-06-01
RHT,2011-12-19,2012-04-23
BMC,2011-12-19,2012-04-23
GMCR,2011-12-19,2012-04-23
BRCM,2011-12-19,2012-04-23
ISRG,2011-12-19,2012-04-23
FAST,2011-12-19,2012-04-23
NLOK,2011-12-19,2012-04-23
AMGN,2011-12-19,2012-04-23
AKAM,2011-12-19,2012-04-23
CA,2011-12-19,2012-04-23
GEHC,2011-12-19,2012-04-23
SHLD,2011-12-19,2012-04-23
ADP,2011-12-19,2012-04-23
STRZA,2011-12-19,2012-04-23
CSCO,2011-12-19,2012-04-23
VRSN,2011-12-19,2012-04-23
FSLR,2011-12-19,2012-04-23
SRCL,2011-12-19,2012-04-23
TEVA,2011-12-19,2012-04-23
BIDU,2011-12-19,2012-04-23
ATVI,2011-12-19,2012-04-23
INFY,2011-12-19,2012-04-23
ROST,2011-12-19,2012-04-23
BB,2011-12-19,2012-04-23
ORCL,2011-12-19,2012-04-23
META,2011-12-19,2012-04-23
BIIB,2011-12-19,2012-04-23
MXIM,2011-12-19,2012-04-23
AABA,2011-12-19,2012-04-23
INTC,2011-12-19,2012-04-23
DTV,2011-12-19,2012-04-23
NFLX,2011-12-19,2012-04-23
MRVL,2011-12-19,2012-04-23
SIAL,2011-12-19,2012-04-23
GOOGL,2011-12-19,2012-04-23
VRTX,2011-12-19,2012-04-23
CHKP,2011-12-19,2012-04-23
CHRW,2011-12-19,2012-04-23
KLAC,2011-12-19,2012-04-23
WBD,2011-12-19,2012-04-23
MCHP,2011-12-19,2012-04-23
LIFE,2011-12-19,2012-04-23
GRMN,2011-12-19,2012-04-23
FLEX,2011-12-19,2012-04-23
SPLS,2011-12-19,2012-04-23
TFCFA,2011-12-19,2012-04-23
EXPD,2011-12-19,2012-04-23
WCRX,2011-12-19,2012-04-23
ESRX,2011-12-19,2012-04-23
BKNG,2011-12-19,2012-04-23
MSFT,2011-12-19,2012-04-23
WYNN,2011-12-19,2012-04-23
XRAY,2011-12-19,2012-04-23
LRCX,2011-12-19,2012-04-23
AAPL,2011-12-19,2012-04-23
MYL,2011-12-19,2012-04-23
AVGO,2011-12-19,2012-04-23
QRTEA,2011-12-19,2012-04-23
PRGO,2011-12-19,2012-04-23
HSIC,2011-12-19,2012-04-23
MNST,2011-12-19,2012-04-23
FFIV,2011-12-19,2012-04-23
PAYX,2011-12-19,2012-04-23
CELG,2011-12-19,2012-04-23
NTAP,2011-12-19,2012-04-23
WFM,2011-12-19,2012-04-23
BBBY,2011-12-19,2012-04-23
EA,2011-12-19,2012-04-23
GILD,2011-12-19,2012-04-23
CERN,2011-12-19,2012-04-23
SNDK,2011-12-19,2012-04-23
QCOM,2011-12-19,2012-04-23
MAT,2011-12-19,2012-04-23
EBAY,2011-12-19,2012-04-23
ALXN,2011-12-19,2012-04-23
FOSL,2011-12-19,2012-04-23
KDP,2011-12-19,2012-04-23
GOLD,2011-12-19,2012-04-23
COST,2011-12-19,2012-04-23
ADSK,2011-12-19,2012-04-23
LLTC,2011-12-19,2012-04-23
FISV,2011-12-19,2012-04-23
AMZN,2011-12-19,2012-04-23
AMAT,2011-12-19,2012-04-23
EXPE,2011-12-19,2012-04-23
NVDA,2011-12-19,2012-04-23
APOL,2011-12-19,2012-04-23
DELL,2011-12-19,2012-04-23
STX,2011-12-19,2012-04-23
ORLY,2011-12-19,2012-04-23
VOD,2011-12-19,2012-04-23
CMCSA,2011-12-19,2012-04-23
PCAR,2011-12-19,2012-04-23
ADBE,2011-12-19,2012-04-23
XLNX,2011-12-19,2012-04-23
MU,2011-12-19,2012-04-23
TCOM,2011-12-19,2012-04-23
INTU,2011-12-19,2012-04-23
SIRI,2011-12-19,2012-04-23
NUAN,2011-12-19,2012-04-23
ALTR,2011-12-19,2012-04-23
DLTR,2011-12-19,2012-04-23
CTSH,2011-12-19,2012-04-23
SBUX,2011-12-19,2012-04-23
FOXA,2011-12-19,2012-04-23
VMED,2011-12-19,2012-04-23
CTXS,2011-12-19,2012-04-23
EFII,2011-12-19,2012-04-23
RHT,2011-12-06,2011-12-19
BMC,2011-12-06,2011-12-19
GMCR,2011-12-06,2011-12-19
BRCM,2011-12-06,2011-12-19
ISRG,2011-12-06,2011-12-19
FAST,2011-12-06,2011-12-19
NLOK,2011-12-06,2011-12-19
AMGN,2011-12-06,2011-12-19
AKAM,2011-12-06,2011-12-19
CA,2011-12-06,2011-12-19
FSLR,2011-12-06,2011-12-19
SHLD,2011-12-06,2011-12-19
GEHC,2011-12-06,2011-12-19
STRZA,2011-12-06,2011-12-19
CSCO,2011-12-06,2011-12-19
ADP,2011-12-06,2011-12-19
VRSN,2011-12-06,2011-12-19
ILMN,2011-12-06,2011-12-19
NIHD,2011-12-06,2011-12-19
SRCL,2011-12-06,2011-12-19
TEVA,2011-12-06,2011-12-19
QGEN,2011-12-06,2011-12-19
BIDU,2011-12-06,2011-12-19
ATVI,2011-12-06,2011-12-19
INFY,2011-12-06,2011-12-19
ROST,2011-12-06,2011-12-19
BB,2011-12-06,2011-12-19
ORCL,2011-12-06,2011-12-19
META,2011-12-06,2011-12-19
BIIB,2011-12-06,2011-12-19
MXIM,2011-12-06,2011-12-19
AABA,2011-12-06,2011-12-19
INTC,2011-12-06,2011-12-19
DTV,2011-12-06,2011-12-19
NFLX,2011-12-06,2011-12-19
MRVL,2011-12-06,2011-12-19
SIAL,2011-12-06,2011-12-19
GOOGL,2011-12-06,2011-12-19
VRTX,2011-12-06,2011-12-19
CHKP,2011-12-06,2011-12-19
CHRW,2011-12-06,2011-12-19
KLAC,2011-12-06,2011-12-19
WBD,2011-12-06,2011-12-19
MCHP,2011-12-06,2011-12-19
LIFE,2011-12-06,2011-12-19
GRMN,2011-12-06,2011-12-19
FLIR,2011-12-06,2011-12-19
FLEX,2011-12-06,2011-12-19
SPLS,2011-12-06,2011-12-19
TFCFA,2011-12-06,2011-12-19
EXPD,2011-12-06,2011-12-19
WCRX,2011-12-06,2011-12-19
ESRX,2011-12-06,2011-12-19
BKNG,2011-12-06,2011-12-19
MSFT,2011-12-06,2011-12-19
WYNN,2011-12-06,2011-12-19
XRAY,2011-12-06,2011-12-19
LRCX,2011-12-06,2011-12-19
AAPL,2011-12-06,2011-12-19
MYL,2011-12-06,2011-12-19
QRTEA,2011-12-06,2011-12-19
PRGO,2011-12-06,2011-12-19
HSIC,2011-12-06,2011-12-19
FFIV,2011-12-06,2011-12-19
PAYX,2011-12-06,2011-12-19
CELG,2011-12-06,2011-12-19
NTAP,2011-12-06,2011-12-19
WFM,2011-12-06,2011-12-19
BBBY,2011-12-06,2011-12-19
EA,2011-12-06,2011-12-19
GILD,2011-12-06,2011-12-19
CERN,2011-12-06,2011-12-19
SNDK,2011-12-06,2011-12-19
QCOM,2011-12-06,2011-12-19
MAT,2011-12-06,2011-12-19
EBAY,2011-12-06,2011-12-19
ALXN,2011-12-06,2011-12-19
KDP,2011-12-06,2011-12-19
COST,2011-12-06,2011-12-19
ADSK,2011-12-06,2011-12-19
LLTC,2011-12-06,2011-12-19
FISV,2011-12-06,2011-12-19
AMZN,2011-12-06,2011-12-19
AMAT,2011-12-06,2011-12-19
EXPE,2011-12-06,2011-12-19
NVDA,2011-12-06,2011-12-19
APOL,2011-12-06,2011-12-19
DELL,2011-12-06,2011-12-19
STX,2011-12-06,2011-12-19
URBN,2011-12-06,2011-12-19
ORLY,2011-12-06,2011-12-19
VOD,2011-12-06,2011-12-19
CMCSA,2011-12-06,2011-12-19
PCAR,2011-12-06,2011-12-19
ADBE,2011-12-06,2011-12-19
XLNX,2011-12-06,2011-12-19
MU,2011-12-06,2011-12-19
TCOM,2011-12-06,2011-12-19
INTU,2011-12-06,2011-12-19
SIRI,2011-12-06,2011-12-19
ALTR,2011-12-06,2011-12-19
DLTR,2011-12-06,2011-12-19
CTSH,2011-12-06,2011-12-19
SBUX,2011-12-06,2011-12-19
FOXA,2011-12-06,2011-12-19
VMED,2011-12-06,2011-12-19
CTXS,2011-12-06,2011-12-19
EFII,2011-12-06,2011-12-19
RHT,2011-07-15,2011-12-06
BMC,2011-07-15,2011-12-06
GMCR,2011-07-15,2011-12-06
BRCM,2011-07-15,2011-12-06
ISRG,2011-07-15,2011-12-06
FAST,2011-07-15,2011-12-06
NLOK,2011-07-15,2011-12-06
AMGN,2011-07-15,2011-12-06
AKAM,2011-07-15,2011-12-06
CA,2011-07-15,2011-12-06
FSLR,2011-07-15,2011-12-06
SHLD,2011-07-15,2011-12-06
GEHC,2011-07-15,2011-12-06
STRZA,2011-07-15,2011-12-06
CSCO,2011-07-15,2011-12-06
ADP,2011-07-15,2011-12-06
VRSN,2011-07-15,2011-12-06
ILMN,2011-07-15,2011-12-06
NIHD,2011-07-15,2011-12-06
SRCL,2011-07-15,2011-12-06
TEVA,2011-07-15,2011-12-06
QGEN,2011-07-15,2011-12-06
BIDU,2011-07-15,2011-12-06
ATVI,2011-07-15,2011-12-06
INFY,2011-07-15,2011-12-06
ROST,2011-07-15,2011-12-06
BB,2011-07-15,2011-12-06
ORCL,2011-07-15,2011-12-06
META,2011-07-15,2011-12-06
BIIB,2011-07-15,2011-12-06
MXIM,2011-07-15,2011-12-06
AABA,2011-07-15,2011-12-06
INTC,2011-07-15,2011-12-06
DTV,2011-07-15,2011-12-06
NFLX,2011-07-15,2011-12-06
MRVL,2011-07-15,2011-12-06
SIAL,2011-07-15,2011-12-06
GOOGL,2011-07-15,2011-12-06
VRTX,2011-07-15,2011-12-06
CHKP,2011-07-15,2011-12-06
CHRW,2011-07-15,2011-12-06
KLAC,2011-07-15,2011-12-06
WBD,2011-07-15,2011-12-06
MCHP,2011-07-15,2011-12-06
LIFE,2011-07-15,2011-12-06
GRMN,2011-07-15,2011-12-06
FLIR,2011-07-15,2011-12-06
FLEX,2011-07-15,2011-12-06
SPLS,2011-07-15,2011-12-06
TFCFA,2011-07-15,2011-12-06
EXPD,2011-07-15,2011-12-06
WCRX,2011-07-15,2011-12-06
ESRX,2011-07-15,2011-12-06
BKNG,2011-07-15,2011-12-06
MSFT,2011-07-15,2011-12-06
WYNN,2011-07-15,2011-12-06
XRAY,2011-07-15,2011-12-06
LRCX,2011-07-15,2011-12-06
AAPL,2011-07-15,2011-12-06
MYL,2011-07-15,2011-12-06
QRTEA,2011-07-15,2011-12-06
HSIC,2011-07-15,2011-12-06
FFIV,2011-07-15,2011-12-06
PAYX,2011-07-15,2011-12-06
CELG,2011-07-15,2011-12-06
NTAP,2011-07-15,2011-12-06
WFM,2011-07-15,2011-12-06
JOY,2011-07-15,2011-12-06
BBBY,2011-07-15,2011-12-06
EA,2011-07-15,2011-12-06
GILD,2011-07-15,2011-12-06
CERN,2011-07-15,2011-12-06
SNDK,2011-07-15,2011-12-06
QCOM,2011-07-15,2011-12-06
MAT,2011-07-15,2011-12-06
EBAY,2011-07-15,2011-12-06
ALXN,2011-07-15,2011-12-06
KDP,2011-07-15,2011-12-06
COST,2011-07-15,2011-12-06
ADSK,2011-07-15,2011-12-06
LLTC,2011-07-15,2011-12-06
FISV,2011-07-15,2011-12-06
AMZN,2011-07-15,2011-12-06
AMAT,2011-07-15,2011-12-06
EXPE,2011-07-15,2011-12-06
NVDA,2011-07-15,2011-12-06
APOL,2011-07-15,2011-12-06
DELL,2011-07-15,2011-12-06
URBN,2011-07-15,2011-12-06
STX,2011-07-15,2011-12-06
ORLY,2011-07-15,2011-12-06
VOD,2011-07-15,2011-12-06
CMCSA,2011-07-15,2011-12-06
PCAR,2011-07-15,2011-12-06
ADBE,2011-07-15,2011-12-06
XLNX,2011-07-15,2011-12-06
MU,2011-07-15,2011-12-06
TCOM,2011-07-15,2011-12-06
INTU,2011-07-15,2011-12-06
SIRI,2011-07-15,2011-12-06
ALTR,2011-07-15,2011-12-06
DLTR,2011-07-15,2011-12-06
CTSH,2011-07-15,2011-12-06
SBUX,2011-07-15,2011-12-06
FOXA,2011-07-15,2011-12-06
VMED,2011-07-15,2011-12-06
CTXS,2011-07-15,2011-12-06
EFII,2011-07-15,2011-12-06
RHT,2011-05-27,2011-07-15
BMC,2011-05-27,2011-07-15
GMCR,2011-05-27,2011-07-15
BRCM,2011-05-27,2011-07-15
ISRG,2011-05-27,2011-07-15
FAST,2011-05-27,2011-07-15
NLOK,2011-05-27,2011-07-15
AMGN,2011-05-27,2011-07-15
AKAM,2011-05-27,2011-07-15
CA,2011-05-27,2011-07-15
FSLR,2011-05-27,2011-07-15
SHLD,2011-05-27,2011-07-15
GEHC,2011-05-27,2011-07-15
STRZA,2011-05-27,2011-07-15
CSCO,2011-05-27,2011-07-15
ADP,2011-05-27,2011-07-15
VRSN,2011-05-27,2011-07-15
ILMN,2011-05-27,2011-07-15
NIHD,2011-05-27,2011-07-15
SRCL,2011-05-27,2011-07-15
TEVA,2011-05-27,2011-07-15
QGEN,2011-05-27,2011-07-15
BIDU,2011-05-27,2011-07-15
ATVI,2011-05-27,2011-07-15
INFY,2011-05-27,2011-07-15
ROST,2011-05-27,2011-07-15
BB,2011-05-27,2011-07-15
ORCL,2011-05-27,2011-07-15
META,2011-05-27,2011-07-15
BIIB,2011-05-27,2011-07-15
MXIM,2011-05-27,2011-07-15
AABA,2011-05-27,2011-07-15
INTC,2011-05-27,2011-07-15
DTV,2011-05-27,2011-07-15
CEPH,2011-05-27,2011-07-15
NFLX,2011-05-27,2011-07-15
MRVL,2011-05-27,2011-07-15
SIAL,2011-05-27,2011-07-15
GOOGL,2011-05-27,2011-07-15
VRTX,2011-05-27,2011-07-15
CHKP,2011-05-27,2011-07-15
CHRW,2011-05-27,2011-07-15
KLAC,2011-05-27,2011-07-15
WBD,2011-05-27,2011-07-15
MCHP,2011-05-27,2011-07-15
LIFE,2011-05-27,2011-07-15
GRMN,2011-05-27,2011-07-15
FLIR,2011-05-27,2011-07-15
FLEX,2011-05-27,2011-07-15
SPLS,2011-05-27,2011-07-15
TFCFA,2011-05-27,2011-07-15
EXPD,2011-05-27,2011-07-15
WCRX,2011-05-27,2011-07-15
ESRX,2011-05-27,2011-07-15
BKNG,2011-05-27,2011-07-15
MSFT,2011-05-27,2011-07-15
WYNN,2011-05-27,2011-07-15
XRAY,2011-05-27,2011-07-15
LRCX,2011-05-27,2011-07-15
AAPL,2011-05-27,2011-07-15
MYL,2011-05-27,2011-07-15
QRTEA,2011-05-27,2011-07-15
HSIC,2011-05-27,2011-07-15
FFIV,2011-05-27,2011-07-15
PAYX,2011-05-27,2011-07-15
CELG,2011-05-27,2011-07-15
NTAP,2011-05-27,2011-07-15
WFM,2011-05-27,2011-07-15
JOY,2011-05-27,2011-07-15
BBBY,2011-05-27,2011-07-15
EA,2011-05-27,2011-07-15
GILD,2011-05-27,2011-07-15
CERN,2011-05-27,2011-07-15
SNDK,2011-05-27,2011-07-15
QCOM,2011-05-27,2011-07-15
MAT,2011-05-27,2011-07-15
EBAY,2011-05-27,2011-07-15
ALXN,2011-05-27,2011-07-15
KDP,2011-05-27,2011-07-15
COST,2011-05-27,2011-07-15
ADSK,2011-05-27,2011-07-15
LLTC,2011-05-27,2011-07-15
FISV,2011-05-27,2011-07-15
AMZN,2011-05-27,2011-07-15
AMAT,2011-05-27,2011-07-15
EXPE,2011-05-27,2011-07-15
NVDA,2011-05-27,2011-07-15
APOL,2011-05-27,2011-07-15
DELL,2011-05-27,2011-07-15
URBN,2011-05-27,2011-07-15
STX,2011-05-27,2011-07-15
ORLY,2011-05-27,2011-07-15
VOD,2011-05-27,2011-07-15
CMCSA,2011-05-27,2011-07-15
PCAR,2011-05-27,2011-07-15
ADBE,2011-05-27,2011-07-15
XLNX,2011-05-27,2011-07-15
MU,2011-05-27,2011-07-15
TCOM,2011-05-27,2011-07-15
INTU,2011-05-27,2011-07-15
ALTR,2011-05-27,2011-07-15
DLTR,2011-05-27,2011-07-15
CTSH,2011-05-27,2011-07-15
SBUX,2011-05-27,2011-07-15
FOXA,2011-05-27,2011-07-15
VMED,2011-05-27,2011-07-15
CTXS,2011-05-27,2011-07-15
EFII,2011-05-27,2011-07-15
RHT,2011-04-04,2011-05-27
BMC,2011-04-04,2011-05-27
BRCM,2011-04-04,2011-05-27
ISRG,2011-04-04,2011-05-27
FAST,2011-04-04,2011-05-27
NLOK,2011-04-04,2011-05-27
MICC,2011-04-04,2011-05-27
AMGN,2011-04-04,2011-05-27
AKAM,2011-04-04,2011-05-27
CA,2011-04-04,2011-05-27
FSLR,2011-04-04,2011-05-27
SHLD,2011-04-04,2011-05-27
GEHC,2011-04-04,2011-05-27
STRZA,2011-04-04,2011-05-27
CSCO,2011-04-04,2011-05-27
ADP,2011-04-04,2011-05-27
VRSN,2011-04-04,2011-05-27
ILMN,2011-04-04,2011-05-27
NIHD,2011-04-04,2011-05-27
SRCL,2011-04-04,2011-05-27
TEVA,2011-04-04,2011-05-27
QGEN,2011-04-04,2011-05-27
BIDU,2011-04-04,2011-05-27
ATVI,2011-04-04,2011-05-27
INFY,2011-04-04,2011-05-27
ROST,2011-04-04,2011-05-27
BB,2011-04-04,2011-05-27
ORCL,2011-04-04,2011-05-27
META,2011-04-04,2011-05-27
BIIB,2011-04-04,2011-05-27
MXIM,2011-04-04,2011-05-27
AABA,2011-04-04,2011-05-27
INTC,2011-04-04,2011-05-27
CEPH,2011-04-04,2011-05-27
DTV,2011-04-04,2011-05-27
NFLX,2011-04-04,2011-05-27
MRVL,2011-04-04,2011-05-27
SIAL,2011-04-04,2011-05-27
GOOGL,2011-04-04,2011-05-27
VRTX,2011-04-04,2011-05-27
CHKP,2011-04-04,2011-05-27
CHRW,2011-04-04,2011-05-27
KLAC,2011-04-04,2011-05-27
WBD,2011-04-04,2011-05-27
MCHP,2011-04-04,2011-05-27
LIFE,2011-04-04,2011-05-27
GRMN,2011-04-04,2011-05-27
FLIR,2011-04-04,2011-05-27
FLEX,2011-04-04,2011-05-27
SPLS,2011-04-04,2011-05-27
TFCFA,2011-04-04,2011-05-27
EXPD,2011-04-04,2011-05-27
WCRX,2011-04-04,2011-05-27
ESRX,2011-04-04,2011-05-27
BKNG,2011-04-04,2011-05-27
MSFT,2011-04-04,2011-05-27
WYNN,2011-04-04,2011-05-27
XRAY,2011-04-04,2011-05-27
LRCX,2011-04-04,2011-05-27
AAPL,2011-04-04,2011-05-27
MYL,2011-04-04,2011-05-27
QRTEA,2011-04-04,2011-05-27
HSIC,2011-04-04,2011-05-27
FFIV,2011-04-04,2011-05-27
PAYX,2011-04-04,2011-05-27
CELG,2011-04-04,2011-05-27
NTAP,2011-04-04,2011-05-27
WFM,2011-04-04,2011-05-27
JOY,2011-04-04,2011-05-27
BBBY,2011-04-04,2011-05-27
EA,2011-04-04,2011-05-27
GILD,2011-04-04,2011-05-27
CERN,2011-04-04,2011-05-27
SNDK,2011-04-04,2011-05-27
QCOM,2011-04-04,2011-05-27
MAT,2011-04-04,2011-05-27
EBAY,2011-04-04,2011-05-27
ALXN,2011-04-04,2011-05-27
KDP,2011-04-04,2011-05-27
COST,2011-04-04,2011-05-27
ADSK,2011-04-04,2011-05-27
LLTC,2011-04-04,2011-05-27
FISV,2011-04-04,2011-05-27
AMZN,2011-04-04,2011-05-27
AMAT,2011-04-04,2011-05-27
EXPE,2011-04-04,2011-05-27
NVDA,2011-04-04,2011-05-27
APOL,2011-04-04,2011-05-27
DELL,2011-04-04,2011-05-27
URBN,2011-04-04,2011-05-27
STX,2011-04-04,2011-05-27
ORLY,2011-04-04,2011-05-27
VOD,2011-04-04,2011-05-27
CMCSA,2011-04-04,2011-05-27
PCAR,2011-04-04,2011-05-27
ADBE,2011-04-04,2011-05-27
XLNX,2011-04-04,2011-05-27
MU,2011-04-04,2011-05-27
TCOM,2011-04-04,2011-05-27
INTU,2011-04-04,2011-05-27
ALTR,2011-04-04,2011-05-27
DLTR,2011-04-04,2011-05-27
CTSH,2011-04-04,2011-05-27
SBUX,2011-04-04,2011-05-27
FOXA,2011-04-04,2011-05-27
VMED,2011-04-04,2011-05-27
CTXS,2011-04-04,2011-05-27
EFII,2011-04-04,2011-05-27
RHT,2010-12-20,2011-04-04
BMC,2010-12-20,2011-04-04
BRCM,2010-12-20,2011-04-04
ISRG,2010-12-20,2011-04-04
FAST,2010-12-20,2011-04-04
NLOK,2010-12-20,2011-04-04
MICC,2010-12-20,2011-04-04
AMGN,2010-12-20,2011-04-04
AKAM,2010-12-20,2011-04-04
CA,2010-12-20,2011-04-04
FSLR,2010-12-20,2011-04-04
SHLD,2010-12-20,2011-04-04
GEHC,2010-12-20,2011-04-04
STRZA,2010-12-20,2011-04-04
CSCO,2010-12-20,2011-04-04
ADP,2010-12-20,2011-04-04
VRSN,2010-12-20,2011-04-04
ILMN,2010-12-20,2011-04-04
NIHD,2010-12-20,2011-04-04
SRCL,2010-12-20,2011-04-04
TEVA,2010-12-20,2011-04-04
QGEN,2010-12-20,2011-04-04
BIDU,2010-12-20,2011-04-04
ATVI,2010-12-20,2011-04-04
INFY,2010-12-20,2011-04-04
ROST,2010-12-20,2011-04-04
BB,2010-12-20,2011-04-04
ORCL,2010-12-20,2011-04-04
META,2010-12-20,2011-04-04
