symbol,beg_date,end_date
KLAC,2022-02-02,2022-02-22
WBD,2022-02-02,2022-02-22
MCHP,2022-02-02,2022-02-22
ABNB,2022-02-02,2022-02-22
SWKS,2022-02-02,2022-02-22
PDD,2022-02-02,2022-02-22
WDAY,2022-02-02,2022-02-22
PEP,2022-02-02,2022-02-22
BKNG,2022-02-02,2022-02-22
MSFT,2022-02-02,2022-02-22
CTAS,2022-02-02,2022-02-22
LRCX,2022-02-02,2022-02-22
AAPL,2022-02-02,2022-02-22
AVGO,2022-02-02,2022-02-22
NTES,2022-02-02,2022-02-22
LCID,2022-02-02,2022-02-22
SPLK,2022-02-02,2022-02-22
MNST,2022-02-02,2022-02-22
PAYX,2022-02-02,2022-02-22
TXN,2022-02-02,2022-02-22
FTNT,2022-02-02,2022-02-22
CHTR,2022-02-02,2022-02-22
EA,2022-02-02,2022-02-22
GILD,2022-02-02,2022-02-22
TSLA,2022-02-02,2022-02-22
NXPI,2022-02-02,2022-02-22
ANSS,2022-02-02,2022-02-22
QCOM,2022-02-02,2022-02-22
LULU,2022-02-02,2022-02-22
SNPS,2022-02-02,2022-02-22
EBAY,2022-02-02,2022-02-22
ODFL,2022-02-02,2022-02-22
KDP,2022-02-02,2022-02-22
KHC,2022-02-02,2022-02-22
COST,2022-02-02,2022-02-22
ADSK,2022-02-02,2022-02-22
FISV,2022-02-02,2022-02-22
WBA,2022-02-02,2022-02-22
AMZN,2022-02-02,2022-02-22
PYPL,2022-02-02,2022-02-22
OKTA,2022-02-02,2022-02-22
AMAT,2022-02-02,2022-02-22
CPRT,2022-02-02,2022-02-22
XEL,2022-02-02,2022-02-22
NVDA,2022-02-02,2022-02-22
MTCH,2022-02-02,2022-02-22
CEG,2022-02-02,2022-02-22
ORLY,2022-02-02,2022-02-22
TMUS,2022-02-02,2022-02-22
CMCSA,2022-02-02,2022-02-22
PCAR,2022-02-02,2022-02-22
ADBE,2022-02-02,2022-02-22
XLNX,2022-02-02,2022-02-22
AEP,2022-02-02,2022-02-22
MU,2022-02-02,2022-02-22
ASML,2022-02-02,2022-02-22
INTU,2022-02-02,2022-02-22
SIRI,2022-02-02,2022-02-22
PANW,2022-02-02,2022-02-22
ALGN,2022-02-02,2022-02-22
GOOG,2022-02-02,2022-02-22
DLTR,2022-02-02,2022-02-22
CTSH,2022-02-02,2022-02-22
SBUX,2022-02-02,2022-02-22
CSX,2022-01-24,2022-02-02
VRSK,2022-01-24,2022-02-02
CDNS,2022-01-24,2022-02-02
MAR,2022-01-24,2022-02-02
DXCM,2022-01-24,2022-02-02
AMD,2022-01-24,2022-02-02
ISRG,2022-01-24,2022-02-02
FAST,2022-01-24,2022-02-02
ZS,2022-01-24,2022-02-02
TEAM,2022-01-24,2022-02-02
REGN,2022-01-24,2022-02-02
EXC,2022-01-24,2022-02-02
AMGN,2022-01-24,2022-02-02
DDOG,2022-01-24,2022-02-02
GEHC,2022-01-24,2022-02-02
SGEN,2022-01-24,2022-02-02
CRWD,2022-01-24,2022-02-02
ADP,2022-01-24,2022-02-02
CSCO,2022-01-24,2022-02-02
ADI,2022-01-24,2022-02-02
ILMN,2022-01-24,2022-02-02
MRNA,2022-01-24,2022-02-02
BIDU,2022-01-24,2022-02-02
ATVI,2022-01-24,2022-02-02
ROST,2022-01-24,2022-02-02
META,2022-01-24,2022-02-02
BIIB,2022-01-24,2022-02-02
IDXX,2022-01-24,2022-02-02
DOCU,2022-01-24,2022-02-02
MELI,2022-01-24,2022-02-02
INTC,2022-01-24,2022-02-02
MRVL,2022-01-24,2022-02-02
NFLX,2022-01-24,2022-02-02
JD,2022-01-24,2022-02-02
GOOGL,2022-01-24,2022-02-02
HON,2022-01-24,2022-02-02
VRTX,2022-01-24,2022-02-02
ZM,2022-01-24,2022-02-02
MDLZ,2022-01-24,2022-02-02
KLAC,2022-01-24,2022-02-02
WBD,2022-01-24,2022-02-02
MCHP,2022-01-24,2022-02-02
ABNB,2022-01-24,2022-02-02
SWKS,2022-01-24,2022-02-02
PDD,2022-01-24,2022-02-02
WDAY,2022-01-24,2022-02-02
PEP,2022-01-24,2022-02-02
BKNG,2022-01-24,2022-02-02
MSFT,2022-01-24,2022-02-02
CTAS,2022-01-24,2022-02-02
LRCX,2022-01-24,2022-02-02
AAPL,2022-01-24,2022-02-02
AVGO,2022-01-24,2022-02-02
NTES,2022-01-24,2022-02-02
LCID,2022-01-24,2022-02-02
SPLK,2022-01-24,2022-02-02
MNST,2022-01-24,2022-02-02
PAYX,2022-01-24,2022-02-02
TXN,2022-01-24,2022-02-02
FTNT,2022-01-24,2022-02-02
CHTR,2022-01-24,2022-02-02
EA,2022-01-24,2022-02-02
GILD,2022-01-24,2022-02-02
TSLA,2022-01-24,2022-02-02
NXPI,2022-01-24,2022-02-02
ANSS,2022-01-24,2022-02-02
QCOM,2022-01-24,2022-02-02
LULU,2022-01-24,2022-02-02
SNPS,2022-01-24,2022-02-02
EBAY,2022-01-24,2022-02-02
ODFL,2022-01-24,2022-02-02
KDP,2022-01-24,2022-02-02
KHC,2022-01-24,2022-02-02
COST,2022-01-24,2022-02-02
ADSK,2022-01-24,2022-02-02
FISV,2022-01-24,2022-02-02
WBA,2022-01-24,2022-02-02
AMZN,2022-01-24,2022-02-02
PYPL,2022-01-24,2022-02-02
OKTA,2022-01-24,2022-02-02
AMAT,2022-01-24,2022-02-02
CPRT,2022-01-24,2022-02-02
XEL,2022-01-24,2022-02-02
NVDA,2022-01-24,2022-02-02
MTCH,2022-01-24,2022-02-02
ORLY,2022-01-24,2022-02-02
TMUS,2022-01-24,2022-02-02
CMCSA,2022-01-24,2022-02-02
PCAR,2022-01-24,2022-02-02
ADBE,2022-01-24,2022-02-02
XLNX,2022-01-24,2022-02-02
AEP,2022-01-24,2022-02-02
MU,2022-01-24,2022-02-02
ASML,2022-01-24,2022-02-02
INTU,2022-01-24,2022-02-02
SIRI,2022-01-24,2022-02-02
PANW,2022-01-24,2022-02-02
ALGN,2022-01-24,2022-02-02
GOOG,2022-01-24,2022-02-02
DLTR,2022-01-24,2022-02-02
CTSH,2022-01-24,2022-02-02
SBUX,2022-01-24,2022-02-02
CSX,2021-12-20,2022-01-24
VRSK,2021-12-20,2022-01-24
CDNS,2021-12-20,2022-01-24
MAR,2021-12-20,2022-01-24
DXCM,2021-12-20,2022-01-24
AMD,2021-12-20,2022-01-24
ISRG,2021-12-20,2022-01-24
FAST,2021-12-20,2022-01-24
ZS,2021-12-20,2022-01-24
TEAM,2021-12-20,2022-01-24
REGN,2021-12-20,2022-01-24
EXC,2021-12-20,2022-01-24
AMGN,2021-12-20,2022-01-24
DDOG,2021-12-20,2022-01-24
GEHC,2021-12-20,2022-01-24
SGEN,2021-12-20,2022-01-24
CRWD,2021-12-20,2022-01-24
ADP,2021-12-20,2022-01-24
CSCO,2021-12-20,2022-01-24
ADI,2021-12-20,2022-01-24
ILMN,2021-12-20,2022-01-24
MRNA,2021-12-20,2022-01-24
BIDU,2021-12-20,2022-01-24
ATVI,2021-12-20,2022-01-24
ROST,2021-12-20,2022-01-24
META,2021-12-20,2022-01-24
BIIB,2021-12-20,2022-01-24
IDXX,2021-12-20,2022-01-24
DOCU,2021-12-20,2022-01-24
MELI,2021-12-20,2022-01-24
INTC,2021-12-20,2022-01-24
MRVL,2021-12-20,2022-01-24
NFLX,2021-12-20,2022-01-24
JD,2021-12-20,2022-01-24
GOOGL,2021-12-20,2022-01-24
HON,2021-12-20,2022-01-24
VRTX,2021-12-20,2022-01-24
ZM,2021-12-20,2022-01-24
MDLZ,2021-12-20,2022-01-24
KLAC,2021-12-20,2022-01-24
WBD,2021-12-20,2022-01-24
MCHP,2021-12-20,2022-01-24
ABNB,2021-12-20,2022-01-24
SWKS,2021-12-20,2022-01-24
PDD,2021-12-20,2022-01-24
WDAY,2021-12-20,2022-01-24
PEP,2021-12-20,2022-01-24
BKNG,2021-12-20,2022-01-24
MSFT,2021-12-20,2022-01-24
CTAS,2021-12-20,2022-01-24
LRCX,2021-12-20,2022-01-24
AAPL,2021-12-20,2022-01-24
AVGO,2021-12-20,2022-01-24
NTES,2021-12-20,2022-01-24
LCID,2021-12-20,2022-01-24
SPLK,2021-12-20,2022-01-24
MNST,2021-12-20,2022-01-24
PAYX,2021-12-20,2022-01-24
TXN,2021-12-20,2022-01-24
FTNT,2021-12-20,2022-01-24
PTON,2021-12-20,2022-01-24
CHTR,2021-12-20,2022-01-24
EA,2021-12-20,2022-01-24
GILD,2021-12-20,2022-01-24
TSLA,2021-12-20,2022-01-24
NXPI,2021-12-20,2022-01-24
ANSS,2021-12-20,2022-01-24
QCOM,2021-12-20,2022-01-24
LULU,2021-12-20,2022-01-24
SNPS,2021-12-20,2022-01-24
EBAY,2021-12-20,2022-01-24
KDP,2021-12-20,2022-01-24
KHC,2021-12-20,2022-01-24
COST,2021-12-20,2022-01-24
ADSK,2021-12-20,2022-01-24
FISV,2021-12-20,2022-01-24
WBA,2021-12-20,2022-01-24
AMZN,2021-12-20,2022-01-24
PYPL,2021-12-20,2022-01-24
OKTA,2021-12-20,2022-01-24
AMAT,2021-12-20,2022-01-24
CPRT,2021-12-20,2022-01-24
XEL,2021-12-20,2022-01-24
NVDA,2021-12-20,2022-01-24
MTCH,2021-12-20,2022-01-24
ORLY,2021-12-20,2022-01-24
TMUS,2021-12-20,2022-01-24
CMCSA,2021-12-20,2022-01-24
PCAR,2021-12-20,2022-01-24
ADBE,2021-12-20,2022-01-24
XLNX,2021-12-20,2022-01-24
AEP,2021-12-20,2022-01-24
MU,2021-12-20,2022-01-24
ASML,2021-12-20,2022-01-24
INTU,2021-12-20,2022-01-24
SIRI,2021-12-20,2022-01-24
PANW,2021-12-20,2022-01-24
ALGN,2021-12-20,2022-01-24
GOOG,2021-12-20,2022-01-24
DLTR,2021-12-20,2022-01-24
CTSH,2021-12-20,2022-01-24
SBUX,2021-12-20,2022-01-24
CSX,2021-08-26,2021-12-20
VRSK,2021-08-26,2021-12-20
CDNS,2021-08-26,2021-12-20
MAR,2021-08-26,2021-12-20
DXCM,2021-08-26,2021-12-20
AMD,2021-08-26,2021-12-20
ISRG,2021-08-26,2021-12-20
CDW,2021-08-26,2021-12-20
FAST,2021-08-26,2021-12-20
TEAM,2021-08-26,2021-12-20
REGN,2021-08-26,2021-12-20
EXC,2021-08-26,2021-12-20
AMGN,2021-08-26,2021-12-20
GEHC,2021-08-26,2021-12-20
SGEN,2021-08-26,2021-12-20
CRWD,2021-08-26,2021-12-20
ADP,2021-08-26,2021-12-20
CSCO,2021-08-26,2021-12-20
ADI,2021-08-26,2021-12-20
ILMN,2021-08-26,2021-12-20
MRNA,2021-08-26,2021-12-20
BIDU,2021-08-26,2021-12-20
ATVI,2021-08-26,2021-12-20
ROST,2021-08-26,2021-12-20
META,2021-08-26,2021-12-20
BIIB,2021-08-26,2021-12-20
IDXX,2021-08-26,2021-12-20
DOCU,2021-08-26,2021-12-20
MELI,2021-08-26,2021-12-20
INTC,2021-08-26,2021-12-20
MRVL,2021-08-26,2021-12-20
NFLX,2021-08-26,2021-12-20
JD,2021-08-26,2021-12-20
GOOGL,2021-08-26,2021-12-20
HON,2021-08-26,2021-12-20
VRTX,2021-08-26,2021-12-20
CHKP,2021-08-26,2021-12-20
ZM,2021-08-26,2021-12-20
MDLZ,2021-08-26,2021-12-20
KLAC,2021-08-26,2021-12-20
WBD,2021-08-26,2021-12-20
MCHP,2021-08-26,2021-12-20
SWKS,2021-08-26,2021-12-20
PDD,2021-08-26,2021-12-20
WDAY,2021-08-26,2021-12-20
PEP,2021-08-26,2021-12-20
BKNG,2021-08-26,2021-12-20
MSFT,2021-08-26,2021-12-20
CTAS,2021-08-26,2021-12-20
LRCX,2021-08-26,2021-12-20
AAPL,2021-08-26,2021-12-20
AVGO,2021-08-26,2021-12-20
NTES,2021-08-26,2021-12-20
SPLK,2021-08-26,2021-12-20
MNST,2021-08-26,2021-12-20
PAYX,2021-08-26,2021-12-20
TXN,2021-08-26,2021-12-20
PTON,2021-08-26,2021-12-20
CHTR,2021-08-26,2021-12-20
EA,2021-08-26,2021-12-20
GILD,2021-08-26,2021-12-20
TSLA,2021-08-26,2021-12-20
NXPI,2021-08-26,2021-12-20
ANSS,2021-08-26,2021-12-20
CERN,2021-08-26,2021-12-20
QCOM,2021-08-26,2021-12-20
LULU,2021-08-26,2021-12-20
SNPS,2021-08-26,2021-12-20
EBAY,2021-08-26,2021-12-20
KDP,2021-08-26,2021-12-20
KHC,2021-08-26,2021-12-20
COST,2021-08-26,2021-12-20
INCY,2021-08-26,2021-12-20
ADSK,2021-08-26,2021-12-20
FISV,2021-08-26,2021-12-20
WBA,2021-08-26,2021-12-20
AMZN,2021-08-26,2021-12-20
PYPL,2021-08-26,2021-12-20
OKTA,2021-08-26,2021-12-20
AMAT,2021-08-26,2021-12-20
CPRT,2021-08-26,2021-12-20
XEL,2021-08-26,2021-12-20
NVDA,2021-08-26,2021-12-20
MTCH,2021-08-26,2021-12-20
ORLY,2021-08-26,2021-12-20
TMUS,2021-08-26,2021-12-20
CMCSA,2021-08-26,2021-12-20
PCAR,2021-08-26,2021-12-20
ADBE,2021-08-26,2021-12-20
XLNX,2021-08-26,2021-12-20
AEP,2021-08-26,2021-12-20
MU,2021-08-26,2021-12-20
ASML,2021-08-26,2021-12-20
INTU,2021-08-26,2021-12-20
SIRI,2021-08-26,2021-12-20
TCOM,2021-08-26,2021-12-20
ALGN,2021-08-26,2021-12-20
GOOG,2021-08-26,2021-12-20
DLTR,2021-08-26,2021-12-20
CTSH,2021-08-26,2021-12-20
SBUX,2021-08-26,2021-12-20
FOXA,2021-08-26,2021-12-20
CSX,2021-07-21,2021-08-26
VRSK,2021-07-21,2021-08-26
CDNS,2021-07-21,2021-08-26
MAR,2021-07-21,2021-08-26
DXCM,2021-07-21,2021-08-26
AMD,2021-07-21,2021-08-26
ISRG,2021-07-21,2021-08-26
CDW,2021-07-21,2021-08-26
FAST,2021-07-21,2021-08-26
TEAM,2021-07-21,2021-08-26
REGN,2021-07-21,2021-08-26
EXC,2021-07-21,2021-08-26
AMGN,2021-07-21,2021-08-26
GEHC,2021-07-21,2021-08-26
SGEN,2021-07-21,2021-08-26
ADP,2021-07-21,2021-08-26
CSCO,2021-07-21,2021-08-26
ADI,2021-07-21,2021-08-26
ILMN,2021-07-21,2021-08-26
MRNA,2021-07-21,2021-08-26
BIDU,2021-07-21,2021-08-26
ATVI,2021-07-21,2021-08-26
ROST,2021-07-21,2021-08-26
META,2021-07-21,2021-08-26
BIIB,2021-07-21,2021-08-26
IDXX,2021-07-21,2021-08-26
MXIM,2021-07-21,2021-08-26
DOCU,2021-07-21,2021-08-26
MELI,2021-07-21,2021-08-26
INTC,2021-07-21,2021-08-26
MRVL,2021-07-21,2021-08-26
NFLX,2021-07-21,2021-08-26
JD,2021-07-21,2021-08-26
GOOGL,2021-07-21,2021-08-26
HON,2021-07-21,2021-08-26
VRTX,2021-07-21,2021-08-26
CHKP,2021-07-21,2021-08-26
ZM,2021-07-21,2021-08-26
MDLZ,2021-07-21,2021-08-26
KLAC,2021-07-21,2021-08-26
WBD,2021-07-21,2021-08-26
MCHP,2021-07-21,2021-08-26
SWKS,2021-07-21,2021-08-26
PDD,2021-07-21,2021-08-26
WDAY,2021-07-21,2021-08-26
PEP,2021-07-21,2021-08-26
BKNG,2021-07-21,2021-08-26
MSFT,2021-07-21,2021-08-26
CTAS,2021-07-21,2021-08-26
LRCX,2021-07-21,2021-08-26
AAPL,2021-07-21,2021-08-26
AVGO,2021-07-21,2021-08-26
NTES,2021-07-21,2021-08-26
SPLK,2021-07-21,2021-08-26
MNST,2021-07-21,2021-08-26
PAYX,2021-07-21,2021-08-26
TXN,2021-07-21,2021-08-26
PTON,2021-07-21,2021-08-26
CHTR,2021-07-21,2021-08-26
EA,2021-07-21,2021-08-26
GILD,2021-07-21,2021-08-26
TSLA,2021-07-21,2021-08-26
NXPI,2021-07-21,2021-08-26
ANSS,2021-07-21,2021-08-26
CERN,2021-07-21,2021-08-26
QCOM,2021-07-21,2021-08-26
LULU,2021-07-21,2021-08-26
SNPS,2021-07-21,2021-08-26
EBAY,2021-07-21,2021-08-26
KDP,2021-07-21,2021-08-26
KHC,2021-07-21,2021-08-26
INCY,2021-07-21,2021-08-26
COST,2021-07-21,2021-08-26
ADSK,2021-07-21,2021-08-26
FISV,2021-07-21,2021-08-26
WBA,2021-07-21,2021-08-26
AMZN,2021-07-21,2021-08-26
PYPL,2021-07-21,2021-08-26
OKTA,2021-07-21,2021-08-26
AMAT,2021-07-21,2021-08-26
CPRT,2021-07-21,2021-08-26
XEL,2021-07-21,2021-08-26
NVDA,2021-07-21,2021-08-26
MTCH,2021-07-21,2021-08-26
ORLY,2021-07-21,2021-08-26
TMUS,2021-07-21,2021-08-26
CMCSA,2021-07-21,2021-08-26
PCAR,2021-07-21,2021-08-26
ADBE,2021-07-21,2021-08-26
XLNX,2021-07-21,2021-08-26
AEP,2021-07-21,2021-08-26
MU,2021-07-21,2021-08-26
ASML,2021-07-21,2021-08-26
TCOM,2021-07-21,2021-08-26
INTU,2021-07-21,2021-08-26
SIRI,2021-07-21,2021-08-26
ALGN,2021-07-21,2021-08-26
GOOG,2021-07-21,2021-08-26
DLTR,2021-07-21,2021-08-26
CTSH,2021-07-21,2021-08-26
SBUX,2021-07-21,2021-08-26
FOXA,2021-07-21,2021-08-26
CSX,2020-12-21,2021-07-21
VRSK,2020-12-21,2021-07-21
CDNS,2020-12-21,2021-07-21
MAR,2020-12-21,2021-07-21
DXCM,2020-12-21,2021-07-21
AMD,2020-12-21,2021-07-21
ISRG,2020-12-21,2021-07-21
CDW,2020-12-21,2021-07-21
FAST,2020-12-21,2021-07-21
TEAM,2020-12-21,2021-07-21
REGN,2020-12-21,2021-07-21
EXC,2020-12-21,2021-07-21
AMGN,2020-12-21,2021-07-21
GEHC,2020-12-21,2021-07-21
SGEN,2020-12-21,2021-07-21
ADP,2020-12-21,2021-07-21
CSCO,2020-12-21,2021-07-21
ADI,2020-12-21,2021-07-21
ILMN,2020-12-21,2021-07-21
MRNA,2020-12-21,2021-07-21
BIDU,2020-12-21,2021-07-21
ATVI,2020-12-21,2021-07-21
ROST,2020-12-21,2021-07-21
META,2020-12-21,2021-07-21
BIIB,2020-12-21,2021-07-21
IDXX,2020-12-21,2021-07-21
MXIM,2020-12-21,2021-07-21
DOCU,2020-12-21,2021-07-21
MELI,2020-12-21,2021-07-21
INTC,2020-12-21,2021-07-21
MRVL,2020-12-21,2021-07-21
NFLX,2020-12-21,2021-07-21
JD,2020-12-21,2021-07-21
GOOGL,2020-12-21,2021-07-21
VRTX,2020-12-21,2021-07-21
CHKP,2020-12-21,2021-07-21
ZM,2020-12-21,2021-07-21
MDLZ,2020-12-21,2021-07-21
KLAC,2020-12-21,2021-07-21
WBD,2020-12-21,2021-07-21
MCHP,2020-12-21,2021-07-21
SWKS,2020-12-21,2021-07-21
PDD,2020-12-21,2021-07-21
WDAY,2020-12-21,2021-07-21
PEP,2020-12-21,2021-07-21
BKNG,2020-12-21,2021-07-21
MSFT,2020-12-21,2021-07-21
CTAS,2020-12-21,2021-07-21
LRCX,2020-12-21,2021-07-21
AAPL,2020-12-21,2021-07-21
AVGO,2020-12-21,2021-07-21
NTES,2020-12-21,2021-07-21
SPLK,2020-12-21,2021-07-21
MNST,2020-12-21,2021-07-21
PAYX,2020-12-21,2021-07-21
TXN,2020-12-21,2021-07-21
PTON,2020-12-21,2021-07-21
CHTR,2020-12-21,2021-07-21
EA,2020-12-21,2021-07-21
GILD,2020-12-21,2021-07-21
TSLA,2020-12-21,2021-07-21
NXPI,2020-12-21,2021-07-21
ANSS,2020-12-21,2021-07-21
CERN,2020-12-21,2021-07-21
QCOM,2020-12-21,2021-07-21
LULU,2020-12-21,2021-07-21
SNPS,2020-12-21,2021-07-21
EBAY,2020-12-21,2021-07-21
ALXN,2020-12-21,2021-07-21
KDP,2020-12-21,2021-07-21
KHC,2020-12-21,2021-07-21
INCY,2020-12-21,2021-07-21
COST,2020-12-21,2021-07-21
ADSK,2020-12-21,2021-07-21
FISV,2020-12-21,2021-07-21
WBA,2020-12-21,2021-07-21
AMZN,2020-12-21,2021-07-21
PYPL,2020-12-21,2021-07-21
OKTA,2020-12-21,2021-07-21
AMAT,2020-12-21,2021-07-21
CPRT,2020-12-21,2021-07-21
XEL,2020-12-21,2021-07-21
NVDA,2020-12-21,2021-07-21
MTCH,2020-12-21,2021-07-21
ORLY,2020-12-21,2021-07-21
TMUS,2020-12-21,2021-07-21
CMCSA,2020-12-21,2021-07-21
PCAR,2020-12-21,2021-07-21
ADBE,2020-12-21,2021-07-21
XLNX,2020-12-21,2021-07-21
AEP,2020-12-21,2021-07-21
MU,2020-12-21,2021-07-21
ASML,2020-12-21,2021-07-21
TCOM,2020-12-21,2021-07-21
INTU,2020-12-21,2021-07-21
SIRI,2020-12-21,2021-07-21
ALGN,2020-12-21,2021-07-21
GOOG,2020-12-21,2021-07-21
DLTR,2020-12-21,2021-07-21
CTSH,2020-12-21,2021-07-21
SBUX,2020-12-21,2021-07-21
FOXA,2020-12-21,2021-07-21
CSX,2020-08-24,2020-12-21
VRSK,2020-08-24,2020-12-21
CDNS,2020-08-24,2020-12-21
MAR,2020-08-24,2020-12-21
DXCM,2020-08-24,2020-12-21
AMD,2020-08-24,2020-12-21
ISRG,2020-08-24,2020-12-21
CDW,2020-08-24,2020-12-21
FAST,2020-08-24,2020-12-21
ULTA,2020-08-24,2020-12-21
REGN,2020-08-24,2020-12-21
EXC,2020-08-24,2020-12-21
AMGN,2020-08-24,2020-12-21
GEHC,2020-08-24,2020-12-21
SGEN,2020-08-24,2020-12-21
ADP,2020-08-24,2020-12-21
CSCO,2020-08-24,2020-12-21
ADI,2020-08-24,2020-12-21
ILMN,2020-08-24,2020-12-21
MRNA,2020-08-24,2020-12-21
BIDU,2020-08-24,2020-12-21
ATVI,2020-08-24,2020-12-21
ROST,2020-08-24,2020-12-21
META,2020-08-24,2020-12-21
BIIB,2020-08-24,2020-12-21
IDXX,2020-08-24,2020-12-21
MXIM,2020-08-24,2020-12-21
DOCU,2020-08-24,2020-12-21
MELI,2020-08-24,2020-12-21
INTC,2020-08-24,2020-12-21
NFLX,2020-08-24,2020-12-21
JD,2020-08-24,2020-12-21
GOOGL,2020-08-24,2020-12-21
VRTX,2020-08-24,2020-12-21
CHKP,2020-08-24,2020-12-21
ZM,2020-08-24,2020-12-21
MDLZ,2020-08-24,2020-12-21
KLAC,2020-08-24,2020-12-21
WBD,2020-08-24,2020-12-21
MCHP,2020-08-24,2020-12-21
SWKS,2020-08-24,2020-12-21
TTWO,2020-08-24,2020-12-21
LBTYK,2020-08-24,2020-12-21
PDD,2020-08-24,2020-12-21
WDAY,2020-08-24,2020-12-21
PEP,2020-08-24,2020-12-21
BKNG,2020-08-24,2020-12-21
MSFT,2020-08-24,2020-12-21
CTAS,2020-08-24,2020-12-21
LRCX,2020-08-24,2020-12-21
AAPL,2020-08-24,2020-12-21
AVGO,2020-08-24,2020-12-21
NTES,2020-08-24,2020-12-21
SPLK,2020-08-24,2020-12-21
BMRN,2020-08-24,2020-12-21
MNST,2020-08-24,2020-12-21
PAYX,2020-08-24,2020-12-21
TXN,2020-08-24,2020-12-21
CHTR,2020-08-24,2020-12-21
EA,2020-08-24,2020-12-21
GILD,2020-08-24,2020-12-21
TSLA,2020-08-24,2020-12-21
NXPI,2020-08-24,2020-12-21
ANSS,2020-08-24,2020-12-21
CERN,2020-08-24,2020-12-21
QCOM,2020-08-24,2020-12-21
LULU,2020-08-24,2020-12-21
SNPS,2020-08-24,2020-12-21
EBAY,2020-08-24,2020-12-21
ALXN,2020-08-24,2020-12-21
KDP,2020-08-24,2020-12-21
KHC,2020-08-24,2020-12-21
INCY,2020-08-24,2020-12-21
COST,2020-08-24,2020-12-21
ADSK,2020-08-24,2020-12-21
FISV,2020-08-24,2020-12-21
WBA,2020-08-24,2020-12-21
AMZN,2020-08-24,2020-12-21
PYPL,2020-08-24,2020-12-21
AMAT,2020-08-24,2020-12-21
CPRT,2020-08-24,2020-12-21
XEL,2020-08-24,2020-12-21
NVDA,2020-08-24,2020-12-21
EXPE,2020-08-24,2020-12-21
ORLY,2020-08-24,2020-12-21
TMUS,2020-08-24,2020-12-21
CMCSA,2020-08-24,2020-12-21
PCAR,2020-08-24,2020-12-21
ADBE,2020-08-24,2020-12-21
XLNX,2020-08-24,2020-12-21
MU,2020-08-24,2020-12-21
ASML,2020-08-24,2020-12-21
TCOM,2020-08-24,2020-12-21
INTU,2020-08-24,2020-12-21
SIRI,2020-08-24,2020-12-21
ALGN,2020-08-24,2020-12-21
GOOG,2020-08-24,2020-12-21
DLTR,2020-08-24,2020-12-21
LBTYA,2020-08-24,2020-12-21
CTSH,2020-08-24,2020-12-21
SBUX,2020-08-24,2020-12-21
FOXA,2020-08-24,2020-12-21
CTXS,2020-08-24,2020-12-21
CSX,2020-07-20,2020-08-24
VRSK,2020-07-20,2020-08-24
CDNS,2020-07-20,2020-08-24
MAR,2020-07-20,2020-08-24
DXCM,2020-07-20,2020-08-24
AMD,2020-07-20,2020-08-24
ISRG,2020-07-20,2020-08-24
CDW,2020-07-20,2020-08-24
ULTA,2020-07-20,2020-08-24
FAST,2020-07-20,2020-08-24
REGN,2020-07-20,2020-08-24
EXC,2020-07-20,2020-08-24
AMGN,2020-07-20,2020-08-24
GEHC,2020-07-20,2020-08-24
SGEN,2020-07-20,2020-08-24
ADP,2020-07-20,2020-08-24
CSCO,2020-07-20,2020-08-24
ADI,2020-07-20,2020-08-24
ILMN,2020-07-20,2020-08-24
MRNA,2020-07-20,2020-08-24
BIDU,2020-07-20,2020-08-24
ATVI,2020-07-20,2020-08-24
ROST,2020-07-20,2020-08-24
META,2020-07-20,2020-08-24
BIIB,2020-07-20,2020-08-24
IDXX,2020-07-20,2020-08-24
MXIM,2020-07-20,2020-08-24
DOCU,2020-07-20,2020-08-24
MELI,2020-07-20,2020-08-24
INTC,2020-07-20,2020-08-24
NFLX,2020-07-20,2020-08-24
JD,2020-07-20,2020-08-24
GOOGL,2020-07-20,2020-08-24
VRTX,2020-07-20,2020-08-24
CHKP,2020-07-20,2020-08-24
ZM,2020-07-20,2020-08-24
MDLZ,2020-07-20,2020-08-24
KLAC,2020-07-20,2020-08-24
WBD,2020-07-20,2020-08-24
MCHP,2020-07-20,2020-08-24
SWKS,2020-07-20,2020-08-24
TTWO,2020-07-20,2020-08-24
LBTYK,2020-07-20,2020-08-24
WDAY,2020-07-20,2020-08-24
PEP,2020-07-20,2020-08-24
BKNG,2020-07-20,2020-08-24
MSFT,2020-07-20,2020-08-24
CTAS,2020-07-20,2020-08-24
LRCX,2020-07-20,2020-08-24
AAPL,2020-07-20,2020-08-24
AVGO,2020-07-20,2020-08-24
NTES,2020-07-20,2020-08-24
SPLK,2020-07-20,2020-08-24
BMRN,2020-07-20,2020-08-24
MNST,2020-07-20,2020-08-24
PAYX,2020-07-20,2020-08-24
NTAP,2020-07-20,2020-08-24
TXN,2020-07-20,2020-08-24
CHTR,2020-07-20,2020-08-24
EA,2020-07-20,2020-08-24
GILD,2020-07-20,2020-08-24
TSLA,2020-07-20,2020-08-24
NXPI,2020-07-20,2020-08-24
ANSS,2020-07-20,2020-08-24
CERN,2020-07-20,2020-08-24
QCOM,2020-07-20,2020-08-24
LULU,2020-07-20,2020-08-24
SNPS,2020-07-20,2020-08-24
EBAY,2020-07-20,2020-08-24
ALXN,2020-07-20,2020-08-24
KDP,2020-07-20,2020-08-24
KHC,2020-07-20,2020-08-24
INCY,2020-07-20,2020-08-24
COST,2020-07-20,2020-08-24
