PTON,Date
44.779998779296875,2020-06-08
47.63999938964844,2020-06-09
47.11000061035156,2020-06-10
45.97999954223633,2020-06-11
47.099998474121094,2020-06-12
49.939998626708984,2020-06-15
49.90999984741211,2020-06-16
49.16999816894531,2020-06-17
51.08000183105469,2020-06-18
50.88999938964844,2020-06-19
53.029998779296875,2020-06-22
54.880001068115234,2020-06-23
55.54999923706055,2020-06-24
58.060001373291016,2020-06-25
58.43000030517578,2020-06-26
57.209999084472656,2020-06-29
57.77000045776367,2020-06-30
60.25,2020-07-01
59.15999984741211,2020-07-02
60.47999954223633,2020-07-06
60.81999969482422,2020-07-07
62.52000045776367,2020-07-08
64.48999786376953,2020-07-09
68.47000122070312,2020-07-10
61.58000183105469,2020-07-13
62.95000076293945,2020-07-14
63.130001068115234,2020-07-15
61.290000915527344,2020-07-16
58.529998779296875,2020-07-17
64.70999908447266,2020-07-20
62.880001068115234,2020-07-21
64.13999938964844,2020-07-22
62.310001373291016,2020-07-23
61.81999969482422,2020-07-24
63.68000030517578,2020-07-27
64.11000061035156,2020-07-28
66.6500015258789,2020-07-29
65.27999877929688,2020-07-30
68.22000122070312,2020-07-31
72.68000030517578,2020-08-03
70.01000213623047,2020-08-04
71.20999908447266,2020-08-05
69.72000122070312,2020-08-06
68.30000305175781,2020-08-07
67.12000274658203,2020-08-10
64.95999908447266,2020-08-11
64.36000061035156,2020-08-12
65.70999908447266,2020-08-13
64.33999633789062,2020-08-14
65.26000213623047,2020-08-17
69.81999969482422,2020-08-18
67.58999633789062,2020-08-19
68.72000122070312,2020-08-20
69.3499984741211,2020-08-21
66.87000274658203,2020-08-24
66.44999694824219,2020-08-25
67.30000305175781,2020-08-26
70.30000305175781,2020-08-27
75.95999908447266,2020-08-28
76.66999816894531,2020-08-31
83.66999816894531,2020-09-01
91.05999755859375,2020-09-02
82.27999877929688,2020-09-03
80.62999725341797,2020-09-04
85.5999984741211,2020-09-08
91.16999816894531,2020-09-09
87.75,2020-09-10
84.04000091552734,2020-09-11
82.01000213623047,2020-09-14
85.44999694824219,2020-09-15
82.58999633789062,2020-09-16
85.19999694824219,2020-09-17
89.69999694824219,2020-09-18
94.80000305175781,2020-09-21
94.38999938964844,2020-09-22
95.2300033569336,2020-09-23
88.55999755859375,2020-09-24
97.7300033569336,2020-09-25
96.91000366210938,2020-09-28
100.47000122070312,2020-09-29
99.23999786376953,2020-09-30
105.19999694824219,2020-10-01
107.51000213623047,2020-10-02
110.73999786376953,2020-10-05
111.30999755859375,2020-10-06
116.95999908447266,2020-10-07
115.0,2020-10-08
123.0199966430664,2020-10-09
127.30000305175781,2020-10-12
130.97000122070312,2020-10-13
131.44000244140625,2020-10-14
136.42999267578125,2020-10-15
131.3300018310547,2020-10-16
133.00999450683594,2020-10-19
131.92999267578125,2020-10-20
124.30000305175781,2020-10-21
120.80000305175781,2020-10-22
122.52999877929688,2020-10-23
118.0999984741211,2020-10-26
121.1500015258789,2020-10-27
122.12000274658203,2020-10-28
115.91000366210938,2020-10-29
110.20999908447266,2020-10-30
113.44000244140625,2020-11-02
111.69999694824219,2020-11-03
118.5999984741211,2020-11-04
126.62999725341797,2020-11-05
125.45999908447266,2020-11-06
100.01000213623047,2020-11-09
105.20999908447266,2020-11-10
106.20999908447266,2020-11-11
108.72000122070312,2020-11-12
100.79000091552734,2020-11-13
101.9000015258789,2020-11-16
102.48999786376953,2020-11-17
104.48999786376953,2020-11-18
105.26000213623047,2020-11-19
110.9000015258789,2020-11-20
112.05000305175781,2020-11-23
105.41999816894531,2020-11-24
106.94000244140625,2020-11-25
108.9800033569336,2020-11-27
116.3499984741211,2020-11-30
112.02999877929688,2020-12-01
113.18000030517578,2020-12-02
116.19999694824219,2020-12-03
114.44999694824219,2020-12-04
116.62999725341797,2020-12-07
118.25,2020-12-08
110.79000091552734,2020-12-09
117.98999786376953,2020-12-10
117.0999984741211,2020-12-11
121.91000366210938,2020-12-14
127.77999877929688,2020-12-15
134.0,2020-12-16
136.8000030517578,2020-12-17
139.83999633789062,2020-12-18
144.38999938964844,2020-12-21
161.2100067138672,2020-12-22
162.75999450683594,2020-12-23
162.72000122070312,2020-12-24
152.17999267578125,2020-12-28
150.10000610351562,2020-12-29
154.9600067138672,2020-12-30
151.72000122070312,2020-12-31
145.9600067138672,2021-01-04
148.52999877929688,2021-01-05
143.75999450683594,2021-01-06
154.0,2021-01-07
158.8800048828125,2021-01-08
152.33999633789062,2021-01-11
156.0399932861328,2021-01-12
167.4199981689453,2021-01-13
165.25,2021-01-14
157.80999755859375,2021-01-15
150.13999938964844,2021-01-19
155.7899932861328,2021-01-20
158.1300048828125,2021-01-21
159.75,2021-01-22
157.13999938964844,2021-01-25
147.7899932861328,2021-01-26
144.9600067138672,2021-01-27
145.8300018310547,2021-01-28
146.1300048828125,2021-01-29
146.7899932861328,2021-02-01
147.72999572753906,2021-02-02
147.1699981689453,2021-02-03
157.52999877929688,2021-02-04
148.3000030517578,2021-02-05
144.99000549316406,2021-02-08
147.75999450683594,2021-02-09
145.0399932861328,2021-02-10
146.47999572753906,2021-02-11
154.6699981689453,2021-02-12
145.8800048828125,2021-02-16
139.22999572753906,2021-02-17
138.4499969482422,2021-02-18
139.7100067138672,2021-02-19
125.75,2021-02-22
126.88999938964844,2021-02-23
122.72000122070312,2021-02-24
115.20999908447266,2021-02-25
120.47000122070312,2021-02-26
123.80999755859375,2021-03-01
117.97000122070312,2021-03-02
108.08000183105469,2021-03-03
104.75,2021-03-04
105.12999725341797,2021-03-05
101.3499984741211,2021-03-08
116.0199966430664,2021-03-09
111.31999969482422,2021-03-10
117.6500015258789,2021-03-11
111.55000305175781,2021-03-12
112.73999786376953,2021-03-15
107.95999908447266,2021-03-16
107.79000091552734,2021-03-17
102.73999786376953,2021-03-18
108.30999755859375,2021-03-19
109.54000091552734,2021-03-22
113.3499984741211,2021-03-23
101.79000091552734,2021-03-24
103.2300033569336,2021-03-25
106.41999816894531,2021-03-26
105.0199966430664,2021-03-29
107.16999816894531,2021-03-30
112.44000244140625,2021-03-31
112.08999633789062,2021-04-01
109.08999633789062,2021-04-05
115.37999725341797,2021-04-06
115.19999694824219,2021-04-07
123.62000274658203,2021-04-08
118.5999984741211,2021-04-09
118.97000122070312,2021-04-12
122.36000061035156,2021-04-13
117.80000305175781,2021-04-14
119.9000015258789,2021-04-15
116.20999908447266,2021-04-16
107.75,2021-04-19
106.5,2021-04-20
99.93000030517578,2021-04-21
101.48999786376953,2021-04-22
101.06999969482422,2021-04-23
103.2699966430664,2021-04-26
102.33999633789062,2021-04-27
103.22000122070312,2021-04-28
98.9000015258789,2021-04-29
98.3499984741211,2021-04-30
95.83999633789062,2021-05-03
96.69999694824219,2021-05-04
82.62000274658203,2021-05-05
83.77999877929688,2021-05-06
83.80999755859375,2021-05-07
87.48999786376953,2021-05-10
91.01000213623047,2021-05-11
89.3499984741211,2021-05-12
95.29000091552734,2021-05-13
96.58000183105469,2021-05-14
92.29000091552734,2021-05-17
95.19000244140625,2021-05-18
96.55000305175781,2021-05-19
100.45999908447266,2021-05-20
100.9000015258789,2021-05-21
101.16000366210938,2021-05-24
99.44000244140625,2021-05-25
109.55999755859375,2021-05-26
112.5999984741211,2021-05-27
110.30999755859375,2021-05-28
108.88999938964844,2021-06-01
108.55000305175781,2021-06-02
103.0999984741211,2021-06-03
103.01000213623047,2021-06-04
109.79000091552734,2021-06-07
109.69000244140625,2021-06-08
106.97000122070312,2021-06-09
106.08000183105469,2021-06-10
113.12000274658203,2021-06-11
112.08999633789062,2021-06-14
106.11000061035156,2021-06-15
105.06999969482422,2021-06-16
108.80999755859375,2021-06-17
109.12000274658203,2021-06-18
108.11000061035156,2021-06-21
117.16999816894531,2021-06-22
117.4800033569336,2021-06-23
121.8499984741211,2021-06-24
121.48999786376953,2021-06-25
126.91999816894531,2021-06-28
125.68000030517578,2021-06-29
124.0199966430664,2021-06-30
122.16000366210938,2021-07-01
121.5999984741211,2021-07-02
123.69000244140625,2021-07-06
123.51000213623047,2021-07-07
124.05999755859375,2021-07-08
117.83999633789062,2021-07-09
120.30999755859375,2021-07-12
119.8499984741211,2021-07-13
113.36000061035156,2021-07-14
111.19000244140625,2021-07-15
110.54000091552734,2021-07-16
118.43000030517578,2021-07-19
126.3499984741211,2021-07-20
126.43000030517578,2021-07-21
119.66999816894531,2021-07-22
121.55000305175781,2021-07-23
122.68000030517578,2021-07-26
121.36000061035156,2021-07-27
121.91999816894531,2021-07-28
118.0999984741211,2021-07-29
118.05000305175781,2021-07-30
120.69000244140625,2021-08-02
119.2699966430664,2021-08-03
120.93000030517578,2021-08-04
120.22000122070312,2021-08-05
112.69000244140625,2021-08-06
116.58000183105469,2021-08-09
113.83999633789062,2021-08-10
112.94999694824219,2021-08-11
112.63999938964844,2021-08-12
110.87999725341797,2021-08-13
110.0,2021-08-16
113.25,2021-08-17
110.6500015258789,2021-08-18
107.80000305175781,2021-08-19
108.06999969482422,2021-08-20
106.58999633789062,2021-08-23
113.70999908447266,2021-08-24
116.25,2021-08-25
114.08999633789062,2021-08-26
104.33999633789062,2021-08-27
101.4800033569336,2021-08-30
100.19000244140625,2021-08-31
100.04000091552734,2021-09-01
101.0,2021-09-02
98.55999755859375,2021-09-03
96.4800033569336,2021-09-07
97.5,2021-09-08
107.08000183105469,2021-09-09
114.38999938964844,2021-09-10
111.51000213623047,2021-09-13
108.5,2021-09-14
105.55999755859375,2021-09-15
104.91999816894531,2021-09-16
103.41999816894531,2021-09-17
100.7300033569336,2021-09-20
100.91999816894531,2021-09-21
94.55000305175781,2021-09-22
94.37999725341797,2021-09-23
92.63999938964844,2021-09-24
92.06999969482422,2021-09-27
87.80000305175781,2021-09-28
85.4000015258789,2021-09-29
87.05000305175781,2021-09-30
86.70999908447266,2021-10-01
82.3499984741211,2021-10-04
82.55999755859375,2021-10-05
83.76000213623047,2021-10-06
87.73999786376953,2021-10-07
86.11000061035156,2021-10-08
84.87000274658203,2021-10-11
86.6500015258789,2021-10-12
86.70999908447266,2021-10-13
85.8499984741211,2021-10-14
85.11000061035156,2021-10-15
87.6500015258789,2021-10-18
88.19000244140625,2021-10-19
90.6500015258789,2021-10-20
94.83000183105469,2021-10-21
93.83000183105469,2021-10-22
96.5999984741211,2021-10-25
93.45999908447266,2021-10-26
88.44999694824219,2021-10-27
90.30999755859375,2021-10-28
91.44000244140625,2021-10-29
92.83000183105469,2021-11-01
89.37000274658203,2021-11-02
89.9000015258789,2021-11-03
86.05999755859375,2021-11-04
55.63999938964844,2021-11-05
51.25,2021-11-08
50.130001068115234,2021-11-09
48.95000076293945,2021-11-10
50.52000045776367,2021-11-11
49.220001220703125,2021-11-12
47.4900016784668,2021-11-15
54.849998474121094,2021-11-16
51.130001068115234,2021-11-17
48.400001525878906,2021-11-18
47.13999938964844,2021-11-19
44.08000183105469,2021-11-22
42.970001220703125,2021-11-23
43.91999816894531,2021-11-24
46.40999984741211,2021-11-26
44.38999938964844,2021-11-29
44.0,2021-11-30
42.25,2021-12-01
44.45000076293945,2021-12-02
43.54999923706055,2021-12-03
42.4900016784668,2021-12-06
41.779998779296875,2021-12-07
45.90999984741211,2021-12-08
40.70000076293945,2021-12-09
38.5099983215332,2021-12-10
41.34000015258789,2021-12-13
39.2599983215332,2021-12-14
38.5,2021-12-15
39.810001373291016,2021-12-16
42.45000076293945,2021-12-17
38.70000076293945,2021-12-20
39.189998626708984,2021-12-21
37.779998779296875,2021-12-22
38.59000015258789,2021-12-23
36.709999084472656,2021-12-27
35.130001068115234,2021-12-28
34.560001373291016,2021-12-29
37.189998626708984,2021-12-30
35.7599983215332,2021-12-31
35.20000076293945,2022-01-03
33.81999969482422,2022-01-04
32.22999954223633,2022-01-05
33.86000061035156,2022-01-06
35.58000183105469,2022-01-07
34.369998931884766,2022-01-10
36.560001373291016,2022-01-11
34.4900016784668,2022-01-12
32.150001525878906,2022-01-13
31.329999923706055,2022-01-14
30.229999542236328,2022-01-18
31.84000015258789,2022-01-19
24.219999313354492,2022-01-20
27.059999465942383,2022-01-21
29.709999084472656,2022-01-24
26.530000686645508,2022-01-25
24.75,2022-01-26
23.969999313354492,2022-01-27
25.639999389648438,2022-01-28
27.329999923706055,2022-01-31
28.020000457763672,2022-02-01
26.700000762939453,2022-02-02
24.25,2022-02-03
24.600000381469727,2022-02-04
29.75,2022-02-07
37.27000045776367,2022-02-08
38.77000045776367,2022-02-09
37.459999084472656,2022-02-10
34.68000030517578,2022-02-11
32.83000183105469,2022-02-14
33.25,2022-02-15
32.04999923706055,2022-02-16
30.59000015258789,2022-02-17
29.6299991607666,2022-02-18
28.549999237060547,2022-02-22
27.0,2022-02-23
28.299999237060547,2022-02-24
28.190000534057617,2022-02-25
29.059999465942383,2022-02-28
27.6200008392334,2022-03-01
26.729999542236328,2022-03-02
24.520000457763672,2022-03-03
23.489999771118164,2022-03-04
22.520000457763672,2022-03-07
22.549999237060547,2022-03-08
23.440000534057617,2022-03-09
22.610000610351562,2022-03-10
21.139999389648438,2022-03-11
20.200000762939453,2022-03-14
22.610000610351562,2022-03-15
23.309999465942383,2022-03-16
24.700000762939453,2022-03-17
26.6200008392334,2022-03-18
26.25,2022-03-21
27.530000686645508,2022-03-22
28.709999084472656,2022-03-23
28.940000534057617,2022-03-24
28.420000076293945,2022-03-25
28.06999969482422,2022-03-28
30.889999389648438,2022-03-29
28.440000534057617,2022-03-30
26.420000076293945,2022-03-31
26.309999465942383,2022-04-01
27.809999465942383,2022-04-04
26.200000762939453,2022-04-05
24.90999984741211,2022-04-06
24.059999465942383,2022-04-07
23.559999465942383,2022-04-08
24.18000030517578,2022-04-11
23.709999084472656,2022-04-12
25.030000686645508,2022-04-13
23.8700008392334,2022-04-14
23.90999984741211,2022-04-18
24.530000686645508,2022-04-19
21.770000457763672,2022-04-20
20.46500015258789,2022-04-21
20.389999389648438,2022-04-22
20.40999984741211,2022-04-25
19.020000457763672,2022-04-26
18.639999389648438,2022-04-27
18.469999313354492,2022-04-28
17.559999465942383,2022-04-29
18.729999542236328,2022-05-02
18.309999465942383,2022-05-03
18.709999084472656,2022-05-04
17.010000228881836,2022-05-05
15.699999809265137,2022-05-06
14.130000114440918,2022-05-09
12.899999618530273,2022-05-10
12.34000015258789,2022-05-11
13.619999885559082,2022-05-12
15.869999885559082,2022-05-13
15.479999542236328,2022-05-16
15.550000190734863,2022-05-17
14.420000076293945,2022-05-18
14.729999542236328,2022-05-19
14.510000228881836,2022-05-20
13.619999885559082,2022-05-23
12.520000457763672,2022-05-24
13.050000190734863,2022-05-25
13.899999618530273,2022-05-26
14.510000228881836,2022-05-27
13.960000038146973,2022-05-31
12.9399995803833,2022-06-01
13.170000076293945,2022-06-02
12.529999732971191,2022-06-03
12.479999542236328,2022-06-06
12.430000305175781,2022-06-07
12.1899995803833,2022-06-08
11.119999885559082,2022-06-09
10.510000228881836,2022-06-10
9.84000015258789,2022-06-13
9.579999923706055,2022-06-14
10.130000114440918,2022-06-15
9.449999809265137,2022-06-16
9.739999771118164,2022-06-17
9.699999809265137,2022-06-21
9.770000457763672,2022-06-22
10.510000228881836,2022-06-23
11.010000228881836,2022-06-24
10.789999961853027,2022-06-27
9.859999656677246,2022-06-28
9.449999809265137,2022-06-29
9.180000305175781,2022-06-30
9.130000114440918,2022-07-01
10.40999984741211,2022-07-05
10.149999618530273,2022-07-06
10.649999618530273,2022-07-07
10.210000038146973,2022-07-08
8.920000076293945,2022-07-11
9.25,2022-07-12
8.930000305175781,2022-07-13
8.34000015258789,2022-07-14
8.479999542236328,2022-07-15
8.630000114440918,2022-07-18
9.399999618530273,2022-07-19
11.029999732971191,2022-07-20
11.260000228881836,2022-07-21
9.770000457763672,2022-07-22
9.550000190734863,2022-07-25
8.710000038146973,2022-07-26
9.0,2022-07-27
9.329999923706055,2022-07-28
9.489999771118164,2022-07-29
9.6899995803833,2022-08-01
10.720000267028809,2022-08-02
11.390000343322754,2022-08-03
10.5,2022-08-04
11.789999961853027,2022-08-05
11.90999984741211,2022-08-08
11.09000015258789,2022-08-09
11.920000076293945,2022-08-10
11.90999984741211,2022-08-11
13.529999732971191,2022-08-12
13.529999732971191,2022-08-15
13.6899995803833,2022-08-16
12.9399995803833,2022-08-17
12.65999984741211,2022-08-18
11.710000038146973,2022-08-19
11.579999923706055,2022-08-22
11.199999809265137,2022-08-23
13.479999542236328,2022-08-24
11.010000228881836,2022-08-25
10.609999656677246,2022-08-26
10.470000267028809,2022-08-29
9.579999923706055,2022-08-30
10.1899995803833,2022-08-31
10.279999732971191,2022-09-01
9.4399995803833,2022-09-02
8.6899995803833,2022-09-06
8.970000267028809,2022-09-07
9.100000381469727,2022-09-08
10.3100004196167,2022-09-09
11.050000190734863,2022-09-12
9.90999984741211,2022-09-13
10.229999542236328,2022-09-14
10.680000305175781,2022-09-15
9.739999771118164,2022-09-16
9.920000076293945,2022-09-19
9.649999618530273,2022-09-20
9.050000190734863,2022-09-21
8.59000015258789,2022-09-22
8.510000228881836,2022-09-23
8.220000267028809,2022-09-26
8.199999809265137,2022-09-27
8.239999771118164,2022-09-28
7.050000190734863,2022-09-29
6.929999828338623,2022-09-30
7.46999979019165,2022-10-03
8.859999656677246,2022-10-04
8.489999771118164,2022-10-05
8.829999923706055,2022-10-06
8.6899995803833,2022-10-07
9.09000015258789,2022-10-10
8.779999732971191,2022-10-11
8.529999732971191,2022-10-12
8.710000038146973,2022-10-13
7.239999771118164,2022-10-14
7.75,2022-10-17
7.829999923706055,2022-10-18
7.389999866485596,2022-10-19
7.409999847412109,2022-10-20
7.340000152587891,2022-10-21
7.0,2022-10-24
7.480000019073486,2022-10-25
7.690000057220459,2022-10-26
7.809999942779541,2022-10-27
8.010000228881836,2022-10-28
8.399999618530273,2022-10-31
8.9399995803833,2022-11-01
8.630000114440918,2022-11-02
9.34000015258789,2022-11-03
9.390000343322754,2022-11-04
9.40999984741211,2022-11-07
9.579999923706055,2022-11-08
8.5649995803833,2022-11-09
9.960000038146973,2022-11-10
10.329999923706055,2022-11-11
10.9399995803833,2022-11-14
11.84000015258789,2022-11-15
10.9399995803833,2022-11-16
10.890000343322754,2022-11-17
10.3100004196167,2022-11-18
9.760000228881836,2022-11-21
9.649999618530273,2022-11-22
10.029999732971191,2022-11-23
10.0600004196167,2022-11-25
10.140000343322754,2022-11-28
10.489999771118164,2022-11-29
11.380000114440918,2022-11-30
11.770000457763672,2022-12-01
13.300000190734863,2022-12-02
12.920000076293945,2022-12-05
12.460000038146973,2022-12-06
11.850000381469727,2022-12-07
12.569999694824219,2022-12-08
11.510000228881836,2022-12-09
11.710000038146973,2022-12-12
11.710000038146973,2022-12-13
12.15999984741211,2022-12-14
11.359999656677246,2022-12-15
10.710000038146973,2022-12-16
10.479999542236328,2022-12-19
10.449999809265137,2022-12-20
9.880000114440918,2022-12-21
9.210000038146973,2022-12-22
8.890000343322754,2022-12-23
8.140000343322754,2022-12-27
7.880000114440918,2022-12-28
8.09000015258789,2022-12-29
7.940000057220459,2022-12-30
8.119999885559082,2023-01-03
8.84000015258789,2023-01-04
8.579999923706055,2023-01-05
8.920000076293945,2023-01-06
9.329999923706055,2023-01-09
9.800000190734863,2023-01-10
10.819999694824219,2023-01-11
11.100000381469727,2023-01-12
11.630000114440918,2023-01-13
11.9399995803833,2023-01-17
11.09000015258789,2023-01-18
10.4399995803833,2023-01-19
11.0600004196167,2023-01-20
11.65999984741211,2023-01-23
11.0600004196167,2023-01-24
11.40999984741211,2023-01-25
11.800000190734863,2023-01-26
12.649999618530273,2023-01-27
12.5,2023-01-30
12.930000305175781,2023-01-31
16.360000610351562,2023-02-01
16.979999542236328,2023-02-02
16.280000686645508,2023-02-03
15.789999961853027,2023-02-06
15.760000228881836,2023-02-07
15.430000305175781,2023-02-08
14.800000190734863,2023-02-09
13.829999923706055,2023-02-10
13.630000114440918,2023-02-13
13.5600004196167,2023-02-14
14.3100004196167,2023-02-15
13.75,2023-02-16
13.600000381469727,2023-02-17
13.25,2023-02-21
13.430000305175781,2023-02-22
13.079999923706055,2023-02-23
12.699999809265137,2023-02-24
12.9399995803833,2023-02-27
12.920000076293945,2023-02-28
12.65999984741211,2023-03-01
12.920000076293945,2023-03-02
13.859999656677246,2023-03-03
13.880000114440918,2023-03-06
13.25,2023-03-07
13.630000114440918,2023-03-08
12.739999771118164,2023-03-09
11.779999732971191,2023-03-10
11.369999885559082,2023-03-13
10.600000381469727,2023-03-14
10.90999984741211,2023-03-15
10.640000343322754,2023-03-16
10.079999923706055,2023-03-17
9.380000114440918,2023-03-20
9.859999656677246,2023-03-21
9.260000228881836,2023-03-22
9.289999961853027,2023-03-23
9.529999732971191,2023-03-24
9.779999732971191,2023-03-27
9.8100004196167,2023-03-28
10.40999984741211,2023-03-29
10.569999694824219,2023-03-30
11.34000015258789,2023-03-31
11.710000038146973,2023-04-03
11.729999542236328,2023-04-04
11.130000114440918,2023-04-05
11.40999984741211,2023-04-06
11.369999885559082,2023-04-10
11.489999771118164,2023-04-11
10.199999809265137,2023-04-12
10.119999885559082,2023-04-13
9.579999923706055,2023-04-14
9.770000457763672,2023-04-17
9.899999618530273,2023-04-18
9.520000457763672,2023-04-19
9.079999923706055,2023-04-20
9.479999542236328,2023-04-21
9.34000015258789,2023-04-24
8.8100004196167,2023-04-25
8.600000381469727,2023-04-26
8.760000228881836,2023-04-27
8.880000114440918,2023-04-28
9.069999694824219,2023-05-01
8.609999656677246,2023-05-02
8.829999923706055,2023-05-03
7.639999866485596,2023-05-04
7.809999942779541,2023-05-05
8.09000015258789,2023-05-08
7.829999923706055,2023-05-09
7.53000020980835,2023-05-10
6.860000133514404,2023-05-11
6.940000057220459,2023-05-12
7.440000057220459,2023-05-15
6.980000019073486,2023-05-16
7.139999866485596,2023-05-17
7.349999904632568,2023-05-18
7.170000076293945,2023-05-19
7.329999923706055,2023-05-22
7.25,2023-05-23
7.059999942779541,2023-05-24
6.989999771118164,2023-05-25
6.889999866485596,2023-05-26
7.050000190734863,2023-05-30
7.28000020980835,2023-05-31
7.730000019073486,2023-06-01
8.369999885559082,2023-06-02
8.180000305175781,2023-06-05
8.260000228881836,2023-06-06
8.100000381469727,2023-06-07
8.220000267028809,2023-06-08
8.3100004196167,2023-06-09
8.930000305175781,2023-06-12
9.449999809265137,2023-06-13
9.6899995803833,2023-06-14
8.960000038146973,2023-06-15
8.640000343322754,2023-06-16
8.260000228881836,2023-06-20
7.579999923706055,2023-06-21
7.525000095367432,2023-06-22
7.309999942779541,2023-06-23
7.239999771118164,2023-06-26
7.5,2023-06-27
7.300000190734863,2023-06-28
7.460000038146973,2023-06-29
7.690000057220459,2023-06-30
8.1899995803833,2023-07-03
