PEAK,Date
0.4569321870803833,1986-04-04
0.4592636525630951,1986-04-07
0.4592636525630951,1986-04-08
0.4569321870803833,1986-04-09
0.45460110902786255,1986-04-10
0.46159517765045166,1986-04-11
0.4639262855052948,1986-04-14
0.46159517765045166,1986-04-15
0.46159517765045166,1986-04-16
0.46625757217407227,1986-04-17
0.48024535179138184,1986-04-18
0.477914035320282,1986-04-21
0.48024535179138184,1986-04-22
0.4872390031814575,1986-04-23
0.4872390031814575,1986-04-24
0.47558286786079407,1986-04-25
0.48257672786712646,1986-04-28
0.48257672786712646,1986-04-29
0.477914035320282,1986-04-30
0.477914035320282,1986-05-01
0.48257672786712646,1986-05-02
0.48024535179138184,1986-05-05
0.4732513129711151,1986-05-06
0.477914035320282,1986-05-07
0.47091978788375854,1986-05-08
0.47558286786079407,1986-05-09
0.477914035320282,1986-05-12
0.48257672786712646,1986-05-13
0.48257672786712646,1986-05-14
0.48257672786712646,1986-05-15
0.48257672786712646,1986-05-16
0.48024535179138184,1986-05-19
0.48024535179138184,1986-05-20
0.48257672786712646,1986-05-21
0.48257672786712646,1986-05-22
0.48257672786712646,1986-05-23
0.48257672786712646,1986-05-27
0.48257672786712646,1986-05-28
0.47558286786079407,1986-05-29
0.48024535179138184,1986-05-30
0.477914035320282,1986-06-02
0.477914035320282,1986-06-03
0.47558286786079407,1986-06-04
0.47558286786079407,1986-06-05
0.477914035320282,1986-06-06
0.47558286786079407,1986-06-09
0.46625757217407227,1986-06-10
0.47091978788375854,1986-06-11
0.47558286786079407,1986-06-12
0.477914035320282,1986-06-13
0.48024535179138184,1986-06-16
0.477914035320282,1986-06-17
0.477914035320282,1986-06-18
0.47091978788375854,1986-06-19
0.48024535179138184,1986-06-20
0.48257672786712646,1986-06-23
0.4849078059196472,1986-06-24
0.5082207918167114,1986-06-25
0.5058895945549011,1986-06-26
0.5012269616127014,1986-06-27
0.5035582780838013,1986-06-30
0.5152146816253662,1986-07-01
0.5268712043762207,1986-07-02
0.5361959338188171,1986-07-03
0.5268712043762207,1986-07-07
0.5035582780838013,1986-07-08
0.517545759677887,1986-07-09
0.5128830671310425,1986-07-10
0.517545759677887,1986-07-11
0.522208571434021,1986-07-14
0.5152146816253662,1986-07-15
0.5082207918167114,1986-07-16
0.5128830671310425,1986-07-17
0.5035582780838013,1986-07-18
0.5198772549629211,1986-07-21
0.5268712043762207,1986-07-22
0.5385276079177856,1986-07-23
0.5408585071563721,1986-07-24
0.5478525757789612,1986-07-25
0.529202401638031,1986-07-28
0.529202401638031,1986-07-29
0.5268712043762207,1986-07-30
0.517545759677887,1986-07-31
0.5128830671310425,1986-08-01
0.510552167892456,1986-08-04
0.5152146816253662,1986-08-05
0.5128830671310425,1986-08-06
0.5128830671310425,1986-08-07
0.5035582780838013,1986-08-08
0.5035582780838013,1986-08-11
0.5058895945549011,1986-08-12
0.5058895945549011,1986-08-13
0.5128830671310425,1986-08-14
0.517545759677887,1986-08-15
0.517545759677887,1986-08-18
0.517545759677887,1986-08-19
0.5245394110679626,1986-08-20
0.5478525757789612,1986-08-21
0.5595089197158813,1986-08-22
0.5548461675643921,1986-08-25
0.5548461675643921,1986-08-26
0.5408585071563721,1986-08-27
0.5408585071563721,1986-08-28
0.5571775436401367,1986-08-29
0.5595089197158813,1986-09-02
0.5641713738441467,1986-09-03
0.5641713738441467,1986-09-04
0.5548461675643921,1986-09-05
0.5455213189125061,1986-09-08
0.5431900024414062,1986-09-09
0.5408585071563721,1986-09-10
0.5082207918167114,1986-09-11
0.517545759677887,1986-09-12
0.5315337181091309,1986-09-15
0.517545759677887,1986-09-16
0.5268712043762207,1986-09-17
0.522208571434021,1986-09-18
0.5198772549629211,1986-09-19
0.5315337181091309,1986-09-22
0.5361959338188171,1986-09-23
0.5338648557662964,1986-09-24
0.5315337181091309,1986-09-25
0.5455213189125061,1986-09-26
0.5501841902732849,1986-09-29
0.5501841902732849,1986-09-30
0.5548461675643921,1986-10-01
0.5455213189125061,1986-10-02
0.5408585071563721,1986-10-03
0.5361959338188171,1986-10-06
0.5315337181091309,1986-10-07
0.5338648557662964,1986-10-08
0.5385276079177856,1986-10-09
0.5408585071563721,1986-10-10
0.5408585071563721,1986-10-13
0.5548461675643921,1986-10-14
0.5828219056129456,1986-10-15
0.5501841902732849,1986-10-16
0.5501841902732849,1986-10-17
0.5525152683258057,1986-10-20
0.5408585071563721,1986-10-21
0.5595089197158813,1986-10-22
0.5571775436401367,1986-10-23
0.5595089197158813,1986-10-24
0.5665030479431152,1986-10-27
0.5548461675643921,1986-10-28
0.5548461675643921,1986-10-29
0.5525152683258057,1986-10-30
0.5595089197158813,1986-10-31
0.5548461675643921,1986-11-03
0.5525152683258057,1986-11-04
0.5525152683258057,1986-11-05
0.5431900024414062,1986-11-06
0.5478525757789612,1986-11-07
0.5455213189125061,1986-11-10
0.5385276079177856,1986-11-11
0.5478525757789612,1986-11-12
0.5431900024414062,1986-11-13
0.5455213189125061,1986-11-14
0.5455213189125061,1986-11-17
0.5408585071563721,1986-11-18
0.5408585071563721,1986-11-19
0.5361959338188171,1986-11-20
0.5408585071563721,1986-11-21
0.5338648557662964,1986-11-24
0.5408585071563721,1986-11-25
0.5338648557662964,1986-11-26
0.5385276079177856,1986-11-28
0.5408585071563721,1986-12-01
0.5361959338188171,1986-12-02
0.5431900024414062,1986-12-03
0.5408585071563721,1986-12-04
0.5385276079177856,1986-12-05
0.5408585071563721,1986-12-08
0.5408585071563721,1986-12-09
0.5361959338188171,1986-12-10
0.5338648557662964,1986-12-11
0.529202401638031,1986-12-12
0.522208571434021,1986-12-15
0.5198772549629211,1986-12-16
0.5082207918167114,1986-12-17
0.5012269616127014,1986-12-18
0.4988953471183777,1986-12-19
0.5152146816253662,1986-12-22
0.5198772549629211,1986-12-23
0.5315337181091309,1986-12-24
0.5315337181091309,1986-12-26
0.5385276079177856,1986-12-29
0.5455213189125061,1986-12-30
0.5431900024414062,1986-12-31
0.5431900024414062,1987-01-02
0.5501841902732849,1987-01-05
0.5571775436401367,1987-01-06
0.5548461675643921,1987-01-07
0.5478525757789612,1987-01-08
0.5408585071563721,1987-01-09
0.5385276079177856,1987-01-12
0.5431900024414062,1987-01-13
0.5571775436401367,1987-01-14
0.5548461675643921,1987-01-15
0.5501841902732849,1987-01-16
0.5548461675643921,1987-01-19
0.5431900024414062,1987-01-20
0.5431900024414062,1987-01-21
0.5431900024414062,1987-01-22
0.5408585071563721,1987-01-23
0.5455213189125061,1987-01-26
0.5545656681060791,1987-01-27
0.5402851700782776,1987-01-28
0.5260043740272522,1987-01-29
0.5260043740272522,1987-01-30
0.537905216217041,1987-02-02
0.5402851700782776,1987-02-03
0.5498056411743164,1987-02-04
0.5426653027534485,1987-02-05
0.5521852970123291,1987-02-06
0.5521852970123291,1987-02-09
0.5474252104759216,1987-02-10
0.5450452566146851,1987-02-11
0.5545656681060791,1987-02-12
0.5569456815719604,1987-02-13
0.5498056411743164,1987-02-17
0.5521852970123291,1987-02-18
0.5402851700782776,1987-02-19
0.5712264180183411,1987-02-20
0.5569456815719604,1987-02-23
0.5664660334587097,1987-02-24
0.5736068487167358,1987-02-25
0.5974077582359314,1987-02-26
0.5902678966522217,1987-02-27
0.5759865045547485,1987-03-02
0.5712264180183411,1987-03-03
0.5712264180183411,1987-03-04
0.5664660334587097,1987-03-05
0.5617063641548157,1987-03-06
0.5521852970123291,1987-03-09
0.5426653027534485,1987-03-10
0.5521852970123291,1987-03-11
0.5593259930610657,1987-03-12
0.5664660334587097,1987-03-13
0.564086377620697,1987-03-16
0.5712264180183411,1987-03-17
0.5712264180183411,1987-03-18
0.5593259930610657,1987-03-19
0.5521852970123291,1987-03-20
0.5521852970123291,1987-03-23
0.5593259930610657,1987-03-24
0.564086377620697,1987-03-25
0.5664660334587097,1987-03-26
0.564086377620697,1987-03-27
0.5593259930610657,1987-03-30
0.5617063641548157,1987-03-31
0.5569456815719604,1987-04-01
0.5474252104759216,1987-04-02
0.5712264180183411,1987-04-03
0.5759865045547485,1987-04-06
0.5759865045547485,1987-04-07
0.5688463449478149,1987-04-08
0.5569456815719604,1987-04-09
0.5617063641548157,1987-04-10
0.564086377620697,1987-04-13
0.5521852970123291,1987-04-14
0.5521852970123291,1987-04-15
0.5664660334587097,1987-04-16
0.564086377620697,1987-04-20
0.5569456815719604,1987-04-21
0.5593259930610657,1987-04-22
0.5521852970123291,1987-04-23
0.5521852970123291,1987-04-24
0.5521852970123291,1987-04-27
0.5591874122619629,1987-04-28
0.5494627952575684,1987-04-29
0.5470311045646667,1987-04-30
0.5446003079414368,1987-05-01
0.5397375226020813,1987-05-04
0.5324441194534302,1987-05-05
0.5348747968673706,1987-05-06
0.5373064279556274,1987-05-07
0.5397375226020813,1987-05-08
0.5275816321372986,1987-05-11
0.5251503586769104,1987-05-12
0.5202874541282654,1987-05-13
0.5178563594818115,1987-05-14
0.5081310868263245,1987-05-15
0.5008377432823181,1987-05-18
0.4984063506126404,1987-05-19
0.49354371428489685,1987-05-20
0.4984063506126404,1987-05-21
0.49354371428489685,1987-05-22
0.5057000517845154,1987-05-26
0.5251503586769104,1987-05-27
0.5227189660072327,1987-05-28
0.5154255032539368,1987-05-29
0.5057000517845154,1987-06-01
0.4984063506126404,1987-06-02
0.5008377432823181,1987-06-03
0.5008377432823181,1987-06-04
0.5008377432823181,1987-06-05
0.5008377432823181,1987-06-08
0.4911123514175415,1987-06-09
0.4984063506126404,1987-06-10
0.5105628371238708,1987-06-11
0.5154255032539368,1987-06-12
0.5178563594818115,1987-06-15
0.5251503586769104,1987-06-16
0.5178563594818115,1987-06-17
0.5154255032539368,1987-06-18
0.5178563594818115,1987-06-19
0.5324441194534302,1987-06-22
0.5348747968673706,1987-06-23
0.5397375226020813,1987-06-24
0.5348747968673706,1987-06-25
0.5373064279556274,1987-06-26
0.5348747968673706,1987-06-29
0.5397375226020813,1987-06-30
0.5397375226020813,1987-07-01
0.5446003079414368,1987-07-02
0.5397375226020813,1987-07-06
0.5421689748764038,1987-07-07
0.5324441194534302,1987-07-08
0.5348747968673706,1987-07-09
0.5397375226020813,1987-07-10
0.5421689748764038,1987-07-13
0.5421689748764038,1987-07-14
0.5470311045646667,1987-07-15
0.5446003079414368,1987-07-16
0.5446003079414368,1987-07-17
0.5446003079414368,1987-07-20
0.5421689748764038,1987-07-21
0.5591874122619629,1987-07-22
0.5494627952575684,1987-07-23
0.5543252229690552,1987-07-24
0.551893949508667,1987-07-27
0.5542802214622498,1987-07-28
0.5542802214622498,1987-07-29
0.5542802214622498,1987-07-30
0.5642223954200745,1987-07-31
0.5667082071304321,1987-08-03
0.5567657947540283,1987-08-04
0.5443376302719116,1987-08-05
0.5468234419822693,1987-08-06
0.5468234419822693,1987-08-07
0.5468234419822693,1987-08-10
0.5468234419822693,1987-08-11
0.5443376302719116,1987-08-12
0.5418521761894226,1987-08-13
0.5418521761894226,1987-08-14
0.5418521761894226,1987-08-17
0.5443376302719116,1987-08-18
0.5418521761894226,1987-08-19
0.5443376302719116,1987-08-20
0.5368810892105103,1987-08-21
0.5343956351280212,1987-08-24
0.5319100618362427,1987-08-25
0.5319100618362427,1987-08-26
0.5343956351280212,1987-08-27
0.5294246077537537,1987-08-28
0.5343956351280212,1987-08-31
0.5343956351280212,1987-09-01
0.5319100618362427,1987-09-02
0.5343956351280212,1987-09-03
0.5319100618362427,1987-09-04
0.5169965624809265,1987-09-08
0.5120254158973694,1987-09-09
0.48716962337493896,1987-09-10
0.4971121549606323,1987-09-11
0.4971121549606323,1987-09-14
0.4821988046169281,1987-09-15
0.4821988046169281,1987-09-16
0.47474226355552673,1987-09-17
0.462314248085022,1987-09-18
0.4523719549179077,1987-09-21
0.47722744941711426,1987-09-22
0.47971320152282715,1987-09-23
0.47722744941711426,1987-09-24
0.47474226355552673,1987-09-25
0.47971320152282715,1987-09-28
0.47971320152282715,1987-09-29
0.47474226355552673,1987-09-30
0.47722744941711426,1987-10-01
0.46728551387786865,1987-10-02
0.47722744941711426,1987-10-05
0.4846842586994171,1987-10-06
0.4946266710758209,1987-10-07
0.5169965624809265,1987-10-08
0.5045688152313232,1987-10-09
0.5070545673370361,1987-10-12
0.5070545673370361,1987-10-13
0.4971121549606323,1987-10-14
0.4971121549606323,1987-10-15
0.489655464887619,1987-10-16
0.45485755801200867,1987-10-19
0.4424300789833069,1987-10-20
0.4424300789833069,1987-10-21
0.43745890259742737,1987-10-22
0.47722744941711426,1987-10-23
0.462314248085022,1987-10-26
0.46728551387786865,1987-10-27
0.46483346819877625,1987-10-28
0.4776040315628052,1987-10-29
0.4954819679260254,1987-10-30
0.5108059048652649,1987-11-02
0.5159140825271606,1987-11-03
0.5210222601890564,1987-11-04
0.5261303186416626,1987-11-05
0.5235764384269714,1987-11-06
0.5210222601890564,1987-11-09
0.5108059048652649,1987-11-10
0.5184681415557861,1987-11-11
0.513360321521759,1987-11-12
0.5286846160888672,1987-11-13
0.5312384963035583,1987-11-16
0.5312384963035583,1987-11-17
0.536346435546875,1987-11-18
0.5337919592857361,1987-11-19
0.5286846160888672,1987-11-20
0.5414550304412842,1987-11-23
0.561886727809906,1987-11-24
0.561886727809906,1987-11-25
0.5516705513000488,1987-11-27
0.5414550304412842,1987-11-30
0.5414550304412842,1987-12-01
0.5312384963035583,1987-12-02
0.5210222601890564,1987-12-03
0.5108059048652649,1987-12-04
0.5312384963035583,1987-12-07
0.5261303186416626,1987-12-08
0.5235764384269714,1987-12-09
0.5261303186416626,1987-12-10
0.5210222601890564,1987-12-11
0.5389002561569214,1987-12-14
0.5567784905433655,1987-12-15
0.561886727809906,1987-12-16
0.5644407272338867,1987-12-17
0.5516705513000488,1987-12-18
0.5644407272338867,1987-12-21
0.5721027255058289,1987-12-22
0.5721027255058289,1987-12-23
0.5721027255058289,1987-12-24
0.5516705513000488,1987-12-28
0.5567784905433655,1987-12-29
0.5465624332427979,1987-12-30
0.561886727809906,1987-12-31
0.561886727809906,1988-01-04
0.5721027255058289,1988-01-05
0.5669946670532227,1988-01-06
0.561886727809906,1988-01-07
0.561886727809906,1988-01-08
0.561886727809906,1988-01-11
0.5516705513000488,1988-01-12
0.5465624332427979,1988-01-13
0.5644407272338867,1988-01-14
0.5669946670532227,1988-01-15
0.5593327283859253,1988-01-18
0.5567784905433655,1988-01-19
0.5516705513000488,1988-01-20
0.5542247295379639,1988-01-21
0.561886727809906,1988-01-22
0.5669946670532227,1988-01-25
0.5593327283859253,1988-01-26
0.5644407272338867,1988-01-27
0.5669946670532227,1988-01-28
0.5669946670532227,1988-01-29
0.575151264667511,1988-02-01
0.575151264667511,1988-02-02
0.5646941661834717,1988-02-03
0.5725370645523071,1988-02-04
0.5699228644371033,1988-02-05
0.5699228644371033,1988-02-08
0.5646941661834717,1988-02-09
0.5725370645523071,1988-02-10
0.575151264667511,1988-02-11
0.5803801417350769,1988-02-12
0.5777658224105835,1988-02-16
0.5882232785224915,1988-02-17
0.5803801417350769,1988-02-18
0.5777658224105835,1988-02-19
0.5777658224105835,1988-02-22
0.5777658224105835,1988-02-23
0.5699228644371033,1988-02-24
0.5699228644371033,1988-02-25
0.575151264667511,1988-02-26
0.5646941661834717,1988-02-29
0.5673084259033203,1988-03-01
0.5699228644371033,1988-03-02
0.575151264667511,1988-03-03
0.575151264667511,1988-03-04
0.5803801417350769,1988-03-07
0.5699228644371033,1988-03-08
0.5699228644371033,1988-03-09
0.5725370645523071,1988-03-10
0.575151264667511,1988-03-11
0.5829944014549255,1988-03-14
0.5803801417350769,1988-03-15
0.5856088995933533,1988-03-16
0.5856088995933533,1988-03-17
0.5882232785224915,1988-03-18
0.5856088995933533,1988-03-21
0.5777658224105835,1988-03-22
0.575151264667511,1988-03-23
0.5829944014549255,1988-03-24
0.5829944014549255,1988-03-25
0.5673084259033203,1988-03-28
0.5673084259033203,1988-03-29
0.5646941661834717,1988-03-30
0.575151264667511,1988-03-31
0.575151264667511,1988-04-04
0.5699228644371033,1988-04-05
0.5699228644371033,1988-04-06
0.5699228644371033,1988-04-07
0.5673084259033203,1988-04-08
0.5646941661834717,1988-04-11
0.5699228644371033,1988-04-12
0.5646941661834717,1988-04-13
0.5620800256729126,1988-04-14
0.559465765953064,1988-04-15
0.5568514466285706,1988-04-18
0.5568514466285706,1988-04-19
0.5620800256729126,1988-04-20
0.559465765953064,1988-04-21
0.5673084259033203,1988-04-22
0.5699228644371033,1988-04-25
0.5673084259033203,1988-04-26
0.5673084259033203,1988-04-27
0.5705657601356506,1988-04-28
0.5759232044219971,1988-04-29
0.5678871273994446,1988-05-02
0.5598508715629578,1988-05-03
0.5571721792221069,1988-05-04
0.5598508715629578,1988-05-05
0.5652083158493042,1988-05-06
0.5544936060905457,1988-05-09
0.5544936060905457,1988-05-10
0.5491364002227783,1988-05-11
0.5437790155410767,1988-05-12
0.5410997271537781,1988-05-13
0.5384211540222168,1988-05-16
0.527706503868103,1988-05-17
0.514312744140625,1988-05-18
0.5089556574821472,1988-05-19
0.5089556574821472,1988-05-20
0.5089556574821472,1988-05-23
0.5089556574821472,1988-05-24
0.5169916749000549,1988-05-25
0.5357425212860107,1988-05-26
0.5384211540222168,1988-05-27
0.5437790155410767,1988-05-31
0.5357425212860107,1988-06-01
0.5223490595817566,1988-06-02
0.5357425212860107,1988-06-03
0.5437790155410767,1988-06-06
0.5491364002227783,1988-06-07
0.5544936060905457,1988-06-08
0.5544936060905457,1988-06-09
0.5571721792221069,1988-06-10
0.5678871273994446,1988-06-13
0.5759232044219971,1988-06-14
0.5705657601356506,1988-06-15
0.5678871273994446,1988-06-16
0.5598508715629578,1988-06-17
0.5598508715629578,1988-06-20
0.5652083158493042,1988-06-21
0.5625295042991638,1988-06-22
0.5678871273994446,1988-06-23
0.5732445120811462,1988-06-24
0.5678871273994446,1988-06-27
0.5652083158493042,1988-06-28
0.5518151521682739,1988-06-29
0.5544936060905457,1988-06-30
0.5571721792221069,1988-07-01
0.5518151521682739,1988-07-05
0.5544936060905457,1988-07-06
0.5518151521682739,1988-07-07
0.5571721792221069,1988-07-08
0.5518151521682739,1988-07-11
0.5544936060905457,1988-07-12
0.5571721792221069,1988-07-13
0.5571721792221069,1988-07-14
0.5571721792221069,1988-07-15
0.5464574098587036,1988-07-18
0.5464574098587036,1988-07-19
0.5464574098587036,1988-07-20
0.5410997271537781,1988-07-21
0.5464574098587036,1988-07-22
0.5491364002227783,1988-07-25
0.5555160641670227,1988-07-26
0.5555160641670227,1988-07-27
0.5555160641670227,1988-07-28
0.5527662038803101,1988-07-29
0.5555160641670227,1988-08-01
0.5555160641670227,1988-08-02
0.5500161647796631,1988-08-03
0.5555160641670227,1988-08-04
0.5527662038803101,1988-08-05
0.5555160641670227,1988-08-08
0.5582666993141174,1988-08-09
0.5555160641670227,1988-08-10
0.5527662038803101,1988-08-11
0.5472663640975952,1988-08-12
0.5500161647796631,1988-08-15
0.5555160641670227,1988-08-16
0.5500161647796631,1988-08-17
0.5637667775154114,1988-08-18
0.5610165596008301,1988-08-19
0.5775167942047119,1988-08-22
0.5775167942047119,1988-08-23
0.5720167756080627,1988-08-24
0.5692667961120605,1988-08-25
0.5747667551040649,1988-08-26
0.5857670903205872,1988-08-29
0.5940173864364624,1988-08-30
0.6022678017616272,1988-08-31
0.5940173864364624,1988-09-01
0.5940173864364624,1988-09-02
0.5885173082351685,1988-09-06
0.5912671685218811,1988-09-07
0.5885173082351685,1988-09-08
0.6022678017616272,1988-09-09
0.5940173864364624,1988-09-12
0.5995176434516907,1988-09-13
0.6050177216529846,1988-09-14
0.6132679581642151,1988-09-15
0.6050177216529846,1988-09-16
0.6050177216529846,1988-09-19
0.5967676639556885,1988-09-20
0.5995176434516907,1988-09-21
0.6022678017616272,1988-09-22
0.6050177216529846,1988-09-23
0.5912671685218811,1988-09-26
0.5940173864364624,1988-09-27
0.5940173864364624,1988-09-28
0.5940173864364624,1988-09-29
0.5967676639556885,1988-09-30
0.5940173864364624,1988-10-03
0.5940173864364624,1988-10-04
0.5912671685218811,1988-10-05
0.5940173864364624,1988-10-06
0.5940173864364624,1988-10-07
0.5940173864364624,1988-10-10
0.5912671685218811,1988-10-11
0.5940173864364624,1988-10-12
0.5940173864364624,1988-10-13
0.5940173864364624,1988-10-14
0.5940173864364624,1988-10-17
0.5940173864364624,1988-10-18
0.5940173864364624,1988-10-19
0.5940173864364624,1988-10-20
0.5912671685218811,1988-10-21
0.5940173864364624,1988-10-24
0.5912671685218811,1988-10-25
0.5952620506286621,1988-10-26
0.6065464615821838,1988-10-27
0.6037256121635437,1988-10-28
0.5980834364891052,1988-10-31
0.6093679070472717,1988-11-01
0.6009042263031006,1988-11-02
0.6037256121635437,1988-11-03
0.6037256121635437,1988-11-04
0.6065464615821838,1988-11-07
0.6065464615821838,1988-11-08
0.6037256121635437,1988-11-09
0.6009042263031006,1988-11-10
