ADPT,Date
8.239999771118164,2023-03-28
8.4399995803833,2023-03-29
8.420000076293945,2023-03-30
8.829999923706055,2023-03-31
8.710000038146973,2023-04-03
8.729999542236328,2023-04-04
8.430000305175781,2023-04-05
8.609999656677246,2023-04-06
8.59000015258789,2023-04-10
8.170000076293945,2023-04-11
8.154999732971191,2023-04-12
8.479999542236328,2023-04-13
7.909999847412109,2023-04-14
8.220000267028809,2023-04-17
8.300000190734863,2023-04-18
8.489999771118164,2023-04-19
8.329999923706055,2023-04-20
8.59000015258789,2023-04-21
8.25,2023-04-24
7.440000057220459,2023-04-25
7.324999809265137,2023-04-26
7.079999923706055,2023-04-27
7.139999866485596,2023-04-28
7.349999904632568,2023-05-01
7.010000228881836,2023-05-02
7.5,2023-05-03
6.429999828338623,2023-05-04
6.349999904632568,2023-05-05
6.599999904632568,2023-05-08
7.010000228881836,2023-05-09
7.119999885559082,2023-05-10
6.789999961853027,2023-05-11
6.460000038146973,2023-05-12
6.489999771118164,2023-05-15
6.199999809265137,2023-05-16
6.25,2023-05-17
6.190000057220459,2023-05-18
6.28000020980835,2023-05-19
6.369999885559082,2023-05-22
6.539999961853027,2023-05-23
6.960000038146973,2023-05-24
6.800000190734863,2023-05-25
6.909999847412109,2023-05-26
6.989999771118164,2023-05-30
6.960000038146973,2023-05-31
7.050000190734863,2023-06-01
7.460000038146973,2023-06-02
7.5,2023-06-05
7.699999809265137,2023-06-06
7.639999866485596,2023-06-07
7.369999885559082,2023-06-08
7.309999942779541,2023-06-09
7.940000057220459,2023-06-12
8.779999732971191,2023-06-13
8.510000228881836,2023-06-14
8.670000076293945,2023-06-15
8.390000343322754,2023-06-16
8.25,2023-06-20
7.829999923706055,2023-06-21
7.21999979019165,2023-06-22
6.940000057220459,2023-06-23
6.730000019073486,2023-06-26
6.800000190734863,2023-06-27
6.860000133514404,2023-06-28
6.820000171661377,2023-06-29
6.710000038146973,2023-06-30
6.679999828338623,2023-07-03
6.369999885559082,2023-07-05
6.050000190734863,2023-07-06
6.039999961853027,2023-07-07
6.539999961853027,2023-07-10
6.940000057220459,2023-07-11
7.570000171661377,2023-07-12
7.360000133514404,2023-07-13
7.170000076293945,2023-07-14
7.369999885559082,2023-07-17
7.590000152587891,2023-07-18
7.75,2023-07-19
7.699999809265137,2023-07-20
8.079999923706055,2023-07-21
7.800000190734863,2023-07-24
7.849999904632568,2023-07-25
8.0600004196167,2023-07-26
7.820000171661377,2023-07-27
8.069999694824219,2023-07-28
8.4399995803833,2023-07-31
8.25,2023-08-01
7.960000038146973,2023-08-02
6.96999979019165,2023-08-03
6.829999923706055,2023-08-04
6.699999809265137,2023-08-07
6.650000095367432,2023-08-08
6.489999771118164,2023-08-09
6.420000076293945,2023-08-10
6.300000190734863,2023-08-11
6.260000228881836,2023-08-14
6.289999961853027,2023-08-15
6.21999979019165,2023-08-16
6.119999885559082,2023-08-17
6.21999979019165,2023-08-18
6.440000057220459,2023-08-21
6.329999923706055,2023-08-22
6.5,2023-08-23
6.070000171661377,2023-08-24
6.159999847412109,2023-08-25
6.170000076293945,2023-08-28
6.679999828338623,2023-08-29
6.829999923706055,2023-08-30
6.769999980926514,2023-08-31
6.809999942779541,2023-09-01
6.639999866485596,2023-09-05
6.570000171661377,2023-09-06
6.300000190734863,2023-09-07
6.0,2023-09-08
6.230000019073486,2023-09-11
6.670000076293945,2023-09-12
6.559999942779541,2023-09-13
6.210000038146973,2023-09-14
6.059999942779541,2023-09-15
5.519999980926514,2023-09-18
5.429999828338623,2023-09-19
5.179999828338623,2023-09-20
5.179999828338623,2023-09-21
5.070000171661377,2023-09-22
5.079999923706055,2023-09-25
5.559999942779541,2023-09-26
5.639999866485596,2023-09-27
5.550000190734863,2023-09-28
5.449999809265137,2023-09-29
5.190000057220459,2023-10-02
5.21999979019165,2023-10-03
4.809999942779541,2023-10-04
4.739999771118164,2023-10-05
4.699999809265137,2023-10-06
4.630000114440918,2023-10-09
4.949999809265137,2023-10-10
4.760000228881836,2023-10-11
4.320000171661377,2023-10-12
4.284999847412109,2023-10-13
4.360000133514404,2023-10-16
4.440000057220459,2023-10-17
4.150000095367432,2023-10-18
4.079999923706055,2023-10-19
4.119999885559082,2023-10-20
4.179999828338623,2023-10-23
4.690000057220459,2023-10-24
4.28000020980835,2023-10-25
4.445000171661377,2023-10-26
4.25,2023-10-27
4.329999923706055,2023-10-30
4.440000057220459,2023-10-31
4.440000057220459,2023-11-01
4.860000133514404,2023-11-02
4.96999979019165,2023-11-03
4.800000190734863,2023-11-06
4.820000171661377,2023-11-07
4.510000228881836,2023-11-08
4.289999961853027,2023-11-09
3.509999990463257,2023-11-10
3.4549999237060547,2023-11-13
4.090000152587891,2023-11-14
4.28000020980835,2023-11-15
4.03000020980835,2023-11-16
4.309999942779541,2023-11-17
4.440000057220459,2023-11-20
4.21999979019165,2023-11-21
4.25,2023-11-22
4.369999885559082,2023-11-24
4.329999923706055,2023-11-27
4.369999885559082,2023-11-28
4.619999885559082,2023-11-29
4.380000114440918,2023-11-30
4.699999809265137,2023-12-01
4.760000228881836,2023-12-04
4.420000076293945,2023-12-05
4.619999885559082,2023-12-06
4.659999847412109,2023-12-07
4.710000038146973,2023-12-08
4.590000152587891,2023-12-11
4.380000114440918,2023-12-12
4.960000038146973,2023-12-13
5.179999828338623,2023-12-14
4.869999885559082,2023-12-15
4.710000038146973,2023-12-18
5.059999942779541,2023-12-19
4.739999771118164,2023-12-20
5.03000020980835,2023-12-21
4.949999809265137,2023-12-22
5.050000190734863,2023-12-26
5.110000133514404,2023-12-27
5.329999923706055,2023-12-28
4.900000095367432,2023-12-29
4.769999980926514,2024-01-02
4.519999980926514,2024-01-03
4.650000095367432,2024-01-04
4.579999923706055,2024-01-05
4.730000019073486,2024-01-08
4.650000095367432,2024-01-09
4.800000190734863,2024-01-10
4.440000057220459,2024-01-11
4.400000095367432,2024-01-12
4.300000190734863,2024-01-16
4.050000190734863,2024-01-17
4.070000171661377,2024-01-18
4.119999885559082,2024-01-19
4.239999771118164,2024-01-22
4.369999885559082,2024-01-23
4.130000114440918,2024-01-24
4.0,2024-01-25
3.950000047683716,2024-01-26
4.130000114440918,2024-01-29
3.950000047683716,2024-01-30
3.6700000762939453,2024-01-31
3.740000009536743,2024-02-01
3.6500000953674316,2024-02-02
3.4600000381469727,2024-02-05
3.7699999809265137,2024-02-06
3.569999933242798,2024-02-07
3.6700000762939453,2024-02-08
3.7799999713897705,2024-02-09
3.9200000762939453,2024-02-12
3.619999885559082,2024-02-13
3.940000057220459,2024-02-14
3.9600000381469727,2024-02-15
3.8499999046325684,2024-02-16
3.8499999046325684,2024-02-20
3.819999933242798,2024-02-21
3.880000114440918,2024-02-22
4.039999961853027,2024-02-23
4.159999847412109,2024-02-26
4.269999980926514,2024-02-27
4.150000095367432,2024-02-28
4.110000133514404,2024-02-29
4.03000020980835,2024-03-01
3.990000009536743,2024-03-04
3.7799999713897705,2024-03-05
3.609999895095825,2024-03-06
3.450000047683716,2024-03-07
3.6500000953674316,2024-03-08
3.7799999713897705,2024-03-11
3.5899999141693115,2024-03-12
3.4100000858306885,2024-03-13
3.259999990463257,2024-03-14
3.240000009536743,2024-03-15
3.180000066757202,2024-03-18
3.2699999809265137,2024-03-19
3.380000114440918,2024-03-20
3.3299999237060547,2024-03-21
3.240000009536743,2024-03-22
3.119999885559082,2024-03-25
2.880000114440918,2024-03-26
2.890000104904175,2024-03-27
3.2100000381469727,2024-03-28
3.109999895095825,2024-04-01
2.9800000190734863,2024-04-02
2.680000066757202,2024-04-03
2.7300000190734863,2024-04-04
2.5799999237060547,2024-04-05
2.8299999237060547,2024-04-08
2.930000066757202,2024-04-09
