FOX,Date
28.651473999023438,2022-11-22
28.779382705688477,2022-11-23
28.976163864135742,2022-11-25
28.779382705688477,2022-11-28
29.458280563354492,2022-11-29
30.028949737548828,2022-11-30
29.792810440063477,2022-12-01
30.117502212524414,2022-12-02
29.664899826049805,2022-12-05
28.75970458984375,2022-12-06
28.45469093322754,2022-12-07
28.789220809936523,2022-12-08
28.93680763244629,2022-12-09
29.182785034179688,2022-12-12
29.556673049926758,2022-12-13
29.291017532348633,2022-12-14
28.277587890625,2022-12-15
28.21855354309082,2022-12-16
27.18544578552246,2022-12-19
27.647886276245117,2022-12-20
27.933218002319336,2022-12-21
28.0808048248291,2022-12-22
28.385818481445312,2022-12-23
28.198875427246094,2022-12-27
27.697080612182617,2022-12-28
28.120161056518555,2022-12-29
27.99225425720215,2022-12-30
27.884023666381836,2023-01-03
28.897451400756836,2023-01-04
28.484209060668945,2023-01-05
29.320531845092773,2023-01-06
28.92696762084961,2023-01-09
29.497636795043945,2023-01-10
29.605867385864258,2023-01-11
29.76329231262207,2023-01-12
29.82232666015625,2023-01-13
29.39924430847168,2023-01-17
29.0450382232666,2023-01-18
28.93680763244629,2023-01-19
29.231979370117188,2023-01-20
30.196212768554688,2023-01-23
30.137178421020508,2023-01-24
30.82591438293457,2023-01-25
31.209640502929688,2023-01-26
31.111249923706055,2023-01-27
30.90462875366211,2023-01-30
31.189964294433594,2023-01-31
31.494972229003906,2023-02-01
32.183712005615234,2023-02-02
31.78030776977539,2023-02-03
31.298192977905273,2023-02-06
31.288352966308594,2023-02-07
32.67566680908203,2023-02-08
32.67566680908203,2023-02-09
32.665828704833984,2023-02-10
32.547760009765625,2023-02-13
32.596954345703125,2023-02-14
33.80716323852539,2023-02-15
33.443119049072266,2023-02-16
33.66941833496094,2023-02-17
32.8232536315918,2023-02-21
33.13810348510742,2023-02-22
33.02987289428711,2023-02-23
32.52808380126953,2023-02-24
32.32145690917969,2023-02-27
31.974449157714844,2023-02-28
31.766244888305664,2023-03-01
32.02402114868164,2023-03-02
31.924877166748047,2023-03-03
31.79598617553711,2023-03-06
31.696840286254883,2023-03-07
31.56795310974121,2023-03-08
30.368289947509766,2023-03-09
30.249317169189453,2023-03-10
29.475980758666992,2023-03-13
29.932050704956055,2023-03-14
29.57512664794922,2023-03-15
29.961793899536133,2023-03-16
29.842819213867188,2023-03-17
30.437694549560547,2023-03-20
30.764873504638672,2023-03-21
30.30880355834961,2023-03-22
30.645898818969727,2023-03-23
30.120426177978516,2023-03-24
30.715299606323242,2023-03-27
29.872562408447266,2023-03-28
30.259231567382812,2023-03-29
30.626068115234375,2023-03-30
31.04248046875,2023-03-31
31.10196876525879,2023-04-03
30.893762588500977,2023-04-04
30.754959106445312,2023-04-05
30.47735023498535,2023-04-06
30.923505783081055,2023-04-10
31.201112747192383,2023-04-11
30.745044708251953,2023-04-12
30.903676986694336,2023-04-13
30.487266540527344,2023-04-14
30.953248977661133,2023-04-17
30.933422088623047,2023-04-18
30.79461669921875,2023-04-19
30.626068115234375,2023-04-20
30.55666732788086,2023-04-21
29.654441833496094,2023-04-24
29.466066360473633,2023-04-25
29.475980758666992,2023-04-26
29.892391204833984,2023-04-27
30.27906036376953,2023-04-28
30.35837745666504,2023-05-01
30.07085418701172,2023-05-02
29.713930130004883,2023-05-03
28.385377883911133,2023-05-04
29.138885498046875,2023-05-05
29.307432174682617,2023-05-08
28.871192932128906,2023-05-09
28.395294189453125,2023-05-10
27.919395446777344,2023-05-11
28.02845573425293,2023-05-12
28.375465393066406,2023-05-15
27.96896743774414,2023-05-16
28.682815551757812,2023-05-17
28.454782485961914,2023-05-18
28.672901153564453,2023-05-19
28.71255874633789,2023-05-22
28.73238754272461,2023-05-23
28.405208587646484,2023-05-24
28.672901153564453,2023-05-25
29.00008201599121,2023-05-26
29.03974151611328,2023-05-30
28.96042251586914,2023-05-31
28.950510025024414,2023-06-01
29.585041046142578,2023-06-02
29.82299041748047,2023-06-05
30.189828872680664,2023-06-06
30.913591384887695,2023-06-07
31.34983253479004,2023-06-08
31.131711959838867,2023-06-09
31.09205436706543,2023-06-12
30.913591384887695,2023-06-13
30.923505783081055,2023-06-14
31.28042984008789,2023-06-15
31.230857849121094,2023-06-16
30.824359893798828,2023-06-20
30.764873504638672,2023-06-21
30.55666732788086,2023-06-22
30.368289947509766,2023-06-23
30.80453109741211,2023-06-26
31.87530517578125,2023-06-27
31.81581687927246,2023-06-28
31.83564567565918,2023-06-29
31.617525100708008,2023-06-30
31.944705963134766,2023-07-03
31.756328582763672,2023-07-05
31.57786750793457,2023-07-06
31.647268295288086,2023-07-07
31.33991813659668,2023-07-10
31.429149627685547,2023-07-11
31.34983253479004,2023-07-12
31.34983253479004,2023-07-13
30.864017486572266,2023-07-14
31.08213996887207,2023-07-17
31.59769630432129,2023-07-18
31.409318923950195,2023-07-19
31.458892822265625,2023-07-20
31.151540756225586,2023-07-21
30.873931884765625,2023-07-24
30.715299606323242,2023-07-25
30.903676986694336,2023-07-26
30.764873504638672,2023-07-27
30.85410499572754,2023-07-28
31.141626358032227,2023-07-31
30.963163375854492,2023-08-01
30.992908477783203,2023-08-02
30.7252140045166,2023-08-03
30.81444549560547,2023-08-04
30.873931884765625,2023-08-07
32.589149475097656,2023-08-08
32.25205612182617,2023-08-09
31.994277954101562,2023-08-10
32.1727409362793,2023-08-11
31.488636016845703,2023-08-14
31.627439498901367,2023-08-15
31.191198348999023,2023-08-16
30.665727615356445,2023-08-17
31.022653579711914,2023-08-18
30.7252140045166,2023-08-21
30.328632354736328,2023-08-22
30.378204345703125,2023-08-23
30.03119659423828,2023-08-24
29.892391204833984,2023-08-25
30.170000076293945,2023-08-28
30.520000457763672,2023-08-29
30.889999389648438,2023-08-30
30.520000457763672,2023-08-31
28.75,2023-09-01
29.049999237060547,2023-09-05
28.989999771118164,2023-09-06
28.459999084472656,2023-09-07
28.899999618530273,2023-09-08
29.219999313354492,2023-09-11
29.579999923706055,2023-09-12
28.950000762939453,2023-09-13
29.520000457763672,2023-09-14
29.299999237060547,2023-09-15
29.170000076293945,2023-09-18
29.40999984741211,2023-09-19
28.729999542236328,2023-09-20
29.59000015258789,2023-09-21
28.850000381469727,2023-09-22
28.760000228881836,2023-09-25
28.540000915527344,2023-09-26
28.6299991607666,2023-09-27
28.860000610351562,2023-09-28
28.8799991607666,2023-09-29
28.56999969482422,2023-10-02
28.030000686645508,2023-10-03
28.049999237060547,2023-10-04
27.979999542236328,2023-10-05
28.1299991607666,2023-10-06
28.610000610351562,2023-10-09
28.920000076293945,2023-10-10
28.809999465942383,2023-10-11
28.399999618530273,2023-10-12
28.579999923706055,2023-10-13
29.18000030517578,2023-10-16
29.40999984741211,2023-10-17
29.020000457763672,2023-10-18
28.510000228881836,2023-10-19
28.299999237060547,2023-10-20
28.06999969482422,2023-10-23
28.079999923706055,2023-10-24
27.829999923706055,2023-10-25
27.440000534057617,2023-10-26
27.110000610351562,2023-10-27
27.219999313354492,2023-10-30
27.90999984741211,2023-10-31
27.899999618530273,2023-11-01
28.450000762939453,2023-11-02
29.329999923706055,2023-11-03
28.8700008392334,2023-11-06
28.489999771118164,2023-11-07
28.200000762939453,2023-11-08
27.700000762939453,2023-11-09
28.079999923706055,2023-11-10
27.56999969482422,2023-11-13
28.1200008392334,2023-11-14
28.459999084472656,2023-11-15
28.139999389648438,2023-11-16
28.43000030517578,2023-11-17
28.639999389648438,2023-11-20
28.290000915527344,2023-11-21
28.350000381469727,2023-11-22
28.440000534057617,2023-11-24
28.239999771118164,2023-11-27
27.8799991607666,2023-11-28
27.690000534057617,2023-11-29
27.65999984741211,2023-11-30
28.260000228881836,2023-12-01
28.170000076293945,2023-12-04
27.459999084472656,2023-12-05
27.290000915527344,2023-12-06
27.329999923706055,2023-12-07
28.010000228881836,2023-12-08
27.6200008392334,2023-12-11
27.149999618530273,2023-12-12
