DOW,Date
48.05574417114258,2022-11-29
48.35935592651367,2022-11-30
48.4542350769043,2022-12-01
48.90964889526367,2022-12-02
48.6250114440918,2022-12-05
48.43525314331055,2022-12-06
48.10318374633789,2022-12-07
47.97035217285156,2022-12-08
47.6287956237793,2022-12-09
48.492183685302734,2022-12-12
48.91913604736328,2022-12-13
48.729373931884766,2022-12-14
46.993106842041016,2022-12-15
47.24928283691406,2022-12-16
46.80335235595703,2022-12-19
47.116455078125,2022-12-20
48.07472229003906,2022-12-21
47.6003303527832,2022-12-22
48.25498962402344,2022-12-23
48.56808090209961,2022-12-27
47.42954635620117,2022-12-28
48.05574417114258,2022-12-29
47.809059143066406,2022-12-30
48.42576599121094,2023-01-03
49.649696350097656,2023-01-04
50.199989318847656,2023-01-05
52.20191192626953,2023-01-06
52.44860076904297,2023-01-09
53.57765197753906,2023-01-10
54.630794525146484,2023-01-11
55.522647857666016,2023-01-12
55.67445373535156,2023-01-13
54.46001434326172,2023-01-17
53.92869567871094,2023-01-18
53.70098876953125,2023-01-19
54.49796676635742,2023-01-20
55.067230224609375,2023-01-23
55.21903991699219,2023-01-24
54.9249153137207,2023-01-25
55.14313507080078,2023-01-26
55.94960403442383,2023-01-27
54.981842041015625,2023-01-30
56.31013488769531,2023-01-31
57.13557815551758,2023-02-01
56.8794059753418,2023-02-02
56.92684555053711,2023-02-03
57.01223373413086,2023-02-06
57.41072082519531,2023-02-07
56.746578216552734,2023-02-08
56.05397033691406,2023-02-09
56.75606155395508,2023-02-10
57.2304573059082,2023-02-13
56.69913864135742,2023-02-14
56.69913864135742,2023-02-15
55.67445373535156,2023-02-16
55.152626037597656,2023-02-17
53.92869567871094,2023-02-21
54.089988708496094,2023-02-22
54.260772705078125,2023-02-23
54.830039978027344,2023-02-24
54.73399353027344,2023-02-27
54.93568420410156,2023-02-28
55.72322082519531,2023-03-01
56.12659454345703,2023-03-02
56.01134490966797,2023-03-03
54.849246978759766,2023-03-06
53.59109878540039,2023-03-07
54.03289031982422,2023-03-08
52.9188117980957,2023-03-09
51.747108459472656,2023-03-10
50.32569885253906,2023-03-13
50.22005081176758,2023-03-14
48.4817008972168,2023-03-15
48.894676208496094,2023-03-16
48.039913177490234,2023-03-17
49.23081970214844,2023-03-20
49.99915313720703,2023-03-21
49.346073150634766,2023-03-22
49.605384826660156,2023-03-23
49.7302360534668,2023-03-24
49.9415283203125,2023-03-27
50.81550598144531,2023-03-28
51.47819519042969,2023-03-29
51.862361907958984,2023-03-30
52.64989471435547,2023-03-31
53.139713287353516,2023-04-03
52.112064361572266,2023-04-04
52.477020263671875,2023-04-05
52.4962272644043,2023-04-06
53.6007080078125,2023-04-10
53.965660095214844,2023-04-11
54.63795471191406,2023-04-12
54.66676712036133,2023-04-13
54.26339340209961,2023-04-14
54.647560119628906,2023-04-17
54.532310485839844,2023-04-18
54.20576477050781,2023-04-19
53.49506378173828,2023-04-20
52.69791793823242,2023-04-21
53.19733428955078,2023-04-24
50.42173767089844,2023-04-25
50.498573303222656,2023-04-26
51.38215255737305,2023-04-27
52.24652862548828,2023-04-28
51.96800231933594,2023-05-01
51.65106964111328,2023-05-02
50.901947021484375,2023-05-03
51.24769592285156,2023-05-04
52.256126403808594,2023-05-05
52.00642013549805,2023-05-08
51.54541778564453,2023-05-09
51.334129333496094,2023-05-10
50.268070220947266,2023-05-11
50.239261627197266,2023-05-12
50.19123458862305,2023-05-15
49.03874206542969,2023-05-16
49.44211196899414,2023-05-17
49.816673278808594,2023-05-18
49.89351272583008,2023-05-19
49.720638275146484,2023-05-22
49.90311050415039,2023-05-23
49.28844451904297,2023-05-24
48.37605285644531,2023-05-25
48.34724426269531,2023-05-26
48.21088790893555,2023-05-30
47.509639739990234,2023-05-31
47.72391128540039,2023-06-01
50.26594161987305,2023-06-02
50.1588020324707,2023-06-05
51.220420837402344,2023-06-06
52.46708297729492,2023-06-07
51.40546798706055,2023-06-08
50.392555236816406,2023-06-09
50.450992584228516,2023-06-12
51.75609588623047,2023-06-13
51.4346923828125,2023-06-14
52.08723831176758,2023-06-15
51.77557373046875,2023-06-16
50.56786346435547,2023-06-20
50.528907775878906,2023-06-21
50.05167007446289,2023-06-22
50.0224494934082,2023-06-23
50.59708786010742,2023-06-26
51.2009391784668,2023-06-27
51.58078384399414,2023-06-28
51.85348892211914,2023-06-29
51.87296676635742,2023-06-30
52.37942886352539,2023-07-03
51.463905334472656,2023-07-05
51.39573287963867,2023-07-06
51.717132568359375,2023-07-07
51.88270950317383,2023-07-10
52.0287971496582,2023-07-11
52.70083236694336,2023-07-12
52.79822540283203,2023-07-13
51.54182052612305,2023-07-14
51.06458282470703,2023-07-17
51.60026168823242,2023-07-18
51.444427490234375,2023-07-19
51.66843795776367,2023-07-20
51.66843795776367,2023-07-21
51.18145751953125,2023-07-24
52.08723831176758,2023-07-25
52.301509857177734,2023-07-26
53.50921630859375,2023-07-27
54.01567459106445,2023-07-28
54.99937438964844,2023-07-31
54.32734298706055,2023-08-01
53.27546691894531,2023-08-02
53.47026062011719,2023-08-03
53.090415954589844,2023-08-04
54.07411193847656,2023-08-07
53.577392578125,2023-08-08
54.09359359741211,2023-08-09
54.522132873535156,2023-08-10
54.00593566894531,2023-08-11
53.93776321411133,2023-08-14
52.13593673706055,2023-08-15
51.9314079284668,2023-08-16
52.45734405517578,2023-08-17
52.61317443847656,2023-08-18
52.75926971435547,2023-08-21
52.38916778564453,2023-08-22
52.00932693481445,2023-08-23
52.14567947387695,2023-08-24
52.57421875,2023-08-25
53.17807388305664,2023-08-28
53.80140686035156,2023-08-29
54.00856018066406,2023-08-30
53.82113265991211,2023-08-31
54.5412483215332,2023-09-01
53.45614242553711,2023-09-05
54.146663665771484,2023-09-06
53.36735916137695,2023-09-07
52.982643127441406,2023-09-08
52.94318389892578,2023-09-11
52.90372848510742,2023-09-12
52.10469436645508,2023-09-13
53.30817413330078,2023-09-14
53.11088180541992,2023-09-15
52.65711212158203,2023-09-18
52.18361282348633,2023-09-19
51.749568939208984,2023-09-20
50.30934143066406,2023-09-21
49.56949996948242,2023-09-22
50.39812469482422,2023-09-25
49.796382904052734,2023-09-26
50.30934143066406,2023-09-27
50.240291595458984,2023-09-28
50.861759185791016,2023-09-29
50.60527801513672,2023-10-02
50.329071044921875,2023-10-03
50.41785430908203,2023-10-04
49.18478012084961,2023-10-05
49.599090576171875,2023-10-06
50.121917724609375,2023-10-09
50.61514663696289,2023-10-10
50.20083236694336,2023-10-11
49.56949996948242,2023-10-12
49.056541442871094,2023-10-13
49.510311126708984,2023-10-16
50.042999267578125,2023-10-17
49.40180206298828,2023-10-18
48.78033447265625,2023-10-19
48.32656478881836,2023-10-20
47.58671951293945,2023-10-23
48.573177337646484,2023-10-24
46.896202087402344,2023-10-25
47.36969757080078,2023-10-26
47.45848083496094,2023-10-27
47.68536376953125,2023-10-30
47.68536376953125,2023-10-31
47.557125091552734,2023-11-01
48.32656478881836,2023-11-02
49.056541442871094,2023-11-03
48.67182159423828,2023-11-06
47.8727912902832,2023-11-07
47.645904541015625,2023-11-08
47.70509338378906,2023-11-09
48.8099250793457,2023-11-10
48.573177337646484,2023-11-13
50.358665466308594,2023-11-14
50.8321647644043,2023-11-15
50.74338150024414,2023-11-16
50.99986267089844,2023-11-17
50.980133056640625,2023-11-20
51.029457092285156,2023-11-21
50.70392608642578,2023-11-22
50.97026824951172,2023-11-24
50.42771530151367,2023-11-27
50.98999786376953,2023-11-28
51.33000183105469,2023-11-29
51.75,2023-11-30
52.29999923706055,2023-12-01
52.099998474121094,2023-12-04
51.13999938964844,2023-12-05
50.88999938964844,2023-12-06
51.06999969482422,2023-12-07
50.91999816894531,2023-12-08
51.279998779296875,2023-12-11
50.81999969482422,2023-12-12
