KO,Date
0.06515750288963318,1964-05-26
0.06490397453308105,1964-05-27
0.0647772029042244,1964-05-28
0.06414347887039185,1964-06-01
0.06363637000322342,1964-06-02
0.06388995796442032,1964-06-03
0.06338290125131607,1964-06-04
0.06363637000322342,1964-06-05
0.06350968033075333,1964-06-08
0.06376472115516663,1964-06-09
0.06452985107898712,1964-06-10
0.06516747921705246,1964-06-11
0.06554995477199554,1964-06-12
0.06631529331207275,1964-06-15
0.0667615532875061,1964-06-16
0.066697858273983,1964-06-17
0.06650655716657639,1964-06-18
0.06606030464172363,1964-06-19
0.06695292890071869,1964-06-22
0.0661877766251564,1964-06-23
0.06657037883996964,1964-06-24
0.06606030464172363,1964-06-25
0.0661877766251564,1964-06-26
0.06682540476322174,1964-06-29
0.0670165941119194,1964-06-30
0.06733550131320953,1964-07-01
0.06720799207687378,1964-07-02
0.06848318874835968,1964-07-06
0.07014115899801254,1964-07-07
0.0695672258734703,1964-07-08
0.06937605142593384,1964-07-09
0.06924853473901749,1964-07-10
0.06950352340936661,1964-07-13
0.06924853473901749,1964-07-14
0.06950352340936661,1964-07-15
0.06937605142593384,1964-07-16
0.06950352340936661,1964-07-17
0.06873821467161179,1964-07-20
0.06880206614732742,1964-07-21
0.06912098079919815,1964-07-22
0.06912098079919815,1964-07-23
0.06937605142593384,1964-07-24
0.06950352340936661,1964-07-27
0.06963104754686356,1964-07-28
0.06988612562417984,1964-07-29
0.07039617747068405,1964-07-30
0.07039617747068405,1964-07-31
0.06988612562417984,1964-08-03
0.068993479013443,1964-08-04
0.06880206614732742,1964-08-05
0.06771811842918396,1964-08-06
0.06835567206144333,1964-08-07
0.06886591762304306,1964-08-10
0.068993479013443,1964-08-11
0.0703323632478714,1964-08-12
0.06988612562417984,1964-08-13
0.06924853473901749,1964-08-14
0.06963104754686356,1964-08-17
0.0705237090587616,1964-08-18
0.07103383541107178,1964-08-19
0.07090626657009125,1964-08-20
0.07090626657009125,1964-08-21
0.07065122574567795,1964-08-24
0.0705237090587616,1964-08-25
0.0705237090587616,1964-08-26
0.0705237090587616,1964-08-27
0.07039617747068405,1964-08-28
0.06975860148668289,1964-08-31
0.06975860148668289,1964-09-01
0.06912098079919815,1964-09-02
0.06975860148668289,1964-09-03
0.06963104754686356,1964-09-04
0.07014115899801254,1964-09-08
0.07001291215419769,1964-09-09
0.06924359500408173,1964-09-10
0.06924359500408173,1964-09-11
0.06873055547475815,1964-09-14
0.06847409904003143,1964-09-15
0.06924359500408173,1964-09-16
0.06898697465658188,1964-09-17
0.06898697465658188,1964-09-18
0.06847409904003143,1964-09-21
0.06821762025356293,1964-09-22
0.06847409904003143,1964-09-23
0.06873055547475815,1964-09-24
0.06924359500408173,1964-09-25
0.06962829828262329,1964-09-28
0.06873055547475815,1964-09-29
0.06924359500408173,1964-09-30
0.06898697465658188,1964-10-01
0.06924359500408173,1964-10-02
0.06924359500408173,1964-10-05
0.06911516189575195,1964-10-06
0.0679611787199974,1964-10-07
0.06860236823558807,1964-10-08
0.06847409904003143,1964-10-09
0.06770477443933487,1964-10-12
0.06719185411930084,1964-10-13
0.06783299893140793,1964-10-14
0.06680723279714584,1964-10-15
0.06770477443933487,1964-10-16
0.06732011586427689,1964-10-19
0.0675765797495842,1964-10-20
0.06667900085449219,1964-10-21
0.06706361472606659,1964-10-22
0.06706361472606659,1964-10-23
0.06744829565286636,1964-10-26
0.0675765797495842,1964-10-27
0.06744829565286636,1964-10-28
0.06680723279714584,1964-10-29
0.06693544238805771,1964-10-30
0.06744829565286636,1964-11-02
0.0675765797495842,1964-11-04
0.06770477443933487,1964-11-05
0.0675765797495842,1964-11-06
0.06770477443933487,1964-11-09
0.0672558918595314,1964-11-10
0.06770477443933487,1964-11-11
0.06969229131937027,1964-11-12
0.07180805504322052,1964-11-13
0.06962829828262329,1964-11-16
0.0709105059504509,1964-11-17
0.07103867083787918,1964-11-18
0.07052583247423172,1964-11-19
0.07078222930431366,1964-11-20
0.06930761784315109,1964-11-23
0.06950004398822784,1964-11-24
0.06988690048456192,1964-11-25
0.06911312788724899,1964-11-27
0.06911312788724899,1964-11-30
0.0696289986371994,1964-12-01
0.07027368247509003,1964-12-02
0.07066049426794052,1964-12-03
0.07091835886240005,1964-12-04
0.07130511105060577,1964-12-07
0.07156293094158173,1964-12-08
0.07143408060073853,1964-12-09
0.07117624580860138,1964-12-10
0.07156293094158173,1964-12-11
0.07169189304113388,1964-12-14
0.07175645977258682,1964-12-15
0.07182084769010544,1964-12-16
0.07169189304113388,1964-12-17
0.07207876443862915,1964-12-18
0.07220765203237534,1964-12-21
0.07214335352182388,1964-12-22
0.07214335352182388,1964-12-23
0.07194983214139938,1964-12-24
0.07143408060073853,1964-12-28
0.07143408060073853,1964-12-29
0.07220765203237534,1964-12-30
0.07259448617696762,1964-12-31
0.07207876443862915,1965-01-04
0.07220765203237534,1965-01-05
0.07169189304113388,1965-01-06
0.07194983214139938,1965-01-07
0.07194983214139938,1965-01-08
0.07143408060073853,1965-01-11
0.07194983214139938,1965-01-12
0.07194983214139938,1965-01-13
0.07194983214139938,1965-01-14
0.07362612336874008,1965-01-15
0.07375506311655045,1965-01-18
0.0744643285870552,1965-01-19
0.0742708295583725,1965-01-20
0.07452870160341263,1965-01-21
0.07556013017892838,1965-01-22
0.07684969902038574,1965-01-25
0.07710759341716766,1965-01-26
0.07788115739822388,1965-01-27
0.0785258337855339,1965-01-28
0.0794285461306572,1965-01-29
0.07871934026479721,1965-02-01
0.07826796174049377,1965-02-02
0.0777522400021553,1965-02-03
0.0775589719414711,1965-02-04
0.07672073692083359,1965-02-05
0.0758182555437088,1965-02-08
0.07684969902038574,1965-02-09
0.07646291702985764,1965-02-10
0.07607605308294296,1965-02-11
0.07620498538017273,1965-02-12
0.07646291702985764,1965-02-15
0.07659183442592621,1965-02-16
0.07659183442592621,1965-02-17
0.07672073692083359,1965-02-18
0.07684969902038574,1965-02-19
0.07736552506685257,1965-02-23
0.07826796174049377,1965-02-24
0.07994433492422104,1965-02-25
0.08123365044593811,1965-02-26
0.08123365044593811,1965-03-01
0.08149150013923645,1965-03-02
0.07994433492422104,1965-03-03
0.07994433492422104,1965-03-04
0.07891286164522171,1965-03-05
0.07878366112709045,1965-03-08
0.07909499108791351,1965-03-09
0.07883568853139877,1965-03-10
0.07766889780759811,1965-03-11
0.0783170834183693,1965-03-12
0.07857641577720642,1965-03-15
0.0783170834183693,1965-03-16
0.07792812585830688,1965-03-17
0.07779847085475922,1965-03-18
0.07689087092876434,1965-03-19
0.07676119357347488,1965-03-22
0.0771501436829567,1965-03-23
0.07727982848882675,1965-03-24
0.0774095356464386,1965-03-25
0.0771501436829567,1965-03-26
0.07650184631347656,1965-03-29
0.07624262571334839,1965-03-30
0.07611273974180222,1965-03-31
0.0757237896323204,1965-04-01
0.0757237896323204,1965-04-02
0.0757237896323204,1965-04-05
0.07624262571334839,1965-04-06
0.07689087092876434,1965-04-07
0.07857641577720642,1965-04-08
0.08142909407615662,1965-04-09
0.08116968721151352,1965-04-12
0.08104001730680466,1965-04-13
0.08142909407615662,1965-04-14
0.08142909407615662,1965-04-15
0.08155862987041473,1965-04-19
0.08129936456680298,1965-04-20
0.0824664831161499,1965-04-21
0.0824664831161499,1965-04-22
0.08194760233163834,1965-04-23
0.08129936456680298,1965-04-26
0.08181794732809067,1965-04-27
0.08181794732809067,1965-04-28
0.08194760233163834,1965-04-29
0.08181794732809067,1965-04-30
0.0832444280385971,1965-05-03
0.08402231335639954,1965-05-04
0.08531886339187622,1965-05-05
0.08583768457174301,1965-05-06
0.08609701693058014,1965-05-07
0.08739357441663742,1965-05-10
0.08687493950128555,1965-05-11
0.08713425695896149,1965-05-12
0.08713425695896149,1965-05-13
0.08765291422605515,1965-05-14
0.08817152678966522,1965-05-17
0.08804181963205338,1965-05-18
0.08817152678966522,1965-05-19
0.0866156592965126,1965-05-20
0.08505961298942566,1965-05-21
0.0837630182504654,1965-05-24
0.08505961298942566,1965-05-25
0.08428161591291428,1965-05-26
0.08272576332092285,1965-05-27
0.08168835192918777,1965-05-28
0.08181794732809067,1965-06-01
0.08116968721151352,1965-06-02
0.08168835192918777,1965-06-03
0.0824664831161499,1965-06-04
0.08155862987041473,1965-06-07
0.08091039955615997,1965-06-08
0.0797894224524498,1965-06-09
0.07991968840360641,1965-06-10
0.08057156205177307,1965-06-11
0.08135378360748291,1965-06-14
0.08135378360748291,1965-06-15
0.08239663392305374,1965-06-16
0.08435230702161789,1965-06-17
0.08343980461359024,1965-06-18
0.08239663392305374,1965-06-21
