TTD,Date
5.209000110626221,2018-04-12
5.229000091552734,2018-04-13
5.25600004196167,2018-04-16
5.421000003814697,2018-04-17
5.40500020980835,2018-04-18
5.3979997634887695,2018-04-19
5.413000106811523,2018-04-20
5.372000217437744,2018-04-23
5.25,2018-04-24
5.10099983215332,2018-04-25
5.210999965667725,2018-04-26
5.173999786376953,2018-04-27
5.117000102996826,2018-04-30
4.945000171661377,2018-05-01
4.934000015258789,2018-05-02
4.943999767303467,2018-05-03
4.942999839782715,2018-05-04
5.089000225067139,2018-05-07
5.093999862670898,2018-05-08
5.1519999504089355,2018-05-09
5.2729997634887695,2018-05-10
7.560999870300293,2018-05-11
7.492000102996826,2018-05-14
8.022000312805176,2018-05-15
8.074999809265137,2018-05-16
8.043999671936035,2018-05-17
8.562999725341797,2018-05-18
8.295999526977539,2018-05-21
8.222999572753906,2018-05-22
8.295999526977539,2018-05-23
8.298999786376953,2018-05-24
8.255999565124512,2018-05-25
8.27299976348877,2018-05-29
8.454000473022461,2018-05-30
8.553000450134277,2018-05-31
8.663999557495117,2018-06-01
8.319999694824219,2018-06-04
8.793000221252441,2018-06-05
8.626999855041504,2018-06-06
8.654999732971191,2018-06-07
8.862000465393066,2018-06-08
8.881999969482422,2018-06-11
9.07699966430664,2018-06-12
9.005999565124512,2018-06-13
9.053000450134277,2018-06-14
9.01200008392334,2018-06-15
9.291999816894531,2018-06-18
9.14900016784668,2018-06-19
9.336000442504883,2018-06-20
9.154000282287598,2018-06-21
9.206000328063965,2018-06-22
8.934000015258789,2018-06-25
9.164999961853027,2018-06-26
8.958000183105469,2018-06-27
9.220999717712402,2018-06-28
9.380000114440918,2018-06-29
9.420000076293945,2018-07-02
9.100000381469727,2018-07-03
9.277000427246094,2018-07-05
9.399999618530273,2018-07-06
9.454999923706055,2018-07-09
9.269000053405762,2018-07-10
9.163999557495117,2018-07-11
9.482999801635742,2018-07-12
9.413999557495117,2018-07-13
9.333000183105469,2018-07-16
9.489999771118164,2018-07-17
9.517999649047852,2018-07-18
9.470000267028809,2018-07-19
9.729999542236328,2018-07-20
9.48799991607666,2018-07-23
9.024999618530273,2018-07-24
9.314000129699707,2018-07-25
9.279000282287598,2018-07-26
8.949999809265137,2018-07-27
8.595999717712402,2018-07-30
8.432000160217285,2018-07-31
8.684000015258789,2018-08-01
8.848999977111816,2018-08-02
8.687000274658203,2018-08-03
8.913999557495117,2018-08-06
9.012999534606934,2018-08-07
9.13700008392334,2018-08-08
9.329000473022461,2018-08-09
12.793000221252441,2018-08-10
12.569000244140625,2018-08-13
13.300000190734863,2018-08-14
12.668999671936035,2018-08-15
12.723999977111816,2018-08-16
12.560999870300293,2018-08-17
12.53600025177002,2018-08-20
12.902999877929688,2018-08-21
12.968000411987305,2018-08-22
13.670000076293945,2018-08-23
13.835000038146973,2018-08-24
13.972000122070312,2018-08-27
14.008999824523926,2018-08-28
14.166000366210938,2018-08-29
14.07800006866455,2018-08-30
14.187999725341797,2018-08-31
14.668999671936035,2018-09-04
14.189000129699707,2018-09-05
13.925000190734863,2018-09-06
14.196999549865723,2018-09-07
14.244000434875488,2018-09-10
14.772000312805176,2018-09-11
14.583999633789062,2018-09-12
14.562000274658203,2018-09-13
14.609000205993652,2018-09-14
14.265000343322754,2018-09-17
14.472999572753906,2018-09-18
14.484999656677246,2018-09-19
14.322999954223633,2018-09-20
14.185999870300293,2018-09-21
13.934000015258789,2018-09-24
15.468000411987305,2018-09-25
15.574999809265137,2018-09-26
15.491999626159668,2018-09-27
15.090999603271484,2018-09-28
14.35200023651123,2018-10-01
13.336999893188477,2018-10-02
13.885000228881836,2018-10-03
13.623000144958496,2018-10-04
13.34000015258789,2018-10-05
13.1899995803833,2018-10-08
12.892000198364258,2018-10-09
11.864999771118164,2018-10-10
11.77299976348877,2018-10-11
12.305999755859375,2018-10-12
12.38700008392334,2018-10-15
12.98900032043457,2018-10-16
12.82800006866455,2018-10-17
12.472000122070312,2018-10-18
12.130000114440918,2018-10-19
12.4399995803833,2018-10-22
12.274999618530273,2018-10-23
11.380000114440918,2018-10-24
11.62399959564209,2018-10-25
11.031000137329102,2018-10-26
10.911999702453613,2018-10-29
11.527999877929688,2018-10-30
12.354999542236328,2018-10-31
12.65999984741211,2018-11-01
12.795000076293945,2018-11-02
12.300000190734863,2018-11-05
12.211000442504883,2018-11-06
13.187999725341797,2018-11-07
12.220000267028809,2018-11-08
12.256999969482422,2018-11-09
11.093000411987305,2018-11-12
11.206000328063965,2018-11-13
11.651000022888184,2018-11-14
12.333999633789062,2018-11-15
12.52299976348877,2018-11-16
11.373000144958496,2018-11-19
11.32699966430664,2018-11-20
11.852999687194824,2018-11-21
11.9350004196167,2018-11-23
12.9399995803833,2018-11-26
12.942999839782715,2018-11-27
13.565999984741211,2018-11-28
14.081000328063965,2018-11-29
14.244999885559082,2018-11-30
14.861000061035156,2018-12-03
14.01099967956543,2018-12-04
14.187000274658203,2018-12-06
13.357000350952148,2018-12-07
13.475000381469727,2018-12-10
13.781000137329102,2018-12-11
14.34000015258789,2018-12-12
13.899999618530273,2018-12-13
13.652999877929688,2018-12-14
12.447999954223633,2018-12-17
12.381999969482422,2018-12-18
12.154999732971191,2018-12-19
11.708999633789062,2018-12-20
10.654999732971191,2018-12-21
10.439000129699707,2018-12-24
11.081000328063965,2018-12-26
11.395999908447266,2018-12-27
11.444999694824219,2018-12-28
11.605999946594238,2018-12-31
11.616000175476074,2019-01-02
10.956000328063965,2019-01-03
11.791999816894531,2019-01-04
12.456999778747559,2019-01-07
12.805000305175781,2019-01-08
12.880000114440918,2019-01-09
12.967000007629395,2019-01-10
12.729999542236328,2019-01-11
12.848999977111816,2019-01-14
13.041000366210938,2019-01-15
13.050999641418457,2019-01-16
13.317999839782715,2019-01-17
13.89900016784668,2019-01-18
13.402000427246094,2019-01-22
13.383999824523926,2019-01-23
13.503999710083008,2019-01-24
13.777999877929688,2019-01-25
13.569000244140625,2019-01-28
13.456000328063965,2019-01-29
14.005000114440918,2019-01-30
14.267999649047852,2019-01-31
14.526000022888184,2019-02-01
15.166999816894531,2019-02-04
15.515999794006348,2019-02-05
14.75,2019-02-06
14.204000473022461,2019-02-07
14.618000030517578,2019-02-08
14.890000343322754,2019-02-11
15.29800033569336,2019-02-12
15.133999824523926,2019-02-13
15.343000411987305,2019-02-14
15.812000274658203,2019-02-15
16.170000076293945,2019-02-19
15.008999824523926,2019-02-20
15.048999786376953,2019-02-21
19.773000717163086,2019-02-22
19.761999130249023,2019-02-25
19.549999237060547,2019-02-26
19.5,2019-02-27
19.753999710083008,2019-02-28
19.511999130249023,2019-03-01
18.937999725341797,2019-03-04
19.12299919128418,2019-03-05
18.635000228881836,2019-03-06
18.8799991607666,2019-03-07
19.434999465942383,2019-03-08
20.437999725341797,2019-03-11
20.780000686645508,2019-03-12
20.518999099731445,2019-03-13
20.822999954223633,2019-03-14
20.700000762939453,2019-03-15
20.375,2019-03-18
20.566999435424805,2019-03-19
20.59600067138672,2019-03-20
21.35700035095215,2019-03-21
20.291000366210938,2019-03-22
19.70400047302246,2019-03-25
18.694000244140625,2019-03-26
18.038000106811523,2019-03-27
18.650999069213867,2019-03-28
19.795000076293945,2019-03-29
20.613000869750977,2019-04-01
20.68400001525879,2019-04-02
20.72100067138672,2019-04-03
19.799999237060547,2019-04-04
19.652000427246094,2019-04-05
19.75,2019-04-08
19.48200035095215,2019-04-09
19.988000869750977,2019-04-10
20.035999298095703,2019-04-11
20.049999237060547,2019-04-12
20.215999603271484,2019-04-15
20.326000213623047,2019-04-16
19.878999710083008,2019-04-17
19.874000549316406,2019-04-18
21.10300064086914,2019-04-22
21.072999954223633,2019-04-23
20.77899932861328,2019-04-24
21.475000381469727,2019-04-25
21.52400016784668,2019-04-26
22.589000701904297,2019-04-29
22.148000717163086,2019-04-30
22.121999740600586,2019-05-01
22.516000747680664,2019-05-02
23.195999145507812,2019-05-03
22.55900001525879,2019-05-06
21.764999389648438,2019-05-07
22.211000442504883,2019-05-08
18.992000579833984,2019-05-09
18.35099983215332,2019-05-10
17.676000595092773,2019-05-13
18.525999069213867,2019-05-14
19.988000869750977,2019-05-15
20.20400047302246,2019-05-16
19.802000045776367,2019-05-17
19.816999435424805,2019-05-20
19.902999877929688,2019-05-21
19.889999389648438,2019-05-22
19.52899932861328,2019-05-23
19.59000015258789,2019-05-24
20.208999633789062,2019-05-28
20.145000457763672,2019-05-29
20.18899917602539,2019-05-30
19.881000518798828,2019-05-31
19.742000579833984,2019-06-03
22.291000366210938,2019-06-04
23.229999542236328,2019-06-05
23.72599983215332,2019-06-06
24.503999710083008,2019-06-07
24.988000869750977,2019-06-10
24.93600082397461,2019-06-11
24.219999313354492,2019-06-12
24.687999725341797,2019-06-13
24.493999481201172,2019-06-14
24.81100082397461,2019-06-17
24.51799964904785,2019-06-18
25.1299991607666,2019-06-19
25.108999252319336,2019-06-20
24.134000778198242,2019-06-21
23.429000854492188,2019-06-24
22.687999725341797,2019-06-25
22.594999313354492,2019-06-26
23.145000457763672,2019-06-27
22.777999877929688,2019-06-28
23.37700080871582,2019-07-01
23.42099952697754,2019-07-02
23.382999420166016,2019-07-03
23.777000427246094,2019-07-05
23.968000411987305,2019-07-08
24.117000579833984,2019-07-09
23.94300079345703,2019-07-10
24.07900047302246,2019-07-11
24.405000686645508,2019-07-12
24.81599998474121,2019-07-15
24.354000091552734,2019-07-16
24.417999267578125,2019-07-17
24.1560001373291,2019-07-18
23.5310001373291,2019-07-19
24.902999877929688,2019-07-22
24.542999267578125,2019-07-23
24.83799934387207,2019-07-24
25.52199935913086,2019-07-25
27.854999542236328,2019-07-26
26.035999298095703,2019-07-29
26.51300048828125,2019-07-30
26.33099937438965,2019-07-31
26.464000701904297,2019-08-01
26.097999572753906,2019-08-02
24.97800064086914,2019-08-05
25.187000274658203,2019-08-06
25.722999572753906,2019-08-07
27.367000579833984,2019-08-08
27.194000244140625,2019-08-09
25.507999420166016,2019-08-12
26.464000701904297,2019-08-13
25.038999557495117,2019-08-14
24.351999282836914,2019-08-15
24.86199951171875,2019-08-16
24.29199981689453,2019-08-19
25.011999130249023,2019-08-20
26.01099967956543,2019-08-21
25.983999252319336,2019-08-22
24.64299964904785,2019-08-23
25.086000442504883,2019-08-26
24.611000061035156,2019-08-27
24.839000701904297,2019-08-28
25.006999969482422,2019-08-29
24.57699966430664,2019-08-30
23.49799919128418,2019-09-03
24.018999099731445,2019-09-04
24.371000289916992,2019-09-05
23.312999725341797,2019-09-06
21.367000579833984,2019-09-09
21.006000518798828,2019-09-10
21.17099952697754,2019-09-11
21.388999938964844,2019-09-12
20.749000549316406,2019-09-13
21.084999084472656,2019-09-16
21.325000762939453,2019-09-17
20.812000274658203,2019-09-18
21.038000106811523,2019-09-19
20.704999923706055,2019-09-20
20.29199981689453,2019-09-23
19.26099967956543,2019-09-24
19.45800018310547,2019-09-25
19.440000534057617,2019-09-26
18.47599983215332,2019-09-27
18.7549991607666,2019-09-30
18.358999252319336,2019-10-01
18.39900016784668,2019-10-02
18.958999633789062,2019-10-03
18.774999618530273,2019-10-04
19.40399932861328,2019-10-07
19.04400062561035,2019-10-08
19.10300064086914,2019-10-09
18.565000534057617,2019-10-10
19.843000411987305,2019-10-11
20.128999710083008,2019-10-14
21.200000762939453,2019-10-15
19.583999633789062,2019-10-16
20.14900016784668,2019-10-17
19.481000900268555,2019-10-18
20.083999633789062,2019-10-21
18.981000900268555,2019-10-22
19.211000442504883,2019-10-23
19.69700050354004,2019-10-24
20.261999130249023,2019-10-25
20.996999740600586,2019-10-28
20.731000900268555,2019-10-29
20.965999603271484,2019-10-30
20.079999923706055,2019-10-31
20.309999465942383,2019-11-01
20.288999557495117,2019-11-04
19.952999114990234,2019-11-05
19.441999435424805,2019-11-06
19.274999618530273,2019-11-07
19.55299949645996,2019-11-08
21.701000213623047,2019-11-11
22.385000228881836,2019-11-12
22.885000228881836,2019-11-13
22.808000564575195,2019-11-14
22.915000915527344,2019-11-15
23.174999237060547,2019-11-18
23.64699935913086,2019-11-19
24.047000885009766,2019-11-20
24.006999969482422,2019-11-21
24.371000289916992,2019-11-22
25.68899917602539,2019-11-25
26.329999923706055,2019-11-26
26.517000198364258,2019-11-27
26.333999633789062,2019-11-29
22.73900032043457,2019-12-02
23.750999450683594,2019-12-03
24.413999557495117,2019-12-04
24.04199981689453,2019-12-05
24.735000610351562,2019-12-06
24.948999404907227,2019-12-09
25.006999969482422,2019-12-10
25.04800033569336,2019-12-11
24.639999389648438,2019-12-12
25.2450008392334,2019-12-13
25.384000778198242,2019-12-16
25.003000259399414,2019-12-17
25.312000274658203,2019-12-18
26.270999908447266,2019-12-19
26.375,2019-12-20
26.864999771118164,2019-12-23
26.799999237060547,2019-12-24
27.35099983215332,2019-12-26
27.235000610351562,2019-12-27
25.27199935913086,2019-12-30
25.97800064086914,2019-12-31
27.145000457763672,2020-01-02
27.19099998474121,2020-01-03
27.791000366210938,2020-01-06
28.027999877929688,2020-01-07
28.520000457763672,2020-01-08
28.663999557495117,2020-01-09
27.775999069213867,2020-01-10
28.816999435424805,2020-01-13
28.416000366210938,2020-01-14
28.479999542236328,2020-01-15
28.100000381469727,2020-01-16
28.094999313354492,2020-01-17
28.00200080871582,2020-01-21
28.22249984741211,2020-01-22
28.038999557495117,2020-01-23
28.017000198364258,2020-01-24
27.322999954223633,2020-01-27
28.179000854492188,2020-01-28
28.10300064086914,2020-01-29
27.763999938964844,2020-01-30
26.917999267578125,2020-01-31
27.402000427246094,2020-02-03
30.312999725341797,2020-02-04
28.75200080871582,2020-02-05
28.871000289916992,2020-02-06
29.132999420166016,2020-02-07
29.81100082397461,2020-02-10
29.639999389648438,2020-02-11
30.479000091552734,2020-02-12
30.656999588012695,2020-02-13
30.530000686645508,2020-02-14
30.8439998626709,2020-02-18
31.542999267578125,2020-02-19
31.145000457763672,2020-02-20
30.190000534057617,2020-02-21
28.320999145507812,2020-02-24
27.35099983215332,2020-02-25
26.690000534057617,2020-02-26
25.000999450683594,2020-02-27
28.725000381469727,2020-02-28
28.81100082397461,2020-03-02
27.767000198364258,2020-03-03
27.496999740600586,2020-03-04
27.117000579833984,2020-03-05
25.29400062561035,2020-03-06
21.65399932861328,2020-03-09
23.56999969482422,2020-03-10
22.393999099731445,2020-03-11
19.264999389648438,2020-03-12
20.0,2020-03-13
16.048999786376953,2020-03-16
17.0,2020-03-17
14.439000129699707,2020-03-18
16.743999481201172,2020-03-19
17.0,2020-03-20
17.66699981689453,2020-03-23
19.399999618530273,2020-03-24
19.694000244140625,2020-03-25
20.905000686645508,2020-03-26
19.9689998626709,2020-03-27
19.750999450683594,2020-03-30
19.299999237060547,2020-03-31
17.229999542236328,2020-04-01
16.47800064086914,2020-04-02
16.038999557495117,2020-04-03
19.0049991607666,2020-04-06
19.134000778198242,2020-04-07
20.735000610351562,2020-04-08
21.375999450683594,2020-04-09
21.86199951171875,2020-04-13
23.340999603271484,2020-04-14
22.6560001373291,2020-04-15
22.072999954223633,2020-04-16
22.851999282836914,2020-04-17
23.299999237060547,2020-04-20
21.614999771118164,2020-04-21
24.41900062561035,2020-04-22
25.39699935913086,2020-04-23
25.663000106811523,2020-04-24
26.316999435424805,2020-04-27
25.79400062561035,2020-04-28
29.41900062561035,2020-04-29
29.257999420166016,2020-04-30
27.889999389648438,2020-05-01
29.052000045776367,2020-05-04
30.36400032043457,2020-05-05
31.224000930786133,2020-05-06
32.25,2020-05-07
31.549999237060547,2020-05-08
30.533000946044922,2020-05-11
31.06399917602539,2020-05-12
29.236000061035156,2020-05-13
29.729999542236328,2020-05-14
30.000999450683594,2020-05-15
29.67300033569336,2020-05-18
29.40999984741211,2020-05-19
29.710500717163086,2020-05-20
30.441999435424805,2020-05-21
30.760000228881836,2020-05-22
29.929000854492188,2020-05-26
29.42300033569336,2020-05-27
29.816999435424805,2020-05-28
31.1560001373291,2020-05-29
