SANM,Date
38.54999923706055,2017-04-27
37.25,2017-04-28
37.54999923706055,2017-05-01
36.900001525878906,2017-05-02
36.650001525878906,2017-05-03
36.20000076293945,2017-05-04
36.349998474121094,2017-05-05
36.75,2017-05-08
36.650001525878906,2017-05-09
36.75,2017-05-10
36.75,2017-05-11
36.25,2017-05-12
36.900001525878906,2017-05-15
37.04999923706055,2017-05-16
35.599998474121094,2017-05-17
35.79999923706055,2017-05-18
36.400001525878906,2017-05-19
36.79999923706055,2017-05-22
36.75,2017-05-23
37.150001525878906,2017-05-24
37.400001525878906,2017-05-25
37.099998474121094,2017-05-26
37.400001525878906,2017-05-30
36.599998474121094,2017-05-31
38.099998474121094,2017-06-01
38.150001525878906,2017-06-02
37.5,2017-06-05
37.650001525878906,2017-06-06
38.099998474121094,2017-06-07
39.29999923706055,2017-06-08
38.29999923706055,2017-06-09
38.0,2017-06-12
37.900001525878906,2017-06-13
37.75,2017-06-14
38.29999923706055,2017-06-15
37.5,2017-06-16
37.900001525878906,2017-06-19
37.20000076293945,2017-06-20
38.150001525878906,2017-06-21
38.099998474121094,2017-06-22
39.75,2017-06-23
39.599998474121094,2017-06-26
37.849998474121094,2017-06-27
39.04999923706055,2017-06-28
37.95000076293945,2017-06-29
38.099998474121094,2017-06-30
38.95000076293945,2017-07-03
38.25,2017-07-05
37.5,2017-07-06
38.20000076293945,2017-07-07
38.849998474121094,2017-07-10
39.04999923706055,2017-07-11
39.75,2017-07-12
39.75,2017-07-13
40.29999923706055,2017-07-14
41.25,2017-07-17
40.900001525878906,2017-07-18
41.5,2017-07-19
41.650001525878906,2017-07-20
41.54999923706055,2017-07-21
42.45000076293945,2017-07-24
37.630001068115234,2017-07-25
36.20000076293945,2017-07-26
36.45000076293945,2017-07-27
35.849998474121094,2017-07-28
35.849998474121094,2017-07-31
36.650001525878906,2017-08-01
36.20000076293945,2017-08-02
35.849998474121094,2017-08-03
35.75,2017-08-04
35.849998474121094,2017-08-07
35.599998474121094,2017-08-08
36.04999923706055,2017-08-09
35.5,2017-08-10
35.70000076293945,2017-08-11
36.849998474121094,2017-08-14
36.45000076293945,2017-08-15
36.75,2017-08-16
35.20000076293945,2017-08-17
35.20000076293945,2017-08-18
35.20000076293945,2017-08-21
35.849998474121094,2017-08-22
36.0,2017-08-23
35.849998474121094,2017-08-24
36.29999923706055,2017-08-25
36.04999923706055,2017-08-28
36.5,2017-08-29
37.0,2017-08-30
37.45000076293945,2017-08-31
37.650001525878906,2017-09-01
37.04999923706055,2017-09-05
36.599998474121094,2017-09-06
36.400001525878906,2017-09-07
36.04999923706055,2017-09-08
36.5,2017-09-11
36.900001525878906,2017-09-12
36.79999923706055,2017-09-13
36.79999923706055,2017-09-14
37.150001525878906,2017-09-15
37.599998474121094,2017-09-18
37.95000076293945,2017-09-19
37.29999923706055,2017-09-20
36.849998474121094,2017-09-21
37.29999923706055,2017-09-22
36.0,2017-09-25
36.54999923706055,2017-09-26
37.20000076293945,2017-09-27
37.849998474121094,2017-09-28
37.150001525878906,2017-09-29
38.599998474121094,2017-10-02
38.75,2017-10-03
38.95000076293945,2017-10-04
38.75,2017-10-05
38.599998474121094,2017-10-06
38.599998474121094,2017-10-09
38.45000076293945,2017-10-10
38.400001525878906,2017-10-11
38.45000076293945,2017-10-12
38.5,2017-10-13
38.45000076293945,2017-10-16
38.150001525878906,2017-10-17
38.849998474121094,2017-10-18
38.79999923706055,2017-10-19
38.5,2017-10-20
38.54999923706055,2017-10-23
38.849998474121094,2017-10-24
39.04999923706055,2017-10-25
38.900001525878906,2017-10-26
39.04999923706055,2017-10-27
38.79999923706055,2017-10-30
32.72999954223633,2017-10-31
33.20000076293945,2017-11-01
33.599998474121094,2017-11-02
33.04999923706055,2017-11-03
34.04999923706055,2017-11-06
33.5,2017-11-07
33.900001525878906,2017-11-08
34.099998474121094,2017-11-09
34.150001525878906,2017-11-10
34.0,2017-11-13
33.599998474121094,2017-11-14
33.25,2017-11-15
33.650001525878906,2017-11-16
33.900001525878906,2017-11-17
34.70000076293945,2017-11-20
35.099998474121094,2017-11-21
35.04999923706055,2017-11-22
35.150001525878906,2017-11-24
34.45000076293945,2017-11-27
34.849998474121094,2017-11-28
34.75,2017-11-29
34.0,2017-11-30
33.04999923706055,2017-12-01
32.349998474121094,2017-12-04
31.200000762939453,2017-12-05
31.149999618530273,2017-12-06
31.149999618530273,2017-12-07
30.950000762939453,2017-12-08
30.899999618530273,2017-12-11
31.0,2017-12-12
31.049999237060547,2017-12-13
30.600000381469727,2017-12-14
30.549999237060547,2017-12-15
32.70000076293945,2017-12-18
32.349998474121094,2017-12-19
33.0,2017-12-20
33.099998474121094,2017-12-21
32.95000076293945,2017-12-22
32.79999923706055,2017-12-26
32.75,2017-12-27
33.20000076293945,2017-12-28
33.0,2017-12-29
33.29999923706055,2018-01-02
33.349998474121094,2018-01-03
33.599998474121094,2018-01-04
33.79999923706055,2018-01-05
34.150001525878906,2018-01-08
33.599998474121094,2018-01-09
33.5,2018-01-10
34.0,2018-01-11
34.349998474121094,2018-01-12
34.150001525878906,2018-01-16
34.54999923706055,2018-01-17
34.95000076293945,2018-01-18
35.45000076293945,2018-01-19
27.100000381469727,2018-01-22
27.149999618530273,2018-01-23
26.600000381469727,2018-01-24
27.0,2018-01-25
27.899999618530273,2018-01-26
28.200000762939453,2018-01-29
26.5,2018-01-30
26.149999618530273,2018-01-31
27.049999237060547,2018-02-01
26.850000381469727,2018-02-02
25.549999237060547,2018-02-05
25.75,2018-02-06
26.100000381469727,2018-02-07
25.899999618530273,2018-02-08
25.950000762939453,2018-02-09
26.0,2018-02-12
26.049999237060547,2018-02-13
26.350000381469727,2018-02-14
26.950000762939453,2018-02-15
26.600000381469727,2018-02-16
26.649999618530273,2018-02-20
26.649999618530273,2018-02-21
26.5,2018-02-22
26.75,2018-02-23
27.75,2018-02-26
27.700000762939453,2018-02-27
27.549999237060547,2018-02-28
27.549999237060547,2018-03-01
28.350000381469727,2018-03-02
27.850000381469727,2018-03-05
28.399999618530273,2018-03-06
28.200000762939453,2018-03-07
28.350000381469727,2018-03-08
28.649999618530273,2018-03-09
28.75,2018-03-12
28.549999237060547,2018-03-13
27.899999618530273,2018-03-14
27.899999618530273,2018-03-15
28.299999237060547,2018-03-16
28.049999237060547,2018-03-19
27.700000762939453,2018-03-20
27.700000762939453,2018-03-21
26.799999237060547,2018-03-22
26.100000381469727,2018-03-23
26.450000762939453,2018-03-26
26.149999618530273,2018-03-27
25.950000762939453,2018-03-28
26.149999618530273,2018-03-29
26.0,2018-04-02
26.350000381469727,2018-04-03
26.600000381469727,2018-04-04
26.700000762939453,2018-04-05
26.200000762939453,2018-04-06
26.149999618530273,2018-04-09
26.600000381469727,2018-04-10
27.149999618530273,2018-04-11
27.399999618530273,2018-04-12
28.5,2018-04-13
28.200000762939453,2018-04-16
28.450000762939453,2018-04-17
29.0,2018-04-18
28.299999237060547,2018-04-19
27.600000381469727,2018-04-20
27.700000762939453,2018-04-23
31.75,2018-04-24
30.950000762939453,2018-04-25
30.649999618530273,2018-04-26
29.75,2018-04-27
29.5,2018-04-30
30.299999237060547,2018-05-01
30.299999237060547,2018-05-02
29.899999618530273,2018-05-03
29.899999618530273,2018-05-04
29.75,2018-05-07
30.25,2018-05-08
30.75,2018-05-09
30.75,2018-05-10
30.549999237060547,2018-05-11
30.350000381469727,2018-05-14
30.100000381469727,2018-05-15
30.399999618530273,2018-05-16
30.0,2018-05-17
29.700000762939453,2018-05-18
30.030000686645508,2018-05-21
29.899999618530273,2018-05-22
29.700000762939453,2018-05-23
29.399999618530273,2018-05-24
29.649999618530273,2018-05-25
29.799999237060547,2018-05-29
29.799999237060547,2018-05-30
28.799999237060547,2018-05-31
29.350000381469727,2018-06-01
29.450000762939453,2018-06-04
30.049999237060547,2018-06-05
30.200000762939453,2018-06-06
30.299999237060547,2018-06-07
30.149999618530273,2018-06-08
30.350000381469727,2018-06-11
30.350000381469727,2018-06-12
30.399999618530273,2018-06-13
30.5,2018-06-14
30.200000762939453,2018-06-15
30.600000381469727,2018-06-18
30.299999237060547,2018-06-19
30.149999618530273,2018-06-20
30.0,2018-06-21
30.549999237060547,2018-06-22
29.450000762939453,2018-06-25
30.149999618530273,2018-06-26
30.049999237060547,2018-06-27
29.350000381469727,2018-06-28
29.299999237060547,2018-06-29
29.649999618530273,2018-07-02
29.350000381469727,2018-07-03
30.0,2018-07-05
30.399999618530273,2018-07-06
31.149999618530273,2018-07-09
31.350000381469727,2018-07-10
30.200000762939453,2018-07-11
30.600000381469727,2018-07-12
30.649999618530273,2018-07-13
30.600000381469727,2018-07-16
30.75,2018-07-17
31.350000381469727,2018-07-18
31.350000381469727,2018-07-19
30.850000381469727,2018-07-20
30.850000381469727,2018-07-23
30.649999618530273,2018-07-24
30.049999237060547,2018-07-25
30.200000762939453,2018-07-26
29.399999618530273,2018-07-27
29.049999237060547,2018-07-30
29.100000381469727,2018-07-31
29.350000381469727,2018-08-01
29.5,2018-08-02
29.350000381469727,2018-08-03
29.850000381469727,2018-08-06
30.5,2018-08-07
30.549999237060547,2018-08-08
30.399999618530273,2018-08-09
30.100000381469727,2018-08-10
30.0,2018-08-13
30.299999237060547,2018-08-14
29.950000762939453,2018-08-15
29.899999618530273,2018-08-16
30.200000762939453,2018-08-17
30.299999237060547,2018-08-20
30.75,2018-08-21
30.850000381469727,2018-08-22
30.549999237060547,2018-08-23
30.600000381469727,2018-08-24
30.950000762939453,2018-08-27
31.25,2018-08-28
31.25,2018-08-29
31.049999237060547,2018-08-30
30.799999237060547,2018-08-31
30.25,2018-09-04
30.049999237060547,2018-09-05
29.600000381469727,2018-09-06
29.600000381469727,2018-09-07
29.75,2018-09-10
29.850000381469727,2018-09-11
29.700000762939453,2018-09-12
29.75,2018-09-13
29.649999618530273,2018-09-14
29.0,2018-09-17
28.600000381469727,2018-09-18
28.700000762939453,2018-09-19
28.950000762939453,2018-09-20
29.149999618530273,2018-09-21
29.25,2018-09-24
28.149999618530273,2018-09-25
27.5,2018-09-26
27.5,2018-09-27
27.600000381469727,2018-09-28
27.09000015258789,2018-10-01
26.989999771118164,2018-10-02
27.139999389648438,2018-10-03
26.399999618530273,2018-10-04
25.610000610351562,2018-10-05
25.260000228881836,2018-10-08
24.829999923706055,2018-10-09
24.110000610351562,2018-10-10
23.93000030517578,2018-10-11
24.15999984741211,2018-10-12
23.959999084472656,2018-10-15
24.93000030517578,2018-10-16
25.360000610351562,2018-10-17
24.690000534057617,2018-10-18
24.579999923706055,2018-10-19
24.860000610351562,2018-10-22
24.829999923706055,2018-10-23
23.739999771118164,2018-10-24
24.079999923706055,2018-10-25
23.0,2018-10-26
22.979999542236328,2018-10-29
24.690000534057617,2018-10-30
25.299999237060547,2018-10-31
25.700000762939453,2018-11-01
25.8799991607666,2018-11-02
25.729999542236328,2018-11-05
26.079999923706055,2018-11-06
26.360000610351562,2018-11-07
26.18000030517578,2018-11-08
25.43000030517578,2018-11-09
24.700000762939453,2018-11-12
25.110000610351562,2018-11-13
25.049999237060547,2018-11-14
25.610000610351562,2018-11-15
26.18000030517578,2018-11-16
26.020000457763672,2018-11-19
25.6200008392334,2018-11-20
26.219999313354492,2018-11-21
26.270000457763672,2018-11-23
26.5,2018-11-26
26.389999389648438,2018-11-27
27.200000762939453,2018-11-28
26.920000076293945,2018-11-29
27.040000915527344,2018-11-30
27.3799991607666,2018-12-03
26.299999237060547,2018-12-04
25.8799991607666,2018-12-06
25.1200008392334,2018-12-07
25.31999969482422,2018-12-10
25.399999618530273,2018-12-11
25.639999389648438,2018-12-12
24.950000762939453,2018-12-13
24.3700008392334,2018-12-14
23.790000915527344,2018-12-17
24.309999465942383,2018-12-18
23.809999465942383,2018-12-19
23.219999313354492,2018-12-20
22.65999984741211,2018-12-21
22.600000381469727,2018-12-24
23.690000534057617,2018-12-26
23.940000534057617,2018-12-27
23.799999237060547,2018-12-28
24.059999465942383,2018-12-31
24.049999237060547,2019-01-02
23.25,2019-01-03
23.950000762939453,2019-01-04
24.25,2019-01-07
24.3700008392334,2019-01-08
25.149999618530273,2019-01-09
25.440000534057617,2019-01-10
25.6200008392334,2019-01-11
25.5,2019-01-14
25.5,2019-01-15
25.610000610351562,2019-01-16
25.549999237060547,2019-01-17
26.299999237060547,2019-01-18
25.760000228881836,2019-01-22
25.739999771118164,2019-01-23
26.540000915527344,2019-01-24
27.31999969482422,2019-01-25
27.25,2019-01-28
31.850000381469727,2019-01-29
31.690000534057617,2019-01-30
31.219999313354492,2019-01-31
31.229999542236328,2019-02-01
31.809999465942383,2019-02-04
32.04999923706055,2019-02-05
32.41999816894531,2019-02-06
32.599998474121094,2019-02-07
32.15999984741211,2019-02-08
31.809999465942383,2019-02-11
32.189998626708984,2019-02-12
32.29999923706055,2019-02-13
32.400001525878906,2019-02-14
32.43000030517578,2019-02-15
32.029998779296875,2019-02-19
32.29999923706055,2019-02-20
32.52000045776367,2019-02-21
32.72999954223633,2019-02-22
32.88999938964844,2019-02-25
32.7400016784668,2019-02-26
32.02000045776367,2019-02-27
31.940000534057617,2019-02-28
31.860000610351562,2019-03-01
31.799999237060547,2019-03-04
31.149999618530273,2019-03-05
30.489999771118164,2019-03-06
29.799999237060547,2019-03-07
29.6200008392334,2019-03-08
30.5,2019-03-11
30.5,2019-03-12
31.0,2019-03-13
30.530000686645508,2019-03-14
30.549999237060547,2019-03-15
30.3700008392334,2019-03-18
30.290000915527344,2019-03-19
30.1200008392334,2019-03-20
30.829999923706055,2019-03-21
29.459999084472656,2019-03-22
29.219999313354492,2019-03-25
29.010000228881836,2019-03-26
28.530000686645508,2019-03-27
28.850000381469727,2019-03-28
28.850000381469727,2019-03-29
29.6299991607666,2019-04-01
30.09000015258789,2019-04-02
30.530000686645508,2019-04-03
30.979999542236328,2019-04-04
31.31999969482422,2019-04-05
31.149999618530273,2019-04-08
30.850000381469727,2019-04-09
31.239999771118164,2019-04-10
31.770000457763672,2019-04-11
32.209999084472656,2019-04-12
32.0,2019-04-15
32.52000045776367,2019-04-16
32.290000915527344,2019-04-17
32.18000030517578,2019-04-18
31.469999313354492,2019-04-22
31.90999984741211,2019-04-23
31.68000030517578,2019-04-24
30.06999969482422,2019-04-25
29.639999389648438,2019-04-26
29.450000762939453,2019-04-29
33.91999816894531,2019-04-30
33.630001068115234,2019-05-01
33.290000915527344,2019-05-02
34.2400016784668,2019-05-03
34.209999084472656,2019-05-06
33.29999923706055,2019-05-07
32.31999969482422,2019-05-08
32.22999954223633,2019-05-09
32.13999938964844,2019-05-10
30.799999237060547,2019-05-13
30.799999237060547,2019-05-14
31.170000076293945,2019-05-15
31.43000030517578,2019-05-16
29.729999542236328,2019-05-17
29.459999084472656,2019-05-20
29.520000457763672,2019-05-21
29.309999465942383,2019-05-22
28.1299991607666,2019-05-23
28.15999984741211,2019-05-24
28.079999923706055,2019-05-28
27.5,2019-05-29
27.579999923706055,2019-05-30
26.59000015258789,2019-05-31
27.06999969482422,2019-06-03
28.350000381469727,2019-06-04
27.93000030517578,2019-06-05
28.049999237060547,2019-06-06
28.190000534057617,2019-06-07
28.719999313354492,2019-06-10
28.989999771118164,2019-06-11
28.479999542236328,2019-06-12
28.860000610351562,2019-06-13
28.049999237060547,2019-06-14
28.18000030517578,2019-06-17
28.889999389648438,2019-06-18
29.1200008392334,2019-06-19
29.809999465942383,2019-06-20
29.760000228881836,2019-06-21
29.3700008392334,2019-06-24
29.260000228881836,2019-06-25
29.700000762939453,2019-06-26
30.040000915527344,2019-06-27
30.280000686645508,2019-06-28
30.729999542236328,2019-07-01
30.280000686645508,2019-07-02
30.6299991607666,2019-07-03
30.34000015258789,2019-07-05
30.149999618530273,2019-07-08
30.299999237060547,2019-07-09
30.68000030517578,2019-07-10
29.59000015258789,2019-07-11
29.829999923706055,2019-07-12
29.850000381469727,2019-07-15
30.3799991607666,2019-07-16
30.260000228881836,2019-07-17
30.469999313354492,2019-07-18
30.68000030517578,2019-07-19
30.84000015258789,2019-07-22
31.229999542236328,2019-07-23
32.0,2019-07-24
31.520000457763672,2019-07-25
32.2599983215332,2019-07-26
32.880001068115234,2019-07-29
33.0,2019-07-30
31.75,2019-07-31
31.350000381469727,2019-08-01
30.969999313354492,2019-08-02
29.979999542236328,2019-08-05
29.610000610351562,2019-08-06
29.360000610351562,2019-08-07
30.309999465942383,2019-08-08
30.100000381469727,2019-08-09
29.809999465942383,2019-08-12
30.459999084472656,2019-08-13
29.579999923706055,2019-08-14
29.270000457763672,2019-08-15
30.040000915527344,2019-08-16
30.31999969482422,2019-08-19
29.709999084472656,2019-08-20
30.170000076293945,2019-08-21
30.260000228881836,2019-08-22
28.510000228881836,2019-08-23
28.68000030517578,2019-08-26
27.739999771118164,2019-08-27
27.920000076293945,2019-08-28
28.81999969482422,2019-08-29
28.899999618530273,2019-08-30
28.350000381469727,2019-09-03
28.739999771118164,2019-09-04
30.1200008392334,2019-09-05
29.8700008392334,2019-09-06
31.260000228881836,2019-09-09
31.639999389648438,2019-09-10
32.720001220703125,2019-09-11
32.540000915527344,2019-09-12
32.58000183105469,2019-09-13
32.56999969482422,2019-09-16
32.59000015258789,2019-09-17
32.45000076293945,2019-09-18
32.27000045776367,2019-09-19
31.760000228881836,2019-09-20
32.04999923706055,2019-09-23
31.739999771118164,2019-09-24
32.70000076293945,2019-09-25
32.45000076293945,2019-09-26
32.119998931884766,2019-09-27
32.11000061035156,2019-09-30
31.5,2019-10-01
31.100000381469727,2019-10-02
30.709999084472656,2019-10-03
31.15999984741211,2019-10-04
30.639999389648438,2019-10-07
29.329999923706055,2019-10-08
29.889999389648438,2019-10-09
29.790000915527344,2019-10-10
30.43000030517578,2019-10-11
30.31999969482422,2019-10-14
30.81999969482422,2019-10-15
31.010000228881836,2019-10-16
31.200000762939453,2019-10-17
31.479999542236328,2019-10-18
32.150001525878906,2019-10-21
32.560001373291016,2019-10-22
31.510000228881836,2019-10-23
31.440000534057617,2019-10-24
31.469999313354492,2019-10-25
31.799999237060547,2019-10-28
30.75,2019-10-29
30.489999771118164,2019-10-30
30.729999542236328,2019-10-31
30.90999984741211,2019-11-01
31.459999084472656,2019-11-04
32.470001220703125,2019-11-05
32.099998474121094,2019-11-06
31.729999542236328,2019-11-07
32.2599983215332,2019-11-08
32.54999923706055,2019-11-11
32.5,2019-11-12
32.779998779296875,2019-11-13
32.130001068115234,2019-11-14
32.619998931884766,2019-11-15
31.940000534057617,2019-11-18
32.060001373291016,2019-11-19
32.0,2019-11-20
31.8700008392334,2019-11-21
31.5,2019-11-22
32.220001220703125,2019-11-25
31.969999313354492,2019-11-26
32.47999954223633,2019-11-27
31.809999465942383,2019-11-29
31.18000030517578,2019-12-02
30.920000076293945,2019-12-03
31.56999969482422,2019-12-04
31.700000762939453,2019-12-05
32.31999969482422,2019-12-06
31.84000015258789,2019-12-09
32.310001373291016,2019-12-10
32.77000045776367,2019-12-11
33.02000045776367,2019-12-12
32.849998474121094,2019-12-13
33.369998931884766,2019-12-16
34.27000045776367,2019-12-17
34.34000015258789,2019-12-18
34.040000915527344,2019-12-19
34.15999984741211,2019-12-20
34.2599983215332,2019-12-23
34.150001525878906,2019-12-24
34.150001525878906,2019-12-26
34.18000030517578,2019-12-27
34.33000183105469,2019-12-30
34.2400016784668,2019-12-31
34.650001525878906,2020-01-02
34.33000183105469,2020-01-03
34.209999084472656,2020-01-06
34.029998779296875,2020-01-07
34.119998931884766,2020-01-08
34.060001373291016,2020-01-09
34.130001068115234,2020-01-10
34.4900016784668,2020-01-13
34.38999938964844,2020-01-14
34.310001373291016,2020-01-15
34.459999084472656,2020-01-16
34.33000183105469,2020-01-17
33.68000030517578,2020-01-21
33.5099983215332,2020-01-22
34.43000030517578,2020-01-23
34.290000915527344,2020-01-24
32.65999984741211,2020-01-27
33.380001068115234,2020-01-28
32.7599983215332,2020-01-29
32.369998931884766,2020-01-30
31.84000015258789,2020-01-31
31.229999542236328,2020-02-03
32.0099983215332,2020-02-04
32.25,2020-02-05
31.40999984741211,2020-02-06
30.399999618530273,2020-02-07
30.239999771118164,2020-02-10
30.93000030517578,2020-02-11
31.549999237060547,2020-02-12
31.309999465942383,2020-02-13
30.31999969482422,2020-02-14
29.8799991607666,2020-02-18
30.09000015258789,2020-02-19
30.309999465942383,2020-02-20
29.920000076293945,2020-02-21
28.579999923706055,2020-02-24
27.40999984741211,2020-02-25
27.170000076293945,2020-02-26
25.850000381469727,2020-02-27
26.290000915527344,2020-02-28
26.770000457763672,2020-03-02
26.079999923706055,2020-03-03
27.059999465942383,2020-03-04
26.469999313354492,2020-03-05
26.3700008392334,2020-03-06
23.90999984741211,2020-03-09
24.670000076293945,2020-03-10
23.889999389648438,2020-03-11
19.8799991607666,2020-03-12
21.18000030517578,2020-03-13
18.739999771118164,2020-03-16
20.389999389648438,2020-03-17
21.020000457763672,2020-03-18
22.059999465942383,2020-03-19
21.09000015258789,2020-03-20
22.670000076293945,2020-03-23
24.6200008392334,2020-03-24
25.280000686645508,2020-03-25
27.850000381469727,2020-03-26
25.31999969482422,2020-03-27
26.649999618530273,2020-03-30
27.280000686645508,2020-03-31
24.030000686645508,2020-04-01
24.15999984741211,2020-04-02
23.65999984741211,2020-04-03
26.049999237060547,2020-04-06
25.780000686645508,2020-04-07
26.719999313354492,2020-04-08
27.040000915527344,2020-04-09
26.770000457763672,2020-04-13
27.200000762939453,2020-04-14
25.06999969482422,2020-04-15
24.549999237060547,2020-04-16
26.3799991607666,2020-04-17
26.350000381469727,2020-04-20
25.170000076293945,2020-04-21
25.579999923706055,2020-04-22
25.90999984741211,2020-04-23
26.709999084472656,2020-04-24
27.90999984741211,2020-04-27
26.93000030517578,2020-04-28
28.760000228881836,2020-04-29
27.729999542236328,2020-04-30
26.709999084472656,2020-05-01
26.729999542236328,2020-05-04
27.110000610351562,2020-05-05
26.770000457763672,2020-05-06
26.959999084472656,2020-05-07
28.770000457763672,2020-05-08
27.829999923706055,2020-05-11
26.579999923706055,2020-05-12
25.280000686645508,2020-05-13
24.729999542236328,2020-05-14
24.920000076293945,2020-05-15
27.200000762939453,2020-05-18
26.959999084472656,2020-05-19
27.280000686645508,2020-05-20
26.43000030517578,2020-05-21
26.1200008392334,2020-05-22
27.149999618530273,2020-05-26
28.209999084472656,2020-05-27
26.950000762939453,2020-05-28
26.610000610351562,2020-05-29
26.850000381469727,2020-06-01
27.079999923706055,2020-06-02
26.950000762939453,2020-06-03
28.020000457763672,2020-06-04
28.68000030517578,2020-06-05
28.690000534057617,2020-06-08
28.25,2020-06-09
27.299999237060547,2020-06-10
25.290000915527344,2020-06-11
25.530000686645508,2020-06-12
25.780000686645508,2020-06-15
26.34000015258789,2020-06-16
25.780000686645508,2020-06-17
25.209999084472656,2020-06-18
25.020000457763672,2020-06-19
25.239999771118164,2020-06-22
25.25,2020-06-23
24.389999389648438,2020-06-24
24.56999969482422,2020-06-25
23.920000076293945,2020-06-26
25.020000457763672,2020-06-29
25.040000915527344,2020-06-30
24.299999237060547,2020-07-01
24.770000457763672,2020-07-02
25.020000457763672,2020-07-06
24.100000381469727,2020-07-07
24.020000457763672,2020-07-08
23.920000076293945,2020-07-09
24.43000030517578,2020-07-10
24.8799991607666,2020-07-13
25.559999465942383,2020-07-14
26.06999969482422,2020-07-15
25.860000610351562,2020-07-16
26.139999389648438,2020-07-17
26.1299991607666,2020-07-20
26.299999237060547,2020-07-21
26.260000228881836,2020-07-22
26.350000381469727,2020-07-23
25.399999618530273,2020-07-24
26.110000610351562,2020-07-27
25.219999313354492,2020-07-28
25.84000015258789,2020-07-29
29.809999465942383,2020-07-30
29.68000030517578,2020-07-31
29.81999969482422,2020-08-03
29.90999984741211,2020-08-04
29.790000915527344,2020-08-05
29.959999084472656,2020-08-06
30.0,2020-08-07
30.25,2020-08-10
29.84000015258789,2020-08-11
30.40999984741211,2020-08-12
29.8700008392334,2020-08-13
29.690000534057617,2020-08-14
29.190000534057617,2020-08-17
27.6299991607666,2020-08-18
27.729999542236328,2020-08-19
27.209999084472656,2020-08-20
27.219999313354492,2020-08-21
27.920000076293945,2020-08-24
28.15999984741211,2020-08-25
28.34000015258789,2020-08-26
28.09000015258789,2020-08-27
28.6299991607666,2020-08-28
28.299999237060547,2020-08-31
28.350000381469727,2020-09-01
29.260000228881836,2020-09-02
27.969999313354492,2020-09-03
27.59000015258789,2020-09-04
26.31999969482422,2020-09-08
26.739999771118164,2020-09-09
26.309999465942383,2020-09-10
26.420000076293945,2020-09-11
26.959999084472656,2020-09-14
27.110000610351562,2020-09-15
27.670000076293945,2020-09-16
27.75,2020-09-17
27.8700008392334,2020-09-18
26.610000610351562,2020-09-21
26.3700008392334,2020-09-22
25.540000915527344,2020-09-23
26.25,2020-09-24
25.790000915527344,2020-09-25
27.1299991607666,2020-09-28
27.15999984741211,2020-09-29
27.049999237060547,2020-09-30
26.940000534057617,2020-10-01
26.549999237060547,2020-10-02
27.1200008392334,2020-10-05
26.8700008392334,2020-10-06
27.329999923706055,2020-10-07
27.739999771118164,2020-10-08
27.770000457763672,2020-10-09
27.959999084472656,2020-10-12
27.15999984741211,2020-10-13
26.850000381469727,2020-10-14
27.329999923706055,2020-10-15
27.209999084472656,2020-10-16
26.84000015258789,2020-10-19
26.540000915527344,2020-10-20
26.079999923706055,2020-10-21
26.149999618530273,2020-10-22
26.43000030517578,2020-10-23
25.25,2020-10-26
25.15999984741211,2020-10-27
24.170000076293945,2020-10-28
24.549999237060547,2020-10-29
24.440000534057617,2020-10-30
24.8799991607666,2020-11-02
25.459999084472656,2020-11-03
25.110000610351562,2020-11-04
26.239999771118164,2020-11-05
26.700000762939453,2020-11-06
28.709999084472656,2020-11-09
29.75,2020-11-10
31.059999465942383,2020-11-11
30.84000015258789,2020-11-12
32.2599983215332,2020-11-13
32.93000030517578,2020-11-16
32.63999938964844,2020-11-17
31.959999084472656,2020-11-18
31.81999969482422,2020-11-19
31.700000762939453,2020-11-20
32.720001220703125,2020-11-23
33.650001525878906,2020-11-24
32.79999923706055,2020-11-25
32.56999969482422,2020-11-27
31.81999969482422,2020-11-30
32.310001373291016,2020-12-01
32.54999923706055,2020-12-02
32.2599983215332,2020-12-03
33.25,2020-12-04
33.02000045776367,2020-12-07
32.650001525878906,2020-12-08
32.65999984741211,2020-12-09
32.27000045776367,2020-12-10
32.130001068115234,2020-12-11
31.719999313354492,2020-12-14
32.599998474121094,2020-12-15
32.15999984741211,2020-12-16
32.790000915527344,2020-12-17
32.540000915527344,2020-12-18
31.959999084472656,2020-12-21
31.5,2020-12-22
31.8799991607666,2020-12-23
32.34000015258789,2020-12-24
32.310001373291016,2020-12-28
31.43000030517578,2020-12-29
31.670000076293945,2020-12-30
31.889999389648438,2020-12-31
31.690000534057617,2021-01-04
32.58000183105469,2021-01-05
34.2400016784668,2021-01-06
34.869998931884766,2021-01-07
34.900001525878906,2021-01-08
35.09000015258789,2021-01-11
35.029998779296875,2021-01-12
34.2400016784668,2021-01-13
34.650001525878906,2021-01-14
34.2599983215332,2021-01-15
34.43000030517578,2021-01-19
34.599998474121094,2021-01-20
34.099998474121094,2021-01-21
34.400001525878906,2021-01-22
34.7400016784668,2021-01-25
33.439998626708984,2021-01-26
31.549999237060547,2021-01-27
31.979999542236328,2021-01-28
31.100000381469727,2021-01-29
32.369998931884766,2021-02-01
32.83000183105469,2021-02-02
33.04999923706055,2021-02-03
34.040000915527344,2021-02-04
34.31999969482422,2021-02-05
35.220001220703125,2021-02-08
35.16999816894531,2021-02-09
34.720001220703125,2021-02-10
35.18000030517578,2021-02-11
34.959999084472656,2021-02-12
35.06999969482422,2021-02-16
34.63999938964844,2021-02-17
34.869998931884766,2021-02-18
34.79999923706055,2021-02-19
