IBM,Date
1.3880029916763306,1962-04-04
1.4172450304031372,1962-04-05
1.4158862829208374,1962-04-06
1.4172450304031372,1962-04-09
1.422686219215393,1962-04-10
1.4036452770233154,1962-04-11
1.3886833190917969,1962-04-12
1.4090839624404907,1962-04-13
1.4077255725860596,1962-04-16
1.4145253896713257,1962-04-17
1.4118051528930664,1962-04-18
1.4118051528930664,1962-04-19
1.4104456901550293,1962-04-23
1.4090839624404907,1962-04-24
1.3941227197647095,1962-04-25
1.3587610721588135,1962-04-26
1.320677638053894,1962-04-27
1.2349896430969238,1962-04-30
1.2567507028579712,1962-05-01
1.2853142023086548,1962-05-02
1.3118358850479126,1962-05-03
1.3220369815826416,1962-05-04
1.2927948236465454,1962-05-07
1.2501485347747803,1962-05-08
1.227022409439087,1962-05-09
1.2324637174606323,1962-05-10
1.2134193181991577,1962-05-11
1.2365448474884033,1962-05-14
1.2297439575195312,1962-05-15
1.2433463335037231,1962-05-16
1.2215811014175415,1962-05-17
1.2283824682235718,1962-05-18
1.2243024110794067,1962-05-21
1.1834913492202759,1962-05-22
1.1297587156295776,1962-05-23
1.0828262567520142,1962-05-24
1.0841875076293945,1962-05-25
0.9821617007255554,1962-05-28
1.0420174598693848,1962-05-29
1.0678631067276,1962-05-31
1.0474578142166138,1962-06-01
0.9794415235519409,1962-06-04
0.9906638860702515,1962-06-05
0.9944047927856445,1962-06-06
1.0066478252410889,1962-06-07
1.0100491046905518,1962-06-08
0.9767211079597473,1962-06-11
0.911764919757843,1962-06-12
0.8777565360069275,1962-06-13
0.8325252532958984,1962-06-14
0.9073432683944702,1962-06-15
0.8971406817436218,1962-06-18
0.9141455292701721,1962-06-19
0.8923799395561218,1962-06-20
0.8590514659881592,1962-06-21
0.8706149458885193,1962-06-22
0.9046236276626587,1962-06-25
0.8706149458885193,1962-06-26
0.9059833288192749,1962-06-27
0.9359105229377747,1962-06-28
0.9229869842529297,1962-06-29
0.9522348046302795,1962-07-02
0.9563155174255371,1962-07-03
0.9522348046302795,1962-07-05
0.9386307597160339,1962-07-06
0.9529154300689697,1962-07-09
0.9760399460792542,1962-07-10
1.0185513496398926,1962-07-11
1.0311343669891357,1962-07-12
1.02365243434906,1962-07-13
1.040656566619873,1962-07-16
1.006988763809204,1962-07-17
0.9937251210212708,1962-07-18
0.9998463988304138,1962-07-19
1.012089490890503,1962-07-20
1.0148099660873413,1962-07-23
0.9882835149765015,1962-07-24
0.9998463988304138,1962-07-25
1.0052881240844727,1962-07-26
1.0226320028305054,1962-07-27
1.0539193153381348,1962-07-30
1.0529003143310547,1962-07-31
1.02365243434906,1962-08-01
1.0494986772537231,1962-08-02
1.0474578142166138,1962-08-03
1.0338548421859741,1962-08-06
1.0156915187835693,1962-08-07
1.0388212203979492,1962-08-08
1.0245344638824463,1962-08-09
1.0224937200546265,1962-08-10
1.0306566953659058,1962-08-13
1.0503867864608765,1962-08-14
1.0517466068267822,1962-08-15
1.0510668754577637,1962-08-16
1.059910535812378,1962-08-17
1.0714755058288574,1962-08-20
1.0687541961669922,1962-08-21
1.112973928451538,1962-08-22
1.1170552968978882,1962-08-23
1.112973928451538,1962-08-24
1.1102529764175415,1962-08-27
1.0707958936691284,1962-08-28
1.0639925003051758,1962-08-29
1.0551482439041138,1962-08-30
1.0782785415649414,1962-08-31
1.0544685125350952,1962-09-04
1.0422221422195435,1962-09-05
1.055828332901001,1962-09-06
1.0401815176010132,1962-09-07
1.0456238985061646,1962-09-10
1.0395013093948364,1962-09-11
1.0439236164093018,1962-09-12
1.043582558631897,1962-09-13
1.0565093755722046,1962-09-14
1.0748772621154785,1962-09-17
1.066713809967041,1962-09-18
1.0510668754577637,1962-09-19
1.0415430068969727,1962-09-20
1.0252152681350708,1962-09-21
0.9850773215293884,1962-09-24
1.0048058032989502,1962-09-25
0.9673895835876465,1962-09-26
0.9524226784706116,1962-09-27
0.9619470238685608,1962-09-28
0.9262314438819885,1962-10-01
0.9534430503845215,1962-10-02
0.9483410120010376,1962-10-03
0.9735113382339478,1962-10-04
0.980315089225769,1962-10-05
0.9789546728134155,1962-10-08
0.9966423511505127,1962-10-09
0.9772540926933289,1962-10-10
0.9687499403953552,1962-10-11
0.9667090177536011,1962-10-12
0.9986835718154907,1962-10-15
0.9728321433067322,1962-10-16
0.9837163090705872,1962-10-17
0.9663689732551575,1962-10-18
0.9473202228546143,1962-10-19
0.9333747029304504,1962-10-22
0.8979992866516113,1962-10-23
0.9252105951309204,1962-10-24
0.9211287498474121,1962-10-25
0.9020807147026062,1962-10-26
0.937456488609314,1962-10-29
0.9571844935417175,1962-10-30
0.9415378570556641,1962-10-31
0.9578648805618286,1962-11-01
0.9721516966819763,1962-11-02
0.9839228391647339,1962-11-05
0.9832429885864258,1962-11-07
0.9669122695922852,1962-11-08
0.9832429885864258,1962-11-09
1.0165847539901733,1962-11-12
0.998211681842804,1962-11-13
1.01930570602417,1962-11-14
1.0138628482818604,1962-11-15
1.0301939249038696,1962-11-16
1.0125013589859009,1962-11-19
1.0244090557098389,1962-11-20
1.0267908573150635,1962-11-21
1.056050181388855,1962-11-23
1.0580919981002808,1962-11-26
1.0744227170944214,1962-11-27
1.081907033920288,1962-11-28
1.0914326906204224,1962-11-29
1.0846288204193115,1962-11-30
1.0655769109725952,1962-12-03
1.0893921852111816,1962-12-04
1.0853091478347778,1962-12-05
1.0846288204193115,1962-12-06
1.081907033920288,1962-12-07
1.058772087097168,1962-12-10
1.0546900033950806,1962-12-11
1.0717005729675293,1962-12-12
1.056050181388855,1962-12-13
1.0601332187652588,1962-12-14
1.0478847026824951,1962-12-17
1.0403999090194702,1962-12-18
1.0672779083251953,1962-12-19
1.0672779083251953,1962-12-20
1.048565149307251,1962-12-21
1.0723810195922852,1962-12-24
1.0717005729675293,1962-12-26
1.0642160177230835,1962-12-27
1.068298578262329,1962-12-28
1.0614944696426392,1962-12-31
1.0472038984298706,1963-01-02
1.0791853666305542,1963-01-03
1.08054518699646,1963-01-04
1.0717005729675293,1963-01-07
1.098238229751587,1963-01-08
1.098918080329895,1963-01-09
1.10640287399292,1963-01-10
1.1098045110702515,1963-01-11
1.1274975538253784,1963-01-14
1.129537582397461,1963-01-15
1.111847162246704,1963-01-16
1.126136064529419,1963-01-17
1.1227328777313232,1963-01-18
1.126816987991333,1963-01-21
1.1288583278656006,1963-01-22
1.1274975538253784,1963-01-23
1.132260799407959,1963-01-24
1.139063835144043,1963-01-25
1.1553946733474731,1963-01-28
1.1479099988937378,1963-01-29
1.1417855024337769,1963-01-30
1.1533536911010742,1963-01-31
1.1533536911010742,1963-02-01
1.143828272819519,1963-02-04
1.1461418867111206,1963-02-05
1.138655424118042,1963-02-06
1.1406980752944946,1963-02-07
1.1434189081192017,1963-02-08
1.1372942924499512,1963-02-11
1.1393356323242188,1963-02-12
1.136613368988037,1963-02-13
1.1372942924499512,1963-02-14
1.1400165557861328,1963-02-15
1.1376339197158813,1963-02-18
1.128446102142334,1963-02-19
1.1189178228378296,1963-02-20
1.116875171661377,1963-02-21
1.0998613834381104,1963-02-25
1.1073471307754517,1963-02-26
1.1032638549804688,1963-02-27
1.088290810585022,1963-02-28
1.0814837217330933,1963-03-01
1.0984997749328613,1963-03-04
1.0937345027923584,1963-03-05
1.1022433042526245,1963-03-06
1.112792730331421,1963-03-07
1.1121115684509277,1963-03-08
1.1114311218261719,1963-03-11
1.1107503175735474,1963-03-12
1.112792730331421,1963-03-13
1.1161953210830688,1963-03-14
1.1250426769256592,1963-03-15
1.1148332357406616,1963-03-18
1.1161953210830688,1963-03-19
1.1270846128463745,1963-03-20
1.1195979118347168,1963-03-21
1.1277656555175781,1963-03-22
1.1257233619689941,1963-03-25
1.1332098245620728,1963-03-26
1.1461418867111206,1963-03-27
1.1454613208770752,1963-03-28
1.1461418867111206,1963-03-29
1.1461418867111206,1963-04-01
1.136613368988037,1963-04-02
1.1495442390441895,1963-04-03
1.1675806045532227,1963-04-04
1.2033123970031738,1963-04-05
1.2240711450576782,1963-04-08
1.2107990980148315,1963-04-09
1.204332947731018,1963-04-10
1.2148830890655518,1963-04-11
1.2142027616500854,1963-04-15
1.2053539752960205,1963-04-16
1.1992286443710327,1963-04-17
1.1992286443710327,1963-04-18
1.2250920534133911,1963-04-19
1.244149088859558,1963-04-22
1.2550380229949951,1963-04-23
1.2591229677200317,1963-04-24
1.2649083137512207,1963-04-25
1.2795411348342896,1963-04-26
1.2754576206207275,1963-04-29
1.2625253200531006,1963-04-30
1.265928030014038,1963-05-01
1.276137351989746,1963-05-02
1.267290472984314,1963-05-03
1.2475522756576538,1963-05-06
1.2533557415008545,1963-05-07
1.2798199653625488,1963-05-08
1.2811827659606934,1963-05-09
1.2934354543685913,1963-05-10
1.283224105834961,1963-05-13
1.2811827659606934,1963-05-14
1.2852649688720703,1963-05-15
1.2798199653625488,1963-05-16
1.2716503143310547,1963-05-17
1.2600784301757812,1963-05-20
1.2716503143310547,1963-05-21
1.2689281702041626,1963-05-22
1.2648439407348633,1963-05-23
1.2607585191726685,1963-05-24
1.2471431493759155,1963-05-27
1.252589225769043,1963-05-28
1.2798199653625488,1963-05-29
1.299561619758606,1963-05-31
1.2886700630187988,1963-06-03
1.2907116413116455,1963-06-04
1.2798199653625488,1963-06-05
1.2798199653625488,1963-06-06
1.2750548124313354,1963-06-07
1.2587177753448486,1963-06-10
1.2662044763565063,1963-06-11
1.2750548124313354,1963-06-12
1.2621204853057861,1963-06-13
1.261439561843872,1963-06-14
1.2505475282669067,1963-06-17
1.2485053539276123,1963-06-18
1.244421124458313,1963-06-19
1.2382943630218506,1963-06-20
1.2403358221054077,1963-06-21
1.2226357460021973,1963-06-24
1.2165099382400513,1963-06-25
1.1947259902954102,1963-06-26
1.1824727058410645,1963-06-27
1.187917709350586,1963-06-28
1.1613695621490479,1963-07-01
1.194044589996338,1963-07-02
1.2028939723968506,1963-07-03
1.2117445468902588,1963-07-05
1.1872377395629883,1963-07-08
1.2005118131637573,1963-07-09
1.1899603605270386,1963-07-10
1.1817915439605713,1963-07-11
1.1749839782714844,1963-07-12
1.1777070760726929,1963-07-15
1.185194969177246,1963-07-16
1.1790668964385986,1963-07-17
1.169538140296936,1963-07-18
1.1688569784164429,1963-07-19
1.165453314781189,1963-07-22
1.162049412727356,1963-07-23
1.166815161705017,1963-07-24
1.1681770086288452,1963-07-25
1.1749839782714844,1963-07-26
1.1790668964385986,1963-07-29
1.206298828125,1963-07-30
1.1831532716751099,1963-07-31
1.1845154762268066,1963-08-01
1.1763451099395752,1963-08-02
1.1920039653778076,1963-08-05
1.2031691074371338,1963-08-06
1.1905722618103027,1963-08-07
1.1956801414489746,1963-08-08
1.2079360485076904,1963-08-09
1.213383674621582,1963-08-12
1.2372157573699951,1963-08-13
1.2447054386138916,1963-08-14
1.2365347146987915,1963-08-15
1.2324484586715698,1963-08-16
1.2310872077941895,1963-08-19
1.2161058187484741,1963-08-20
1.2222340106964111,1963-08-21
1.2324484586715698,1963-08-22
1.2215543985366821,1963-08-23
1.225639820098877,1963-08-26
1.203850507736206,1963-08-27
1.2079360485076904,1963-08-28
1.2052128314971924,1963-08-29
1.211340069770813,1963-08-30
1.2188299894332886,1963-09-03
1.220192790031433,1963-09-04
1.2270009517669678,1963-09-05
1.2487906217575073,1963-09-06
1.2433433532714844,1963-09-09
1.2474281787872314,1963-09-10
1.2447054386138916,1963-09-11
1.2433433532714844,1963-09-12
1.2406190633773804,1963-09-13
1.239258885383606,1963-09-16
1.2395994663238525,1963-09-17
1.225639820098877,1963-09-18
1.2372157573699951,1963-09-19
1.2433433532714844,1963-09-20
1.2378957271575928,1963-09-23
1.2596865892410278,1963-09-24
1.2474281787872314,1963-09-25
1.2263203859329224,1963-09-26
1.2215543985366821,1963-09-27
1.2310872077941895,1963-09-30
1.224958896636963,1963-10-01
1.2235963344573975,1963-10-02
1.2447054386138916,1963-10-03
1.256961703300476,1963-10-04
1.2787511348724365,1963-10-07
1.2596865892410278,1963-10-08
1.2596865892410278,1963-10-09
1.267857313156128,1963-10-10
1.277388572692871,1963-10-11
1.296454906463623,1963-10-14
1.3019020557403564,1963-10-15
1.3352659940719604,1963-10-16
1.340713620185852,1963-10-17
1.3475227355957031,1963-10-18
1.3454797267913818,1963-10-21
1.3236907720565796,1963-10-22
1.3155194520950317,1963-10-23
1.3209677934646606,1963-10-24
1.3441179990768433,1963-10-25
1.3543330430984497,1963-10-28
1.337990403175354,1963-10-29
1.318924903869629,1963-10-30
1.3454797267913818,1963-10-31
1.3305001258850098,1963-11-01
1.3185807466506958,1963-11-04
1.307684302330017,1963-11-06
1.3117700815200806,1963-11-07
1.3199419975280762,1963-11-08
1.3267532587051392,1963-11-11
1.3294779062271118,1963-11-12
1.3335645198822021,1963-11-13
1.3267532587051392,1963-11-14
1.3213056325912476,1963-11-15
1.3090463876724243,1963-11-18
1.286569595336914,1963-11-19
1.2858883142471313,1963-11-20
1.2640944719314575,1963-11-21
1.2675001621246338,1963-11-22
1.2838455438613892,1963-11-26
1.3022351264953613,1963-11-27
1.321986198425293,1963-11-29
1.340376615524292,1963-12-02
1.3335645198822021,1963-12-03
1.3158560991287231,1963-12-04
1.3281162977218628,1963-12-05
1.3199419975280762,1963-12-06
1.3185807466506958,1963-12-09
1.3104079961776733,1963-12-10
1.307684302330017,1963-12-11
1.2947425842285156,1963-12-12
1.2947425842285156,1963-12-13
1.2967859506607056,1963-12-16
1.3172181844711304,1963-12-17
1.3172181844711304,1963-12-18
1.3158560991287231,1963-12-19
1.3172181844711304,1963-12-20
1.3158560991287231,1963-12-23
1.3199419975280762,1963-12-24
1.336289644241333,1963-12-26
1.3444620370864868,1963-12-27
1.3594454526901245,1963-12-30
1.3812412023544312,1963-12-31
1.4084852933883667,1964-01-02
1.389413595199585,1964-01-03
1.3935002088546753,1964-01-06
1.38396418094635,1964-01-07
1.3975872993469238,1964-01-08
1.439814567565918,1964-01-09
1.4520728588104248,1964-01-10
1.460245966911316,1964-01-13
1.4575225114822388,1964-01-14
1.5283550024032593,1964-01-15
1.4983879327774048,1964-01-16
1.5065606832504272,1964-01-17
1.503835678100586,1964-01-20
1.4765933752059937,1964-01-21
1.4902145862579346,1964-01-22
1.4970245361328125,1964-01-23
1.4874900579452515,1964-01-24
1.471143126487732,1964-01-27
1.4547984600067139,1964-01-28
1.4275543689727783,1964-01-29
1.4411760568618774,1964-01-30
1.4765933752059937,1964-01-31
1.4738682508468628,1964-02-03
1.4701215028762817,1964-02-04
1.4605835676193237,1964-02-05
1.4605835676193237,1964-02-06
1.4633090496063232,1964-02-07
1.4714828729629517,1964-02-10
1.476934552192688,1964-02-11
1.4878337383270264,1964-02-12
1.5096335411071777,1964-02-13
1.5137202739715576,1964-02-14
1.506908893585205,1964-02-17
1.5096335411071777,1964-02-18
1.5096335411071777,1964-02-19
1.5137202739715576,1964-02-20
1.5171279907226562,1964-02-24
1.553233027458191,1964-02-25
1.568220853805542,1964-02-26
1.5436959266662598,1964-02-27
1.55050790309906,1964-02-28
1.5382471084594727,1964-03-02
1.536882758140564,1964-03-03
1.5205328464508057,1964-03-04
1.532796025276184,1964-03-05
1.5477839708328247,1964-03-06
1.5477839708328247,1964-03-09
1.5491443872451782,1964-03-10
1.5675396919250488,1964-03-11
1.594106912612915,1964-03-12
1.6036449670791626,1964-03-13
1.5927445888519287,1964-03-16
1.590020775794983,1964-03-17
1.579802393913269,1964-03-18
1.5729889869689941,1964-03-19
1.565495491027832,1964-03-20
1.5804827213287354,1964-03-23
1.5859334468841553,1964-03-24
1.5981950759887695,1964-03-25
1.6036449670791626,1964-03-26
1.6050070524215698,1964-03-30
1.6193135976791382,1964-03-31
1.6220382452011108,1964-04-01
1.629531979560852,1964-04-02
1.6308954954147339,1964-04-03
1.6268081665039062,1964-04-06
1.6029653549194336,1964-04-07
1.5927445888519287,1964-04-08
1.5947906970977783,1964-04-09
1.6261259317398071,1964-04-10
1.6084134578704834,1964-04-13
1.5968326330184937,1964-04-14
1.5913830995559692,1964-04-15
1.5866146087646484,1964-04-16
1.5954703092575073,1964-04-17
1.5859334468841553,1964-04-20
1.6077324151992798,1964-04-21
1.618633508682251,1964-04-22
1.5913830995559692,1964-04-23
1.5886574983596802,1964-04-24
1.5832066535949707,1964-04-27
1.590020775794983,1964-04-28
1.570945143699646,1964-04-29
1.5539145469665527,1964-04-30
1.5791202783584595,1964-05-01
1.5913830995559692,1964-05-04
1.5934263467788696,1964-05-05
1.5913830995559692,1964-05-06
1.5893391370773315,1964-05-07
1.5927445888519287,1964-05-08
1.5913830995559692,1964-05-11
1.5981950759887695,1964-05-12
1.6002393960952759,1964-05-13
1.5927445888519287,1964-05-14
1.6009196043014526,1964-05-15
1.6111392974853516,1964-05-18
1.628170132637024,1964-05-19
1.6528645753860474,1964-05-20
1.66563880443573,1964-05-21
1.672451376914978,1964-05-22
1.6473236083984375,1964-05-25
1.642212986946106,1964-05-26
1.62347412109375,1964-05-27
1.6353983879089355,1964-05-28
1.6124008893966675,1964-06-01
1.6200658082962036,1964-06-02
1.6013274192810059,1964-06-03
1.5732197761535645,1964-06-04
1.5808857679367065,1964-06-05
1.5706639289855957,1964-06-08
1.6013274192810059,1964-06-09
1.5911064147949219,1964-06-10
1.5979198217391968,1964-06-11
1.6098467111587524,1964-06-12
1.6217706203460693,1964-06-15
1.6328438520431519,1964-06-16
1.642212986946106,1964-06-17
1.626880407333374,1964-06-18
1.6336952447891235,1964-06-19
1.6379528045654297,1964-06-22
1.631140112876892,1964-06-23
1.6396573781967163,1964-06-24
1.6388061046600342,1964-06-25
1.628584861755371,1964-06-26
1.6260287761688232,1964-06-29
1.6251782178878784,1964-06-30
1.6388061046600342,1964-07-01
1.6490263938903809,1964-07-02
1.6626558303833008,1964-07-06
1.6728770732879639,1964-07-07
1.6660631895065308,1964-07-08
1.6618032455444336,1964-07-09
1.6439168453216553,1964-07-10
1.6405093669891357,1964-07-13
1.6081418991088867,1964-07-14
1.6251782178878784,1964-07-15
1.6319921016693115,1964-07-16
1.6319921016693115,1964-07-17
1.6149555444717407,1964-07-20
1.6089941263198853,1964-07-21
1.6064391136169434,1964-07-22
1.6013274192810059,1964-07-23
1.5800330638885498,1964-07-24
1.572367787361145,1964-07-27
1.5689605474472046,1964-07-28
1.5830148458480835,1964-07-29
1.572367787361145,1964-07-30
1.5740714073181152,1964-07-31
1.5664054155349731,1964-08-03
1.5140067338943481,1964-08-04
1.5370111465454102,1964-08-05
1.5157109498977661,1964-08-06
1.5301951169967651,1964-08-07
1.5301951169967651,1964-08-10
1.51826810836792,1964-08-11
1.5284903049468994,1964-08-12
1.5421231985092163,1964-08-13
1.5233795642852783,1964-08-14
1.5250837802886963,1964-08-17
1.5259352922439575,1964-08-18
1.5114508867263794,1964-08-19
1.4790750741958618,1964-08-20
1.4961152076721191,1964-08-21
1.482909083366394,1964-08-24
1.4603312015533447,1964-08-25
1.4577747583389282,1964-08-26
1.4654436111450195,1964-08-27
1.491855502128601,1964-08-28
1.501227617263794,1964-08-31
1.5029304027557373,1964-09-01
1.506339192390442,1964-09-02
1.5140067338943481,1964-09-03
1.513580560684204,1964-09-04
1.5003740787506104,1964-09-08
1.4833357334136963,1964-09-09
1.4522360563278198,1964-09-10
1.449254035949707,1964-09-11
1.4040988683700562,1964-09-14
1.4194355010986328,1964-09-15
1.4539411067962646,1964-09-16
1.4790750741958618,1964-09-17
1.450107216835022,1964-09-18
1.4535150527954102,1964-09-21
1.450107216835022,1964-09-22
1.4654436111450195,1964-09-23
1.4722583293914795,1964-09-24
1.4952632188796997,1964-09-25
1.4833357334136963,1964-09-28
1.4910024404525757,1964-09-29
1.4875954389572144,1964-09-30
1.4816316366195679,1964-10-01
1.475666880607605,1964-10-02
1.4662948846817017,1964-10-05
1.4484037160873413,1964-10-06
1.450107216835022,1964-10-07
1.4603312015533447,1964-10-08
1.4688516855239868,1964-10-09
1.4586273431777954,1964-10-12
1.434770941734314,1964-10-13
1.438178539276123,1964-10-14
1.450107216835022,1964-10-15
1.4688516855239868,1964-10-16
1.4586273431777954,1964-10-19
1.4458472728729248,1964-10-20
1.4466992616653442,1964-10-21
1.4415873289108276,1964-10-22
1.4360486268997192,1964-10-23
1.4143221378326416,1964-10-26
1.4194355010986328,1964-10-27
1.427954912185669,1964-10-28
1.4330660104751587,1964-10-29
1.4313631057739258,1964-10-30
1.4215625524520874,1964-11-02
1.4215625524520874,1964-11-04
1.427527904510498,1964-11-05
1.4266754388809204,1964-11-06
1.4283802509307861,1964-11-09
1.4283802509307861,1964-11-10
1.4283802509307861,1964-11-11
1.4300850629806519,1964-11-12
1.453096628189087,1964-11-13
1.4726970195770264,1964-11-16
1.4692888259887695,1964-11-17
1.435198426246643,1964-11-18
1.435198426246643,1964-11-19
1.4513909816741943,1964-11-20
1.4420170783996582,1964-11-23
1.4283802509307861,1964-11-24
1.4215625524520874,1964-11-25
1.4198576211929321,1964-11-27
1.4062223434448242,1964-11-30
1.3891762495040894,1964-12-01
1.3908805847167969,1964-12-02
1.4062223434448242,1964-12-03
1.4215625524520874,1964-12-04
1.4198576211929321,1964-12-07
1.3908805847167969,1964-12-08
1.3878966569900513,1964-12-09
1.3942904472351074,1964-12-10
1.4087778329849243,1964-12-11
1.4011074304580688,1964-12-14
1.3998297452926636,1964-12-15
1.4011074304580688,1964-12-16
1.4079267978668213,1964-12-17
1.4147436618804932,1964-12-18
1.4147436618804932,1964-12-21
1.4113352298736572,1964-12-22
1.4011074304580688,1964-12-23
1.4096304178237915,1964-12-24
1.407073736190796,1964-12-28
1.3994038105010986,1964-12-29
1.4019601345062256,1964-12-30
1.3959949016571045,1964-12-31
1.3810800313949585,1965-01-04
1.377671718597412,1965-01-05
1.3934372663497925,1965-01-06
1.4241188764572144,1965-01-07
1.4488344192504883,1965-01-08
1.4394588470458984,1965-01-11
1.4428682327270508,1965-01-12
1.4454255104064941,1965-01-13
1.4590617418289185,1965-01-14
1.4820724725723267,1965-01-15
1.5008207559585571,1965-01-18
1.5136051177978516,1965-01-19
1.5127533674240112,1965-01-20
1.5101959705352783,1965-01-21
1.52298104763031,1965-01-22
1.5187194347381592,1965-01-25
1.5110496282577515,1965-01-26
1.5289450883865356,1965-01-27
1.5306509733200073,1965-01-28
1.5289450883865356,1965-01-29
1.5187194347381592,1965-02-01
1.5158209800720215,1965-02-02
1.5081472396850586,1965-02-03
1.530313491821289,1965-02-04
1.5192307233810425,1965-02-05
1.5038847923278809,1965-02-08
1.5226404666900635,1965-02-09
1.4987707138061523,1965-02-10
1.5004754066467285,1965-02-11
1.5034587383270264,1965-02-12
1.476603388786316,1965-02-15
1.4663734436035156,1965-02-16
1.474899172782898,1965-02-17
1.5124104022979736,1965-02-18
1.5260523557662964,1965-02-19
1.527755856513977,1965-02-23
1.5328707695007324,1965-02-24
1.5499236583709717,1965-02-25
1.5541833639144897,1965-02-26
1.5524802207946777,1965-03-01
1.5550386905670166,1965-03-02
1.5465128421783447,1965-03-03
1.530313491821289,1965-03-04
1.5413967370986938,1965-03-05
1.5490700006484985,1965-03-08
1.569530725479126,1965-03-09
1.5584475994110107,1965-03-10
1.5669727325439453,1965-03-11
1.5840238332748413,1965-03-12
1.5934031009674072,1965-03-15
1.5823183059692383,1965-03-16
1.5789088010787964,1965-03-17
1.5840238332748413,1965-03-18
1.5789088010787964,1965-03-19
1.5806143283843994,1965-03-22
1.5729414224624634,1965-03-23
1.5652674436569214,1965-03-24
1.5550386905670166,1965-03-25
1.5311657190322876,1965-03-26
1.5507738590240479,1965-03-29
1.5507738590240479,1965-03-30
1.5490700006484985,1965-03-31
1.5541833639144897,1965-04-01
1.5601528882980347,1965-04-02
1.5669727325439453,1965-04-05
1.5567424297332764,1965-04-06
1.5550386905670166,1965-04-07
1.5618579387664795,1965-04-08
1.6027799844741821,1965-04-09
1.6010751724243164,1965-04-12
1.60960054397583,1965-04-13
1.6113061904907227,1965-04-14
1.60960054397583,1965-04-15
1.6334723234176636,1965-04-19
1.6317660808563232,1965-04-20
1.624945878982544,1965-04-21
1.6351765394210815,1965-04-22
1.637732982635498,1965-04-23
1.6334723234176636,1965-04-26
1.6334723234176636,1965-04-27
1.6334723234176636,1965-04-28
1.636880874633789,1965-04-29
1.6539326906204224,1965-04-30
1.6488173007965088,1965-05-03
1.652740240097046,1965-05-04
1.6544452905654907,1965-05-05
1.6715025901794434,1965-05-06
1.6544452905654907,1965-05-07
1.6339786052703857,1965-05-10
1.637389063835144,1965-05-11
1.6540191173553467,1965-05-12
1.651034951210022,1965-05-13
1.6425055265426636,1965-05-14
1.6186288595199585,1965-05-17
1.6237452030181885,1965-05-18
1.6305670738220215,1965-05-19
1.6135122776031494,1965-05-20
1.5998653173446655,1965-05-21
1.569165587425232,1965-05-24
1.6066887378692627,1965-05-25
1.5930442810058594,1965-05-26
1.5913381576538086,1965-05-27
1.6305670738220215,1965-05-28
1.5981601476669312,1965-06-01
1.6203335523605347,1965-06-02
1.6066887378692627,1965-06-03
1.6186288595199585,1965-06-04
1.6169230937957764,1965-06-07
1.5981601476669312,1965-06-08
1.5640485286712646,1965-06-09
1.5452858209609985,1965-06-10
1.551256537437439,1965-06-11
1.5418763160705566,1965-06-14
1.5631953477859497,1965-06-15
1.558931827545166,1965-06-16
1.5785459280014038,1965-06-17
1.577693223953247,1965-06-18
1.570871353149414,1965-06-21
1.5640485286712646,1965-06-22
1.5606374740600586,1965-06-23
1.553815245628357,1965-06-24
1.523966670036316,1965-06-25
1.5094692707061768,1965-06-28
1.5350532531738281,1965-06-29
1.5623435974121094,1965-06-30
1.5725765228271484,1965-07-01
1.5845160484313965,1965-07-02
1.5717228651046753,1965-07-06
1.5623435974121094,1965-07-07
