BB,Date
3.1666669845581055,1999-06-18
3.3854169845581055,1999-06-21
3.3229169845581055,1999-06-22
3.1979169845581055,1999-06-23
3.0,1999-06-24
3.0,1999-06-25
3.2604169845581055,1999-06-28
3.375,1999-06-29
3.375,1999-06-30
3.28125,1999-07-01
3.4166669845581055,1999-07-02
3.5833330154418945,1999-07-06
3.6979169845581055,1999-07-07
3.6770830154418945,1999-07-08
3.6979169845581055,1999-07-09
3.96875,1999-07-12
3.9791669845581055,1999-07-13
4.2916669845581055,1999-07-14
4.3541669845581055,1999-07-15
4.2916669845581055,1999-07-16
4.3645830154418945,1999-07-19
3.7604169845581055,1999-07-20
4.2291669845581055,1999-07-21
4.6041669845581055,1999-07-22
4.5833330154418945,1999-07-23
4.0625,1999-07-26
3.9791669845581055,1999-07-27
3.9583330154418945,1999-07-28
4.0520830154418945,1999-07-29
3.8958330154418945,1999-07-30
3.8333330154418945,1999-08-02
3.59375,1999-08-03
3.0,1999-08-04
3.4166669845581055,1999-08-05
3.28125,1999-08-06
3.0625,1999-08-09
2.9895830154418945,1999-08-10
3.1770830154418945,1999-08-11
3.3125,1999-08-12
3.7291669845581055,1999-08-13
4.1458330154418945,1999-08-16
4.0,1999-08-17
4.2708330154418945,1999-08-18
4.4583330154418945,1999-08-19
4.9791669845581055,1999-08-20
5.0833330154418945,1999-08-23
4.7708330154418945,1999-08-24
4.8541669845581055,1999-08-25
4.8333330154418945,1999-08-26
5.0,1999-08-27
4.9166669845581055,1999-08-30
4.9583330154418945,1999-08-31
5.1041669845581055,1999-09-01
5.03125,1999-09-02
5.2083330154418945,1999-09-03
5.8229169845581055,1999-09-07
5.9583330154418945,1999-09-08
6.1666669845581055,1999-09-09
6.1354169845581055,1999-09-10
6.0833330154418945,1999-09-13
6.0520830154418945,1999-09-14
5.7916669845581055,1999-09-15
5.6458330154418945,1999-09-16
5.5520830154418945,1999-09-17
5.3854169845581055,1999-09-20
5.0416669845581055,1999-09-21
4.96875,1999-09-22
4.7916669845581055,1999-09-23
4.4166669845581055,1999-09-24
5.1458330154418945,1999-09-27
5.125,1999-09-28
5.0833330154418945,1999-09-29
5.15625,1999-09-30
4.9791669845581055,1999-10-01
5.0729169845581055,1999-10-04
4.9895830154418945,1999-10-05
4.9791669845581055,1999-10-06
4.9583330154418945,1999-10-07
5.15625,1999-10-08
5.5625,1999-10-11
5.4270830154418945,1999-10-12
5.2083330154418945,1999-10-13
5.2083330154418945,1999-10-14
5.03125,1999-10-15
4.8229169845581055,1999-10-18
4.9583330154418945,1999-10-19
5.125,1999-10-20
5.0520830154418945,1999-10-21
5.4583330154418945,1999-10-22
5.3958330154418945,1999-10-25
5.4479169845581055,1999-10-26
5.2395830154418945,1999-10-27
5.1666669845581055,1999-10-28
5.125,1999-10-29
5.2291669845581055,1999-11-01
5.2291669845581055,1999-11-02
5.625,1999-11-03
6.2291669845581055,1999-11-04
6.4479169845581055,1999-11-05
6.7083330154418945,1999-11-08
6.40625,1999-11-09
6.6145830154418945,1999-11-10
7.0416669845581055,1999-11-11
6.9791669845581055,1999-11-12
7.90625,1999-11-15
8.75,1999-11-16
9.166666984558105,1999-11-17
9.197916984558105,1999-11-18
9.135416984558105,1999-11-19
8.833333015441895,1999-11-22
8.145833015441895,1999-11-23
7.8541669845581055,1999-11-24
8.770833015441895,1999-11-26
8.958333015441895,1999-11-29
8.541666984558105,1999-11-30
9.0625,1999-12-01
9.208333015441895,1999-12-02
9.333333015441895,1999-12-03
9.416666984558105,1999-12-06
9.177083015441895,1999-12-07
8.635416984558105,1999-12-08
8.5625,1999-12-09
8.322916984558105,1999-12-10
8.208333015441895,1999-12-13
7.53125,1999-12-14
7.1875,1999-12-15
7.125,1999-12-16
7.9791669845581055,1999-12-17
7.1666669845581055,1999-12-20
7.7083330154418945,1999-12-21
7.1666669845581055,1999-12-22
7.375,1999-12-23
7.1145830154418945,1999-12-27
6.9166669845581055,1999-12-28
7.1666669845581055,1999-12-29
7.09375,1999-12-30
7.6979169845581055,1999-12-31
8.604166984558105,2000-01-03
8.53125,2000-01-04
8.270833015441895,2000-01-05
7.875,2000-01-06
8.104166984558105,2000-01-07
9.34375,2000-01-10
9.4375,2000-01-11
8.8125,2000-01-12
8.364583015441895,2000-01-13
8.229166984558105,2000-01-14
9.208333015441895,2000-01-18
12.020833015441895,2000-01-19
11.583333015441895,2000-01-20
11.59375,2000-01-21
11.958333015441895,2000-01-24
12.3125,2000-01-25
11.9375,2000-01-26
11.354166984558105,2000-01-27
10.583333015441895,2000-01-28
10.958333015441895,2000-01-31
11.666666984558105,2000-02-01
14.020833015441895,2000-02-02
15.229166984558105,2000-02-03
15.541666984558105,2000-02-04
17.145832061767578,2000-02-07
20.75,2000-02-08
18.666667938232422,2000-02-09
19.166667938232422,2000-02-10
17.666667938232422,2000-02-11
19.458332061767578,2000-02-14
18.6875,2000-02-15
17.666667938232422,2000-02-16
18.770832061767578,2000-02-17
18.083332061767578,2000-02-18
18.520832061767578,2000-02-22
19.708332061767578,2000-02-23
23.708332061767578,2000-02-24
23.15625,2000-02-25
24.625,2000-02-28
22.541667938232422,2000-02-29
24.5,2000-03-01
26.020832061767578,2000-03-02
25.114582061767578,2000-03-03
24.666667938232422,2000-03-06
23.625,2000-03-07
21.802082061767578,2000-03-08
23.020832061767578,2000-03-09
22.5,2000-03-10
21.791667938232422,2000-03-13
21.25,2000-03-14
20.010417938232422,2000-03-15
23.177082061767578,2000-03-16
22.145832061767578,2000-03-17
21.625,2000-03-20
20.510417938232422,2000-03-21
22.333332061767578,2000-03-22
22.3125,2000-03-23
24.625,2000-03-24
23.166667938232422,2000-03-27
21.083332061767578,2000-03-28
18.760417938232422,2000-03-29
16.583332061767578,2000-03-30
17.75,2000-03-31
14.166666984558105,2000-04-03
12.75,2000-04-04
13.833333015441895,2000-04-05
14.916666984558105,2000-04-06
16.59375,2000-04-07
14.0,2000-04-10
13.666666984558105,2000-04-11
7.625,2000-04-12
7.0833330154418945,2000-04-13
6.0833330154418945,2000-04-14
6.1041669845581055,2000-04-17
6.5,2000-04-18
7.0,2000-04-19
6.6770830154418945,2000-04-20
6.0,2000-04-24
6.9583330154418945,2000-04-25
6.6875,2000-04-26
6.75,2000-04-27
7.0833330154418945,2000-04-28
7.3333330154418945,2000-05-01
7.625,2000-05-02
7.1458330154418945,2000-05-03
6.8645830154418945,2000-05-04
7.0416669845581055,2000-05-05
6.8229169845581055,2000-05-08
6.3541669845581055,2000-05-09
6.0520830154418945,2000-05-10
6.1770830154418945,2000-05-11
6.2291669845581055,2000-05-12
6.1458330154418945,2000-05-15
6.5833330154418945,2000-05-16
6.2708330154418945,2000-05-17
6.0833330154418945,2000-05-18
5.65625,2000-05-19
5.125,2000-05-22
4.875,2000-05-23
4.6979169845581055,2000-05-24
4.3020830154418945,2000-05-25
4.1875,2000-05-26
5.0,2000-05-30
5.3645830154418945,2000-05-31
6.4791669845581055,2000-06-01
6.9375,2000-06-02
6.625,2000-06-05
6.8541669845581055,2000-06-06
7.0833330154418945,2000-06-07
7.4791669845581055,2000-06-08
7.8958330154418945,2000-06-09
7.6666669845581055,2000-06-12
7.7708330154418945,2000-06-13
7.625,2000-06-14
7.3125,2000-06-15
7.0416669845581055,2000-06-16
7.1666669845581055,2000-06-19
7.9166669845581055,2000-06-20
9.104166984558105,2000-06-21
9.791666984558105,2000-06-22
9.375,2000-06-23
8.833333015441895,2000-06-26
7.0833330154418945,2000-06-27
7.1354169845581055,2000-06-28
6.4791669845581055,2000-06-29
7.5416669845581055,2000-06-30
8.15625,2000-07-03
8.208333015441895,2000-07-05
8.552083015441895,2000-07-06
9.270833015441895,2000-07-07
8.979166984558105,2000-07-10
8.833333015441895,2000-07-11
10.041666984558105,2000-07-12
10.239583015441895,2000-07-13
10.4375,2000-07-14
10.822916984558105,2000-07-17
10.635416984558105,2000-07-18
9.916666984558105,2000-07-19
10.666666984558105,2000-07-20
10.208333015441895,2000-07-21
9.614583015441895,2000-07-24
9.75,2000-07-25
9.59375,2000-07-26
9.166666984558105,2000-07-27
8.4375,2000-07-28
9.03125,2000-07-31
8.958333015441895,2000-08-01
8.854166984558105,2000-08-02
8.552083015441895,2000-08-03
8.802083015441895,2000-08-04
9.497396469116211,2000-08-07
9.34375,2000-08-08
9.479166984558105,2000-08-09
9.166666984558105,2000-08-10
9.145833015441895,2000-08-11
9.822916984558105,2000-08-14
9.791666984558105,2000-08-15
10.03125,2000-08-16
10.5,2000-08-17
10.315103530883789,2000-08-18
9.958333015441895,2000-08-21
10.458333015441895,2000-08-22
10.34375,2000-08-23
10.5,2000-08-24
10.614583015441895,2000-08-25
10.614583015441895,2000-08-28
12.083333015441895,2000-08-29
11.895833015441895,2000-08-30
12.59375,2000-08-31
13.5,2000-09-01
14.25,2000-09-05
13.385416984558105,2000-09-06
13.208333015441895,2000-09-07
12.458333015441895,2000-09-08
12.114583015441895,2000-09-11
12.59375,2000-09-12
13.03125,2000-09-13
13.625,2000-09-14
13.833333015441895,2000-09-15
13.166666984558105,2000-09-18
13.083333015441895,2000-09-19
13.114583015441895,2000-09-20
13.8125,2000-09-21
12.864583015441895,2000-09-22
14.364583015441895,2000-09-25
15.583333015441895,2000-09-26
14.171875,2000-09-27
13.90625,2000-09-28
16.427082061767578,2000-09-29
17.208332061767578,2000-10-02
17.135417938232422,2000-10-03
17.666667938232422,2000-10-04
19.0,2000-10-05
18.625,2000-10-06
18.666667938232422,2000-10-09
17.0,2000-10-10
15.96875,2000-10-11
15.125,2000-10-12
16.583332061767578,2000-10-13
18.208332061767578,2000-10-16
19.166667938232422,2000-10-17
19.489582061767578,2000-10-18
20.40625,2000-10-19
19.5625,2000-10-20
20.5390625,2000-10-23
19.791667938232422,2000-10-24
17.6875,2000-10-25
17.083332061767578,2000-10-26
16.65625,2000-10-27
13.885416984558105,2000-10-30
16.666667938232422,2000-10-31
15.979166984558105,2000-11-01
17.75,2000-11-02
18.208332061767578,2000-11-03
17.416667938232422,2000-11-06
18.75,2000-11-07
18.3125,2000-11-08
16.322917938232422,2000-11-09
14.770833015441895,2000-11-10
13.71875,2000-11-13
15.875,2000-11-14
14.708333015441895,2000-11-15
13.833333015441895,2000-11-16
15.0,2000-11-17
14.197916984558105,2000-11-20
14.260416984558105,2000-11-21
11.989583015441895,2000-11-22
12.84375,2000-11-24
12.916666984558105,2000-11-27
11.041666984558105,2000-11-28
9.708333015441895,2000-11-29
10.833333015441895,2000-11-30
12.4375,2000-12-01
12.104166984558105,2000-12-04
14.21875,2000-12-05
14.3125,2000-12-06
14.958333015441895,2000-12-07
15.791666984558105,2000-12-08
16.59375,2000-12-11
15.958333015441895,2000-12-12
14.84375,2000-12-13
13.802083015441895,2000-12-14
14.302083015441895,2000-12-15
14.041666984558105,2000-12-18
13.458333015441895,2000-12-19
12.5,2000-12-20
10.989583015441895,2000-12-21
13.3125,2000-12-22
13.125,2000-12-26
12.864583015441895,2000-12-27
13.294271469116211,2000-12-28
13.333333015441895,2000-12-29
9.729166984558105,2001-01-02
11.666666984558105,2001-01-03
9.583333015441895,2001-01-04
7.9375,2001-01-05
7.9479169845581055,2001-01-08
8.15625,2001-01-09
8.760416984558105,2001-01-10
9.572916984558105,2001-01-11
9.416666984558105,2001-01-12
9.020833015441895,2001-01-16
9.520833015441895,2001-01-17
9.6875,2001-01-18
9.989583015441895,2001-01-19
10.427083015441895,2001-01-22
11.552083015441895,2001-01-23
11.989583015441895,2001-01-24
10.739583015441895,2001-01-25
11.927083015441895,2001-01-26
12.416666984558105,2001-01-29
11.739583015441895,2001-01-30
10.96875,2001-01-31
10.916666984558105,2001-02-01
9.791666984558105,2001-02-02
10.4375,2001-02-05
9.927083015441895,2001-02-06
9.541666984558105,2001-02-07
9.5625,2001-02-08
9.260416984558105,2001-02-09
9.1875,2001-02-12
8.78125,2001-02-13
8.885416984558105,2001-02-14
9.59375,2001-02-15
8.789063453674316,2001-02-16
7.8229169845581055,2001-02-20
7.53125,2001-02-21
7.2708330154418945,2001-02-22
6.8333330154418945,2001-02-23
7.6041669845581055,2001-02-26
6.78125,2001-02-27
6.4479169845581055,2001-02-28
6.9791669845581055,2001-03-01
6.9583330154418945,2001-03-02
6.6354169845581055,2001-03-05
7.0833330154418945,2001-03-06
7.75,2001-03-07
7.1666669845581055,2001-03-08
6.7291669845581055,2001-03-09
6.196667194366455,2001-03-12
6.938333034515381,2001-03-13
6.228332996368408,2001-03-14
5.506667137145996,2001-03-15
4.364999771118164,2001-03-16
4.9166669845581055,2001-03-19
4.118332862854004,2001-03-20
4.070000171661377,2001-03-21
4.065000057220459,2001-03-22
4.488333225250244,2001-03-23
4.150000095367432,2001-03-26
4.113333225250244,2001-03-27
3.375,2001-03-28
3.494999885559082,2001-03-29
3.6616671085357666,2001-03-30
3.2300000190734863,2001-04-02
2.983333110809326,2001-04-03
3.12166690826416,2001-04-04
3.733333110809326,2001-04-05
3.4700000286102295,2001-04-06
3.6583330631256104,2001-04-09
4.125,2001-04-10
3.6549999713897705,2001-04-11
4.711667060852051,2001-04-12
4.4716668128967285,2001-04-16
4.826666831970215,2001-04-17
5.943333148956299,2001-04-18
6.336667060852051,2001-04-19
6.02666711807251,2001-04-20
5.133333206176758,2001-04-23
5.260000228881836,2001-04-24
5.368332862854004,2001-04-25
5.130000114440918,2001-04-26
5.3566670417785645,2001-04-27
5.6533331871032715,2001-04-30
5.690000057220459,2001-05-01
5.8333330154418945,2001-05-02
5.623332977294922,2001-05-03
5.863333225250244,2001-05-04
5.683332920074463,2001-05-07
5.744999885559082,2001-05-08
5.204999923706055,2001-05-09
5.014999866485596,2001-05-10
4.728332996368408,2001-05-11
4.668333053588867,2001-05-14
4.978332996368408,2001-05-15
5.5833330154418945,2001-05-16
5.724999904632568,2001-05-17
6.019999980926514,2001-05-18
6.519999980926514,2001-05-21
6.6483330726623535,2001-05-22
6.138332843780518,2001-05-23
6.263332843780518,2001-05-24
6.175000190734863,2001-05-25
5.861667156219482,2001-05-29
5.316667079925537,2001-05-30
5.436666965484619,2001-05-31
5.948332786560059,2001-06-01
5.900000095367432,2001-06-04
6.3333330154418945,2001-06-05
5.783332824707031,2001-06-06
5.998332977294922,2001-06-07
5.46999979019165,2001-06-08
5.281667232513428,2001-06-11
5.141666889190674,2001-06-12
5.070000171661377,2001-06-13
4.636666774749756,2001-06-14
4.5883331298828125,2001-06-15
4.203332901000977,2001-06-18
4.215000152587891,2001-06-19
4.590000152587891,2001-06-20
4.900000095367432,2001-06-21
4.690000057220459,2001-06-22
4.7133331298828125,2001-06-25
4.659999847412109,2001-06-26
4.933332920074463,2001-06-27
5.110000133514404,2001-06-28
5.375,2001-06-29
5.233333110809326,2001-07-02
5.4116668701171875,2001-07-03
5.066667079925537,2001-07-05
4.826666831970215,2001-07-06
4.909999847412109,2001-07-09
4.573332786560059,2001-07-10
4.5,2001-07-11
4.983333110809326,2001-07-12
4.875,2001-07-13
4.670000076293945,2001-07-16
4.7083330154418945,2001-07-17
4.550000190734863,2001-07-18
4.591667175292969,2001-07-19
4.644999980926514,2001-07-20
4.0,2001-07-23
3.913332939147949,2001-07-24
3.8416669368743896,2001-07-25
4.1016669273376465,2001-07-26
4.045000076293945,2001-07-27
4.090000152587891,2001-07-30
3.9216670989990234,2001-07-31
3.853332996368408,2001-08-01
4.508333206176758,2001-08-02
4.179999828338623,2001-08-03
4.076666831970215,2001-08-06
3.9716670513153076,2001-08-07
3.691667079925537,2001-08-08
3.8350000381469727,2001-08-09
3.6983330249786377,2001-08-10
3.8416669368743896,2001-08-13
3.8350000381469727,2001-08-14
3.700000047683716,2001-08-15
3.683332920074463,2001-08-16
3.381666898727417,2001-08-17
3.0933330059051514,2001-08-20
2.728332996368408,2001-08-21
2.936666965484619,2001-08-22
2.983333110809326,2001-08-23
3.201667070388794,2001-08-24
3.0799999237060547,2001-08-27
2.884999990463257,2001-08-28
2.748332977294922,2001-08-29
2.7899999618530273,2001-08-30
2.809999942779541,2001-08-31
2.62833309173584,2001-09-04
2.559999942779541,2001-09-05
2.4816670417785645,2001-09-06
2.4533329010009766,2001-09-07
2.456666946411133,2001-09-10
2.4666669368743896,2001-09-17
2.359999895095825,2001-09-18
2.5083329677581787,2001-09-19
2.5566670894622803,2001-09-20
2.5999999046325684,2001-09-21
2.8466670513153076,2001-09-24
2.7233328819274902,2001-09-25
2.581666946411133,2001-09-26
2.625,2001-09-27
2.680000066757202,2001-09-28
2.3983330726623535,2001-10-01
2.5183329582214355,2001-10-02
2.625,2001-10-03
2.576667070388794,2001-10-04
2.5366671085357666,2001-10-05
2.5333330631256104,2001-10-08
2.49666690826416,2001-10-09
2.490000009536743,2001-10-10
2.7583329677581787,2001-10-11
2.74666690826416,2001-10-12
2.876667022705078,2001-10-15
3.163332939147949,2001-10-16
2.793333053588867,2001-10-17
2.869999885559082,2001-10-18
2.8550000190734863,2001-10-19
2.8283329010009766,2001-10-22
2.803333044052124,2001-10-23
2.9083330631256104,2001-10-24
3.0250000953674316,2001-10-25
2.9766669273376465,2001-10-26
2.869999885559082,2001-10-29
2.751667022705078,2001-10-30
2.7100000381469727,2001-10-31
2.7583329677581787,2001-11-01
2.74666690826416,2001-11-02
2.863332986831665,2001-11-05
3.0333330631256104,2001-11-06
3.0416669845581055,2001-11-07
3.130000114440918,2001-11-08
3.136667013168335,2001-11-09
3.2100000381469727,2001-11-12
3.4033329486846924,2001-11-13
3.7216670513153076,2001-11-14
3.441667079925537,2001-11-15
3.674999952316284,2001-11-16
3.9649999141693115,2001-11-19
3.7233328819274902,2001-11-20
3.566667079925537,2001-11-21
3.603332996368408,2001-11-23
3.743333101272583,2001-11-26
3.766666889190674,2001-11-27
3.5233330726623535,2001-11-28
3.631666898727417,2001-11-29
3.631666898727417,2001-11-30
3.561666965484619,2001-12-03
3.6700000762939453,2001-12-04
3.7733330726623535,2001-12-05
4.073332786560059,2001-12-06
3.913332939147949,2001-12-07
3.9000000953674316,2001-12-10
4.0833330154418945,2001-12-11
4.243332862854004,2001-12-12
3.9733328819274902,2001-12-13
3.928333044052124,2001-12-14
4.033332824707031,2001-12-17
3.8350000381469727,2001-12-18
3.549999952316284,2001-12-19
3.2916669845581055,2001-12-20
3.748332977294922,2001-12-21
3.641666889190674,2001-12-24
3.618333101272583,2001-12-26
3.7850000858306885,2001-12-27
3.9483330249786377,2001-12-28
3.9533329010009766,2001-12-31
4.0833330154418945,2002-01-02
4.429999828338623,2002-01-03
4.4166669845581055,2002-01-04
4.2683329582214355,2002-01-07
4.079999923706055,2002-01-08
3.9049999713897705,2002-01-09
3.873332977294922,2002-01-10
3.961667060852051,2002-01-11
3.7750000953674316,2002-01-14
3.7166669368743896,2002-01-15
3.565000057220459,2002-01-16
3.733333110809326,2002-01-17
3.6600000858306885,2002-01-18
3.5199999809265137,2002-01-22
3.5250000953674316,2002-01-23
3.913332939147949,2002-01-24
3.75333309173584,2002-01-25
3.711667060852051,2002-01-28
3.978332996368408,2002-01-29
4.0883331298828125,2002-01-30
4.2683329582214355,2002-01-31
4.181666851043701,2002-02-01
3.9000000953674316,2002-02-04
3.8566670417785645,2002-02-05
3.7083330154418945,2002-02-06
3.706666946411133,2002-02-07
3.7200000286102295,2002-02-08
3.896667003631592,2002-02-11
3.984999895095825,2002-02-12
3.9316670894622803,2002-02-13
3.8183329105377197,2002-02-14
3.816667079925537,2002-02-15
3.798332929611206,2002-02-19
3.75,2002-02-20
3.75333309173584,2002-02-21
3.6616671085357666,2002-02-22
3.825000047683716,2002-02-25
3.858333110809326,2002-02-26
3.933332920074463,2002-02-27
3.815000057220459,2002-02-28
3.978332996368408,2002-03-01
4.2866668701171875,2002-03-04
4.3383331298828125,2002-03-05
4.553332805633545,2002-03-06
4.656667232513428,2002-03-07
4.616666793823242,2002-03-08
4.691667079925537,2002-03-11
4.881667137145996,2002-03-12
4.716667175292969,2002-03-13
4.644999980926514,2002-03-14
4.513332843780518,2002-03-15
4.581666946411133,2002-03-18
4.566667079925537,2002-03-19
4.381667137145996,2002-03-20
4.341667175292969,2002-03-21
4.366666793823242,2002-03-22
4.2916669845581055,2002-03-25
4.488333225250244,2002-03-26
4.565000057220459,2002-03-27
4.62833309173584,2002-03-28
4.858333110809326,2002-04-01
4.638332843780518,2002-04-02
4.331666946411133,2002-04-03
4.420000076293945,2002-04-04
4.2733330726623535,2002-04-05
3.9433329105377197,2002-04-08
3.876667022705078,2002-04-09
3.365000009536743,2002-04-10
3.326667070388794,2002-04-11
3.3983330726623535,2002-04-12
3.4700000286102295,2002-04-15
3.6666669845581055,2002-04-16
3.630000114440918,2002-04-17
3.516666889190674,2002-04-18
3.478332996368408,2002-04-19
3.311666965484619,2002-04-22
3.255000114440918,2002-04-23
3.1066670417785645,2002-04-24
3.103332996368408,2002-04-25
3.015000104904175,2002-04-26
2.8499999046325684,2002-04-29
2.950000047683716,2002-04-30
3.0,2002-05-01
2.8883330821990967,2002-05-02
2.733333110809326,2002-05-03
2.7233328819274902,2002-05-06
2.759999990463257,2002-05-07
3.049999952316284,2002-05-08
2.694999933242798,2002-05-09
2.561666965484619,2002-05-10
2.6616671085357666,2002-05-13
2.7916669845581055,2002-05-14
2.8483328819274902,2002-05-15
2.880000114440918,2002-05-16
2.859999895095825,2002-05-17
2.808332920074463,2002-05-20
2.788332939147949,2002-05-21
2.7916669845581055,2002-05-22
2.7833330631256104,2002-05-23
2.74666690826416,2002-05-24
2.6500000953674316,2002-05-28
2.49666690826416,2002-05-29
2.441667079925537,2002-05-30
2.5199999809265137,2002-05-31
2.4083330631256104,2002-06-03
2.5,2002-06-04
2.3333330154418945,2002-06-05
2.196666955947876,2002-06-06
2.234999895095825,2002-06-07
2.255000114440918,2002-06-10
2.2633330821990967,2002-06-11
2.2033329010009766,2002-06-12
2.0933330059051514,2002-06-13
2.081666946411133,2002-06-14
2.0899999141693115,2002-06-17
2.011667013168335,2002-06-18
1.975000023841858,2002-06-19
1.934999942779541,2002-06-20
1.9133330583572388,2002-06-21
1.963333010673523,2002-06-24
1.899999976158142,2002-06-25
1.9216669797897339,2002-06-26
1.9033329486846924,2002-06-27
1.8966670036315918,2002-06-28
1.7983330488204956,2002-07-01
1.7433329820632935,2002-07-02
2.119999885559082,2002-07-03
2.2249999046325684,2002-07-05
2.1333329677581787,2002-07-08
2.1716670989990234,2002-07-09
2.1333329677581787,2002-07-10
2.2216670513153076,2002-07-11
2.303333044052124,2002-07-12
2.3833329677581787,2002-07-15
2.4916670322418213,2002-07-16
2.3416669368743896,2002-07-17
2.206666946411133,2002-07-18
2.1500000953674316,2002-07-19
2.266666889190674,2002-07-22
2.168333053588867,2002-07-23
2.140000104904175,2002-07-24
1.9583330154418945,2002-07-25
1.9183330535888672,2002-07-26
2.0,2002-07-29
2.1383330821990967,2002-07-30
1.9566669464111328,2002-07-31
1.840000033378601,2002-08-01
1.7416670322418213,2002-08-02
1.5916670560836792,2002-08-05
1.6983330249786377,2002-08-06
1.6649999618530273,2002-08-07
1.7316670417785645,2002-08-08
1.7416670322418213,2002-08-09
1.6533329486846924,2002-08-12
1.6466670036315918,2002-08-13
1.7483329772949219,2002-08-14
1.7233330011367798,2002-08-15
1.7450000047683716,2002-08-16
1.9183330535888672,2002-08-19
2.063333034515381,2002-08-20
2.069999933242798,2002-08-21
2.1066670417785645,2002-08-22
1.976667046546936,2002-08-23
1.988332986831665,2002-08-26
1.9066669940948486,2002-08-27
1.7983330488204956,2002-08-28
1.8300000429153442,2002-08-29
1.7666670083999634,2002-08-30
1.659999966621399,2002-09-03
1.6516669988632202,2002-09-04
1.7000000476837158,2002-09-05
1.7400000095367432,2002-09-06
1.75,2002-09-09
1.7450000047683716,2002-09-10
1.7916669845581055,2002-09-11
1.6933330297470093,2002-09-12
1.6766669750213623,2002-09-13
1.6666669845581055,2002-09-16
1.661666989326477,2002-09-17
1.5800000429153442,2002-09-18
1.5499999523162842,2002-09-19
1.5266669988632202,2002-09-20
1.5033329725265503,2002-09-23
1.4483330249786377,2002-09-24
1.553333044052124,2002-09-25
1.5499999523162842,2002-09-26
1.5433330535888672,2002-09-27
1.5700000524520874,2002-09-30
1.5566669702529907,2002-10-01
1.5016670227050781,2002-10-02
1.4233330488204956,2002-10-03
1.465000033378601,2002-10-04
1.4033329486846924,2002-10-07
1.5099999904632568,2002-10-08
1.5016670227050781,2002-10-09
1.5666669607162476,2002-10-10
1.7100000381469727,2002-10-11
1.7466670274734497,2002-10-14
1.9166669845581055,2002-10-15
1.850000023841858,2002-10-16
1.9083329439163208,2002-10-17
1.898332953453064,2002-10-18
2.0416669845581055,2002-10-21
2.0333330631256104,2002-10-22
2.066667079925537,2002-10-23
2.076667070388794,2002-10-24
2.103332996368408,2002-10-25
2.0416669845581055,2002-10-28
2.0199999809265137,2002-10-29
2.115000009536743,2002-10-30
2.0833330154418945,2002-10-31
2.131666898727417,2002-11-01
2.255000114440918,2002-11-04
2.1600000858306885,2002-11-05
2.2249999046325684,2002-11-06
2.1766669750213623,2002-11-07
