DDOG,Date
95.69000244140625,2023-06-27
98.1500015258789,2023-06-28
96.44999694824219,2023-06-29
98.37999725341797,2023-06-30
98.29000091552734,2023-07-03
98.27999877929688,2023-07-05
97.08000183105469,2023-07-06
98.0199966430664,2023-07-07
101.44999694824219,2023-07-10
104.9800033569336,2023-07-11
105.44499969482422,2023-07-12
109.19000244140625,2023-07-13
108.52999877929688,2023-07-14
112.7699966430664,2023-07-17
113.81999969482422,2023-07-18
115.22000122070312,2023-07-19
109.9000015258789,2023-07-20
109.87000274658203,2023-07-21
111.48999786376953,2023-07-24
115.30000305175781,2023-07-25
110.63999938964844,2023-07-26
109.45999908447266,2023-07-27
112.19000244140625,2023-07-28
116.72000122070312,2023-07-31
114.94999694824219,2023-08-01
106.83000183105469,2023-08-02
107.0999984741211,2023-08-03
107.52999877929688,2023-08-04
106.30000305175781,2023-08-07
88.04000091552734,2023-08-08
86.76000213623047,2023-08-09
90.72000122070312,2023-08-10
89.44000244140625,2023-08-11
89.77999877929688,2023-08-14
88.5199966430664,2023-08-15
90.5999984741211,2023-08-16
90.29000091552734,2023-08-17
93.62999725341797,2023-08-18
94.69000244140625,2023-08-21
93.69000244140625,2023-08-22
95.44000244140625,2023-08-23
91.8499984741211,2023-08-24
92.5999984741211,2023-08-25
92.54000091552734,2023-08-28
93.80999755859375,2023-08-29
94.16000366210938,2023-08-30
96.4800033569336,2023-08-31
97.7300033569336,2023-09-01
98.0,2023-09-05
97.66000366210938,2023-09-06
96.68000030517578,2023-09-07
97.66000366210938,2023-09-08
101.87999725341797,2023-09-11
98.22000122070312,2023-09-12
97.4800033569336,2023-09-13
97.51000213623047,2023-09-14
94.55000305175781,2023-09-15
94.5,2023-09-18
92.88999938964844,2023-09-19
92.05000305175781,2023-09-20
88.41999816894531,2023-09-21
88.76000213623047,2023-09-22
88.83999633789062,2023-09-25
86.56999969482422,2023-09-26
87.83000183105469,2023-09-27
88.95999908447266,2023-09-28
91.08999633789062,2023-09-29
91.83999633789062,2023-10-02
86.97000122070312,2023-10-03
88.52999877929688,2023-10-04
89.54000091552734,2023-10-05
94.43000030517578,2023-10-06
90.7300033569336,2023-10-09
91.62999725341797,2023-10-10
89.44000244140625,2023-10-11
87.9800033569336,2023-10-12
88.05999755859375,2023-10-13
90.5199966430664,2023-10-16
90.41000366210938,2023-10-17
88.29000091552734,2023-10-18
87.75,2023-10-19
86.08000183105469,2023-10-20
85.68000030517578,2023-10-23
87.86000061035156,2023-10-24
81.58999633789062,2023-10-25
80.72000122070312,2023-10-26
81.68000030517578,2023-10-27
80.41000366210938,2023-10-30
81.47000122070312,2023-10-31
80.0999984741211,2023-11-01
79.23999786376953,2023-11-02
82.04000091552734,2023-11-03
79.55000305175781,2023-11-06
102.19999694824219,2023-11-07
99.98999786376953,2023-11-08
100.2300033569336,2023-11-09
103.6500015258789,2023-11-10
104.25,2023-11-13
109.0199966430664,2023-11-14
109.44000244140625,2023-11-15
109.12000274658203,2023-11-16
109.54000091552734,2023-11-17
111.7699966430664,2023-11-20
111.93000030517578,2023-11-21
112.12999725341797,2023-11-22
112.87000274658203,2023-11-24
111.91999816894531,2023-11-27
114.23999786376953,2023-11-28
116.6500015258789,2023-11-29
116.56999969482422,2023-11-30
118.62000274658203,2023-12-01
118.18000030517578,2023-12-04
118.06999969482422,2023-12-05
114.30999755859375,2023-12-06
115.0,2023-12-07
113.83000183105469,2023-12-08
114.7300033569336,2023-12-11
114.66000366210938,2023-12-12
117.2300033569336,2023-12-13
120.6500015258789,2023-12-14
122.5999984741211,2023-12-15
123.2699966430664,2023-12-18
122.41000366210938,2023-12-19
120.62000274658203,2023-12-20
122.4800033569336,2023-12-21
122.48999786376953,2023-12-22
123.55999755859375,2023-12-26
123.5999984741211,2023-12-27
123.27999877929688,2023-12-28
121.37999725341797,2023-12-29
115.08000183105469,2024-01-02
112.41999816894531,2024-01-03
113.0199966430664,2024-01-04
115.98999786376953,2024-01-05
119.25,2024-01-08
121.18000030517578,2024-01-09
120.19000244140625,2024-01-10
120.87999725341797,2024-01-11
123.0,2024-01-12
123.79000091552734,2024-01-16
126.02999877929688,2024-01-17
126.91999816894531,2024-01-18
130.30999755859375,2024-01-19
132.97999572753906,2024-01-22
129.00999450683594,2024-01-23
122.58000183105469,2024-01-24
122.19000244140625,2024-01-25
123.94999694824219,2024-01-26
128.8699951171875,2024-01-29
126.83000183105469,2024-01-30
124.44000244140625,2024-01-31
126.9000015258789,2024-02-01
134.30999755859375,2024-02-02
131.13999938964844,2024-02-05
129.17999267578125,2024-02-06
130.6199951171875,2024-02-07
131.4499969482422,2024-02-08
134.91000366210938,2024-02-09
134.85000610351562,2024-02-12
131.67999267578125,2024-02-13
136.14999389648438,2024-02-14
131.83999633789062,2024-02-15
129.74000549316406,2024-02-16
127.66000366210938,2024-02-20
125.83999633789062,2024-02-21
131.1199951171875,2024-02-22
129.50999450683594,2024-02-23
129.35000610351562,2024-02-26
130.9499969482422,2024-02-27
130.47000122070312,2024-02-28
131.4600067138672,2024-02-29
130.22000122070312,2024-03-01
130.6699981689453,2024-03-04
123.52999877929688,2024-03-05
124.58999633789062,2024-03-06
122.88999938964844,2024-03-07
121.30999755859375,2024-03-08
121.44999694824219,2024-03-11
122.98999786376953,2024-03-12
123.58999633789062,2024-03-13
122.6500015258789,2024-03-14
120.41999816894531,2024-03-15
120.87000274658203,2024-03-18
121.80999755859375,2024-03-19
123.44000244140625,2024-03-20
122.86000061035156,2024-03-21
123.0199966430664,2024-03-22
122.66000366210938,2024-03-25
123.44999694824219,2024-03-26
123.51000213623047,2024-03-27
123.5999984741211,2024-03-28
123.1500015258789,2024-04-01
124.38999938964844,2024-04-02
121.51000213623047,2024-04-03
120.72000122070312,2024-04-04
124.4000015258789,2024-04-05
125.76000213623047,2024-04-08
125.44000244140625,2024-04-09
