GFS,Date
70.26000213623047,2022-03-16
71.91000366210938,2022-03-17
76.77999877929688,2022-03-18
72.47000122070312,2022-03-21
73.87999725341797,2022-03-22
70.08999633789062,2022-03-23
76.22000122070312,2022-03-24
78.94000244140625,2022-03-25
73.9000015258789,2022-03-28
74.62999725341797,2022-03-29
67.0199966430664,2022-03-30
62.41999816894531,2022-03-31
60.7400016784668,2022-04-01
62.290000915527344,2022-04-04
58.400001525878906,2022-04-05
56.900001525878906,2022-04-06
56.189998626708984,2022-04-07
54.75,2022-04-08
54.040000915527344,2022-04-11
53.290000915527344,2022-04-12
54.83000183105469,2022-04-13
52.099998474121094,2022-04-14
52.650001525878906,2022-04-18
52.88999938964844,2022-04-19
53.189998626708984,2022-04-20
52.040000915527344,2022-04-21
50.7400016784668,2022-04-22
52.720001220703125,2022-04-25
49.5,2022-04-26
51.63999938964844,2022-04-27
54.060001373291016,2022-04-28
52.290000915527344,2022-04-29
53.77000045776367,2022-05-02
54.18000030517578,2022-05-03
56.5099983215332,2022-05-04
54.93000030517578,2022-05-05
56.369998931884766,2022-05-06
52.279998779296875,2022-05-09
52.72999954223633,2022-05-10
49.029998779296875,2022-05-11
49.70000076293945,2022-05-12
52.77000045776367,2022-05-13
53.099998474121094,2022-05-16
56.0,2022-05-17
53.689998626708984,2022-05-18
54.22999954223633,2022-05-19
55.0,2022-05-20
54.540000915527344,2022-05-23
55.47999954223633,2022-05-24
58.619998931884766,2022-05-25
59.4900016784668,2022-05-26
60.099998474121094,2022-05-27
59.689998626708984,2022-05-31
58.119998931884766,2022-06-01
59.61000061035156,2022-06-02
58.7599983215332,2022-06-03
57.22999954223633,2022-06-06
56.5099983215332,2022-06-07
54.7400016784668,2022-06-08
53.14500045776367,2022-06-09
51.75,2022-06-10
48.5099983215332,2022-06-13
47.38999938964844,2022-06-14
49.459999084472656,2022-06-15
45.43000030517578,2022-06-16
44.86000061035156,2022-06-17
45.439998626708984,2022-06-21
44.810001373291016,2022-06-22
43.65999984741211,2022-06-23
45.88999938964844,2022-06-24
45.41999816894531,2022-06-27
44.369998931884766,2022-06-28
43.060001373291016,2022-06-29
40.34000015258789,2022-06-30
38.810001373291016,2022-07-01
40.56999969482422,2022-07-05
41.08000183105469,2022-07-06
43.34000015258789,2022-07-07
45.27000045776367,2022-07-08
42.88999938964844,2022-07-11
41.47999954223633,2022-07-12
41.83000183105469,2022-07-13
44.41999816894531,2022-07-14
45.970001220703125,2022-07-15
45.09000015258789,2022-07-18
46.849998474121094,2022-07-19
48.52000045776367,2022-07-20
48.65999984741211,2022-07-21
48.15999984741211,2022-07-22
46.349998474121094,2022-07-25
46.130001068115234,2022-07-26
47.43000030517578,2022-07-27
47.400001525878906,2022-07-28
51.47999954223633,2022-07-29
54.540000915527344,2022-08-01
52.75,2022-08-02
54.09000015258789,2022-08-03
53.630001068115234,2022-08-04
53.09000015258789,2022-08-05
59.189998626708984,2022-08-08
55.66999816894531,2022-08-09
57.70000076293945,2022-08-10
58.04999923706055,2022-08-11
64.94999694824219,2022-08-12
63.22999954223633,2022-08-15
63.959999084472656,2022-08-16
61.470001220703125,2022-08-17
64.1500015258789,2022-08-18
61.20000076293945,2022-08-19
59.040000915527344,2022-08-22
59.86000061035156,2022-08-23
60.400001525878906,2022-08-24
64.5,2022-08-25
60.650001525878906,2022-08-26
59.040000915527344,2022-08-29
61.11000061035156,2022-08-30
59.81999969482422,2022-08-31
57.43000030517578,2022-09-01
57.880001068115234,2022-09-02
58.900001525878906,2022-09-06
59.77000045776367,2022-09-07
60.220001220703125,2022-09-08
60.18000030517578,2022-09-09
60.34000015258789,2022-09-12
56.880001068115234,2022-09-13
58.31999969482422,2022-09-14
58.4900016784668,2022-09-15
57.61000061035156,2022-09-16
57.90999984741211,2022-09-19
56.81999969482422,2022-09-20
56.290000915527344,2022-09-21
54.86000061035156,2022-09-22
53.25,2022-09-23
52.79999923706055,2022-09-26
52.880001068115234,2022-09-27
52.45000076293945,2022-09-28
50.130001068115234,2022-09-29
48.349998474121094,2022-09-30
49.83000183105469,2022-10-03
52.06999969482422,2022-10-04
53.02000045776367,2022-10-05
53.529998779296875,2022-10-06
50.7400016784668,2022-10-07
49.279998779296875,2022-10-10
50.02000045776367,2022-10-11
49.91999816894531,2022-10-12
50.4900016784668,2022-10-13
48.040000915527344,2022-10-14
49.709999084472656,2022-10-17
52.380001068115234,2022-10-18
52.63999938964844,2022-10-19
53.279998779296875,2022-10-20
55.279998779296875,2022-10-21
58.7599983215332,2022-10-24
58.41999816894531,2022-10-25
57.13999938964844,2022-10-26
55.66999816894531,2022-10-27
57.25,2022-10-28
56.70000076293945,2022-10-31
57.0099983215332,2022-11-01
56.369998931884766,2022-11-02
52.689998626708984,2022-11-03
54.16999816894531,2022-11-04
56.27000045776367,2022-11-07
61.119998931884766,2022-11-08
61.0,2022-11-09
62.70000076293945,2022-11-10
64.7699966430664,2022-11-11
65.02999877929688,2022-11-14
66.58000183105469,2022-11-15
64.23999786376953,2022-11-16
66.63999938964844,2022-11-17
67.44999694824219,2022-11-18
66.06999969482422,2022-11-21
67.31999969482422,2022-11-22
67.58000183105469,2022-11-23
67.61000061035156,2022-11-25
63.900001525878906,2022-11-28
62.869998931884766,2022-11-29
64.3499984741211,2022-11-30
63.65999984741211,2022-12-01
62.540000915527344,2022-12-02
62.13999938964844,2022-12-05
60.810001373291016,2022-12-06
60.900001525878906,2022-12-07
62.41999816894531,2022-12-08
63.41999816894531,2022-12-09
66.81999969482422,2022-12-12
65.4000015258789,2022-12-13
65.5,2022-12-14
61.86000061035156,2022-12-15
60.029998779296875,2022-12-16
58.06999969482422,2022-12-19
57.59000015258789,2022-12-20
57.5,2022-12-21
55.18000030517578,2022-12-22
54.7400016784668,2022-12-23
53.630001068115234,2022-12-27
52.290000915527344,2022-12-28
53.810001373291016,2022-12-29
53.88999938964844,2022-12-30
51.70000076293945,2023-01-03
52.90999984741211,2023-01-04
51.02000045776367,2023-01-05
52.75,2023-01-06
55.380001068115234,2023-01-09
55.40999984741211,2023-01-10
57.06999969482422,2023-01-11
58.290000915527344,2023-01-12
59.13999938964844,2023-01-13
59.040000915527344,2023-01-17
58.099998474121094,2023-01-18
55.54999923706055,2023-01-19
56.45000076293945,2023-01-20
58.65999984741211,2023-01-23
59.0099983215332,2023-01-24
58.70000076293945,2023-01-25
60.13999938964844,2023-01-26
59.2400016784668,2023-01-27
57.5099983215332,2023-01-30
59.279998779296875,2023-01-31
63.189998626708984,2023-02-01
64.79000091552734,2023-02-02
63.25,2023-02-03
61.4900016784668,2023-02-06
63.0,2023-02-07
62.720001220703125,2023-02-08
64.9000015258789,2023-02-09
64.58999633789062,2023-02-10
66.1500015258789,2023-02-13
71.7300033569336,2023-02-14
69.91999816894531,2023-02-15
69.52999877929688,2023-02-16
67.16000366210938,2023-02-17
63.11000061035156,2023-02-21
63.220001220703125,2023-02-22
64.43000030517578,2023-02-23
64.69000244140625,2023-02-24
64.88999938964844,2023-02-27
65.33999633789062,2023-02-28
65.11000061035156,2023-03-01
65.54000091552734,2023-03-02
66.70999908447266,2023-03-03
66.19000244140625,2023-03-06
65.05999755859375,2023-03-07
67.51000213623047,2023-03-08
66.4000015258789,2023-03-09
64.19999694824219,2023-03-10
64.05000305175781,2023-03-13
65.8499984741211,2023-03-14
64.75,2023-03-15
66.7699966430664,2023-03-16
66.45999908447266,2023-03-17
68.08999633789062,2023-03-20
68.83999633789062,2023-03-21
68.26000213623047,2023-03-22
69.73999786376953,2023-03-23
69.05000305175781,2023-03-24
67.80000305175781,2023-03-27
66.25,2023-03-28
69.41999816894531,2023-03-29
70.55999755859375,2023-03-30
72.18000030517578,2023-03-31
70.70999908447266,2023-04-03
69.33999633789062,2023-04-04
66.22000122070312,2023-04-05
66.9000015258789,2023-04-06
67.75,2023-04-10
67.69999694824219,2023-04-11
66.05999755859375,2023-04-12
65.93000030517578,2023-04-13
65.8499984741211,2023-04-14
65.25,2023-04-17
65.12000274658203,2023-04-18
63.97999954223633,2023-04-19
62.70000076293945,2023-04-20
61.880001068115234,2023-04-21
60.97999954223633,2023-04-24
58.470001220703125,2023-04-25
58.25,2023-04-26
58.0099983215332,2023-04-27
58.79999923706055,2023-04-28
59.18000030517578,2023-05-01
59.38999938964844,2023-05-02
59.43000030517578,2023-05-03
58.220001220703125,2023-05-04
59.40999984741211,2023-05-05
59.79999923706055,2023-05-08
54.22999954223633,2023-05-09
54.5,2023-05-10
53.97999954223633,2023-05-11
53.720001220703125,2023-05-12
54.779998779296875,2023-05-15
54.22999954223633,2023-05-16
55.7400016784668,2023-05-17
56.88999938964844,2023-05-18
56.970001220703125,2023-05-19
57.400001525878906,2023-05-22
57.52000045776367,2023-05-23
55.5099983215332,2023-05-24
56.40999984741211,2023-05-25
60.04999923706055,2023-05-26
60.689998626708984,2023-05-30
58.33000183105469,2023-05-31
59.349998474121094,2023-06-01
59.16999816894531,2023-06-02
56.630001068115234,2023-06-05
57.400001525878906,2023-06-06
59.20000076293945,2023-06-07
59.400001525878906,2023-06-08
59.43000030517578,2023-06-09
62.29999923706055,2023-06-12
62.88999938964844,2023-06-13
62.47999954223633,2023-06-14
62.939998626708984,2023-06-15
62.459999084472656,2023-06-16
61.849998474121094,2023-06-20
59.439998626708984,2023-06-21
59.61000061035156,2023-06-22
57.689998626708984,2023-06-23
59.86000061035156,2023-06-26
62.83000183105469,2023-06-27
62.970001220703125,2023-06-28
63.09000015258789,2023-06-29
64.58000183105469,2023-06-30
64.73999786376953,2023-07-03
63.349998474121094,2023-07-05
61.790000915527344,2023-07-06
62.540000915527344,2023-07-07
64.33000183105469,2023-07-10
64.19999694824219,2023-07-11
65.55000305175781,2023-07-12
66.73999786376953,2023-07-13
66.72000122070312,2023-07-14
68.0999984741211,2023-07-17
67.44999694824219,2023-07-18
66.7300033569336,2023-07-19
64.31999969482422,2023-07-20
63.75,2023-07-21
61.849998474121094,2023-07-24
62.439998626708984,2023-07-25
60.650001525878906,2023-07-26
61.459999084472656,2023-07-27
62.75,2023-07-28
63.689998626708984,2023-07-31
62.22999954223633,2023-08-01
60.349998474121094,2023-08-02
59.65999984741211,2023-08-03
58.77000045776367,2023-08-04
59.150001525878906,2023-08-07
60.130001068115234,2023-08-08
59.209999084472656,2023-08-09
58.4900016784668,2023-08-10
56.880001068115234,2023-08-11
58.189998626708984,2023-08-14
57.16999816894531,2023-08-15
55.95000076293945,2023-08-16
54.650001525878906,2023-08-17
53.90999984741211,2023-08-18
54.970001220703125,2023-08-21
54.029998779296875,2023-08-22
54.630001068115234,2023-08-23
52.16999816894531,2023-08-24
52.52000045776367,2023-08-25
52.7400016784668,2023-08-28
54.529998779296875,2023-08-29
54.689998626708984,2023-08-30
55.25,2023-08-31
55.439998626708984,2023-09-01
56.150001525878906,2023-09-05
55.779998779296875,2023-09-06
56.529998779296875,2023-09-07
57.9900016784668,2023-09-08
59.0099983215332,2023-09-11
60.06999969482422,2023-09-12
59.810001373291016,2023-09-13
60.7599983215332,2023-09-14
58.08000183105469,2023-09-15
58.25,2023-09-18
57.86000061035156,2023-09-19
57.349998474121094,2023-09-20
57.310001373291016,2023-09-21
56.83000183105469,2023-09-22
57.2599983215332,2023-09-25
56.22999954223633,2023-09-26
57.810001373291016,2023-09-27
58.599998474121094,2023-09-28
58.189998626708984,2023-09-29
57.970001220703125,2023-10-02
56.060001373291016,2023-10-03
57.060001373291016,2023-10-04
56.470001220703125,2023-10-05
56.91999816894531,2023-10-06
56.47999954223633,2023-10-09
58.02000045776367,2023-10-10
57.22999954223633,2023-10-11
57.22999954223633,2023-10-12
55.650001525878906,2023-10-13
56.52000045776367,2023-10-16
56.47999954223633,2023-10-17
55.61000061035156,2023-10-18
55.83000183105469,2023-10-19
54.36000061035156,2023-10-20
53.95000076293945,2023-10-23
54.38999938964844,2023-10-24
51.59000015258789,2023-10-25
52.060001373291016,2023-10-26
51.97999954223633,2023-10-27
49.90999984741211,2023-10-30
49.619998931884766,2023-10-31
48.849998474121094,2023-11-01
50.380001068115234,2023-11-02
52.849998474121094,2023-11-03
51.65999984741211,2023-11-06
54.27000045776367,2023-11-07
53.02000045776367,2023-11-08
50.810001373291016,2023-11-09
51.970001220703125,2023-11-10
52.130001068115234,2023-11-13
55.790000915527344,2023-11-14
56.13999938964844,2023-11-15
56.41999816894531,2023-11-16
56.310001373291016,2023-11-17
58.41999816894531,2023-11-20
56.4900016784668,2023-11-21
56.869998931884766,2023-11-22
55.959999084472656,2023-11-24
55.369998931884766,2023-11-27
54.84000015258789,2023-11-28
54.95000076293945,2023-11-29
53.689998626708984,2023-11-30
53.630001068115234,2023-12-01
52.459999084472656,2023-12-04
51.619998931884766,2023-12-05
51.08000183105469,2023-12-06
52.7599983215332,2023-12-07
52.5,2023-12-08
55.349998474121094,2023-12-11
56.310001373291016,2023-12-12
57.75,2023-12-13
59.220001220703125,2023-12-14
58.75,2023-12-15
58.52000045776367,2023-12-18
58.630001068115234,2023-12-19
58.040000915527344,2023-12-20
59.810001373291016,2023-12-21
60.34000015258789,2023-12-22
61.9900016784668,2023-12-26
62.2400016784668,2023-12-27
61.5099983215332,2023-12-28
60.599998474121094,2023-12-29
58.0,2024-01-02
57.02000045776367,2024-01-03
55.83000183105469,2024-01-04
56.040000915527344,2024-01-05
58.20000076293945,2024-01-08
58.41999816894531,2024-01-09
57.18000030517578,2024-01-10
56.95000076293945,2024-01-11
57.38999938964844,2024-01-12
55.61000061035156,2024-01-16
54.869998931884766,2024-01-17
56.77000045776367,2024-01-18
59.16999816894531,2024-01-19
58.7400016784668,2024-01-22
60.41999816894531,2024-01-23
60.27000045776367,2024-01-24
59.33000183105469,2024-01-25
56.5,2024-01-26
57.349998474121094,2024-01-29
56.470001220703125,2024-01-30
54.97999954223633,2024-01-31
54.65999984741211,2024-02-01
55.27000045776367,2024-02-02
51.564998626708984,2024-02-05
51.650001525878906,2024-02-06
52.540000915527344,2024-02-07
54.779998779296875,2024-02-08
55.939998626708984,2024-02-09
55.81999969482422,2024-02-12
54.65999984741211,2024-02-13
54.970001220703125,2024-02-14
54.33000183105469,2024-02-15
53.380001068115234,2024-02-16
54.5,2024-02-20
53.38999938964844,2024-02-21
54.11000061035156,2024-02-22
53.150001525878906,2024-02-23
54.52000045776367,2024-02-26
53.5,2024-02-27
52.63999938964844,2024-02-28
54.66999816894531,2024-02-29
55.65999984741211,2024-03-01
54.619998931884766,2024-03-04
52.529998779296875,2024-03-05
52.56999969482422,2024-03-06
53.79999923706055,2024-03-07
52.40999984741211,2024-03-08
53.459999084472656,2024-03-11
54.0,2024-03-12
53.72999954223633,2024-03-13
52.560001373291016,2024-03-14
51.880001068115234,2024-03-15
52.099998474121094,2024-03-18
51.290000915527344,2024-03-19
52.439998626708984,2024-03-20
52.47999954223633,2024-03-21
52.209999084472656,2024-03-22
51.849998474121094,2024-03-25
50.790000915527344,2024-03-26
51.72999954223633,2024-03-27
52.11000061035156,2024-03-28
51.790000915527344,2024-04-01
51.11000061035156,2024-04-02
51.22999954223633,2024-04-03
50.52000045776367,2024-04-04
50.54999923706055,2024-04-05
50.2599983215332,2024-04-08
51.689998626708984,2024-04-09
