JD,Date
31.87340545654297,2015-06-04
33.321346282958984,2015-06-05
33.84447479248047,2015-06-08
34.03131103515625,2015-06-09
33.87249755859375,2015-06-10
34.44233322143555,2015-06-11
35.45122528076172,2015-06-12
34.2181396484375,2015-06-15
34.09669876098633,2015-06-16
33.11583709716797,2015-06-17
33.22793197631836,2015-06-18
32.33114242553711,2015-06-19
32.312461853027344,2015-06-22
32.312461853027344,2015-06-23
32.48994827270508,2015-06-24
31.779991149902344,2015-06-25
31.252195358276367,2015-06-26
30.36007308959961,2015-06-29
31.85472297668457,2015-06-30
31.06068992614746,2015-07-01
30.94859504699707,2015-07-02
29.790237426757812,2015-07-06
28.594518661499023,2015-07-07
28.323612213134766,2015-07-08
30.62163543701172,2015-07-09
30.266658782958984,2015-07-10
31.66789436340332,2015-07-13
31.686573028564453,2015-07-14
30.25731658935547,2015-07-15
31.61184310913086,2015-07-16
32.9943962097168,2015-07-17
32.75151443481445,2015-07-20
32.98505401611328,2015-07-21
33.05044174194336,2015-07-22
32.41521453857422,2015-07-23
32.35916519165039,2015-07-24
30.03312110900879,2015-07-27
30.34139060974121,2015-07-28
31.09805679321289,2015-07-29
31.172788619995117,2015-07-30
30.85517692565918,2015-07-31
30.752416610717773,2015-08-03
31.751970291137695,2015-08-04
32.060237884521484,2015-08-05
30.6496639251709,2015-08-06
29.95838737487793,2015-08-07
28.080732345581055,2015-08-10
26.1750545501709,2015-08-11
25.007360458374023,2015-08-12
25.268922805786133,2015-08-13
26.268468856811523,2015-08-14
25.530487060546875,2015-08-17
24.867237091064453,2015-08-18
25.01670265197754,2015-08-19
23.260486602783203,2015-08-20
23.400611877441406,2015-08-21
22.354354858398438,2015-08-24
23.40995216369629,2015-08-25
23.90505599975586,2015-08-26
25.315631866455078,2015-08-27
25.007360458374023,2015-08-28
24.175960540771484,2015-08-31
23.241804122924805,2015-09-01
23.232463836669922,2015-09-02
22.802749633789062,2015-09-03
21.3080997467041,2015-09-04
22.37303924560547,2015-09-08
23.045631408691406,2015-09-09
22.597238540649414,2015-09-10
22.662628173828125,2015-09-11
22.61591911315918,2015-09-14
23.335220336914062,2015-09-15
25.212871551513672,2015-09-16
25.8200740814209,2015-09-17
24.68974494934082,2015-09-18
24.26937484741211,2015-09-21
23.858348846435547,2015-09-22
22.77472496032715,2015-09-23
23.67151641845703,2015-09-24
24.232009887695312,2015-09-25
23.064315795898438,2015-09-28
22.821434020996094,2015-09-29
24.344106674194336,2015-09-30
24.755136489868164,2015-10-01
27.006452560424805,2015-10-02
26.885013580322266,2015-10-05
25.88546371459961,2015-10-06
25.726661682128906,2015-10-07
25.52114486694336,2015-10-08
26.53937530517578,2015-10-09
26.828964233398438,2015-10-12
25.138141632080078,2015-10-13
23.839664459228516,2015-10-14
24.53093910217285,2015-10-15
25.119457244873047,2015-10-16
25.306289672851562,2015-10-19
24.783161163330078,2015-10-20
24.297399520874023,2015-10-21
24.474891662597656,2015-10-22
25.315631866455078,2015-10-23
25.072750091552734,2015-10-26
25.838756561279297,2015-10-27
25.857440948486328,2015-10-28
25.866783142089844,2015-10-29
25.801393508911133,2015-10-30
26.763572692871094,2015-11-02
27.43616485595703,2015-11-03
27.342750549316406,2015-11-04
26.903696060180664,2015-11-05
27.74443817138672,2015-11-06
26.866331100463867,2015-11-09
26.343202590942383,2015-11-10
26.04427146911621,2015-11-11
26.885013580322266,2015-11-12
24.988676071166992,2015-11-13
26.91303825378418,2015-11-16
27.025135040283203,2015-11-17
26.67949676513672,2015-11-18
27.13723373413086,2015-11-19
28.015342712402344,2015-11-20
28.659910202026367,2015-11-23
28.351638793945312,2015-11-24
28.015342712402344,2015-11-25
27.977977752685547,2015-11-27
28.659910202026367,2015-11-30
29.42591667175293,2015-12-01
29.827606201171875,2015-12-02
29.481966018676758,2015-12-03
30.126535415649414,2015-12-04
30.388097763061523,2015-12-07
29.790237426757812,2015-12-08
29.50065040588379,2015-12-09
29.519332885742188,2015-12-10
28.538467407226562,2015-12-11
28.809375762939453,2015-12-14
29.50065040588379,2015-12-15
30.103179931640625,2015-12-16
30.247976303100586,2015-12-17
30.500198364257812,2015-12-18
30.36007308959961,2015-12-21
30.388097763061523,2015-12-22
30.397441864013672,2015-12-23
30.4348087310791,2015-12-24
29.790237426757812,2015-12-28
30.500198364257812,2015-12-29
29.967731475830078,2015-12-30
30.140546798706055,2015-12-31
27.58563232421875,2016-01-04
28.024682998657227,2016-01-05
27.800485610961914,2016-01-06
26.109664916992188,2016-01-07
25.801393508911133,2016-01-08
25.250240325927734,2016-01-11
26.34787368774414,2016-01-12
25.315631866455078,2016-01-13
26.268468856811523,2016-01-14
25.212871551513672,2016-01-15
25.6052188873291,2016-01-19
24.643037796020508,2016-01-20
24.932628631591797,2016-01-21
25.474437713623047,2016-01-22
25.250240325927734,2016-01-25
25.22221565246582,2016-01-26
23.708881378173828,2016-01-27
23.699542999267578,2016-01-28
24.316083908081055,2016-01-29
23.90505599975586,2016-02-01
23.045631408691406,2016-02-02
22.24225616455078,2016-02-03
23.31653594970703,2016-02-04
22.08344841003418,2016-02-05
21.6817626953125,2016-02-08
21.373491287231445,2016-02-09
21.709789276123047,2016-02-10
21.392175674438477,2016-02-11
21.60702896118164,2016-02-12
23.335220336914062,2016-02-16
24.026493072509766,2016-02-17
23.662174224853516,2016-02-18
23.858348846435547,2016-02-19
24.586990356445312,2016-02-22
23.90505599975586,2016-02-23
23.9891300201416,2016-02-24
23.28851318359375,2016-02-25
23.736907958984375,2016-02-26
24.017152786254883,2016-02-29
24.755136489868164,2016-03-01
24.88591957092285,2016-03-02
23.90505599975586,2016-03-03
24.736452102661133,2016-03-04
24.418840408325195,2016-03-07
24.35344886779785,2016-03-08
24.60567283630371,2016-03-09
24.652379989624023,2016-03-10
25.9975643157959,2016-03-11
25.913490295410156,2016-03-14
25.371681213378906,2016-03-15
26.006906509399414,2016-03-16
25.250240325927734,2016-03-17
25.296947479248047,2016-03-18
25.18484878540039,2016-03-21
25.212871551513672,2016-03-22
24.97933578491211,2016-03-23
24.624357223510742,2016-03-24
24.119911193847656,2016-03-28
24.680404663085938,2016-03-29
25.4464111328125,2016-03-30
24.755136489868164,2016-03-31
24.998018264770508,2016-04-01
24.88591957092285,2016-04-04
24.773820877075195,2016-04-05
24.97933578491211,2016-04-06
24.76447868347168,2016-04-07
25.091434478759766,2016-04-08
25.483779907226562,2016-04-11
26.249786376953125,2016-04-12
27.632339477539062,2016-04-13
27.679046630859375,2016-04-14
27.912582397460938,2016-04-15
27.408138275146484,2016-04-18
26.95040512084961,2016-04-19
26.791597366333008,2016-04-20
26.89435577392578,2016-04-21
26.436616897583008,2016-04-22
25.6239013671875,2016-04-25
23.419294357299805,2016-04-26
23.67151641845703,2016-04-27
23.961103439331055,2016-04-28
23.877031326293945,2016-04-29
23.62480926513672,2016-05-02
22.793407440185547,2016-05-03
22.625261306762695,2016-05-04
23.21377944946289,2016-05-05
23.540735244750977,2016-05-06
21.887279510498047,2016-05-09
22.204891204833984,2016-05-10
21.60702896118164,2016-05-11
20.654193878173828,2016-05-12
21.149293899536133,2016-05-13
21.831228256225586,2016-05-16
22.307647705078125,2016-05-17
22.046085357666016,2016-05-18
21.588348388671875,2016-05-19
21.905961990356445,2016-05-20
21.38283348083496,2016-05-23
22.223575592041016,2016-05-24
21.466907501220703,2016-05-25
21.644397735595703,2016-05-26
22.65328598022461,2016-05-27
22.98958396911621,2016-05-31
22.223575592041016,2016-06-01
22.10213279724121,2016-06-02
21.466907501220703,2016-06-03
21.78451919555664,2016-06-06
20.560775756835938,2016-06-07
19.841474533081055,2016-06-08
20.280529022216797,2016-06-09
19.67332649230957,2016-06-10
19.60793685913086,2016-06-13
19.523862838745117,2016-06-14
18.841928482055664,2016-06-15
19.084808349609375,2016-06-16
18.804563522338867,2016-06-17
19.67332649230957,2016-06-20
19.738718032836914,2016-06-21
19.804109573364258,2016-06-22
20.046987533569336,2016-06-23
19.280981063842773,2016-06-24
18.907318115234375,2016-06-27
18.982051849365234,2016-06-28
19.047443389892578,2016-06-29
19.832134246826172,2016-06-30
19.9068660736084,2016-07-01
19.48649787902832,2016-07-05
19.038101196289062,2016-07-06
19.215593338012695,2016-07-07
19.355714797973633,2016-07-08
20.327238082885742,2016-07-11
20.747608184814453,2016-07-12
20.252504348754883,2016-07-13
20.252504348754883,2016-07-14
20.000280380249023,2016-07-15
20.68221664428711,2016-07-18
20.94377899169922,2016-07-19
21.16797637939453,2016-07-20
20.54209327697754,2016-07-21
20.476701736450195,2016-07-22
20.41131019592285,2016-07-25
20.99983024597168,2016-07-26
20.887731552124023,2016-07-27
20.68221664428711,2016-07-28
20.22447967529297,2016-07-29
20.40196990966797,2016-08-01
20.36460304260254,2016-08-02
20.299211502075195,2016-08-03
19.96291732788086,2016-08-04
20.41131019592285,2016-08-05
20.878389358520508,2016-08-08
20.897071838378906,2016-08-09
21.868595123291016,2016-08-10
21.756498336791992,2016-08-11
23.026948928833008,2016-08-12
23.652833938598633,2016-08-15
23.372587203979492,2016-08-16
23.718223571777344,2016-08-17
23.727563858032227,2016-08-18
24.20398712158203,2016-08-19
24.07320213317871,2016-08-22
24.232009887695312,2016-08-23
23.877031326293945,2016-08-24
23.74625015258789,2016-08-25
24.091886520385742,2016-08-26
23.923738479614258,2016-08-29
23.90505599975586,2016-08-30
23.736907958984375,2016-08-31
24.017152786254883,2016-09-01
23.86768913269043,2016-09-02
24.792503356933594,2016-09-06
24.801843643188477,2016-09-07
25.091434478759766,2016-09-08
24.633699417114258,2016-09-09
24.755136489868164,2016-09-12
24.783161163330078,2016-09-13
24.297399520874023,2016-09-14
24.40949821472168,2016-09-15
24.50291633605957,2016-09-16
24.334766387939453,2016-09-19
24.14793586730957,2016-09-20
24.175960540771484,2016-09-21
24.56830596923828,2016-09-22
25.072750091552734,2016-09-23
24.792503356933594,2016-09-26
24.92328643798828,2016-09-27
24.5589656829834,2016-09-28
24.26937484741211,2016-09-29
24.372133255004883,2016-09-30
24.39081573486328,2016-10-03
25.679950714111328,2016-10-04
26.090980529785156,2016-10-05
25.59587860107422,2016-10-06
25.250240325927734,2016-10-07
25.502460479736328,2016-10-10
24.988676071166992,2016-10-11
24.83921241760254,2016-10-12
24.540283203125,2016-10-13
24.755136489868164,2016-10-14
24.577646255493164,2016-10-17
24.53093910217285,2016-10-18
24.56830596923828,2016-10-19
24.895259857177734,2016-10-20
25.10077476501465,2016-10-21
24.755136489868164,2016-10-24
24.680404663085938,2016-10-25
24.736452102661133,2016-10-26
24.175960540771484,2016-10-27
24.194643020629883,2016-10-28
24.241352081298828,2016-10-31
23.643489837646484,2016-11-01
23.111021041870117,2016-11-02
23.045631408691406,2016-11-03
23.026948928833008,2016-11-04
23.783615112304688,2016-11-07
23.76493263244629,2016-11-08
23.475341796875,2016-11-09
22.784067153930664,2016-11-10
22.45711326599121,2016-11-11
22.148839950561523,2016-11-14
24.671062469482422,2016-11-15
24.76447868347168,2016-11-16
24.988676071166992,2016-11-17
24.708431243896484,2016-11-18
24.28805923461914,2016-11-21
24.11056900024414,2016-11-22
24.04517936706543,2016-11-23
23.858348846435547,2016-11-25
24.129253387451172,2016-11-28
25.082090377807617,2016-11-29
25.10077476501465,2016-11-30
24.56830596923828,2016-12-01
24.175960540771484,2016-12-02
24.241352081298828,2016-12-05
24.129253387451172,2016-12-06
25.20353126525879,2016-12-07
25.194189071655273,2016-12-08
25.072750091552734,2016-12-09
24.437522888183594,2016-12-12
24.90460205078125,2016-12-13
25.175508499145508,2016-12-14
24.07320213317871,2016-12-15
23.923738479614258,2016-12-16
23.708881378173828,2016-12-19
23.839664459228516,2016-12-20
24.175960540771484,2016-12-21
23.93307876586914,2016-12-22
23.8116397857666,2016-12-23
24.22266960144043,2016-12-27
24.04517936706543,2016-12-28
23.951763153076172,2016-12-29
23.76493263244629,2016-12-30
24.119911193847656,2017-01-03
24.14793586730957,2017-01-04
24.56830596923828,2017-01-05
24.540283203125,2017-01-06
24.53093910217285,2017-01-09
25.12879753112793,2017-01-10
25.007360458374023,2017-01-11
24.857894897460938,2017-01-12
25.072750091552734,2017-01-13
25.418386459350586,2017-01-17
25.371681213378906,2017-01-18
25.92283058166504,2017-01-19
25.782711029052734,2017-01-20
26.324520111083984,2017-01-23
26.660816192626953,2017-01-24
26.707523345947266,2017-01-25
26.45530128479004,2017-01-26
26.49266815185547,2017-01-27
26.67949676513672,2017-01-30
26.5300350189209,2017-01-31
26.27781105041504,2017-02-01
26.31517791748047,2017-02-02
26.45530128479004,2017-02-03
26.660816192626953,2017-02-06
26.91303825378418,2017-02-07
27.071842193603516,2017-02-08
27.099868774414062,2017-02-09
27.445505142211914,2017-02-10
27.5762882232666,2017-02-13
27.49221420288086,2017-02-14
28.15546417236328,2017-02-15
28.239538192749023,2017-02-16
27.88456153869629,2017-02-17
28.239538192749023,2017-02-21
28.463735580444336,2017-02-22
28.594518661499023,2017-02-23
28.276905059814453,2017-02-24
28.772008895874023,2017-02-27
28.557151794433594,2017-02-28
28.65056800842285,2017-03-01
28.893449783325195,2017-03-02
28.893449783325195,2017-03-03
28.40768814086914,2017-03-06
28.72530174255371,2017-03-07
29.27645492553711,2017-03-08
29.14566993713379,2017-03-09
29.0148868560791,2017-03-10
29.60340690612793,2017-03-13
29.304479598999023,2017-03-14
29.313817977905273,2017-03-15
29.463285446166992,2017-03-16
29.481966018676758,2017-03-17
29.631431579589844,2017-03-20
28.323612213134766,2017-03-21
28.56649398803711,2017-03-22
29.229745864868164,2017-03-23
29.20172119140625,2017-03-24
29.313817977905273,2017-03-27
29.3885498046875,2017-03-28
29.50065040588379,2017-03-29
29.481966018676758,2017-03-30
29.061595916748047,2017-03-31
29.818262100219727,2017-04-03
29.369869232177734,2017-04-04
29.453943252563477,2017-04-05
30.10784912109375,2017-04-06
29.902334213256836,2017-04-07
30.518877029418945,2017-04-10
30.173242568969727,2017-04-11
30.556245803833008,2017-04-12
30.33205223083496,2017-04-13
30.565587997436523,2017-04-17
30.67768669128418,2017-04-18
31.163450241088867,2017-04-19
31.73328399658203,2017-04-20
32.088260650634766,2017-04-21
32.29377746582031,2017-04-24
32.65809631347656,2017-04-25
32.63941192626953,2017-04-26
32.975711822509766,2017-04-27
32.76085662841797,2017-04-28
33.0130729675293,2017-05-01
33.11583709716797,2017-05-02
32.83558654785156,2017-05-03
33.06912612915039,2017-05-04
33.424102783203125,2017-05-05
36.01171875,2017-05-08
35.99303436279297,2017-05-09
36.73101806640625,2017-05-10
37.14204406738281,2017-05-11
37.889373779296875,2017-05-12
37.58110046386719,2017-05-15
38.085540771484375,2017-05-16
37.40361022949219,2017-05-17
37.51571273803711,2017-05-18
38.35645294189453,2017-05-19
38.91694259643555,2017-05-22
38.03883743286133,2017-05-23
37.77727127075195,2017-05-24
38.31908416748047,2017-05-25
38.29106140136719,2017-05-26
38.10422897338867,2017-05-30
37.394264221191406,2017-05-31
37.637149810791016,2017-06-01
37.58110046386719,2017-06-02
37.6651725769043,2017-06-05
37.534393310546875,2017-06-06
38.46854782104492,2017-06-07
39.15982437133789,2017-06-08
36.43208694458008,2017-06-09
36.637603759765625,2017-06-12
36.68431091308594,2017-06-13
35.87159729003906,2017-06-14
35.61002731323242,2017-06-15
35.65673828125,2017-06-16
37.12336349487305,2017-06-19
36.33867263793945,2017-06-20
38.38447570800781,2017-06-21
38.60867691040039,2017-06-22
40.12200927734375,2017-06-23
40.243446350097656,2017-06-26
38.01081466674805,2017-06-27
38.56196212768555,2017-06-28
36.89916229248047,2017-06-29
36.637603759765625,2017-06-30
36.30130386352539,2017-07-03
37.14204406738281,2017-07-05
36.53484344482422,2017-07-06
36.637603759765625,2017-07-07
37.75858688354492,2017-07-10
38.12290954589844,2017-07-11
38.711429595947266,2017-07-12
38.702091217041016,2017-07-13
39.243896484375,2017-07-14
38.888919830322266,2017-07-17
40.15937423706055,2017-07-18
40.374229431152344,2017-07-19
40.09397506713867,2017-07-20
40.243446350097656,2017-07-21
40.673160552978516,2017-07-24
41.5325813293457,2017-07-25
42.84973907470703,2017-07-26
42.186492919921875,2017-07-27
42.2425422668457,2017-07-28
42.19582748413086,2017-07-31
42.550811767578125,2017-08-01
42.270565032958984,2017-08-02
42.31727600097656,2017-08-03
43.344844818115234,2017-08-04
44.428470611572266,2017-08-07
44.97962188720703,2017-08-08
44.69002914428711,2017-08-09
43.05525588989258,2017-08-10
42.87776565551758,2017-08-11
41.33640670776367,2017-08-14
41.14957809448242,2017-08-15
40.77591323852539,2017-08-16
38.11357116699219,2017-08-17
37.4876823425293,2017-08-18
38.543277740478516,2017-08-21
39.37468338012695,2017-08-22
39.64558410644531,2017-08-23
39.299949645996094,2017-08-24
38.178958892822266,2017-08-25
37.693199157714844,2017-08-28
38.150936126708984,2017-08-29
39.178504943847656,2017-08-30
39.150482177734375,2017-08-31
39.225215911865234,2017-09-01
38.6740608215332,2017-09-05
38.89826202392578,2017-09-06
39.07575225830078,2017-09-07
38.44052505493164,2017-09-08
39.27192306518555,2017-09-11
40.43961715698242,2017-09-12
42.28924560546875,2017-09-13
42.270565032958984,2017-09-14
41.95294952392578,2017-09-15
41.79414367675781,2017-09-18
41.4111442565918,2017-09-19
41.51389694213867,2017-09-20
40.150028228759766,2017-09-21
39.580196380615234,2017-09-22
38.235008239746094,2017-09-25
37.6651725769043,2017-09-26
37.095340728759766,2017-09-27
36.10513687133789,2017-09-28
35.68476486206055,2017-09-29
36.5255012512207,2017-10-02
36.628257751464844,2017-10-03
35.815547943115234,2017-10-04
36.562870025634766,2017-10-05
36.656288146972656,2017-10-06
36.34801483154297,2017-10-09
37.52505111694336,2017-10-10
37.01126480102539,2017-10-11
35.97434997558594,2017-10-12
36.17052459716797,2017-10-13
37.0579719543457,2017-10-16
36.983238220214844,2017-10-17
37.6651725769043,2017-10-18
36.787071228027344,2017-10-19
36.43208694458008,2017-10-20
35.899620056152344,2017-10-23
35.98369598388672,2017-10-24
34.93743896484375,2017-10-25
34.386287689208984,2017-10-26
34.90007400512695,2017-10-27
34.956119537353516,2017-10-30
35.04954147338867,2017-10-31
35.367149353027344,2017-11-01
35.385833740234375,2017-11-02
35.89027786254883,2017-11-03
36.441429138183594,2017-11-06
37.170074462890625,2017-11-07
37.67451858520508,2017-11-08
37.179412841796875,2017-11-09
37.328880310058594,2017-11-10
38.61801528930664,2017-11-13
36.33867263793945,2017-11-14
36.75904083251953,2017-11-15
37.57176208496094,2017-11-16
37.59978485107422,2017-11-17
36.618919372558594,2017-11-20
37.254146575927734,2017-11-21
37.170074462890625,2017-11-22
36.628257751464844,2017-11-24
36.114471435546875,2017-11-27
36.030399322509766,2017-11-28
35.33912658691406,2017-11-29
34.98414611816406,2017-11-30
34.816001892089844,2017-12-01
34.33023452758789,2017-12-04
34.84402084350586,2017-12-05
35.32978439331055,2017-12-06
35.6193733215332,2017-12-07
35.50727462768555,2017-12-08
35.927642822265625,2017-12-11
36.021060943603516,2017-12-12
38.11357116699219,2017-12-13
37.95476531982422,2017-12-14
37.6651725769043,2017-12-15
38.935630798339844,2017-12-18
40.140689849853516,2017-12-19
39.3840217590332,2017-12-20
39.48678207397461,2017-12-21
39.412044525146484,2017-12-22
39.36533737182617,2017-12-26
39.505462646484375,2017-12-27
38.888919830322266,2017-12-28
38.692745208740234,2017-12-29
40.430274963378906,2018-01-02
40.6451301574707,2018-01-03
40.79459762573242,2018-01-04
42.634883880615234,2018-01-05
43.06459426879883,2018-01-08
43.09262466430664,2018-01-09
43.39155197143555,2018-01-10
43.541015625,2018-01-11
43.344844818115234,2018-01-12
43.4008903503418,2018-01-16
43.541015625,2018-01-17
42.87776565551758,2018-01-18
42.989864349365234,2018-01-19
42.2799072265625,2018-01-22
42.20517349243164,2018-01-23
43.66245651245117,2018-01-24
44.260318756103516,2018-01-25
47.17488479614258,2018-01-26
46.651756286621094,2018-01-29
46.01652908325195,2018-01-30
45.988502502441406,2018-01-31
44.41912078857422,2018-02-01
42.99920654296875,2018-02-02
