ZM,Date
73.5,2023-01-30
75.0,2023-01-31
78.11000061035156,2023-02-01
82.83999633789062,2023-02-02
79.54000091552734,2023-02-03
77.06999969482422,2023-02-06
84.66000366210938,2023-02-07
79.3499984741211,2023-02-08
76.7699966430664,2023-02-09
74.20999908447266,2023-02-10
76.4800033569336,2023-02-13
77.9000015258789,2023-02-14
80.7699966430664,2023-02-15
77.91000366210938,2023-02-16
76.11000061035156,2023-02-17
72.47000122070312,2023-02-21
73.38999938964844,2023-02-22
74.56999969482422,2023-02-23
73.93000030517578,2023-02-24
73.72000122070312,2023-02-27
74.58999633789062,2023-02-28
69.62000274658203,2023-03-01
70.62999725341797,2023-03-02
70.80999755859375,2023-03-03
71.33000183105469,2023-03-06
69.6500015258789,2023-03-07
68.91000366210938,2023-03-08
67.62000274658203,2023-03-09
67.12000274658203,2023-03-10
68.66999816894531,2023-03-13
68.98999786376953,2023-03-14
71.02999877929688,2023-03-15
70.58999633789062,2023-03-16
69.19000244140625,2023-03-17
69.30000305175781,2023-03-20
71.8499984741211,2023-03-21
68.75,2023-03-22
69.19000244140625,2023-03-23
69.04000091552734,2023-03-24
68.56999969482422,2023-03-27
68.54000091552734,2023-03-28
70.5999984741211,2023-03-29
72.04000091552734,2023-03-30
73.83999633789062,2023-03-31
73.66999816894531,2023-04-03
73.63999938964844,2023-04-04
71.0999984741211,2023-04-05
71.8499984741211,2023-04-06
71.16999816894531,2023-04-10
70.0,2023-04-11
67.48999786376953,2023-04-12
70.18000030517578,2023-04-13
69.5,2023-04-14
67.62000274658203,2023-04-17
67.2699966430664,2023-04-18
67.75,2023-04-19
65.69999694824219,2023-04-20
63.97999954223633,2023-04-21
65.80000305175781,2023-04-24
63.04999923706055,2023-04-25
61.43000030517578,2023-04-26
61.290000915527344,2023-04-27
61.43000030517578,2023-04-28
61.68000030517578,2023-05-01
61.189998626708984,2023-05-02
60.81999969482422,2023-05-03
62.220001220703125,2023-05-04
63.400001525878906,2023-05-05
62.93000030517578,2023-05-08
63.560001373291016,2023-05-09
64.43000030517578,2023-05-10
64.44999694824219,2023-05-11
63.689998626708984,2023-05-12
66.02999877929688,2023-05-15
65.98999786376953,2023-05-16
67.8499984741211,2023-05-17
69.52999877929688,2023-05-18
69.37000274658203,2023-05-19
71.41000366210938,2023-05-22
65.6500015258789,2023-05-23
62.630001068115234,2023-05-24
65.12000274658203,2023-05-25
66.2699966430664,2023-05-26
65.68000030517578,2023-05-30
67.12999725341797,2023-05-31
67.83000183105469,2023-06-01
67.08999633789062,2023-06-02
69.0199966430664,2023-06-05
69.5,2023-06-06
66.5,2023-06-07
66.73999786376953,2023-06-08
67.13999938964844,2023-06-09
69.18000030517578,2023-06-12
68.81999969482422,2023-06-13
68.4000015258789,2023-06-14
69.94000244140625,2023-06-15
70.05999755859375,2023-06-16
70.55999755859375,2023-06-20
66.93000030517578,2023-06-21
67.44999694824219,2023-06-22
66.62000274658203,2023-06-23
66.62000274658203,2023-06-26
68.05000305175781,2023-06-27
68.69000244140625,2023-06-28
67.5999984741211,2023-06-29
67.87999725341797,2023-06-30
68.29000091552734,2023-07-03
67.6500015258789,2023-07-05
64.69000244140625,2023-07-06
65.66999816894531,2023-07-07
67.62000274658203,2023-07-10
69.73999786376953,2023-07-11
69.80000305175781,2023-07-12
71.23999786376953,2023-07-13
70.58999633789062,2023-07-14
72.83999633789062,2023-07-17
72.27999877929688,2023-07-18
73.91999816894531,2023-07-19
69.80000305175781,2023-07-20
71.02999877929688,2023-07-21
69.51000213623047,2023-07-24
69.33000183105469,2023-07-25
71.0999984741211,2023-07-26
72.38999938964844,2023-07-27
73.08000183105469,2023-07-28
73.3499984741211,2023-07-31
72.91000366210938,2023-08-01
69.88999938964844,2023-08-02
69.88999938964844,2023-08-03
69.05999755859375,2023-08-04
68.66000366210938,2023-08-07
67.55000305175781,2023-08-08
66.55000305175781,2023-08-09
67.47000122070312,2023-08-10
66.5999984741211,2023-08-11
67.55000305175781,2023-08-14
66.05999755859375,2023-08-15
65.375,2023-08-16
65.36000061035156,2023-08-17
66.29000091552734,2023-08-18
67.2699966430664,2023-08-21
65.83000183105469,2023-08-22
68.16999816894531,2023-08-23
66.94999694824219,2023-08-24
67.69999694824219,2023-08-25
67.56999969482422,2023-08-28
68.80999755859375,2023-08-29
68.66999816894531,2023-08-30
71.02999877929688,2023-08-31
71.72000122070312,2023-09-01
73.27999877929688,2023-09-05
74.0,2023-09-06
73.68000030517578,2023-09-07
72.05999755859375,2023-09-08
71.77999877929688,2023-09-11
70.2699966430664,2023-09-12
69.83999633789062,2023-09-13
71.56999969482422,2023-09-14
71.11000061035156,2023-09-15
70.62999725341797,2023-09-18
69.33999633789062,2023-09-19
68.80000305175781,2023-09-20
68.30999755859375,2023-09-21
68.8499984741211,2023-09-22
68.6500015258789,2023-09-25
68.30000305175781,2023-09-26
67.31999969482422,2023-09-27
68.33000183105469,2023-09-28
69.94000244140625,2023-09-29
70.11000061035156,2023-10-02
68.04000091552734,2023-10-03
66.05999755859375,2023-10-04
64.5199966430664,2023-10-05
65.4800033569336,2023-10-06
66.0999984741211,2023-10-09
67.27999877929688,2023-10-10
64.81999969482422,2023-10-11
63.470001220703125,2023-10-12
62.75,2023-10-13
63.18000030517578,2023-10-16
63.84000015258789,2023-10-17
62.970001220703125,2023-10-18
62.36000061035156,2023-10-19
61.709999084472656,2023-10-20
61.130001068115234,2023-10-23
62.13999938964844,2023-10-24
60.349998474121094,2023-10-25
59.5,2023-10-26
59.290000915527344,2023-10-27
60.0,2023-10-30
59.97999954223633,2023-10-31
60.029998779296875,2023-11-01
61.279998779296875,2023-11-02
62.9900016784668,2023-11-03
61.81999969482422,2023-11-06
62.689998626708984,2023-11-07
61.83000183105469,2023-11-08
60.650001525878906,2023-11-09
62.060001373291016,2023-11-10
61.540000915527344,2023-11-13
62.77000045776367,2023-11-14
63.7400016784668,2023-11-15
63.400001525878906,2023-11-16
64.12000274658203,2023-11-17
66.0,2023-11-20
65.94000244140625,2023-11-21
63.83000183105469,2023-11-22
64.52999877929688,2023-11-24
65.55000305175781,2023-11-27
67.52999877929688,2023-11-28
67.94999694824219,2023-11-29
67.83000183105469,2023-11-30
70.29000091552734,2023-12-01
68.16000366210938,2023-12-04
68.72000122070312,2023-12-05
70.94000244140625,2023-12-06
71.93000030517578,2023-12-07
73.05999755859375,2023-12-08
72.58000183105469,2023-12-11
71.27999877929688,2023-12-12
71.22000122070312,2023-12-13
72.13999938964844,2023-12-14
71.56999969482422,2023-12-15
71.36000061035156,2023-12-18
72.41999816894531,2023-12-19
69.86000061035156,2023-12-20
71.9000015258789,2023-12-21
72.5,2023-12-22
74.20999908447266,2023-12-26
73.7300033569336,2023-12-27
73.08999633789062,2023-12-28
71.91000366210938,2023-12-29
69.1500015258789,2024-01-02
67.16999816894531,2024-01-03
66.9000015258789,2024-01-04
66.95999908447266,2024-01-05
68.38999938964844,2024-01-08
68.30999755859375,2024-01-09
68.18000030517578,2024-01-10
68.5,2024-01-11
70.45999908447266,2024-01-12
69.0999984741211,2024-01-16
67.94999694824219,2024-01-17
67.31999969482422,2024-01-18
69.04000091552734,2024-01-19
69.58999633789062,2024-01-22
69.62999725341797,2024-01-23
69.04000091552734,2024-01-24
67.41999816894531,2024-01-25
67.73999786376953,2024-01-26
68.93000030517578,2024-01-29
67.18000030517578,2024-01-30
64.61000061035156,2024-01-31
64.8499984741211,2024-02-01
64.2699966430664,2024-02-02
63.689998626708984,2024-02-05
63.599998474121094,2024-02-06
63.880001068115234,2024-02-07
63.900001525878906,2024-02-08
65.69999694824219,2024-02-09
64.4800033569336,2024-02-12
63.65999984741211,2024-02-13
64.13999938964844,2024-02-14
64.04000091552734,2024-02-15
62.119998931884766,2024-02-16
61.31999969482422,2024-02-20
61.349998474121094,2024-02-21
62.119998931884766,2024-02-22
63.400001525878906,2024-02-23
63.119998931884766,2024-02-26
68.16999816894531,2024-02-27
69.62000274658203,2024-02-28
70.7300033569336,2024-02-29
70.91000366210938,2024-03-01
69.70999908447266,2024-03-04
66.48999786376953,2024-03-05
66.41999816894531,2024-03-06
67.02999877929688,2024-03-07
67.16000366210938,2024-03-08
69.68000030517578,2024-03-11
69.87999725341797,2024-03-12
68.44000244140625,2024-03-13
67.26000213623047,2024-03-14
65.95999908447266,2024-03-15
66.2300033569336,2024-03-18
66.52999877929688,2024-03-19
66.86000061035156,2024-03-20
66.54000091552734,2024-03-21
65.95999908447266,2024-03-22
66.70999908447266,2024-03-25
66.3499984741211,2024-03-26
66.62000274658203,2024-03-27
65.37000274658203,2024-03-28
64.7300033569336,2024-04-01
63.779998779296875,2024-04-02
63.220001220703125,2024-04-03
63.279998779296875,2024-04-04
62.939998626708984,2024-04-05
63.0099983215332,2024-04-08
63.849998474121094,2024-04-09
