HPE,Date
6.135557174682617,2016-01-28
6.400700569152832,2016-01-29
6.414656162261963,2016-02-01
6.256500244140625,2016-02-02
6.21928596496582,2016-02-03
6.442566871643066,2016-02-04
6.140207767486572,2016-02-05
5.819243431091309,2016-02-08
5.916927814483643,2016-02-09
5.982051849365234,2016-02-10
5.768073558807373,2016-02-11
5.71690559387207,2016-02-12
5.735513687133789,2016-02-16
6.0564775466918945,2016-02-17
6.2937140464782715,2016-02-18
6.3588361740112305,2016-02-19
6.419307708740234,2016-02-22
6.089038848876953,2016-02-23
6.2937140464782715,2016-02-24
6.363487243652344,2016-02-25
6.2518486976623535,2016-02-26
6.172769546508789,2016-02-29
6.177422046661377,2016-03-01
6.465824604034424,2016-03-02
6.32627534866333,2016-03-03
7.182183265686035,2016-03-04
7.455279350280762,2016-03-07
7.109823703765869,2016-03-08
7.231199741363525,2016-03-09
7.4225993156433105,2016-03-10
7.623338222503662,2016-03-11
7.660683631896973,2016-03-14
7.828741073608398,2016-03-15
8.024809837341309,2016-03-16
8.010807037353516,2016-03-17
8.090167045593262,2016-03-18
8.267562866210938,2016-03-21
8.174196243286133,2016-03-22
8.150854110717773,2016-03-23
8.2022066116333,2016-03-24
8.174196243286133,2016-03-28
8.239553451538086,2016-03-29
8.351592063903809,2016-03-30
8.276899337768555,2016-03-31
8.589677810668945,2016-04-01
8.421616554260254,2016-04-04
8.220878601074219,2016-04-05
8.384270668029785,2016-04-06
8.28156566619873,2016-04-07
8.351592063903809,2016-04-08
8.276899337768555,2016-04-11
8.048151016235352,2016-04-12
8.169529914855957,2016-04-13
8.057489395141602,2016-04-14
8.122845649719238,2016-04-15
8.141519546508789,2016-04-18
8.048151016235352,2016-04-19
8.122845649719238,2016-04-20
8.150854110717773,2016-04-21
8.164861679077148,2016-04-22
8.034149169921875,2016-04-25
8.104172706604004,2016-04-26
8.080830574035645,2016-04-27
7.950117111206055,2016-04-28
7.77739143371582,2016-04-29
7.656015872955322,2016-05-02
7.43660306930542,2016-05-03
7.43660306930542,2016-05-04
7.338570594787598,2016-05-05
7.366581916809082,2016-05-06
7.403926849365234,2016-05-09
7.417933940887451,2016-05-10
7.478618621826172,2016-05-11
7.4225993156433105,2016-05-12
7.361912727355957,2016-05-13
7.450610637664795,2016-05-16
7.385254383087158,2016-05-17
7.315230369567871,2016-05-18
7.366581916809082,2016-05-19
7.408596515655518,2016-05-20
7.5019612312316895,2016-05-23
7.585991859436035,2016-05-24
8.099502563476562,2016-05-25
8.11817741394043,2016-05-26
8.52431869506836,2016-05-27
8.622352600097656,2016-05-31
8.538323402404785,2016-06-01
8.636360168457031,2016-06-02
8.566333770751953,2016-06-03
8.849614143371582,2016-06-06
8.971353530883789,2016-06-07
9.060322761535645,2016-06-08
9.153966903686523,2016-06-09
8.952627182006836,2016-06-10
8.709145545959473,2016-06-13
8.573357582092285,2016-06-14
8.802790641784668,2016-06-15
8.7372407913208,2016-06-16
8.868346214294434,2016-06-17
9.07436752319336,2016-06-20
9.252294540405273,2016-06-21
8.994765281677246,2016-06-22
9.200790405273438,2016-06-23
8.503122329711914,2016-06-24
8.053619384765625,2016-06-27
8.14726448059082,2016-06-28
8.325194358825684,2016-06-29
8.554628372192383,2016-06-30
8.657639503479004,2016-07-01
8.5218505859375,2016-07-05
8.615500450134277,2016-07-06
8.648274421691895,2016-07-07
8.915166854858398,2016-07-08
9.055639266967773,2016-07-11
9.219518661499023,2016-07-12
9.130556106567383,2016-07-13
9.359991073608398,2016-07-14
9.256978988647461,2016-07-15
9.266342163085938,2016-07-18
9.266342163085938,2016-07-19
9.392765998840332,2016-07-20
9.247614860534668,2016-07-21
9.388082504272461,2016-07-22
9.463003158569336,2016-07-25
9.575374603271484,2016-07-26
9.528554916381836,2016-07-27
9.5098237991333,2016-07-28
9.842272758483887,2016-07-29
9.870365142822266,2016-08-01
9.725214004516602,2016-08-02
10.071703910827637,2016-08-03
10.188765525817871,2016-08-04
10.258996963500977,2016-08-05
10.13725757598877,2016-08-08
10.160667419433594,2016-08-09
10.090433120727539,2016-08-10
10.198129653930664,2016-08-11
10.249632835388184,2016-08-12
10.305821418762207,2016-08-15
10.331574440002441,2016-08-16
10.132575035095215,2016-08-17
10.235589027404785,2016-08-18
10.244952201843262,2016-08-19
10.273046493530273,2016-08-22
10.268364906311035,2016-08-23
10.155988693237305,2016-08-24
10.226222038269043,2016-08-25
10.198129653930664,2016-08-26
10.226222038269043,2016-08-29
10.104482650756836,2016-08-30
10.057658195495605,2016-08-31
10.376058578491211,2016-09-01
10.399470329284668,2016-09-02
10.235589027404785,2016-09-06
10.343278884887695,2016-09-07
10.010836601257324,2016-09-08
9.79544734954834,2016-09-09
9.968690872192383,2016-09-12
9.907824516296387,2016-09-13
10.001469612121582,2016-09-14
10.36201000213623,2016-09-15
10.422877311706543,2016-09-16
10.619538307189941,2016-09-19
10.591445922851562,2016-09-20
10.825559616088867,2016-09-21
10.881749153137207,2016-09-22
10.760008811950684,2016-09-23
10.671042442321777,2016-09-26
10.731912612915039,2016-09-27
10.788100242614746,2016-09-28
10.722549438476562,2016-09-29
10.652315139770508,2016-09-30
10.605490684509277,2016-10-03
10.483749389648438,2016-10-04
10.675726890563965,2016-10-05
10.619538307189941,2016-10-06
10.48576831817627,2016-10-07
10.560866355895996,2016-10-10
10.316793441772461,2016-10-11
10.326180458068848,2016-10-12
10.213533401489258,2016-10-13
10.105573654174805,2016-10-14
9.983539581298828,2016-10-17
10.077413558959961,2016-10-18
10.199447631835938,2016-10-19
10.269856452941895,2016-10-20
10.152512550354004,2016-10-21
10.175979614257812,2016-10-24
10.138434410095215,2016-10-25
10.232305526733398,2016-10-26
10.415361404418945,2016-10-27
10.405975341796875,2016-10-28
10.546784400939941,2016-10-31
10.363731384277344,2016-11-01
10.33556842803955,2016-11-02
10.232305526733398,2016-11-03
10.344955444335938,2016-11-04
10.847185134887695,2016-11-07
10.908201217651367,2016-11-08
10.903507232666016,2016-11-09
10.828407287597656,2016-11-10
10.941056251525879,2016-11-11
10.959832191467285,2016-11-14
10.987995147705078,2016-11-15
11.044320106506348,2016-11-16
11.07717514038086,2016-11-17
10.941056251525879,2016-11-18
10.851875305175781,2016-11-21
10.734533309936523,2016-11-22
11.053709030151367,2016-11-23
10.898816108703613,2016-11-25
10.955138206481934,2016-11-28
11.1428861618042,2016-11-29
11.171050071716309,2016-11-30
10.969219207763672,2016-12-01
11.194518089294434,2016-12-02
11.363492965698242,2016-12-05
11.246149063110352,2016-12-06
11.584096908569336,2016-12-07
11.565321922302246,2016-12-08
11.504304885864258,2016-12-09
11.24781608581543,2016-12-12
11.261932373046875,2016-12-13
11.257227897644043,2016-12-14
11.167806625366211,2016-12-15
11.054862022399902,2016-12-16
11.167806625366211,2016-12-19
11.219578742980957,2016-12-20
11.243106842041016,2016-12-21
11.181927680969238,2016-12-22
11.210164070129395,2016-12-23
11.172516822814941,2016-12-27
10.965441703796387,2016-12-28
10.984265327453613,2016-12-29
10.890146255493164,2016-12-30
10.918381690979004,2017-01-03
11.036036491394043,2017-01-04
11.087806701660156,2017-01-05
10.871321678161621,2017-01-06
10.617183685302734,2017-01-09
10.800726890563965,2017-01-10
10.711309432983398,2017-01-11
10.706603050231934,2017-01-12
10.7960205078125,2017-01-13
10.678366661071777,2017-01-17
10.75837230682373,2017-01-18
10.716014862060547,2017-01-19
10.767784118652344,2017-01-20
10.6218900680542,2017-01-23
10.772490501403809,2017-01-24
10.81484603881836,2017-01-25
10.645423889160156,2017-01-26
10.612478256225586,2017-01-27
10.42423152923584,2017-01-30
10.673660278320312,2017-01-31
10.631301879882812,2017-02-01
10.678366661071777,2017-02-02
11.05956745147705,2017-02-03
11.078389167785645,2017-02-06
11.148984909057617,2017-02-07
11.120746612548828,2017-02-08
11.332527160644531,2017-02-09
11.290170669555664,2017-02-10
11.351349830627441,2017-02-13
11.360766410827637,2017-02-14
11.473713874816895,2017-02-15
11.450181007385254,2017-02-16
11.483124732971191,2017-02-17
11.605488777160645,2017-02-21
11.661961555480957,2017-02-22
11.605488777160645,2017-02-23
10.805434226989746,2017-02-24
10.499529838562012,2017-02-27
10.739544868469238,2017-02-28
10.908967971801758,2017-03-01
10.800726890563965,2017-03-02
10.84778881072998,2017-03-03
10.857198715209961,2017-03-06
10.739544868469238,2017-03-07
10.645423889160156,2017-03-08
10.5748291015625,2017-03-09
10.527764320373535,2017-03-10
10.534844398498535,2017-03-13
10.492369651794434,2017-03-14
10.70948314666748,2017-03-15
10.685884475708008,2017-03-16
10.78499984741211,2017-03-17
10.83220100402832,2017-03-20
10.501806259155273,2017-03-21
10.619804382324219,2017-03-22
10.76140022277832,2017-03-23
10.74724292755127,2017-03-24
10.72364330291748,2017-03-27
10.86052131652832,2017-03-28
11.17203426361084,2017-03-29
11.148436546325684,2017-03-30
11.186193466186523,2017-03-31
11.069348335266113,2017-04-03
11.277252197265625,2017-04-04
11.277252197265625,2017-04-05
11.352851867675781,2017-04-06
11.516657829284668,2017-04-07
11.52925968170166,2017-04-10
11.453656196594238,2017-04-11
11.37175178527832,2017-04-12
11.333953857421875,2017-04-13
11.409553527832031,2017-04-17
11.422154426574707,2017-04-18
11.441056251525879,2017-04-19
11.548155784606934,2017-04-20
11.42845630645752,2017-04-21
11.617459297180176,2017-04-24
11.667860984802246,2017-04-25
11.724560737609863,2017-04-26
11.737160682678223,2017-04-27
11.737160682678223,2017-04-28
11.800165176391602,2017-05-01
11.781261444091797,2017-05-02
11.762362480163574,2017-05-03
11.812765121459961,2017-05-04
11.863163948059082,2017-05-05
11.90096378326416,2017-05-08
11.831666946411133,2017-05-09
11.970266342163086,2017-05-10
11.882064819335938,2017-05-11
11.89466667175293,2017-05-12
11.963967323303223,2017-05-15
12.039567947387695,2017-05-16
11.844266891479492,2017-05-17
11.831666946411133,2017-05-18
11.67416000366211,2017-05-19
11.837964057922363,2017-05-22
11.882064819335938,2017-05-23
11.91356372833252,2017-05-24
11.869465827941895,2017-05-25
11.863163948059082,2017-05-26
11.875763893127441,2017-05-30
11.850566864013672,2017-05-31
11.037845611572266,2017-06-01
10.962244033813477,2017-06-02
10.811040878295898,2017-06-05
10.729138374328613,2017-06-06
10.73543930053711,2017-06-07
10.741742134094238,2017-06-08
10.703938484191895,2017-06-09
10.656505584716797,2017-06-12
10.675477981567383,2017-06-13
10.586936950683594,2017-06-14
10.44780445098877,2017-06-15
10.428832054138184,2017-06-16
10.574288368225098,2017-06-19
10.52369213104248,2017-06-20
10.479424476623535,2017-06-21
10.548991203308105,2017-06-22
10.656505584716797,2017-06-23
10.631207466125488,2017-06-26
10.435154914855957,2017-06-27
10.688130378723145,2017-06-28
10.530019760131836,2017-06-29
10.492073059082031,2017-06-30
10.542669296264648,2017-07-03
10.713425636291504,2017-07-05
10.422504425048828,2017-07-06
10.504722595214844,2017-07-07
10.586936950683594,2017-07-10
10.612235069274902,2017-07-11
10.618558883666992,2017-07-12
10.8082914352417,2017-07-13
10.87153434753418,2017-07-14
10.896831512451172,2017-07-17
10.846236228942871,2017-07-18
11.175101280212402,2017-07-19
11.320563316345215,2017-07-20
11.390129089355469,2017-07-21
11.282612800598145,2017-07-24
11.307913780212402,2017-07-25
11.137155532836914,2017-07-26
11.099207878112793,2017-07-27
11.07391357421875,2017-07-28
11.07391357421875,2017-07-31
11.099207878112793,2017-08-01
10.972723007202148,2017-08-02
10.93477725982666,2017-08-03
11.07391357421875,2017-08-04
11.14980411529541,2017-08-07
11.14980411529541,2017-08-08
11.1561279296875,2017-08-09
10.827265739440918,2017-08-10
10.941102981567383,2017-08-11
11.118184089660645,2017-08-14
11.225695610046387,2017-08-15
11.130830764770508,2017-08-16
10.941102981567383,2017-08-17
10.86520767211914,2017-08-18
10.947425842285156,2017-08-21
11.175101280212402,2017-08-22
11.200399398803711,2017-08-23
11.352184295654297,2017-08-24
11.352184295654297,2017-08-25
11.250992774963379,2017-08-28
11.333208084106445,2017-08-29
11.371155738830566,2017-08-30
11.421751022338867,2017-08-31
11.66561222076416,2017-09-01
11.445505142211914,2017-09-05
11.225398063659668,2017-09-06
10.801491737365723,2017-09-07
10.695515632629395,2017-09-08
10.883011817932129,2017-09-11
10.747845649719238,2017-09-12
10.837955474853516,2017-09-13
11.034563064575195,2017-09-14
11.075522422790527,2017-09-15
11.091906547546387,2017-09-18
11.050946235656738,2017-09-19
11.16563606262207,2017-09-20
11.296704292297363,2017-09-21
11.68172836303711,2017-09-22
12.042173385620117,2017-09-25
12.197818756103516,2017-09-26
12.165055274963379,2017-09-27
11.935678482055664,2017-09-28
12.050368309020996,2017-09-29
12.263355255126953,2017-10-02
12.033981323242188,2017-10-03
12.12409496307373,2017-10-04
12.148667335510254,2017-10-05
12.12409496307373,2017-10-06
12.12409496307373,2017-10-09
12.25516414642334,2017-10-10
12.23878002166748,2017-10-11
12.12409496307373,2017-10-12
12.197818756103516,2017-10-13
12.173247337341309,2017-10-16
11.968446731567383,2017-10-17
12.042173385620117,2017-10-18
11.354049682617188,2017-10-19
11.501504898071289,2017-10-20
11.673537254333496,2017-10-23
11.722688674926758,2017-10-24
11.534272193908691,2017-10-25
11.673537254333496,2017-10-26
11.698111534118652,2017-10-27
11.452351570129395,2017-10-30
11.403200149536133,2017-10-31
11.141057968139648,2017-11-01
11.16563606262207,2017-11-02
11.059141159057617,2017-11-03
11.16563606262207,2017-11-06
11.116483688354492,2017-11-07
11.091906547546387,2017-11-08
11.239363670349121,2017-11-09
11.222977638244629,2017-11-10
11.042755126953125,2017-11-13
10.870723724365234,2017-11-14
10.780611991882324,2017-11-15
10.870723724365234,2017-11-16
11.206594467163086,2017-11-17
11.542464256286621,2017-11-20
11.56704044342041,2017-11-21
10.731462478637695,2017-11-22
10.911685943603516,2017-11-24
11.034563064575195,2017-11-27
11.370436668395996,2017-11-28
11.444161415100098,2017-11-29
11.427778244018555,2017-11-30
11.829182624816895,2017-12-01
11.657153129577637,2017-12-04
11.534272193908691,2017-12-05
11.599808692932129,2017-12-06
11.648961067199707,2017-12-07
11.74726390838623,2017-12-08
11.943869590759277,2017-12-11
11.939754486083984,2017-12-12
11.791534423828125,2017-12-13
11.725661277770996,2017-12-14
11.865645408630371,2017-12-15
12.26912784576416,2017-12-18
12.186784744262695,2017-12-19
12.112674713134766,2017-12-20
12.120909690856934,2017-12-21
12.112674713134766,2017-12-22
12.13737678527832,2017-12-26
12.07973861694336,2017-12-27
12.030333518981934,2017-12-28
11.824471473693848,2017-12-29
12.030333518981934,2018-01-02
12.104439735412598,2018-01-03
12.400876998901367,2018-01-04
12.392641067504883,2018-01-05
12.203251838684082,2018-01-08
12.22795581817627,2018-01-09
12.507920265197754,2018-01-10
12.72201156616211,2018-01-11
13.018449783325195,2018-01-12
13.018449783325195,2018-01-16
13.232540130615234,2018-01-17
13.150197982788086,2018-01-18
13.240777015686035,2018-01-19
13.216071128845215,2018-01-22
13.726598739624023,2018-01-23
13.734837532043457,2018-01-24
13.570147514343262,2018-01-25
13.75953483581543,2018-01-26
13.973630905151367,2018-01-29
13.619552612304688,2018-01-30
13.504271507263184,2018-01-31
13.825413703918457,2018-02-01
13.710129737854004,2018-02-02
12.89493465423584,2018-02-05
12.952573776245117,2018-02-06
12.812591552734375,2018-02-07
12.384407997131348,2018-02-08
12.598495483398438,2018-02-09
12.969043731689453,2018-02-12
12.738482475280762,2018-02-13
13.298416137695312,2018-02-14
13.463105201721191,2018-02-15
13.496038436889648,2018-02-16
13.603083610534668,2018-02-20
13.380757331848145,2018-02-21
13.512506484985352,2018-02-22
14.937045097351074,2018-02-23
15.27464771270752,2018-02-26
15.496975898742676,2018-02-27
15.307588577270508,2018-02-28
15.15113639831543,2018-03-01
15.464042663574219,2018-03-02
15.6287260055542,2018-03-05
15.98280143737793,2018-03-06
15.768708229064941,2018-03-07
15.604019165039062,2018-03-08
15.776947975158691,2018-03-09
15.70283031463623,2018-03-12
15.60776138305664,2018-03-13
15.582966804504395,2018-03-14
15.566433906555176,2018-03-15
15.533366203308105,2018-03-16
15.458963394165039,2018-03-19
15.525100708007812,2018-03-20
15.467232704162598,2018-03-21
15.14482307434082,2018-03-22
14.57441234588623,2018-03-23
14.872018814086914,2018-03-26
14.516544342041016,2018-03-27
14.599213600158691,2018-03-28
14.500012397766113,2018-03-29
14.15280532836914,2018-04-02
14.16933536529541,2018-04-03
14.260273933410645,2018-04-04
14.218942642211914,2018-04-05
13.805599212646484,2018-04-06
13.896535873413086,2018-04-09
14.260273933410645,2018-04-10
14.252006530761719,2018-04-11
14.392541885375977,2018-04-12
14.384276390075684,2018-04-13
14.516544342041016,2018-04-16
14.673615455627441,2018-04-17
14.61574649810791,2018-04-18
14.392541885375977,2018-04-19
14.293342590332031,2018-04-20
14.400810241699219,2018-04-23
14.351208686828613,2018-04-24
14.309873580932617,2018-04-25
14.376008987426758,2018-04-26
14.342944145202637,2018-04-27
14.094938278198242,2018-04-30
14.20240306854248,2018-05-01
14.15280532836914,2018-05-02
13.97093391418457,2018-05-03
14.227209091186523,2018-05-04
14.301606178283691,2018-05-07
14.376008987426758,2018-05-08
14.549612998962402,2018-05-09
14.590946197509766,2018-05-10
14.607481956481934,2018-05-11
14.541351318359375,2018-05-14
14.384276390075684,2018-05-15
14.57441234588623,2018-05-16
14.607481956481934,2018-05-17
14.516544342041016,2018-05-18
14.475212097167969,2018-05-21
14.392541885375977,2018-05-22
12.879714012145996,2018-05-23
13.028517723083496,2018-05-24
12.83011531829834,2018-05-25
12.71437931060791,2018-05-29
12.87144660949707,2018-05-30
12.598641395568848,2018-05-31
12.838379859924316,2018-06-01
12.846646308898926,2018-06-04
13.276520729064941,2018-06-05
13.24345588684082,2018-06-06
13.160785675048828,2018-06-07
13.235187530517578,2018-06-08
13.24345588684082,2018-06-11
13.146044731140137,2018-06-12
13.146044731140137,2018-06-13
13.171022415161133,2018-06-14
13.279253959655762,2018-06-15
13.245949745178223,2018-06-18
13.237626075744629,2018-06-19
12.613208770751953,2018-06-20
12.83800220489502,2018-06-21
12.688139915466309,2018-06-22
12.54660701751709,2018-06-25
12.629859924316406,2018-06-26
12.25521183013916,2018-06-27
12.246886253356934,2018-06-28
12.163629531860352,2018-06-29
12.321816444396973,2018-07-02
12.296839714050293,2018-07-03
12.338467597961426,2018-07-05
12.47167682647705,2018-07-06
12.679814338684082,2018-07-09
12.90460205078125,2018-07-10
12.571582794189453,2018-07-11
12.813027381896973,2018-07-12
12.896279335021973,2018-07-13
13.021162033081055,2018-07-16
13.037812232971191,2018-07-17
13.262600898742676,2018-07-18
13.021162033081055,2018-07-19
12.879627227783203,2018-07-20
12.879627227783203,2018-07-23
12.738093376159668,2018-07-24
12.88794994354248,2018-07-25
13.062789916992188,2018-07-26
12.979534149169922,2018-07-27
12.862974166870117,2018-07-30
12.854650497436523,2018-07-31
12.862974166870117,2018-08-01
12.946233749389648,2018-08-02
13.304228782653809,2018-08-03
13.329207420349121,2018-08-06
13.429115295410156,2018-08-07
13.454089164733887,2018-08-08
13.41246509552002,2018-08-09
13.19599723815918,2018-08-10
13.037812232971191,2018-08-13
13.312557220458984,2018-08-14
13.34585952758789,2018-08-15
13.545671463012695,2018-08-16
13.878693580627441,2018-08-17
13.920323371887207,2018-08-20
13.13771915435791,2018-08-21
13.171022415161133,2018-08-22
13.404138565063477,2018-08-23
13.487394332885742,2018-08-24
13.695533752441406,2018-08-27
13.936972618103027,2018-08-28
13.911995887756348,2018-08-29
13.978601455688477,2018-08-30
13.762136459350586,2018-08-31
13.878693580627441,2018-09-04
13.812088012695312,2018-09-05
13.753808975219727,2018-09-06
13.762136459350586,2018-09-07
13.66222858428955,2018-09-10
13.790494918823242,2018-09-11
13.748576164245605,2018-09-12
13.86594295501709,2018-09-13
13.899477005004883,2018-09-14
13.647978782653809,2018-09-17
13.8743257522583,2018-09-18
13.94977855682373,2018-09-19
14.142590522766113,2018-09-20
14.268341064453125,2018-09-21
14.184507369995117,2018-09-24
13.8743257522583,2018-09-25
13.84079360961914,2018-09-26
13.647978782653809,2018-09-27
13.673126220703125,2018-09-28
13.564146041870117,2018-10-01
13.857560157775879,2018-10-02
14.041991233825684,2018-10-03
14.125826835632324,2018-10-04
13.530610084533691,2018-10-05
13.32103157043457,2018-10-08
13.153366088867188,2018-10-09
12.667133331298828,2018-10-10
12.264737129211426,2018-10-11
12.927016258239746,2018-10-12
12.859949111938477,2018-10-15
13.002467155456543,2018-10-16
13.010848999023438,2018-10-17
12.851566314697266,2018-10-18
12.943782806396484,2018-10-19
13.279112815856934,2018-10-22
13.119832992553711,2018-10-23
12.650369644165039,2018-10-24
12.700669288635254,2018-10-25
12.264737129211426,2018-10-26
12.214436531066895,2018-10-29
12.516234397888184,2018-10-30
12.784499168395996,2018-10-31
13.245580673217773,2018-11-01
13.32103157043457,2018-11-02
13.354561805725098,2018-11-05
13.312646865844727,2018-11-06
13.614445686340332,2018-11-07
13.622828483581543,2018-11-08
13.178513526916504,2018-11-09
12.809650421142578,2018-11-12
12.859949111938477,2018-11-13
12.700669288635254,2018-11-14
12.843182563781738,2018-11-15
12.742583274841309,2018-11-16
12.432401657104492,2018-11-19
12.180904388427734,2018-11-20
12.323419570922852,2018-11-21
12.189286231994629,2018-11-23
12.499468803405762,2018-11-26
12.625216484069824,2018-11-27
12.960550308227539,2018-11-28
12.675518035888672,2018-11-29
12.574918746948242,2018-11-30
12.994080543518066,2018-12-03
12.61683464050293,2018-12-04
13.430013656616211,2018-12-06
12.331802368164062,2018-12-07
12.214436531066895,2018-12-10
12.453536987304688,2018-12-11
12.369049072265625,2018-12-12
12.242317199707031,2018-12-13
12.014200210571289,2018-12-14
11.481925964355469,2018-12-17
11.51572322845459,2018-12-18
11.12707805633545,2018-12-19
10.687739372253418,2018-12-20
10.65394401550293,2018-12-21
10.366683959960938,2018-12-24
10.822917938232422,2018-12-26
11.0679349899292,2018-12-27
11.00879192352295,2018-12-28
11.160870552062988,2018-12-31
11.372093200683594,2019-01-02
11.135525703430176,2019-01-03
11.659350395202637,2019-01-04
11.887467384338379,2019-01-07
11.659350395202637,2019-01-08
11.879021644592285,2019-01-09
11.938162803649902,2019-01-10
12.031100273132324,2019-01-11
11.963508605957031,2019-01-14
12.200074195861816,2019-01-15
12.098689079284668,2019-01-16
12.056445121765137,2019-01-17
12.40284538269043,2019-01-18
12.208523750305176,2019-01-22
12.200074195861816,2019-01-23
12.47043514251709,2019-01-24
12.968916893005371,2019-01-25
13.230829238891602,2019-01-28
12.985810279846191,2019-01-29
13.112547874450684,2019-01-30
13.171686172485352,2019-01-31
13.256174087524414,2019-02-01
13.340662956237793,2019-02-04
13.425149917602539,2019-02-05
13.594128608703613,2019-02-06
13.391356468200684,2019-02-07
13.450495719909668,2019-02-08
13.38290786743164,2019-02-11
13.518087387084961,2019-02-12
13.560331344604492,2019-02-13
13.509637832641602,2019-02-14
13.594128608703613,2019-02-15
13.594128608703613,2019-02-19
13.560331344604492,2019-02-20
13.712409019470215,2019-02-21
13.788448333740234,2019-02-22
14.160197257995605,2019-02-25
14.193990707397461,2019-02-26
14.109500885009766,2019-02-27
13.839142799377441,2019-02-28
13.839142799377441,2019-03-01
13.653267860412598,2019-03-04
13.636369705200195,2019-03-05
13.484292984008789,2019-03-06
13.239277839660645,2019-03-07
13.188582420349121,2019-03-08
13.425149917602539,2019-03-11
13.027764320373535,2019-03-12
13.206459999084473,2019-03-13
13.325591087341309,2019-03-14
13.674473762512207,2019-03-15
13.478759765625,2019-03-18
13.512798309326172,2019-03-19
13.504286766052246,2019-03-20
13.631927490234375,2019-03-21
13.010747909545898,2019-03-22
12.891616821289062,2019-03-25
13.027764320373535,2019-03-26
12.98521900177002,2019-03-27
12.98521900177002,2019-03-28
13.129878044128418,2019-03-29
13.529814720153809,2019-04-01
13.46174144744873,2019-04-02
13.487268447875977,2019-04-03
13.674473762512207,2019-04-04
13.742547988891602,2019-04-05
13.77658748626709,2019-04-08
13.57236099243164,2019-04-09
13.844658851623535,2019-04-10
13.844658851623535,2019-04-11
13.955277442932129,2019-04-12
14.031867027282715,2019-04-15
14.125470161437988,2019-04-16
14.099939346313477,2019-04-17
14.176522254943848,2019-04-18
14.116957664489746,2019-04-22
14.065901756286621,2019-04-23
13.844658851623535,2019-04-24
13.62341594696045,2019-04-25
13.419195175170898,2019-04-26
13.36813735961914,2019-04-29
13.453232765197754,2019-04-30
13.436212539672852,2019-05-01
13.393665313720703,2019-05-02
13.555342674255371,2019-05-03
13.325591087341309,2019-05-06
13.129878044128418,2019-05-07
13.061802864074707,2019-05-08
12.951180458068848,2019-05-09
12.585280418395996,2019-05-10
12.04919147491455,2019-05-13
12.117268562316895,2019-05-14
12.27043628692627,2019-05-15
12.364035606384277,2019-05-16
12.440621376037598,2019-05-17
12.55124282836914,2019-05-20
12.976709365844727,2019-05-21
12.517207145690918,2019-05-22
12.185342788696289,2019-05-23
12.244906425476074,2019-05-24
12.057701110839844,2019-05-28
12.023666381835938,2019-05-29
12.100248336791992,2019-05-30
11.674784660339355,2019-05-31
11.649258613586426,2019-06-03
12.023666381835938,2019-06-04
11.989627838134766,2019-06-05
11.904537200927734,2019-06-06
11.989627838134766,2019-06-07
12.134285926818848,2019-06-10
12.231209754943848,2019-06-11
12.128283500671387,2019-06-12
12.308405876159668,2019-06-13
12.136859893798828,2019-06-14
12.265520095825195,2019-06-17
12.514261245727539,2019-06-18
12.617188453674316,2019-06-19
12.865928649902344,2019-06-20
12.814465522766113,2019-06-21
12.874506950378418,2019-06-24
12.660077095031738,2019-06-25
12.831618309020996,2019-06-26
12.84019660949707,2019-06-27
12.823042869567871,2019-06-28
12.98601245880127,2019-07-01
