Date,JOY
2007-03-02,42.4
2007-03-01,43.58
2007-02-28,44.34
2007-02-27,50.33
2007-02-26,54.15
2007-02-23,54.83
2007-02-22,53.55
2007-02-21,53.98
2007-02-20,50.13
2007-02-16,47.77
2007-02-15,47.71
2007-02-14,47.05
2007-02-13,46.1
2007-02-12,45.57
2007-02-09,46.39
2007-02-08,47.85
2007-02-07,48.58
2007-02-06,48.2
2007-02-05,47.55
2007-02-02,47.46
2007-02-01,47.09
2007-01-31,46.47
2007-01-30,45.76
2007-01-29,45.3
2007-01-26,45.81
2007-01-25,46.77
2007-01-24,48.0
2007-01-23,47.51
2007-01-22,46.23
2007-01-19,46.95
2007-01-18,45.97
2007-01-17,46.3
2007-01-16,45.92
2007-01-12,47.68
2007-01-11,47.59
2007-01-10,46.94
2007-01-09,46.73
2007-01-08,46.83
2007-01-05,45.24
2007-01-04,45.62
2007-01-03,45.58
2006-12-29,48.34
2006-12-28,48.84
2006-12-27,49.41
2006-12-26,48.43
2006-12-22,47.16
2006-12-21,47.97
2006-12-20,48.7
2006-12-19,49.16
2006-12-18,47.88
2006-12-15,44.23
2006-12-14,44.56
2006-12-13,44.2
2006-12-12,43.9
2006-12-11,44.47
2006-12-08,44.94
2006-12-07,44.61
2006-12-06,44.93
2006-12-05,44.6
2006-12-04,44.48
2006-12-01,43.42
2006-11-30,43.9
2006-11-29,44.22
2006-11-28,44.02
2006-11-27,43.41
2006-11-24,44.73
2006-11-22,45.0
2006-11-21,45.11
2006-11-20,43.34
2006-11-17,42.26
2006-11-16,42.09
2006-11-15,42.06
2006-11-14,42.2
2006-11-13,41.25
2006-11-10,40.93
2006-11-09,39.87
2006-11-08,40.09
2006-11-07,39.42
2006-11-06,39.1
2006-11-03,38.55
2006-11-02,37.58
2006-11-01,37.35
2006-10-31,39.11
2006-10-30,40.2
2006-10-27,40.88
2006-10-26,41.22
2006-10-25,40.6
2006-10-24,39.82
2006-10-23,40.45
2006-10-20,39.51
2006-10-19,41.48
2006-10-18,40.85
2006-10-17,41.91
2006-10-16,41.87
2006-10-13,40.39
2006-10-12,40.53
2006-10-11,39.96
2006-10-10,41.03
2006-10-09,39.03
2006-10-06,39.02
2006-10-05,39.02
2006-10-04,36.78
2006-10-03,36.4
2006-10-02,36.48
2006-09-29,37.57
2006-09-28,36.96
2006-09-27,36.2
2006-09-26,35.38
2006-09-25,32.8
2006-09-22,33.17
2006-09-21,33.0
2006-09-20,34.81
2006-09-19,36.89
2006-09-18,37.52
2006-09-15,36.28
2006-09-14,36.34
2006-09-13,38.35
2006-09-12,38.0
2006-09-11,38.02
2006-09-08,40.32
2006-09-07,40.21
2006-09-06,43.11
2006-09-05,46.16
2006-09-01,43.95
2006-08-31,43.54
2006-08-30,35.83
2006-08-29,36.97
2006-08-28,36.85
2006-08-25,37.0
2006-08-24,38.0
2006-08-23,39.03
2006-08-22,40.16
2006-08-21,39.93
2006-08-18,40.34
2006-08-17,40.64
2006-08-16,40.79
2006-08-15,37.6
2006-08-14,36.0
2006-08-11,36.57
2006-08-10,37.0
2006-08-09,38.17
2006-08-08,38.69
2006-08-07,39.53
2006-08-04,39.84
2006-08-03,38.96
2006-08-02,38.21
2006-08-01,36.53
2006-07-31,37.52
2006-07-28,37.64
2006-07-27,35.74
2006-07-26,36.75
2006-07-25,38.79
2006-07-24,38.45
2006-07-21,37.54
2006-07-20,38.45
2006-07-19,40.63
2006-07-18,38.23
2006-07-17,38.79
2006-07-14,40.46
2006-07-13,40.7
2006-07-12,42.88
2006-07-11,45.01
2006-07-10,47.69
2006-07-07,48.93
2006-07-06,51.2
2006-07-05,51.48
2006-07-03,53.41
2006-06-30,52.09
2006-06-29,51.06
2006-06-28,49.02
2006-06-27,49.87
2006-06-26,51.49
2006-06-23,51.18
2006-06-22,49.5
2006-06-21,50.16
2006-06-20,46.57
2006-06-19,48.18
2006-06-16,50.05
2006-06-15,51.11
2006-06-14,47.17
2006-06-13,45.72
2006-06-12,47.05
2006-06-09,49.93
2006-06-08,50.05
2006-06-07,50.06
2006-06-06,51.46
2006-06-05,51.86
2006-06-02,54.82
2006-06-01,54.69
2006-05-31,53.74
2006-05-30,52.18
2006-05-26,52.7
2006-05-25,49.4
2006-05-24,54.37
2006-05-23,53.69
2006-05-22,50.99
2006-05-19,51.66
2006-05-18,53.33
2006-05-17,55.59
2006-05-16,58.0
2006-05-15,58.57
2006-05-12,64.1
2006-05-11,68.62
2006-05-10,68.65
2006-05-09,68.06
2006-05-08,66.88
2006-05-05,66.01
2006-05-04,65.37
2006-05-03,66.49
2006-05-02,66.41
2006-05-01,67.11
2006-04-28,65.69
2006-04-27,63.02
2006-04-26,70.51
2006-04-25,70.16
2006-04-24,71.68
2006-04-21,70.93
2006-04-20,69.54
2006-04-19,70.67
2006-04-18,68.71
2006-04-17,66.17
2006-04-13,65.68
2006-04-12,66.4
2006-04-11,65.01
2006-04-10,66.2
2006-04-07,64.18
2006-04-06,65.91
2006-04-05,65.2
2006-04-04,64.2
2006-04-03,63.11
2006-03-31,59.77
2006-03-30,59.51
2006-03-29,60.0
2006-03-28,60.55
2006-03-27,59.95
2006-03-24,60.62
2006-03-23,60.0
2006-03-22,60.16
2006-03-21,58.94
2006-03-20,60.34
2006-03-17,58.67
2006-03-16,57.78
2006-03-15,56.55
2006-03-14,56.29
2006-03-13,54.8
2006-03-10,53.91
2006-03-09,52.75
2006-03-08,53.01
2006-03-07,54.12
2006-03-06,56.03
2006-03-03,57.02
2006-03-02,58.12
2006-03-01,58.98
2006-02-28,51.56
2006-02-27,54.92
2006-02-24,55.87
2006-02-23,55.88
2006-02-22,56.71
2006-02-21,55.49
2006-02-17,54.93
2006-02-16,55.16
2006-02-15,52.99
2006-02-14,50.46
2006-02-13,50.31
2006-02-10,51.73
2006-02-09,52.35
2006-02-08,52.54
2006-02-07,53.45
2006-02-06,56.84
2006-02-03,53.21
2006-02-02,53.34
2006-02-01,55.5
2006-01-31,54.04
2006-01-30,52.73
2006-01-27,49.78
2006-01-26,49.01
2006-01-25,47.41
2006-01-24,47.32
2006-01-23,44.64
2006-01-20,45.11
2006-01-19,47.21
2006-01-18,45.33
2006-01-17,46.91
2006-01-13,46.42
2006-01-12,46.63
2006-01-11,46.98
2006-01-10,45.7
2006-01-09,44.74
2006-01-06,44.37
2006-01-05,43.18
2006-01-04,43.77
2006-01-03,43.5
2005-12-30,40.0
2005-12-29,40.44
2005-12-28,40.03
2005-12-27,39.64
2005-12-23,40.0
2005-12-22,41.49
2005-12-21,40.93
2005-12-20,36.02
2005-12-19,35.75
2005-12-16,36.92
2005-12-15,37.08
2005-12-14,37.47
2005-12-13,37.53
2005-12-12,37.31
2005-12-09,37.01
2005-12-08,36.12
2005-12-07,36.17
2005-12-06,36.65
2005-12-05,36.75
2005-12-02,36.63
2005-12-01,36.47
2005-11-30,35.32
2005-11-29,35.32
2005-11-28,33.39
2005-11-25,34.17
2005-11-23,33.86
2005-11-22,34.3
2005-11-21,32.73
2005-11-18,32.17
2005-11-17,31.51
2005-11-16,30.49
2005-11-15,30.29
2005-11-14,30.42
2005-11-11,30.39
2005-11-10,30.04
2005-11-09,30.82
2005-11-08,30.3
2005-11-07,30.83
2005-11-04,30.49
2005-11-03,31.49
2005-11-02,30.55
2005-11-01,30.32
2005-10-31,30.58
2005-10-28,30.15
2005-10-27,29.37
2005-10-26,30.82
2005-10-25,30.31
2005-10-24,30.44
2005-10-21,28.66
2005-10-20,29.01
2005-10-19,29.15
2005-10-18,29.07
2005-10-17,29.84
2005-10-14,29.45
2005-10-13,28.56
2005-10-12,29.66
2005-10-11,29.37
2005-10-10,29.81
2005-10-07,29.95
2005-10-06,29.45
2005-10-05,32.43
2005-10-04,34.16
2005-10-03,34.02
2005-09-30,33.64
2005-09-29,32.62
2005-09-28,31.67
2005-09-27,31.93
2005-09-26,31.42
2005-09-23,31.01
2005-09-22,30.83
2005-09-21,31.35
2005-09-20,32.0
2005-09-19,32.33
2005-09-16,32.27
2005-09-15,32.51
2005-09-14,33.03
2005-09-13,33.27
2005-09-12,32.79
2005-09-09,32.77
2005-09-08,32.91
2005-09-07,33.61
2005-09-06,32.83
2005-09-02,32.13
2005-09-01,32.47
2005-08-31,32.05
2005-08-30,30.0
2005-08-29,28.53
2005-08-26,27.66
2005-08-25,28.56
2005-08-24,27.37
2005-08-23,27.87
2005-08-22,27.93
2005-08-19,28.19
2005-08-18,27.49
2005-08-17,27.7
2005-08-16,28.45
2005-08-15,28.83
2005-08-12,29.09
2005-08-11,28.59
2005-08-10,28.27
2005-08-09,26.9
2005-08-08,26.57
2005-08-05,26.71
2005-08-04,27.15
2005-08-03,27.91
2005-08-02,27.98
2005-08-01,27.63
2005-07-29,27.38
2005-07-28,26.47
2005-07-27,25.28
2005-07-26,24.79
2005-07-25,24.73
2005-07-22,25.17
2005-07-21,25.07
2005-07-20,25.57
2005-07-19,24.93
2005-07-18,24.11
2005-07-15,23.89
2005-07-14,23.61
2005-07-13,23.79
2005-07-12,23.55
2005-07-11,23.71
2005-07-08,23.43
2005-07-07,22.77
2005-07-06,22.39
2005-07-05,22.77
2005-07-01,22.97
2005-06-30,22.39
2005-06-29,22.79
2005-06-28,22.98
2005-06-27,22.74
2005-06-24,22.73
2005-06-23,22.2
2005-06-22,23.76
2005-06-21,24.12
2005-06-20,23.37
2005-06-17,23.55
2005-06-16,23.3
2005-06-15,23.34
2005-06-14,23.62
2005-06-13,23.97
2005-06-10,24.14
2005-06-09,23.72
2005-06-08,23.49
2005-06-07,23.19
2005-06-06,23.09
2005-06-03,23.69
2005-06-02,23.31
2005-06-01,23.97
2005-05-31,25.03
2005-05-27,24.43
2005-05-26,24.33
2005-05-25,23.86
2005-05-24,24.31
2005-05-23,24.13
2005-05-20,23.81
2005-05-19,24.24
2005-05-18,24.22
2005-05-17,23.14
2005-05-16,23.02
2005-05-13,22.82
2005-05-12,23.18
2005-05-11,24.4
2005-05-10,24.39
2005-05-09,24.48
2005-05-06,24.19
2005-05-05,23.83
2005-05-04,22.95
2005-05-03,22.49
2005-05-02,22.97
2005-04-29,22.58
2005-04-28,22.65
2005-04-27,22.53
2005-04-26,22.87
2005-04-25,23.57
2005-04-22,23.36
2005-04-21,23.33
2005-04-20,22.97
2005-04-19,22.73
2005-04-18,20.85
2005-04-15,20.59
2005-04-14,20.67
2005-04-13,21.55
2005-04-12,21.79
2005-04-11,21.94
2005-04-08,22.28
2005-04-07,22.93
2005-04-06,23.06
2005-04-05,22.74
2005-04-04,22.91
2005-04-01,22.84
2005-03-31,23.37
2005-03-30,21.8
2005-03-29,21.79
2005-03-28,24.0
2005-03-24,24.02
2005-03-23,23.99
2005-03-22,24.43
2005-03-21,24.1
2005-03-18,24.26
2005-03-17,24.42
2005-03-16,24.07
2005-03-15,24.1
2005-03-14,24.22
2005-03-11,24.69
2005-03-10,24.33
2005-03-09,24.85
2005-03-08,25.26
2005-03-07,25.69
2005-03-04,26.03
2005-03-03,25.01
2005-03-02,25.17
2005-03-01,24.57
2005-02-28,24.5
2005-02-25,23.93
2005-02-24,23.33
2005-02-23,19.7
2005-02-22,19.45
2005-02-18,19.58
2005-02-17,19.29
2005-02-16,19.57
2005-02-15,19.35
2005-02-14,19.89
2005-02-11,20.31
2005-02-10,19.95
2005-02-09,19.78
2005-02-08,20.04
2005-02-07,19.66
2005-02-04,19.91
2005-02-03,20.03
2005-02-02,19.14
2005-02-01,18.57
2005-01-31,18.62
2005-01-28,18.21
2005-01-27,18.06
2005-01-26,18.88
2005-01-25,18.71
2005-01-24,18.58
2005-01-21,18.18
2005-01-20,18.44
2005-01-19,18.28
2005-01-18,18.48
2005-01-14,18.81
2005-01-13,18.49
2005-01-12,18.18
2005-01-11,17.88
2005-01-10,18.19
2005-01-07,18.0
2005-01-06,17.58
2005-01-05,17.74
2005-01-04,18.11
2005-01-03,18.78
2004-12-31,19.3
2004-12-30,19.41
2004-12-29,19.35
2004-12-28,19.73
2004-12-27,18.73
2004-12-23,18.62
2004-12-22,18.63
2004-12-21,19.12
2004-12-20,17.93
2004-12-17,18.07
2004-12-16,18.21
2004-12-15,17.04
2004-12-14,17.22
2004-12-13,17.41
2004-12-10,16.63
2004-12-09,16.72
2004-12-08,16.64
2004-12-07,16.7
2004-12-06,17.11
2004-12-03,17.45
2004-12-02,17.46
2004-12-01,17.88
2004-11-30,18.08
2004-11-29,17.88
2004-11-26,17.87
2004-11-24,17.88
2004-11-23,17.72
2004-11-22,17.57
2004-11-19,17.12
2004-11-18,17.36
2004-11-17,17.57
2004-11-16,17.33
2004-11-15,17.37
2004-11-12,17.46
2004-11-11,17.33
2004-11-10,16.97
2004-11-09,17.02
2004-11-08,16.16
2004-11-05,16.33
2004-11-04,16.56
2004-11-03,15.78
2004-11-02,14.72
2004-11-01,14.8
2004-10-29,15.02
2004-10-28,15.02
2004-10-27,15.88
2004-10-26,15.9
2004-10-25,15.74
2004-10-22,15.74
2004-10-21,15.74
2004-10-20,15.45
2004-10-19,15.06
2004-10-18,15.13
2004-10-15,15.19
2004-10-14,15.0
2004-10-13,14.92
2004-10-12,15.48
2004-10-11,15.61
2004-10-08,15.56
2004-10-07,15.86
2004-10-06,16.08
2004-10-05,15.74
2004-10-04,15.93
2004-10-01,15.69
2004-09-30,15.28
2004-09-29,15.13
2004-09-28,15.12
2004-09-27,14.51
2004-09-24,14.49
2004-09-23,14.51
2004-09-22,14.5
2004-09-21,14.8
2004-09-20,14.72
2004-09-17,14.53
2004-09-16,14.08
2004-09-15,13.86
2004-09-14,13.78
2004-09-13,14.08
2004-09-10,13.89
2004-09-09,13.95
2004-09-08,13.63
2004-09-07,13.78
2004-09-03,13.57
2004-09-02,13.53
2004-09-01,13.44
2004-08-31,13.47
2004-08-30,13.25
2004-08-27,13.33
2004-08-26,13.33
2004-08-25,13.67
2004-08-24,13.83
2004-08-23,13.59
2004-08-20,13.74
2004-08-19,13.36
2004-08-18,13.43
2004-08-17,13.4
2004-08-16,13.41
2004-08-13,13.24
2004-08-12,13.26
2004-08-11,14.11
2004-08-10,13.36
2004-08-09,12.8
2004-08-06,12.85
2004-08-05,13.07
2004-08-04,13.84
2004-08-03,14.12
2004-08-02,13.89
2004-07-30,13.2
2004-07-29,13.08
2004-07-28,12.78
2004-07-27,12.69
2004-07-26,12.54
2004-07-23,12.78
2004-07-22,12.77
2004-07-21,12.58
2004-07-20,13.02
2004-07-19,12.96
2004-07-16,13.0
2004-07-15,12.99
2004-07-14,13.16
2004-07-13,13.27
2004-07-12,13.33
2004-07-09,13.15
2004-07-08,13.05
2004-07-07,13.5
2004-07-06,13.28
2004-07-02,13.28
2004-07-01,13.26
2004-06-30,13.31
2004-06-29,12.87
2004-06-28,12.75
2004-06-25,12.76
2004-06-24,12.68
2004-06-23,12.56
2004-06-22,12.42
2004-06-21,12.43
2004-06-18,12.67
2004-06-17,12.42
2004-06-16,12.25
2004-06-15,12.4
2004-06-14,11.98
2004-06-10,12.49
2004-06-09,12.22
2004-06-08,12.55
2004-06-07,12.45
2004-06-04,12.2
2004-06-03,12.37
2004-06-02,12.32
2004-06-01,12.17
2004-05-28,12.22
2004-05-27,11.73
2004-05-26,11.52
2004-05-25,11.39
2004-05-24,11.08
2004-05-21,10.99
2004-05-20,10.84
2004-05-19,10.88
2004-05-18,10.85
2004-05-17,11.04
2004-05-14,11.16
2004-05-13,11.18
2004-05-12,11.13
2004-05-11,11.08
2004-05-10,10.72
2004-05-07,11.4
2004-05-06,11.58
2004-05-05,11.94
2004-05-04,12.21
2004-05-03,11.73
2004-04-30,11.67
2004-04-29,11.87
2004-04-28,12.21
2004-04-27,13.24
2004-04-26,13.17
2004-04-23,12.97
2004-04-22,12.79
2004-04-21,12.59
2004-04-20,12.49
2004-04-19,12.58
2004-04-16,12.73
2004-04-15,12.45
2004-04-14,12.46
2004-04-13,12.7
2004-04-12,13.09
2004-04-08,12.78
2004-04-07,13.02
2004-04-06,13.11
2004-04-05,13.19
2004-04-02,13.03
2004-04-01,12.79
2004-03-31,12.47
2004-03-30,12.48
2004-03-29,12.01
2004-03-26,11.79
2004-03-25,11.47
2004-03-24,11.36
2004-03-23,11.54
2004-03-22,11.67
2004-03-19,11.96
2004-03-18,11.71
2004-03-17,11.92
2004-03-16,11.45
2004-03-15,11.38
2004-03-12,11.94
2004-03-11,11.6
2004-03-10,11.57
2004-03-09,12.36
2004-03-08,12.75
2004-03-05,12.87
2004-03-04,12.8
2004-03-03,12.93
2004-03-02,12.92
2004-03-01,12.86
2004-02-27,12.26
2004-02-26,12.44
2004-02-25,12.4
2004-02-24,12.44
2004-02-23,12.4
2004-02-20,12.38
2004-02-19,12.55
2004-02-18,12.63
2004-02-17,12.6
2004-02-13,12.4
2004-02-12,12.89
2004-02-11,12.76
2004-02-10,12.1
2004-02-09,12.14
2004-02-06,11.96
2004-02-05,11.41
2004-02-04,11.46
2004-02-03,11.8
2004-02-02,12.1
2004-01-30,11.54
2004-01-29,11.78
2004-01-28,12.33
2004-01-27,12.49
2004-01-26,12.48
2004-01-23,12.16
2004-01-22,11.95
2004-01-21,11.82
2004-01-20,11.59
2004-01-16,11.71
2004-01-15,11.91
2004-01-14,12.0
2004-01-13,12.0
2004-01-12,11.93
2004-01-09,11.82
2004-01-08,11.96
2004-01-07,11.91
2004-01-06,11.72
2004-01-05,11.78
2004-01-02,11.65
2003-12-31,11.62
2003-12-30,11.84
2003-12-29,11.2
2003-12-26,11.33
2003-12-24,11.32
2003-12-23,11.33
2003-12-22,11.44
2003-12-19,11.45
2003-12-18,10.2
2003-12-17,10.0
2003-12-16,9.81
2003-12-15,10.05
2003-12-12,9.74
2003-12-11,9.91
2003-12-10,9.69
2003-12-09,9.64
2003-12-08,9.67
2003-12-05,9.4
2003-12-04,9.32
2003-12-03,9.35
2003-12-02,9.6
2003-12-01,9.42
2003-11-28,9.33
2003-11-26,9.2
2003-11-25,9.38
2003-11-24,9.33
2003-11-21,9.09
2003-11-20,8.94
2003-11-19,9.07
2003-11-18,9.0
2003-11-17,8.85
2003-11-14,8.89
2003-11-13,8.85
2003-11-12,8.83
2003-11-11,8.63
2003-11-10,8.61
2003-11-07,8.68
2003-11-06,8.62
2003-11-05,8.58
2003-11-04,8.43
2003-11-03,8.49
2003-10-31,8.56
2003-10-30,8.31
2003-10-29,8.27
2003-10-28,8.24
2003-10-27,8.04
2003-10-24,7.97
2003-10-23,7.96
2003-10-22,7.95
2003-10-21,7.98
2003-10-20,7.87
2003-10-17,7.89
2003-10-16,8.0
2003-10-15,8.0
2003-10-14,7.87
2003-10-13,7.87
2003-10-10,7.75
2003-10-09,7.84
2003-10-08,7.77
2003-10-07,7.7
2003-10-06,7.74
2003-10-03,7.74
2003-10-02,7.78
2003-10-01,7.71
2003-09-30,7.08
2003-09-29,7.06
2003-09-26,6.8
2003-09-25,7.1
2003-09-24,7.31
2003-09-23,7.56
2003-09-22,7.33
2003-09-19,7.56
2003-09-18,7.44
2003-09-17,7.35
2003-09-16,7.36
2003-09-15,7.11
2003-09-12,7.27
2003-09-11,7.2
2003-09-10,7.21
2003-09-09,7.58
2003-09-08,7.53
2003-09-05,7.58
2003-09-04,7.54
2003-09-03,7.57
2003-09-02,7.56
2003-08-29,7.63
2003-08-28,7.13
2003-08-27,6.77
2003-08-26,6.81
2003-08-25,6.62
2003-08-22,6.6
2003-08-21,7.0
2003-08-20,7.02
2003-08-19,6.99
2003-08-18,6.87
2003-08-15,6.84
2003-08-14,6.74
2003-08-13,6.62
2003-08-12,6.45
2003-08-11,6.36
2003-08-08,6.53
2003-08-07,6.77
2003-08-06,6.56
2003-08-05,6.66
2003-08-04,6.74
2003-08-01,6.87
2003-07-31,7.02
2003-07-30,6.88
2003-07-29,6.86
2003-07-28,7.11
2003-07-25,7.09
2003-07-24,6.97
2003-07-23,7.04
2003-07-22,7.11
2003-07-21,7.12
2003-07-18,7.11
2003-07-17,6.79
2003-07-16,6.69
2003-07-15,6.79
2003-07-14,6.63
2003-07-11,6.58
2003-07-10,6.58
2003-07-09,6.77
2003-07-08,6.66
2003-07-07,6.62
2003-07-03,6.68
2003-07-02,6.65
2003-07-01,6.46
2003-06-30,6.57
2003-06-27,6.66
2003-06-26,6.8
2003-06-25,6.55
2003-06-24,6.44
2003-06-23,6.53
2003-06-20,6.74
2003-06-19,6.78
2003-06-18,6.91
2003-06-17,6.97
2003-06-16,7.02
2003-06-13,6.98
2003-06-12,7.19
2003-06-11,7.08
2003-06-10,6.68
2003-06-09,6.6
2003-06-06,6.56
2003-06-05,6.28
2003-06-04,6.25
2003-06-03,6.21
2003-06-02,6.12
2003-05-30,6.06
2003-05-29,5.84
2003-05-28,5.71
2003-05-27,5.6
2003-05-23,5.62
2003-05-22,5.53
2003-05-21,5.42
2003-05-20,5.42
2003-05-19,5.45
2003-05-16,5.52
2003-05-15,5.69
2003-05-14,5.64
2003-05-13,5.74
2003-05-12,5.77
2003-05-09,5.68
2003-05-08,5.64
2003-05-07,5.8
2003-05-06,5.76
2003-05-05,5.61
2003-05-02,5.62
2003-05-01,5.47
2003-04-30,5.51
2003-04-29,5.34
2003-04-28,5.38
2003-04-25,5.37
2003-04-24,5.34
2003-04-23,5.36
2003-04-22,5.36
2003-04-21,5.36
2003-04-17,5.39
2003-04-16,5.23
2003-04-15,5.26
2003-04-14,5.26
2003-04-11,5.27
2003-04-10,5.24
2003-04-09,5.25
2003-04-08,5.29
2003-04-07,5.32
2003-04-04,5.17
2003-04-03,5.33
2003-04-02,5.4
2003-04-01,5.25
2003-03-31,4.81
2003-03-28,4.88
2003-03-27,4.97
2003-03-26,4.8
2003-03-25,5.08
2003-03-24,5.01
2003-03-21,5.32
2003-03-20,5.22
2003-03-19,5.14
2003-03-18,5.1
2003-03-17,5.05
2003-03-14,4.9
2003-03-13,4.93
2003-03-12,4.68
2003-03-11,4.59
2003-03-10,4.58
2003-03-07,4.57
2003-03-06,4.51
2003-03-05,4.49
2003-03-04,4.47
2003-03-03,4.6
2003-02-28,4.53
2003-02-27,4.58
2003-02-26,4.58
2003-02-25,4.76
2003-02-24,4.63
2003-02-21,4.66
2003-02-20,4.59
2003-02-19,4.61
2003-02-18,4.63
2003-02-14,4.74
2003-02-13,4.78
2003-02-12,4.78
2003-02-11,4.78
2003-02-10,4.82
2003-02-07,4.78
2003-02-06,4.78
2003-02-05,4.82
2003-02-04,4.96
2003-02-03,4.93
2003-01-31,4.93
2003-01-30,5.12
2003-01-29,5.31
2003-01-28,5.28
2003-01-27,5.19
2003-01-24,5.14
2003-01-23,5.43
2003-01-22,5.31
2003-01-21,5.38
2003-01-17,5.48
2003-01-16,5.48
2003-01-15,5.64
2003-01-14,5.46
2003-01-13,5.32
2003-01-10,5.28
2003-01-09,5.18
2003-01-08,5.2
2003-01-07,5.28
2003-01-06,5.33
2003-01-03,5.24
2003-01-02,5.27
