CZR,Date
14.319999694824219,2016-08-08
14.399999618530273,2016-08-09
14.319999694824219,2016-08-10
13.970000267028809,2016-08-11
13.789999961853027,2016-08-12
13.970000267028809,2016-08-15
13.890000343322754,2016-08-16
13.59000015258789,2016-08-17
14.0,2016-08-18
14.289999961853027,2016-08-19
14.350000381469727,2016-08-22
14.380000114440918,2016-08-23
14.289999961853027,2016-08-24
14.130000114440918,2016-08-25
14.100000381469727,2016-08-26
13.970000267028809,2016-08-29
14.0,2016-08-30
13.960000038146973,2016-08-31
14.109999656677246,2016-09-01
14.170000076293945,2016-09-02
14.199999809265137,2016-09-06
14.510000228881836,2016-09-07
14.380000114440918,2016-09-08
14.010000228881836,2016-09-09
14.09000015258789,2016-09-12
13.949999809265137,2016-09-13
13.989999771118164,2016-09-14
14.34000015258789,2016-09-15
14.25,2016-09-16
13.84000015258789,2016-09-19
13.609999656677246,2016-09-20
14.039999961853027,2016-09-21
14.619999885559082,2016-09-22
14.65999984741211,2016-09-23
14.890000343322754,2016-09-26
14.520000457763672,2016-09-27
14.34000015258789,2016-09-28
14.210000038146973,2016-09-29
14.0600004196167,2016-09-30
14.130000114440918,2016-10-03
14.170000076293945,2016-10-04
13.979999542236328,2016-10-05
14.180000305175781,2016-10-06
14.09000015258789,2016-10-07
14.300000190734863,2016-10-10
13.899999618530273,2016-10-11
13.850000381469727,2016-10-12
13.399999618530273,2016-10-13
13.149999618530273,2016-10-14
12.949999809265137,2016-10-17
12.800000190734863,2016-10-18
12.800000190734863,2016-10-19
12.699999809265137,2016-10-20
12.550000190734863,2016-10-21
12.550000190734863,2016-10-24
12.100000381469727,2016-10-25
12.0,2016-10-26
12.100000381469727,2016-10-27
12.100000381469727,2016-10-28
12.100000381469727,2016-10-31
11.800000190734863,2016-11-01
11.449999809265137,2016-11-02
11.050000190734863,2016-11-03
10.800000190734863,2016-11-04
10.800000190734863,2016-11-07
11.300000190734863,2016-11-08
11.649999618530273,2016-11-09
11.949999809265137,2016-11-10
12.600000381469727,2016-11-11
12.850000381469727,2016-11-14
13.0,2016-11-15
13.149999618530273,2016-11-16
13.850000381469727,2016-11-17
13.550000190734863,2016-11-18
13.350000381469727,2016-11-21
13.399999618530273,2016-11-22
13.600000381469727,2016-11-23
13.449999809265137,2016-11-25
13.199999809265137,2016-11-28
13.350000381469727,2016-11-29
13.75,2016-11-30
15.25,2016-12-01
15.199999809265137,2016-12-02
15.75,2016-12-05
15.949999809265137,2016-12-06
16.600000381469727,2016-12-07
16.549999237060547,2016-12-08
16.600000381469727,2016-12-09
16.0,2016-12-12
16.350000381469727,2016-12-13
16.450000762939453,2016-12-14
16.399999618530273,2016-12-15
16.450000762939453,2016-12-16
16.5,2016-12-19
16.549999237060547,2016-12-20
16.700000762939453,2016-12-21
16.5,2016-12-22
16.549999237060547,2016-12-23
16.450000762939453,2016-12-27
16.549999237060547,2016-12-28
16.799999237060547,2016-12-29
16.950000762939453,2016-12-30
17.049999237060547,2017-01-03
16.899999618530273,2017-01-04
16.649999618530273,2017-01-05
16.600000381469727,2017-01-06
16.100000381469727,2017-01-09
16.5,2017-01-10
16.700000762939453,2017-01-11
16.149999618530273,2017-01-12
16.0,2017-01-13
15.449999809265137,2017-01-17
15.800000190734863,2017-01-18
15.550000190734863,2017-01-19
15.5,2017-01-20
15.399999618530273,2017-01-23
15.949999809265137,2017-01-24
16.0,2017-01-25
15.5,2017-01-26
15.5,2017-01-27
15.100000381469727,2017-01-30
15.5,2017-01-31
15.600000381469727,2017-02-01
15.649999618530273,2017-02-02
16.0,2017-02-03
15.5,2017-02-06
15.399999618530273,2017-02-07
15.5,2017-02-08
15.600000381469727,2017-02-09
16.149999618530273,2017-02-10
16.25,2017-02-13
16.0,2017-02-14
16.600000381469727,2017-02-15
16.399999618530273,2017-02-16
16.549999237060547,2017-02-17
16.399999618530273,2017-02-21
16.399999618530273,2017-02-22
16.049999237060547,2017-02-23
16.100000381469727,2017-02-24
16.149999618530273,2017-02-27
16.299999237060547,2017-02-28
17.149999618530273,2017-03-01
17.700000762939453,2017-03-02
18.200000762939453,2017-03-03
18.049999237060547,2017-03-06
18.0,2017-03-07
18.100000381469727,2017-03-08
17.75,2017-03-09
18.049999237060547,2017-03-10
18.700000762939453,2017-03-13
19.149999618530273,2017-03-14
19.700000762939453,2017-03-15
18.600000381469727,2017-03-16
18.850000381469727,2017-03-17
18.649999618530273,2017-03-20
17.600000381469727,2017-03-21
17.549999237060547,2017-03-22
17.649999618530273,2017-03-23
17.700000762939453,2017-03-24
17.899999618530273,2017-03-27
18.899999618530273,2017-03-28
18.75,2017-03-29
18.950000762939453,2017-03-30
18.924999237060547,2017-03-31
18.875,2017-04-03
19.100000381469727,2017-04-04
18.799999237060547,2017-04-05
19.25,2017-04-06
19.200000762939453,2017-04-07
19.200000762939453,2017-04-10
19.600000381469727,2017-04-11
19.049999237060547,2017-04-12
18.5,2017-04-13
18.700000762939453,2017-04-17
18.600000381469727,2017-04-18
18.799999237060547,2017-04-19
19.100000381469727,2017-04-20
18.399999618530273,2017-04-21
17.799999237060547,2017-04-24
18.399999618530273,2017-04-25
19.5,2017-04-26
19.25,2017-04-27
19.125,2017-04-28
19.149999618530273,2017-05-01
19.299999237060547,2017-05-02
19.549999237060547,2017-05-03
19.549999237060547,2017-05-04
20.0,2017-05-05
19.899999618530273,2017-05-08
20.450000762939453,2017-05-09
20.899999618530273,2017-05-10
20.549999237060547,2017-05-11
20.700000762939453,2017-05-12
20.700000762939453,2017-05-15
20.649999618530273,2017-05-16
20.225000381469727,2017-05-17
19.950000762939453,2017-05-18
19.700000762939453,2017-05-19
20.450000762939453,2017-05-22
20.549999237060547,2017-05-23
20.799999237060547,2017-05-24
20.5,2017-05-25
20.549999237060547,2017-05-26
20.700000762939453,2017-05-30
20.75,2017-05-31
20.850000381469727,2017-06-01
20.850000381469727,2017-06-02
20.850000381469727,2017-06-05
20.950000762939453,2017-06-06
21.600000381469727,2017-06-07
21.5,2017-06-08
21.25,2017-06-09
21.399999618530273,2017-06-12
21.549999237060547,2017-06-13
20.799999237060547,2017-06-14
20.450000762939453,2017-06-15
20.25,2017-06-16
20.75,2017-06-19
20.450000762939453,2017-06-20
20.5,2017-06-21
20.149999618530273,2017-06-22
20.25,2017-06-23
20.399999618530273,2017-06-26
20.0,2017-06-27
20.450000762939453,2017-06-28
19.649999618530273,2017-06-29
20.0,2017-06-30
19.799999237060547,2017-07-03
19.350000381469727,2017-07-05
19.200000762939453,2017-07-06
19.399999618530273,2017-07-07
19.299999237060547,2017-07-10
19.450000762939453,2017-07-11
19.549999237060547,2017-07-12
19.200000762939453,2017-07-13
19.299999237060547,2017-07-14
19.100000381469727,2017-07-17
19.5,2017-07-18
19.799999237060547,2017-07-19
20.600000381469727,2017-07-20
20.600000381469727,2017-07-21
20.899999618530273,2017-07-24
20.950000762939453,2017-07-25
20.799999237060547,2017-07-26
20.25,2017-07-27
20.0,2017-07-28
20.399999618530273,2017-07-31
20.299999237060547,2017-08-01
20.600000381469727,2017-08-02
20.350000381469727,2017-08-03
20.299999237060547,2017-08-04
20.200000762939453,2017-08-07
19.950000762939453,2017-08-08
21.950000762939453,2017-08-09
22.549999237060547,2017-08-10
23.399999618530273,2017-08-11
23.299999237060547,2017-08-14
22.75,2017-08-15
22.5,2017-08-16
22.100000381469727,2017-08-17
22.299999237060547,2017-08-18
22.5,2017-08-21
23.200000762939453,2017-08-22
23.049999237060547,2017-08-23
23.100000381469727,2017-08-24
23.25,2017-08-25
22.899999618530273,2017-08-28
22.700000762939453,2017-08-29
22.549999237060547,2017-08-30
23.0,2017-08-31
23.149999618530273,2017-09-01
23.850000381469727,2017-09-05
23.700000762939453,2017-09-06
23.799999237060547,2017-09-07
24.049999237060547,2017-09-08
24.700000762939453,2017-09-11
25.25,2017-09-12
24.850000381469727,2017-09-13
24.600000381469727,2017-09-14
24.799999237060547,2017-09-15
25.299999237060547,2017-09-18
25.299999237060547,2017-09-19
25.450000762939453,2017-09-20
25.100000381469727,2017-09-21
24.725000381469727,2017-09-22
24.399999618530273,2017-09-25
24.549999237060547,2017-09-26
25.200000762939453,2017-09-27
25.450000762939453,2017-09-28
25.649999618530273,2017-09-29
25.899999618530273,2017-10-02
26.649999618530273,2017-10-03
26.75,2017-10-04
26.950000762939453,2017-10-05
26.399999618530273,2017-10-06
26.100000381469727,2017-10-09
26.100000381469727,2017-10-10
26.350000381469727,2017-10-11
26.149999618530273,2017-10-12
26.200000762939453,2017-10-13
26.649999618530273,2017-10-16
26.5,2017-10-17
26.299999237060547,2017-10-18
25.799999237060547,2017-10-19
25.5,2017-10-20
25.25,2017-10-23
24.899999618530273,2017-10-24
24.799999237060547,2017-10-25
24.049999237060547,2017-10-26
25.25,2017-10-27
25.600000381469727,2017-10-30
25.700000762939453,2017-10-31
25.799999237060547,2017-11-01
25.649999618530273,2017-11-02
28.0,2017-11-03
28.600000381469727,2017-11-06
29.0,2017-11-07
29.299999237060547,2017-11-08
28.549999237060547,2017-11-09
28.649999618530273,2017-11-10
28.799999237060547,2017-11-13
29.049999237060547,2017-11-14
29.0,2017-11-15
29.25,2017-11-16
29.200000762939453,2017-11-17
29.649999618530273,2017-11-20
29.399999618530273,2017-11-21
29.25,2017-11-22
29.700000762939453,2017-11-24
29.75,2017-11-27
30.049999237060547,2017-11-28
29.424999237060547,2017-11-29
30.600000381469727,2017-11-30
30.600000381469727,2017-12-01
30.850000381469727,2017-12-04
31.350000381469727,2017-12-05
31.25,2017-12-06
31.850000381469727,2017-12-07
32.70000076293945,2017-12-08
33.29999923706055,2017-12-11
33.650001525878906,2017-12-12
33.95000076293945,2017-12-13
32.04999923706055,2017-12-14
32.150001525878906,2017-12-15
33.599998474121094,2017-12-18
33.400001525878906,2017-12-19
33.0,2017-12-20
33.29999923706055,2017-12-21
33.20000076293945,2017-12-22
33.20000076293945,2017-12-26
33.900001525878906,2017-12-27
33.0,2017-12-28
33.150001525878906,2017-12-29
31.649999618530273,2018-01-02
31.299999237060547,2018-01-03
32.0,2018-01-04
31.799999237060547,2018-01-05
31.700000762939453,2018-01-08
32.04999923706055,2018-01-09
32.25,2018-01-10
32.54999923706055,2018-01-11
32.349998474121094,2018-01-12
32.099998474121094,2018-01-16
32.0,2018-01-17
31.600000381469727,2018-01-18
32.95000076293945,2018-01-19
33.599998474121094,2018-01-22
34.0,2018-01-23
33.45000076293945,2018-01-24
32.95000076293945,2018-01-25
33.04999923706055,2018-01-26
32.0,2018-01-29
32.25,2018-01-30
34.54999923706055,2018-01-31
34.650001525878906,2018-02-01
35.0,2018-02-02
33.70000076293945,2018-02-05
34.5,2018-02-06
33.900001525878906,2018-02-07
31.950000762939453,2018-02-08
30.649999618530273,2018-02-09
30.149999618530273,2018-02-12
31.149999618530273,2018-02-13
32.29999923706055,2018-02-14
32.45000076293945,2018-02-15
33.54999923706055,2018-02-16
34.150001525878906,2018-02-20
32.54999923706055,2018-02-21
32.150001525878906,2018-02-22
33.54999923706055,2018-02-23
33.599998474121094,2018-02-26
33.900001525878906,2018-02-27
34.099998474121094,2018-02-28
34.349998474121094,2018-03-01
34.25,2018-03-02
33.849998474121094,2018-03-05
34.349998474121094,2018-03-06
35.25,2018-03-07
35.849998474121094,2018-03-08
37.650001525878906,2018-03-09
37.150001525878906,2018-03-12
36.95000076293945,2018-03-13
37.70000076293945,2018-03-14
37.25,2018-03-15
36.5,2018-03-16
35.54999923706055,2018-03-19
34.75,2018-03-20
33.900001525878906,2018-03-21
33.20000076293945,2018-03-22
32.29999923706055,2018-03-23
33.599998474121094,2018-03-26
33.0,2018-03-27
32.45000076293945,2018-03-28
33.0,2018-03-29
32.099998474121094,2018-04-02
33.79999923706055,2018-04-03
34.650001525878906,2018-04-04
35.5,2018-04-05
34.400001525878906,2018-04-06
34.099998474121094,2018-04-09
34.599998474121094,2018-04-10
34.599998474121094,2018-04-11
35.5,2018-04-12
35.70000076293945,2018-04-13
41.5,2018-04-16
41.0,2018-04-17
41.29999923706055,2018-04-18
40.79999923706055,2018-04-19
40.400001525878906,2018-04-20
41.150001525878906,2018-04-23
40.099998474121094,2018-04-24
39.45000076293945,2018-04-25
40.25,2018-04-26
40.54999923706055,2018-04-27
40.5,2018-04-30
40.29999923706055,2018-05-01
40.400001525878906,2018-05-02
40.0,2018-05-03
42.5,2018-05-04
42.150001525878906,2018-05-07
42.349998474121094,2018-05-08
42.25,2018-05-09
43.29999923706055,2018-05-10
42.20000076293945,2018-05-11
43.20000076293945,2018-05-14
43.099998474121094,2018-05-15
43.400001525878906,2018-05-16
44.25,2018-05-17
44.400001525878906,2018-05-18
43.70000076293945,2018-05-21
43.349998474121094,2018-05-22
43.0,2018-05-23
44.0,2018-05-24
44.5,2018-05-25
44.95000076293945,2018-05-29
45.349998474121094,2018-05-30
45.20000076293945,2018-05-31
45.400001525878906,2018-06-01
45.04999923706055,2018-06-04
44.5,2018-06-05
45.349998474121094,2018-06-06
44.20000076293945,2018-06-07
43.45000076293945,2018-06-08
43.349998474121094,2018-06-11
45.900001525878906,2018-06-12
43.5,2018-06-13
42.849998474121094,2018-06-14
42.5,2018-06-15
43.150001525878906,2018-06-18
43.150001525878906,2018-06-19
44.099998474121094,2018-06-20
43.849998474121094,2018-06-21
44.25,2018-06-22
41.400001525878906,2018-06-25
41.5,2018-06-26
39.70000076293945,2018-06-27
39.849998474121094,2018-06-28
39.099998474121094,2018-06-29
38.599998474121094,2018-07-02
39.54999923706055,2018-07-03
40.20000076293945,2018-07-05
41.20000076293945,2018-07-06
42.599998474121094,2018-07-09
43.04999923706055,2018-07-10
43.79999923706055,2018-07-11
45.599998474121094,2018-07-12
46.25,2018-07-13
44.849998474121094,2018-07-16
45.0,2018-07-17
43.95000076293945,2018-07-18
44.400001525878906,2018-07-19
44.5,2018-07-20
44.599998474121094,2018-07-23
43.54999923706055,2018-07-24
43.70000076293945,2018-07-25
42.099998474121094,2018-07-26
41.400001525878906,2018-07-27
