Date,IDTI
2009-02-23,4.4
2009-02-20,4.73
2009-02-19,4.89
2009-02-18,5.1
2009-02-17,5.15
2009-02-13,5.67
2009-02-12,5.59
2009-02-11,5.75
2009-02-10,5.94
2009-02-09,6.09
2009-02-06,6.21
2009-02-05,6.08
2009-02-04,5.84
2009-02-03,5.8
2009-02-02,5.82
2009-01-30,5.74
2009-01-29,5.48
2009-01-28,5.85
2009-01-27,5.76
2009-01-26,5.5
2009-01-23,5.51
2009-01-22,5.27
2009-01-21,5.48
2009-01-20,5.33
2009-01-16,5.73
2009-01-15,5.66
2009-01-14,5.64
2009-01-13,5.8
2009-01-12,5.61
2009-01-09,5.81
2009-01-08,6.01
2009-01-07,6.09
2009-01-06,6.25
2009-01-05,5.94
2009-01-02,5.95
2008-12-31,5.61
2008-12-30,5.58
2008-12-29,5.25
2008-12-26,5.28
2008-12-24,5.26
2008-12-23,5.29
2008-12-22,5.47
2008-12-19,5.73
2008-12-18,5.74
2008-12-17,6.07
2008-12-16,5.89
2008-12-15,5.69
2008-12-12,5.82
2008-12-11,5.48
2008-12-10,5.56
2008-12-09,5.15
2008-12-08,4.91
2008-12-05,5.02
2008-12-04,4.93
2008-12-03,5.25
2008-12-02,5.25
2008-12-01,4.98
2008-11-28,5.17
2008-11-26,5.29
2008-11-25,4.81
2008-11-24,4.86
2008-11-21,4.57
2008-11-20,4.33
2008-11-19,4.47
2008-11-18,4.96
2008-11-17,4.98
2008-11-14,5.14
2008-11-13,5.58
2008-11-12,5.23
2008-11-11,5.65
2008-11-10,5.76
2008-11-07,6.13
2008-11-06,5.95
2008-11-05,6.11
2008-11-04,6.49
2008-11-03,6.5
2008-10-31,6.36
2008-10-30,6.32
2008-10-29,6.09
2008-10-28,5.94
2008-10-27,5.29
2008-10-24,5.48
2008-10-23,5.29
2008-10-22,6.01
2008-10-21,6.36
2008-10-20,6.62
2008-10-17,6.44
2008-10-16,6.38
2008-10-15,6.02
2008-10-14,6.54
2008-10-13,6.8
2008-10-10,6.15
2008-10-09,6.33
2008-10-08,6.58
2008-10-07,6.65
2008-10-06,7.15
2008-10-03,7.47
2008-10-02,7.4
2008-10-01,7.82
2008-09-30,7.78
2008-09-29,7.6
2008-09-26,8.45
2008-09-25,8.53
2008-09-24,8.33
2008-09-23,8.26
2008-09-22,8.41
2008-09-19,9.05
2008-09-18,8.73
2008-09-17,8.51
2008-09-16,8.87
2008-09-15,8.71
2008-09-12,9.12
2008-09-11,9.14
2008-09-10,8.99
2008-09-09,8.97
2008-09-08,9.41
2008-09-05,9.66
2008-09-04,9.58
2008-09-03,9.88
2008-09-02,10.5
2008-08-29,10.59
2008-08-28,10.7
2008-08-27,10.47
2008-08-26,10.43
2008-08-25,11.05
2008-08-22,11.27
2008-08-21,11.03
2008-08-20,11.07
2008-08-19,11.06
2008-08-18,11.16
2008-08-15,11.23
2008-08-14,11.34
2008-08-13,11.29
2008-08-12,11.16
2008-08-11,11.25
2008-08-08,11.0
2008-08-07,10.66
2008-08-06,10.59
2008-08-05,10.17
2008-08-04,9.76
2008-08-01,9.94
2008-07-31,10.02
2008-07-30,10.21
2008-07-29,10.38
2008-07-28,9.96
2008-07-25,10.11
2008-07-24,10.05
2008-07-23,10.26
2008-07-22,10.27
2008-07-21,10.22
2008-07-18,10.27
2008-07-17,10.32
2008-07-16,10.18
2008-07-15,9.78
2008-07-14,9.39
2008-07-11,9.64
2008-07-10,9.69
2008-07-09,9.91
2008-07-08,10.08
2008-07-07,9.86
2008-07-03,9.79
2008-07-02,9.9
2008-07-01,10.07
2008-06-30,9.94
2008-06-27,9.99
2008-06-26,10.08
2008-06-25,10.03
2008-06-24,9.98
2008-06-23,10.02
2008-06-20,10.26
2008-06-19,10.44
2008-06-18,10.21
2008-06-17,10.51
2008-06-16,10.66
2008-06-13,10.58
2008-06-12,10.18
2008-06-11,10.23
2008-06-10,10.34
2008-06-09,10.51
2008-06-06,10.72
2008-06-05,11.07
2008-06-04,11.25
2008-06-03,11.09
2008-06-02,10.95
2008-05-30,11.28
2008-05-29,11.6
2008-05-28,11.79
2008-05-27,11.84
2008-05-23,11.87
2008-05-22,11.92
2008-05-21,12.04
2008-05-20,12.11
2008-05-19,12.5
2008-05-16,12.28
2008-05-15,12.31
2008-05-14,12.51
2008-05-13,12.5
2008-05-12,12.36
2008-05-09,12.18
2008-05-08,12.17
2008-05-07,12.02
2008-05-06,12.0
2008-05-05,11.64
2008-05-02,11.65
2008-05-01,10.88
2008-04-30,10.69
2008-04-29,10.44
2008-04-28,10.5
2008-04-25,10.52
2008-04-24,10.47
2008-04-23,10.24
2008-04-22,9.94
2008-04-21,10.15
2008-04-18,10.06
2008-04-17,9.89
2008-04-16,9.92
2008-04-15,9.49
2008-04-14,9.25
2008-04-11,9.81
2008-04-10,9.93
2008-04-09,9.84
2008-04-08,9.75
2008-04-07,9.65
2008-04-04,9.41
2008-04-03,9.67
2008-04-02,9.4
2008-04-01,9.19
2008-03-31,8.93
2008-03-28,8.56
2008-03-27,8.55
2008-03-26,8.68
2008-03-25,8.96
2008-03-24,8.75
2008-03-20,8.4
2008-03-19,8.38
2008-03-18,8.64
2008-03-17,8.5
2008-03-14,8.69
2008-03-13,8.73
2008-03-12,8.74
2008-03-11,8.63
2008-03-10,8.4
2008-03-07,8.51
2008-03-06,8.45
2008-03-05,8.73
2008-03-04,8.62
2008-03-03,8.45
2008-02-29,8.39
2008-02-28,8.42
2008-02-27,8.56
2008-02-26,8.35
2008-02-25,8.41
2008-02-22,8.19
2008-02-21,8.37
2008-02-20,8.36
2008-02-19,8.01
2008-02-15,8.09
2008-02-14,8.22
2008-02-13,8.32
2008-02-12,8.18
2008-02-11,8.13
2008-02-08,8.02
2008-02-07,7.79
2008-02-06,7.65
2008-02-05,7.83
2008-02-04,7.91
2008-02-01,7.89
2008-01-31,7.45
2008-01-30,7.59
2008-01-29,7.42
2008-01-28,7.46
2008-01-25,7.61
2008-01-24,9.01
2008-01-23,8.76
2008-01-22,8.59
2008-01-18,8.76
2008-01-17,8.9
2008-01-16,8.85
2008-01-15,8.68
2008-01-14,9.22
2008-01-11,9.27
2008-01-10,9.63
2008-01-09,9.77
2008-01-08,9.67
2008-01-07,9.84
2008-01-04,10.28
2008-01-03,10.7
2008-01-02,11.04
2007-12-31,11.31
2007-12-28,11.24
2007-12-27,11.34
2007-12-26,11.49
2007-12-24,11.48
2007-12-21,11.51
2007-12-20,11.44
2007-12-19,11.17
2007-12-18,11.16
2007-12-17,11.1
2007-12-14,11.19
2007-12-13,11.6
2007-12-12,11.81
2007-12-11,11.8
2007-12-10,12.17
2007-12-07,12.21
2007-12-06,12.1
2007-12-05,12.12
2007-12-04,11.89
2007-12-03,11.94
2007-11-30,12.13
2007-11-29,12.28
2007-11-28,12.32
2007-11-27,11.9
2007-11-26,11.78
2007-11-23,11.83
2007-11-21,11.79
2007-11-20,11.9
2007-11-19,11.92
2007-11-16,12.15
2007-11-15,12.38
2007-11-14,12.5
2007-11-13,12.5
2007-11-12,12.45
2007-11-09,12.6
2007-11-08,12.77
2007-11-07,13.04
2007-11-06,13.25
2007-11-05,13.27
2007-11-02,13.4
2007-11-01,13.36
2007-10-31,13.43
2007-10-30,13.59
2007-10-29,13.75
2007-10-26,13.74
2007-10-25,13.82
2007-10-24,13.36
2007-10-23,13.86
2007-10-22,14.07
2007-10-19,13.93
2007-10-18,14.14
2007-10-17,14.09
2007-10-16,13.92
2007-10-15,14.16
2007-10-12,14.15
2007-10-11,14.09
2007-10-10,14.16
2007-10-09,14.17
2007-10-08,14.1
2007-10-05,14.29
2007-10-04,13.9
2007-10-03,14.21
2007-10-02,14.38
2007-10-01,14.72
2007-09-28,15.48
2007-09-27,15.63
2007-09-26,15.45
2007-09-25,15.69
2007-09-24,15.47
2007-09-21,15.25
2007-09-20,15.36
2007-09-19,15.39
2007-09-18,15.46
2007-09-17,15.23
2007-09-14,15.27
2007-09-13,15.27
2007-09-12,15.24
2007-09-11,15.37
2007-09-10,15.19
2007-09-07,15.38
2007-09-06,15.78
2007-09-05,15.76
2007-09-04,15.79
2007-08-31,15.64
2007-08-30,15.5
2007-08-29,15.45
2007-08-28,15.18
2007-08-27,15.38
2007-08-24,15.52
2007-08-23,15.42
2007-08-22,15.57
2007-08-21,15.13
2007-08-20,15.14
2007-08-17,15.2
2007-08-16,15.2
2007-08-15,15.17
2007-08-14,15.46
2007-08-13,15.47
2007-08-10,15.27
2007-08-09,14.78
2007-08-08,15.58
2007-08-07,15.44
2007-08-06,15.67
2007-08-03,15.57
2007-08-02,15.91
2007-08-01,15.89
2007-07-31,16.27
2007-07-30,16.32
2007-07-27,16.1
2007-07-26,15.53
2007-07-25,15.8
2007-07-24,16.03
2007-07-23,16.37
2007-07-20,16.34
2007-07-19,16.19
2007-07-18,16.18
2007-07-17,16.32
2007-07-16,16.1
2007-07-13,16.26
2007-07-12,16.32
2007-07-11,15.97
2007-07-10,15.88
2007-07-09,15.97
2007-07-06,15.81
2007-07-05,15.56
2007-07-03,15.29
2007-07-02,15.25
2007-06-29,15.27
2007-06-28,15.27
2007-06-27,15.48
2007-06-26,15.28
2007-06-25,15.19
2007-06-22,15.12
2007-06-21,15.31
2007-06-20,15.11
2007-06-19,15.3
2007-06-18,15.27
2007-06-15,15.28
2007-06-14,15.01
2007-06-13,14.83
2007-06-12,14.37
2007-06-11,14.49
2007-06-08,14.62
2007-06-07,14.41
2007-06-06,14.66
2007-06-05,15.01
2007-06-04,15.16
2007-06-01,15.44
2007-05-31,15.01
2007-05-30,14.61
2007-05-29,14.66
2007-05-25,14.4
2007-05-24,14.31
2007-05-23,14.54
2007-05-22,14.44
2007-05-21,14.56
2007-05-18,14.55
2007-05-17,14.46
2007-05-16,14.83
2007-05-15,14.92
2007-05-14,14.99
2007-05-11,15.27
2007-05-10,14.99
2007-05-09,15.2
2007-05-08,14.99
2007-05-07,15.12
2007-05-04,15.09
2007-05-03,14.95
2007-05-02,15.0
2007-05-01,14.6
2007-04-30,14.98
2007-04-27,15.08
2007-04-26,15.97
2007-04-25,15.74
2007-04-24,15.71
2007-04-23,15.56
2007-04-20,15.71
2007-04-19,15.52
2007-04-18,15.63
2007-04-17,15.53
2007-04-16,15.61
2007-04-13,15.49
2007-04-12,15.32
2007-04-11,15.19
2007-04-10,15.4
2007-04-09,15.46
2007-04-05,15.31
2007-04-04,15.36
2007-04-03,15.09
2007-04-02,15.0
2007-03-30,15.42
2007-03-29,15.15
2007-03-28,15.38
2007-03-27,15.58
2007-03-26,15.59
2007-03-23,15.57
2007-03-22,15.61
2007-03-21,15.81
2007-03-20,15.83
2007-03-19,15.9
2007-03-16,16.1
2007-03-15,16.06
2007-03-14,16.09
2007-03-13,16.08
2007-03-12,16.34
2007-03-09,16.14
2007-03-08,15.88
2007-03-07,16.03
2007-03-06,16.12
2007-03-05,15.59
2007-03-02,15.77
2007-03-01,16.31
2007-02-28,16.22
2007-02-27,16.3
2007-02-26,16.89
2007-02-23,17.06
2007-02-22,16.96
2007-02-21,16.33
2007-02-20,16.37
2007-02-16,16.07
2007-02-15,16.11
2007-02-14,16.17
2007-02-13,16.1
2007-02-12,15.96
2007-02-09,16.35
2007-02-08,16.56
2007-02-07,16.39
2007-02-06,15.31
2007-02-05,15.3
2007-02-02,15.33
2007-02-01,15.4
2007-01-31,15.13
2007-01-30,15.22
2007-01-29,15.09
2007-01-26,15.51
2007-01-25,15.59
2007-01-24,15.88
2007-01-23,15.04
2007-01-22,14.91
2007-01-19,15.18
2007-01-18,14.97
2007-01-17,15.57
2007-01-16,15.32
2007-01-12,15.53
2007-01-11,15.45
2007-01-10,15.64
2007-01-09,15.49
2007-01-08,15.4
2007-01-05,15.51
2007-01-04,15.66
2007-01-03,15.46
2006-12-29,15.48
2006-12-28,15.59
2006-12-27,15.65
2006-12-26,15.39
2006-12-22,15.3
2006-12-21,15.49
2006-12-20,15.77
2006-12-19,15.5
2006-12-18,15.59
2006-12-15,16.01
2006-12-14,16.3
2006-12-13,16.16
2006-12-12,15.8
2006-12-11,15.7
2006-12-08,15.9
2006-12-07,16.21
2006-12-06,16.31
2006-12-05,17.02
2006-12-04,16.59
2006-12-01,16.12
2006-11-30,16.51
2006-11-29,16.07
2006-11-28,16.34
2006-11-27,16.47
2006-11-24,17.07
2006-11-22,16.97
2006-11-21,16.59
2006-11-20,17.01
2006-11-17,16.48
2006-11-16,16.46
2006-11-15,16.81
2006-11-14,16.82
2006-11-13,16.72
2006-11-10,16.46
2006-11-09,16.26
2006-11-08,16.23
2006-11-07,16.29
2006-11-06,15.99
2006-11-03,15.68
2006-11-02,15.52
2006-11-01,15.44
2006-10-31,15.85
2006-10-30,15.43
2006-10-27,15.01
2006-10-26,15.72
2006-10-25,15.5
2006-10-24,14.62
2006-10-23,14.89
2006-10-20,14.6
2006-10-19,14.73
2006-10-18,15.02
2006-10-17,15.54
2006-10-16,15.86
2006-10-13,15.78
2006-10-12,15.52
2006-10-11,15.33
2006-10-10,14.88
2006-10-09,15.21
2006-10-06,15.09
2006-10-05,15.3
2006-10-04,15.71
2006-10-03,15.52
2006-10-02,15.75
2006-09-29,16.07
2006-09-28,16.06
2006-09-27,15.84
2006-09-26,15.48
2006-09-25,15.36
2006-09-22,15.31
2006-09-21,15.9
2006-09-20,16.26
2006-09-19,16.11
2006-09-18,16.27
2006-09-15,15.99
2006-09-14,16.39
2006-09-13,15.86
2006-09-12,16.15
2006-09-11,15.66
2006-09-08,15.89
2006-09-07,15.84
2006-09-06,15.98
2006-09-05,16.51
2006-09-01,16.62
2006-08-31,17.23
2006-08-30,17.28
2006-08-29,17.28
2006-08-28,17.0
2006-08-25,16.83
2006-08-24,16.97
2006-08-23,16.95
2006-08-22,17.06
2006-08-21,16.74
2006-08-18,17.25
2006-08-17,17.04
2006-08-16,17.23
2006-08-15,16.76
2006-08-14,16.21
2006-08-11,16.08
2006-08-10,16.64
2006-08-09,16.18
2006-08-08,15.2
2006-08-07,15.48
2006-08-04,15.59
2006-08-03,15.69
2006-08-02,15.39
2006-08-01,15.16
2006-07-31,15.47
2006-07-28,15.45
2006-07-27,15.06
2006-07-26,15.41
2006-07-25,13.75
2006-07-24,13.92
2006-07-21,13.23
2006-07-20,13.76
2006-07-19,14.06
2006-07-18,13.73
2006-07-17,13.38
2006-07-14,13.44
2006-07-13,13.25
2006-07-12,13.15
2006-07-11,13.63
2006-07-10,13.22
2006-07-07,13.42
2006-07-06,13.73
2006-07-05,13.8
2006-07-03,14.17
2006-06-30,14.18
2006-06-29,13.58
2006-06-28,13.24
2006-06-27,13.34
2006-06-26,13.82
2006-06-23,13.81
2006-06-22,13.96
2006-06-21,14.17
2006-06-20,14.17
2006-06-19,14.35
2006-06-16,14.64
2006-06-15,14.71
2006-06-14,14.28
2006-06-13,14.3
2006-06-12,14.33
2006-06-09,14.74
2006-06-08,14.77
2006-06-07,15.02
2006-06-06,14.96
2006-06-05,14.95
2006-06-02,15.38
2006-06-01,15.09
2006-05-31,14.34
2006-05-30,14.02
2006-05-26,14.24
2006-05-25,14.31
2006-05-24,13.79
2006-05-23,13.72
2006-05-22,13.94
2006-05-19,14.2
2006-05-18,14.01
2006-05-17,14.21
2006-05-16,14.16
2006-05-15,14.37
2006-05-12,14.8
2006-05-11,14.67
2006-05-10,15.31
2006-05-09,16.06
2006-05-08,15.66
2006-05-05,15.86
2006-05-04,15.75
2006-05-03,15.49
2006-05-02,15.16
2006-05-01,15.17
2006-04-28,15.22
2006-04-27,15.37
2006-04-26,15.25
2006-04-25,15.52
2006-04-24,15.71
2006-04-21,15.7
2006-04-20,16.03
2006-04-19,15.99
2006-04-18,15.93
2006-04-17,15.63
2006-04-13,15.8
2006-04-12,15.63
2006-04-11,15.44
2006-04-10,15.37
2006-04-07,15.63
2006-04-06,15.99
2006-04-05,15.82
2006-04-04,15.21
2006-04-03,15.24
2006-03-31,14.86
2006-03-30,14.69
2006-03-29,14.74
2006-03-28,14.09
2006-03-27,14.21
2006-03-24,14.1
2006-03-23,13.85
2006-03-22,13.76
2006-03-21,13.45
2006-03-20,13.63
2006-03-17,13.71
2006-03-16,13.75
2006-03-15,14.1
2006-03-14,13.98
2006-03-13,13.41
2006-03-10,13.6
2006-03-09,13.76
2006-03-08,14.1
2006-03-07,14.34
2006-03-06,14.69
2006-03-03,15.06
2006-03-02,15.42
2006-03-01,15.52
2006-02-28,14.85
2006-02-27,15.23
2006-02-24,15.0
2006-02-23,14.69
2006-02-22,14.85
2006-02-21,14.4
2006-02-17,14.81
2006-02-16,14.86
2006-02-15,14.57
2006-02-14,14.77
2006-02-13,14.46
2006-02-10,14.54
2006-02-09,14.73
2006-02-08,14.72
2006-02-07,13.98
2006-02-06,14.12
2006-02-03,14.02
2006-02-02,13.72
2006-02-01,14.12
2006-01-31,13.89
2006-01-30,14.08
2006-01-27,14.3
2006-01-26,14.51
2006-01-25,13.83
2006-01-24,13.96
2006-01-23,13.73
2006-01-20,13.98
2006-01-19,14.38
2006-01-18,13.69
2006-01-17,14.01
2006-01-13,14.19
2006-01-12,14.24
2006-01-11,14.49
2006-01-10,14.32
2006-01-09,14.44
2006-01-06,14.42
2006-01-05,14.41
2006-01-04,13.82
2006-01-03,13.67
2005-12-30,13.18
2005-12-29,13.19
2005-12-28,13.15
2005-12-27,12.84
2005-12-23,13.0
2005-12-22,12.94
2005-12-21,12.7
2005-12-20,12.53
2005-12-19,12.41
2005-12-16,12.51
2005-12-15,12.7
2005-12-14,12.86
2005-12-13,12.99
2005-12-12,12.96
2005-12-09,12.88
2005-12-08,12.48
2005-12-07,12.47
2005-12-06,12.49
2005-12-05,12.67
2005-12-02,13.02
2005-12-01,12.69
2005-11-30,11.99
2005-11-29,11.81
2005-11-28,11.72
2005-11-25,11.87
2005-11-23,11.85
2005-11-22,11.88
2005-11-21,11.6
2005-11-18,11.81
2005-11-17,11.58
2005-11-16,11.44
2005-11-15,11.57
2005-11-14,11.52
2005-11-11,11.25
2005-11-10,11.38
2005-11-09,11.14
2005-11-08,10.21
2005-11-07,10.28
2005-11-04,10.1
2005-11-03,9.99
2005-11-02,9.99
2005-11-01,9.74
2005-10-31,9.88
2005-10-28,9.82
2005-10-27,9.32
2005-10-26,9.62
2005-10-25,9.72
2005-10-24,9.86
2005-10-21,9.78
2005-10-20,9.74
2005-10-19,9.66
2005-10-18,9.71
2005-10-17,9.84
2005-10-14,9.95
2005-10-13,10.04
2005-10-12,9.75
2005-10-11,9.72
2005-10-10,9.97
2005-10-07,10.2
2005-10-06,10.12
2005-10-05,10.08
2005-10-04,10.41
2005-10-03,10.69
2005-09-30,10.74
2005-09-29,10.5
2005-09-28,10.41
2005-09-27,10.39
2005-09-26,10.49
2005-09-23,10.6
2005-09-22,10.41
2005-09-21,10.7
2005-09-20,11.18
2005-09-19,11.15
2005-09-16,11.23
2005-09-15,11.11
2005-09-14,11.12
2005-09-13,11.0
2005-09-12,11.38
2005-09-09,10.99
2005-09-08,10.74
2005-09-07,10.9
2005-09-06,10.92
2005-09-02,10.63
2005-09-01,10.65
2005-08-31,10.7
2005-08-30,10.62
2005-08-29,10.65
2005-08-26,10.51
2005-08-25,10.69
2005-08-24,10.84
2005-08-23,10.72
2005-08-22,10.73
2005-08-19,10.6
2005-08-18,10.61
2005-08-17,10.79
2005-08-16,10.78
2005-08-15,10.76
2005-08-12,10.8
2005-08-11,11.14
2005-08-10,11.02
2005-08-09,11.15
2005-08-08,11.29
2005-08-05,11.12
2005-08-04,11.19
2005-08-03,11.56
2005-08-02,11.7
2005-08-01,11.57
2005-07-29,11.56
2005-07-28,11.45
2005-07-27,10.58
2005-07-26,10.89
2005-07-25,10.84
2005-07-22,10.78
2005-07-21,10.48
2005-07-20,10.78
2005-07-19,10.17
2005-07-18,10.18
2005-07-15,10.28
2005-07-14,10.19
2005-07-13,10.31
2005-07-12,10.16
2005-07-11,10.52
2005-07-08,10.62
2005-07-07,10.34
2005-07-06,10.94
2005-07-05,10.92
2005-07-01,10.76
2005-06-30,10.75
2005-06-29,10.79
2005-06-28,10.67
2005-06-27,10.73
2005-06-24,11.0
2005-06-23,11.2
2005-06-22,11.25
2005-06-21,11.36
2005-06-20,11.34
2005-06-17,11.6
2005-06-16,11.51
2005-06-15,12.53
2005-06-14,12.44
2005-06-13,12.79
2005-06-10,12.78
2005-06-09,12.93
2005-06-08,12.65
2005-06-07,12.47
2005-06-06,12.44
2005-06-03,12.73
2005-06-02,12.98
2005-06-01,12.49
2005-05-31,12.23
2005-05-27,12.49
2005-05-26,12.59
2005-05-25,12.25
2005-05-24,12.62
2005-05-23,12.38
2005-05-20,12.46
2005-05-19,12.21
2005-05-18,12.03
2005-05-17,11.76
2005-05-16,11.99
2005-05-13,11.69
2005-05-12,11.04
2005-05-11,11.05
2005-05-10,10.82
2005-05-09,11.19
2005-05-06,11.17
2005-05-05,11.23
2005-05-04,11.01
2005-05-03,10.76
2005-05-02,10.82
2005-04-29,10.7
2005-04-28,10.64
2005-04-27,10.6
2005-04-26,10.73
2005-04-25,10.82
2005-04-22,10.81
2005-04-21,11.16
2005-04-20,10.63
2005-04-19,10.93
2005-04-18,10.65
2005-04-15,10.72
2005-04-14,11.0
2005-04-13,11.24
2005-04-12,11.58
2005-04-11,11.42
2005-04-08,11.56
2005-04-07,11.64
2005-04-06,11.28
2005-04-05,11.45
2005-04-04,11.64
2005-04-01,11.73
2005-03-31,12.03
2005-03-30,12.06
2005-03-29,11.54
2005-03-28,11.84
2005-03-24,11.9
2005-03-23,11.74
2005-03-22,11.9
2005-03-21,12.06
2005-03-18,11.83
2005-03-17,12.11
2005-03-16,11.97
2005-03-15,12.28
2005-03-14,12.53
2005-03-11,12.66
2005-03-10,13.16
2005-03-09,12.8
2005-03-08,12.81
2005-03-07,12.92
2005-03-04,12.74
2005-03-03,12.62
2005-03-02,12.87
2005-03-01,13.12
2005-02-28,12.51
2005-02-25,12.67
2005-02-24,12.38
2005-02-23,11.97
2005-02-22,12.1
2005-02-18,12.0
2005-02-17,11.98
2005-02-16,12.39
2005-02-15,12.49
2005-02-14,12.66
2005-02-11,12.61
2005-02-10,11.93
2005-02-09,12.09
2005-02-08,12.6
2005-02-07,12.16
2005-02-04,11.99
2005-02-03,11.51
2005-02-02,11.86
2005-02-01,11.81
2005-01-31,11.74
2005-01-28,11.28
2005-01-27,11.42
2005-01-26,10.84
2005-01-25,10.12
2005-01-24,9.99
2005-01-21,10.16
2005-01-20,10.0
2005-01-19,9.9
2005-01-18,10.38
2005-01-14,10.29
2005-01-13,9.95
2005-01-12,10.05
2005-01-11,9.95
2005-01-10,10.14
2005-01-07,10.25
2005-01-06,10.34
2005-01-05,10.31
2005-01-04,10.49
2005-01-03,11.1
2004-12-31,11.56
2004-12-30,11.6
2004-12-29,11.59
2004-12-28,11.44
2004-12-27,11.35
2004-12-23,11.25
2004-12-22,11.33
2004-12-21,11.6
2004-12-20,11.52
2004-12-17,11.76
2004-12-16,11.73
2004-12-15,11.8
2004-12-14,11.66
2004-12-13,11.18
2004-12-10,11.12
2004-12-09,11.07
2004-12-08,11.22
2004-12-07,11.6
2004-12-06,12.09
2004-12-03,11.88
2004-12-02,11.45
2004-12-01,11.6
2004-11-30,11.35
2004-11-29,11.95
2004-11-26,11.99
2004-11-24,11.99
2004-11-23,11.86
2004-11-22,12.19
2004-11-19,12.22
2004-11-18,12.93
2004-11-17,12.57
2004-11-16,11.78
2004-11-15,12.15
2004-11-12,11.95
2004-11-11,11.96
2004-11-10,11.72
2004-11-09,12.25
2004-11-08,12.33
2004-11-05,12.43
2004-11-04,12.0
2004-11-03,12.15
2004-11-02,12.01
2004-11-01,11.86
2004-10-29,11.82
2004-10-28,11.78
2004-10-27,11.72
2004-10-26,11.35
2004-10-25,11.44
2004-10-22,11.14
2004-10-21,11.08
2004-10-20,10.39
2004-10-19,10.3
2004-10-18,10.16
2004-10-15,10.03
2004-10-14,10.0
2004-10-13,10.38
2004-10-12,10.06
2004-10-11,10.23
2004-10-08,10.03
2004-10-07,10.28
2004-10-06,10.48
2004-10-05,10.41
2004-10-04,10.55
2004-10-01,10.05
2004-09-30,9.53
2004-09-29,9.4
2004-09-28,9.23
2004-09-27,9.3
2004-09-24,9.5
2004-09-23,9.8
2004-09-22,9.83
2004-09-21,10.28
2004-09-20,10.34
2004-09-17,10.28
2004-09-16,10.35
2004-09-15,10.31
2004-09-14,10.85
2004-09-13,11.26
2004-09-10,10.89
2004-09-09,10.28
2004-09-08,9.35
2004-09-07,9.43
2004-09-03,9.49
2004-09-02,10.05
2004-09-01,10.81
2004-08-31,10.71
2004-08-30,10.86
2004-08-27,11.23
2004-08-26,11.18
2004-08-25,11.36
2004-08-24,10.81
2004-08-23,11.2
2004-08-20,11.01
2004-08-19,10.79
2004-08-18,11.07
2004-08-17,10.52
2004-08-16,10.19
2004-08-13,9.79
2004-08-12,10.13
2004-08-11,10.16
2004-08-10,11.0
2004-08-09,10.74
2004-08-06,10.23
2004-08-05,10.81
2004-08-04,10.94
2004-08-03,10.85
2004-08-02,11.42
2004-07-30,11.43
2004-07-29,11.33
2004-07-28,10.69
2004-07-27,10.97
2004-07-26,10.95
2004-07-23,11.01
2004-07-22,11.7
2004-07-21,11.35
2004-07-20,11.95
2004-07-19,11.58
2004-07-16,11.4
2004-07-15,11.7
2004-07-14,10.96
2004-07-13,11.29
2004-07-12,11.23
2004-07-09,11.76
2004-07-08,11.9
2004-07-07,12.09
2004-07-06,11.97
2004-07-02,12.58
2004-07-01,12.96
2004-06-30,13.84
2004-06-29,13.7
2004-06-28,13.36
2004-06-25,12.96
2004-06-24,13.57
2004-06-23,13.88
2004-06-22,13.82
2004-06-21,13.5
2004-06-18,13.59
2004-06-17,13.45
2004-06-16,13.85
2004-06-15,13.93
2004-06-14,13.79
2004-06-10,14.2
2004-06-09,14.11
2004-06-08,14.45
2004-06-07,14.46
2004-06-04,14.25
2004-06-03,13.64
2004-06-02,14.06
2004-06-01,14.55
2004-05-28,14.58
2004-05-27,14.51
2004-05-26,14.28
2004-05-25,13.75
2004-05-24,13.26
2004-05-21,13.01
2004-05-20,12.79
2004-05-19,12.79
2004-05-18,12.53
2004-05-17,12.15
2004-05-14,12.48
2004-05-13,13.06
2004-05-12,13.26
2004-05-11,13.99
2004-05-10,13.82
2004-05-07,13.95
2004-05-06,13.83
2004-05-05,13.84
2004-05-04,13.7
2004-05-03,13.37
2004-04-30,13.41
2004-04-29,13.99
2004-04-28,14.67
2004-04-27,15.09
2004-04-26,15.14
2004-04-23,15.88
2004-04-22,15.09
2004-04-21,15.0
2004-04-20,14.87
2004-04-19,15.03
2004-04-16,14.87
2004-04-15,15.37
2004-04-14,16.3
2004-04-13,16.21
2004-04-12,16.74
2004-04-08,16.48
2004-04-07,16.26
2004-04-06,16.15
2004-04-05,16.54
2004-04-02,16.17
2004-04-01,15.48
2004-03-31,15.0
2004-03-30,14.74
2004-03-29,14.65
2004-03-26,14.2
2004-03-25,13.99
2004-03-24,13.75
2004-03-23,13.35
2004-03-22,13.7
2004-03-19,13.92
2004-03-18,14.5
2004-03-17,15.01
2004-03-16,14.78
2004-03-15,14.72
2004-03-12,15.61
2004-03-11,14.76
2004-03-10,14.6
2004-03-09,14.98
2004-03-08,15.7
2004-03-05,16.42
2004-03-04,16.75
2004-03-03,16.51
2004-03-02,17.3
2004-03-01,17.4
2004-02-27,16.43
2004-02-26,16.84
2004-02-25,16.8
2004-02-24,16.36
2004-02-23,16.39
2004-02-20,16.48
2004-02-19,17.39
2004-02-18,17.62
2004-02-17,17.72
2004-02-13,17.29
2004-02-12,17.72
2004-02-11,18.12
2004-02-10,18.07
2004-02-09,17.81
2004-02-06,17.5
2004-02-05,16.6
2004-02-04,16.17
