ABNB,Date
200.32000732421875,2021-11-08
194.67999267578125,2021-11-09
192.22000122070312,2021-11-10
191.61000061035156,2021-11-11
206.5399932861328,2021-11-12
207.2100067138672,2021-11-15
207.0399932861328,2021-11-16
199.11000061035156,2021-11-17
204.3300018310547,2021-11-18
196.4199981689453,2021-11-19
181.72999572753906,2021-11-22
178.27000427246094,2021-11-23
179.88999938964844,2021-11-24
173.86000061035156,2021-11-26
180.0800018310547,2021-11-29
172.5399932861328,2021-11-30
163.0800018310547,2021-12-01
169.60000610351562,2021-12-02
166.75,2021-12-03
180.85000610351562,2021-12-06
183.13999938964844,2021-12-07
186.49000549316406,2021-12-08
181.4600067138672,2021-12-09
180.4199981689453,2021-12-10
171.0399932861328,2021-12-13
167.9600067138672,2021-12-14
168.13999938964844,2021-12-15
156.3800048828125,2021-12-16
157.91000366210938,2021-12-17
157.22999572753906,2021-12-20
165.66000366210938,2021-12-21
169.2899932861328,2021-12-22
171.30999755859375,2021-12-23
171.67999267578125,2021-12-27
169.7100067138672,2021-12-28
167.44000244140625,2021-12-29
168.77999877929688,2021-12-30
166.49000549316406,2021-12-31
172.67999267578125,2022-01-03
170.8000030517578,2022-01-04
162.25,2022-01-05
159.75,2022-01-06
166.0500030517578,2022-01-07
160.7100067138672,2022-01-10
168.61000061035156,2022-01-11
169.5399932861328,2022-01-12
166.0,2022-01-13
163.99000549316406,2022-01-14
154.69000244140625,2022-01-18
154.5800018310547,2022-01-19
158.0,2022-01-20
156.72999572753906,2022-01-21
147.89999389648438,2022-01-24
144.55999755859375,2022-01-25
142.13999938964844,2022-01-26
138.41000366210938,2022-01-27
142.77000427246094,2022-01-28
153.97000122070312,2022-01-31
156.94000244140625,2022-02-01
151.75999450683594,2022-02-02
149.57000732421875,2022-02-03
155.55999755859375,2022-02-04
157.91000366210938,2022-02-07
162.25999450683594,2022-02-08
169.52999877929688,2022-02-09
171.9499969482422,2022-02-10
166.52999877929688,2022-02-11
169.66000366210938,2022-02-14
180.07000732421875,2022-02-15
186.63999938964844,2022-02-16
183.60000610351562,2022-02-17
174.89999389648438,2022-02-18
165.24000549316406,2022-02-22
150.0399932861328,2022-02-23
158.25999450683594,2022-02-24
155.08999633789062,2022-02-25
151.49000549316406,2022-02-28
151.00999450683594,2022-03-01
157.52999877929688,2022-03-02
151.69000244140625,2022-03-03
142.6999969482422,2022-03-04
131.58999633789062,2022-03-07
142.1300048828125,2022-03-08
148.30999755859375,2022-03-09
151.8000030517578,2022-03-10
145.13999938964844,2022-03-11
138.5,2022-03-14
143.9499969482422,2022-03-15
155.75,2022-03-16
157.5500030517578,2022-03-17
167.0,2022-03-18
161.8000030517578,2022-03-21
166.44000244140625,2022-03-22
164.16000366210938,2022-03-23
170.8300018310547,2022-03-24
167.22000122070312,2022-03-25
167.64999389648438,2022-03-28
175.52000427246094,2022-03-29
173.6300048828125,2022-03-30
171.75999450683594,2022-03-31
173.07000732421875,2022-04-01
177.02000427246094,2022-04-04
171.2100067138672,2022-04-05
164.66000366210938,2022-04-06
165.91000366210938,2022-04-07
162.55999755859375,2022-04-08
160.25,2022-04-11
160.11000061035156,2022-04-12
171.85000610351562,2022-04-13
170.6999969482422,2022-04-14
165.74000549316406,2022-04-18
170.1199951171875,2022-04-19
164.5500030517578,2022-04-20
157.91000366210938,2022-04-21
156.08999633789062,2022-04-22
158.38999938964844,2022-04-25
153.0399932861328,2022-04-26
152.22999572753906,2022-04-27
159.74000549316406,2022-04-28
153.2100067138672,2022-04-29
152.77999877929688,2022-05-02
145.0,2022-05-03
156.17999267578125,2022-05-04
143.08999633789062,2022-05-05
135.83999633789062,2022-05-06
119.37000274658203,2022-05-09
116.12999725341797,2022-05-10
116.1500015258789,2022-05-11
115.94000244140625,2022-05-12
121.44999694824219,2022-05-13
114.44000244140625,2022-05-16
117.5,2022-05-17
108.02999877929688,2022-05-18
114.16999816894531,2022-05-19
112.55000305175781,2022-05-20
113.27999877929688,2022-05-23
106.23999786376953,2022-05-24
110.4000015258789,2022-05-25
114.30000305175781,2022-05-26
120.5,2022-05-27
120.87000274658203,2022-05-31
116.72000122070312,2022-06-01
121.26000213623047,2022-06-02
119.83000183105469,2022-06-03
122.0199966430664,2022-06-06
122.9000015258789,2022-06-07
123.7699966430664,2022-06-08
115.72000122070312,2022-06-09
108.91000366210938,2022-06-10
98.93000030517578,2022-06-13
98.87000274658203,2022-06-14
101.47000122070312,2022-06-15
93.26000213623047,2022-06-16
99.48999786376953,2022-06-17
102.2699966430664,2022-06-21
99.52999877929688,2022-06-22
95.72000122070312,2022-06-23
103.51000213623047,2022-06-24
101.5,2022-06-27
97.52999877929688,2022-06-28
93.93000030517578,2022-06-29
89.08000183105469,2022-06-30
91.41000366210938,2022-07-01
95.94000244140625,2022-07-05
92.87999725341797,2022-07-06
97.5,2022-07-07
97.3499984741211,2022-07-08
95.0999984741211,2022-07-11
96.55000305175781,2022-07-12
95.63999938964844,2022-07-13
91.05000305175781,2022-07-14
94.66000366210938,2022-07-15
97.66999816894531,2022-07-18
102.19999694824219,2022-07-19
107.7300033569336,2022-07-20
108.13999938964844,2022-07-21
103.97000122070312,2022-07-22
104.94999694824219,2022-07-25
101.91000366210938,2022-07-26
107.36000061035156,2022-07-27
108.83999633789062,2022-07-28
110.9800033569336,2022-07-29
111.19999694824219,2022-08-01
116.33999633789062,2022-08-02
115.0199966430664,2022-08-03
119.22000122070312,2022-08-04
117.11000061035156,2022-08-05
115.81999969482422,2022-08-08
114.44000244140625,2022-08-09
118.7300033569336,2022-08-10
121.5,2022-08-11
124.51000213623047,2022-08-12
126.04000091552734,2022-08-15
124.18000030517578,2022-08-16
121.87000274658203,2022-08-17
121.2699966430664,2022-08-18
114.76000213623047,2022-08-19
111.38999938964844,2022-08-22
111.5999984741211,2022-08-23
114.51000213623047,2022-08-24
117.02999877929688,2022-08-25
112.81999969482422,2022-08-26
113.54000091552734,2022-08-29
112.55999755859375,2022-08-30
113.12000274658203,2022-08-31
113.4000015258789,2022-09-01
113.63999938964844,2022-09-02
113.69999694824219,2022-09-06
116.06999969482422,2022-09-07
118.58000183105469,2022-09-08
123.4800033569336,2022-09-09
124.79000091552734,2022-09-12
121.54000091552734,2022-09-13
126.80000305175781,2022-09-14
125.04000091552734,2022-09-15
118.75,2022-09-16
118.77999877929688,2022-09-19
116.70999908447266,2022-09-20
114.01000213623047,2022-09-21
103.72000122070312,2022-09-22
101.75,2022-09-23
103.2300033569336,2022-09-26
106.37000274658203,2022-09-27
110.69000244140625,2022-09-28
106.66000366210938,2022-09-29
105.04000091552734,2022-09-30
105.0,2022-10-03
110.80999755859375,2022-10-04
111.76000213623047,2022-10-05
111.58000183105469,2022-10-06
108.54000091552734,2022-10-07
110.98999786376953,2022-10-10
106.81999969482422,2022-10-11
112.3499984741211,2022-10-12
112.6500015258789,2022-10-13
109.16000366210938,2022-10-14
116.5,2022-10-17
117.94000244140625,2022-10-18
116.87000274658203,2022-10-19
117.0,2022-10-20
119.94999694824219,2022-10-21
116.38999938964844,2022-10-24
118.44999694824219,2022-10-25
115.30999755859375,2022-10-26
112.05999755859375,2022-10-27
115.20999908447266,2022-10-28
106.91000366210938,2022-10-31
109.05000305175781,2022-11-01
94.41000366210938,2022-11-02
92.0199966430664,2022-11-03
96.08999633789062,2022-11-04
95.45999908447266,2022-11-07
98.9000015258789,2022-11-08
95.79000091552734,2022-11-09
102.4000015258789,2022-11-10
109.56999969482422,2022-11-11
105.16000366210938,2022-11-14
107.01000213623047,2022-11-15
104.43000030517578,2022-11-16
99.30000305175781,2022-11-17
97.7699966430664,2022-11-18
95.70999908447266,2022-11-21
95.27999877929688,2022-11-22
96.62999725341797,2022-11-23
97.66999816894531,2022-11-25
95.30000305175781,2022-11-28
95.37999725341797,2022-11-29
102.13999938964844,2022-11-30
101.2699966430664,2022-12-01
101.0,2022-12-02
98.51000213623047,2022-12-05
93.12000274658203,2022-12-06
91.5,2022-12-07
94.83000183105469,2022-12-08
94.69999694824219,2022-12-09
95.58000183105469,2022-12-12
93.33999633789062,2022-12-13
93.93000030517578,2022-12-14
90.61000061035156,2022-12-15
89.56999969482422,2022-12-16
85.93000030517578,2022-12-19
87.62000274658203,2022-12-20
87.06999969482422,2022-12-21
84.87000274658203,2022-12-22
85.25,2022-12-23
83.48999786376953,2022-12-27
82.48999786376953,2022-12-28
85.2300033569336,2022-12-29
85.5,2022-12-30
84.9000015258789,2023-01-03
88.72000122070312,2023-01-04
87.70999908447266,2023-01-05
88.5199966430664,2023-01-06
89.23999786376953,2023-01-09
88.54000091552734,2023-01-10
94.44000244140625,2023-01-11
98.48999786376953,2023-01-12
100.37000274658203,2023-01-13
101.2699966430664,2023-01-17
101.11000061035156,2023-01-18
99.0999984741211,2023-01-19
101.27999877929688,2023-01-20
105.22000122070312,2023-01-23
104.12999725341797,2023-01-24
104.44000244140625,2023-01-25
109.41999816894531,2023-01-26
115.94000244140625,2023-01-27
109.4800033569336,2023-01-30
111.11000061035156,2023-01-31
113.98999786376953,2023-02-01
118.5199966430664,2023-02-02
118.69999694824219,2023-02-03
118.3499984741211,2023-02-06
119.69000244140625,2023-02-07
116.36000061035156,2023-02-08
114.94000244140625,2023-02-09
108.87000274658203,2023-02-10
116.41999816894531,2023-02-13
120.87000274658203,2023-02-14
137.00999450683594,2023-02-15
139.4199981689453,2023-02-16
131.60000610351562,2023-02-17
128.77999877929688,2023-02-21
127.20999908447266,2023-02-22
125.5199966430664,2023-02-23
122.77999877929688,2023-02-24
123.52999877929688,2023-02-27
123.27999877929688,2023-02-28
120.83000183105469,2023-03-01
122.37999725341797,2023-03-02
125.7300033569336,2023-03-03
126.33000183105469,2023-03-06
126.94000244140625,2023-03-07
125.0,2023-03-08
119.83999633789062,2023-03-09
118.30000305175781,2023-03-10
115.95999908447266,2023-03-13
116.36000061035156,2023-03-14
113.58000183105469,2023-03-15
119.98999786376953,2023-03-16
118.1500015258789,2023-03-17
118.4000015258789,2023-03-20
123.69000244140625,2023-03-21
121.16999816894531,2023-03-22
120.30000305175781,2023-03-23
116.91999816894531,2023-03-24
117.91000366210938,2023-03-27
116.61000061035156,2023-03-28
118.80000305175781,2023-03-29
122.27999877929688,2023-03-30
124.4000015258789,2023-03-31
121.45999908447266,2023-04-03
118.45999908447266,2023-04-04
115.33999633789062,2023-04-05
109.69000244140625,2023-04-06
112.5999984741211,2023-04-10
114.25,2023-04-11
112.41999816894531,2023-04-12
113.94999694824219,2023-04-13
114.6500015258789,2023-04-14
116.16999816894531,2023-04-17
119.19000244140625,2023-04-18
120.0999984741211,2023-04-19
118.4000015258789,2023-04-20
115.5,2023-04-21
116.12000274658203,2023-04-24
112.50499725341797,2023-04-25
113.68000030517578,2023-04-26
115.25,2023-04-27
119.66999816894531,2023-04-28
121.41999816894531,2023-05-01
120.58000183105469,2023-05-02
118.86000061035156,2023-05-03
117.62999725341797,2023-05-04
119.9000015258789,2023-05-05
125.6500015258789,2023-05-08
127.06999969482422,2023-05-09
113.19000244140625,2023-05-10
111.19999694824219,2023-05-11
105.2750015258789,2023-05-12
105.77999877929688,2023-05-15
105.41000366210938,2023-05-16
108.33000183105469,2023-05-17
111.87000274658203,2023-05-18
107.37999725341797,2023-05-19
109.93000030517578,2023-05-22
106.25,2023-05-23
105.70999908447266,2023-05-24
104.41999816894531,2023-05-25
106.80999755859375,2023-05-26
107.19000244140625,2023-05-30
109.7699966430664,2023-05-31
112.16000366210938,2023-06-01
118.05999755859375,2023-06-02
115.69000244140625,2023-06-05
117.30000305175781,2023-06-06
116.55000305175781,2023-06-07
115.5,2023-06-08
117.86000061035156,2023-06-09
124.58999633789062,2023-06-12
124.9000015258789,2023-06-13
125.13999938964844,2023-06-14
127.8499984741211,2023-06-15
128.67999267578125,2023-06-16
126.44999694824219,2023-06-20
127.45999908447266,2023-06-21
127.95999908447266,2023-06-22
124.7300033569336,2023-06-23
123.12999725341797,2023-06-26
127.88999938964844,2023-06-27
127.62999725341797,2023-06-28
125.0999984741211,2023-06-29
128.16000366210938,2023-06-30
132.35000610351562,2023-07-03
131.69000244140625,2023-07-05
128.16000366210938,2023-07-06
130.32000732421875,2023-07-07
131.7100067138672,2023-07-10
137.5399932861328,2023-07-11
137.02000427246094,2023-07-12
140.08999633789062,2023-07-13
143.33999633789062,2023-07-14
145.36000061035156,2023-07-17
146.52999877929688,2023-07-18
145.53500366210938,2023-07-19
145.27999877929688,2023-07-20
148.77000427246094,2023-07-21
147.6199951171875,2023-07-24
148.64999389648438,2023-07-25
150.1699981689453,2023-07-26
148.5,2023-07-27
153.3300018310547,2023-07-28
152.19000244140625,2023-07-31
148.91000366210938,2023-08-01
144.55999755859375,2023-08-02
140.8800048828125,2023-08-03
140.1699981689453,2023-08-04
143.1999969482422,2023-08-07
139.5500030517578,2023-08-08
137.8699951171875,2023-08-09
135.97000122070312,2023-08-10
133.67999267578125,2023-08-11
133.24000549316406,2023-08-14
129.85000610351562,2023-08-15
128.8300018310547,2023-08-16
127.98999786376953,2023-08-17
125.05999755859375,2023-08-18
124.0,2023-08-21
127.08000183105469,2023-08-22
128.1300048828125,2023-08-23
124.72000122070312,2023-08-24
125.79000091552734,2023-08-25
126.15499877929688,2023-08-28
132.25,2023-08-29
130.61000061035156,2023-08-30
131.5500030517578,2023-08-31
132.69000244140625,2023-09-01
142.2899932861328,2023-09-05
141.77000427246094,2023-09-06
143.27000427246094,2023-09-07
145.82000732421875,2023-09-08
147.3300018310547,2023-09-11
147.5,2023-09-12
144.71499633789062,2023-09-13
144.1199951171875,2023-09-14
142.75,2023-09-15
142.5500030517578,2023-09-18
141.85000610351562,2023-09-19
138.00999450683594,2023-09-20
132.75,2023-09-21
132.1999969482422,2023-09-22
134.13999938964844,2023-09-25
132.27999877929688,2023-09-26
134.02999877929688,2023-09-27
136.47000122070312,2023-09-28
137.2100067138672,2023-09-29
136.55999755859375,2023-10-02
127.7300033569336,2023-10-03
127.41000366210938,2023-10-04
124.98999786376953,2023-10-05
126.36000061035156,2023-10-06
127.7699966430664,2023-10-09
131.58999633789062,2023-10-10
130.0,2023-10-11
125.97000122070312,2023-10-12
124.08000183105469,2023-10-13
125.19000244140625,2023-10-16
125.70999908447266,2023-10-17
122.16999816894531,2023-10-18
119.97000122070312,2023-10-19
116.48999786376953,2023-10-20
120.38999938964844,2023-10-23
122.01000213623047,2023-10-24
118.5,2023-10-25
115.47000122070312,2023-10-26
114.08999633789062,2023-10-27
116.94999694824219,2023-10-30
118.29000091552734,2023-10-31
119.47000122070312,2023-11-01
115.5,2023-11-02
122.63999938964844,2023-11-03
118.16999816894531,2023-11-06
121.08000183105469,2023-11-07
117.66000366210938,2023-11-08
115.5199966430664,2023-11-09
118.1500015258789,2023-11-10
119.1500015258789,2023-11-13
126.68000030517578,2023-11-14
128.35000610351562,2023-11-15
126.27999877929688,2023-11-16
127.1500015258789,2023-11-17
129.6999969482422,2023-11-20
126.81999969482422,2023-11-21
129.0399932861328,2023-11-22
128.3699951171875,2023-11-24
129.0,2023-11-27
127.55999755859375,2023-11-28
126.4800033569336,2023-11-29
126.33999633789062,2023-11-30
135.02000427246094,2023-12-01
133.6999969482422,2023-12-04
133.7100067138672,2023-12-05
135.30999755859375,2023-12-06
139.83999633789062,2023-12-07
140.67999267578125,2023-12-08
142.91000366210938,2023-12-11
140.5500030517578,2023-12-12
144.50999450683594,2023-12-13
147.25999450683594,2023-12-14
146.60000610351562,2023-12-15
147.5,2023-12-18
146.91000366210938,2023-12-19
141.07000732421875,2023-12-20
142.08999633789062,2023-12-21
140.8000030517578,2023-12-22
138.72000122070312,2023-12-26
136.5500030517578,2023-12-27
137.0,2023-12-28
136.13999938964844,2023-12-29
134.47999572753906,2024-01-02
133.4199981689453,2024-01-03
133.72000122070312,2024-01-04
135.97999572753906,2024-01-05
140.0800018310547,2024-01-08
139.52999877929688,2024-01-09
139.75999450683594,2024-01-10
139.4499969482422,2024-01-11
137.13999938964844,2024-01-12
135.02000427246094,2024-01-16
134.97999572753906,2024-01-17
137.0399932861328,2024-01-18
139.92999267578125,2024-01-19
142.00999450683594,2024-01-22
142.3000030517578,2024-01-23
141.19000244140625,2024-01-24
142.11000061035156,2024-01-25
149.6199951171875,2024-01-26
152.6999969482422,2024-01-29
149.44000244140625,2024-01-30
144.13999938964844,2024-01-31
146.49000549316406,2024-02-01
146.5500030517578,2024-02-02
144.77999877929688,2024-02-05
144.52999877929688,2024-02-06
147.5500030517578,2024-02-07
150.5399932861328,2024-02-08
147.59500122070312,2024-02-09
153.8000030517578,2024-02-12
150.82000732421875,2024-02-13
148.1999969482422,2024-02-14
157.69000244140625,2024-02-15
152.50999450683594,2024-02-16
148.14999389648438,2024-02-20
149.24000549316406,2024-02-21
155.25999450683594,2024-02-22
152.66000366210938,2024-02-23
149.27000427246094,2024-02-26
152.05999755859375,2024-02-27
153.42999267578125,2024-02-28
157.47000122070312,2024-02-29
159.72000122070312,2024-03-01
158.08999633789062,2024-03-04
159.3300018310547,2024-03-05
163.8699951171875,2024-03-06
163.5399932861328,2024-03-07
164.91000366210938,2024-03-08
162.99000549316406,2024-03-11
166.6699981689453,2024-03-12
164.75999450683594,2024-03-13
166.44000244140625,2024-03-14
160.63999938964844,2024-03-15
161.86000061035156,2024-03-18
161.7899932861328,2024-03-19
164.7100067138672,2024-03-20
168.17999267578125,2024-03-21
167.86000061035156,2024-03-22
167.99000549316406,2024-03-25
167.38999938964844,2024-03-26
166.41000366210938,2024-03-27
164.9600067138672,2024-03-28
163.3699951171875,2024-04-01
160.11000061035156,2024-04-02
159.33999633789062,2024-04-03
158.83999633789062,2024-04-04
161.77000427246094,2024-04-05
160.27000427246094,2024-04-08
162.66000366210938,2024-04-09
