BMC,Date
19000.0,2017-03-22
20300.0,2017-03-23
21600.0,2017-03-24
22500.0,2017-03-27
21600.0,2017-03-28
23000.0,2017-03-29
23900.0,2017-03-30
23900.0,2017-03-31
23000.0,2017-04-03
21650.0,2017-04-04
21700.0,2017-04-05
21700.0,2017-04-06
23000.0,2017-04-07
23000.0,2017-04-10
22500.0,2017-04-11
22100.0,2017-04-12
21500.0,2017-04-13
22000.0,2017-04-17
21900.0,2017-04-18
20400.0,2017-04-19
21800.0,2017-04-20
22150.0,2017-04-21
21650.0,2017-04-24
21400.0,2017-04-25
21300.0,2017-04-26
22000.0,2017-04-27
22000.0,2017-04-28
22000.0,2017-05-01
22000.0,2017-05-02
21600.0,2017-05-03
21300.0,2017-05-04
21200.0,2017-05-05
21500.0,2017-05-08
21500.0,2017-05-09
23000.0,2017-05-10
22950.0,2017-05-11
22800.0,2017-05-12
22400.0,2017-05-15
22500.0,2017-05-16
22400.0,2017-05-17
21900.0,2017-05-18
21000.0,2017-05-19
20000.0,2017-05-22
19500.0,2017-05-23
20500.0,2017-05-24
20000.0,2017-05-25
20200.0,2017-05-26
20500.0,2017-05-30
21000.0,2017-05-31
20900.0,2017-06-01
20900.0,2017-06-02
21800.0,2017-06-05
21800.0,2017-06-06
22000.0,2017-06-07
21300.0,2017-06-08
21200.0,2017-06-09
21100.0,2017-06-12
21000.0,2017-06-13
20500.0,2017-06-14
20400.0,2017-06-15
20750.0,2017-06-16
20900.0,2017-06-19
20700.0,2017-06-20
20600.0,2017-06-21
19200.0,2017-06-22
20000.0,2017-06-23
19800.0,2017-06-26
20500.0,2017-06-27
20200.0,2017-06-28
20000.0,2017-06-29
19800.0,2017-06-30
19650.0,2017-07-03
18800.0,2017-07-05
19300.0,2017-07-06
19000.0,2017-07-07
18500.0,2017-07-10
18000.0,2017-07-11
19000.0,2017-07-12
19000.0,2017-07-13
19200.0,2017-07-14
18700.0,2017-07-17
18500.0,2017-07-18
18200.0,2017-07-19
18100.0,2017-07-20
18000.0,2017-07-21
17200.0,2017-07-24
17850.0,2017-07-25
18100.0,2017-07-26
18000.0,2017-07-27
17950.0,2017-07-28
17650.0,2017-07-31
16900.0,2017-08-01
17400.0,2017-08-02
17800.0,2017-08-03
17500.0,2017-08-04
17900.0,2017-08-07
17550.0,2017-08-08
17400.0,2017-08-09
17350.0,2017-08-10
17300.0,2017-08-11
17400.0,2017-08-14
17200.0,2017-08-15
17100.0,2017-08-16
17000.0,2017-08-17
17100.0,2017-08-18
16400.0,2017-08-21
16700.0,2017-08-22
16650.0,2017-08-23
16900.0,2017-08-24
16850.0,2017-08-25
16400.0,2017-08-28
16800.0,2017-08-29
16700.0,2017-08-30
16700.0,2017-08-31
16700.0,2017-09-01
16700.0,2017-09-05
16700.0,2017-09-06
16700.0,2017-09-07
16100.0,2017-09-08
16300.0,2017-09-11
16500.0,2017-09-12
16250.0,2017-09-13
16250.0,2017-09-14
16300.0,2017-09-15
16300.0,2017-09-18
16950.0,2017-09-19
17300.0,2017-09-20
17400.0,2017-09-21
17000.0,2017-09-22
17000.0,2017-09-25
17050.0,2017-09-26
17300.0,2017-09-27
17300.0,2017-09-28
17300.0,2017-09-29
17350.0,2017-10-02
18450.0,2017-10-03
19250.0,2017-10-04
19150.0,2017-10-05
19150.0,2017-10-06
19000.0,2017-10-09
19000.0,2017-10-10
18700.0,2017-10-11
17900.0,2017-10-12
18000.0,2017-10-13
17800.0,2017-10-16
18400.0,2017-10-17
18200.0,2017-10-18
18100.0,2017-10-19
17600.0,2017-10-20
16400.0,2017-10-23
16900.0,2017-10-24
16600.0,2017-10-25
16500.0,2017-10-26
16200.0,2017-10-27
16800.0,2017-10-30
16700.0,2017-10-31
16700.0,2017-11-01
16600.0,2017-11-02
16500.0,2017-11-03
16600.0,2017-11-06
16500.0,2017-11-07
16400.0,2017-11-08
16500.0,2017-11-09
16500.0,2017-11-10
16700.0,2017-11-13
16450.0,2017-11-14
16200.0,2017-11-15
15850.0,2017-11-16
15750.0,2017-11-17
16000.0,2017-11-20
16350.0,2017-11-21
15550.0,2017-11-22
16300.0,2017-11-24
16300.0,2017-11-27
15700.0,2017-11-28
15900.0,2017-11-29
15700.0,2017-11-30
15800.0,2017-12-01
15900.0,2017-12-04
15800.0,2017-12-05
15200.0,2017-12-06
15000.0,2017-12-07
14950.0,2017-12-08
14950.0,2017-12-11
14900.0,2017-12-12
14900.0,2017-12-13
14800.0,2017-12-14
14850.0,2017-12-15
15300.0,2017-12-18
15250.0,2017-12-19
15200.0,2017-12-20
15100.0,2017-12-21
15000.0,2017-12-22
14900.0,2017-12-26
15000.0,2017-12-27
15000.0,2017-12-28
15000.0,2017-12-29
15000.0,2018-01-02
15700.0,2018-01-03
15500.0,2018-01-04
15200.0,2018-01-05
15200.0,2018-01-08
15100.0,2018-01-09
15000.0,2018-01-10
15000.0,2018-01-11
15000.0,2018-01-12
14800.0,2018-01-16
14800.0,2018-01-17
14700.0,2018-01-18
14700.0,2018-01-19
14700.0,2018-01-22
14700.0,2018-01-23
14700.0,2018-01-24
14300.0,2018-01-25
14400.0,2018-01-26
14150.0,2018-01-29
13950.0,2018-01-30
14600.0,2018-01-31
14500.0,2018-02-01
14600.0,2018-02-02
14400.0,2018-02-05
14300.0,2018-02-06
14250.0,2018-02-07
14200.0,2018-02-08
14100.0,2018-02-09
14350.0,2018-02-12
15350.0,2018-02-13
15350.0,2018-02-14
15350.0,2018-02-15
15350.0,2018-02-16
15350.0,2018-02-20
15300.0,2018-02-21
15000.0,2018-02-22
15300.0,2018-02-23
15000.0,2018-02-26
15000.0,2018-02-27
14800.0,2018-02-28
14800.0,2018-03-01
14200.0,2018-03-02
14700.0,2018-03-05
14900.0,2018-03-06
14850.0,2018-03-07
14800.0,2018-03-08
14700.0,2018-03-09
14600.0,2018-03-12
14000.0,2018-03-13
14500.0,2018-03-14
14500.0,2018-03-15
14500.0,2018-03-16
14200.0,2018-03-19
14500.0,2018-03-20
14300.0,2018-03-21
14250.0,2018-03-22
14150.0,2018-03-23
14400.0,2018-03-26
14200.0,2018-03-27
14100.0,2018-03-28
14050.0,2018-03-29
13600.0,2018-04-02
13600.0,2018-04-03
13150.0,2018-04-04
13200.0,2018-04-05
13400.0,2018-04-06
13700.0,2018-04-09
13700.0,2018-04-10
13200.0,2018-04-11
13400.0,2018-04-12
13600.0,2018-04-13
13600.0,2018-04-16
13500.0,2018-04-17
13500.0,2018-04-18
13650.0,2018-04-19
13650.0,2018-04-20
13000.0,2018-04-23
13550.0,2018-04-24
13550.0,2018-04-25
13900.0,2018-04-26
13900.0,2018-04-27
13900.0,2018-04-30
13900.0,2018-05-01
14300.0,2018-05-02
14350.0,2018-05-03
14150.0,2018-05-04
14200.0,2018-05-07
14200.0,2018-05-08
14100.0,2018-05-09
13800.0,2018-05-10
14500.0,2018-05-11
14400.0,2018-05-14
14600.0,2018-05-15
14500.0,2018-05-16
14500.0,2018-05-17
14200.0,2018-05-18
14000.0,2018-05-21
14500.0,2018-05-22
14000.0,2018-05-23
13800.0,2018-05-24
13800.0,2018-05-25
13600.0,2018-05-29
13800.0,2018-05-30
13800.0,2018-05-31
13800.0,2018-06-01
13200.0,2018-06-04
13700.0,2018-06-05
13800.0,2018-06-06
13800.0,2018-06-07
13700.0,2018-06-08
13500.0,2018-06-11
13000.0,2018-06-12
13500.0,2018-06-13
13500.0,2018-06-14
13500.0,2018-06-15
14000.0,2018-06-18
13700.0,2018-06-19
13200.0,2018-06-20
13100.0,2018-06-21
13000.0,2018-06-22
13500.0,2018-06-25
14300.0,2018-06-26
14300.0,2018-06-27
13900.0,2018-06-28
13300.0,2018-06-29
13300.0,2018-07-02
12450.0,2018-07-03
12200.0,2018-07-05
12300.0,2018-07-06
12300.0,2018-07-09
12500.0,2018-07-10
12700.0,2018-07-11
12200.0,2018-07-12
13000.0,2018-07-13
13200.0,2018-07-16
12500.0,2018-07-17
12800.0,2018-07-18
12800.0,2018-07-19
12700.0,2018-07-20
12850.0,2018-07-23
12850.0,2018-07-24
12300.0,2018-07-25
12500.0,2018-07-26
12800.0,2018-07-27
12800.0,2018-07-30
12700.0,2018-07-31
13500.0,2018-08-01
13400.0,2018-08-02
12500.0,2018-08-03
12500.0,2018-08-06
12900.0,2018-08-07
12900.0,2018-08-08
12650.0,2018-08-09
12700.0,2018-08-10
12650.0,2018-08-13
12750.0,2018-08-14
12750.0,2018-08-15
12500.0,2018-08-16
12750.0,2018-08-17
12900.0,2018-08-20
12900.0,2018-08-21
13000.0,2018-08-22
13000.0,2018-08-23
13000.0,2018-08-24
13500.0,2018-08-27
13500.0,2018-08-28
13500.0,2018-08-29
13350.0,2018-08-30
13000.0,2018-08-31
13000.0,2018-09-04
13300.0,2018-09-05
13400.0,2018-09-06
13250.0,2018-09-07
13200.0,2018-09-10
13400.0,2018-09-11
13400.0,2018-09-12
13400.0,2018-09-13
13400.0,2018-09-14
13400.0,2018-09-17
13800.0,2018-09-18
13600.0,2018-09-19
13750.0,2018-09-20
14500.0,2018-09-21
14500.0,2018-09-24
14300.0,2018-09-25
14100.0,2018-09-26
14100.0,2018-09-27
14500.0,2018-09-28
14400.0,2018-10-01
14300.0,2018-10-02
14300.0,2018-10-03
14500.0,2018-10-04
14500.0,2018-10-05
14800.0,2018-10-08
14500.0,2018-10-09
14500.0,2018-10-10
14100.0,2018-10-11
14400.0,2018-10-12
14100.0,2018-10-15
14300.0,2018-10-16
14300.0,2018-10-17
14250.0,2018-10-18
14200.0,2018-10-19
14050.0,2018-10-22
14000.0,2018-10-23
14000.0,2018-10-24
13500.0,2018-10-25
12600.0,2018-10-26
13000.0,2018-10-29
12600.0,2018-10-30
12700.0,2018-10-31
12800.0,2018-11-01
13400.0,2018-11-02
13950.0,2018-11-05
13800.0,2018-11-06
13800.0,2018-11-07
13800.0,2018-11-08
13800.0,2018-11-09
14200.0,2018-11-12
14200.0,2018-11-13
14350.0,2018-11-14
14350.0,2018-11-15
14150.0,2018-11-16
14100.0,2018-11-19
14050.0,2018-11-20
13950.0,2018-11-21
14000.0,2018-11-23
13900.0,2018-11-26
14150.0,2018-11-27
14000.0,2018-11-28
13950.0,2018-11-29
14000.0,2018-11-30
14000.0,2018-12-03
14000.0,2018-12-04
14000.0,2018-12-06
13950.0,2018-12-07
13950.0,2018-12-10
13850.0,2018-12-11
13850.0,2018-12-12
14000.0,2018-12-13
14200.0,2018-12-14
14300.0,2018-12-17
14300.0,2018-12-18
14000.0,2018-12-19
14000.0,2018-12-20
13800.0,2018-12-21
13850.0,2018-12-24
13900.0,2018-12-26
13800.0,2018-12-27
13500.0,2018-12-28
13500.0,2018-12-31
13600.0,2019-01-02
13700.0,2019-01-03
13800.0,2019-01-04
13700.0,2019-01-07
14100.0,2019-01-08
13650.0,2019-01-09
13500.0,2019-01-10
13200.0,2019-01-11
13400.0,2019-01-14
13200.0,2019-01-15
12800.0,2019-01-16
13200.0,2019-01-17
13000.0,2019-01-18
13400.0,2019-01-22
13600.0,2019-01-23
13500.0,2019-01-24
13500.0,2019-01-25
13550.0,2019-01-28
13600.0,2019-01-29
13600.0,2019-01-30
13500.0,2019-01-31
14200.0,2019-02-01
14200.0,2019-02-04
14200.0,2019-02-05
14200.0,2019-02-06
14200.0,2019-02-07
14200.0,2019-02-08
15000.0,2019-02-11
14800.0,2019-02-12
14500.0,2019-02-13
14400.0,2019-02-14
14500.0,2019-02-15
14500.0,2019-02-19
14900.0,2019-02-20
14600.0,2019-02-21
14600.0,2019-02-22
14400.0,2019-02-25
14700.0,2019-02-26
14650.0,2019-02-27
14550.0,2019-02-28
14600.0,2019-03-01
14500.0,2019-03-04
14500.0,2019-03-05
14450.0,2019-03-06
14400.0,2019-03-07
14400.0,2019-03-08
14500.0,2019-03-11
14600.0,2019-03-12
14450.0,2019-03-13
14500.0,2019-03-14
14450.0,2019-03-15
14450.0,2019-03-18
14350.0,2019-03-19
14300.0,2019-03-20
14150.0,2019-03-21
14250.0,2019-03-22
14300.0,2019-03-25
14300.0,2019-03-26
14100.0,2019-03-27
14000.0,2019-03-28
14100.0,2019-03-29
14050.0,2019-04-01
14100.0,2019-04-02
14100.0,2019-04-03
14500.0,2019-04-04
14600.0,2019-04-05
14500.0,2019-04-08
14300.0,2019-04-09
14200.0,2019-04-10
14300.0,2019-04-11
14300.0,2019-04-12
14300.0,2019-04-15
14300.0,2019-04-16
14200.0,2019-04-17
14200.0,2019-04-18
14100.0,2019-04-22
14000.0,2019-04-23
14000.0,2019-04-24
14100.0,2019-04-25
13950.0,2019-04-26
13950.0,2019-04-29
13950.0,2019-04-30
13950.0,2019-05-01
14100.0,2019-05-02
14150.0,2019-05-03
14100.0,2019-05-06
14050.0,2019-05-07
14500.0,2019-05-08
14400.0,2019-05-09
14350.0,2019-05-10
14300.0,2019-05-13
14500.0,2019-05-14
14300.0,2019-05-15
14300.0,2019-05-16
14000.0,2019-05-17
14000.0,2019-05-20
13900.0,2019-05-21
13950.0,2019-05-22
13850.0,2019-05-23
13900.0,2019-05-24
13900.0,2019-05-28
14450.0,2019-05-29
15000.0,2019-05-30
15000.0,2019-05-31
16050.0,2019-06-03
16900.0,2019-06-04
16950.0,2019-06-05
16900.0,2019-06-06
17900.0,2019-06-07
17350.0,2019-06-10
16600.0,2019-06-11
16200.0,2019-06-12
17000.0,2019-06-13
16350.0,2019-06-14
16000.0,2019-06-17
15900.0,2019-06-18
16000.0,2019-06-19
15500.0,2019-06-20
14900.0,2019-06-21
15000.0,2019-06-24
14500.0,2019-06-25
14700.0,2019-06-26
14900.0,2019-06-27
14800.0,2019-06-28
14800.0,2019-07-01
14900.0,2019-07-02
15000.0,2019-07-03
15200.0,2019-07-05
16000.0,2019-07-08
16200.0,2019-07-09
15950.0,2019-07-10
15750.0,2019-07-11
15600.0,2019-07-12
15700.0,2019-07-15
15500.0,2019-07-16
15300.0,2019-07-17
15700.0,2019-07-18
15800.0,2019-07-19
15800.0,2019-07-22
15800.0,2019-07-23
15500.0,2019-07-24
15500.0,2019-07-25
15500.0,2019-07-26
15500.0,2019-07-29
15500.0,2019-07-30
15900.0,2019-07-31
16300.0,2019-08-01
17100.0,2019-08-02
17100.0,2019-08-05
17100.0,2019-08-06
17450.0,2019-08-07
17600.0,2019-08-08
17450.0,2019-08-09
17300.0,2019-08-12
17200.0,2019-08-13
17500.0,2019-08-14
17900.0,2019-08-15
18000.0,2019-08-16
18200.0,2019-08-19
18000.0,2019-08-20
17900.0,2019-08-21
17800.0,2019-08-22
17700.0,2019-08-23
17600.0,2019-08-26
17500.0,2019-08-27
17200.0,2019-08-28
17000.0,2019-08-29
17100.0,2019-08-30
16900.0,2019-09-03
17600.0,2019-09-04
17950.0,2019-09-05
17500.0,2019-09-06
17400.0,2019-09-09
17000.0,2019-09-10
17150.0,2019-09-11
17200.0,2019-09-12
17100.0,2019-09-13
17000.0,2019-09-16
17000.0,2019-09-17
16850.0,2019-09-18
16850.0,2019-09-19
16450.0,2019-09-20
16600.0,2019-09-23
16200.0,2019-09-24
16000.0,2019-09-25
15900.0,2019-09-26
15500.0,2019-09-27
15600.0,2019-09-30
15650.0,2019-10-01
15450.0,2019-10-02
15400.0,2019-10-03
15400.0,2019-10-04
15500.0,2019-10-07
15150.0,2019-10-08
15400.0,2019-10-09
15300.0,2019-10-10
15350.0,2019-10-11
15350.0,2019-10-14
15400.0,2019-10-15
15500.0,2019-10-16
15100.0,2019-10-17
15350.0,2019-10-18
15300.0,2019-10-21
15250.0,2019-10-22
15250.0,2019-10-23
15100.0,2019-10-24
15000.0,2019-10-25
15500.0,2019-10-28
15300.0,2019-10-29
15400.0,2019-10-30
14900.0,2019-10-31
15250.0,2019-11-01
14700.0,2019-11-04
15200.0,2019-11-05
15000.0,2019-11-06
14800.0,2019-11-07
15000.0,2019-11-08
14500.0,2019-11-11
14800.0,2019-11-12
14700.0,2019-11-13
14600.0,2019-11-14
14600.0,2019-11-15
14600.0,2019-11-18
14800.0,2019-11-19
14800.0,2019-11-20
14650.0,2019-11-21
14800.0,2019-11-22
14800.0,2019-11-25
14750.0,2019-11-26
14650.0,2019-11-27
14500.0,2019-11-29
14650.0,2019-12-02
1460.0,2019-12-03
1460.0,2019-12-04
1460.0,2019-12-05
14550.0,2019-12-06
14450.0,2019-12-09
14400.0,2019-12-10
14150.0,2019-12-11
14250.0,2019-12-12
14400.0,2019-12-13
14350.0,2019-12-16
14450.0,2019-12-17
14400.0,2019-12-18
14400.0,2019-12-19
14500.0,2019-12-20
14550.0,2019-12-23
14100.0,2019-12-24
14300.0,2019-12-26
13600.0,2019-12-27
14000.0,2019-12-30
13900.0,2019-12-31
13600.0,2020-01-02
13900.0,2020-01-03
13900.0,2020-01-06
13850.0,2020-01-07
13500.0,2020-01-08
13800.0,2020-01-09
13900.0,2020-01-10
13800.0,2020-01-13
13800.0,2020-01-14
13700.0,2020-01-15
13850.0,2020-01-16
14000.0,2020-01-17
13900.0,2020-01-21
13900.0,2020-01-22
13900.0,2020-01-23
13900.0,2020-01-24
13900.0,2020-01-27
13900.0,2020-01-28
13900.0,2020-01-29
12950.0,2020-01-30
12050.0,2020-01-31
11900.0,2020-02-03
11800.0,2020-02-04
1460.0,2020-02-05
11900.0,2020-02-06
12000.0,2020-02-07
12150.0,2020-02-10
12800.0,2020-02-11
13050.0,2020-02-12
1460.0,2020-02-13
1460.0,2020-02-14
12900.0,2020-02-18
12900.0,2020-02-19
12900.0,2020-02-20
12950.0,2020-02-21
12600.0,2020-02-24
12300.0,2020-02-25
12400.0,2020-02-26
13000.0,2020-02-27
12400.0,2020-02-28
12500.0,2020-03-02
12500.0,2020-03-03
1460.0,2020-03-04
12600.0,2020-03-05
12800.0,2020-03-06
11950.0,2020-03-09
11200.0,2020-03-10
11200.0,2020-03-11
11900.0,2020-03-12
11500.0,2020-03-13
11450.0,2020-03-16
12200.0,2020-03-17
11350.0,2020-03-18
11300.0,2020-03-19
11300.0,2020-03-20
10750.0,2020-03-23
11000.0,2020-03-24
10800.0,2020-03-25
10400.0,2020-03-26
10200.0,2020-03-27
9490.0,2020-03-30
9300.0,2020-03-31
9000.0,2020-04-01
9000.0,2020-04-02
9600.0,2020-04-03
10200.0,2020-04-06
10400.0,2020-04-07
10500.0,2020-04-08
10950.0,2020-04-09
10700.0,2020-04-13
10900.0,2020-04-14
10750.0,2020-04-15
10900.0,2020-04-16
10900.0,2020-04-17
11300.0,2020-04-20
11100.0,2020-04-21
10950.0,2020-04-22
11300.0,2020-04-23
11000.0,2020-04-24
11000.0,2020-04-27
11200.0,2020-04-28
11100.0,2020-04-29
11100.0,2020-04-30
11100.0,2020-05-01
11000.0,2020-05-04
11200.0,2020-05-05
11000.0,2020-05-06
11050.0,2020-05-07
11800.0,2020-05-08
12600.0,2020-05-11
13450.0,2020-05-12
12550.0,2020-05-13
12100.0,2020-05-14
12100.0,2020-05-15
12100.0,2020-05-18
13000.0,2020-05-19
13000.0,2020-05-20
12750.0,2020-05-21
12500.0,2020-05-22
12450.0,2020-05-26
12200.0,2020-05-27
12300.0,2020-05-28
12300.0,2020-05-29
12400.0,2020-06-01
12400.0,2020-06-02
12300.0,2020-06-03
13000.0,2020-06-04
12750.0,2020-06-05
12750.0,2020-06-08
12750.0,2020-06-09
12700.0,2020-06-10
12650.0,2020-06-11
12300.0,2020-06-12
11650.0,2020-06-15
11500.0,2020-06-16
11450.0,2020-06-17
11400.0,2020-06-18
12000.0,2020-06-19
11450.0,2020-06-22
730.0,2020-06-23
11600.0,2020-06-24
11500.0,2020-06-25
11650.0,2020-06-26
11600.0,2020-06-29
11500.0,2020-06-30
11400.0,2020-07-01
11600.0,2020-07-02
11500.0,2020-07-06
11550.0,2020-07-07
11550.0,2020-07-08
11900.0,2020-07-09
11900.0,2020-07-10
11100.0,2020-07-13
10950.0,2020-07-14
11200.0,2020-07-15
11100.0,2020-07-16
10900.0,2020-07-17
10800.0,2020-07-20
10600.0,2020-07-21
10550.0,2020-07-22
10400.0,2020-07-23
9710.0,2020-07-24
9380.0,2020-07-27
9500.0,2020-07-28
9000.0,2020-07-29
9200.0,2020-07-30
9100.0,2020-07-31
9360.0,2020-08-03
9700.0,2020-08-04
9900.0,2020-08-05
9800.0,2020-08-06
9700.0,2020-08-07
10000.0,2020-08-10
9800.0,2020-08-11
9870.0,2020-08-12
9760.0,2020-08-13
9740.0,2020-08-14
9720.0,2020-08-17
9610.0,2020-08-18
9870.0,2020-08-19
9900.0,2020-08-20
9890.0,2020-08-21
10200.0,2020-08-24
10200.0,2020-08-25
10200.0,2020-08-26
10000.0,2020-08-27
9950.0,2020-08-28
9970.0,2020-08-31
10350.0,2020-09-01
10350.0,2020-09-02
10450.0,2020-09-03
10250.0,2020-09-04
10250.0,2020-09-08
10300.0,2020-09-09
11000.0,2020-09-10
11000.0,2020-09-11
11250.0,2020-09-14
11150.0,2020-09-15
11100.0,2020-09-16
10950.0,2020-09-17
11000.0,2020-09-18
11000.0,2020-09-21
11000.0,2020-09-22
10850.0,2020-09-23
10750.0,2020-09-24
10700.0,2020-09-25
11100.0,2020-09-28
10850.0,2020-09-29
10950.0,2020-09-30
10950.0,2020-10-01
10850.0,2020-10-02
11000.0,2020-10-05
11000.0,2020-10-06
10800.0,2020-10-07
10850.0,2020-10-08
10850.0,2020-10-09
11000.0,2020-10-12
10800.0,2020-10-13
10850.0,2020-10-14
10850.0,2020-10-15
10750.0,2020-10-16
10750.0,2020-10-19
10750.0,2020-10-20
10700.0,2020-10-21
10750.0,2020-10-22
10900.0,2020-10-23
10800.0,2020-10-26
10700.0,2020-10-27
10550.0,2020-10-28
10300.0,2020-10-29
10100.0,2020-10-30
10200.0,2020-11-02
10250.0,2020-11-03
10400.0,2020-11-04
10350.0,2020-11-05
10250.0,2020-11-06
10150.0,2020-11-09
10100.0,2020-11-10
10150.0,2020-11-11
10500.0,2020-11-12
10400.0,2020-11-13
10200.0,2020-11-16
10200.0,2020-11-17
10200.0,2020-11-18
10200.0,2020-11-19
10250.0,2020-11-20
10150.0,2020-11-23
10150.0,2020-11-24
10150.0,2020-11-25
10450.0,2020-11-27
10350.0,2020-11-30
10350.0,2020-12-01
10250.0,2020-12-02
10500.0,2020-12-03
10700.0,2020-12-04
11200.0,2020-12-07
10950.0,2020-12-08
10800.0,2020-12-09
10750.0,2020-12-10
11200.0,2020-12-11
11300.0,2020-12-14
12050.0,2020-12-15
11950.0,2020-12-16
11900.0,2020-12-17
11750.0,2020-12-18
12550.0,2020-12-21
13400.0,2020-12-22
14300.0,2020-12-23
13350.0,2020-12-24
14800.0,2020-12-28
14500.0,2020-12-29
14200.0,2020-12-30
14200.0,2020-12-31
14200.0,2021-01-04
15100.0,2021-01-05
14750.0,2021-01-06
14500.0,2021-01-07
14500.0,2021-01-08
14300.0,2021-01-11
14100.0,2021-01-12
14350.0,2021-01-13
15200.0,2021-01-14
16000.0,2021-01-15
15350.0,2021-01-19
14550.0,2021-01-20
15000.0,2021-01-21
16050.0,2021-01-22
16700.0,2021-01-25
16000.0,2021-01-26
14900.0,2021-01-27
13900.0,2021-01-28
13900.0,2021-01-29
12950.0,2021-02-01
12900.0,2021-02-02
13200.0,2021-02-03
13200.0,2021-02-04
13100.0,2021-02-05
12800.0,2021-02-08
12800.0,2021-02-09
12800.0,2021-02-10
12800.0,2021-02-11
12800.0,2021-02-12
12800.0,2021-02-16
13550.0,2021-02-17
13450.0,2021-02-18
13600.0,2021-02-19
14550.0,2021-02-22
14850.0,2021-02-23
14300.0,2021-02-24
14400.0,2021-02-25
14950.0,2021-02-26
15950.0,2021-03-01
17000.0,2021-03-02
18150.0,2021-03-03
19400.0,2021-03-04
20700.0,2021-03-05
19300.0,2021-03-08
20000.0,2021-03-09
19300.0,2021-03-10
19100.0,2021-03-11
18800.0,2021-03-12
20100.0,2021-03-15
19850.0,2021-03-16
19800.0,2021-03-17
19200.0,2021-03-18
19100.0,2021-03-19
19600.0,2021-03-22
19300.0,2021-03-23
18300.0,2021-03-24
18800.0,2021-03-25
18350.0,2021-03-26
18800.0,2021-03-29
18500.0,2021-03-30
18000.0,2021-03-31
17950.0,2021-04-01
18450.0,2021-04-05
19300.0,2021-04-06
19400.0,2021-04-07
18900.0,2021-04-08
18700.0,2021-04-09
18700.0,2021-04-12
17800.0,2021-04-13
17900.0,2021-04-14
17600.0,2021-04-15
16600.0,2021-04-16
16900.0,2021-04-19
16800.0,2021-04-20
16800.0,2021-04-21
15800.0,2021-04-22
16250.0,2021-04-23
15250.0,2021-04-26
15000.0,2021-04-27
15100.0,2021-04-28
15300.0,2021-04-29
15300.0,2021-04-30
15300.0,2021-05-03
15000.0,2021-05-04
15300.0,2021-05-05
15300.0,2021-05-06
15300.0,2021-05-07
15400.0,2021-05-10
16200.0,2021-05-11
16400.0,2021-05-12
16000.0,2021-05-13
16000.0,2021-05-14
15600.0,2021-05-17
730.0,2021-05-18
730.0,2021-05-19
730.0,2021-05-20
730.0,2021-05-21
730.0,2021-05-24
730.0,2021-05-25
730.0,2021-05-26
730.0,2021-05-27
15100.0,2021-05-28
14450.0,2021-06-01
14900.0,2021-06-02
730.0,2021-06-03
730.0,2021-06-04
16550.0,2021-06-07
16550.0,2021-06-08
16000.0,2021-06-09
15600.0,2021-06-10
15900.0,2021-06-11
16450.0,2021-06-14
730.0,2021-06-15
730.0,2021-06-16
730.0,2021-06-17
730.0,2021-06-18
16800.0,2021-06-21
17400.0,2021-06-22
16400.0,2021-06-29
16150.0,2021-06-30
16100.0,2021-07-01
16000.0,2021-07-02
16000.0,2021-07-06
16000.0,2021-07-07
16000.0,2021-07-08
14200.0,2021-07-09
730.0,2021-07-12
730.0,2021-07-13
730.0,2021-07-14
730.0,2021-07-15
730.0,2021-07-16
730.0,2021-07-19
13900.0,2021-07-20
730.0,2021-07-21
730.0,2021-07-22
730.0,2021-07-23
730.0,2021-07-26
730.0,2021-07-27
730.0,2021-07-28
730.0,2021-07-29
730.0,2021-07-30
730.0,2021-08-02
730.0,2021-08-03
730.0,2021-08-04
730.0,2021-08-05
730.0,2021-08-06
730.0,2021-08-09
730.0,2021-08-10
1610.0,2021-08-11
1610.0,2021-08-12
1610.0,2021-08-13
1610.0,2021-08-16
1610.0,2021-08-17
1610.0,2021-08-18
1610.0,2021-08-19
1610.0,2021-08-20
16500.0,2021-08-23
1610.0,2021-08-24
1610.0,2021-08-25
1610.0,2021-08-26
1610.0,2021-08-27
1610.0,2021-08-30
1610.0,2021-08-31
1610.0,2021-09-01
22850.0,2021-09-02
22850.0,2021-09-03
1610.0,2021-09-07
1610.0,2021-09-08
1610.0,2021-09-09
1610.0,2021-09-10
1610.0,2021-09-13
1610.0,2021-09-14
1610.0,2021-09-15
1610.0,2021-09-16
1610.0,2021-09-17
1610.0,2021-09-20
1610.0,2021-09-21
1610.0,2021-09-22
1610.0,2021-09-23
1610.0,2021-09-24
1610.0,2021-09-27
1610.0,2021-09-28
1610.0,2021-09-29
1610.0,2021-09-30
1610.0,2021-10-01
1610.0,2021-10-04
1610.0,2021-10-05
1610.0,2021-10-06
1610.0,2021-10-07
1610.0,2021-10-08
1610.0,2021-10-11
1610.0,2021-10-12
1610.0,2021-10-13
1610.0,2021-10-14
1610.0,2021-10-15
1610.0,2021-10-18
1610.0,2021-10-19
1610.0,2021-10-20
1610.0,2021-10-21
1610.0,2021-10-22
1610.0,2021-10-25
1610.0,2021-10-26
1610.0,2021-10-27
1610.0,2021-10-28
1610.0,2021-10-29
1610.0,2021-11-01
1610.0,2021-11-02
1610.0,2021-11-03
1610.0,2021-11-04
1610.0,2021-11-05
1610.0,2021-11-08
1610.0,2021-11-09
1610.0,2021-11-10
1610.0,2021-11-11
1610.0,2021-11-12
30050.0,2021-11-15
