VNO,Date
0.12588053941726685,1982-03-22
0.12475650757551193,1982-03-23
0.11913692206144333,1982-03-24
0.12138474732637405,1982-03-25
0.12588053941726685,1982-03-26
0.12812837958335876,1982-03-29
0.12588053941726685,1982-03-30
0.12700438499450684,1982-03-31
0.13037629425525665,1982-04-01
0.12812837958335876,1982-04-02
0.12588053941726685,1982-04-05
0.12588053941726685,1982-04-06
0.12475650757551193,1982-04-07
0.12700438499450684,1982-04-08
0.12588053941726685,1982-04-12
0.12363261729478836,1982-04-13
0.12363261729478836,1982-04-14
0.12363261729478836,1982-04-15
0.12925222516059875,1982-04-16
0.12812837958335876,1982-04-19
0.12812837958335876,1982-04-20
0.12925222516059875,1982-04-21
0.12925222516059875,1982-04-22
0.13037629425525665,1982-04-23
0.13037629425525665,1982-04-26
0.12812837958335876,1982-04-27
0.13037629425525665,1982-04-28
0.12925222516059875,1982-04-29
0.13150012493133545,1982-04-30
0.12925222516059875,1982-05-03
0.12812837958335876,1982-05-04
0.12925222516059875,1982-05-05
0.12812837958335876,1982-05-06
0.13150012493133545,1982-05-07
0.13037629425525665,1982-05-10
0.13262414932250977,1982-05-11
0.13150012493133545,1982-05-12
0.13374795019626617,1982-05-13
0.1438635140657425,1982-05-14
0.14948305487632751,1982-05-17
0.142739400267601,1982-05-18
0.13599582016468048,1982-05-19
0.13711994886398315,1982-05-20
0.1348719745874405,1982-05-21
0.13824374973773956,1982-05-24
0.1348719745874405,1982-05-25
0.12925222516059875,1982-05-26
0.13037629425525665,1982-05-27
0.13037629425525665,1982-05-28
0.13037629425525665,1982-06-01
0.13150012493133545,1982-06-02
0.12925222516059875,1982-06-03
0.12700438499450684,1982-06-04
0.12588053941726685,1982-06-07
0.12588053941726685,1982-06-08
0.12588053941726685,1982-06-09
0.12588053941726685,1982-06-10
0.12475650757551193,1982-06-11
0.12250881642103195,1982-06-14
0.12475650757551193,1982-06-15
0.12475650757551193,1982-06-16
0.12588053941726685,1982-06-17
0.12475650757551193,1982-06-18
0.12475650757551193,1982-06-21
0.12363261729478836,1982-06-22
0.12363261729478836,1982-06-23
0.12700438499450684,1982-06-24
0.12925222516059875,1982-06-25
0.13374795019626617,1982-06-28
0.12700438499450684,1982-06-29
0.12700438499450684,1982-06-30
0.12700438499450684,1982-07-01
0.12700438499450684,1982-07-02
0.12700438499450684,1982-07-06
0.12925222516059875,1982-07-07
0.13037629425525665,1982-07-08
0.12700438499450684,1982-07-09
0.12812837958335876,1982-07-12
0.12812837958335876,1982-07-13
0.12588053941726685,1982-07-14
0.12588053941726685,1982-07-15
0.12700438499450684,1982-07-16
0.12588053941726685,1982-07-19
0.12363261729478836,1982-07-20
0.12250881642103195,1982-07-21
0.12588053941726685,1982-07-22
0.12700438499450684,1982-07-23
0.12700438499450684,1982-07-26
0.12812837958335876,1982-07-27
0.12700438499450684,1982-07-28
0.12588053941726685,1982-07-29
0.12812837958335876,1982-07-30
0.12925222516059875,1982-08-02
0.13037629425525665,1982-08-03
0.13037629425525665,1982-08-04
0.12475650757551193,1982-08-05
0.12588053941726685,1982-08-06
0.12363261729478836,1982-08-09
0.12250881642103195,1982-08-10
0.12026096135377884,1982-08-11
0.12026096135377884,1982-08-12
0.12138474732637405,1982-08-13
0.12250881642103195,1982-08-16
0.12700438499450684,1982-08-17
0.12475650757551193,1982-08-18
0.12363261729478836,1982-08-19
0.13037629425525665,1982-08-20
0.13374795019626617,1982-08-23
0.13150012493133545,1982-08-24
0.13374795019626617,1982-08-25
0.13262414932250977,1982-08-26
0.13150012493133545,1982-08-27
0.13262414932250977,1982-08-30
0.13262414932250977,1982-08-31
0.13374795019626617,1982-09-01
0.13262414932250977,1982-09-02
0.13262414932250977,1982-09-03
0.13599582016468048,1982-09-07
0.1449873447418213,1982-09-08
0.1404915153980255,1982-09-09
0.1404915153980255,1982-09-10
0.14611132442951202,1982-09-13
0.141615629196167,1982-09-14
0.1472351998090744,1982-09-15
0.14611132442951202,1982-09-16
0.1449873447418213,1982-09-17
0.14948305487632751,1982-09-20
0.15060709416866302,1982-09-21
0.1517309993505478,1982-09-22
0.15060709416866302,1982-09-23
0.1472351998090744,1982-09-24
0.1449873447418213,1982-09-27
0.1438635140657425,1982-09-28
0.141615629196167,1982-09-29
0.1404915153980255,1982-09-30
0.13824374973773956,1982-10-01
0.13824374973773956,1982-10-04
0.1393677145242691,1982-10-05
0.141615629196167,1982-10-06
0.141615629196167,1982-10-07
0.1438635140657425,1982-10-08
0.1472351998090744,1982-10-11
0.14611132442951202,1982-10-12
0.1483592987060547,1982-10-13
0.1517309993505478,1982-10-14
0.15285497903823853,1982-10-15
0.1573505848646164,1982-10-18
0.1573505848646164,1982-10-19
0.1573505848646164,1982-10-20
0.15622669458389282,1982-10-21
0.15060709416866302,1982-10-22
0.15060709416866302,1982-10-25
0.1517309993505478,1982-10-26
0.14948305487632751,1982-10-27
0.15285497903823853,1982-10-28
0.15285497903823853,1982-10-29
0.1517309993505478,1982-11-01
0.15397879481315613,1982-11-02
0.15397879481315613,1982-11-03
0.1517309993505478,1982-11-04
0.15285497903823853,1982-11-05
0.1517309993505478,1982-11-08
0.15397879481315613,1982-11-09
0.14948305487632751,1982-11-10
0.15285497903823853,1982-11-11
0.15285497903823853,1982-11-12
0.15285497903823853,1982-11-15
0.14948305487632751,1982-11-16
0.15060709416866302,1982-11-17
0.15285497903823853,1982-11-18
0.15285497903823853,1982-11-19
0.1517309993505478,1982-11-22
0.15060709416866302,1982-11-23
0.14948305487632751,1982-11-24
0.15060709416866302,1982-11-26
0.15060709416866302,1982-11-29
0.1517309993505478,1982-11-30
0.1517309993505478,1982-12-01
0.15060709416866302,1982-12-02
0.15397879481315613,1982-12-03
0.15285497903823853,1982-12-06
0.1517309993505478,1982-12-07
0.15060709416866302,1982-12-08
0.1483592987060547,1982-12-09
0.1517309993505478,1982-12-10
0.15285497903823853,1982-12-13
0.15285497903823853,1982-12-14
0.15397879481315613,1982-12-15
0.1618463397026062,1982-12-16
0.16858991980552673,1982-12-17
0.1640942394733429,1982-12-20
0.17083775997161865,1982-12-21
0.1719617247581482,1982-12-22
0.17083775997161865,1982-12-23
0.17083775997161865,1982-12-27
0.16746613383293152,1982-12-28
0.16746613383293152,1982-12-29
0.16746613383293152,1982-12-30
0.1618463397026062,1982-12-31
0.1607224941253662,1983-01-03
0.1618463397026062,1983-01-04
0.15959833562374115,1983-01-05
0.1618463397026062,1983-01-06
0.1618463397026062,1983-01-07
0.16521817445755005,1983-01-10
0.1640942394733429,1983-01-11
0.16521817445755005,1983-01-12
0.1618463397026062,1983-01-13
0.16297031939029694,1983-01-14
0.16521817445755005,1983-01-17
0.16297031939029694,1983-01-18
0.16297031939029694,1983-01-19
0.1618463397026062,1983-01-20
0.1618463397026062,1983-01-21
0.15959833562374115,1983-01-24
0.15847451984882355,1983-01-25
0.15847451984882355,1983-01-26
0.1618463397026062,1983-01-27
0.1640942394733429,1983-01-28
0.1719617247581482,1983-01-31
0.17083775997161865,1983-02-01
0.18882080912590027,1983-02-02
0.18882080912590027,1983-02-03
0.18657290935516357,1983-02-04
0.17870542407035828,1983-02-07
0.17982931435108185,1983-02-08
0.1820770651102066,1983-02-09
0.17870542407035828,1983-02-10
0.17870542407035828,1983-02-11
0.1775812953710556,1983-02-14
0.17870542407035828,1983-02-15
0.18320119380950928,1983-02-16
0.17870542407035828,1983-02-17
0.1775812953710556,1983-02-18
0.17870542407035828,1983-02-22
0.17870542407035828,1983-02-23
0.17870542407035828,1983-02-24
0.1775812953710556,1983-02-25
0.17645758390426636,1983-02-28
0.17533347010612488,1983-03-01
0.1775812953710556,1983-03-02
0.1820770651102066,1983-03-03
0.18769672513008118,1983-03-04
0.1820770651102066,1983-03-07
0.17308570444583893,1983-03-08
0.17533347010612488,1983-03-09
0.17533347010612488,1983-03-10
0.17533347010612488,1983-03-11
0.17533347010612488,1983-03-14
0.17308570444583893,1983-03-15
0.17083775997161865,1983-03-16
0.1640942394733429,1983-03-17
0.16634197533130646,1983-03-18
0.16746613383293152,1983-03-21
0.16746613383293152,1983-03-22
0.17420971393585205,1983-03-23
0.17420971393585205,1983-03-24
0.17420971393585205,1983-03-25
0.17645758390426636,1983-03-28
0.17870542407035828,1983-03-29
0.17645758390426636,1983-03-30
0.1775812953710556,1983-03-31
0.17982931435108185,1983-04-04
0.18095342814922333,1983-04-05
0.18095342814922333,1983-04-06
0.18095342814922333,1983-04-07
0.17982931435108185,1983-04-08
0.17982931435108185,1983-04-11
0.17870542407035828,1983-04-12
0.1775812953710556,1983-04-13
0.17645758390426636,1983-04-14
0.17870542407035828,1983-04-15
0.17982931435108185,1983-04-18
0.17870542407035828,1983-04-19
0.17870542407035828,1983-04-20
0.1775812953710556,1983-04-21
0.17982931435108185,1983-04-22
0.18432499468326569,1983-04-25
0.19331656396389008,1983-04-26
0.19219247996807098,1983-04-27
0.19219247996807098,1983-04-28
0.18882080912590027,1983-04-29
0.18432499468326569,1983-05-02
0.18882080912590027,1983-05-03
0.18994463980197906,1983-05-04
0.19219247996807098,1983-05-05
0.19556427001953125,1983-05-06
0.20118406414985657,1983-05-09
0.2023080587387085,1983-05-10
0.20118406414985657,1983-05-11
0.19668826460838318,1983-05-12
0.20680369436740875,1983-05-13
0.20455585420131683,1983-05-16
0.20567984879016876,1983-05-17
0.20905157923698425,1983-05-18
0.2101754993200302,1983-05-19
0.21579523384571075,1983-05-20
0.21691904962062836,1983-05-23
0.21129949390888214,1983-05-24
0.20905157923698425,1983-05-25
0.2101754993200302,1983-05-26
0.20905157923698425,1983-05-27
0.20905157923698425,1983-05-31
0.20455585420131683,1983-06-01
0.21129949390888214,1983-06-02
0.2079276144504547,1983-06-03
0.21129949390888214,1983-06-06
0.21579523384571075,1983-06-07
0.22141478955745697,1983-06-08
0.22029078006744385,1983-06-09
0.22815844416618347,1983-06-10
0.22478650510311127,1983-06-13
0.22591057419776917,1983-06-14
0.23265425860881805,1983-06-15
0.23939776420593262,1983-06-16
0.23939776420593262,1983-06-17
0.23265425860881805,1983-06-20
0.23265425860881805,1983-06-21
0.22591057419776917,1983-06-22
0.22703443467617035,1983-06-23
0.22928224503993988,1983-06-24
0.22928224503993988,1983-06-27
0.22591057419776917,1983-06-28
0.22703443467617035,1983-06-29
0.22815844416618347,1983-06-30
0.23377813398838043,1983-07-01
0.22928224503993988,1983-07-05
0.22928224503993988,1983-07-06
0.22928224503993988,1983-07-07
0.23153024911880493,1983-07-08
0.23377813398838043,1983-07-11
0.23153024911880493,1983-07-12
0.22478650510311127,1983-07-13
0.22928224503993988,1983-07-14
0.22478650510311127,1983-07-15
0.22591057419776917,1983-07-18
0.22703443467617035,1983-07-19
0.22815844416618347,1983-07-20
0.22815844416618347,1983-07-21
0.22928224503993988,1983-07-22
0.22928224503993988,1983-07-25
0.23153024911880493,1983-07-26
0.23265425860881805,1983-07-27
0.23153024911880493,1983-07-28
0.24052178859710693,1983-07-29
0.23827384412288666,1983-08-01
0.23827384412288666,1983-08-02
0.23827384412288666,1983-08-03
0.24052178859710693,1983-08-04
0.2427694946527481,1983-08-05
0.24501736462116241,1983-08-08
0.24389350414276123,1983-08-09
0.24501736462116241,1983-08-10
0.24389350414276123,1983-08-11
0.2427694946527481,1983-08-12
0.24389350414276123,1983-08-15
0.24389350414276123,1983-08-16
0.24389350414276123,1983-08-17
0.24389350414276123,1983-08-18
0.24501736462116241,1983-08-19
0.24501736462116241,1983-08-22
0.24501736462116241,1983-08-23
0.24501736462116241,1983-08-24
0.24501736462116241,1983-08-25
0.24501736462116241,1983-08-26
0.24389350414276123,1983-08-29
0.23827384412288666,1983-08-30
