CI,Date
2.053173780441284,1983-11-11
2.0128021240234375,1983-11-14
1.9839667081832886,1983-11-15
1.9897338151931763,1983-11-16
1.9781991243362427,1983-11-17
1.9839667081832886,1983-11-18
1.9839667081832886,1983-11-21
2.030103921890259,1983-11-22
2.0474061965942383,1983-11-23
2.064708948135376,1983-11-25
2.058940887451172,1983-11-28
2.07047700881958,1983-11-29
2.0762436389923096,1983-11-30
2.1281487941741943,1983-12-01
2.1108479499816895,1983-12-02
2.1339993476867676,1983-12-05
2.1281540393829346,1983-12-06
2.1339993476867676,1983-12-07
2.1164608001708984,1983-12-08
2.1339993476867676,1983-12-09
2.1398470401763916,1983-12-12
2.122307777404785,1983-12-13
2.0989198684692383,1983-12-14
2.075535297393799,1983-12-15
2.03460693359375,1983-12-16
2.040454149246216,1983-12-19
2.03460693359375,1983-12-20
2.0112223625183105,1983-12-21
2.040454149246216,1983-12-22
2.0579941272735596,1983-12-23
2.0579941272735596,1983-12-27
2.0579941272735596,1983-12-28
2.0579941272735596,1983-12-29
2.0463004112243652,1983-12-30
2.040454149246216,1984-01-03
2.063840866088867,1984-01-04
2.1164608001708984,1984-01-05
2.0872271060943604,1984-01-06
2.0579941272735596,1984-01-09
2.03460693359375,1984-01-10
2.0112223625183105,1984-01-11
2.005375862121582,1984-01-12
1.9995293617248535,1984-01-13
2.005375862121582,1984-01-16
2.0112223625183105,1984-01-17
2.005375862121582,1984-01-18
1.9995293617248535,1984-01-19
2.005375862121582,1984-01-20
1.9761427640914917,1984-01-23
1.970296025276184,1984-01-24
1.9527556896209717,1984-01-25
1.9352165460586548,1984-01-26
1.9352165460586548,1984-01-27
1.9059840440750122,1984-01-30
1.9176758527755737,1984-01-31
1.888443946838379,1984-02-01
1.8942898511886597,1984-02-02
1.888443946838379,1984-02-03
1.9001367092132568,1984-02-06
1.9118298292160034,1984-02-07
1.8592102527618408,1984-02-08
1.8592102527618408,1984-02-09
1.847516655921936,1984-02-10
1.8592102527618408,1984-02-13
1.8767504692077637,1984-02-14
1.8533650636672974,1984-02-15
1.847516655921936,1984-02-16
1.847516655921936,1984-02-17
1.829977035522461,1984-02-21
1.835824728012085,1984-02-22
1.8592102527618408,1984-02-23
1.9001367092132568,1984-02-24
1.9235223531723022,1984-02-27
1.9293688535690308,1984-02-28
1.9293688535690308,1984-02-29
1.9293688535690308,1984-03-01
1.8650579452514648,1984-03-02
1.847516655921936,1984-03-05
1.847516655921936,1984-03-06
1.8487064838409424,1984-03-07
1.8903170824050903,1984-03-08
1.902206301689148,1984-03-09
1.9259837865829468,1984-03-12
1.9140939712524414,1984-03-13
1.902206301689148,1984-03-14
1.902206301689148,1984-03-15
1.9378715753555298,1984-03-16
1.9140939712524414,1984-03-19
1.9378715753555298,1984-03-20
1.9854270219802856,1984-03-21
1.961649775505066,1984-03-22
1.9735382795333862,1984-03-23
2.0151493549346924,1984-03-26
2.0151493549346924,1984-03-27
2.0805375576019287,1984-03-28
2.0745933055877686,1984-03-29
2.056760787963867,1984-03-30
2.0270378589630127,1984-04-02
2.0270378589630127,1984-04-03
2.0270378589630127,1984-04-04
1.9497613906860352,1984-04-05
1.9081504344940186,1984-04-06
1.902206301689148,1984-04-09
1.9081504344940186,1984-04-10
1.9140939712524414,1984-04-11
1.9854270219802856,1984-04-12
1.93192720413208,1984-04-13
1.9200392961502075,1984-04-16
1.9140939712524414,1984-04-17
1.902206301689148,1984-04-18
1.8962615728378296,1984-04-19
1.8665390014648438,1984-04-23
1.8546503782272339,1984-04-24
1.8130403757095337,1984-04-25
1.8487064838409424,1984-04-26
1.8665390014648438,1984-04-27
1.8605948686599731,1984-04-30
1.8903170824050903,1984-05-01
1.8843722343444824,1984-05-02
1.8784284591674805,1984-05-03
1.8249280452728271,1984-05-04
1.8249280452728271,1984-05-07
1.8605948686599731,1984-05-08
1.759540319442749,1984-05-09
1.759540319442749,1984-05-10
1.7238751649856567,1984-05-11
1.7238751649856567,1984-05-14
1.7476513385772705,1984-05-15
1.7119851112365723,1984-05-16
1.7119851112365723,1984-05-17
1.670375108718872,1984-05-18
1.7000973224639893,1984-05-21
1.6882083415985107,1984-05-22
1.6584852933883667,1984-05-23
1.670375108718872,1984-05-24
1.652540922164917,1984-05-25
1.6287635564804077,1984-05-29
1.6228190660476685,1984-05-30
1.6168750524520874,1984-05-31
1.6109304428100586,1984-06-01
1.5812082290649414,1984-06-04
1.5693204402923584,1984-06-05
1.5887237787246704,1984-06-06
1.6069163084030151,1984-06-07
1.6069163084030151,1984-06-08
1.5765972137451172,1984-06-11
1.5462779998779297,1984-06-12
1.5705320835113525,1984-06-13
1.5402133464813232,1984-06-14
1.5280859470367432,1984-06-15
1.5523416996002197,1984-06-18
1.5705320835113525,1984-06-19
1.600852131843567,1984-06-20
1.5826603174209595,1984-06-21
1.5887237787246704,1984-06-22
1.5644689798355103,1984-06-25
1.5341496467590332,1984-06-26
1.4856387376785278,1984-06-27
1.5220218896865845,1984-06-28
1.5220218896865845,1984-06-29
1.5038301944732666,1984-07-02
1.5341496467590332,1984-07-03
1.5159575939178467,1984-07-05
1.5341496467590332,1984-07-06
1.5826603174209595,1984-07-09
1.5947883129119873,1984-07-10
1.5280859470367432,1984-07-11
1.5280859470367432,1984-07-12
1.4856387376785278,1984-07-13
1.4431928396224976,1984-07-16
1.4250006675720215,1984-07-17
1.3643622398376465,1984-07-18
1.3158520460128784,1984-07-19
1.3461707830429077,1984-07-20
1.4128729104995728,1984-07-23
1.4068089723587036,1984-07-24
1.4492567777633667,1984-07-25
1.4674475193023682,1984-07-26
1.4674475193023682,1984-07-27
1.4674475193023682,1984-07-30
1.4553195238113403,1984-07-31
1.5280859470367432,1984-08-01
1.600852131843567,1984-08-02
1.6493618488311768,1984-08-03
1.600852131843567,1984-08-06
1.600852131843567,1984-08-07
1.6129792928695679,1984-08-08
1.679681658744812,1984-08-09
1.685745358467102,1984-08-10
1.7100003957748413,1984-08-13
1.7100003957748413,1984-08-14
1.7281917333602905,1984-08-15
1.740319848060608,1984-08-16
1.7706396579742432,1984-08-17
1.8009579181671143,1984-08-20
1.849468469619751,1984-08-21
1.7948954105377197,1984-08-22
1.7342567443847656,1984-08-23
1.7221293449401855,1984-08-24
1.752447485923767,1984-08-27
1.7767032384872437,1984-08-28
1.7706396579742432,1984-08-29
1.7645760774612427,1984-08-30
1.7706396579742432,1984-08-31
1.7463847398757935,1984-09-04
1.7463847398757935,1984-09-05
1.7537944316864014,1984-09-06
1.7290927171707153,1984-09-07
1.7537944316864014,1984-09-10
1.7537944316864014,1984-09-11
1.766145944595337,1984-09-12
1.8093724250793457,1984-09-13
1.8155478239059448,1984-09-14
1.8155478239059448,1984-09-17
1.840247392654419,1984-09-18
1.840247392654419,1984-09-19
1.8525975942611694,1984-09-20
1.7970219850540161,1984-09-21
1.7908464670181274,1984-09-24
1.8155478239059448,1984-09-25
1.7970219850540161,1984-09-26
1.8278982639312744,1984-09-27
1.803196907043457,1984-09-28
1.8155478239059448,1984-10-01
1.8340733051300049,1984-10-02
1.840247392654419,1984-10-03
1.8649482727050781,1984-10-04
1.8340733051300049,1984-10-05
1.8217229843139648,1984-10-08
1.8278982639312744,1984-10-09
1.840247392654419,1984-10-10
1.840247392654419,1984-10-11
1.8525975942611694,1984-10-12
1.8649482727050781,1984-10-15
1.9020023345947266,1984-10-16
1.9020023345947266,1984-10-17
1.9205272197723389,1984-10-18
1.9390536546707153,1984-10-19
1.9143531322479248,1984-10-22
1.8896510601043701,1984-10-23
1.8773002624511719,1984-10-24
1.840247392654419,1984-10-25
1.8155478239059448,1984-10-26
1.8525975942611694,1984-10-29
1.8896510601043701,1984-10-30
1.840247392654419,1984-10-31
1.8587747812271118,1984-11-01
1.8834751844406128,1984-11-02
1.9575798511505127,1984-11-05
1.9514045715332031,1984-11-06
1.9514045715332031,1984-11-07
1.9637542963027954,1984-11-08
1.9761066436767578,1984-11-09
1.9822803735733032,1984-11-12
1.9761066436767578,1984-11-13
1.9452296495437622,1984-11-14
1.9020023345947266,1984-11-15
1.9020023345947266,1984-11-16
1.8896510601043701,1984-11-19
1.9205272197723389,1984-11-20
1.9761066436767578,1984-11-21
2.0131583213806152,1984-11-23
2.0131583213806152,1984-11-26
2.0502092838287354,1984-11-27
2.025508165359497,1984-11-28
1.994631290435791,1984-11-29
1.9884564876556396,1984-11-30
1.9822803735733032,1984-12-03
1.9761066436767578,1984-12-04
1.9637542963027954,1984-12-05
1.9822803735733032,1984-12-06
1.989814043045044,1984-12-07
2.0400288105010986,1984-12-10
2.065138101577759,1984-12-11
2.0714142322540283,1984-12-12
2.0400288105010986,1984-12-13
2.0588605403900146,1984-12-14
2.0776915550231934,1984-12-17
2.1467394828796387,1984-12-18
2.1404621601104736,1984-12-19
2.1592931747436523,1984-12-20
2.1844000816345215,1984-12-21
2.1592931747436523,1984-12-24
2.1655712127685547,1984-12-26
2.1844000816345215,1984-12-27
2.2220635414123535,1984-12-28
2.2283406257629395,1984-12-31
2.2220635414123535,1985-01-02
2.2157862186431885,1985-01-03
2.1969552040100098,1985-01-04
2.2095084190368652,1985-01-07
2.1906776428222656,1985-01-08
2.1906776428222656,1985-01-09
2.2095084190368652,1985-01-10
2.247171401977539,1985-01-11
2.291109323501587,1985-01-14
2.291109323501587,1985-01-15
2.3350491523742676,1985-01-16
2.3476016521453857,1985-01-17
2.3978195190429688,1985-01-18
2.35387921333313,1985-01-21
2.3036632537841797,1985-01-22
2.322495460510254,1985-01-23
2.3476016521453857,1985-01-24
2.3476016521453857,1985-01-25
2.3476016521453857,1985-01-28
2.3664345741271973,1985-01-29
2.3350491523742676,1985-01-30
2.3099420070648193,1985-01-31
2.29738712310791,1985-02-01
2.3476016521453857,1985-02-04
2.3852643966674805,1985-02-05
2.441760301589966,1985-02-06
2.360156774520874,1985-02-07
2.3852643966674805,1985-02-08
2.35387921333313,1985-02-11
2.3099420070648193,1985-02-12
2.3789873123168945,1985-02-13
2.3664345741271973,1985-02-14
2.404096841812134,1985-02-15
2.4292044639587402,1985-02-19
2.441760301589966,1985-02-20
2.410372018814087,1985-02-21
2.4292044639587402,1985-02-22
2.441760301589966,1985-02-25
2.441760301589966,1985-02-26
2.4480361938476562,1985-02-27
2.4919748306274414,1985-02-28
2.5484676361083984,1985-03-01
2.49825119972229,1985-03-04
2.49825119972229,1985-03-05
2.4731454849243164,1985-03-06
2.46169376373291,1985-03-07
2.4553327560424805,1985-03-08
2.436250686645508,1985-03-11
2.5189428329467773,1985-03-12
2.4871373176574707,1985-03-13
2.4680566787719727,1985-03-14
2.4807777404785156,1985-03-15
2.4680566787719727,1985-03-18
2.474416971206665,1985-03-19
2.429889440536499,1985-03-20
2.448971748352051,1985-03-21
2.429889440536499,1985-03-22
2.4426088333129883,1985-03-25
2.448971748352051,1985-03-26
2.4680566787719727,1985-03-27
2.4807777404785156,1985-03-28
2.5316643714904785,1985-03-29
2.538027048110962,1985-04-01
2.5189428329467773,1985-04-02
2.4807777404785156,1985-04-03
2.46169376373291,1985-04-04
2.4553327560424805,1985-04-08
2.4426088333129883,1985-04-09
2.4871373176574707,1985-04-10
2.4871373176574707,1985-04-11
2.4807777404785156,1985-04-12
2.4998602867126465,1985-04-15
2.474416971206665,1985-04-16
2.46169376373291,1985-04-17
2.5316643714904785,1985-04-18
2.538027048110962,1985-04-19
2.5761919021606445,1985-04-22
2.6398022174835205,1985-04-23
2.735214948654175,1985-04-24
2.7988245487213135,1985-04-25
2.7097716331481934,1985-04-26
2.658883810043335,1985-04-29
2.614356756210327,1985-04-30
2.582551956176758,1985-05-01
2.6334400177001953,1985-05-02
2.754297971725464,1985-05-03
2.760659694671631,1985-05-06
2.741576671600342,1985-05-07
2.735214948654175,1985-05-08
2.779742956161499,1985-05-09
2.811546802520752,1985-05-10
2.773381233215332,1985-05-13
2.747936964035034,1985-05-14
2.716132640838623,1985-05-15
2.760659694671631,1985-05-16
2.773381233215332,1985-05-17
2.8242692947387695,1985-05-20
2.906960964202881,1985-05-21
2.8242692947387695,1985-05-22
2.868795871734619,1985-05-23
2.9006009101867676,1985-05-24
2.8751580715179443,1985-05-28
2.8242692947387695,1985-05-29
2.805185317993164,1985-05-30
2.811546802520752,1985-05-31
2.8179078102111816,1985-06-03
2.836991310119629,1985-06-04
2.856074333190918,1985-06-05
2.876666784286499,1985-06-06
2.9024085998535156,1985-06-07
2.863797187805176,1985-06-10
2.876666784286499,1985-06-11
2.863797187805176,1985-06-12
2.831617832183838,1985-06-13
2.876666784286499,1985-06-14
2.889538288116455,1985-06-17
2.934586524963379,1985-06-18
2.9217159748077393,1985-06-19
2.928152084350586,1985-06-20
2.9989421367645264,1985-06-21
2.928152084350586,1985-06-24
2.9732003211975098,1985-06-25
2.9989421367645264,1985-06-26
3.037555694580078,1985-06-27
3.0568625926971436,1985-06-28
3.0632972717285156,1985-07-01
3.0311200618743896,1985-07-02
2.9989421367645264,1985-07-03
3.0053772926330566,1985-07-05
2.986070394515991,1985-07-08
3.0118138790130615,1985-07-09
3.0439910888671875,1985-07-10
3.024684429168701,1985-07-11
3.0632972717285156,1985-07-12
3.0439910888671875,1985-07-15
3.082603931427002,1985-07-16
3.108344078063965,1985-07-17
3.076167106628418,1985-07-18
3.1019091606140137,1985-07-19
3.0697314739227295,1985-07-22
3.0118138790130615,1985-07-23
2.9538931846618652,1985-07-24
2.9152815341949463,1985-07-25
2.9024085998535156,1985-07-26
2.7930049896240234,1985-07-29
2.7543931007385254,1985-07-30
2.8187458515167236,1985-07-31
2.8702316284179688,1985-08-01
2.857361078262329,1985-08-02
2.8380532264709473,1985-08-05
2.7930049896240234,1985-08-06
2.8187458515167236,1985-08-07
2.9217159748077393,1985-08-08
2.8959739208221436,1985-08-09
2.883101463317871,1985-08-12
2.876666784286499,1985-08-13
2.883101463317871,1985-08-14
2.889538288116455,1985-08-15
2.863797187805176,1985-08-16
2.876666784286499,1985-08-19
2.857361078262329,1985-08-20
2.8444900512695312,1985-08-21
2.7801353931427,1985-08-22
2.767263174057007,1985-08-23
2.7930049896240234,1985-08-26
2.79944109916687,1985-08-27
2.8380532264709473,1985-08-28
2.8702316284179688,1985-08-29
2.863797187805176,1985-08-30
2.831617832183838,1985-09-03
2.8187458515167236,1985-09-04
2.8187458515167236,1985-09-05
2.8526151180267334,1985-09-06
2.8526151180267334,1985-09-09
2.8526151180267334,1985-09-10
2.787487030029297,1985-09-11
2.8005118370056152,1985-09-12
2.774461269378662,1985-09-13
2.774461269378662,1985-09-16
2.7679479122161865,1985-09-17
2.7809739112854004,1985-09-18
2.807023763656616,1985-09-19
2.813535690307617,1985-09-20
2.8526151180267334,1985-09-23
2.8330767154693604,1985-09-24
2.741896629333496,1985-09-25
2.761434555053711,1985-09-26
2.813535690307617,1985-09-30
2.846102714538574,1985-10-01
2.820051431655884,1985-10-02
2.813535690307617,1985-10-03
2.807023763656616,1985-10-04
2.7679479122161865,1985-10-07
2.787487030029297,1985-10-08
