SRCL,Date
71.9000015258789,2017-10-19
72.69000244140625,2017-10-20
72.63999938964844,2017-10-23
72.08000183105469,2017-10-24
71.4000015258789,2017-10-25
71.77999877929688,2017-10-26
71.0,2017-10-27
70.8499984741211,2017-10-30
70.8499984741211,2017-10-31
68.70999908447266,2017-11-01
67.91999816894531,2017-11-02
67.31999969482422,2017-11-03
67.26000213623047,2017-11-06
67.16000366210938,2017-11-07
67.0999984741211,2017-11-08
64.05999755859375,2017-11-09
64.0199966430664,2017-11-10
64.05999755859375,2017-11-13
63.540000915527344,2017-11-14
63.060001373291016,2017-11-15
62.68000030517578,2017-11-16
62.7599983215332,2017-11-17
62.5,2017-11-20
62.75,2017-11-21
62.81999969482422,2017-11-22
63.04999923706055,2017-11-24
63.36000061035156,2017-11-27
63.86000061035156,2017-11-28
65.29000091552734,2017-11-29
66.30999755859375,2017-11-30
66.94000244140625,2017-12-01
67.36000061035156,2017-12-04
66.5,2017-12-05
65.77999877929688,2017-12-06
66.94999694824219,2017-12-07
66.58000183105469,2017-12-08
67.16999816894531,2017-12-11
67.30000305175781,2017-12-12
66.04000091552734,2017-12-13
65.86000061035156,2017-12-14
66.87999725341797,2017-12-15
67.83000183105469,2017-12-18
67.77999877929688,2017-12-19
68.76000213623047,2017-12-20
68.83000183105469,2017-12-21
68.30999755859375,2017-12-22
67.83999633789062,2017-12-26
67.81999969482422,2017-12-27
67.87000274658203,2017-12-28
67.98999786376953,2017-12-29
68.55999755859375,2018-01-02
67.62999725341797,2018-01-03
70.8499984741211,2018-01-04
71.16999816894531,2018-01-05
70.76000213623047,2018-01-08
70.12999725341797,2018-01-09
70.2699966430664,2018-01-10
71.58000183105469,2018-01-11
71.5999984741211,2018-01-12
72.16000366210938,2018-01-16
72.19999694824219,2018-01-17
71.52999877929688,2018-01-18
72.0,2018-01-19
70.98999786376953,2018-01-22
70.55999755859375,2018-01-23
70.69000244140625,2018-01-24
70.4800033569336,2018-01-25
72.0,2018-01-26
73.01000213623047,2018-01-29
72.45999908447266,2018-01-30
75.36000061035156,2018-01-31
74.25,2018-02-01
73.37999725341797,2018-02-02
70.72000122070312,2018-02-05
71.30999755859375,2018-02-06
72.83999633789062,2018-02-07
70.55000305175781,2018-02-08
70.1500015258789,2018-02-09
71.37000274658203,2018-02-12
72.16999816894531,2018-02-13
74.29000091552734,2018-02-14
75.62000274658203,2018-02-15
76.0199966430664,2018-02-16
75.22000122070312,2018-02-20
74.91000366210938,2018-02-21
60.630001068115234,2018-02-22
60.04999923706055,2018-02-23
61.90999984741211,2018-02-26
62.540000915527344,2018-02-27
62.66999816894531,2018-02-28
62.040000915527344,2018-03-01
61.31999969482422,2018-03-02
63.0,2018-03-05
63.119998931884766,2018-03-06
63.7599983215332,2018-03-07
63.810001373291016,2018-03-08
64.66999816894531,2018-03-09
64.87000274658203,2018-03-12
64.62000274658203,2018-03-13
64.37999725341797,2018-03-14
63.310001373291016,2018-03-15
63.59000015258789,2018-03-16
62.970001220703125,2018-03-19
62.290000915527344,2018-03-20
61.689998626708984,2018-03-21
59.40999984741211,2018-03-22
58.4900016784668,2018-03-23
58.84000015258789,2018-03-26
58.939998626708984,2018-03-27
58.75,2018-03-28
58.529998779296875,2018-03-29
57.939998626708984,2018-04-02
57.93000030517578,2018-04-03
58.310001373291016,2018-04-04
58.56999969482422,2018-04-05
58.06999969482422,2018-04-06
57.11000061035156,2018-04-09
57.810001373291016,2018-04-10
58.150001525878906,2018-04-11
58.7400016784668,2018-04-12
58.9900016784668,2018-04-13
60.18000030517578,2018-04-16
60.47999954223633,2018-04-17
61.470001220703125,2018-04-18
60.849998474121094,2018-04-19
60.36000061035156,2018-04-20
60.9900016784668,2018-04-23
61.06999969482422,2018-04-24
60.79999923706055,2018-04-25
61.25,2018-04-26
61.099998474121094,2018-04-27
58.709999084472656,2018-04-30
58.689998626708984,2018-05-01
59.41999816894531,2018-05-02
59.08000183105469,2018-05-03
63.84000015258789,2018-05-04
63.95000076293945,2018-05-07
63.720001220703125,2018-05-08
64.01000213623047,2018-05-09
64.05999755859375,2018-05-10
64.25,2018-05-11
64.12999725341797,2018-05-14
63.869998931884766,2018-05-15
63.779998779296875,2018-05-16
63.81999969482422,2018-05-17
63.77000045776367,2018-05-18
63.86000061035156,2018-05-21
63.59000015258789,2018-05-22
63.45000076293945,2018-05-23
63.25,2018-05-24
63.29999923706055,2018-05-25
62.72999954223633,2018-05-29
64.30999755859375,2018-05-30
63.5,2018-05-31
64.05999755859375,2018-06-01
63.2400016784668,2018-06-04
63.06999969482422,2018-06-05
63.75,2018-06-06
64.16999816894531,2018-06-07
64.5999984741211,2018-06-08
64.43000030517578,2018-06-11
64.58000183105469,2018-06-12
63.7400016784668,2018-06-13
64.20999908447266,2018-06-14
64.08999633789062,2018-06-15
63.720001220703125,2018-06-18
63.209999084472656,2018-06-19
62.83000183105469,2018-06-20
63.16999816894531,2018-06-21
64.26000213623047,2018-06-22
64.80000305175781,2018-06-25
64.88999938964844,2018-06-26
63.650001525878906,2018-06-27
64.62000274658203,2018-06-28
65.29000091552734,2018-06-29
65.08999633789062,2018-07-02
64.98999786376953,2018-07-03
65.36000061035156,2018-07-05
65.95999908447266,2018-07-06
66.5199966430664,2018-07-09
66.80999755859375,2018-07-10
67.2300033569336,2018-07-11
68.3499984741211,2018-07-12
68.86000061035156,2018-07-13
67.81999969482422,2018-07-16
67.25,2018-07-17
67.44999694824219,2018-07-18
67.7699966430664,2018-07-19
68.25,2018-07-20
68.8499984741211,2018-07-23
69.1500015258789,2018-07-24
69.76000213623047,2018-07-25
70.44000244140625,2018-07-26
70.55999755859375,2018-07-27
69.43000030517578,2018-07-30
69.86000061035156,2018-07-31
70.62000274658203,2018-08-01
70.97000122070312,2018-08-02
61.65999984741211,2018-08-03
62.130001068115234,2018-08-06
62.380001068115234,2018-08-07
61.709999084472656,2018-08-08
61.58000183105469,2018-08-09
61.470001220703125,2018-08-10
60.0099983215332,2018-08-13
60.459999084472656,2018-08-14
60.93000030517578,2018-08-15
61.470001220703125,2018-08-16
61.41999816894531,2018-08-17
61.68000030517578,2018-08-20
62.189998626708984,2018-08-21
61.34000015258789,2018-08-22
61.400001525878906,2018-08-23
61.31999969482422,2018-08-24
61.779998779296875,2018-08-27
62.25,2018-08-28
62.189998626708984,2018-08-29
61.709999084472656,2018-08-30
61.689998626708984,2018-08-31
62.13999938964844,2018-09-04
61.869998931884766,2018-09-05
61.95000076293945,2018-09-06
61.81999969482422,2018-09-07
61.91999816894531,2018-09-10
61.2599983215332,2018-09-11
61.220001220703125,2018-09-12
60.91999816894531,2018-09-13
61.869998931884766,2018-09-14
61.689998626708984,2018-09-17
62.36000061035156,2018-09-18
61.970001220703125,2018-09-19
61.720001220703125,2018-09-20
61.4900016784668,2018-09-21
60.54999923706055,2018-09-24
60.689998626708984,2018-09-25
60.34000015258789,2018-09-26
58.40999984741211,2018-09-27
58.68000030517578,2018-09-28
57.38999938964844,2018-10-01
56.09000015258789,2018-10-02
55.79999923706055,2018-10-03
54.5099983215332,2018-10-04
54.41999816894531,2018-10-05
54.040000915527344,2018-10-08
54.119998931884766,2018-10-09
54.0099983215332,2018-10-10
52.9900016784668,2018-10-11
52.54999923706055,2018-10-12
52.52000045776367,2018-10-15
53.75,2018-10-16
53.75,2018-10-17
53.119998931884766,2018-10-18
53.04999923706055,2018-10-19
52.13999938964844,2018-10-22
50.529998779296875,2018-10-23
48.939998626708984,2018-10-24
49.52000045776367,2018-10-25
48.810001373291016,2018-10-26
49.13999938964844,2018-10-29
49.09000015258789,2018-10-30
49.970001220703125,2018-10-31
50.779998779296875,2018-11-01
47.310001373291016,2018-11-02
46.77000045776367,2018-11-05
46.79999923706055,2018-11-06
48.560001373291016,2018-11-07
47.86000061035156,2018-11-08
47.65999984741211,2018-11-09
47.04999923706055,2018-11-12
45.290000915527344,2018-11-13
45.45000076293945,2018-11-14
46.060001373291016,2018-11-15
46.040000915527344,2018-11-16
46.189998626708984,2018-11-19
44.790000915527344,2018-11-20
44.95000076293945,2018-11-21
45.619998931884766,2018-11-23
46.150001525878906,2018-11-26
46.369998931884766,2018-11-27
47.59000015258789,2018-11-28
48.209999084472656,2018-11-29
48.06999969482422,2018-11-30
47.52000045776367,2018-12-03
46.439998626708984,2018-12-04
45.18000030517578,2018-12-06
43.93000030517578,2018-12-07
42.310001373291016,2018-12-10
42.11000061035156,2018-12-11
41.790000915527344,2018-12-12
40.88999938964844,2018-12-13
40.400001525878906,2018-12-14
39.099998474121094,2018-12-17
38.880001068115234,2018-12-18
38.65999984741211,2018-12-19
37.86000061035156,2018-12-20
36.79999923706055,2018-12-21
35.189998626708984,2018-12-24
36.36000061035156,2018-12-26
36.720001220703125,2018-12-27
36.599998474121094,2018-12-28
36.689998626708984,2018-12-31
36.869998931884766,2019-01-02
37.16999816894531,2019-01-03
37.54999923706055,2019-01-04
38.099998474121094,2019-01-07
38.36000061035156,2019-01-08
38.77000045776367,2019-01-09
39.45000076293945,2019-01-10
39.540000915527344,2019-01-11
39.81999969482422,2019-01-14
40.150001525878906,2019-01-15
40.54999923706055,2019-01-16
40.939998626708984,2019-01-17
41.77000045776367,2019-01-18
42.040000915527344,2019-01-22
42.779998779296875,2019-01-23
43.220001220703125,2019-01-24
43.4900016784668,2019-01-25
43.27000045776367,2019-01-28
43.61000061035156,2019-01-29
44.22999954223633,2019-01-30
44.08000183105469,2019-01-31
44.0099983215332,2019-02-01
44.7400016784668,2019-02-04
45.0,2019-02-05
45.04999923706055,2019-02-06
44.27000045776367,2019-02-07
44.97999954223633,2019-02-08
44.58000183105469,2019-02-11
45.540000915527344,2019-02-12
44.959999084472656,2019-02-13
45.029998779296875,2019-02-14
45.560001373291016,2019-02-15
45.20000076293945,2019-02-19
45.84000015258789,2019-02-20
45.04999923706055,2019-02-21
45.41999816894531,2019-02-22
45.2400016784668,2019-02-25
44.529998779296875,2019-02-26
44.95000076293945,2019-02-27
44.58000183105469,2019-02-28
51.630001068115234,2019-03-01
50.130001068115234,2019-03-04
48.810001373291016,2019-03-05
47.66999816894531,2019-03-06
47.650001525878906,2019-03-07
47.939998626708984,2019-03-08
48.0,2019-03-11
48.59000015258789,2019-03-12
49.279998779296875,2019-03-13
49.20000076293945,2019-03-14
49.36000061035156,2019-03-15
49.25,2019-03-18
49.060001373291016,2019-03-19
48.58000183105469,2019-03-20
50.150001525878906,2019-03-21
50.4900016784668,2019-03-22
51.720001220703125,2019-03-25
52.810001373291016,2019-03-26
52.93000030517578,2019-03-27
53.38999938964844,2019-03-28
54.41999816894531,2019-03-29
55.13999938964844,2019-04-01
56.47999954223633,2019-04-02
56.95000076293945,2019-04-03
57.40999984741211,2019-04-04
57.91999816894531,2019-04-05
57.459999084472656,2019-04-08
56.400001525878906,2019-04-09
57.0,2019-04-10
56.9900016784668,2019-04-11
57.119998931884766,2019-04-12
57.599998474121094,2019-04-15
56.689998626708984,2019-04-16
57.119998931884766,2019-04-17
56.040000915527344,2019-04-18
56.20000076293945,2019-04-22
57.15999984741211,2019-04-23
57.75,2019-04-24
56.77000045776367,2019-04-25
57.83000183105469,2019-04-26
58.16999816894531,2019-04-29
58.38999938964844,2019-04-30
56.95000076293945,2019-05-01
57.25,2019-05-02
52.0099983215332,2019-05-03
51.79999923706055,2019-05-06
49.619998931884766,2019-05-07
49.22999954223633,2019-05-08
48.790000915527344,2019-05-09
50.18000030517578,2019-05-10
48.93000030517578,2019-05-13
49.369998931884766,2019-05-14
48.790000915527344,2019-05-15
48.790000915527344,2019-05-16
48.34000015258789,2019-05-17
48.04999923706055,2019-05-20
48.90999984741211,2019-05-21
48.0,2019-05-22
46.72999954223633,2019-05-23
46.630001068115234,2019-05-24
46.0099983215332,2019-05-28
45.630001068115234,2019-05-29
45.369998931884766,2019-05-30
46.380001068115234,2019-05-31
46.72999954223633,2019-06-03
47.470001220703125,2019-06-04
46.709999084472656,2019-06-05
46.25,2019-06-06
45.369998931884766,2019-06-07
44.45000076293945,2019-06-10
44.97999954223633,2019-06-11
44.88999938964844,2019-06-12
45.66999816894531,2019-06-13
45.2400016784668,2019-06-14
45.90999984741211,2019-06-17
45.5,2019-06-18
45.689998626708984,2019-06-19
46.9900016784668,2019-06-20
46.7400016784668,2019-06-21
46.7400016784668,2019-06-24
46.88999938964844,2019-06-25
46.790000915527344,2019-06-26
47.7599983215332,2019-06-27
47.75,2019-06-28
46.959999084472656,2019-07-01
46.849998474121094,2019-07-02
48.040000915527344,2019-07-03
48.040000915527344,2019-07-05
47.099998474121094,2019-07-08
46.22999954223633,2019-07-09
46.150001525878906,2019-07-10
45.56999969482422,2019-07-11
45.880001068115234,2019-07-12
46.11000061035156,2019-07-15
45.95000076293945,2019-07-16
44.0,2019-07-17
44.369998931884766,2019-07-18
45.61000061035156,2019-07-19
45.70000076293945,2019-07-22
46.599998474121094,2019-07-23
47.2400016784668,2019-07-24
45.939998626708984,2019-07-25
46.93000030517578,2019-07-26
45.70000076293945,2019-07-29
46.65999984741211,2019-07-30
45.959999084472656,2019-07-31
44.5099983215332,2019-08-01
45.43000030517578,2019-08-02
43.86000061035156,2019-08-05
43.540000915527344,2019-08-06
44.029998779296875,2019-08-07
45.36000061035156,2019-08-08
44.77000045776367,2019-08-09
43.36000061035156,2019-08-12
43.70000076293945,2019-08-13
43.34000015258789,2019-08-14
43.709999084472656,2019-08-15
44.9900016784668,2019-08-16
45.84000015258789,2019-08-19
44.630001068115234,2019-08-20
44.81999969482422,2019-08-21
44.529998779296875,2019-08-22
42.84000015258789,2019-08-23
43.540000915527344,2019-08-26
44.06999969482422,2019-08-27
45.15999984741211,2019-08-28
44.95000076293945,2019-08-29
44.88999938964844,2019-08-30
44.5099983215332,2019-09-03
46.68000030517578,2019-09-04
46.38999938964844,2019-09-05
45.97999954223633,2019-09-06
47.34000015258789,2019-09-09
48.77000045776367,2019-09-10
51.119998931884766,2019-09-11
52.5099983215332,2019-09-12
50.9900016784668,2019-09-13
52.13999938964844,2019-09-16
50.619998931884766,2019-09-17
50.619998931884766,2019-09-18
49.869998931884766,2019-09-19
50.33000183105469,2019-09-20
50.06999969482422,2019-09-23
48.9900016784668,2019-09-24
48.66999816894531,2019-09-25
48.529998779296875,2019-09-26
49.119998931884766,2019-09-27
50.93000030517578,2019-09-30
49.560001373291016,2019-10-01
49.72999954223633,2019-10-02
49.369998931884766,2019-10-03
49.790000915527344,2019-10-04
49.0099983215332,2019-10-07
48.470001220703125,2019-10-08
49.189998626708984,2019-10-09
49.5,2019-10-10
50.9900016784668,2019-10-11
50.790000915527344,2019-10-14
50.97999954223633,2019-10-15
51.939998626708984,2019-10-16
53.25,2019-10-17
54.13999938964844,2019-10-18
53.959999084472656,2019-10-21
53.77000045776367,2019-10-22
53.650001525878906,2019-10-23
53.09000015258789,2019-10-24
53.7599983215332,2019-10-25
54.16999816894531,2019-10-28
53.439998626708984,2019-10-29
53.4900016784668,2019-10-30
57.599998474121094,2019-10-31
58.63999938964844,2019-11-01
60.29999923706055,2019-11-04
61.279998779296875,2019-11-05
62.16999816894531,2019-11-06
62.38999938964844,2019-11-07
62.38999938964844,2019-11-08
61.810001373291016,2019-11-11
61.599998474121094,2019-11-12
61.40999984741211,2019-11-13
61.220001220703125,2019-11-14
61.59000015258789,2019-11-15
61.29999923706055,2019-11-18
61.34000015258789,2019-11-19
61.7400016784668,2019-11-20
62.470001220703125,2019-11-21
64.08999633789062,2019-11-22
63.560001373291016,2019-11-25
62.880001068115234,2019-11-26
63.7599983215332,2019-11-27
62.81999969482422,2019-11-29
63.380001068115234,2019-12-02
63.709999084472656,2019-12-03
64.48999786376953,2019-12-04
64.93000030517578,2019-12-05
65.70999908447266,2019-12-06
65.87000274658203,2019-12-09
66.05000305175781,2019-12-10
65.61000061035156,2019-12-11
65.75,2019-12-12
64.02999877929688,2019-12-13
64.19000244140625,2019-12-16
63.84000015258789,2019-12-17
62.650001525878906,2019-12-18
63.27000045776367,2019-12-19
63.599998474121094,2019-12-20
64.3499984741211,2019-12-23
63.959999084472656,2019-12-24
64.38999938964844,2019-12-26
64.04000091552734,2019-12-27
64.22000122070312,2019-12-30
63.810001373291016,2019-12-31
62.65999984741211,2020-01-02
61.970001220703125,2020-01-03
62.5099983215332,2020-01-06
62.630001068115234,2020-01-07
61.86000061035156,2020-01-08
61.869998931884766,2020-01-09
61.52000045776367,2020-01-10
62.099998474121094,2020-01-13
62.0099983215332,2020-01-14
62.31999969482422,2020-01-15
63.88999938964844,2020-01-16
63.349998474121094,2020-01-17
62.599998474121094,2020-01-21
63.209999084472656,2020-01-22
63.130001068115234,2020-01-23
62.779998779296875,2020-01-24
62.900001525878906,2020-01-27
63.540000915527344,2020-01-28
63.45000076293945,2020-01-29
64.37000274658203,2020-01-30
62.68000030517578,2020-01-31
63.380001068115234,2020-02-03
63.5,2020-02-04
64.94999694824219,2020-02-05
65.69000244140625,2020-02-06
64.44999694824219,2020-02-07
61.439998626708984,2020-02-10
61.5099983215332,2020-02-11
63.31999969482422,2020-02-12
63.47999954223633,2020-02-13
64.4800033569336,2020-02-14
64.12000274658203,2020-02-18
65.2699966430664,2020-02-19
65.77999877929688,2020-02-20
65.30999755859375,2020-02-21
65.43000030517578,2020-02-24
63.33000183105469,2020-02-25
61.72999954223633,2020-02-26
61.43000030517578,2020-02-27
57.43000030517578,2020-02-28
63.599998474121094,2020-03-02
62.70000076293945,2020-03-03
64.87000274658203,2020-03-04
60.849998474121094,2020-03-05
60.060001373291016,2020-03-06
54.79999923706055,2020-03-09
55.459999084472656,2020-03-10
51.560001373291016,2020-03-11
49.060001373291016,2020-03-12
53.959999084472656,2020-03-13
46.38999938964844,2020-03-16
55.79999923706055,2020-03-17
49.47999954223633,2020-03-18
48.849998474121094,2020-03-19
44.68000030517578,2020-03-20
40.689998626708984,2020-03-23
41.20000076293945,2020-03-24
42.2400016784668,2020-03-25
43.150001525878906,2020-03-26
42.0099983215332,2020-03-27
48.56999969482422,2020-03-30
48.58000183105469,2020-03-31
46.470001220703125,2020-04-01
44.83000183105469,2020-04-02
42.68000030517578,2020-04-03
43.810001373291016,2020-04-06
44.83000183105469,2020-04-07
47.93000030517578,2020-04-08
50.720001220703125,2020-04-09
49.90999984741211,2020-04-13
50.34000015258789,2020-04-14
47.470001220703125,2020-04-15
47.79999923706055,2020-04-16
48.59000015258789,2020-04-17
47.029998779296875,2020-04-20
44.59000015258789,2020-04-21
45.45000076293945,2020-04-22
46.81999969482422,2020-04-23
46.560001373291016,2020-04-24
49.79999923706055,2020-04-27
49.84000015258789,2020-04-28
51.25,2020-04-29
48.79999923706055,2020-04-30
46.310001373291016,2020-05-01
46.13999938964844,2020-05-04
47.97999954223633,2020-05-05
47.0,2020-05-06
50.790000915527344,2020-05-07
52.36000061035156,2020-05-08
51.849998474121094,2020-05-11
51.0,2020-05-12
47.380001068115234,2020-05-13
48.31999969482422,2020-05-14
48.0,2020-05-15
51.619998931884766,2020-05-18
51.2400016784668,2020-05-19
52.22999954223633,2020-05-20
51.25,2020-05-21
51.09000015258789,2020-05-22
53.54999923706055,2020-05-26
54.2599983215332,2020-05-27
55.150001525878906,2020-05-28
54.83000183105469,2020-05-29
55.08000183105469,2020-06-01
55.7400016784668,2020-06-02
59.470001220703125,2020-06-03
60.79999923706055,2020-06-04
63.400001525878906,2020-06-05
63.45000076293945,2020-06-08
63.20000076293945,2020-06-09
60.29999923706055,2020-06-10
56.5099983215332,2020-06-11
56.75,2020-06-12
57.650001525878906,2020-06-15
59.130001068115234,2020-06-16
58.599998474121094,2020-06-17
57.099998474121094,2020-06-18
56.779998779296875,2020-06-19
56.630001068115234,2020-06-22
57.349998474121094,2020-06-23
54.95000076293945,2020-06-24
55.54999923706055,2020-06-25
54.72999954223633,2020-06-26
55.2599983215332,2020-06-29
55.97999954223633,2020-06-30
54.959999084472656,2020-07-01
55.5,2020-07-02
55.72999954223633,2020-07-06
55.209999084472656,2020-07-07
54.34000015258789,2020-07-08
52.439998626708984,2020-07-09
54.369998931884766,2020-07-10
54.0,2020-07-13
55.58000183105469,2020-07-14
58.16999816894531,2020-07-15
58.380001068115234,2020-07-16
58.68000030517578,2020-07-17
58.31999969482422,2020-07-20
60.060001373291016,2020-07-21
60.470001220703125,2020-07-22
61.77000045776367,2020-07-23
61.0,2020-07-24
61.220001220703125,2020-07-27
60.849998474121094,2020-07-28
62.47999954223633,2020-07-29
61.18000030517578,2020-07-30
60.439998626708984,2020-07-31
61.650001525878906,2020-08-03
61.20000076293945,2020-08-04
63.220001220703125,2020-08-05
64.0999984741211,2020-08-06
65.43000030517578,2020-08-07
65.19999694824219,2020-08-10
65.05000305175781,2020-08-11
65.33999633789062,2020-08-12
65.41999816894531,2020-08-13
64.63999938964844,2020-08-14
63.66999816894531,2020-08-17
63.650001525878906,2020-08-18
63.560001373291016,2020-08-19
63.06999969482422,2020-08-20
63.2599983215332,2020-08-21
63.93000030517578,2020-08-24
63.209999084472656,2020-08-25
63.15999984741211,2020-08-26
63.88999938964844,2020-08-27
64.5,2020-08-28
64.11000061035156,2020-08-31
64.69999694824219,2020-09-01
65.5199966430664,2020-09-02
63.349998474121094,2020-09-03
63.459999084472656,2020-09-04
61.5099983215332,2020-09-08
61.91999816894531,2020-09-09
61.47999954223633,2020-09-10
61.2599983215332,2020-09-11
61.869998931884766,2020-09-14
63.470001220703125,2020-09-15
63.20000076293945,2020-09-16
62.959999084472656,2020-09-17
63.18000030517578,2020-09-18
60.47999954223633,2020-09-21
61.41999816894531,2020-09-22
60.54999923706055,2020-09-23
61.06999969482422,2020-09-24
62.27000045776367,2020-09-25
63.61000061035156,2020-09-28
62.869998931884766,2020-09-29
63.060001373291016,2020-09-30
63.34000015258789,2020-10-01
64.05999755859375,2020-10-02
64.26000213623047,2020-10-05
62.939998626708984,2020-10-06
63.5,2020-10-07
64.48999786376953,2020-10-08
65.44000244140625,2020-10-09
66.3499984741211,2020-10-12
65.37999725341797,2020-10-13
65.2699966430664,2020-10-14
67.12999725341797,2020-10-15
66.23999786376953,2020-10-16
66.29000091552734,2020-10-19
67.0199966430664,2020-10-20
65.05999755859375,2020-10-21
66.4800033569336,2020-10-22
67.37000274658203,2020-10-23
65.91000366210938,2020-10-26
65.33000183105469,2020-10-27
63.58000183105469,2020-10-28
63.720001220703125,2020-10-29
62.29999923706055,2020-10-30
64.04000091552734,2020-11-02
66.81999969482422,2020-11-03
66.73999786376953,2020-11-04
74.48999786376953,2020-11-05
73.51000213623047,2020-11-06
72.20999908447266,2020-11-09
73.66000366210938,2020-11-10
71.79000091552734,2020-11-11
70.20999908447266,2020-11-12
70.43000030517578,2020-11-13
72.87999725341797,2020-11-16
72.23999786376953,2020-11-17
69.91000366210938,2020-11-18
70.79000091552734,2020-11-19
70.69000244140625,2020-11-20
70.5199966430664,2020-11-23
72.0,2020-11-24
71.80999755859375,2020-11-25
72.0,2020-11-27
70.44000244140625,2020-11-30
70.08999633789062,2020-12-01
69.8499984741211,2020-12-02
69.66000366210938,2020-12-03
70.19000244140625,2020-12-04
69.91000366210938,2020-12-07
70.05999755859375,2020-12-08
69.5,2020-12-09
68.80999755859375,2020-12-10
69.04000091552734,2020-12-11
69.43000030517578,2020-12-14
70.61000061035156,2020-12-15
69.81999969482422,2020-12-16
69.73999786376953,2020-12-17
70.44999694824219,2020-12-18
69.79000091552734,2020-12-21
68.95999908447266,2020-12-22
69.33999633789062,2020-12-23
69.72000122070312,2020-12-24
69.0,2020-12-28
68.62000274658203,2020-12-29
68.41000366210938,2020-12-30
69.33000183105469,2020-12-31
67.48999786376953,2021-01-04
68.58999633789062,2021-01-05
72.5,2021-01-06
71.66000366210938,2021-01-07
70.20999908447266,2021-01-08
69.5,2021-01-11
69.81999969482422,2021-01-12
69.62000274658203,2021-01-13
69.0999984741211,2021-01-14
68.05999755859375,2021-01-15
66.9000015258789,2021-01-19
67.9800033569336,2021-01-20
68.91999816894531,2021-01-21
68.95999908447266,2021-01-22
69.02999877929688,2021-01-25
67.01000213623047,2021-01-26
66.43000030517578,2021-01-27
67.44999694824219,2021-01-28
65.4800033569336,2021-01-29
66.7699966430664,2021-02-01
66.73999786376953,2021-02-02
66.25,2021-02-03
67.70999908447266,2021-02-04
68.94999694824219,2021-02-05
69.51000213623047,2021-02-08
69.7699966430664,2021-02-09
69.52999877929688,2021-02-10
69.62999725341797,2021-02-11
69.4000015258789,2021-02-12
68.66999816894531,2021-02-16
67.7699966430664,2021-02-17
66.76000213623047,2021-02-18
67.16999816894531,2021-02-19
67.77999877929688,2021-02-22
67.72000122070312,2021-02-23
68.72000122070312,2021-02-24
66.54000091552734,2021-02-25
64.87000274658203,2021-02-26
66.51000213623047,2021-03-01
65.55999755859375,2021-03-02
66.62000274658203,2021-03-03
66.29000091552734,2021-03-04
67.9800033569336,2021-03-05
68.75,2021-03-08
67.76000213623047,2021-03-09
68.6500015258789,2021-03-10
68.66999816894531,2021-03-11
68.5,2021-03-12
70.29000091552734,2021-03-15
68.18000030517578,2021-03-16
67.66999816894531,2021-03-17
69.08999633789062,2021-03-18
67.37999725341797,2021-03-19
66.7300033569336,2021-03-22
65.30999755859375,2021-03-23
65.41999816894531,2021-03-24
66.91999816894531,2021-03-25
67.4000015258789,2021-03-26
66.4800033569336,2021-03-29
67.31999969482422,2021-03-30
67.51000213623047,2021-03-31
68.11000061035156,2021-04-01
68.37000274658203,2021-04-05
67.87000274658203,2021-04-06
67.94999694824219,2021-04-07
67.8499984741211,2021-04-08
67.86000061035156,2021-04-09
68.73999786376953,2021-04-12
68.22000122070312,2021-04-13
68.9800033569336,2021-04-14
69.16000366210938,2021-04-15
68.88999938964844,2021-04-16
68.4000015258789,2021-04-19
68.13999938964844,2021-04-20
69.66999816894531,2021-04-21
69.61000061035156,2021-04-22
70.23999786376953,2021-04-23
69.5199966430664,2021-04-26
69.77999877929688,2021-04-27
69.94999694824219,2021-04-28
72.9000015258789,2021-04-29
76.27999877929688,2021-04-30
75.41999816894531,2021-05-03
76.87999725341797,2021-05-04
76.62000274658203,2021-05-05
76.6500015258789,2021-05-06
76.9800033569336,2021-05-07
77.08999633789062,2021-05-10
76.87000274658203,2021-05-11
76.69999694824219,2021-05-12
78.52999877929688,2021-05-13
79.08000183105469,2021-05-14
79.01000213623047,2021-05-17
78.41000366210938,2021-05-18
77.95999908447266,2021-05-19
78.66999816894531,2021-05-20
79.2300033569336,2021-05-21
78.80999755859375,2021-05-24
78.73999786376953,2021-05-25
78.91000366210938,2021-05-26
78.77999877929688,2021-05-27
78.55999755859375,2021-05-28
78.51000213623047,2021-06-01
78.19999694824219,2021-06-02
77.51000213623047,2021-06-03
77.56999969482422,2021-06-04
75.19999694824219,2021-06-07
74.8499984741211,2021-06-08
74.36000061035156,2021-06-09
74.11000061035156,2021-06-10
74.3499984741211,2021-06-11
73.51000213623047,2021-06-14
73.80999755859375,2021-06-15
73.0999984741211,2021-06-16
71.70999908447266,2021-06-17
70.18000030517578,2021-06-18
71.79000091552734,2021-06-21
71.5199966430664,2021-06-22
70.87000274658203,2021-06-23
71.08999633789062,2021-06-24
72.25,2021-06-25
71.01000213623047,2021-06-28
71.13999938964844,2021-06-29
71.55000305175781,2021-06-30
72.19999694824219,2021-07-01
71.94000244140625,2021-07-02
71.80999755859375,2021-07-06
71.94999694824219,2021-07-07
70.5,2021-07-08
71.05000305175781,2021-07-09
71.23999786376953,2021-07-12
69.72000122070312,2021-07-13
69.58999633789062,2021-07-14
69.20999908447266,2021-07-15
69.45999908447266,2021-07-16
68.51000213623047,2021-07-19
70.51000213623047,2021-07-20
70.80999755859375,2021-07-21
69.87999725341797,2021-07-22
70.02999877929688,2021-07-23
70.5,2021-07-26
69.87999725341797,2021-07-27
