Date,SIAL
2005-10-12,31.01
2005-10-11,31.02
2005-10-10,30.89
2005-10-07,30.92
2005-10-06,30.79
2005-10-05,31.16
2005-10-04,31.83
2005-10-03,32.34
2005-09-30,32.03
2005-09-29,31.68
2005-09-28,31.3
2005-09-27,31.27
2005-09-26,30.95
2005-09-23,30.41
2005-09-22,30.14
2005-09-21,30.07
2005-09-20,30.17
2005-09-19,30.64
2005-09-16,31.02
2005-09-15,30.93
2005-09-14,31.12
2005-09-13,31.25
2005-09-12,31.36
2005-09-09,31.47
2005-09-08,31.45
2005-09-07,31.02
2005-09-06,30.93
2005-09-02,30.75
2005-09-01,30.87
2005-08-31,31.2
2005-08-30,30.75
2005-08-29,31.07
2005-08-26,30.66
2005-08-25,30.61
2005-08-24,30.74
2005-08-23,31.16
2005-08-22,31.32
2005-08-19,31.17
2005-08-18,31.26
2005-08-17,31.1
2005-08-16,30.93
2005-08-15,31.24
2005-08-12,30.93
2005-08-11,31.14
2005-08-10,31.19
2005-08-09,31.0
2005-08-08,31.14
2005-08-05,31.19
2005-08-04,31.41
2005-08-03,32.02
2005-08-02,31.91
2005-08-01,31.89
2005-07-29,32.08
2005-07-28,32.47
2005-07-27,32.48
2005-07-26,28.84
2005-07-25,28.96
2005-07-22,29.25
2005-07-21,29.04
2005-07-20,29.38
2005-07-19,28.96
2005-07-18,29.07
2005-07-15,29.0
2005-07-14,28.8
2005-07-13,28.5
2005-07-12,28.75
2005-07-11,29.06
2005-07-08,28.82
2005-07-07,28.14
2005-07-06,28.09
2005-07-05,28.0
2005-07-01,28.11
2005-06-30,28.02
2005-06-29,28.31
2005-06-28,28.48
2005-06-27,27.88
2005-06-24,27.86
2005-06-23,28.0
2005-06-22,28.12
2005-06-21,28.3
2005-06-20,28.59
2005-06-17,28.75
2005-06-16,29.52
2005-06-15,29.2
2005-06-14,29.2
2005-06-13,29.13
2005-06-10,29.11
2005-06-09,29.3
2005-06-08,29.59
2005-06-07,29.89
2005-06-06,29.89
2005-06-03,29.91
2005-06-02,30.13
2005-06-01,30.32
2005-05-31,29.95
2005-05-27,30.12
2005-05-26,30.14
2005-05-25,29.95
2005-05-24,30.33
2005-05-23,30.54
2005-05-20,30.0
2005-05-19,29.98
2005-05-18,29.59
2005-05-17,29.43
2005-05-16,29.3
2005-05-13,29.2
2005-05-12,29.45
2005-05-11,29.73
2005-05-10,29.77
2005-05-09,29.98
2005-05-06,30.0
2005-05-05,29.72
2005-05-04,30.12
2005-05-03,29.72
2005-05-02,29.45
2005-04-29,29.21
2005-04-28,28.57
2005-04-27,29.09
2005-04-26,28.8
2005-04-25,29.08
2005-04-22,28.79
2005-04-21,29.2
2005-04-20,28.5
2005-04-19,29.25
2005-04-18,29.14
2005-04-15,29.29
2005-04-14,29.46
2005-04-13,29.75
2005-04-12,30.27
2005-04-11,30.31
2005-04-08,30.31
2005-04-07,30.6
2005-04-06,30.45
2005-04-05,30.5
2005-04-04,30.41
2005-04-01,30.42
2005-03-31,30.62
2005-03-30,30.9
2005-03-29,31.15
2005-03-28,31.21
2005-03-24,31.29
2005-03-23,31.23
2005-03-22,31.04
2005-03-21,31.3
2005-03-18,31.26
2005-03-17,30.89
2005-03-16,31.05
2005-03-15,31.5
2005-03-14,31.86
2005-03-11,31.38
2005-03-10,31.67
2005-03-09,31.75
2005-03-08,31.89
2005-03-07,32.25
2005-03-04,31.84
2005-03-03,31.23
2005-03-02,31.31
2005-03-01,31.18
2005-02-28,30.8
2005-02-25,31.32
2005-02-24,31.2
2005-02-23,30.84
2005-02-22,30.53
2005-02-18,30.85
2005-02-17,30.82
2005-02-16,31.07
2005-02-15,31.36
2005-02-14,31.2
2005-02-11,31.09
2005-02-10,30.69
2005-02-09,30.31
2005-02-08,31.32
2005-02-07,31.52
2005-02-04,31.79
2005-02-03,31.32
2005-02-02,31.62
2005-02-01,31.57
2005-01-31,31.43
2005-01-28,31.05
2005-01-27,31.32
2005-01-26,31.07
2005-01-25,31.16
2005-01-24,30.68
2005-01-21,30.77
2005-01-20,30.75
2005-01-19,30.14
2005-01-18,29.77
2005-01-14,29.25
2005-01-13,28.9
2005-01-12,29.61
2005-01-11,29.64
2005-01-10,29.45
2005-01-07,29.59
2005-01-06,29.68
2005-01-05,29.19
2005-01-04,29.35
2005-01-03,29.95
2004-12-31,30.23
2004-12-30,30.41
2004-12-29,30.43
2004-12-28,30.49
2004-12-27,30.16
2004-12-23,30.36
2004-12-22,30.67
2004-12-21,30.45
2004-12-20,30.43
2004-12-17,30.4
2004-12-16,30.28
2004-12-15,30.41
2004-12-14,30.23
2004-12-13,29.88
2004-12-10,29.55
2004-12-09,29.56
2004-12-08,29.44
2004-12-07,29.09
2004-12-06,29.79
2004-12-03,29.68
2004-12-02,30.09
2004-12-01,30.07
2004-11-30,29.86
2004-11-29,29.96
2004-11-26,29.74
2004-11-24,30.02
2004-11-23,29.32
2004-11-22,29.34
2004-11-19,29.27
2004-11-18,29.41
2004-11-17,29.32
2004-11-16,28.94
2004-11-15,29.29
2004-11-12,29.29
2004-11-11,29.36
2004-11-10,29.03
2004-11-09,29.07
2004-11-08,29.11
2004-11-05,28.8
2004-11-04,29.0
2004-11-03,28.18
2004-11-02,27.79
2004-11-01,28.0
2004-10-29,27.82
2004-10-28,27.32
2004-10-27,27.32
2004-10-26,27.04
2004-10-25,27.03
2004-10-22,26.96
2004-10-21,28.0
2004-10-20,27.98
2004-10-19,28.38
2004-10-18,28.8
2004-10-15,28.59
2004-10-14,28.21
2004-10-13,27.98
2004-10-12,28.28
2004-10-11,28.61
2004-10-08,28.45
2004-10-07,28.5
2004-10-06,29.1
2004-10-05,28.91
2004-10-04,28.93
2004-10-01,29.14
2004-09-30,29.0
2004-09-29,28.68
2004-09-28,28.7
2004-09-27,28.07
2004-09-24,28.36
2004-09-23,28.11
2004-09-22,28.36
2004-09-21,28.95
2004-09-20,28.88
2004-09-17,28.88
2004-09-16,28.59
2004-09-15,28.24
2004-09-14,28.45
2004-09-13,28.7
2004-09-10,28.52
2004-09-09,28.5
2004-09-08,28.25
2004-09-07,28.96
2004-09-03,28.88
2004-09-02,29.12
2004-09-01,28.86
2004-08-31,28.64
2004-08-30,28.06
2004-08-27,28.24
2004-08-26,28.12
2004-08-25,28.27
2004-08-24,28.25
2004-08-23,28.16
2004-08-20,28.27
2004-08-19,27.66
2004-08-18,28.11
2004-08-17,27.64
2004-08-16,27.98
2004-08-13,27.34
2004-08-12,27.55
2004-08-11,27.94
2004-08-10,27.54
2004-08-09,27.38
2004-08-06,27.18
2004-08-05,27.81
2004-08-04,28.32
2004-08-03,28.35
2004-08-02,28.82
2004-07-30,28.72
2004-07-29,29.09
2004-07-28,28.95
2004-07-27,28.73
2004-07-26,28.23
2004-07-23,28.23
2004-07-22,28.82
2004-07-21,28.91
2004-07-20,29.7
2004-07-19,29.53
2004-07-16,29.66
2004-07-15,29.61
2004-07-14,29.7
2004-07-13,29.64
2004-07-12,29.45
2004-07-09,29.35
2004-07-08,29.31
2004-07-07,29.43
2004-07-06,29.33
2004-07-02,29.48
2004-07-01,29.41
2004-06-30,29.8
2004-06-29,29.84
2004-06-28,29.43
2004-06-25,29.32
2004-06-24,29.02
2004-06-23,29.0
2004-06-22,28.98
2004-06-21,28.73
2004-06-18,28.84
2004-06-17,28.63
2004-06-16,28.74
2004-06-15,28.77
2004-06-14,28.5
2004-06-10,28.86
2004-06-09,28.86
2004-06-08,29.02
2004-06-07,28.79
2004-06-04,28.28
2004-06-03,28.12
2004-06-02,28.5
2004-06-01,28.56
2004-05-28,28.55
2004-05-27,28.75
2004-05-26,28.61
2004-05-25,28.52
2004-05-24,28.19
2004-05-21,28.05
2004-05-20,27.58
2004-05-19,27.33
2004-05-18,27.34
2004-05-17,27.27
2004-05-14,27.55
2004-05-13,27.59
2004-05-12,27.67
2004-05-11,27.89
2004-05-10,27.59
2004-05-07,27.8
2004-05-06,28.55
2004-05-05,28.62
2004-05-04,28.66
2004-05-03,28.59
2004-04-30,28.43
2004-04-29,28.59
2004-04-28,28.68
2004-04-27,28.93
2004-04-26,28.7
2004-04-23,28.48
2004-04-22,28.18
2004-04-21,27.39
2004-04-20,27.25
2004-04-19,27.66
2004-04-16,27.71
2004-04-15,27.71
2004-04-14,27.55
2004-04-13,27.34
2004-04-12,27.82
2004-04-08,27.6
2004-04-07,27.59
2004-04-06,27.62
2004-04-05,28.05
2004-04-02,28.04
2004-04-01,27.55
2004-03-31,27.69
2004-03-30,27.84
2004-03-29,27.62
2004-03-26,27.28
2004-03-25,27.5
2004-03-24,27.43
2004-03-23,27.32
2004-03-22,27.34
2004-03-19,27.3
2004-03-18,27.78
2004-03-17,28.25
2004-03-16,28.07
2004-03-15,28.17
2004-03-12,28.57
2004-03-11,28.14
2004-03-10,28.16
2004-03-09,28.65
2004-03-08,29.0
2004-03-05,29.07
2004-03-04,28.54
2004-03-03,28.5
2004-03-02,28.33
2004-03-01,28.59
2004-02-27,28.59
2004-02-26,28.59
2004-02-25,28.77
2004-02-24,28.82
2004-02-23,28.52
2004-02-20,28.6
2004-02-19,28.68
2004-02-18,28.79
2004-02-17,28.75
2004-02-13,28.51
2004-02-12,29.05
2004-02-11,28.62
2004-02-10,28.98
2004-02-09,28.86
2004-02-06,29.2
2004-02-05,28.55
2004-02-04,28.68
2004-02-03,29.02
2004-02-02,28.96
2004-01-30,29.29
2004-01-29,29.38
2004-01-28,29.43
2004-01-27,29.46
2004-01-26,29.41
2004-01-23,28.5
2004-01-22,28.34
2004-01-21,28.64
2004-01-20,28.57
2004-01-16,28.5
2004-01-15,28.38
2004-01-14,28.54
2004-01-13,27.3
2004-01-12,27.47
2004-01-09,27.4
2004-01-08,27.86
2004-01-07,27.9
2004-01-06,28.02
2004-01-05,28.23
2004-01-02,28.87
2003-12-31,28.59
2003-12-30,28.66
2003-12-29,28.73
2003-12-26,28.55
2003-12-24,28.51
2003-12-23,28.64
2003-12-22,28.67
2003-12-19,28.34
2003-12-18,28.62
2003-12-17,28.36
2003-12-16,28.2
2003-12-15,28.12
2003-12-12,28.5
2003-12-11,27.77
2003-12-10,27.25
2003-12-09,27.55
2003-12-08,27.8
2003-12-05,27.25
2003-12-04,27.51
2003-12-03,27.25
2003-12-02,27.17
2003-12-01,27.65
2003-11-28,26.79
2003-11-26,27.07
2003-11-25,26.86
2003-11-24,26.55
2003-11-21,25.98
2003-11-20,25.82
2003-11-19,26.19
2003-11-18,26.0
2003-11-17,25.9
2003-11-14,25.96
2003-11-13,26.32
2003-11-12,26.31
2003-11-11,25.93
2003-11-10,25.98
2003-11-07,26.34
2003-11-06,26.55
2003-11-05,26.48
2003-11-04,26.42
2003-11-03,26.39
2003-10-31,26.23
2003-10-30,26.4
2003-10-29,26.88
2003-10-28,26.62
2003-10-27,26.46
2003-10-24,26.42
2003-10-23,26.15
2003-10-22,26.62
2003-10-21,27.66
2003-10-20,27.7
2003-10-17,27.48
2003-10-16,28.16
2003-10-15,28.18
2003-10-14,27.86
2003-10-13,27.85
2003-10-10,27.68
2003-10-09,27.48
2003-10-08,27.45
2003-10-07,27.2
2003-10-06,27.05
2003-10-03,27.02
2003-10-02,26.84
2003-10-01,26.59
2003-09-30,26.07
2003-09-29,26.43
2003-09-26,26.03
2003-09-25,25.99
2003-09-24,26.64
2003-09-23,27.44
2003-09-22,27.01
2003-09-19,27.27
2003-09-18,27.34
2003-09-17,27.05
2003-09-16,27.3
2003-09-15,26.94
2003-09-12,27.12
2003-09-11,26.95
2003-09-10,26.68
2003-09-09,27.07
2003-09-08,27.39
2003-09-05,27.3
2003-09-04,27.7
2003-09-03,27.45
2003-09-02,27.56
2003-08-29,27.37
2003-08-28,27.56
2003-08-27,27.5
2003-08-26,27.51
2003-08-25,27.66
2003-08-22,27.69
2003-08-21,27.95
2003-08-20,28.07
2003-08-19,28.32
2003-08-18,28.12
2003-08-15,27.37
2003-08-14,27.71
2003-08-13,27.65
2003-08-12,27.83
2003-08-11,27.46
2003-08-08,27.19
2003-08-07,27.24
2003-08-06,27.25
2003-08-05,27.56
2003-08-04,27.91
2003-08-01,28.07
2003-07-31,28.5
2003-07-30,28.14
2003-07-29,27.91
2003-07-28,27.7
2003-07-25,27.9
2003-07-24,27.48
2003-07-23,27.61
2003-07-22,28.41
2003-07-21,28.07
2003-07-18,28.07
2003-07-17,27.66
2003-07-16,27.91
2003-07-15,27.96
2003-07-14,27.94
2003-07-11,27.68
2003-07-10,27.56
2003-07-09,28.04
2003-07-08,28.05
2003-07-07,27.62
2003-07-03,27.27
2003-07-02,27.4
2003-07-01,27.33
2003-06-30,27.16
2003-06-27,27.26
2003-06-26,27.55
2003-06-25,27.09
2003-06-24,27.19
2003-06-23,26.79
2003-06-20,27.27
2003-06-19,27.37
2003-06-18,28.11
2003-06-17,28.32
2003-06-16,28.02
2003-06-13,27.4
2003-06-12,27.64
2003-06-11,27.48
2003-06-10,27.38
2003-06-09,27.14
2003-06-06,27.39
2003-06-05,27.51
2003-06-04,27.28
2003-06-03,27.03
2003-06-02,27.0
2003-05-30,26.16
2003-05-29,25.98
2003-05-28,26.11
2003-05-27,26.18
2003-05-23,25.63
2003-05-22,24.95
2003-05-21,24.88
2003-05-20,24.98
2003-05-19,25.2
2003-05-16,25.66
2003-05-15,25.83
2003-05-14,25.62
2003-05-13,25.84
2003-05-12,25.95
2003-05-09,25.72
2003-05-08,25.32
2003-05-07,25.75
2003-05-06,25.86
2003-05-05,25.25
2003-05-02,25.12
2003-05-01,24.91
2003-04-30,24.91
2003-04-29,24.64
2003-04-28,24.45
2003-04-25,23.61
2003-04-24,24.26
2003-04-23,24.14
2003-04-22,22.88
2003-04-21,22.62
2003-04-17,22.53
2003-04-16,22.34
2003-04-15,22.61
2003-04-14,22.25
2003-04-11,21.73
2003-04-10,21.5
2003-04-09,21.52
2003-04-08,21.7
2003-04-07,21.96
2003-04-04,22.0
2003-04-03,22.76
2003-04-02,22.86
2003-04-01,22.27
2003-03-31,22.25
2003-03-28,22.8
2003-03-27,22.79
2003-03-26,22.87
2003-03-25,22.89
2003-03-24,22.48
2003-03-21,23.17
2003-03-20,22.64
2003-03-19,22.54
2003-03-18,22.73
2003-03-17,22.61
2003-03-14,21.82
2003-03-13,21.96
2003-03-12,20.89
2003-03-11,20.78
2003-03-10,20.85
2003-03-07,21.3
2003-03-06,21.03
2003-03-05,21.24
2003-03-04,21.12
2003-03-03,21.58
2003-02-28,21.91
2003-02-27,21.89
2003-02-26,21.62
2003-02-25,21.83
2003-02-24,21.46
2003-02-21,22.0
2003-02-20,21.69
2003-02-19,21.84
2003-02-18,21.8
2003-02-14,21.37
2003-02-13,21.43
2003-02-12,20.59
2003-02-11,21.59
2003-02-10,22.11
2003-02-07,21.91
2003-02-06,22.0
2003-02-05,22.27
2003-02-04,22.45
2003-02-03,22.68
2003-01-31,22.43
2003-01-30,21.75
2003-01-29,22.41
2003-01-28,21.86
2003-01-27,21.79
2003-01-24,22.0
2003-01-23,22.57
2003-01-22,22.33
2003-01-21,22.39
2003-01-17,22.64
2003-01-16,23.0
2003-01-15,22.61
2003-01-14,23.32
2003-01-13,23.2
2003-01-10,23.52
2003-01-09,23.62
2003-01-08,23.32
2003-01-07,24.39
2003-01-06,24.41
