GS,Date
46.383506774902344,1999-08-25
45.47756576538086,1999-08-26
44.61692810058594,1999-08-27
42.98626708984375,1999-08-30
43.3486442565918,1999-08-31
43.71101379394531,1999-09-01
42.940982818603516,1999-09-02
45.74934005737305,1999-09-03
45.29640579223633,1999-09-07
45.34168243408203,1999-09-08
44.752830505371094,1999-09-09
45.72670364379883,1999-09-10
45.024600982666016,1999-09-13
43.031558990478516,1999-09-14
42.26153564453125,1999-09-15
41.808570861816406,1999-09-16
43.529823303222656,1999-09-17
44.02808380126953,1999-09-20
42.85038375854492,1999-09-21
44.435760498046875,1999-09-22
44.07337951660156,1999-09-23
44.88872146606445,1999-09-24
44.61692810058594,1999-09-27
45.11521530151367,1999-09-28
44.52635955810547,1999-09-29
44.209266662597656,1999-09-30
42.89566421508789,1999-10-01
44.70753860473633,1999-10-04
45.11521530151367,1999-10-05
46.383506774902344,1999-10-06
45.794654846191406,1999-10-07
46.33819580078125,1999-10-08
46.157005310058594,1999-10-11
45.613460540771484,1999-10-12
44.209266662597656,1999-10-13
44.93401336669922,1999-10-14
43.30335235595703,1999-10-15
42.940982818603516,1999-10-18
43.756309509277344,1999-10-19
44.752830505371094,1999-10-20
44.885353088378906,1999-10-21
47.563045501708984,1999-10-22
46.47383117675781,1999-10-25
44.885353088378906,1999-10-26
46.74612045288086,1999-10-27
52.28305435180664,1999-10-28
51.556880950927734,1999-10-29
50.37689971923828,1999-11-01
50.64921951293945,1999-11-02
49.92304611206055,1999-11-03
50.92152786254883,1999-11-04
53.508419036865234,1999-11-05
53.00918960571289,1999-11-08
52.192283630371094,1999-11-09
52.2376708984375,1999-11-10
53.23612594604492,1999-11-11
57.91075134277344,1999-11-12
56.63995361328125,1999-11-15
60.13456344604492,1999-11-16
57.774574279785156,1999-11-17
58.22842025756836,1999-11-18
58.0468864440918,1999-11-19
57.86532974243164,1999-11-22
56.458438873291016,1999-11-23
56.00459671020508,1999-11-24
56.140724182128906,1999-11-26
54.09840774536133,1999-11-29
54.55226516723633,1999-11-30
55.323795318603516,1999-12-01
56.27688217163086,1999-12-02
57.41151809692383,1999-12-03
55.9138069152832,1999-12-06
58.773048400878906,1999-12-07
58.0922737121582,1999-12-08
58.0922737121582,1999-12-09
59.544551849365234,1999-12-10
59.589969635009766,1999-12-13
57.184566497802734,1999-12-14
57.683799743652344,1999-12-15
57.048431396484375,1999-12-16
58.22842025756836,1999-12-17
59.45380401611328,1999-12-20
58.773048400878906,1999-12-21
57.86532974243164,1999-12-22
58.81844711303711,1999-12-23
59.589969635009766,1999-12-27
61.72303009033203,1999-12-28
63.90149688720703,1999-12-29
66.94229125976562,1999-12-30
68.39454650878906,1999-12-31
64.12841796875,2000-01-03
60.089229583740234,2000-01-04
57.27532958984375,2000-01-05
59.72611999511719,2000-01-06
59.953033447265625,2000-01-07
61.26918029785156,2000-01-10
61.58687210083008,2000-01-11
61.26918029785156,2000-01-12
61.35993957519531,2000-01-13
62.176876068115234,2000-01-14
63.0845832824707,2000-01-18
63.58378219604492,2000-01-19
62.489463806152344,2000-01-20
62.3076286315918,2000-01-21
59.444522857666016,2000-01-24
60.98972702026367,2000-01-25
64.17096710205078,2000-01-26
64.7163314819336,2000-01-27
63.26203155517578,2000-01-28
66.62513732910156,2000-01-31
66.3524169921875,2000-02-01
66.26155853271484,2000-02-02
62.08038330078125,2000-02-03
61.58052062988281,2000-02-04
62.35310363769531,2000-02-07
65.03443145751953,2000-02-08
63.08026885986328,2000-02-09
62.989349365234375,2000-02-10
61.89865493774414,2000-02-11
62.89848327636719,2000-02-14
62.89848327636719,2000-02-15
60.308013916015625,2000-02-16
59.717201232910156,2000-02-17
58.762821197509766,2000-02-18
59.30818176269531,2000-02-22
62.35310363769531,2000-02-23
65.17082214355469,2000-02-24
64.89811706542969,2000-02-25
63.98918533325195,2000-02-28
67.26133728027344,2000-02-29
68.89744567871094,2000-03-01
69.98816680908203,2000-03-02
74.5328369140625,2000-03-03
75.39637756347656,2000-03-06
76.25985717773438,2000-03-07
73.98754119873047,2000-03-08
77.94139099121094,2000-03-09
81.62255096435547,2000-03-10
80.25917053222656,2000-03-13
76.16893768310547,2000-03-14
75.3054428100586,2000-03-15
75.1236572265625,2000-03-16
84.71297454833984,2000-03-17
82.4860610961914,2000-03-20
85.98548889160156,2000-03-21
85.19013214111328,2000-03-22
86.53084564208984,2000-03-23
88.21238708496094,2000-03-24
81.44078063964844,2000-03-27
82.3497085571289,2000-03-28
83.03140258789062,2000-03-29
77.71411895751953,2000-03-30
76.53250122070312,2000-03-31
76.71430969238281,2000-04-03
71.44248962402344,2000-04-04
70.85165405273438,2000-04-05
77.07786560058594,2000-04-06
74.5328369140625,2000-04-07
77.85050964355469,2000-04-10
76.21441650390625,2000-04-11
70.21539306640625,2000-04-12
69.26100158691406,2000-04-13
60.171695709228516,2000-04-14
63.625633239746094,2000-04-17
68.17028045654297,2000-04-18
67.02903747558594,2000-04-19
64.66276550292969,2000-04-20
63.25212097167969,2000-04-24
70.66946411132812,2000-04-25
68.80371856689453,2000-04-26
69.30428314208984,2000-04-27
67.89363861083984,2000-04-28
70.6239242553711,2000-05-01
67.71161651611328,2000-05-02
66.34646606445312,2000-05-03
65.66389465332031,2000-05-04
65.43634796142578,2000-05-05
63.570640563964844,2000-05-08
62.341983795166016,2000-05-09
59.29315185546875,2000-05-10
58.88361740112305,2000-05-11
60.99954605102539,2000-05-12
63.388614654541016,2000-05-15
62.250999450683594,2000-05-16
61.65945053100586,2000-05-17
62.06896209716797,2000-05-18
61.568416595458984,2000-05-19
59.70269012451172,2000-05-22
60.29426574707031,2000-05-23
58.246543884277344,2000-05-24
53.14995574951172,2000-05-25
50.829219818115234,2000-05-26
52.42190170288086,2000-05-30
53.55949783325195,2000-05-31
55.60728454589844,2000-06-01
63.25212097167969,2000-06-02
61.52288055419922,2000-06-05
60.521785736083984,2000-06-06
63.1155891418457,2000-06-07
61.9324836730957,2000-06-08
60.6128044128418,2000-06-09
60.65830612182617,2000-06-12
61.97798156738281,2000-06-13
65.48186492919922,2000-06-14
65.70939636230469,2000-06-15
65.48186492919922,2000-06-16
66.71051025390625,2000-06-19
64.79927825927734,2000-06-20
63.070072174072266,2000-06-21
61.340877532958984,2000-06-22
62.615013122558594,2000-06-23
63.88918685913086,2000-06-26
64.29873657226562,2000-06-27
65.43634796142578,2000-06-28
67.43856811523438,2000-06-29
69.00849914550781,2000-06-30
69.12226867675781,2000-07-03
69.850341796875,2000-07-05
67.84810638427734,2000-07-06
69.12226867675781,2000-07-07
71.12447357177734,2000-07-10
71.71604919433594,2000-07-11
74.21881866455078,2000-07-12
75.90251922607422,2000-07-13
75.85700225830078,2000-07-14
72.80821228027344,2000-07-17
75.62948608398438,2000-07-18
73.354248046875,2000-07-19
75.5830307006836,2000-07-20
75.99304962158203,2000-07-21
76.8131103515625,2000-07-24
77.2686996459961,2000-07-25
77.22317504882812,2000-07-26
72.89503479003906,2000-07-27
71.80155944824219,2000-07-28
71.938232421875,2000-07-31
73.35059356689453,2000-08-01
74.44403076171875,2000-08-02
76.995361328125,2000-08-03
81.095703125,2000-08-04
83.1458740234375,2000-08-07
82.3713607788086,2000-08-08
83.78374481201172,2000-08-09
81.64239501953125,2000-08-10
87.3829116821289,2000-08-11
88.02069091796875,2000-08-14
86.1527328491211,2000-08-15
82.3713607788086,2000-08-16
86.47166442871094,2000-08-17
85.28716278076172,2000-08-18
85.87942504882812,2000-08-21
87.3829116821289,2000-08-22
86.74506378173828,2000-08-23
86.19835662841797,2000-08-24
87.01839447021484,2000-08-25
89.25080108642578,2000-08-28
92.89559173583984,2000-08-29
90.1619873046875,2000-08-30
94.39900970458984,2000-08-31
94.4901351928711,2000-09-01
93.89787292480469,2000-09-05
93.39673614501953,2000-09-06
93.8067626953125,2000-09-07
90.5720443725586,2000-09-08
96.22137451171875,2000-09-11
95.72026062011719,2000-09-12
93.67005157470703,2000-09-13
94.03455352783203,2000-09-14
91.02764129638672,2000-09-15
86.42613220214844,2000-09-18
87.42848205566406,2000-09-19
86.0161361694336,2000-09-20
82.55355834960938,2000-09-21
83.7381362915039,2000-09-22
84.92266082763672,2000-09-25
80.82232666015625,2000-09-26
78.04322814941406,2000-09-27
82.3713607788086,2000-09-28
83.1458740234375,2000-09-29
84.10259246826172,2000-10-02
83.00921630859375,2000-10-03
79.77448272705078,2000-10-04
83.7381362915039,2000-10-05
79.36439514160156,2000-10-06
76.72198486328125,2000-10-09
74.85409545898438,2000-10-10
75.81080627441406,2000-10-11
68.7491226196289,2000-10-12
73.98841857910156,2000-10-13
75.53746032714844,2000-10-16
72.34825897216797,2000-10-17
71.43711853027344,2000-10-18
73.39492797851562,2000-10-19
76.58799743652344,2000-10-20
74.76338195800781,2000-10-23
73.80543518066406,2000-10-24
70.20183563232422,2000-10-25
67.82984161376953,2000-10-26
67.8754653930664,2000-10-27
70.42992401123047,2000-10-30
72.8475570678711,2000-10-31
70.56674194335938,2000-11-01
72.43696594238281,2000-11-02
73.3036880493164,2000-11-03
70.110595703125,2000-11-06
68.4228286743164,2000-11-07
67.46492767333984,2000-11-08
67.05438232421875,2000-11-09
65.09294128417969,2000-11-10
63.04025650024414,2000-11-13
64.86488342285156,2000-11-14
65.7315444946289,2000-11-15
66.735107421875,2000-11-16
64.2718505859375,2000-11-17
60.57706832885742,2000-11-20
61.443729400634766,2000-11-21
58.341880798339844,2000-11-22
59.48223876953125,2000-11-24
60.21210479736328,2000-11-27
58.75243377685547,2000-11-28
60.48579025268555,2000-11-29
59.93841552734375,2000-11-30
59.847164154052734,2000-12-01
59.66474533081055,2000-12-04
64.77363586425781,2000-12-05
64.04377746582031,2000-12-06
62.67534637451172,2000-12-07
67.05438232421875,2000-12-08
70.06498718261719,2000-12-11
67.46492767333984,2000-12-12
68.65090942382812,2000-12-13
63.8156852722168,2000-12-14
63.268348693847656,2000-12-15
62.72096633911133,2000-12-18
65.22977447509766,2000-12-19
65.6859130859375,2000-12-20
68.46849822998047,2000-12-21
72.1176986694336,2000-12-22
74.30718994140625,2000-12-26
74.35283660888672,2000-12-27
78.18450164794922,2000-12-28
78.04764556884766,2000-12-29
73.16680908203125,2001-01-02
84.29695129394531,2001-01-03
82.28984832763672,2001-01-04
78.73190307617188,2001-01-05
77.63711547851562,2001-01-08
76.45112609863281,2001-01-09
79.1880111694336,2001-01-10
80.64773559570312,2001-01-11
79.37049102783203,2001-01-12
80.28284454345703,2001-01-16
80.28284454345703,2001-01-17
78.54385375976562,2001-01-18
81.05545806884766,2001-01-19
82.65372467041016,2001-01-22
84.75433349609375,2001-01-23
86.124267578125,2001-01-24
82.97344207763672,2001-01-25
83.79537963867188,2001-01-26
84.68856811523438,2001-01-29
86.66860961914062,2001-01-30
83.11039733886719,2001-01-31
86.36172485351562,2001-02-01
83.2637939453125,2001-02-02
81.90481567382812,2001-02-05
79.60333251953125,2001-02-06
76.8634262084961,2001-02-07
77.41142272949219,2001-02-08
78.72653198242188,2001-02-09
80.00516510009766,2001-02-12
77.3748550415039,2001-02-13
76.1692886352539,2001-02-14
78.3246841430664,2001-02-15
74.16002655029297,2001-02-16
70.14151000976562,2001-02-20
68.97248077392578,2001-02-21
71.01827239990234,2001-02-22
70.17076110839844,2001-02-23
71.82199096679688,2001-02-26
71.85121154785156,2001-02-27
67.03628540039062,2001-02-28
66.93400573730469,2001-03-01
66.78054809570312,2001-03-02
67.32852172851562,2001-03-05
69.66658020019531,2001-03-06
69.37434387207031,2001-03-07
67.03628540039062,2001-03-08
63.56572723388672,2001-03-09
60.27052688598633,2001-03-12
63.93837356567383,2001-03-13
61.30806350708008,2001-03-14
64.25982666015625,2001-03-15
63.96760940551758,2001-03-16
66.44447326660156,2001-03-19
63.609580993652344,2001-03-20
62.10444641113281,2001-03-21
62.769344329833984,2001-03-22
65.61885833740234,2001-03-23
65.20240783691406,2001-03-26
68.31490325927734,2001-03-27
63.74840545654297,2001-03-28
64.36947631835938,2001-03-29
62.17753601074219,2001-03-30
61.490745544433594,2001-04-02
59.40842056274414,2001-04-03
56.646568298339844,2001-04-04
62.835079193115234,2001-04-05
61.519935607910156,2001-04-06
61.37382125854492,2001-04-09
64.15760803222656,2001-04-10
66.70748901367188,2001-04-11
68.68023681640625,2001-04-12
67.0582046508789,2001-04-16
68.02264404296875,2001-04-17
72.8083724975586,2001-04-18
71.37628173828125,2001-04-19
69.97908020019531,2001-04-20
68.00387573242188,2001-04-23
66.86270141601562,2001-04-24
67.9014663696289,2001-04-25
67.66006469726562,2001-04-26
67.98928833007812,2001-04-27
66.64324188232422,2001-04-30
67.7771224975586,2001-05-01
71.69087982177734,2001-05-02
70.22777557373047,2001-05-03
71.10562896728516,2001-05-04
70.235107421875,2001-05-07
69.67915344238281,2001-05-08
69.24754333496094,2001-05-09
69.13777923583984,2001-05-10
67.92341613769531,2001-05-11
68.83786010742188,2001-05-14
69.38652801513672,2001-05-15
73.11737060546875,2001-05-16
71.65430450439453,2001-05-17
71.14220428466797,2001-05-18
74.54390716552734,2001-05-21
75.56068420410156,2001-05-22
72.64187622070312,2001-05-23
73.04421997070312,2001-05-24
71.66163635253906,2001-05-25
70.87151336669922,2001-05-29
69.32068634033203,2001-05-30
69.56942749023438,2001-05-31
70.73985290527344,2001-06-01
70.60086822509766,2001-06-04
71.21536254882812,2001-06-05
69.89125061035156,2001-06-06
70.88619995117188,2001-06-07
69.75962829589844,2001-06-08
67.30894470214844,2001-06-11
67.19920349121094,2001-06-12
65.22406768798828,2001-06-13
63.65126419067383,2001-06-14
65.31914520263672,2001-06-15
64.85099029541016,2001-06-18
64.50714874267578,2001-06-19
64.66808319091797,2001-06-20
68.03317260742188,2001-06-21
67.374755859375,2001-06-22
66.53351593017578,2001-06-25
66.0580062866211,2001-06-26
64.00969696044922,2001-06-27
63.35133361816406,2001-06-28
62.76607894897461,2001-06-29
61.88822937011719,2001-07-02
61.44929885864258,2001-07-03
61.44929885864258,2001-07-05
60.79090881347656,2001-07-06
59.92034149169922,2001-07-09
59.693626403808594,2001-07-10
59.693626403808594,2001-07-11
63.31472396850586,2001-07-12
63.02212905883789,2001-07-13
61.01038360595703,2001-07-16
62.80264663696289,2001-07-17
61.44929885864258,2001-07-18
60.717777252197266,2001-07-19
60.681182861328125,2001-07-20
59.79602813720703,2001-07-23
59.87650680541992,2001-07-24
60.86406707763672,2001-07-25
61.91748046875,2001-07-26
62.137264251708984,2001-07-27
60.57689666748047,2001-07-30
60.92119598388672,2001-07-31
62.525535583496094,2001-08-01
63.2215461730957,2001-08-02
62.63542556762695,2001-08-03
61.49995422363281,2001-08-06
61.199554443359375,2001-08-07
59.924903869628906,2001-08-08
58.642852783203125,2001-08-09
59.19230651855469,2001-08-10
60.217918395996094,2001-08-13
59.558597564697266,2001-08-14
59.96152114868164,2001-08-15
59.412078857421875,2001-08-16
56.59163284301758,2001-08-17
57.02387237548828,2001-08-20
55.236392974853516,2001-08-21
56.77479553222656,2001-08-22
56.92131805419922,2001-08-23
59.558597564697266,2001-08-24
59.99816131591797,2001-08-27
59.37543869018555,2001-08-28
59.19230651855469,2001-08-29
58.32054138183594,2001-08-30
58.67948532104492,2001-08-31
58.32786178588867,2001-09-04
57.54397201538086,2001-09-05
56.48175811767578,2001-09-06
54.562400817871094,2001-09-07
55.822452545166016,2001-09-10
50.84092330932617,2001-09-17
49.44902420043945,2001-09-18
49.45634078979492,2001-09-19
48.166996002197266,2001-09-20
49.58822250366211,2001-09-21
51.654090881347656,2001-09-24
51.302425384521484,2001-09-25
51.17057418823242,2001-09-26
50.47462463378906,2001-09-27
52.26945877075195,2001-09-28
53.84449768066406,2001-10-01
53.917755126953125,2001-10-02
56.18141555786133,2001-10-03
57.873661041259766,2001-10-04
55.859046936035156,2001-10-05
55.16311264038086,2001-10-08
57.089805603027344,2001-10-09
59.126346588134766,2001-10-10
61.426658630371094,2001-10-11
60.657493591308594,2001-10-12
61.82957458496094,2001-10-15
61.71969985961914,2001-10-16
60.12267303466797,2001-10-17
59.63918685913086,2001-10-18
58.423099517822266,2001-10-19
59.77838134765625,2001-10-22
59.77838134765625,2001-10-23
58.9725341796875,2001-10-24
59.72085189819336,2001-10-25
60.98279571533203,2001-10-26
59.317359924316406,2001-10-29
58.730411529541016,2001-10-30
57.343788146972656,2001-10-31
59.20729446411133,2001-11-01
60.34450149536133,2001-11-02
62.149330139160156,2001-11-05
63.462623596191406,2001-11-06
64.19627380371094,2001-11-07
63.60934829711914,2001-11-08
63.72673034667969,2001-11-09
64.6364974975586,2001-11-12
66.80082702636719,2001-11-13
67.13095092773438,2001-11-14
65.07664489746094,2001-11-15
64.37970733642578,2001-11-16
66.4339599609375,2001-11-19
65.84703063964844,2001-11-20
64.6731948852539,2001-11-21
66.14051818847656,2001-11-23
67.08695220947266,2001-11-26
66.03047180175781,2001-11-27
63.690040588378906,2001-11-28
65.55358123779297,2001-11-29
65.2967758178711,2001-11-30
63.10312271118164,2001-12-03
63.95418167114258,2001-12-04
67.7912826538086,2001-12-05
68.89175415039062,2001-12-06
67.21167755126953,2001-12-07
67.02093505859375,2001-12-10
67.36573791503906,2001-12-11
68.03340911865234,2001-12-12
66.76412963867188,2001-12-13
65.78101348876953,2001-12-14
65.39950561523438,2001-12-17
66.61739349365234,2001-12-18
69.26597595214844,2001-12-19
67.72520446777344,2001-12-20
67.72520446777344,2001-12-21
67.84262084960938,2001-12-24
68.08475494384766,2001-12-26
67.58585357666016,2001-12-27
68.4295883178711,2001-12-28
68.04804229736328,2001-12-31
66.81552124023438,2002-01-02
67.82796478271484,2002-01-03
70.98272705078125,2002-01-04
70.24906921386719,2002-01-07
67.8646469116211,2002-01-08
68.7817153930664,2002-01-09
68.23147583007812,2002-01-10
66.87416076660156,2002-01-11
66.0084457397461,2002-01-14
65.95709228515625,2002-01-15
65.02532196044922,2002-01-16
66.0171127319336,2002-01-17
65.53955078125,2002-01-18
63.901275634765625,2002-01-22
64.09966278076172,2002-01-23
62.8139762878418,2002-01-24
64.13636016845703,2002-01-25
64.54045867919922,2002-01-28
62.06460952758789,2002-01-29
63.18132400512695,2002-01-30
63.901275634765625,2002-01-31
62.7404899597168,2002-02-01
60.60997009277344,2002-02-04
59.537357330322266,2002-02-05
60.16916275024414,2002-02-06
59.588775634765625,2002-02-07
61.5650520324707,2002-02-08
62.33643341064453,2002-02-11
61.34463119506836,2002-02-12
62.13810729980469,2002-02-13
62.527462005615234,2002-02-14
60.80099105834961,2002-02-15
57.68600845336914,2002-02-19
59.21411895751953,2002-02-20
58.383949279785156,2002-02-21
58.038665771484375,2002-02-22
60.213233947753906,2002-02-25
59.80181884765625,2002-02-26
59.42716598510742,2002-02-27
59.4638671875,2002-02-28
61.32258605957031,2002-03-01
65.45877838134766,2002-03-04
65.76734924316406,2002-03-05
66.7591552734375,2002-03-06
66.09056091308594,2002-03-07
66.33303833007812,2002-03-08
66.63422393798828,2002-03-11
65.9730453491211,2002-03-12
64.6506576538086,2002-03-13
64.94451141357422,2002-03-14
66.11998748779297,2002-03-15
65.53223419189453,2002-03-18
66.89139556884766,2002-03-19
66.00978088378906,2002-03-20
66.37712097167969,2002-03-21
65.92160034179688,2002-03-22
64.67267608642578,2002-03-25
65.27511596679688,2002-03-26
65.60572052001953,2002-03-27
66.30362701416016,2002-03-28
64.99592590332031,2002-04-01
64.30534362792969,2002-04-02
63.519287109375,2002-04-03
63.58540344238281,2002-04-04
63.291507720947266,2002-04-05
63.22536849975586,2002-04-08
62.15278244018555,2002-04-09
62.07198715209961,2002-04-10
59.684322357177734,2002-04-11
60.97730255126953,2002-04-12
59.948795318603516,2002-04-15
62.14543533325195,2002-04-16
62.483375549316406,2002-04-17
62.094024658203125,2002-04-18
63.4090461730957,2002-04-19
61.78544998168945,2002-04-22
59.948795318603516,2002-04-23
58.398651123046875,2002-04-24
56.723602294921875,2002-04-25
58.23932647705078,2002-04-26
57.761085510253906,2002-04-29
57.94504165649414,2002-04-30
58.283512115478516,2002-05-01
59.387237548828125,2002-05-02
57.797889709472656,2002-05-03
55.30350112915039,2002-05-06
55.07538986206055,2002-05-07
58.496864318847656,2002-05-08
57.86410903930664,2002-05-09
56.47340774536133,2002-05-10
57.474124908447266,2002-05-13
58.34972381591797,2002-05-14
58.467464447021484,2002-05-15
58.901580810546875,2002-05-16
59.23270034790039,2002-05-17
59.041385650634766,2002-05-20
58.27614974975586,2002-05-21
57.540340423583984,2002-05-22
58.25407409667969,2002-05-23
57.53299331665039,2002-05-24
56.58378601074219,2002-05-28
56.03193664550781,2002-05-29
55.24460983276367,2002-05-30
55.51685333251953,2002-05-31
54.29539489746094,2002-06-03
54.30276107788086,2002-06-04
55.73762130737305,2002-06-05
54.41316223144531,2002-06-06
54.41316223144531,2002-06-07
54.99444580078125,2002-06-10
53.05189514160156,2002-06-11
53.346221923828125,2002-06-12
52.4632453918457,2002-06-13
53.603759765625,2002-06-14
55.4359016418457,2002-06-17
55.75969696044922,2002-06-18
54.78105163574219,2002-06-19
53.493385314941406,2002-06-20
51.91140365600586,2002-06-21
52.5736083984375,2002-06-24
52.50003433227539,2002-06-25
52.09535217285156,2002-06-26
53.714134216308594,2002-06-27
53.97165298461914,2002-06-28
52.345516204833984,2002-07-01
52.02177810668945,2002-07-02
51.653839111328125,2002-07-03
54.41316223144531,2002-07-05
54.155601501464844,2002-07-08
52.176307678222656,2002-07-09
52.647193908691406,2002-07-10
53.89809036254883,2002-07-11
53.824501037597656,2002-07-12
53.67732238769531,2002-07-15
53.456607818603516,2002-07-16
54.803131103515625,2002-07-17
55.62724685668945,2002-07-18
56.65736770629883,2002-07-19
52.97831726074219,2002-07-22
49.836429595947266,2002-07-23
52.13215255737305,2002-07-24
50.99900436401367,2002-07-25
51.28645706176758,2002-07-26
53.58616256713867,2002-07-29
54.470645904541016,2002-07-30
53.917842864990234,2002-07-31
53.06281661987305,2002-08-01
51.95720291137695,2002-08-02
50.158714294433594,2002-08-05
51.522335052490234,2002-08-06
52.296260833740234,2002-08-07
54.76551818847656,2002-08-08
55.61314010620117,2002-08-09
55.539432525634766,2002-08-12
55.12666702270508,2002-08-13
57.86125183105469,2002-08-14
58.63518524169922,2002-08-15
58.62046432495117,2002-08-16
60.07251739501953,2002-08-19
59.34279251098633,2002-08-20
58.878448486328125,2002-08-21
58.90055465698242,2002-08-22
57.7138557434082,2002-08-23
58.782623291015625,2002-08-26
58.30350875854492,2002-08-27
56.8145866394043,2002-08-28
57.035728454589844,2002-08-29
56.97674560546875,2002-08-30
54.36012649536133,2002-09-03
55.650001525878906,2002-09-04
53.72621154785156,2002-09-05
53.32081985473633,2002-09-06
54.76551818847656,2002-09-09
54.10951232910156,2002-09-10
54.315887451171875,2002-09-11
53.21762466430664,2002-09-12
53.80728530883789,2002-09-13
53.512447357177734,2002-09-16
52.23727035522461,2002-09-17
51.89824676513672,2002-09-18
49.49534606933594,2002-09-19
49.650123596191406,2002-09-20
48.4044303894043,2002-09-23
48.87618637084961,2002-09-24
49.71645736694336,2002-09-25
50.151336669921875,2002-09-26
48.74350357055664,2002-09-27
48.669822692871094,2002-09-30
50.453548431396484,2002-10-01
48.31600570678711,2002-10-02
46.36272048950195,2002-10-03
45.7361946105957,2002-10-04
43.87874984741211,2002-10-07
45.404518127441406,2002-10-08
43.694461822509766,2002-10-09
45.02122116088867,2002-10-10
47.320926666259766,2002-10-11
48.131717681884766,2002-10-14
51.59602355957031,2002-10-15
50.121856689453125,2002-10-16
53.42402267456055,2002-10-17
52.00141525268555,2002-10-18
55.06032943725586,2002-10-21
53.438720703125,2002-10-22
54.74335479736328,2002-10-23
53.525211334228516,2002-10-24
54.62525177001953,2002-10-25
54.32255554199219,2002-10-28
53.42925262451172,2002-10-29
53.421878814697266,2002-10-30
52.860782623291016,2002-10-31
54.226593017578125,2002-11-01
56.07967758178711,2002-11-04
56.65550231933594,2002-11-05
56.515254974365234,2002-11-06
54.669586181640625,2002-11-07
53.95344924926758,2002-11-08
52.993682861328125,2002-11-11
53.20777130126953,2002-11-12
53.517845153808594,2002-11-13
55.36354064941406,2002-11-14
55.555484771728516,2002-11-15
55.68099594116211,2002-11-18
55.42997360229492,2002-11-19
57.150169372558594,2002-11-20
59.025386810302734,2002-11-21
58.40524673461914,2002-11-22
58.32404708862305,2002-11-25
56.721954345703125,2002-11-26
58.796539306640625,2002-11-27
58.228031158447266,2002-11-29
58.1616096496582,2002-12-02
57.954898834228516,2002-12-03
56.36762619018555,2002-12-04
54.96485900878906,2002-12-05
55.001792907714844,2002-12-06
54.226593017578125,2002-12-09
54.632652282714844,2002-12-10
54.241371154785156,2002-12-11
54.80243682861328,2002-12-12
53.96817398071289,2002-12-13
55.02395248413086,2002-12-16
55.14208221435547,2002-12-17
54.411163330078125,2002-12-18
51.90103530883789,2002-12-19
53.05271911621094,2002-12-20
52.159400939941406,2002-12-23
51.21443557739258,2002-12-24
51.4362678527832,2002-12-26
50.230796813964844,2002-12-27
50.39350891113281,2002-12-30
50.36391830444336,2002-12-31
51.51023483276367,2003-01-02
52.05010223388672,2003-01-03
53.987762451171875,2003-01-06
53.76589584350586,2003-01-07
52.44947814941406,2003-01-08
54.520225524902344,2003-01-09
55.407711029052734,2003-01-10
55.0379524230957,2003-01-13
55.2449951171875,2003-01-14
54.36491775512695,2003-01-15
54.44628143310547,2003-01-16
53.677154541015625,2003-01-17
52.50864791870117,2003-01-21
