IR,Date
27.36098289489746,2018-10-05
26.972246170043945,2018-10-08
27.17159652709961,2018-10-09
26.105066299438477,2018-10-10
25.516979217529297,2018-10-11
25.676462173461914,2018-10-12
25.965518951416016,2018-10-15
27.06195640563965,2018-10-16
26.802797317504883,2018-10-17
25.945585250854492,2018-10-18
25.417306900024414,2018-10-19
25.09834098815918,2018-10-22
24.839187622070312,2018-10-23
23.294212341308594,2018-10-24
24.480350494384766,2018-10-25
26.02532386779785,2018-10-26
25.497045516967773,2018-10-29
26.503768920898438,2018-10-30
26.972246170043945,2018-10-31
25.716331481933594,2018-11-01
25.766170501708984,2018-11-02
26.433996200561523,2018-11-05
27.30117416381836,2018-11-06
27.84939193725586,2018-11-07
27.022083282470703,2018-11-08
26.46390151977539,2018-11-09
26.224679946899414,2018-11-12
25.44721031188965,2018-11-13
25.13821029663086,2018-11-14
25.88578224182129,2018-11-15
25.407339096069336,2018-11-16
24.360742568969727,2018-11-19
24.171356201171875,2018-11-20
24.669734954833984,2018-11-21
24.101587295532227,2018-11-23
24.87905502319336,2018-11-26
24.360742568969727,2018-11-27
25.257823944091797,2018-11-28
25.257823944091797,2018-11-29
24.669734954833984,2018-11-30
25.28772735595703,2018-12-03
23.20450782775879,2018-12-04
22.82573127746582,2018-12-06
22.227680206298828,2018-12-07
22.00839614868164,2018-12-10
21.51001739501953,2018-12-11
21.769174575805664,2018-12-12
21.280763626098633,2018-12-13
21.15118408203125,2018-12-14
20.433521270751953,2018-12-17
20.5331974029541,2018-12-18
19.666015625,2018-12-19
19.13773536682129,2018-12-20
19.795595169067383,2018-12-21
18.858642578125,2018-12-24
20.15442657470703,2018-12-26
20.323875427246094,2018-12-27
20.313905715942383,2018-12-28
20.383682250976562,2018-12-31
20.93189811706543,2019-01-02
20.513259887695312,2019-01-03
20.872093200683594,2019-01-04
21.5399227142334,2019-01-07
21.78911018371582,2019-01-08
22.30742073059082,2019-01-09
22.41706657409668,2019-01-10
22.6363525390625,2019-01-11
21.928651809692383,2019-01-14
21.848913192749023,2019-01-15
21.769174575805664,2019-01-16
22.157907485961914,2019-01-17
23.144699096679688,2019-01-18
22.706125259399414,2019-01-22
22.35725975036621,2019-01-23
22.57654571533203,2019-01-24
24.101587295532227,2019-01-25
23.892263412475586,2019-01-28
24.360742568969727,2019-01-29
24.550127029418945,2019-01-30
24.59000015258789,2019-01-31
24.709609985351562,2019-02-01
24.819250106811523,2019-02-04
24.958799362182617,2019-02-05
25.068435668945312,2019-02-06
24.839187622070312,2019-02-07
24.290971755981445,2019-02-08
24.35077476501465,2019-02-11
24.550127029418945,2019-02-12
25.217952728271484,2019-02-13
25.277761459350586,2019-02-14
26.02532386779785,2019-02-15
25.83594512939453,2019-02-19
26.48383331298828,2019-02-20
26.962278366088867,2019-02-21
26.653284072875977,2019-02-22
26.972246170043945,2019-02-25
26.57354164123535,2019-02-26
26.563575744628906,2019-02-27
26.762929916381836,2019-02-28
27.2513370513916,2019-03-01
26.89250373840332,2019-03-04
26.852636337280273,2019-03-05
26.224679946899414,2019-03-06
26.005388259887695,2019-03-07
26.115034103393555,2019-03-08
27.032054901123047,2019-03-11
26.972246170043945,2019-03-12
27.630107879638672,2019-03-13
26.91244125366211,2019-03-14
27.819488525390625,2019-03-15
28.108551025390625,2019-03-18
27.650041580200195,2019-03-19
27.72978401184082,2019-03-20
27.899229049682617,2019-03-21
26.673219680786133,2019-03-22
27.012117385864258,2019-03-25
27.24137306213379,2019-03-26
26.962278366088867,2019-03-27
27.17159652709961,2019-03-28
27.71981430053711,2019-03-29
27.869325637817383,2019-04-01
27.739748001098633,2019-04-02
27.899229049682617,2019-04-03
27.949068069458008,2019-04-04
28.16835594177246,2019-04-05
28.23812484741211,2019-04-08
27.749717712402344,2019-04-09
27.919166564941406,2019-04-10
28.148420333862305,2019-04-11
27.640071868896484,2019-04-12
27.181564331054688,2019-04-15
27.33108139038086,2019-04-16
26.802797317504883,2019-04-17
26.9921817779541,2019-04-18
27.231403350830078,2019-04-22
27.7098445892334,2019-04-23
27.72978401184082,2019-04-24
27.689912796020508,2019-04-25
27.959035873413086,2019-04-26
32.44443893432617,2019-04-29
33.64055252075195,2019-04-30
34.49776840209961,2019-05-01
34.85659408569336,2019-05-02
34.58747100830078,2019-05-03
33.989418029785156,2019-05-06
33.87976837158203,2019-05-07
33.211944580078125,2019-05-08
33.321590423583984,2019-05-09
34.198734283447266,2019-05-10
33.67045974731445,2019-05-13
34.348243713378906,2019-05-14
35.14564895629883,2019-05-15
34.94629669189453,2019-05-16
34.61737060546875,2019-05-17
35.0360107421875,2019-05-20
35.77361297607422,2019-05-21
35.5543212890625,2019-05-22
34.78682327270508,2019-05-23
35.15562057495117,2019-05-24
35.18552017211914,2019-05-28
34.826690673828125,2019-05-29
34.6074104309082,2019-05-30
33.859840393066406,2019-05-31
33.650516510009766,2019-06-03
34.07912063598633,2019-06-04
33.49103546142578,2019-06-05
33.69038391113281,2019-06-06
33.520938873291016,2019-06-07
33.92960739135742,2019-06-10
33.64055252075195,2019-06-11
32.982688903808594,2019-06-12
33.37142562866211,2019-06-13
33.311614990234375,2019-06-14
33.48107147216797,2019-06-17
34.47782516479492,2019-06-18
34.70707702636719,2019-06-19
34.776851654052734,2019-06-20
33.989418029785156,2019-06-21
33.66048812866211,2019-06-24
33.7402229309082,2019-06-25
33.5907096862793,2019-06-26
33.790061950683594,2019-06-27
34.487789154052734,2019-06-28
34.717044830322266,2019-07-01
34.37815475463867,2019-07-02
34.487789154052734,2019-07-03
34.37815475463867,2019-07-05
33.989418029785156,2019-07-08
32.94281768798828,2019-07-09
32.952789306640625,2019-07-10
32.18528747558594,2019-07-11
33.15213394165039,2019-07-12
32.39460372924805,2019-07-15
33.2518196105957,2019-07-16
32.823211669921875,2019-07-17
32.6736946105957,2019-07-18
33.4212646484375,2019-07-19
33.34152603149414,2019-07-22
33.7402229309082,2019-07-23
33.89970016479492,2019-07-24
33.391353607177734,2019-07-25
32.992652893066406,2019-07-26
32.18528747558594,2019-07-29
33.09233474731445,2019-07-30
32.86308288574219,2019-07-31
31.10878562927246,2019-08-01
30.94930648803711,2019-08-02
30.082128524780273,2019-08-05
30.78982162475586,2019-08-06
30.590473175048828,2019-08-07
30.849634170532227,2019-08-08
30.311382293701172,2019-08-09
30.10206413269043,2019-08-12
30.47086524963379,2019-08-13
29.29469108581543,2019-08-14
29.344526290893555,2019-08-15
29.88277244567871,2019-08-16
30.151905059814453,2019-08-19
29.653520584106445,2019-08-20
29.49403953552246,2019-08-21
29.394365310668945,2019-08-22
28.138452529907227,2019-08-23
28.128482818603516,2019-08-26
27.640071868896484,2019-08-27
27.919166564941406,2019-08-28
28.39760971069336,2019-08-29
28.58699607849121,2019-08-30
27.37094497680664,2019-09-03
26.683183670043945,2019-09-04
28.16835594177246,2019-09-05
28.068675994873047,2019-09-06
28.676698684692383,2019-09-09
30.271514892578125,2019-09-10
30.121994018554688,2019-09-11
30.64031410217285,2019-09-12
31.128725051879883,2019-09-13
31.746713638305664,2019-09-16
30.959272384643555,2019-09-17
30.650278091430664,2019-09-18
29.932613372802734,2019-09-19
29.40433120727539,2019-09-20
29.204978942871094,2019-09-23
28.836181640625,2019-09-24
29.214950561523438,2019-09-25
29.085372924804688,2019-09-26
28.58699607849121,2019-09-27
28.198261260986328,2019-09-30
26.972246170043945,2019-10-01
27.032054901123047,2019-10-02
27.739748001098633,2019-10-03
28.128482818603516,2019-10-04
27.480594635009766,2019-10-07
26.922405242919922,2019-10-08
27.24137306213379,2019-10-09
28.038776397705078,2019-10-10
29.474105834960938,2019-10-11
28.975730895996094,2019-10-14
29.29469108581543,2019-10-15
29.354496002197266,2019-10-16
29.563814163208008,2019-10-17
30.74995231628418,2019-10-18
31.009113311767578,2019-10-21
31.876291275024414,2019-10-22
32.45440673828125,2019-10-23
32.15538024902344,2019-10-24
32.68366241455078,2019-10-25
32.215187072753906,2019-10-28
32.91291427612305,2019-10-29
32.0058708190918,2019-10-30
31.726776123046875,2019-10-31
32.743465423583984,2019-11-01
33.331546783447266,2019-11-04
32.534149169921875,2019-11-05
32.62385940551758,2019-11-06
33.132205963134766,2019-11-07
33.6206169128418,2019-11-08
33.710323333740234,2019-11-11
33.520938873291016,2019-11-12
33.271751403808594,2019-11-13
32.892982482910156,2019-11-14
33.54087829589844,2019-11-15
33.630584716796875,2019-11-18
33.55084228515625,2019-11-19
33.47110366821289,2019-11-20
33.09233474731445,2019-11-21
33.55084228515625,2019-11-22
33.83990478515625,2019-11-25
33.829933166503906,2019-11-26
34.00935363769531,2019-11-27
33.760162353515625,2019-11-29
33.43123245239258,2019-12-02
33.162105560302734,2019-12-03
33.271751403808594,2019-12-04
33.411293029785156,2019-12-05
33.97944259643555,2019-12-06
33.7402229309082,2019-12-09
33.331546783447266,2019-12-10
34.17879867553711,2019-12-11
34.90643310546875,2019-12-12
35.42474365234375,2019-12-13
36.06266784667969,2019-12-16
35.96299362182617,2019-12-17
36.0427360534668,2019-12-18
36.37166976928711,2019-12-19
36.521183013916016,2019-12-20
36.760406494140625,2019-12-23
36.66072082519531,2019-12-24
36.830177307128906,2019-12-26
36.830177307128906,2019-12-27
36.37166976928711,2019-12-30
36.5610466003418,2019-12-31
36.760406494140625,2020-01-02
36.60091781616211,2020-01-03
36.1623420715332,2020-01-06
35.89322280883789,2020-01-07
35.634063720703125,2020-01-08
35.683895111083984,2020-01-09
35.026039123535156,2020-01-10
35.32506561279297,2020-01-13
34.81672668457031,2020-01-14
34.388118743896484,2020-01-15
34.99614334106445,2020-01-16
35.36494064331055,2020-01-17
34.44792175292969,2020-01-21
34.388118743896484,2020-01-22
34.75691223144531,2020-01-23
34.5475959777832,2020-01-24
34.408058166503906,2020-01-27
35.46461868286133,2020-01-28
35.98292922973633,2020-01-29
36.092567443847656,2020-01-30
35.19549560546875,2020-01-31
35.65399932861328,2020-02-03
36.441444396972656,2020-02-04
36.630821228027344,2020-02-05
36.899940490722656,2020-02-06
36.96971893310547,2020-02-07
37.438194274902344,2020-02-10
37.61761474609375,2020-02-11
38.35520935058594,2020-02-12
37.428226470947266,2020-02-13
36.7105598449707,2020-02-14
37.428226470947266,2020-02-18
37.537864685058594,2020-02-19
38.524662017822266,2020-02-20
38.48479461669922,2020-02-21
36.441444396972656,2020-02-24
35.61412811279297,2020-02-25
35.634063720703125,2020-02-26
33.501007080078125,2020-02-27
32.68366241455078,2020-02-28
32.693626403808594,2020-03-02
31.597198486328125,2020-03-03
30.849634170532227,2020-03-04
26.742992401123047,2020-03-05
27.699878692626953,2020-03-06
23.254343032836914,2020-03-09
23.782623291015625,2020-03-10
23.4138240814209,2020-03-11
21.270793914794922,2020-03-12
22.925413131713867,2020-03-13
21.18108558654785,2020-03-16
21.47014808654785,2020-03-17
19.157670974731445,2020-03-18
19.94510841369629,2020-03-19
19.546405792236328,2020-03-20
19.4367618560791,2020-03-23
22.337324142456055,2020-03-24
23.20450782775879,2020-03-25
23.334083557128906,2020-03-26
22.55661392211914,2020-03-27
23.67298126220703,2020-03-30
24.719572067260742,2020-03-31
23.71285057067871,2020-04-01
22.96528434753418,2020-04-02
23.4138240814209,2020-04-03
25.347530364990234,2020-04-06
24.7395076751709,2020-04-07
25.616655349731445,2020-04-08
26.4140625,2020-04-09
26.134971618652344,2020-04-13
26.26454734802246,2020-04-14
24.281002044677734,2020-04-15
24.520225524902344,2020-04-16
26.723052978515625,2020-04-17
26.34429359436035,2020-04-20
26.294452667236328,2020-04-21
26.73302459716797,2020-04-22
27.27127456665039,2020-04-23
27.72978401184082,2020-04-24
28.676698684692383,2020-04-27
29.175081253051758,2020-04-28
30.22167205810547,2020-04-29
28.985694885253906,2020-04-30
28.038776397705078,2020-05-01
27.28124237060547,2020-05-04
27.500526428222656,2020-05-05
27.191532135009766,2020-05-06
27.59023666381836,2020-05-07
29.07540512084961,2020-05-08
28.995662689208984,2020-05-11
27.37094497680664,2020-05-12
25.83594512939453,2020-05-13
26.62337875366211,2020-05-14
26.334320068359375,2020-05-15
28.606931686401367,2020-05-18
28.387638092041016,2020-05-19
28.92588996887207,2020-05-20
29.31462287902832,2020-05-21
28.447446823120117,2020-05-22
30.311382293701172,2020-05-26
29.902711868286133,2020-05-27
28.65676498413086,2020-05-28
28.108551025390625,2020-05-29
28.666732788085938,2020-06-01
28.756437301635742,2020-06-02
30.690149307250977,2020-06-03
30.58050537109375,2020-06-04
33.132205963134766,2020-06-05
34.91639709472656,2020-06-08
32.982688903808594,2020-06-09
32.6736946105957,2020-06-10
30.650278091430664,2020-06-11
31.11875343322754,2020-06-12
30.919404983520508,2020-06-15
31.268266677856445,2020-06-16
29.45417022705078,2020-06-17
29.28472137451172,2020-06-18
28.716569900512695,2020-06-19
29.07540512084961,2020-06-22
28.88602066040039,2020-06-23
27.410816192626953,2020-06-24
27.480594635009766,2020-06-25
27.141693115234375,2020-06-26
28.018840789794922,2020-06-29
28.02880859375,2020-06-30
27.949068069458008,2020-07-01
28.367704391479492,2020-07-02
29.214950561523438,2020-07-06
28.008874893188477,2020-07-07
28.02880859375,2020-07-08
27.7696533203125,2020-07-09
28.21819305419922,2020-07-10
28.537153244018555,2020-07-13
29.63358497619629,2020-07-14
30.85959815979004,2020-07-15
30.58050537109375,2020-07-16
30.550600051879883,2020-07-17
31.1984920501709,2020-07-20
31.547361373901367,2020-07-21
31.79654884338379,2020-07-22
31.527423858642578,2020-07-23
31.497522354125977,2020-07-24
31.716808319091797,2020-07-27
31.248334884643555,2020-07-28
32.05570602416992,2020-07-29
31.70684051513672,2020-07-30
31.48755645751953,2020-07-31
32.52418518066406,2020-08-03
32.54412078857422,2020-08-04
32.793304443359375,2020-08-05
32.932857513427734,2020-08-06
33.790061950683594,2020-08-07
34.91639709472656,2020-08-10
35.74371337890625,2020-08-11
35.4945182800293,2020-08-12
35.00611114501953,2020-08-13
35.28520965576172,2020-08-14
34.69711685180664,2020-08-17
34.50773239135742,2020-08-18
34.31834411621094,2020-08-19
34.517696380615234,2020-08-20
34.59743881225586,2020-08-21
35.32506561279297,2020-08-24
35.12571716308594,2020-08-25
35.04597854614258,2020-08-26
35.175559997558594,2020-08-27
35.64402770996094,2020-08-28
34.94629669189453,2020-08-31
36.092567443847656,2020-09-01
35.98292922973633,2020-09-02
35.27523422241211,2020-09-03
35.19549560546875,2020-09-04
34.358219146728516,2020-09-08
35.30513381958008,2020-09-09
34.91639709472656,2020-09-10
35.863319396972656,2020-09-11
36.20221710205078,2020-09-14
36.212188720703125,2020-09-15
36.810237884521484,2020-09-16
37.06938934326172,2020-09-17
35.7835807800293,2020-09-18
34.5475959777832,2020-09-21
34.986175537109375,2020-09-22
34.91639709472656,2020-09-23
35.25529098510742,2020-09-24
35.25529098510742,2020-09-25
35.93308639526367,2020-09-28
35.75367736816406,2020-09-29
35.48455047607422,2020-09-30
35.45464324951172,2020-10-01
35.96299362182617,2020-10-02
36.79029846191406,2020-10-05
36.3317985534668,2020-10-06
36.541114807128906,2020-10-07
37.10926818847656,2020-10-08
37.00959014892578,2020-10-09
37.08932876586914,2020-10-12
37.40829086303711,2020-10-13
37.248809814453125,2020-10-14
36.94978713989258,2020-10-15
37.09929656982422,2020-10-16
36.48130798339844,2020-10-19
37.11923599243164,2020-10-20
37.13916778564453,2020-10-21
37.8069953918457,2020-10-22
38.14589309692383,2020-10-23
36.441444396972656,2020-10-26
35.98292922973633,2020-10-27
35.12571716308594,2020-10-28
34.966243743896484,2020-10-29
34.826690673828125,2020-10-30
35.863319396972656,2020-11-02
38.624332427978516,2020-11-03
37.946533203125,2020-11-04
39.670928955078125,2020-11-05
40.11947250366211,2020-11-06
42.641265869140625,2020-11-09
42.61137008666992,2020-11-10
42.4718132019043,2020-11-11
42.3621711730957,2020-11-12
42.621334075927734,2020-11-13
44.84410095214844,2020-11-16
44.495235443115234,2020-11-17
43.767601013183594,2020-11-18
44.05666732788086,2020-11-19
44.11646270751953,2020-11-20
44.33575439453125,2020-11-23
45.322547912597656,2020-11-24
44.6646842956543,2020-11-25
44.65471649169922,2020-11-27
44.12643051147461,2020-11-30
44.65471649169922,2020-12-01
44.18624496459961,2020-12-02
44.31581497192383,2020-12-03
45.04344940185547,2020-12-04
44.18624496459961,2020-12-07
44.39556121826172,2020-12-08
44.84410095214844,2020-12-09
44.64474868774414,2020-12-10
44.176273345947266,2020-12-11
43.71775817871094,2020-12-14
44.61484146118164,2020-12-15
44.176273345947266,2020-12-16
45.29263687133789,2020-12-17
45.07335662841797,2020-12-18
45.51192855834961,2020-12-21
45.41225051879883,2020-12-22
45.61159896850586,2020-12-23
45.8807258605957,2020-12-24
44.95374298095703,2020-12-28
44.33575439453125,2020-12-29
45.09328842163086,2020-12-30
45.41225051879883,2020-12-31
44.16630554199219,2021-01-04
45.05341339111328,2021-01-05
46.52861785888672,2021-01-06
46.867523193359375,2021-01-07
46.24952697753906,2021-01-08
46.339237213134766,2021-01-11
46.907386779785156,2021-01-12
45.93056869506836,2021-01-13
46.189720153808594,2021-01-14
45.7611198425293,2021-01-15
46.1398811340332,2021-01-19
45.84085464477539,2021-01-20
45.61159896850586,2021-01-21
45.08332061767578,2021-01-22
44.36565017700195,2021-01-25
43.448638916015625,2021-01-26
