AR,Date
57.79999923706055,2014-09-16
57.630001068115234,2014-09-17
57.97999954223633,2014-09-18
57.91999816894531,2014-09-19
56.93000030517578,2014-09-22
56.38999938964844,2014-09-23
56.31999969482422,2014-09-24
54.52000045776367,2014-09-25
55.20000076293945,2014-09-26
55.38999938964844,2014-09-29
54.88999938964844,2014-09-30
54.029998779296875,2014-10-01
53.130001068115234,2014-10-02
52.220001220703125,2014-10-03
51.86000061035156,2014-10-06
50.06999969482422,2014-10-07
49.689998626708984,2014-10-08
47.79999923706055,2014-10-09
47.380001068115234,2014-10-10
46.08000183105469,2014-10-13
46.13999938964844,2014-10-14
48.65999984741211,2014-10-15
52.439998626708984,2014-10-16
50.209999084472656,2014-10-17
49.459999084472656,2014-10-20
49.880001068115234,2014-10-21
47.75,2014-10-22
48.439998626708984,2014-10-23
48.90999984741211,2014-10-24
48.43000030517578,2014-10-27
50.06999969482422,2014-10-28
50.83000183105469,2014-10-29
51.25,2014-10-30
52.439998626708984,2014-10-31
52.29999923706055,2014-11-03
51.25,2014-11-04
52.310001373291016,2014-11-05
52.79999923706055,2014-11-06
55.060001373291016,2014-11-07
54.779998779296875,2014-11-10
55.060001373291016,2014-11-11
55.5099983215332,2014-11-12
53.18000030517578,2014-11-13
52.5099983215332,2014-11-14
52.27000045776367,2014-11-17
52.150001525878906,2014-11-18
52.29999923706055,2014-11-19
53.2400016784668,2014-11-20
52.810001373291016,2014-11-21
52.599998474121094,2014-11-24
51.470001220703125,2014-11-25
49.29999923706055,2014-11-26
46.91999816894531,2014-11-28
46.709999084472656,2014-12-01
45.2599983215332,2014-12-02
46.0099983215332,2014-12-03
43.970001220703125,2014-12-04
42.279998779296875,2014-12-05
38.599998474121094,2014-12-08
39.189998626708984,2014-12-09
39.040000915527344,2014-12-10
39.220001220703125,2014-12-11
39.88999938964844,2014-12-12
39.54999923706055,2014-12-15
40.9900016784668,2014-12-16
43.33000183105469,2014-12-17
43.04999923706055,2014-12-18
44.0099983215332,2014-12-19
42.65999984741211,2014-12-22
43.13999938964844,2014-12-23
42.5,2014-12-24
41.40999984741211,2014-12-26
41.290000915527344,2014-12-29
40.68000030517578,2014-12-30
40.58000183105469,2014-12-31
42.349998474121094,2015-01-02
38.47999954223633,2015-01-05
38.06999969482422,2015-01-06
36.63999938964844,2015-01-07
37.83000183105469,2015-01-08
39.33000183105469,2015-01-09
36.529998779296875,2015-01-12
36.279998779296875,2015-01-13
36.099998474121094,2015-01-14
35.18000030517578,2015-01-15
37.220001220703125,2015-01-16
36.54999923706055,2015-01-20
37.0,2015-01-21
35.90999984741211,2015-01-22
35.4900016784668,2015-01-23
36.650001525878906,2015-01-26
36.81999969482422,2015-01-27
34.59000015258789,2015-01-28
34.02000045776367,2015-01-29
34.650001525878906,2015-01-30
36.54999923706055,2015-02-02
38.58000183105469,2015-02-03
38.0099983215332,2015-02-04
40.40999984741211,2015-02-05
39.970001220703125,2015-02-06
40.66999816894531,2015-02-09
40.97999954223633,2015-02-10
39.77000045776367,2015-02-11
39.650001525878906,2015-02-12
40.34000015258789,2015-02-13
42.02000045776367,2015-02-17
41.040000915527344,2015-02-18
41.279998779296875,2015-02-19
40.2400016784668,2015-02-20
40.150001525878906,2015-02-23
39.40999984741211,2015-02-24
41.029998779296875,2015-02-25
40.52000045776367,2015-02-26
39.45000076293945,2015-02-27
38.02000045776367,2015-03-02
37.849998474121094,2015-03-03
38.45000076293945,2015-03-04
37.130001068115234,2015-03-05
36.88999938964844,2015-03-06
36.04999923706055,2015-03-09
35.529998779296875,2015-03-10
36.43000030517578,2015-03-11
36.380001068115234,2015-03-12
35.15999984741211,2015-03-13
34.93000030517578,2015-03-16
35.45000076293945,2015-03-17
36.959999084472656,2015-03-18
35.630001068115234,2015-03-19
36.029998779296875,2015-03-20
35.279998779296875,2015-03-23
35.08000183105469,2015-03-24
35.45000076293945,2015-03-25
35.33000183105469,2015-03-26
34.970001220703125,2015-03-27
35.209999084472656,2015-03-30
35.31999969482422,2015-03-31
35.349998474121094,2015-04-01
36.779998779296875,2015-04-02
37.15999984741211,2015-04-06
38.0099983215332,2015-04-07
37.54999923706055,2015-04-08
37.68000030517578,2015-04-09
37.349998474121094,2015-04-10
37.59000015258789,2015-04-13
38.9900016784668,2015-04-14
41.349998474121094,2015-04-15
41.56999969482422,2015-04-16
41.470001220703125,2015-04-17
41.58000183105469,2015-04-20
41.380001068115234,2015-04-21
41.95000076293945,2015-04-22
42.29999923706055,2015-04-23
42.560001373291016,2015-04-24
41.810001373291016,2015-04-27
41.91999816894531,2015-04-28
42.599998474121094,2015-04-29
44.310001373291016,2015-04-30
44.88999938964844,2015-05-01
44.45000076293945,2015-05-04
43.91999816894531,2015-05-05
44.04999923706055,2015-05-06
43.58000183105469,2015-05-07
45.650001525878906,2015-05-08
44.4900016784668,2015-05-11
44.36000061035156,2015-05-12
43.2400016784668,2015-05-13
41.900001525878906,2015-05-14
42.75,2015-05-15
42.52000045776367,2015-05-18
41.119998931884766,2015-05-19
40.97999954223633,2015-05-20
41.27000045776367,2015-05-21
40.79999923706055,2015-05-22
40.29999923706055,2015-05-26
40.29999923706055,2015-05-27
40.34000015258789,2015-05-28
40.0099983215332,2015-05-29
39.529998779296875,2015-06-01
40.06999969482422,2015-06-02
39.25,2015-06-03
38.380001068115234,2015-06-04
38.189998626708984,2015-06-05
37.97999954223633,2015-06-08
38.130001068115234,2015-06-09
37.599998474121094,2015-06-10
36.66999816894531,2015-06-11
36.20000076293945,2015-06-12
36.52000045776367,2015-06-15
36.349998474121094,2015-06-16
36.220001220703125,2015-06-17
36.150001525878906,2015-06-18
35.2400016784668,2015-06-19
35.720001220703125,2015-06-22
35.790000915527344,2015-06-23
35.709999084472656,2015-06-24
35.20000076293945,2015-06-25
35.119998931884766,2015-06-26
34.220001220703125,2015-06-29
34.34000015258789,2015-06-30
33.61000061035156,2015-07-01
33.25,2015-07-02
32.29999923706055,2015-07-06
33.02000045776367,2015-07-07
31.229999542236328,2015-07-08
31.040000915527344,2015-07-09
30.190000534057617,2015-07-10
31.239999771118164,2015-07-13
32.58000183105469,2015-07-14
31.600000381469727,2015-07-15
31.549999237060547,2015-07-16
30.43000030517578,2015-07-17
29.5,2015-07-20
29.260000228881836,2015-07-21
28.84000015258789,2015-07-22
28.549999237060547,2015-07-23
28.239999771118164,2015-07-24
27.520000457763672,2015-07-27
28.479999542236328,2015-07-28
28.40999984741211,2015-07-29
28.049999237060547,2015-07-30
27.510000228881836,2015-07-31
26.440000534057617,2015-08-03
26.530000686645508,2015-08-04
25.84000015258789,2015-08-05
26.5,2015-08-06
25.969999313354492,2015-08-07
27.030000686645508,2015-08-10
26.809999465942383,2015-08-11
27.940000534057617,2015-08-12
26.690000534057617,2015-08-13
27.09000015258789,2015-08-14
27.1200008392334,2015-08-17
27.420000076293945,2015-08-18
25.440000534057617,2015-08-19
25.3799991607666,2015-08-20
24.229999542236328,2015-08-21
22.309999465942383,2015-08-24
21.610000610351562,2015-08-25
22.850000381469727,2015-08-26
24.260000228881836,2015-08-27
25.239999771118164,2015-08-28
25.84000015258789,2015-08-31
25.84000015258789,2015-09-01
25.719999313354492,2015-09-02
26.149999618530273,2015-09-03
25.270000457763672,2015-09-04
25.479999542236328,2015-09-08
25.030000686645508,2015-09-09
25.139999389648438,2015-09-10
24.600000381469727,2015-09-11
23.690000534057617,2015-09-14
23.799999237060547,2015-09-15
25.540000915527344,2015-09-16
25.209999084472656,2015-09-17
23.559999465942383,2015-09-18
23.190000534057617,2015-09-21
22.6200008392334,2015-09-22
21.899999618530273,2015-09-23
21.940000534057617,2015-09-24
21.520000457763672,2015-09-25
20.200000762939453,2015-09-28
20.510000228881836,2015-09-29
21.15999984741211,2015-09-30
21.209999084472656,2015-10-01
21.979999542236328,2015-10-02
23.260000228881836,2015-10-05
25.56999969482422,2015-10-06
25.200000762939453,2015-10-07
25.829999923706055,2015-10-08
24.860000610351562,2015-10-09
23.649999618530273,2015-10-12
23.579999923706055,2015-10-13
23.649999618530273,2015-10-14
24.219999313354492,2015-10-15
24.1200008392334,2015-10-16
23.239999771118164,2015-10-19
23.760000228881836,2015-10-20
22.399999618530273,2015-10-21
21.90999984741211,2015-10-22
21.969999313354492,2015-10-23
21.399999618530273,2015-10-26
20.700000762939453,2015-10-27
21.18000030517578,2015-10-28
22.8799991607666,2015-10-29
23.56999969482422,2015-10-30
23.420000076293945,2015-11-02
24.34000015258789,2015-11-03
25.6200008392334,2015-11-04
25.030000686645508,2015-11-05
24.030000686645508,2015-11-06
24.579999923706055,2015-11-09
24.0,2015-11-10
22.940000534057617,2015-11-11
21.65999984741211,2015-11-12
22.8700008392334,2015-11-13
24.729999542236328,2015-11-16
23.299999237060547,2015-11-17
23.540000915527344,2015-11-18
22.719999313354492,2015-11-19
21.31999969482422,2015-11-20
20.959999084472656,2015-11-23
21.270000457763672,2015-11-24
21.360000610351562,2015-11-25
20.5,2015-11-27
20.610000610351562,2015-11-30
20.969999313354492,2015-12-01
19.709999084472656,2015-12-02
19.56999969482422,2015-12-03
19.790000915527344,2015-12-04
19.1200008392334,2015-12-07
19.56999969482422,2015-12-08
19.479999542236328,2015-12-09
19.860000610351562,2015-12-10
19.43000030517578,2015-12-11
19.579999923706055,2015-12-14
20.170000076293945,2015-12-15
20.209999084472656,2015-12-16
20.489999771118164,2015-12-17
20.81999969482422,2015-12-18
21.239999771118164,2015-12-21
20.56999969482422,2015-12-22
22.84000015258789,2015-12-23
22.780000686645508,2015-12-24
22.540000915527344,2015-12-28
23.209999084472656,2015-12-29
21.510000228881836,2015-12-30
21.799999237060547,2015-12-31
22.68000030517578,2016-01-04
22.110000610351562,2016-01-05
19.770000457763672,2016-01-06
20.950000762939453,2016-01-07
22.260000228881836,2016-01-08
20.18000030517578,2016-01-11
19.950000762939453,2016-01-12
19.899999618530273,2016-01-13
20.65999984741211,2016-01-14
21.68000030517578,2016-01-15
20.889999389648438,2016-01-19
22.989999771118164,2016-01-20
24.219999313354492,2016-01-21
23.899999618530273,2016-01-22
23.059999465942383,2016-01-25
24.959999084472656,2016-01-26
25.5,2016-01-27
26.0,2016-01-28
27.170000076293945,2016-01-29
26.8799991607666,2016-02-01
25.850000381469727,2016-02-02
26.65999984741211,2016-02-03
27.040000915527344,2016-02-04
27.170000076293945,2016-02-05
27.700000762939453,2016-02-08
26.229999542236328,2016-02-09
25.959999084472656,2016-02-10
25.15999984741211,2016-02-11
26.020000457763672,2016-02-12
24.639999389648438,2016-02-16
26.25,2016-02-17
24.639999389648438,2016-02-18
23.979999542236328,2016-02-19
24.290000915527344,2016-02-22
22.799999237060547,2016-02-23
24.040000915527344,2016-02-24
23.520000457763672,2016-02-25
24.1299991607666,2016-02-26
22.850000381469727,2016-02-29
22.469999313354492,2016-03-01
23.139999389648438,2016-03-02
23.889999389648438,2016-03-03
22.889999389648438,2016-03-04
24.020000457763672,2016-03-07
22.520000457763672,2016-03-08
22.8799991607666,2016-03-09
22.75,2016-03-10
23.729999542236328,2016-03-11
23.780000686645508,2016-03-14
24.1200008392334,2016-03-15
24.59000015258789,2016-03-16
24.6200008392334,2016-03-17
24.75,2016-03-18
26.020000457763672,2016-03-21
26.100000381469727,2016-03-22
24.719999313354492,2016-03-23
24.690000534057617,2016-03-24
24.68000030517578,2016-03-28
25.309999465942383,2016-03-29
24.889999389648438,2016-03-30
24.8700008392334,2016-03-31
24.770000457763672,2016-04-01
24.760000228881836,2016-04-04
24.729999542236328,2016-04-05
25.149999618530273,2016-04-06
25.5,2016-04-07
25.450000762939453,2016-04-08
25.530000686645508,2016-04-11
27.530000686645508,2016-04-12
26.81999969482422,2016-04-13
26.610000610351562,2016-04-14
26.84000015258789,2016-04-15
27.15999984741211,2016-04-18
27.90999984741211,2016-04-19
27.8799991607666,2016-04-20
27.8799991607666,2016-04-21
28.729999542236328,2016-04-22
28.229999542236328,2016-04-25
28.860000610351562,2016-04-26
29.68000030517578,2016-04-27
27.979999542236328,2016-04-28
28.299999237060547,2016-04-29
27.100000381469727,2016-05-02
25.850000381469727,2016-05-03
25.899999618530273,2016-05-04
25.799999237060547,2016-05-05
25.899999618530273,2016-05-06
25.489999771118164,2016-05-09
26.040000915527344,2016-05-10
26.020000457763672,2016-05-11
25.889999389648438,2016-05-12
25.5,2016-05-13
26.010000228881836,2016-05-16
27.190000534057617,2016-05-17
26.360000610351562,2016-05-18
26.209999084472656,2016-05-19
26.469999313354492,2016-05-20
27.1200008392334,2016-05-23
27.260000228881836,2016-05-24
27.920000076293945,2016-05-25
27.729999542236328,2016-05-26
28.020000457763672,2016-05-27
29.030000686645508,2016-05-31
29.1299991607666,2016-06-01
28.889999389648438,2016-06-02
28.860000610351562,2016-06-03
29.309999465942383,2016-06-06
30.100000381469727,2016-06-07
29.280000686645508,2016-06-08
29.34000015258789,2016-06-09
27.670000076293945,2016-06-10
28.34000015258789,2016-06-13
27.959999084472656,2016-06-14
27.979999542236328,2016-06-15
27.15999984741211,2016-06-16
27.829999923706055,2016-06-17
28.239999771118164,2016-06-20
28.68000030517578,2016-06-21
28.5,2016-06-22
28.600000381469727,2016-06-23
27.3799991607666,2016-06-24
26.559999465942383,2016-06-27
27.440000534057617,2016-06-28
26.510000228881836,2016-06-29
25.979999542236328,2016-06-30
26.280000686645508,2016-07-01
25.65999984741211,2016-07-05
25.950000762939453,2016-07-06
25.459999084472656,2016-07-07
25.700000762939453,2016-07-08
26.3700008392334,2016-07-11
27.75,2016-07-12
28.040000915527344,2016-07-13
26.850000381469727,2016-07-14
26.3700008392334,2016-07-15
26.829999923706055,2016-07-18
26.829999923706055,2016-07-19
26.440000534057617,2016-07-20
26.139999389648438,2016-07-21
26.190000534057617,2016-07-22
26.0,2016-07-25
26.110000610351562,2016-07-26
25.920000076293945,2016-07-27
25.889999389648438,2016-07-28
26.190000534057617,2016-07-29
25.850000381469727,2016-08-01
26.040000915527344,2016-08-02
27.200000762939453,2016-08-03
27.200000762939453,2016-08-04
27.229999542236328,2016-08-05
27.90999984741211,2016-08-08
27.139999389648438,2016-08-09
26.989999771118164,2016-08-10
26.940000534057617,2016-08-11
27.420000076293945,2016-08-12
27.579999923706055,2016-08-15
27.600000381469727,2016-08-16
26.93000030517578,2016-08-17
27.440000534057617,2016-08-18
26.979999542236328,2016-08-19
26.959999084472656,2016-08-22
27.239999771118164,2016-08-23
26.739999771118164,2016-08-24
26.790000915527344,2016-08-25
26.610000610351562,2016-08-26
26.15999984741211,2016-08-29
26.350000381469727,2016-08-30
25.559999465942383,2016-08-31
25.760000228881836,2016-09-01
25.920000076293945,2016-09-02
26.520000457763672,2016-09-06
26.6299991607666,2016-09-07
27.559999465942383,2016-09-08
27.110000610351562,2016-09-09
27.760000228881836,2016-09-12
26.559999465942383,2016-09-13
26.1299991607666,2016-09-14
26.6200008392334,2016-09-15
26.040000915527344,2016-09-16
26.540000915527344,2016-09-19
26.649999618530273,2016-09-20
27.43000030517578,2016-09-21
26.989999771118164,2016-09-22
26.34000015258789,2016-09-23
26.56999969482422,2016-09-26
25.68000030517578,2016-09-27
26.860000610351562,2016-09-28
26.139999389648438,2016-09-29
26.950000762939453,2016-09-30
27.219999313354492,2016-10-03
27.040000915527344,2016-10-04
27.34000015258789,2016-10-05
27.520000457763672,2016-10-06
27.760000228881836,2016-10-07
27.780000686645508,2016-10-10
27.219999313354492,2016-10-11
27.299999237060547,2016-10-12
27.81999969482422,2016-10-13
27.510000228881836,2016-10-14
27.510000228881836,2016-10-17
27.440000534057617,2016-10-18
27.079999923706055,2016-10-19
27.200000762939453,2016-10-20
26.479999542236328,2016-10-21
26.049999237060547,2016-10-24
25.350000381469727,2016-10-25
25.68000030517578,2016-10-26
26.780000686645508,2016-10-27
26.790000915527344,2016-10-28
26.469999313354492,2016-10-31
25.93000030517578,2016-11-01
25.239999771118164,2016-11-02
24.799999237060547,2016-11-03
24.649999618530273,2016-11-04
24.829999923706055,2016-11-07
24.639999389648438,2016-11-08
24.84000015258789,2016-11-09
24.350000381469727,2016-11-10
24.579999923706055,2016-11-11
25.100000381469727,2016-11-14
25.229999542236328,2016-11-15
24.989999771118164,2016-11-16
24.600000381469727,2016-11-17
24.950000762939453,2016-11-18
25.3799991607666,2016-11-21
25.010000228881836,2016-11-22
25.040000915527344,2016-11-23
24.520000457763672,2016-11-25
24.360000610351562,2016-11-28
24.790000915527344,2016-11-29
24.489999771118164,2016-11-30
25.059999465942383,2016-12-01
25.3700008392334,2016-12-02
26.520000457763672,2016-12-05
26.559999465942383,2016-12-06
26.549999237060547,2016-12-07
26.90999984741211,2016-12-08
26.719999313354492,2016-12-09
25.31999969482422,2016-12-12
25.8799991607666,2016-12-13
25.049999237060547,2016-12-14
25.420000076293945,2016-12-15
24.43000030517578,2016-12-16
24.399999618530273,2016-12-19
24.030000686645508,2016-12-20
24.469999313354492,2016-12-21
24.440000534057617,2016-12-22
24.270000457763672,2016-12-23
24.3799991607666,2016-12-27
23.950000762939453,2016-12-28
23.959999084472656,2016-12-29
23.649999618530273,2016-12-30
23.68000030517578,2017-01-03
24.6299991607666,2017-01-04
24.889999389648438,2017-01-05
24.68000030517578,2017-01-06
24.1200008392334,2017-01-09
24.219999313354492,2017-01-10
24.520000457763672,2017-01-11
25.510000228881836,2017-01-12
25.6200008392334,2017-01-13
25.450000762939453,2017-01-17
25.639999389648438,2017-01-18
25.780000686645508,2017-01-19
25.65999984741211,2017-01-20
25.5,2017-01-23
25.850000381469727,2017-01-24
25.739999771118164,2017-01-25
25.899999618530273,2017-01-26
25.84000015258789,2017-01-27
24.6299991607666,2017-01-30
24.40999984741211,2017-01-31
24.649999618530273,2017-02-01
25.579999923706055,2017-02-02
26.15999984741211,2017-02-03
25.40999984741211,2017-02-06
25.440000534057617,2017-02-07
24.81999969482422,2017-02-08
25.06999969482422,2017-02-09
24.860000610351562,2017-02-10
24.920000076293945,2017-02-13
25.559999465942383,2017-02-14
25.829999923706055,2017-02-15
25.190000534057617,2017-02-16
25.06999969482422,2017-02-17
24.90999984741211,2017-02-21
24.540000915527344,2017-02-22
24.299999237060547,2017-02-23
24.0,2017-02-24
24.1200008392334,2017-02-27
23.979999542236328,2017-02-28
24.469999313354492,2017-03-01
24.56999969482422,2017-03-02
24.280000686645508,2017-03-03
24.860000610351562,2017-03-06
24.440000534057617,2017-03-07
24.280000686645508,2017-03-08
24.200000762939453,2017-03-09
23.799999237060547,2017-03-10
24.100000381469727,2017-03-13
23.56999969482422,2017-03-14
23.8799991607666,2017-03-15
23.6299991607666,2017-03-16
23.479999542236328,2017-03-17
23.420000076293945,2017-03-20
22.920000076293945,2017-03-21
22.469999313354492,2017-03-22
22.260000228881836,2017-03-23
22.489999771118164,2017-03-24
22.6299991607666,2017-03-27
22.670000076293945,2017-03-28
23.1299991607666,2017-03-29
22.899999618530273,2017-03-30
22.809999465942383,2017-03-31
22.739999771118164,2017-04-03
23.15999984741211,2017-04-04
22.75,2017-04-05
23.06999969482422,2017-04-06
23.139999389648438,2017-04-07
23.440000534057617,2017-04-10
23.1200008392334,2017-04-11
22.600000381469727,2017-04-12
22.059999465942383,2017-04-13
22.0,2017-04-17
21.950000762939453,2017-04-18
21.389999389648438,2017-04-19
21.3700008392334,2017-04-20
21.389999389648438,2017-04-21
21.5,2017-04-24
21.850000381469727,2017-04-25
21.950000762939453,2017-04-26
21.530000686645508,2017-04-27
21.190000534057617,2017-04-28
21.479999542236328,2017-05-01
21.1299991607666,2017-05-02
21.139999389648438,2017-05-03
20.399999618530273,2017-05-04
21.25,2017-05-05
21.329999923706055,2017-05-08
20.950000762939453,2017-05-09
21.34000015258789,2017-05-10
21.020000457763672,2017-05-11
21.170000076293945,2017-05-12
21.280000686645508,2017-05-15
20.940000534057617,2017-05-16
20.959999084472656,2017-05-17
21.40999984741211,2017-05-18
22.239999771118164,2017-05-19
21.68000030517578,2017-05-22
21.90999984741211,2017-05-23
21.399999618530273,2017-05-24
21.209999084472656,2017-05-25
21.020000457763672,2017-05-26
20.639999389648438,2017-05-30
20.56999969482422,2017-05-31
20.6200008392334,2017-06-01
19.68000030517578,2017-06-02
19.760000228881836,2017-06-05
20.329999923706055,2017-06-06
20.299999237060547,2017-06-07
20.829999923706055,2017-06-08
21.5,2017-06-09
21.579999923706055,2017-06-12
22.479999542236328,2017-06-13
21.8799991607666,2017-06-14
22.350000381469727,2017-06-15
22.600000381469727,2017-06-16
21.43000030517578,2017-06-19
20.6299991607666,2017-06-20
20.170000076293945,2017-06-21
20.15999984741211,2017-06-22
20.780000686645508,2017-06-23
21.06999969482422,2017-06-26
21.049999237060547,2017-06-27
20.899999618530273,2017-06-28
21.40999984741211,2017-06-29
21.610000610351562,2017-06-30
21.770000457763672,2017-07-03
20.989999771118164,2017-07-05
20.84000015258789,2017-07-06
20.65999984741211,2017-07-07
21.290000915527344,2017-07-10
