UAL,Date
42.109500885009766,2007-01-29
40.25791931152344,2007-01-30
40.398189544677734,2007-01-31
41.314632415771484,2007-02-01
41.43619918823242,2007-02-02
41.50165939331055,2007-02-05
42.19366455078125,2007-02-06
42.41809844970703,2007-02-07
41.98793411254883,2007-02-08
41.5390625,2007-02-09
41.85701370239258,2007-02-12
41.81025695800781,2007-02-13
41.959877014160156,2007-02-14
41.61387634277344,2007-02-15
41.754150390625,2007-02-16
42.240421295166016,2007-02-20
41.69804000854492,2007-02-21
40.57586669921875,2007-02-22
39.96802520751953,2007-02-23
39.416290283203125,2007-02-26
37.424434661865234,2007-02-27
37.39638137817383,2007-02-28
37.387027740478516,2007-03-01
36.536048889160156,2007-03-02
35.956260681152344,2007-03-05
36.65761947631836,2007-03-06
36.311614990234375,2007-03-07
35.7318229675293,2007-03-08
35.956260681152344,2007-03-09
37.387027740478516,2007-03-12
36.34901809692383,2007-03-13
35.36711883544922,2007-03-14
36.3770751953125,2007-03-15
35.96561050415039,2007-03-16
37.22805404663086,2007-03-19
37.60211181640625,2007-03-20
38.780391693115234,2007-03-21
37.12519073486328,2007-03-22
36.85399627685547,2007-03-23
35.83469009399414,2007-03-26
35.87209701538086,2007-03-27
35.63831329345703,2007-03-28
35.572853088378906,2007-03-29
35.69441604614258,2007-03-30
35.86274337768555,2007-04-02
37.56470489501953,2007-04-03
37.45248794555664,2007-04-04
38.28476333618164,2007-04-05
39.565914154052734,2007-04-09
39.1825065612793,2007-04-10
39.809051513671875,2007-04-11
39.509803771972656,2007-04-12
39.43498992919922,2007-04-13
39.99607849121094,2007-04-16
40.51976013183594,2007-04-17
41.36138916015625,2007-04-18
40.005428314208984,2007-04-19
38.20060348510742,2007-04-20
36.84464645385742,2007-04-23
36.62021255493164,2007-04-24
35.79728317260742,2007-04-25
34.55354690551758,2007-04-26
31.804222106933594,2007-04-27
31.233787536621094,2007-04-30
31.0467586517334,2007-05-01
31.570436477661133,2007-05-02
31.374055862426758,2007-05-03
33.26304626464844,2007-05-04
33.169532775878906,2007-05-07
33.45942687988281,2007-05-08
32.963802337646484,2007-05-09
32.36531066894531,2007-05-10
32.468177795410156,2007-05-11
31.579790115356445,2007-05-14
31.140270233154297,2007-05-15
32.37466049194336,2007-05-16
33.319156646728516,2007-05-17
33.45942687988281,2007-05-18
33.300453186035156,2007-05-21
34.413272857666016,2007-05-22
34.675113677978516,2007-05-23
35.32036209106445,2007-05-24
35.64766311645508,2007-05-25
36.45188522338867,2007-05-29
36.769832611083984,2007-05-30
36.713722229003906,2007-05-31
36.264854431152344,2007-06-01
33.86153793334961,2007-06-04
34.38521957397461,2007-06-05
34.00181198120117,2007-06-06
32.832881927490234,2007-06-07
33.73061752319336,2007-06-08
33.10407257080078,2007-06-11
32.35595703125,2007-06-12
32.7580680847168,2007-06-13
33.468780517578125,2007-06-14
33.44072341918945,2007-06-15
33.038612365722656,2007-06-18
35.46998596191406,2007-06-19
36.161991119384766,2007-06-20
36.79788589477539,2007-06-21
36.81658935546875,2007-06-22
36.43318176269531,2007-06-25
36.10588455200195,2007-06-26
36.423831939697266,2007-06-27
37.994873046875,2007-06-28
37.95746612548828,2007-06-29
38.46244430541992,2007-07-02
39.369529724121094,2007-07-03
41.333335876464844,2007-07-05
42.02533721923828,2007-07-06
41.95052719116211,2007-07-09
40.809654235839844,2007-07-10
40.155052185058594,2007-07-11
40.26727294921875,2007-07-12
40.28597640991211,2007-07-13
41.61387634277344,2007-07-16
42.801509857177734,2007-07-17
44.21357345581055,2007-07-18
43.88627624511719,2007-07-19
44.120059967041016,2007-07-20
44.176170349121094,2007-07-23
46.037105560302734,2007-07-24
45.09260940551758,2007-07-25
43.5402717590332,2007-07-26
42.59577560424805,2007-07-27
42.36199188232422,2007-07-30
41.277225494384766,2007-07-31
41.55776596069336,2007-08-01
42.67993927001953,2007-08-02
41.903770446777344,2007-08-03
40.660030364990234,2007-08-06
40.63197708129883,2007-08-07
43.128807067871094,2007-08-08
40.97797775268555,2007-08-09
39.86515808105469,2007-08-10
39.70618438720703,2007-08-13
38.9674186706543,2007-08-14
35.64766311645508,2007-08-15
36.05912780761719,2007-08-16
38.00422286987305,2007-08-17
37.81719207763672,2007-08-20
40.06153869628906,2007-08-21
40.98733139038086,2007-08-22
40.8751106262207,2007-08-23
42.55836868286133,2007-08-24
41.3707389831543,2007-08-27
40.95927429199219,2007-08-28
42.37134552001953,2007-08-29
43.10075378417969,2007-08-30
44.39125442504883,2007-08-31
44.746604919433594,2007-09-04
43.90497970581055,2007-09-05
42.913726806640625,2007-09-06
41.782203674316406,2007-09-07
41.754150390625,2007-09-10
42.745399475097656,2007-09-11
41.333335876464844,2007-09-12
42.10015106201172,2007-09-13
42.88567352294922,2007-09-14
41.978580474853516,2007-09-17
43.128807067871094,2007-09-18
44.69049835205078,2007-09-19
43.792762756347656,2007-09-20
43.02593994140625,2007-09-21
40.42624282836914,2007-09-24
41.24917221069336,2007-09-25
42.801509857177734,2007-09-26
42.801509857177734,2007-09-27
43.51221466064453,2007-09-28
44.68114471435547,2007-10-01
45.625640869140625,2007-10-02
45.13001251220703,2007-10-03
44.05459976196289,2007-10-04
45.26093673706055,2007-10-05
45.44796371459961,2007-10-08
45.85942840576172,2007-10-09
45.54147720336914,2007-10-10
44.52217102050781,2007-10-11
44.71855163574219,2007-10-12
43.55897521972656,2007-10-15
44.69049835205078,2007-10-16
46.43921661376953,2007-10-17
45.850074768066406,2007-10-18
44.76530838012695,2007-10-19
45.008445739746094,2007-10-22
48.15052795410156,2007-10-23
47.0096549987793,2007-10-24
45.45731735229492,2007-10-25
44.21357345581055,2007-10-26
43.596378326416016,2007-10-29
45.05520248413086,2007-10-30
44.793365478515625,2007-10-31
44.026546478271484,2007-11-01
42.57707214355469,2007-11-02
42.39004898071289,2007-11-05
40.660030364990234,2007-11-06
39.285369873046875,2007-11-07
38.75233840942383,2007-11-08
37.69562911987305,2007-11-09
38.35957717895508,2007-11-12
40.678733825683594,2007-11-13
41.30527877807617,2007-11-14
40.45429611206055,2007-11-15
40.12699890136719,2007-11-16
38.11643981933594,2007-11-19
35.71311950683594,2007-11-20
36.47058868408203,2007-11-21
37.62081527709961,2007-11-23
37.20000076293945,2007-11-26
37.97616958618164,2007-11-27
38.80844497680664,2007-11-28
37.517948150634766,2007-11-29
38.28476333618164,2007-11-30
37.22805404663086,2007-12-03
37.387027740478516,2007-12-04
37.52730178833008,2007-12-05
37.994873046875,2007-12-06
39.640724182128906,2007-12-07
39.2105598449707,2007-12-10
36.461238861083984,2007-12-11
34.1140251159668,2007-12-12
34.188838958740234,2007-12-13
34.38521957397461,2007-12-14
32.552337646484375,2007-12-17
32.37466049194336,2007-12-18
34.132728576660156,2007-12-19
33.23499298095703,2007-12-20
33.431373596191406,2007-12-21
34.57225036621094,2007-12-24
33.78672790527344,2007-12-26
32.54298400878906,2007-12-27
32.25309371948242,2007-12-28
33.34720993041992,2007-12-31
29.915233612060547,2008-01-02
29.690799713134766,2008-01-03
31.000001907348633,2008-01-04
29.18000030517578,2008-01-07
24.389999389648438,2008-01-08
26.030000686645508,2008-01-09
32.189998626708984,2008-01-10
32.06999969482422,2008-01-11
32.93000030517578,2008-01-14
34.56999969482422,2008-01-15
34.63999938964844,2008-01-16
33.41999816894531,2008-01-17
32.939998626708984,2008-01-18
31.8700008392334,2008-01-22
36.40999984741211,2008-01-23
34.470001220703125,2008-01-24
34.869998931884766,2008-01-25
35.630001068115234,2008-01-28
35.66999816894531,2008-01-29
36.0,2008-01-30
37.95000076293945,2008-01-31
41.13999938964844,2008-02-01
38.58000183105469,2008-02-04
36.65999984741211,2008-02-05
37.66999816894531,2008-02-06
39.54999923706055,2008-02-07
39.959999084472656,2008-02-08
40.11000061035156,2008-02-11
38.83000183105469,2008-02-12
38.59000015258789,2008-02-13
37.029998779296875,2008-02-14
37.349998474121094,2008-02-15
35.810001373291016,2008-02-19
37.13999938964844,2008-02-20
35.90999984741211,2008-02-21
35.4900016784668,2008-02-22
35.25,2008-02-25
34.95000076293945,2008-02-26
33.22999954223633,2008-02-27
31.940000534057617,2008-02-28
30.299999237060547,2008-02-29
29.34000015258789,2008-03-03
28.399999618530273,2008-03-04
30.170000076293945,2008-03-05
28.309999465942383,2008-03-06
28.09000015258789,2008-03-07
26.489999771118164,2008-03-10
26.829999923706055,2008-03-11
24.290000915527344,2008-03-12
24.049999237060547,2008-03-13
22.68000030517578,2008-03-14
20.90999984741211,2008-03-17
22.56999969482422,2008-03-18
23.18000030517578,2008-03-19
23.170000076293945,2008-03-20
23.639999389648438,2008-03-24
24.1299991607666,2008-03-25
21.989999771118164,2008-03-26
21.25,2008-03-27
21.190000534057617,2008-03-28
21.530000686645508,2008-03-31
23.1299991607666,2008-04-01
22.040000915527344,2008-04-02
21.790000915527344,2008-04-03
21.200000762939453,2008-04-04
22.18000030517578,2008-04-07
22.729999542236328,2008-04-08
21.15999984741211,2008-04-09
22.399999618530273,2008-04-10
22.899999618530273,2008-04-11
23.610000610351562,2008-04-14
22.31999969482422,2008-04-15
22.860000610351562,2008-04-16
22.399999618530273,2008-04-17
22.850000381469727,2008-04-18
21.43000030517578,2008-04-21
13.550000190734863,2008-04-22
13.949999809265137,2008-04-23
15.399999618530273,2008-04-24
15.210000038146973,2008-04-25
14.8100004196167,2008-04-28
14.930000305175781,2008-04-29
14.899999618530273,2008-04-30
16.100000381469727,2008-05-01
15.890000343322754,2008-05-02
15.0,2008-05-05
14.149999618530273,2008-05-06
13.819999694824219,2008-05-07
13.539999961853027,2008-05-08
13.710000038146973,2008-05-09
14.0,2008-05-12
13.710000038146973,2008-05-13
14.170000076293945,2008-05-14
14.380000114440918,2008-05-15
13.8100004196167,2008-05-16
12.420000076293945,2008-05-19
11.5600004196167,2008-05-20
8.149999618530273,2008-05-21
8.149999618530273,2008-05-22
7.519999980926514,2008-05-23
8.180000305175781,2008-05-27
7.909999847412109,2008-05-28
8.390000343322754,2008-05-29
8.539999961853027,2008-05-30
7.880000114440918,2008-06-02
8.529999732971191,2008-06-03
9.140000343322754,2008-06-04
10.109999656677246,2008-06-05
8.640000343322754,2008-06-06
8.279999732971191,2008-06-09
8.25,2008-06-10
7.21999979019165,2008-06-11
6.309999942779541,2008-06-12
6.860000133514404,2008-06-13
7.190000057220459,2008-06-16
7.0,2008-06-17
6.550000190734863,2008-06-18
8.109999656677246,2008-06-19
7.159999847412109,2008-06-20
6.090000152587891,2008-06-23
6.010000228881836,2008-06-24
5.75,2008-06-25
5.559999942779541,2008-06-26
5.559999942779541,2008-06-27
5.21999979019165,2008-06-30
4.599999904632568,2008-07-01
4.010000228881836,2008-07-02
3.859999895095825,2008-07-03
4.190000057220459,2008-07-07
4.75,2008-07-08
4.409999847412109,2008-07-09
4.170000076293945,2008-07-10
3.630000114440918,2008-07-11
3.430000066757202,2008-07-14
3.130000114440918,2008-07-15
4.429999828338623,2008-07-16
5.070000171661377,2008-07-17
5.449999809265137,2008-07-18
4.989999771118164,2008-07-21
8.40999984741211,2008-07-22
9.350000381469727,2008-07-23
7.449999809265137,2008-07-24
7.650000095367432,2008-07-25
7.010000228881836,2008-07-28
8.510000228881836,2008-07-29
7.900000095367432,2008-07-30
8.3100004196167,2008-07-31
8.199999809265137,2008-08-01
8.930000305175781,2008-08-04
10.239999771118164,2008-08-05
10.100000381469727,2008-08-06
9.609999656677246,2008-08-07
11.130000114440918,2008-08-08
12.270000457763672,2008-08-11
13.300000190734863,2008-08-12
12.0600004196167,2008-08-13
12.680000305175781,2008-08-14
14.180000305175781,2008-08-15
14.9399995803833,2008-08-18
13.569999694824219,2008-08-19
12.399999618530273,2008-08-20
11.329999923706055,2008-08-21
12.720000267028809,2008-08-22
12.170000076293945,2008-08-25
11.149999618530273,2008-08-26
9.880000114440918,2008-08-27
11.0,2008-08-28
11.109999656677246,2008-08-29
12.40999984741211,2008-09-02
12.5600004196167,2008-09-03
11.920000076293945,2008-09-04
12.300000190734863,2008-09-05
10.920000076293945,2008-09-08
10.600000381469727,2008-09-09
9.970000267028809,2008-09-10
11.119999885559082,2008-09-11
11.359999656677246,2008-09-12
12.359999656677246,2008-09-15
14.020000457763672,2008-09-16
12.529999732971191,2008-09-17
12.90999984741211,2008-09-18
13.239999771118164,2008-09-19
11.800000190734863,2008-09-22
11.800000190734863,2008-09-23
10.350000381469727,2008-09-24
9.960000038146973,2008-09-25
9.149999618530273,2008-09-26
8.329999923706055,2008-09-29
8.789999961853027,2008-09-30
9.520000457763672,2008-10-01
9.109999656677246,2008-10-02
8.109999656677246,2008-10-03
6.699999809265137,2008-10-06
5.019999980926514,2008-10-07
5.400000095367432,2008-10-08
5.349999904632568,2008-10-09
6.019999980926514,2008-10-10
7.0,2008-10-13
7.130000114440918,2008-10-14
7.349999904632568,2008-10-15
10.300000190734863,2008-10-16
12.279999732971191,2008-10-17
12.670000076293945,2008-10-20
13.800000190734863,2008-10-21
14.649999618530273,2008-10-22
12.510000228881836,2008-10-23
11.949999809265137,2008-10-24
11.399999618530273,2008-10-27
12.760000228881836,2008-10-28
11.0,2008-10-29
13.180000305175781,2008-10-30
14.5600004196167,2008-10-31
16.59000015258789,2008-11-03
15.479999542236328,2008-11-04
14.460000038146973,2008-11-05
14.270000457763672,2008-11-06
13.979999542236328,2008-11-07
13.34000015258789,2008-11-10
12.829999923706055,2008-11-11
9.329999923706055,2008-11-12
11.0,2008-11-13
10.149999618530273,2008-11-14
10.6899995803833,2008-11-17
11.029999732971191,2008-11-18
8.5600004196167,2008-11-19
7.53000020980835,2008-11-20
7.670000076293945,2008-11-21
8.850000381469727,2008-11-24
11.039999961853027,2008-11-25
11.029999732971191,2008-11-26
11.25,2008-11-28
8.9399995803833,2008-12-01
9.640000343322754,2008-12-02
9.920000076293945,2008-12-03
10.430000305175781,2008-12-04
11.760000228881836,2008-12-05
12.100000381469727,2008-12-08
10.520000457763672,2008-12-09
10.359999656677246,2008-12-10
9.430000305175781,2008-12-11
9.9399995803833,2008-12-12
9.520000457763672,2008-12-15
10.220000267028809,2008-12-16
10.600000381469727,2008-12-17
11.010000228881836,2008-12-18
11.09000015258789,2008-12-19
10.670000076293945,2008-12-22
10.369999885559082,2008-12-23
10.579999923706055,2008-12-24
10.520000457763672,2008-12-26
10.569999694824219,2008-12-29
10.739999771118164,2008-12-30
11.020000457763672,2008-12-31
11.869999885559082,2009-01-02
11.449999809265137,2009-01-05
12.0600004196167,2009-01-06
12.0600004196167,2009-01-07
12.770000457763672,2009-01-08
12.239999771118164,2009-01-09
11.649999618530273,2009-01-12
11.039999961853027,2009-01-13
10.270000457763672,2009-01-14
11.140000343322754,2009-01-15
11.949999809265137,2009-01-16
11.619999885559082,2009-01-20
10.90999984741211,2009-01-21
11.449999809265137,2009-01-22
11.829999923706055,2009-01-23
12.109999656677246,2009-01-26
11.039999961853027,2009-01-27
11.720000267028809,2009-01-28
10.5,2009-01-29
9.4399995803833,2009-01-30
9.079999923706055,2009-02-02
8.970000267028809,2009-02-03
8.539999961853027,2009-02-04
8.579999923706055,2009-02-05
8.9399995803833,2009-02-06
8.890000343322754,2009-02-09
8.229999542236328,2009-02-10
7.53000020980835,2009-02-11
7.869999885559082,2009-02-12
7.989999771118164,2009-02-13
7.46999979019165,2009-02-17
6.360000133514404,2009-02-18
6.070000171661377,2009-02-19
5.420000076293945,2009-02-20
6.480000019073486,2009-02-23
6.71999979019165,2009-02-24
6.300000190734863,2009-02-25
5.989999771118164,2009-02-26
4.909999847412109,2009-02-27
4.260000228881836,2009-03-02
3.940000057220459,2009-03-03
4.21999979019165,2009-03-04
3.6600000858306885,2009-03-05
3.940000057220459,2009-03-06
3.8399999141693115,2009-03-09
4.5,2009-03-10
5.099999904632568,2009-03-11
5.590000152587891,2009-03-12
6.070000171661377,2009-03-13
5.440000057220459,2009-03-16
5.78000020980835,2009-03-17
6.019999980926514,2009-03-18
5.190000057220459,2009-03-19
4.480000019073486,2009-03-20
4.789999961853027,2009-03-23
4.550000190734863,2009-03-24
4.760000228881836,2009-03-25
5.400000095367432,2009-03-26
5.019999980926514,2009-03-27
4.5,2009-03-30
4.480000019073486,2009-03-31
4.860000133514404,2009-04-01
5.28000020980835,2009-04-02
5.289999961853027,2009-04-03
5.860000133514404,2009-04-06
5.46999979019165,2009-04-07
5.699999809265137,2009-04-08
6.559999942779541,2009-04-09
6.760000228881836,2009-04-13
6.050000190734863,2009-04-14
6.559999942779541,2009-04-15
6.46999979019165,2009-04-16
6.449999809265137,2009-04-17
5.869999885559082,2009-04-20
6.630000114440918,2009-04-21
6.179999828338623,2009-04-22
6.389999866485596,2009-04-23
6.420000076293945,2009-04-24
5.5,2009-04-27
5.050000190734863,2009-04-28
5.179999828338623,2009-04-29
4.920000076293945,2009-04-30
5.159999847412109,2009-05-01
5.610000133514404,2009-05-04
6.21999979019165,2009-05-05
6.019999980926514,2009-05-06
5.570000171661377,2009-05-07
5.570000171661377,2009-05-08
5.510000228881836,2009-05-11
5.25,2009-05-12
4.829999923706055,2009-05-13
4.920000076293945,2009-05-14
4.760000228881836,2009-05-15
5.099999904632568,2009-05-18
5.139999866485596,2009-05-19
5.0,2009-05-20
4.889999866485596,2009-05-21
4.869999885559082,2009-05-22
4.909999847412109,2009-05-26
4.53000020980835,2009-05-27
4.389999866485596,2009-05-28
4.650000095367432,2009-05-29
4.96999979019165,2009-06-01
5.269999980926514,2009-06-02
5.289999961853027,2009-06-03
5.119999885559082,2009-06-04
5.039999961853027,2009-06-05
4.650000095367432,2009-06-08
4.659999847412109,2009-06-09
4.369999885559082,2009-06-10
4.119999885559082,2009-06-11
3.8299999237060547,2009-06-12
3.7300000190734863,2009-06-15
3.819999933242798,2009-06-16
3.9800000190734863,2009-06-17
3.819999933242798,2009-06-18
3.8499999046325684,2009-06-19
3.569999933242798,2009-06-22
3.200000047683716,2009-06-23
3.1700000762939453,2009-06-24
3.569999933242798,2009-06-25
3.4800000190734863,2009-06-26
3.4700000286102295,2009-06-29
3.190000057220459,2009-06-30
3.2899999618530273,2009-07-01
3.309999942779541,2009-07-02
3.3399999141693115,2009-07-06
3.259999990463257,2009-07-07
3.25,2009-07-08
3.180000066757202,2009-07-09
3.259999990463257,2009-07-10
3.309999942779541,2009-07-13
3.2699999809265137,2009-07-14
3.4700000286102295,2009-07-15
3.490000009536743,2009-07-16
3.390000104904175,2009-07-17
3.509999990463257,2009-07-20
3.7200000286102295,2009-07-21
3.359999895095825,2009-07-22
3.440000057220459,2009-07-23
3.7899999618530273,2009-07-24
3.7200000286102295,2009-07-27
3.9600000381469727,2009-07-28
4.159999847412109,2009-07-29
4.130000114440918,2009-07-30
4.119999885559082,2009-07-31
4.210000038146973,2009-08-03
5.0,2009-08-04
5.920000076293945,2009-08-05
5.849999904632568,2009-08-06
6.039999961853027,2009-08-07
5.96999979019165,2009-08-10
5.710000038146973,2009-08-11
5.829999923706055,2009-08-12
6.309999942779541,2009-08-13
6.150000095367432,2009-08-14
5.630000114440918,2009-08-17
5.769999980926514,2009-08-18
5.610000133514404,2009-08-19
5.789999961853027,2009-08-20
6.0,2009-08-21
6.03000020980835,2009-08-24
6.550000190734863,2009-08-25
6.760000228881836,2009-08-26
6.539999961853027,2009-08-27
6.519999980926514,2009-08-28
6.230000019073486,2009-08-31
5.710000038146973,2009-09-01
5.670000076293945,2009-09-02
6.179999828338623,2009-09-03
6.309999942779541,2009-09-04
6.329999923706055,2009-09-08
6.449999809265137,2009-09-09
7.599999904632568,2009-09-10
7.659999847412109,2009-09-11
8.430000305175781,2009-09-14
8.789999961853027,2009-09-15
9.09000015258789,2009-09-16
8.600000381469727,2009-09-17
8.520000457763672,2009-09-18
9.399999618530273,2009-09-21
9.050000190734863,2009-09-22
8.729999542236328,2009-09-23
8.829999923706055,2009-09-24
9.300000190734863,2009-09-25
9.130000114440918,2009-09-28
9.180000305175781,2009-09-29
9.220000267028809,2009-09-30
7.239999771118164,2009-10-01
7.210000038146973,2009-10-02
7.300000190734863,2009-10-05
7.210000038146973,2009-10-06
6.989999771118164,2009-10-07
7.21999979019165,2009-10-08
7.199999809265137,2009-10-09
7.159999847412109,2009-10-12
7.28000020980835,2009-10-13
7.820000171661377,2009-10-14
7.639999866485596,2009-10-15
7.429999828338623,2009-10-16
7.260000228881836,2009-10-19
7.900000095367432,2009-10-20
6.920000076293945,2009-10-21
7.210000038146973,2009-10-22
6.860000133514404,2009-10-23
6.659999847412109,2009-10-26
