MOS,Date
8.772724151611328,1988-05-24
8.811369895935059,1988-05-25
8.850017547607422,1988-05-26
8.811369895935059,1988-05-27
8.927306175231934,1988-05-31
9.1205415725708,1988-06-01
9.275127410888672,1988-06-02
9.661588668823242,1988-06-03
9.89346694946289,1988-06-06
9.932114601135254,1988-06-07
10.279926300048828,1988-06-08
10.550454139709473,1988-06-09
10.550454139709473,1988-06-10
10.699865341186523,1988-06-13
11.516942977905273,1988-06-14
12.139480590820312,1988-06-15
11.906023025512695,1988-06-16
11.594765663146973,1988-06-17
11.789301872253418,1988-06-20
12.21729564666748,1988-06-21
12.606388092041016,1988-06-22
12.956563949584961,1988-06-23
12.878744125366211,1988-06-24
12.800919532775879,1988-06-27
12.450745582580566,1988-06-28
12.178394317626953,1988-06-29
12.256206512451172,1988-06-30
12.37293815612793,1988-07-01
12.723112106323242,1988-07-05
12.917654037475586,1988-07-06
13.151105880737305,1988-07-07
12.839842796325684,1988-07-08
12.606388092041016,1988-07-11
12.411845207214355,1988-07-12
12.37293815612793,1988-07-13
12.956563949584961,1988-07-14
12.956563949584961,1988-07-15
12.450745582580566,1988-07-18
12.139480590820312,1988-07-19
11.828214645385742,1988-07-20
12.02275562286377,1988-07-21
11.67258358001709,1988-07-22
11.32240104675293,1988-07-25
11.594765663146973,1988-07-26
11.32240104675293,1988-07-27
11.516942977905273,1988-07-28
11.63366413116455,1988-07-29
11.750394821166992,1988-08-01
11.828214645385742,1988-08-02
11.789301872253418,1988-08-03
12.061668395996094,1988-08-04
12.21729564666748,1988-08-05
12.178394317626953,1988-08-08
12.100578308105469,1988-08-09
11.789301872253418,1988-08-10
11.983845710754395,1988-08-11
11.944939613342285,1988-08-12
11.63366413116455,1988-08-15
11.789301872253418,1988-08-16
11.789301872253418,1988-08-17
11.983845710754395,1988-08-18
11.983845710754395,1988-08-19
11.789301872253418,1988-08-22
11.944939613342285,1988-08-23
12.139480590820312,1988-08-24
12.295114517211914,1988-08-25
12.528569221496582,1988-08-26
12.762019157409668,1988-08-29
12.762019157409668,1988-08-30
12.723112106323242,1988-08-31
12.411845207214355,1988-09-01
12.684198379516602,1988-09-02
12.723112106323242,1988-09-06
12.762019157409668,1988-09-07
12.956563949584961,1988-09-08
13.073288917541504,1988-09-09
12.916726112365723,1988-09-12
13.073287010192871,1988-09-13
13.34728717803955,1988-09-14
13.308134078979492,1988-09-15
13.151569366455078,1988-09-16
12.916726112365723,1988-09-19
12.681870460510254,1988-09-20
12.642732620239258,1988-09-21
12.133895874023438,1988-09-22
12.133895874023438,1988-09-23
11.899044036865234,1988-09-26
11.664191246032715,1988-09-27
11.625053405761719,1988-09-28
12.055604934692383,1988-09-29
11.703326225280762,1988-09-30
11.899044036865234,1988-10-03
11.859898567199707,1988-10-04
12.173040390014648,1988-10-05
12.447025299072266,1988-10-06
12.564445495605469,1988-10-07
12.525303840637207,1988-10-10
12.486165046691895,1988-10-11
12.329593658447266,1988-10-12
12.368741989135742,1988-10-13
12.60359001159668,1988-10-14
12.447025299072266,1988-10-17
12.642732620239258,1988-10-18
12.760150909423828,1988-10-19
12.994999885559082,1988-10-20
12.95586109161377,1988-10-21
12.838438987731934,1988-10-24
12.838438987731934,1988-10-25
13.073287010192871,1988-10-26
12.994999885559082,1988-10-27
13.151569366455078,1988-10-28
13.151569366455078,1988-10-31
13.073287010192871,1988-11-01
12.95586109161377,1988-11-02
12.564445495605469,1988-11-03
12.525303840637207,1988-11-04
12.329593658447266,1988-11-07
12.40788459777832,1988-11-08
12.368741989135742,1988-11-09
12.2904634475708,1988-11-10
12.212170600891113,1988-11-11
12.055604934692383,1988-11-14
12.055604934692383,1988-11-15
11.820755958557129,1988-11-16
11.899044036865234,1988-11-17
11.938179016113281,1988-11-18
12.055604934692383,1988-11-21
11.899044036865234,1988-11-22
12.212170600891113,1988-11-23
12.2904634475708,1988-11-25
12.368741989135742,1988-11-28
12.525303840637207,1988-11-29
12.7210111618042,1988-11-30
12.681870460510254,1988-12-01
12.79929256439209,1988-12-02
12.760150909423828,1988-12-05
12.760150909423828,1988-12-06
12.994999885559082,1988-12-07
12.877577781677246,1988-12-08
13.151569366455078,1988-12-09
13.151566505432129,1988-12-12
13.0728120803833,1988-12-13
13.151566505432129,1988-12-14
13.230331420898438,1988-12-15
13.348453521728516,1988-12-16
13.899717330932617,1988-12-19
14.017845153808594,1988-12-20
13.899717330932617,1988-12-21
14.096590995788574,1988-12-22
14.175339698791504,1988-12-23
14.05721664428711,1988-12-27
14.017845153808594,1988-12-28
13.978455543518066,1988-12-29
13.899717330932617,1988-12-30
13.899717330932617,1989-01-03
14.529726028442383,1989-01-04
14.726612091064453,1989-01-05
14.569111824035645,1989-01-06
14.29348373413086,1989-01-09
14.33285140991211,1989-01-10
14.29348373413086,1989-01-11
14.2540922164917,1989-01-12
14.687235832214355,1989-01-13
15.04161262512207,1989-01-16
15.356626510620117,1989-01-17
15.277872085571289,1989-01-18
15.395999908447266,1989-01-19
15.277872085571289,1989-01-20
15.04161262512207,1989-01-23
15.002239227294922,1989-01-24
15.120369911193848,1989-01-25
15.277872085571289,1989-01-26
15.120369911193848,1989-01-27
15.159743309020996,1989-01-30
15.31725025177002,1989-01-31
15.435385704040527,1989-02-01
15.31725025177002,1989-02-02
15.04161262512207,1989-02-03
14.64785385131836,1989-02-06
14.765984535217285,1989-02-07
14.962870597839355,1989-02-08
14.923486709594727,1989-02-09
14.726612091064453,1989-02-10
14.490354537963867,1989-02-13
14.33285140991211,1989-02-14
14.411602020263672,1989-02-15
14.923486709594727,1989-02-16
15.080991744995117,1989-02-17
15.199118614196777,1989-02-21
15.080991744995117,1989-02-22
14.962870597839355,1989-02-23
14.962870597839355,1989-02-24
14.923486709594727,1989-02-27
14.844727516174316,1989-02-28
14.923486709594727,1989-03-01
14.962870597839355,1989-03-02
14.962870597839355,1989-03-03
15.120369911193848,1989-03-06
15.51413345336914,1989-03-07
15.435385704040527,1989-03-08
14.844727516174316,1989-03-09
14.64785385131836,1989-03-10
14.60826587677002,1989-03-13
14.687443733215332,1989-03-14
14.924969673156738,1989-03-15
14.885385513305664,1989-03-16
14.687443733215332,1989-03-17
14.370746612548828,1989-03-20
13.895670890808105,1989-03-21
13.737321853637695,1989-03-22
13.816488265991211,1989-03-23
13.77690315246582,1989-03-27
13.974851608276367,1989-03-28
14.093616485595703,1989-03-29
14.331140518188477,1989-03-30
14.489501953125,1989-03-31
14.489501953125,1989-04-03
13.856078147888184,1989-04-04
13.974851608276367,1989-04-05
13.895670890808105,1989-04-06
13.737321853637695,1989-04-07
13.49978256225586,1989-04-10
13.49978256225586,1989-04-11
13.816488265991211,1989-04-12
14.093616485595703,1989-04-13
14.251964569091797,1989-04-14
14.212377548217773,1989-04-17
14.331140518188477,1989-04-18
14.133200645446777,1989-04-19
13.935260772705078,1989-04-20
13.46019458770752,1989-04-21
12.985124588012695,1989-04-24
13.34143352508545,1989-04-25
13.578957557678223,1989-04-26
13.49978256225586,1989-04-27
13.222657203674316,1989-04-28
12.985124588012695,1989-05-01
13.103896141052246,1989-05-02
12.826772689819336,1989-05-03
12.708002090454102,1989-05-04
12.826772689819336,1989-05-05
12.787185668945312,1989-05-08
12.708002090454102,1989-05-09
12.866358757019043,1989-05-10
12.945534706115723,1989-05-11
13.262247085571289,1989-05-12
13.064311981201172,1989-05-15
12.945534706115723,1989-05-16
13.103896141052246,1989-05-17
13.0247163772583,1989-05-18
13.262247085571289,1989-05-19
13.18307876586914,1989-05-22
12.708002090454102,1989-05-23
12.193353652954102,1989-05-24
12.193353652954102,1989-05-25
12.153763771057129,1989-05-26
12.035000801086426,1989-05-30
11.718281745910645,1989-05-31
11.639104843139648,1989-06-01
11.164041519165039,1989-06-02
10.372269630432129,1989-06-05
11.04527759552002,1989-06-06
11.243220329284668,1989-06-07
11.282808303833008,1989-06-08
11.40157413482666,1989-06-09
11.447843551635742,1989-06-12
11.368067741394043,1989-06-13
11.328177452087402,1989-06-14
11.248405456542969,1989-06-15
11.248405456542969,1989-06-16
11.28829574584961,1989-06-19
11.248405456542969,1989-06-20
11.567511558532715,1989-06-21
11.487732887268066,1989-06-22
11.567511558532715,1989-06-23
11.407959938049316,1989-06-26
11.168628692626953,1989-06-27
10.809638023376465,1989-06-28
10.72986125946045,1989-06-29
10.689973831176758,1989-06-30
10.84952449798584,1989-07-03
11.20852279663086,1989-07-05
11.048967361450195,1989-07-06
10.96918773651123,1989-07-07
11.20852279663086,1989-07-10
11.487732887268066,1989-07-11
11.447843551635742,1989-07-12
11.368067741394043,1989-07-13
11.168628692626953,1989-07-14
11.20852279663086,1989-07-17
10.929305076599121,1989-07-18
11.009078025817871,1989-07-19
11.048967361450195,1989-07-20
11.048967361450195,1989-07-21
11.009078025817871,1989-07-24
10.96918773651123,1989-07-25
11.248405456542969,1989-07-26
11.20852279663086,1989-07-27
11.128740310668945,1989-07-28
11.048967361450195,1989-07-31
11.368067741394043,1989-08-01
11.447843551635742,1989-08-02
11.966395378112793,1989-08-03
12.205710411071777,1989-08-04
12.205710411071777,1989-08-07
12.165831565856934,1989-08-08
12.086050987243652,1989-08-09
11.966395378112793,1989-08-10
12.205710411071777,1989-08-11
12.125943183898926,1989-08-14
12.125943183898926,1989-08-15
12.24560546875,1989-08-16
12.32537841796875,1989-08-17
12.365273475646973,1989-08-18
12.445037841796875,1989-08-21
12.205710411071777,1989-08-22
12.405153274536133,1989-08-23
12.285494804382324,1989-08-24
12.205710411071777,1989-08-25
12.125943183898926,1989-08-28
12.046168327331543,1989-08-29
12.285494804382324,1989-08-30
12.365273475646973,1989-08-31
12.405153274536133,1989-09-01
12.405153274536133,1989-09-05
12.604597091674805,1989-09-06
12.405153274536133,1989-09-07
12.24560546875,1989-09-08
12.292197227478027,1989-09-11
12.1716890335083,1989-09-12
12.211865425109863,1989-09-13
12.211865425109863,1989-09-14
12.051185607910156,1989-09-15
12.131524085998535,1989-09-18
11.769980430603027,1989-09-19
11.970839500427246,1989-09-20
12.011000633239746,1989-09-21
11.890493392944336,1989-09-22
11.689642906188965,1989-09-25
11.729806900024414,1989-09-26
11.609298706054688,1989-09-27
11.408445358276367,1989-09-28
11.528959274291992,1989-09-29
11.609298706054688,1989-10-02
11.609298706054688,1989-10-03
11.569130897521973,1989-10-04
11.609298706054688,1989-10-05
11.488791465759277,1989-10-06
11.569130897521973,1989-10-09
11.408445358276367,1989-10-10
11.408445358276367,1989-10-11
11.247767448425293,1989-10-12
10.92640209197998,1989-10-13
10.564868927001953,1989-10-16
10.564868927001953,1989-10-17
10.605036735534668,1989-10-18
10.564868927001953,1989-10-19
10.645210266113281,1989-10-20
10.564868927001953,1989-10-23
10.564868927001953,1989-10-24
10.524698257446289,1989-10-25
10.524698257446289,1989-10-26
10.564868927001953,1989-10-27
10.564868927001953,1989-10-30
10.364011764526367,1989-10-31
10.323846817016602,1989-11-01
10.605036735534668,1989-11-02
10.605036735534668,1989-11-03
10.564868927001953,1989-11-06
10.444351196289062,1989-11-07
10.524698257446289,1989-11-08
10.404187202453613,1989-11-09
10.364011764526367,1989-11-10
10.364011764526367,1989-11-13
10.364011764526367,1989-11-14
10.323846817016602,1989-11-15
10.283675193786621,1989-11-16
10.283675193786621,1989-11-17
10.20333194732666,1989-11-20
10.20333194732666,1989-11-21
10.20333194732666,1989-11-22
10.163162231445312,1989-11-24
10.163162231445312,1989-11-27
10.122989654541016,1989-11-28
10.364011764526367,1989-11-29
10.122989654541016,1989-11-30
10.364011764526367,1989-12-01
10.243501663208008,1989-12-04
10.163162231445312,1989-12-05
10.20333194732666,1989-12-06
10.283675193786621,1989-12-07
10.323846817016602,1989-12-08
10.289814949035645,1989-12-11
10.330327987670898,1989-12-12
10.289814949035645,1989-12-13
10.41135311126709,1989-12-14
10.289814949035645,1989-12-15
10.289814949035645,1989-12-18
10.289814949035645,1989-12-19
10.168280601501465,1989-12-20
10.20879077911377,1989-12-21
10.370831489562988,1989-12-22
10.45185375213623,1989-12-26
10.97850227355957,1989-12-27
11.019013404846191,1989-12-28
10.937993049621582,1989-12-29
11.181056022644043,1990-01-02
11.788726806640625,1990-01-03
11.545660972595215,1990-01-04
11.38361644744873,1990-01-05
11.38361644744873,1990-01-08
11.42412281036377,1990-01-09
11.181056022644043,1990-01-10
11.181056022644043,1990-01-11
10.775949478149414,1990-01-12
10.816458702087402,1990-01-15
10.775949478149414,1990-01-16
11.05952262878418,1990-01-17
10.897481918334961,1990-01-18
11.181056022644043,1990-01-19
11.140543937683105,1990-01-22
11.34310245513916,1990-01-23
11.42412281036377,1990-01-24
11.505144119262695,1990-01-25
11.100040435791016,1990-01-26
11.140543937683105,1990-01-29
11.019013404846191,1990-01-30
11.019013404846191,1990-01-31
10.856966972351074,1990-02-01
11.140543937683105,1990-02-02
11.42412281036377,1990-02-05
11.34310245513916,1990-02-06
11.626683235168457,1990-02-07
12.072304725646973,1990-02-08
12.19383716583252,1990-02-09
11.991283416748047,1990-02-12
12.19383716583252,1990-02-13
12.19383716583252,1990-02-14
12.112805366516113,1990-02-15
12.072304725646973,1990-02-16
11.991283416748047,1990-02-20
11.991283416748047,1990-02-21
12.072304725646973,1990-02-22
11.91025161743164,1990-02-23
11.991283416748047,1990-02-26
11.91025161743164,1990-02-27
11.829231262207031,1990-02-28
11.788726806640625,1990-03-01
12.031787872314453,1990-03-02
11.991283416748047,1990-03-05
12.234343528747559,1990-03-06
12.396388053894043,1990-03-07
12.396388053894043,1990-03-08
12.19383716583252,1990-03-09
12.363581657409668,1990-03-12
12.159560203552246,1990-03-13
12.200356483459473,1990-03-14
12.281973838806152,1990-03-15
12.159560203552246,1990-03-16
12.037145614624023,1990-03-19
11.833131790161133,1990-03-20
11.79232120513916,1990-03-21
11.384285926818848,1990-03-22
11.629114151000977,1990-03-23
11.751519203186035,1990-03-26
11.710719108581543,1990-03-27
11.629114151000977,1990-03-28
11.58830451965332,1990-03-29
11.34348201751709,1990-03-30
11.221067428588867,1990-04-02
11.098658561706543,1990-04-03
10.976248741149902,1990-04-04
10.976248741149902,1990-04-05
10.77223014831543,1990-04-06
10.813033103942871,1990-04-09
10.89463996887207,1990-04-10
11.098658561706543,1990-04-11
11.384285926818848,1990-04-12
11.506694793701172,1990-04-16
11.34348201751709,1990-04-17
11.057849884033203,1990-04-18
10.976248741149902,1990-04-19
10.935442924499512,1990-04-20
10.690621376037598,1990-04-23
10.527402877807617,1990-04-24
10.445792198181152,1990-04-25
10.282577514648438,1990-04-26
10.200973510742188,1990-04-27
10.160168647766113,1990-04-30
10.282577514648438,1990-05-01
10.445792198181152,1990-05-02
10.77223014831543,1990-05-03
10.731425285339355,1990-05-04
10.64981746673584,1990-05-07
10.609012603759766,1990-05-08
10.486605644226074,1990-05-09
10.282577514648438,1990-05-10
10.282577514648438,1990-05-11
10.445792198181152,1990-05-14
10.527402877807617,1990-05-15
10.527402877807617,1990-05-16
10.609012603759766,1990-05-17
10.690621376037598,1990-05-18
10.609012603759766,1990-05-21
10.690621376037598,1990-05-22
10.609012603759766,1990-05-23
10.64981746673584,1990-05-24
10.690621376037598,1990-05-25
10.853835105895996,1990-05-29
10.89463996887207,1990-05-30
10.77223014831543,1990-05-31
10.731425285339355,1990-06-01
10.853835105895996,1990-06-04
10.853835105895996,1990-06-05
10.976248741149902,1990-06-06
11.221067428588867,1990-06-07
11.057849884033203,1990-06-08
11.434621810913086,1990-06-11
11.352361679077148,1990-06-12
11.51688003540039,1990-06-13
11.558016777038574,1990-06-14
11.640281677246094,1990-06-15
11.845937728881836,1990-06-18
11.640281677246094,1990-06-19
11.434621810913086,1990-06-20
11.51688003540039,1990-06-21
11.311222076416016,1990-06-22
11.39349365234375,1990-06-25
11.39349365234375,1990-06-26
11.352361679077148,1990-06-27
11.51688003540039,1990-06-28
11.558016777038574,1990-06-29
11.27009391784668,1990-07-02
11.228961944580078,1990-07-03
11.352361679077148,1990-07-05
11.311222076416016,1990-07-06
11.558016777038574,1990-07-09
11.599143981933594,1990-07-10
12.174999237060547,1990-07-11
12.09272289276123,1990-07-12
12.257258415222168,1990-07-13
12.38064956665039,1990-07-16
12.586308479309082,1990-07-17
12.586308479309082,1990-07-18
12.586308479309082,1990-07-19
12.586308479309082,1990-07-20
12.298377990722656,1990-07-23
12.010465621948242,1990-07-24
12.051587104797363,1990-07-25
11.969337463378906,1990-07-26
11.928204536437988,1990-07-27
11.763670921325684,1990-07-30
11.681412696838379,1990-07-31
11.722548484802246,1990-08-01
11.51688003540039,1990-08-02
11.475750923156738,1990-08-03
11.27009391784668,1990-08-06
11.228961944580078,1990-08-07
11.18782901763916,1990-08-08
11.105568885803223,1990-08-09
10.982165336608887,1990-08-10
10.982165336608887,1990-08-13
10.941039085388184,1990-08-14
10.982165336608887,1990-08-15
10.941039085388184,1990-08-16
10.570857048034668,1990-08-17
10.611987113952637,1990-08-20
10.406328201293945,1990-08-21
10.282931327819824,1990-08-22
10.036139488220215,1990-08-23
10.11840534210205,1990-08-24
10.324064254760742,1990-08-27
10.406328201293945,1990-08-28
10.611987113952637,1990-08-29
10.69425106048584,1990-08-30
10.611987113952637,1990-08-31
10.941039085388184,1990-09-04
10.735380172729492,1990-09-05
10.611987113952637,1990-09-06
10.69425106048584,1990-09-07
10.700888633728027,1990-09-10
10.783838272094727,1990-09-11
10.949742317199707,1990-09-12
10.949742317199707,1990-09-13
10.991220474243164,1990-09-14
10.991220474243164,1990-09-17
10.825316429138184,1990-09-18
11.032697677612305,1990-09-19
11.032697677612305,1990-09-20
10.991220474243164,1990-09-21
11.032697677612305,1990-09-24
11.198598861694336,1990-09-25
11.198598861694336,1990-09-26
11.157132148742676,1990-09-27
11.115649223327637,1990-09-28
11.240073204040527,1990-10-01
11.447460174560547,1990-10-02
11.447460174560547,1990-10-03
11.654842376708984,1990-10-04
11.530411720275879,1990-10-05
11.737798690795898,1990-10-08
11.779269218444824,1990-10-09
11.779269218444824,1990-10-10
11.115649223327637,1990-10-11
11.115649223327637,1990-10-12
11.074170112609863,1990-10-15
11.198598861694336,1990-10-16
11.281551361083984,1990-10-17
11.530411720275879,1990-10-18
11.654842376708984,1990-10-19
11.613364219665527,1990-10-22
11.737798690795898,1990-10-23
11.737798690795898,1990-10-24
11.945174217224121,1990-10-25
12.11108112335205,1990-10-26
11.820748329162598,1990-10-29
11.654842376708984,1990-10-30
11.447460174560547,1990-10-31
11.530411720275879,1990-11-01
11.945174217224121,1990-11-02
11.986651420593262,1990-11-05
11.90369701385498,1990-11-06
11.447460174560547,1990-11-07
11.447460174560547,1990-11-08
11.530411720275879,1990-11-09
11.779269218444824,1990-11-12
11.779269218444824,1990-11-13
11.69631576538086,1990-11-14
11.945174217224121,1990-11-15
11.945174217224121,1990-11-16
11.779269218444824,1990-11-19
11.571887969970703,1990-11-20
11.613364219665527,1990-11-21
11.69631576538086,1990-11-23
11.654842376708984,1990-11-26
11.820748329162598,1990-11-27
11.737798690795898,1990-11-28
11.613364219665527,1990-11-29
11.530411720275879,1990-11-30
11.737798690795898,1990-12-03
11.737798690795898,1990-12-04
11.820748329162598,1990-12-05
11.862223625183105,1990-12-06
11.862223625183105,1990-12-07
11.701736450195312,1990-12-10
11.82712173461914,1990-12-11
12.077868461608887,1990-12-12
12.328619003295898,1990-12-13
12.203245162963867,1990-12-14
11.952491760253906,1990-12-17
12.119667053222656,1990-12-18
12.24503231048584,1990-12-19
12.328619003295898,1990-12-20
12.203245162963867,1990-12-21
12.077868461608887,1990-12-24
11.952491760253906,1990-12-26
11.868904113769531,1990-12-27
11.785325050354004,1990-12-28
11.65994644165039,1990-12-31
11.910700798034668,1991-01-02
11.868904113769531,1991-01-03
11.785325050354004,1991-01-04
11.409196853637695,1991-01-07
11.32561206817627,1991-01-08
11.409196853637695,1991-01-09
11.367403984069824,1991-01-10
11.409196853637695,1991-01-11
11.200236320495605,1991-01-14
11.200236320495605,1991-01-15
11.450990676879883,1991-01-16
11.743535995483398,1991-01-17
11.868904113769531,1991-01-18
11.952491760253906,1991-01-21
11.952491760253906,1991-01-22
11.952491760253906,1991-01-23
12.203245162963867,1991-01-24
12.62116813659668,1991-01-25
12.830131530761719,1991-01-28
12.871917724609375,1991-01-29
12.871917724609375,1991-01-30
12.788330078125,1991-01-31
12.62116813659668,1991-02-01
12.62116813659668,1991-02-04
12.454002380371094,1991-02-05
12.537577629089355,1991-02-06
12.788330078125,1991-02-07
13.624170303344727,1991-02-08
13.665962219238281,1991-02-11
13.206249237060547,1991-02-12
13.122666358947754,1991-02-13
13.080876350402832,1991-02-14
13.206249237060547,1991-02-15
13.248040199279785,1991-02-19
13.164450645446777,1991-02-20
13.164450645446777,1991-02-21
13.039078712463379,1991-02-22
12.830131530761719,1991-02-25
12.871917724609375,1991-02-26
12.871917724609375,1991-02-27
12.830131530761719,1991-02-28
13.122666358947754,1991-03-01
13.540584564208984,1991-03-04
13.874918937683105,1991-03-05
13.83313274383545,1991-03-06
13.791335105895996,1991-03-07
13.540584564208984,1991-03-08
13.50523853302002,1991-03-11
13.88389778137207,1991-03-12
14.052183151245117,1991-03-13
14.388768196105957,1991-03-14
14.304625511169434,1991-03-15
14.304625511169434,1991-03-18
14.220478057861328,1991-03-19
14.052183151245117,1991-03-20
14.052183151245117,1991-03-21
14.346695899963379,1991-03-22
14.304625511169434,1991-03-25
14.304625511169434,1991-03-26
14.346695899963379,1991-03-27
14.59913158416748,1991-03-28
14.094263076782227,1991-04-01
14.220478057861328,1991-04-02
14.01011848449707,1991-04-03
13.71561050415039,1991-04-04
13.463178634643555,1991-04-05
13.421092987060547,1991-04-08
13.463178634643555,1991-04-09
13.463178634643555,1991-04-10
13.50523853302002,1991-04-11
13.75767993927002,1991-04-12
13.589399337768555,1991-04-15
13.547319412231445,1991-04-16
13.88389778137207,1991-04-17
14.346695899963379,1991-04-18
14.304625511169434,1991-04-19
14.262550354003906,1991-04-22
14.346695899963379,1991-04-23
14.262550354003906,1991-04-24
14.430837631225586,1991-04-25
14.388768196105957,1991-04-26
14.304625511169434,1991-04-29
13.92597484588623,1991-04-30
14.136333465576172,1991-05-01
13.799755096435547,1991-05-02
13.841828346252441,1991-05-03
13.589399337768555,1991-05-06
13.463178634643555,1991-05-07
13.084527015686035,1991-05-08
12.958304405212402,1991-05-09
12.87415885925293,1991-05-10
12.87415885925293,1991-05-13
13.000373840332031,1991-05-14
12.537583351135254,1991-05-15
12.579642295837402,1991-05-16
12.537583351135254,1991-05-17
12.28514575958252,1991-05-20
12.243072509765625,1991-05-21
12.327213287353516,1991-05-22
12.495509147644043,1991-05-23
12.747942924499512,1991-05-24
13.29488468170166,1991-05-28
13.421092987060547,1991-05-29
13.71561050415039,1991-05-30
13.968035697937012,1991-05-31
14.094263076782227,1991-06-03
14.094263076782227,1991-06-04
14.262550354003906,1991-06-05
14.220478057861328,1991-06-06
14.178407669067383,1991-06-07
14.058144569396973,1991-06-10
13.9734525680542,1991-06-11
13.888774871826172,1991-06-12
13.846423149108887,1991-06-13
14.735642433166504,1991-06-14
14.777997016906738,1991-06-17
14.735642433166504,1991-06-18
14.523924827575684,1991-06-19
14.312209129333496,1991-06-20
14.39689826965332,1991-06-21
14.566277503967285,1991-06-24
15.497838973999023,1991-06-25
15.497838973999023,1991-06-26
15.878935813903809,1991-06-27
15.624870300292969,1991-06-28
15.92127799987793,1991-07-01
15.794241905212402,1991-07-02
15.582521438598633,1991-07-03
15.370809555053711,1991-07-05
15.413154602050781,1991-07-08
15.497838973999023,1991-07-09
15.497838973999023,1991-07-10
15.497838973999023,1991-07-11
15.582521438598633,1991-07-12
15.667221069335938,1991-07-15
15.878935813903809,1991-07-16
16.048309326171875,1991-07-17
15.878935813903809,1991-07-18
16.048309326171875,1991-07-19
15.963619232177734,1991-07-22
16.17534065246582,1991-07-23
16.17534065246582,1991-07-24
16.17534065246582,1991-07-25
16.47174835205078,1991-07-26
16.68346405029297,1991-07-29
17.61503028869629,1991-07-30
17.360973358154297,1991-07-31
17.572689056396484,1991-08-01
17.403308868408203,1991-08-02
17.61503028869629,1991-08-05
17.657367706298828,1991-08-06
18.16549301147461,1991-08-07
17.953784942626953,1991-08-08
17.953784942626953,1991-08-09
18.123151779174805,1991-08-12
18.461904525756836,1991-08-13
18.631275177001953,1991-08-14
18.37721061706543,1991-08-15
18.080814361572266,1991-08-16
17.53033447265625,1991-08-19
17.403308868408203,1991-08-20
18.58894157409668,1991-08-21
19.943937301635742,1991-08-22
19.393461227416992,1991-08-23
18.715970993041992,1991-08-26
18.631275177001953,1991-08-27
18.843000411987305,1991-08-28
18.631275177001953,1991-08-29
18.58894157409668,1991-08-30
18.25018882751465,1991-09-03
17.784400939941406,1991-09-04
17.82674789428711,1991-09-05
18.038471221923828,1991-09-06
18.25018882751465,1991-09-09
18.682567596435547,1991-09-10
18.72511863708496,1991-09-11
19.150697708129883,1991-09-12
19.320913314819336,1991-09-13
18.76767349243164,1991-09-16
19.320913314819336,1991-09-17
20.044397354125977,1991-09-18
19.6613826751709,1991-09-19
19.40604591369629,1991-09-20
19.235803604125977,1991-09-23
19.150697708129883,1991-09-24
18.72511863708496,1991-09-25
18.51234245300293,1991-09-26
18.895362854003906,1991-09-27
18.59744644165039,1991-09-30
18.59744644165039,1991-10-01
