MRNA,Date
98.55999755859375,2020-11-24
109.18000030517578,2020-11-25
127.02999877929688,2020-11-27
152.74000549316406,2020-11-30
141.00999450683594,2020-12-01
143.0,2020-12-02
157.25999450683594,2020-12-03
152.52000427246094,2020-12-04
159.52000427246094,2020-12-07
169.86000061035156,2020-12-08
156.58999633789062,2020-12-09
155.69000244140625,2020-12-10
156.92999267578125,2020-12-11
155.07000732421875,2020-12-14
147.22000122070312,2020-12-15
137.02999877929688,2020-12-16
144.0,2020-12-17
140.22999572753906,2020-12-18
138.3000030517578,2020-12-21
125.87999725341797,2020-12-22
130.33999633789062,2020-12-23
123.38999938964844,2020-12-24
111.4000015258789,2020-12-28
114.38999938964844,2020-12-29
111.12999725341797,2020-12-30
104.47000122070312,2020-12-31
111.7300033569336,2021-01-04
109.18000030517578,2021-01-05
116.26000213623047,2021-01-06
115.08999633789062,2021-01-07
112.75,2021-01-08
117.26000213623047,2021-01-11
124.55000305175781,2021-01-12
124.05999755859375,2021-01-13
129.72000122070312,2021-01-14
129.64999389648438,2021-01-15
125.01000213623047,2021-01-19
125.13999938964844,2021-01-20
132.97999572753906,2021-01-21
131.02000427246094,2021-01-22
147.0,2021-01-25
151.92999267578125,2021-01-26
155.72999572753906,2021-01-27
159.5500030517578,2021-01-28
173.16000366210938,2021-01-29
157.47999572753906,2021-02-01
158.5800018310547,2021-02-02
165.86000061035156,2021-02-03
173.30999755859375,2021-02-04
176.24000549316406,2021-02-05
185.97999572753906,2021-02-08
179.52000427246094,2021-02-09
179.33999633789062,2021-02-10
183.44000244140625,2021-02-11
183.74000549316406,2021-02-12
178.52999877929688,2021-02-16
176.75999450683594,2021-02-17
169.57000732421875,2021-02-18
174.74000549316406,2021-02-19
159.3699951171875,2021-02-22
150.1699981689453,2021-02-23
144.7899932861328,2021-02-24
148.3800048828125,2021-02-25
154.80999755859375,2021-02-26
157.39999389648438,2021-03-01
146.80999755859375,2021-03-02
131.22000122070312,2021-03-03
132.3000030517578,2021-03-04
132.19000244140625,2021-03-05
123.47000122070312,2021-03-08
130.8699951171875,2021-03-09
129.75,2021-03-10
140.47000122070312,2021-03-11
136.99000549316406,2021-03-12
143.66000366210938,2021-03-15
156.02000427246094,2021-03-16
147.5500030517578,2021-03-17
141.4600067138672,2021-03-18
143.74000549316406,2021-03-19
145.60000610351562,2021-03-22
136.52000427246094,2021-03-23
131.61000061035156,2021-03-24
133.3300018310547,2021-03-25
133.27999877929688,2021-03-26
123.41999816894531,2021-03-29
118.48999786376953,2021-03-30
130.9499969482422,2021-03-31
132.5500030517578,2021-04-01
129.91000366210938,2021-04-05
133.52999877929688,2021-04-06
131.47000122070312,2021-04-07
133.8800048828125,2021-04-08
140.9199981689453,2021-04-09
139.39999389648438,2021-04-12
149.7100067138672,2021-04-13
160.02999877929688,2021-04-14
159.8699951171875,2021-04-15
170.80999755859375,2021-04-16
161.91000366210938,2021-04-19
156.77999877929688,2021-04-20
169.5,2021-04-21
168.10000610351562,2021-04-22
173.6300048828125,2021-04-23
177.61000061035156,2021-04-26
183.41000366210938,2021-04-27
178.67999267578125,2021-04-28
175.6699981689453,2021-04-29
178.82000732421875,2021-04-30
186.02000427246094,2021-05-03
173.58999633789062,2021-05-04
162.83999633789062,2021-05-05
160.5,2021-05-06
163.14999389648438,2021-05-07
158.5500030517578,2021-05-10
158.99000549316406,2021-05-11
152.67999267578125,2021-05-12
149.8699951171875,2021-05-13
161.3800048828125,2021-05-14
160.42999267578125,2021-05-17
159.52999877929688,2021-05-18
157.99000549316406,2021-05-19
165.97000122070312,2021-05-20
161.4499969482422,2021-05-21
164.1699981689453,2021-05-24
169.25999450683594,2021-05-25
175.58999633789062,2021-05-26
179.5399932861328,2021-05-27
185.00999450683594,2021-05-28
184.66000366210938,2021-06-01
191.60000610351562,2021-06-02
195.22000122070312,2021-06-03
206.07000732421875,2021-06-04
219.57000732421875,2021-06-07
213.0,2021-06-08
217.44000244140625,2021-06-09
217.0,2021-06-10
218.85000610351562,2021-06-11
207.41000366210938,2021-06-14
201.58999633789062,2021-06-15
197.83999633789062,2021-06-16
202.47000122070312,2021-06-17
199.19000244140625,2021-06-18
208.24000549316406,2021-06-21
221.36000061035156,2021-06-22
212.0399932861328,2021-06-23
220.13999938964844,2021-06-24
219.94000244140625,2021-06-25
222.94000244140625,2021-06-28
234.4600067138672,2021-06-29
234.97999572753906,2021-06-30
235.11000061035156,2021-07-01
234.3000030517578,2021-07-02
233.33999633789062,2021-07-06
221.89999389648438,2021-07-07
232.7899932861328,2021-07-08
232.80999755859375,2021-07-09
239.33999633789062,2021-07-12
235.14999389648438,2021-07-13
246.66000366210938,2021-07-14
259.67498779296875,2021-07-15
286.42999267578125,2021-07-16
313.5899963378906,2021-07-19
307.3299865722656,2021-07-20
321.1099853515625,2021-07-21
323.4800109863281,2021-07-22
348.8299865722656,2021-07-23
335.8699951171875,2021-07-26
328.5,2021-07-27
349.32000732421875,2021-07-28
345.6400146484375,2021-07-29
353.6000061035156,2021-07-30
346.6099853515625,2021-08-02
386.510009765625,2021-08-03
419.04998779296875,2021-08-04
416.260009765625,2021-08-05
413.7200012207031,2021-08-06
484.4700012207031,2021-08-09
456.760009765625,2021-08-10
385.3299865722656,2021-08-11
391.4200134277344,2021-08-12
389.7799987792969,2021-08-13
373.8599853515625,2021-08-16
401.8599853515625,2021-08-17
398.79998779296875,2021-08-18
375.5299987792969,2021-08-19
382.9800109863281,2021-08-20
411.8900146484375,2021-08-23
394.94000244140625,2021-08-24
397.8699951171875,2021-08-25
400.29998779296875,2021-08-26
382.2200012207031,2021-08-27
370.69000244140625,2021-08-30
376.69000244140625,2021-08-31
389.94000244140625,2021-09-01
397.6600036621094,2021-09-02
416.70001220703125,2021-09-03
436.3900146484375,2021-09-07
422.8999938964844,2021-09-08
455.9200134277344,2021-09-09
449.3800048828125,2021-09-10
419.7200012207031,2021-09-13
427.7099914550781,2021-09-14
434.4599914550781,2021-09-15
440.6499938964844,2021-09-16
430.04998779296875,2021-09-17
423.3299865722656,2021-09-20
434.0400085449219,2021-09-21
440.7200012207031,2021-09-22
454.6000061035156,2021-09-23
430.1400146484375,2021-09-24
408.8399963378906,2021-09-27
384.2099914550781,2021-09-28
378.8999938964844,2021-09-29
384.8599853515625,2021-09-30
341.0899963378906,2021-10-01
325.8399963378906,2021-10-04
332.1099853515625,2021-10-05
302.4200134277344,2021-10-06
309.3599853515625,2021-10-07
304.9100036621094,2021-10-08
305.1000061035156,2021-10-11
311.1300048828125,2021-10-12
321.5,2021-10-13
331.8800048828125,2021-10-14
324.2099914550781,2021-10-15
334.8399963378906,2021-10-18
333.6099853515625,2021-10-19
333.010009765625,2021-10-20
339.57000732421875,2021-10-21
326.5400085449219,2021-10-22
349.55999755859375,2021-10-25
345.739990234375,2021-10-26
340.8800048828125,2021-10-27
347.9200134277344,2021-10-28
345.2099914550781,2021-10-29
337.1700134277344,2021-11-01
348.6400146484375,2021-11-02
345.9200134277344,2021-11-03
284.0199890136719,2021-11-04
236.99000549316406,2021-11-05
244.67999267578125,2021-11-08
236.85000610351562,2021-11-09
228.9600067138672,2021-11-10
225.82000732421875,2021-11-11
231.19000244140625,2021-11-12
235.07000732421875,2021-11-15
234.27999877929688,2021-11-16
242.22999572753906,2021-11-17
251.41000366210938,2021-11-18
263.7799987792969,2021-11-19
282.69000244140625,2021-11-22
276.3800048828125,2021-11-23
273.3900146484375,2021-11-24
329.6300048828125,2021-11-26
368.510009765625,2021-11-29
352.42999267578125,2021-11-30
310.6099853515625,2021-12-01
301.489990234375,2021-12-02
306.7200012207031,2021-12-03
265.3299865722656,2021-12-06
282.3500061035156,2021-12-07
283.3999938964844,2021-12-08
