Date,TFCF
2009-02-12,6.39
2009-02-11,6.35
2009-02-10,6.19
2009-02-09,6.63
2009-02-06,6.78
2009-02-05,6.58
2009-02-04,6.4
2009-02-03,6.65
2009-02-02,6.5
2009-01-30,6.39
2009-01-29,6.73
2009-01-28,7.27
2009-01-27,6.59
2009-01-26,6.74
2009-01-23,6.7
2009-01-22,6.98
2009-01-21,7.45
2009-01-20,6.95
2009-01-16,7.62
2009-01-15,7.6
2009-01-14,7.72
2009-01-13,8.11
2009-01-12,8.1
2009-01-09,8.36
2009-01-08,8.57
2009-01-07,8.66
2009-01-06,9.27
2009-01-05,8.95
2009-01-02,8.98
2008-12-31,8.46
2008-12-30,8.27
2008-12-29,8.22
2008-12-26,8.02
2008-12-24,7.87
2008-12-23,7.8
2008-12-22,7.95
2008-12-19,8.11
2008-12-18,7.72
2008-12-17,7.87
2008-12-16,7.87
2008-12-15,7.34
2008-12-12,7.47
2008-12-11,7.55
2008-12-10,7.81
2008-12-09,7.71
2008-12-08,8.1
2008-12-05,7.73
2008-12-04,7.33
2008-12-03,7.39
2008-12-02,7.07
2008-12-01,6.55
2008-11-28,7.23
2008-11-26,6.71
2008-11-25,6.36
2008-11-24,6.25
2008-11-21,5.63
2008-11-20,5.22
2008-11-19,5.78
2008-11-18,6.07
2008-11-17,6.24
2008-11-14,6.67
2008-11-13,6.72
2008-11-12,6.46
2008-11-11,6.96
2008-11-10,7.28
2008-11-07,7.49
2008-11-06,7.34
2008-11-05,8.77
2008-11-04,9.7
2008-11-03,9.48
2008-10-31,9.38
2008-10-30,8.99
2008-10-29,8.03
2008-10-28,8.18
2008-10-27,6.96
2008-10-24,7.59
2008-10-23,8.0
2008-10-22,7.66
2008-10-21,8.34
2008-10-20,8.77
2008-10-17,8.18
2008-10-16,8.26
2008-10-15,7.78
2008-10-14,8.86
2008-10-13,8.99
2008-10-10,7.47
2008-10-09,8.13
2008-10-08,8.88
2008-10-07,8.93
2008-10-06,9.53
2008-10-03,9.74
2008-10-02,10.05
2008-10-01,10.66
2008-09-30,10.73
2008-09-29,10.66
2008-09-26,11.7
2008-09-25,11.72
2008-09-24,11.26
2008-09-23,11.48
2008-09-22,11.51
2008-09-19,12.35
2008-09-18,11.76
2008-09-17,11.28
2008-09-16,11.97
2008-09-15,12.19
2008-09-12,12.71
2008-09-11,12.7
2008-09-10,12.42
2008-09-09,12.48
2008-09-08,12.76
2008-09-05,12.15
2008-09-04,12.32
2008-09-03,12.87
2008-09-02,12.71
2008-08-29,12.68
2008-08-28,12.8
2008-08-27,12.47
2008-08-26,12.42
2008-08-25,12.32
2008-08-22,12.51
2008-08-21,12.2
2008-08-20,12.14
2008-08-19,12.27
2008-08-18,12.43
2008-08-15,12.64
2008-08-14,12.71
2008-08-13,12.45
2008-08-12,12.35
2008-08-11,12.58
2008-08-08,12.7
2008-08-07,12.42
2008-08-06,12.79
2008-08-05,13.46
2008-08-04,12.86
2008-08-01,12.71
2008-07-31,12.9
2008-07-30,12.98
2008-07-29,12.78
2008-07-28,12.52
2008-07-25,13.17
2008-07-24,13.16
2008-07-23,13.22
2008-07-22,12.72
2008-07-21,12.65
2008-07-18,12.71
2008-07-17,12.83
2008-07-16,12.81
2008-07-15,12.75
2008-07-14,12.73
2008-07-11,12.77
2008-07-10,12.98
2008-07-09,12.92
2008-07-08,13.22
2008-07-07,12.92
2008-07-03,13.03
2008-07-02,12.92
2008-07-01,13.3
2008-06-30,13.55
2008-06-27,13.89
2008-06-26,14.28
2008-06-25,14.78
2008-06-24,14.58
2008-06-23,14.59
2008-06-20,14.71
2008-06-19,15.34
2008-06-18,15.54
2008-06-17,15.76
2008-06-16,16.05
2008-06-13,16.27
2008-06-12,15.74
2008-06-11,15.74
2008-06-10,15.8
2008-06-09,15.79
2008-06-06,15.86
2008-06-05,16.55
2008-06-04,16.28
2008-06-03,16.13
2008-06-02,16.28
2008-05-30,16.42
2008-05-29,16.72
2008-05-28,16.94
2008-05-27,17.06
2008-05-23,16.87
2008-05-22,17.36
2008-05-21,17.23
2008-05-20,17.38
2008-05-19,17.53
2008-05-16,17.65
2008-05-15,17.53
2008-05-14,17.37
2008-05-13,17.49
2008-05-12,17.28
2008-05-09,17.08
2008-05-08,17.37
2008-05-07,16.95
2008-05-06,17.17
2008-05-05,17.07
2008-05-02,17.14
2008-05-01,16.9
2008-04-30,16.33
2008-04-29,16.09
2008-04-28,16.01
2008-04-25,16.18
2008-04-24,16.25
2008-04-23,16.17
2008-04-22,16.33
2008-04-21,16.72
2008-04-18,16.74
2008-04-17,16.39
2008-04-16,16.17
2008-04-15,15.95
2008-04-14,16.01
2008-04-11,16.77
2008-04-10,17.16
2008-04-09,17.24
2008-04-08,17.58
2008-04-07,17.75
2008-04-04,17.46
2008-04-03,17.81
2008-04-02,17.66
2008-04-01,17.52
2008-03-31,16.81
2008-03-28,16.54
2008-03-27,16.77
2008-03-26,16.94
2008-03-25,17.12
2008-03-24,16.88
2008-03-20,16.46
2008-03-19,16.5
2008-03-18,16.52
2008-03-17,16.15
2008-03-14,16.24
2008-03-13,16.62
2008-03-12,16.7
2008-03-11,16.52
2008-03-10,16.14
2008-03-07,16.5
2008-03-06,16.8
2008-03-05,17.06
2008-03-04,16.96
2008-03-03,16.88
2008-02-29,16.87
2008-02-28,17.52
2008-02-27,17.86
2008-02-26,17.82
2008-02-25,17.77
2008-02-22,17.44
2008-02-21,17.29
2008-02-20,17.52
2008-02-19,17.63
2008-02-15,17.7
2008-02-14,17.61
2008-02-13,17.6
2008-02-12,17.68
2008-02-11,17.8
2008-02-08,17.92
2008-02-07,18.15
2008-02-06,17.89
2008-02-05,17.73
2008-02-04,17.62
2008-02-01,17.67
2008-01-31,17.12
2008-01-30,17.02
2008-01-29,17.49
2008-01-28,17.29
2008-01-25,17.0
2008-01-24,17.58
2008-01-23,17.09
2008-01-22,16.82
2008-01-18,17.08
2008-01-17,17.17
2008-01-16,17.77
2008-01-15,17.39
2008-01-14,17.8
2008-01-11,17.42
2008-01-10,17.76
2008-01-09,17.52
2008-01-08,17.14
2008-01-07,17.58
2008-01-04,17.75
2008-01-03,18.23
2008-01-02,18.27
2007-12-31,18.76
2007-12-28,18.8
2007-12-27,18.98
2007-12-26,19.26
2007-12-24,18.95
2007-12-21,19.19
2007-12-20,18.6
2007-12-19,18.42
2007-12-18,18.55
2007-12-17,18.38
2007-12-14,18.66
2007-12-13,18.93
2007-12-12,19.11
2007-12-11,18.88
2007-12-10,19.27
2007-12-07,19.4
2007-12-06,19.28
2007-12-05,18.71
2007-12-04,18.63
2007-12-03,19.04
2007-11-30,19.14
2007-11-29,18.97
2007-11-28,19.22
2007-11-27,18.52
2007-11-26,18.09
2007-11-23,18.72
2007-11-21,18.5
2007-11-20,19.08
2007-11-19,18.82
2007-11-16,19.21
2007-11-15,19.17
2007-11-14,19.48
2007-11-13,19.64
2007-11-12,18.84
2007-11-09,19.54
2007-11-08,19.93
2007-11-07,19.39
2007-11-06,19.98
2007-11-05,19.4
2007-11-02,19.71
2007-11-01,19.81
2007-10-31,20.24
2007-10-30,20.11
2007-10-29,20.31
2007-10-26,20.31
2007-10-25,20.28
2007-10-24,20.45
2007-10-23,20.49
2007-10-22,20.08
2007-10-19,20.01
2007-10-18,20.84
2007-10-17,20.87
2007-10-16,20.78
2007-10-15,21.21
2007-10-12,21.49
2007-10-11,21.54
2007-10-10,21.54
2007-10-09,21.59
2007-10-08,21.38
2007-10-05,21.63
2007-10-04,20.79
2007-10-03,20.88
2007-10-02,21.02
2007-10-01,20.99
2007-09-28,20.65
2007-09-27,20.76
2007-09-26,20.77
2007-09-25,20.36
2007-09-24,20.42
2007-09-21,20.79
2007-09-20,20.32
2007-09-19,20.56
2007-09-18,20.19
2007-09-17,19.44
2007-09-14,19.48
2007-09-13,19.62
2007-09-12,19.78
2007-09-11,19.91
2007-09-10,19.77
2007-09-07,19.73
2007-09-06,19.93
2007-09-05,19.22
2007-09-04,19.64
2007-08-31,19.19
2007-08-30,18.92
2007-08-29,19.29
2007-08-28,18.87
2007-08-27,19.64
2007-08-24,19.82
2007-08-23,19.46
2007-08-22,19.33
2007-08-21,19.22
2007-08-20,19.22
2007-08-17,19.2
2007-08-16,18.62
2007-08-15,18.73
2007-08-14,18.96
2007-08-13,19.69
2007-08-10,19.43
2007-08-09,19.78
2007-08-08,20.13
2007-08-07,19.72
2007-08-06,19.92
2007-08-03,19.78
2007-08-02,20.26
2007-08-01,20.15
2007-07-31,20.01
2007-07-30,20.16
2007-07-27,20.01
2007-07-26,20.47
2007-07-25,21.01
2007-07-24,21.21
2007-07-23,21.51
2007-07-20,21.59
2007-07-19,21.69
2007-07-18,21.42
2007-07-17,21.41
2007-07-16,20.86
2007-07-13,20.86
2007-07-12,21.06
2007-07-11,20.62
2007-07-10,20.35
2007-07-09,20.77
2007-07-06,20.53
2007-07-05,20.52
2007-07-03,20.08
2007-07-02,20.32
2007-06-29,20.25
2007-06-28,20.38
2007-06-27,20.31
2007-06-26,20.58
2007-06-25,20.75
2007-06-22,20.59
2007-06-21,20.93
2007-06-20,20.84
2007-06-19,20.91
2007-06-18,20.85
2007-06-15,21.15
2007-06-14,21.36
2007-06-13,20.92
2007-06-12,20.77
2007-06-11,21.17
2007-06-08,20.9
2007-06-07,20.99
2007-06-06,21.19
2007-06-05,21.32
2007-06-04,21.28
2007-06-01,21.38
2007-05-31,20.86
2007-05-30,21.16
2007-05-29,20.94
2007-05-25,21.03
2007-05-24,20.65
2007-05-23,21.1
2007-05-22,21.01
2007-05-21,21.1
2007-05-18,20.91
2007-05-17,20.61
2007-05-16,20.75
2007-05-15,20.82
2007-05-14,20.77
2007-05-11,20.57
2007-05-10,20.39
2007-05-09,20.53
2007-05-08,20.88
2007-05-07,21.06
2007-05-04,20.82
2007-05-03,20.69
2007-05-02,20.69
2007-05-01,20.3
2007-04-30,21.19
2007-04-27,21.5
2007-04-26,21.8
2007-04-25,21.93
2007-04-24,21.79
2007-04-23,21.96
2007-04-20,21.98
2007-04-19,21.76
2007-04-18,22.14
2007-04-17,22.29
2007-04-16,22.31
2007-04-13,22.18
2007-04-12,22.19
2007-04-11,22.1
2007-04-10,22.25
2007-04-09,22.09
2007-04-05,21.97
2007-04-04,21.96
2007-04-03,22.12
2007-04-02,21.86
2007-03-30,21.6
2007-03-29,21.47
2007-03-28,21.04
2007-03-27,21.28
2007-03-26,21.59
2007-03-23,21.68
2007-03-22,21.85
2007-03-21,21.89
2007-03-20,21.58
2007-03-19,21.36
2007-03-16,20.99
2007-03-15,20.99
2007-03-14,20.99
2007-03-13,20.99
2007-03-12,21.17
2007-03-09,20.79
2007-03-08,21.03
2007-03-07,20.68
2007-03-06,20.64
2007-03-05,20.22
2007-03-02,20.51
2007-03-01,20.68
2007-02-28,21.05
2007-02-27,21.04
2007-02-26,21.76
2007-02-23,21.93
2007-02-22,21.9
2007-02-21,22.03
2007-02-20,22.16
2007-02-16,21.75
2007-02-15,21.76
2007-02-14,21.89
2007-02-13,21.96
2007-02-12,21.76
2007-02-09,22.05
2007-02-08,22.37
2007-02-07,21.81
2007-02-06,21.32
2007-02-05,21.37
2007-02-02,21.58
2007-02-01,21.53
2007-01-31,21.59
2007-01-30,21.33
2007-01-29,21.14
2007-01-26,21.19
2007-01-25,21.29
2007-01-24,21.57
2007-01-23,21.47
2007-01-22,21.05
2007-01-19,21.3
2007-01-18,21.17
2007-01-17,20.92
2007-01-16,21.04
2007-01-12,20.89
2007-01-11,20.89
2007-01-10,20.76
2007-01-09,20.15
2007-01-08,19.78
2007-01-05,19.62
2007-01-04,19.56
2007-01-03,19.64
2006-12-29,19.65
2006-12-28,19.76
2006-12-27,19.77
2006-12-26,19.65
2006-12-22,19.78
2006-12-21,19.88
2006-12-20,19.92
2006-12-19,20.08
2006-12-18,19.85
2006-12-15,19.69
2006-12-14,19.57
2006-12-13,19.67
2006-12-12,19.6
2006-12-11,19.73
2006-12-08,19.95
2006-12-07,19.78
2006-12-06,19.19
2006-12-05,19.4
2006-12-04,19.33
2006-12-01,18.92
2006-11-30,19.01
2006-11-29,18.86
2006-11-28,18.76
2006-11-27,18.91
2006-11-24,19.27
2006-11-22,19.29
2006-11-21,19.2
2006-11-20,19.3
2006-11-17,19.5
2006-11-16,19.59
2006-11-15,19.6
2006-11-14,19.71
2006-11-13,19.65
2006-11-10,19.75
2006-11-09,19.46
2006-11-08,19.3
2006-11-07,19.04
2006-11-06,19.18
2006-11-03,18.85
2006-11-02,18.8
2006-11-01,18.8
2006-10-31,19.19
2006-10-30,19.3
2006-10-27,19.17
2006-10-26,19.43
2006-10-25,19.21
2006-10-24,19.18
2006-10-23,19.33
2006-10-20,19.21
2006-10-19,19.35
2006-10-18,19.26
2006-10-17,19.25
2006-10-16,19.31
2006-10-13,19.06
2006-10-12,18.91
2006-10-11,18.62
2006-10-10,18.75
2006-10-09,18.5
2006-10-06,18.31
2006-10-05,18.2
2006-10-04,18.12
2006-10-03,17.99
2006-10-02,17.92
2006-09-29,18.22
2006-09-28,18.03
2006-09-27,18.11
2006-09-26,18.17
2006-09-25,17.72
2006-09-22,17.37
2006-09-21,17.55
2006-09-20,17.57
2006-09-19,17.42
2006-09-18,17.59
2006-09-15,17.78
2006-09-14,17.3
2006-09-13,17.07
2006-09-12,17.17
2006-09-11,16.9
2006-09-08,17.25
2006-09-07,17.11
2006-09-06,17.24
2006-09-05,17.44
2006-09-01,17.71
2006-08-31,17.54
2006-08-30,17.48
2006-08-29,17.53
2006-08-28,17.27
2006-08-25,17.17
2006-08-24,17.22
2006-08-23,17.17
2006-08-22,17.26
2006-08-21,17.43
2006-08-18,17.33
2006-08-17,17.33
2006-08-16,17.33
2006-08-15,17.31
2006-08-14,17.15
2006-08-11,16.96
2006-08-10,17.4
2006-08-09,17.57
2006-08-08,17.82
2006-08-07,17.45
2006-08-04,17.43
2006-08-03,17.4
2006-08-02,17.55
2006-08-01,17.67
2006-07-31,17.76
2006-07-28,17.67
2006-07-27,17.45
2006-07-26,17.46
2006-07-25,17.38
2006-07-24,17.19
2006-07-21,16.74
2006-07-20,17.13
2006-07-19,17.36
2006-07-18,17.29
2006-07-17,17.26
2006-07-14,17.39
2006-07-13,17.8
2006-07-12,18.06
2006-07-11,17.75
2006-07-10,17.73
2006-07-07,17.67
2006-07-06,17.6
2006-07-05,17.6
2006-07-03,17.83
2006-06-30,17.82
2006-06-29,17.88
2006-06-28,17.52
2006-06-27,17.26
2006-06-26,17.32
2006-06-23,17.41
2006-06-22,17.29
2006-06-21,17.57
2006-06-20,17.83
2006-06-19,17.67
2006-06-16,17.58
2006-06-15,17.67
2006-06-14,17.06
2006-06-13,17.0
2006-06-12,17.41
2006-06-09,17.51
2006-06-08,17.58
2006-06-07,17.71
2006-06-06,17.71
2006-06-05,17.82
2006-06-02,18.05
2006-06-01,18.07
2006-05-31,17.63
2006-05-30,17.49
2006-05-26,17.64
2006-05-25,17.34
2006-05-24,17.17
2006-05-23,17.21
2006-05-22,17.37
2006-05-19,17.63
2006-05-18,17.57
2006-05-17,17.54
2006-05-16,17.75
2006-05-15,17.41
2006-05-12,17.21
2006-05-11,17.38
2006-05-10,16.88
2006-05-09,16.78
2006-05-08,16.57
2006-05-05,16.6
2006-05-04,16.54
2006-05-03,16.24
2006-05-02,16.12
2006-05-01,16.07
2006-04-28,16.09
2006-04-27,16.09
2006-04-26,15.84
2006-04-25,15.74
2006-04-24,15.71
2006-04-21,15.66
2006-04-20,15.68
2006-04-19,15.71
2006-04-18,15.81
2006-04-17,15.81
2006-04-13,15.86
2006-04-12,15.9
2006-04-11,15.81
2006-04-10,15.9
2006-04-07,15.94
2006-04-06,15.92
2006-04-05,15.8
2006-04-04,15.72
2006-04-03,15.64
2006-03-31,15.5
2006-03-30,15.51
2006-03-29,15.44
2006-03-28,15.43
2006-03-27,15.54
2006-03-24,15.41
2006-03-23,15.45
2006-03-22,15.49
2006-03-21,15.4
2006-03-20,15.45
2006-03-17,15.63
2006-03-16,15.72
2006-03-15,15.74
2006-03-14,15.71
2006-03-13,15.62
2006-03-10,15.53
2006-03-09,15.49
2006-03-08,15.49
2006-03-07,15.41
2006-03-06,15.36
2006-03-03,15.49
2006-03-02,15.33
2006-03-01,15.34
2006-02-28,15.14
2006-02-27,15.13
2006-02-24,15.15
2006-02-23,15.11
2006-02-22,14.96
2006-02-21,14.88
2006-02-17,14.88
2006-02-16,14.92
2006-02-15,14.93
2006-02-14,14.96
2006-02-13,14.66
2006-02-10,14.71
2006-02-09,14.55
2006-02-08,14.8
2006-02-07,14.68
2006-02-06,14.73
2006-02-03,14.59
2006-02-02,14.66
2006-02-01,14.65
2006-01-31,14.6
2006-01-30,14.65
2006-01-27,14.75
2006-01-26,14.67
2006-01-25,14.74
2006-01-24,15.0
2006-01-23,14.99
2006-01-20,15.01
2006-01-19,15.14
2006-01-18,15.04
2006-01-17,15.23
2006-01-13,15.09
2006-01-12,14.98
2006-01-11,15.11
2006-01-10,14.96
2006-01-09,14.81
2006-01-06,14.58
2006-01-05,14.39
2006-01-04,14.62
2006-01-03,14.51
2005-12-30,14.66
2005-12-29,14.72
2005-12-28,14.58
2005-12-27,14.6
2005-12-23,14.8
2005-12-22,14.74
2005-12-21,14.41
2005-12-20,14.58
2005-12-19,14.86
2005-12-16,14.86
2005-12-15,14.8
2005-12-14,14.88
2005-12-13,14.94
2005-12-12,14.72
2005-12-09,14.59
2005-12-08,14.5
2005-12-07,14.16
2005-12-06,14.05
2005-12-05,13.94
2005-12-02,14.0
2005-12-01,14.02
2005-11-30,13.81
2005-11-29,13.89
2005-11-28,13.98
2005-11-25,13.95
2005-11-23,14.01
2005-11-22,13.9
2005-11-21,13.73
2005-11-18,13.42
2005-11-17,13.32
2005-11-16,13.39
2005-11-15,13.51
2005-11-14,13.68
2005-11-11,13.71
2005-11-10,13.45
2005-11-09,13.45
2005-11-08,13.43
2005-11-07,13.42
2005-11-04,13.23
2005-11-03,13.49
2005-11-02,13.46
2005-11-01,13.32
2005-10-31,13.3
2005-10-28,13.22
2005-10-27,13.26
2005-10-26,13.51
2005-10-25,13.51
2005-10-24,13.73
2005-10-21,13.55
2005-10-20,13.71
2005-10-19,13.81
2005-10-18,13.82
2005-10-17,13.89
2005-10-14,13.92
2005-10-13,13.76
2005-10-12,13.56
2005-10-11,13.73
2005-10-10,13.92
2005-10-07,13.97
2005-10-06,14.09
2005-10-05,13.97
2005-10-04,14.11
2005-10-03,14.38
2005-09-30,14.57
2005-09-29,14.37
2005-09-28,14.18
2005-09-27,14.16
2005-09-26,14.27
2005-09-23,14.28
2005-09-22,14.43
2005-09-21,14.48
2005-09-20,14.69
2005-09-19,14.94
2005-09-16,15.03
2005-09-15,14.88
2005-09-14,14.86
2005-09-13,15.12
2005-09-12,15.27
2005-09-09,15.34
2005-09-08,15.25
2005-09-07,15.29
2005-09-06,15.19
2005-09-02,14.86
2005-09-01,15.07
2005-08-31,15.09
2005-08-30,15.02
2005-08-29,15.18
2005-08-26,15.18
2005-08-25,15.21
2005-08-24,15.18
2005-08-23,15.41
2005-08-22,15.5
2005-08-19,15.37
2005-08-18,15.52
2005-08-17,15.7
2005-08-16,15.72
2005-08-15,15.94
2005-08-12,15.99
2005-08-11,15.92
2005-08-10,15.4
2005-08-09,15.18
2005-08-08,15.07
2005-08-05,15.11
2005-08-04,15.11
2005-08-03,15.2
2005-08-02,15.27
2005-08-01,15.34
2005-07-29,15.31
2005-07-28,15.51
2005-07-27,15.59
2005-07-26,15.58
2005-07-25,15.51
2005-07-22,15.58
2005-07-21,15.52
2005-07-20,15.48
2005-07-19,15.38
2005-07-18,15.41
2005-07-15,15.42
2005-07-14,15.49
2005-07-13,15.44
2005-07-12,15.25
2005-07-11,15.11
2005-07-08,15.02
2005-07-07,14.8
2005-07-06,14.8
2005-07-05,14.88
2005-07-01,14.86
2005-06-30,14.88
2005-06-29,15.17
2005-06-28,15.22
2005-06-27,15.28
2005-06-24,15.59
2005-06-23,15.4
2005-06-22,15.63
2005-06-21,15.59
2005-06-20,15.6
2005-06-17,15.77
2005-06-16,15.49
2005-06-15,15.44
2005-06-14,15.27
2005-06-13,15.28
2005-06-10,14.9
2005-06-09,15.18
2005-06-08,14.98
2005-06-07,14.82
2005-06-06,14.77
2005-06-03,14.7
2005-06-02,14.71
2005-06-01,14.7
2005-05-31,14.75
2005-05-27,14.93
2005-05-26,14.71
2005-05-25,14.7
2005-05-24,14.66
2005-05-23,14.29
2005-05-20,14.0
2005-05-19,14.13
2005-05-18,14.14
2005-05-17,13.99
2005-05-16,14.11
2005-05-13,14.14
2005-05-12,14.05
2005-05-11,14.05
2005-05-10,14.15
2005-05-09,14.41
2005-05-06,14.46
2005-05-05,14.29
2005-05-04,14.43
2005-05-03,14.13
2005-05-02,14.2
2005-04-29,14.05
2005-04-28,14.02
2005-04-27,14.15
2005-04-26,14.36
2005-04-25,14.59
2005-04-22,14.64
2005-04-21,14.89
2005-04-20,14.66
2005-04-19,14.74
2005-04-18,14.68
2005-04-15,14.65
2005-04-14,14.88
2005-04-13,15.22
2005-04-12,15.46
2005-04-11,15.38
2005-04-08,15.41
2005-04-07,15.49
2005-04-06,15.24
2005-04-05,15.25
2005-04-04,15.25
2005-04-01,15.53
2005-03-31,15.55
2005-03-30,15.65
2005-03-29,15.34
2005-03-28,15.56
2005-03-24,15.64
2005-03-23,15.6
2005-03-22,15.8
2005-03-21,16.21
2005-03-18,16.17
2005-03-17,15.89
2005-03-16,15.65
2005-03-15,15.68
2005-03-14,15.64
2005-03-11,15.54
2005-03-10,15.64
2005-03-09,15.61
2005-03-08,15.68
2005-03-07,15.89
2005-03-04,15.95
2005-03-03,15.69
2005-03-02,15.28
2005-03-01,15.09
2005-02-28,15.19
2005-02-25,15.28
2005-02-24,15.01
2005-02-23,15.02
2005-02-22,15.02
2005-02-18,15.37
2005-02-17,15.49
2005-02-16,15.55
2005-02-15,15.45
2005-02-14,15.46
2005-02-11,15.59
2005-02-10,15.48
2005-02-09,15.33
2005-02-08,15.41
2005-02-07,15.6
2005-02-04,15.63
2005-02-03,15.29
2005-02-02,15.6
2005-02-01,15.56
2005-01-31,15.52
2005-01-28,15.41
2005-01-27,15.58
2005-01-26,15.59
2005-01-25,15.38
2005-01-24,15.53
2005-01-21,15.49
2005-01-20,15.22
2005-01-19,15.37
2005-01-18,15.49
2005-01-14,15.49
2005-01-13,15.76
2005-01-12,15.94
2005-01-11,15.68
2005-01-10,15.76
2005-01-07,16.09
2005-01-06,16.27
2005-01-05,16.44
2005-01-04,16.6
2005-01-03,16.95
2004-12-31,16.95
2004-12-30,16.9
2004-12-29,16.91
2004-12-28,16.97
2004-12-27,16.82
2004-12-23,16.77
2004-12-22,16.75
2004-12-21,16.8
2004-12-20,16.72
2004-12-17,16.62
2004-12-16,16.45
2004-12-15,16.46
2004-12-14,15.96
2004-12-13,16.01
2004-12-10,15.85
2004-12-09,15.56
2004-12-08,15.54
2004-12-07,15.81
2004-12-06,15.97
2004-12-03,16.04
2004-12-02,16.16
2004-12-01,16.15
2004-11-30,15.97
2004-11-29,15.99
2004-11-26,15.95
2004-11-24,15.99
2004-11-23,15.93
2004-11-22,16.11
2004-11-19,16.31
2004-11-18,16.27
2004-11-17,16.43
2004-11-16,15.89
2004-11-15,16.05
2004-11-12,15.98
2004-11-11,15.76
2004-11-10,15.77
2004-11-09,15.71
2004-11-08,15.52
2004-11-05,16.07
2004-11-04,15.98
2004-11-03,15.66
2004-11-02,14.84
2004-11-01,14.17
2004-10-29,14.24
2004-10-28,14.49
2004-10-27,14.56
2004-10-26,14.34
2004-10-25,14.15
2004-10-22,13.75
2004-10-21,13.9
2004-10-20,14.05
2004-10-19,14.26
2004-10-18,14.43
2004-10-15,14.47
2004-10-14,14.43
2004-10-13,14.39
2004-10-12,14.26
2004-10-11,14.41
2004-10-08,14.33
2004-10-07,14.44
2004-10-06,14.69
2004-10-05,14.66
2004-10-04,14.79
2004-10-01,14.51
2004-09-30,14.51
2004-09-29,14.62
2004-09-28,14.52
2004-09-27,14.47
2004-09-24,14.4
2004-09-23,14.48
2004-09-22,14.49
2004-09-21,14.88
2004-09-20,14.79
2004-09-17,14.88
2004-09-16,14.96
2004-09-15,14.62
2004-09-14,14.32
2004-09-13,13.86
2004-09-10,13.86
2004-09-09,13.79
2004-09-08,13.87
2004-09-07,13.75
2004-09-03,13.58
2004-09-02,13.79
2004-09-01,13.75
2004-08-31,13.79
2004-08-30,13.7
2004-08-27,13.75
2004-08-26,13.68
2004-08-25,13.83
2004-08-24,14.02
2004-08-23,14.2
2004-08-20,14.32
2004-08-19,13.95
2004-08-18,14.2
2004-08-17,14.27
2004-08-16,14.37
2004-08-13,14.21
2004-08-12,14.05
2004-08-11,14.13
2004-08-10,14.36
2004-08-09,14.28
2004-08-06,14.25
2004-08-05,14.35
2004-08-04,14.48
2004-08-03,15.16
2004-08-02,15.07
2004-07-30,14.96
2004-07-29,15.01
2004-07-28,14.94
2004-07-27,15.07
2004-07-26,15.27
2004-07-23,15.26
2004-07-22,15.47
2004-07-21,15.25
2004-07-20,15.71
2004-07-19,15.75
2004-07-16,15.71
2004-07-15,15.45
2004-07-14,15.49
2004-07-13,15.54
2004-07-12,15.49
2004-07-09,15.45
2004-07-08,15.36
2004-07-07,15.73
2004-07-06,15.64
2004-07-02,15.72
2004-07-01,15.67
2004-06-30,15.64
2004-06-29,15.6
2004-06-28,15.69
2004-06-25,15.71
2004-06-24,15.67
2004-06-23,15.71
2004-06-22,15.92
2004-06-21,16.04
2004-06-18,15.89
2004-06-17,15.83
2004-06-16,15.81
2004-06-15,15.87
2004-06-14,15.69
2004-06-10,15.9
2004-06-09,15.78
2004-06-08,16.09
2004-06-07,16.35
2004-06-04,16.05
2004-06-03,15.83
2004-06-02,16.13
2004-06-01,16.06
2004-05-28,16.26
2004-05-27,16.27
2004-05-26,16.16
2004-05-25,16.11
2004-05-24,15.74
2004-05-21,15.67
2004-05-20,15.68
2004-05-19,15.79
2004-05-18,15.81
2004-05-17,15.49
2004-05-14,15.6
2004-05-13,15.75
2004-05-12,15.73
2004-05-11,15.75
2004-05-10,15.72
2004-05-07,16.16
2004-05-06,16.11
2004-05-05,16.5
2004-05-04,16.42
2004-05-03,16.16
2004-04-30,16.14
2004-04-29,16.1
2004-04-28,16.19
2004-04-27,16.69
2004-04-26,16.65
2004-04-23,16.83
2004-04-22,16.99
2004-04-21,16.63
2004-04-20,16.52
2004-04-19,16.64
2004-04-16,16.34
2004-04-15,16.31
2004-04-14,16.34
2004-04-13,16.28
2004-04-12,16.77
2004-04-08,16.82
2004-04-07,16.89
2004-04-06,16.52
2004-04-05,16.28
2004-04-02,16.19
2004-04-01,16.16
2004-03-31,15.88
2004-03-30,15.58
2004-03-29,15.41
2004-03-26,15.3
2004-03-25,15.34
2004-03-24,15.22
2004-03-23,15.39
2004-03-22,15.21
2004-03-19,15.42
2004-03-18,15.55
2004-03-17,15.67
2004-03-16,15.57
2004-03-15,15.46
2004-03-12,15.8
2004-03-11,15.64
2004-03-10,15.67
2004-03-09,16.1
2004-03-08,16.22
2004-03-05,16.61
2004-03-04,16.53
2004-03-03,16.47
2004-03-02,16.27
2004-03-01,16.55
2004-02-27,16.53
2004-02-26,16.51
2004-02-25,16.39
2004-02-24,16.46
2004-02-23,16.32
2004-02-20,16.41
2004-02-19,16.8
2004-02-18,17.06
2004-02-17,17.43
2004-02-13,17.25
2004-02-12,16.96
2004-02-11,17.04
2004-02-10,16.64
2004-02-09,16.42
2004-02-06,16.16
2004-02-05,15.85
2004-02-04,15.96
2004-02-03,16.13
2004-02-02,16.29
2004-01-30,16.25
2004-01-29,16.11
2004-01-28,16.27
2004-01-27,16.69
