LOGI,Date
1.6614744663238525,1997-08-08
1.6379075050354004,1997-08-11
1.6614744663238525,1997-08-12
1.6850415468215942,1997-08-13
1.7086085081100464,1997-08-14
1.6614744663238525,1997-08-15
1.6379075050354004,1997-08-18
1.7793097496032715,1997-08-19
1.732175588607788,1997-08-20
1.720392107963562,1997-08-21
1.7439590692520142,1997-08-22
1.732175588607788,1997-08-25
1.7439590692520142,1997-08-26
1.7439590692520142,1997-08-27
1.6850415468215942,1997-08-28
1.6968249082565308,1997-08-29
1.7439590692520142,1997-09-02
1.720392107963562,1997-09-03
1.6968249082565308,1997-09-04
1.6968249082565308,1997-09-05
1.6850415468215942,1997-09-08
1.649690866470337,1997-09-09
1.6379075050354004,1997-09-10
1.6025569438934326,1997-09-11
1.6025569438934326,1997-09-12
1.6025569438934326,1997-09-15
1.6143404245376587,1997-09-16
1.6025569438934326,1997-09-17
1.6379075050354004,1997-09-18
1.6968249082565308,1997-09-19
1.6850415468215942,1997-09-22
1.7086085081100464,1997-09-23
1.6732580661773682,1997-09-24
1.7086085081100464,1997-09-25
1.749851107597351,1997-09-26
1.7439590692520142,1997-09-29
1.7380677461624146,1997-09-30
1.7616345882415771,1997-10-01
1.7439590692520142,1997-10-02
1.7557423114776611,1997-10-03
1.7675259113311768,1997-10-06
1.732175588607788,1997-10-07
1.7086085081100464,1997-10-08
1.6968249082565308,1997-10-09
1.6732580661773682,1997-10-10
1.6732580661773682,1997-10-13
1.7086085081100464,1997-10-14
1.6850415468215942,1997-10-15
1.7086085081100464,1997-10-16
1.6614744663238525,1997-10-17
1.6850415468215942,1997-10-20
1.720392107963562,1997-10-21
1.7027168273925781,1997-10-22
1.6143404245376587,1997-10-23
1.5554229021072388,1997-10-24
1.4611549377441406,1997-10-27
1.4847217798233032,1997-10-28
1.520072340965271,1997-10-29
1.5436394214630127,1997-10-30
1.5436394214630127,1997-10-31
1.578989863395691,1997-11-03
1.6379075050354004,1997-11-04
1.732175588607788,1997-11-05
1.732175588607788,1997-11-06
1.6732580661773682,1997-11-07
1.6732580661773682,1997-11-10
1.720392107963562,1997-11-11
1.649690866470337,1997-11-12
1.6968249082565308,1997-11-13
1.7086085081100464,1997-11-14
1.6850415468215942,1997-11-17
1.6732580661773682,1997-11-18
1.649690866470337,1997-11-19
1.649690866470337,1997-11-20
1.6614744663238525,1997-11-21
1.6261239051818848,1997-11-24
1.6379075050354004,1997-11-25
1.6261239051818848,1997-11-26
1.6025569438934326,1997-11-28
1.6261239051818848,1997-12-01
1.6732580661773682,1997-12-02
1.6850415468215942,1997-12-03
1.6732580661773682,1997-12-04
1.6968249082565308,1997-12-05
1.6850415468215942,1997-12-08
1.578989863395691,1997-12-09
1.537747859954834,1997-12-10
1.5436394214630127,1997-12-11
1.5554229021072388,1997-12-12
1.520072340965271,1997-12-15
1.4906138181686401,1997-12-16
1.508288860321045,1997-12-17
1.4729384183883667,1997-12-18
1.4258044958114624,1997-12-19
1.508288860321045,1997-12-22
1.4729384183883667,1997-12-23
1.4729384183883667,1997-12-24
1.4729384183883667,1997-12-26
1.4611549377441406,1997-12-29
1.4788305759429932,1997-12-30
1.4140207767486572,1997-12-31
1.437587857246399,1998-01-02
1.437587857246399,1998-01-05
1.4258044958114624,1998-01-06
1.390453815460205,1998-01-07
1.3433197736740112,1998-01-08
1.2844022512435913,1998-01-09
1.2608352899551392,1998-01-12
1.3433197736740112,1998-01-13
1.4022374153137207,1998-01-14
1.378670334815979,1998-01-15
1.378670334815979,1998-01-16
1.4140207767486572,1998-01-20
1.4140207767486572,1998-01-21
1.4140207767486572,1998-01-22
1.4847217798233032,1998-01-23
1.4965053796768188,1998-01-26
1.5318559408187866,1998-01-27
1.5436394214630127,1998-01-28
1.437587857246399,1998-01-29
1.4729384183883667,1998-01-30
1.449371337890625,1998-02-02
1.4022374153137207,1998-02-03
1.578989863395691,1998-02-04
1.5672063827514648,1998-02-05
1.520072340965271,1998-02-06
1.4965053796768188,1998-02-09
1.4847217798233032,1998-02-10
1.4729384183883667,1998-02-11
1.4611549377441406,1998-02-12
1.4847217798233032,1998-02-13
1.4847217798233032,1998-02-17
1.437587857246399,1998-02-18
1.437587857246399,1998-02-19
1.4258044958114624,1998-02-20
1.4611549377441406,1998-02-23
1.4611549377441406,1998-02-24
1.4729384183883667,1998-02-25
1.4965053796768188,1998-02-26
1.4611549377441406,1998-02-27
1.4729384183883667,1998-03-02
1.4611549377441406,1998-03-03
1.437587857246399,1998-03-04
1.437587857246399,1998-03-05
1.4847217798233032,1998-03-06
1.4847217798233032,1998-03-09
1.4611549377441406,1998-03-10
1.4611549377441406,1998-03-11
1.4847217798233032,1998-03-12
1.520072340965271,1998-03-13
1.520072340965271,1998-03-16
1.5318559408187866,1998-03-17
1.520072340965271,1998-03-18
1.5554229021072388,1998-03-19
1.5436394214630127,1998-03-20
1.5436394214630127,1998-03-23
1.578989863395691,1998-03-24
1.520072340965271,1998-03-25
1.5436394214630127,1998-03-26
1.5554229021072388,1998-03-27
1.520072340965271,1998-03-30
1.4965053796768188,1998-03-31
1.4847217798233032,1998-04-01
1.4847217798233032,1998-04-02
1.4847217798233032,1998-04-03
1.437587857246399,1998-04-06
1.4140207767486572,1998-04-07
1.4140207767486572,1998-04-08
1.4140207767486572,1998-04-09
1.4140207767486572,1998-04-13
1.4140207767486572,1998-04-14
1.366886854171753,1998-04-15
1.3256447315216064,1998-04-16
1.3197529315948486,1998-04-17
1.366886854171753,1998-04-20
1.3551032543182373,1998-04-21
1.307969331741333,1998-04-22
1.366886854171753,1998-04-23
1.366886854171753,1998-04-24
1.2961857318878174,1998-04-27
1.3551032543182373,1998-04-28
1.3551032543182373,1998-04-29
1.3551032543182373,1998-04-30
1.3315362930297852,1998-05-01
1.3551032543182373,1998-05-04
1.3315362930297852,1998-05-05
1.449371337890625,1998-05-06
1.366886854171753,1998-05-07
1.4140207767486572,1998-05-08
1.4022374153137207,1998-05-11
1.3551032543182373,1998-05-12
1.3315362930297852,1998-05-13
1.3551032543182373,1998-05-14
1.3315362930297852,1998-05-15
1.4611549377441406,1998-05-18
1.4258044958114624,1998-05-19
1.4140207767486572,1998-05-20
1.4258044958114624,1998-05-21
1.4611549377441406,1998-05-22
1.437587857246399,1998-05-26
1.390453815460205,1998-05-27
1.390453815460205,1998-05-28
1.378670334815979,1998-05-29
1.366886854171753,1998-06-01
1.390453815460205,1998-06-02
1.4258044958114624,1998-06-03
1.4022374153137207,1998-06-04
1.437587857246399,1998-06-05
1.4022374153137207,1998-06-08
1.4081295728683472,1998-06-09
1.390453815460205,1998-06-10
1.3551032543182373,1998-06-11
1.3197529315948486,1998-06-12
1.237268090248108,1998-06-15
1.2490516901016235,1998-06-16
1.2961857318878174,1998-06-17
1.2961857318878174,1998-06-18
1.2726187705993652,1998-06-19
1.3315362930297852,1998-06-22
1.3315362930297852,1998-06-23
1.307969331741333,1998-06-24
1.307969331741333,1998-06-25
1.307969331741333,1998-06-26
1.2844022512435913,1998-06-29
1.2844022512435913,1998-06-30
1.2844022512435913,1998-07-01
1.2844022512435913,1998-07-02
1.2726187705993652,1998-07-06
1.2490516901016235,1998-07-07
1.237268090248108,1998-07-08
1.225484848022461,1998-07-09
1.2137012481689453,1998-07-10
1.2019176483154297,1998-07-13
1.2490516901016235,1998-07-14
1.3138614892959595,1998-07-15
1.3138614892959595,1998-07-16
1.3138614892959595,1998-07-17
1.3315362930297852,1998-07-20
1.3551032543182373,1998-07-21
1.237268090248108,1998-07-22
1.225484848022461,1998-07-23
1.2313766479492188,1998-07-24
1.2313766479492188,1998-07-27
1.2726187705993652,1998-07-28
1.2313766479492188,1998-07-29
1.2313766479492188,1998-07-30
1.2490516901016235,1998-07-31
1.2490516901016235,1998-08-03
1.2490516901016235,1998-08-04
1.2019176483154297,1998-08-05
1.178350567817688,1998-08-06
1.178350567817688,1998-08-07
1.166567325592041,1998-08-10
1.1312165260314941,1998-08-11
1.1312165260314941,1998-08-12
1.178350567817688,1998-08-13
1.0840827226638794,1998-08-14
1.1547837257385254,1998-08-17
1.1547837257385254,1998-08-18
1.178350567817688,1998-08-19
1.178350567817688,1998-08-20
1.1547837257385254,1998-08-21
1.178350567817688,1998-08-24
1.2019176483154297,1998-08-25
1.1547837257385254,1998-08-26
1.0605156421661377,1998-08-27
1.0605156421661377,1998-08-28
1.0605156421661377,1998-08-31
1.0369484424591064,1998-09-01
1.0369484424591064,1998-09-02
1.1312165260314941,1998-09-03
1.0958659648895264,1998-09-04
1.1430001258850098,1998-09-08
1.1194331645965576,1998-09-09
1.0958659648895264,1998-09-10
1.0487322807312012,1998-09-11
1.0487322807312012,1998-09-14
1.0487322807312012,1998-09-15
1.1076496839523315,1998-09-16
1.1076496839523315,1998-09-17
1.0722991228103638,1998-09-18
1.0722991228103638,1998-09-21
1.0369484424591064,1998-09-22
1.0369484424591064,1998-09-23
1.0487322807312012,1998-09-24
0.9898144602775574,1998-09-25
1.02516508102417,1998-09-28
0.94857257604599,1998-09-29
0.8719795346260071,1998-09-30
0.9426805973052979,1998-10-01
0.9426805973052979,1998-10-02
0.9426805973052979,1998-10-05
0.8837629556655884,1998-10-06
0.860196053981781,1998-10-07
0.8484124541282654,1998-10-08
0.8484124541282654,1998-10-09
0.8484124541282654,1998-10-12
0.8484124541282654,1998-10-13
0.8012784719467163,1998-10-14
0.8012784719467163,1998-10-15
0.8012784719467163,1998-10-16
0.8484124541282654,1998-10-19
0.860196053981781,1998-10-20
0.8484124541282654,1998-10-21
0.860196053981781,1998-10-22
0.860196053981781,1998-10-23
0.8543046712875366,1998-10-26
0.8543046712875366,1998-10-27
0.9191136360168457,1998-10-28
0.8955464363098145,1998-10-29
0.9426805973052979,1998-10-30
1.0605156421661377,1998-11-02
1.0369484424591064,1998-11-03
1.0369484424591064,1998-11-04
0.9898144602775574,1998-11-05
1.0369484424591064,1998-11-06
0.96624755859375,1998-11-09
1.0369484424591064,1998-11-10
1.0605156421661377,1998-11-11
1.0369484424591064,1998-11-12
1.0369484424591064,1998-11-13
1.1076496839523315,1998-11-16
1.1076496839523315,1998-11-17
1.0605156421661377,1998-11-18
1.1194331645965576,1998-11-19
1.0958659648895264,1998-11-20
1.166567325592041,1998-11-23
1.1371086835861206,1998-11-24
1.1312165260314941,1998-11-25
1.1312165260314941,1998-11-27
1.1430001258850098,1998-11-30
1.0958659648895264,1998-12-01
1.1076496839523315,1998-12-02
1.1194331645965576,1998-12-03
1.1194331645965576,1998-12-04
1.1312165260314941,1998-12-07
1.1312165260314941,1998-12-08
1.1312165260314941,1998-12-09
1.1312165260314941,1998-12-10
1.1312165260314941,1998-12-11
1.0133817195892334,1998-12-14
1.0840827226638794,1998-12-15
1.0840827226638794,1998-12-16
1.1194331645965576,1998-12-17
1.178350567817688,1998-12-18
1.0840827226638794,1998-12-21
1.0840827226638794,1998-12-22
1.1076496839523315,1998-12-23
1.1076496839523315,1998-12-24
1.1194331645965576,1998-12-28
1.0958659648895264,1998-12-29
1.0722991228103638,1998-12-30
1.0722991228103638,1998-12-31
1.1194331645965576,1999-01-04
1.0958659648895264,1999-01-05
1.1312165260314941,1999-01-06
1.1547837257385254,1999-01-07
1.1547837257385254,1999-01-08
1.166567325592041,1999-01-11
1.1547837257385254,1999-01-12
1.0958659648895264,1999-01-13
1.0958659648895264,1999-01-14
1.0899745225906372,1999-01-15
1.0605156421661377,1999-01-19
1.0840827226638794,1999-01-20
1.0840827226638794,1999-01-21
1.101758360862732,1999-01-22
1.1076496839523315,1999-01-25
1.178350567817688,1999-01-26
1.172459363937378,1999-01-27
1.1547837257385254,1999-01-28
1.1547837257385254,1999-01-29
1.1547837257385254,1999-02-01
1.166567325592041,1999-02-02
1.2019176483154297,1999-02-03
1.2608352899551392,1999-02-04
1.2328497171401978,1999-02-05
1.2137012481689453,1999-02-08
1.225484848022461,1999-02-09
1.225484848022461,1999-02-10
1.225484848022461,1999-02-11
1.307969331741333,1999-02-12
1.2844022512435913,1999-02-16
1.2902944087982178,1999-02-17
1.3197529315948486,1999-02-18
1.307969331741333,1999-02-19
1.3197529315948486,1999-02-22
1.3315362930297852,1999-02-23
1.307969331741333,1999-02-24
1.307969331741333,1999-02-25
1.3020778894424438,1999-02-26
1.2490516901016235,1999-03-01
1.225484848022461,1999-03-02
1.225484848022461,1999-03-03
1.225484848022461,1999-03-04
1.2726187705993652,1999-03-05
1.2726187705993652,1999-03-08
1.2019176483154297,1999-03-09
1.1901342868804932,1999-03-10
1.2490516901016235,1999-03-11
1.2490516901016235,1999-03-12
1.2490516901016235,1999-03-15
1.2019176483154297,1999-03-16
1.2019176483154297,1999-03-17
1.2608352899551392,1999-03-18
1.2490516901016235,1999-03-19
1.225484848022461,1999-03-22
1.1901342868804932,1999-03-23
1.178350567817688,1999-03-24
1.2019176483154297,1999-03-25
1.1547837257385254,1999-03-26
1.1312165260314941,1999-03-29
1.166567325592041,1999-03-30
1.2137012481689453,1999-03-31
1.1547837257385254,1999-04-01
1.225484848022461,1999-04-05
1.178350567817688,1999-04-06
1.237268090248108,1999-04-07
1.366886854171753,1999-04-08
1.390453815460205,1999-04-09
1.3551032543182373,1999-04-12
1.366886854171753,1999-04-13
1.3197529315948486,1999-04-14
1.3315362930297852,1999-04-15
1.3197529315948486,1999-04-16
1.2844022512435913,1999-04-19
1.2019176483154297,1999-04-20
1.225484848022461,1999-04-21
1.225484848022461,1999-04-22
1.2019176483154297,1999-04-23
1.307969331741333,1999-04-26
1.3138614892959595,1999-04-27
1.3315362930297852,1999-04-28
1.390453815460205,1999-04-29
1.366886854171753,1999-04-30
1.4140207767486572,1999-05-03
1.4022374153137207,1999-05-04
1.390453815460205,1999-05-05
1.366886854171753,1999-05-06
1.437587857246399,1999-05-07
1.366886854171753,1999-05-10
1.366886854171753,1999-05-11
1.390453815460205,1999-05-12
1.4140207767486572,1999-05-13
1.4140207767486572,1999-05-14
1.3433197736740112,1999-05-17
1.3315362930297852,1999-05-18
1.3197529315948486,1999-05-19
1.390453815460205,1999-05-20
1.396345853805542,1999-05-21
1.3197529315948486,1999-05-24
1.3433197736740112,1999-05-25
1.3433197736740112,1999-05-26
1.3433197736740112,1999-05-27
1.2608352899551392,1999-05-28
1.3315362930297852,1999-06-01
1.3197529315948486,1999-06-02
1.3315362930297852,1999-06-03
1.3433197736740112,1999-06-04
1.366886854171753,1999-06-07
1.4022374153137207,1999-06-08
1.378670334815979,1999-06-09
1.366886854171753,1999-06-10
1.366886854171753,1999-06-11
1.366886854171753,1999-06-14
1.3433197736740112,1999-06-15
1.3315362930297852,1999-06-16
1.3197529315948486,1999-06-17
1.3197529315948486,1999-06-18
1.3315362930297852,1999-06-21
1.3551032543182373,1999-06-22
1.3551032543182373,1999-06-23
1.3433197736740112,1999-06-24
1.3433197736740112,1999-06-25
1.366886854171753,1999-06-28
1.3551032543182373,1999-06-29
1.390453815460205,1999-06-30
1.4022374153137207,1999-07-01
1.4081295728683472,1999-07-02
1.4022374153137207,1999-07-06
1.4140207767486572,1999-07-07
1.4140207767486572,1999-07-08
1.4140207767486572,1999-07-09
1.390453815460205,1999-07-12
1.366886854171753,1999-07-13
1.366886854171753,1999-07-14
1.4022374153137207,1999-07-15
1.4081295728683472,1999-07-16
1.4140207767486572,1999-07-19
1.390453815460205,1999-07-20
1.4081295728683472,1999-07-21
1.390453815460205,1999-07-22
1.3433197736740112,1999-07-23
1.4140207767486572,1999-07-26
1.437587857246399,1999-07-27
1.4258044958114624,1999-07-28
1.4258044958114624,1999-07-29
1.4258044958114624,1999-07-30
1.4258044958114624,1999-08-02
1.4140207767486572,1999-08-03
1.4199130535125732,1999-08-04
1.4258044958114624,1999-08-05
1.366886854171753,1999-08-06
1.4140207767486572,1999-08-09
1.4022374153137207,1999-08-10
1.4022374153137207,1999-08-11
1.4140207767486572,1999-08-12
1.3315362930297852,1999-08-13
1.3197529315948486,1999-08-16
1.3197529315948486,1999-08-17
1.4022374153137207,1999-08-18
1.4022374153137207,1999-08-19
1.3551032543182373,1999-08-20
1.3315362930297852,1999-08-23
1.2961857318878174,1999-08-24
1.390453815460205,1999-08-25
1.449371337890625,1999-08-26
1.449371337890625,1999-08-27
1.390453815460205,1999-08-30
1.4258044958114624,1999-08-31
1.4258044958114624,1999-09-01
1.4258044958114624,1999-09-02
1.449371337890625,1999-09-03
1.4729384183883667,1999-09-07
1.4965053796768188,1999-09-08
1.508288860321045,1999-09-09
1.4611549377441406,1999-09-10
1.4847217798233032,1999-09-13
1.449371337890625,1999-09-14
1.437587857246399,1999-09-15
1.437587857246399,1999-09-16
1.437587857246399,1999-09-17
1.508288860321045,1999-09-20
1.6025569438934326,1999-09-21
1.4965053796768188,1999-09-22
1.4611549377441406,1999-09-23
1.437587857246399,1999-09-24
1.449371337890625,1999-09-27
1.4729384183883667,1999-09-28
1.508288860321045,1999-09-29
1.520072340965271,1999-09-30
1.4965053796768188,1999-10-01
1.5554229021072388,1999-10-04
1.649690866470337,1999-10-05
1.6261239051818848,1999-10-06
1.6968249082565308,1999-10-07
1.6526367664337158,1999-10-08
1.6968249082565308,1999-10-11
1.6732580661773682,1999-10-12
1.7086085081100464,1999-10-13
1.7086085081100464,1999-10-14
1.6850415468215942,1999-10-15
1.6732580661773682,1999-10-18
1.6732580661773682,1999-10-19
1.6143404245376587,1999-10-20
1.6379075050354004,1999-10-21
1.6732580661773682,1999-10-22
1.7439590692520142,1999-10-25
1.7675259113311768,1999-10-26
1.7086085081100464,1999-10-27
1.649690866470337,1999-10-28
1.6968249082565308,1999-10-29
1.732175588607788,1999-11-01
1.7557423114776611,1999-11-02
1.7380677461624146,1999-11-03
1.791092872619629,1999-11-04
1.8264437913894653,1999-11-05
1.8264437913894653,1999-11-08
1.8146600723266602,1999-11-09
1.7675259113311768,1999-11-10
1.732175588607788,1999-11-11
1.6968249082565308,1999-11-12
1.9560617208480835,1999-11-15
2.0621137619018555,1999-11-16
2.250649929046631,1999-11-17
2.0974645614624023,1999-11-18
2.1445982456207275,1999-11-19
2.026763439178467,1999-11-22
2.0856807231903076,1999-11-23
2.0974645614624023,1999-11-24
2.1445982456207275,1999-11-26
2.168165445327759,1999-11-29
2.1917319297790527,1999-11-30
2.215299367904663,1999-12-01
2.3508100509643555,1999-12-02
2.4038352966308594,1999-12-03
2.5098867416381836,1999-12-06
2.727882146835327,1999-12-07
2.7102065086364746,1999-12-08
2.698422908782959,1999-12-09
2.6866395473480225,1999-12-10
2.89874267578125,1999-12-13
2.89874267578125,1999-12-14
2.7926909923553467,1999-12-15
2.78090763092041,1999-12-16
2.78090763092041,1999-12-17
2.816258430480957,1999-12-20
2.851608991622925,1999-12-21
2.8280415534973145,1999-12-22
2.78090763092041,1999-12-23
2.733773708343506,1999-12-27
2.6336140632629395,1999-12-28
2.6395058631896973,1999-12-29
2.5982635021209717,1999-12-30
2.5982635021209717,1999-12-31
2.589426040649414,2000-01-03
2.739665985107422,2000-01-04
2.851608991622925,2000-01-05
2.9458768367767334,2000-01-06
3.040144681930542,2000-01-07
3.5114846229553223,2000-01-10
3.7942891120910645,2000-01-11
3.5350518226623535,2000-01-12
3.381866693496704,2000-01-13
3.74715518951416,2000-01-14
3.676454544067383,2000-01-18
3.582185745239258,2000-01-19
3.676454544067383,2000-01-20
3.864990234375,2000-01-21
3.9592578411102295,2000-01-24
4.242062568664551,2000-01-25
4.4777326583862305,2000-01-26
4.5955681800842285,2000-01-27
4.336330890655518,2000-01-28
4.359897136688232,2000-01-31
4.501299858093262,2000-02-01
4.949072360992432,2000-02-02
5.349711894989014,2000-02-03
5.8681864738464355,2000-02-04
6.551630020141602,2000-02-07
7.046536445617676,2000-02-08
6.315959453582764,2000-02-09
6.245258808135986,2000-02-10
5.656083106994629,2000-02-11
5.756242275238037,2000-02-14
5.656083106994629,2000-02-15
5.70321798324585,2000-02-16
5.8446197509765625,2000-02-17
5.585381984710693,2000-02-18
5.7974853515625,2000-02-22
5.8210530281066895,2000-02-23
6.4102277755737305,2000-02-24
6.209908485412598,2000-02-25
6.080289363861084,2000-02-28
6.044939041137695,2000-02-29
6.150990009307861,2000-03-01
6.693032264709473,2000-03-02
6.952269077301025,2000-03-03
6.940485954284668,2000-03-06
6.881568431854248,2000-03-07
6.363093852996826,2000-03-08
5.903536796569824,2000-03-09
6.504495620727539,2000-03-10
6.162773609161377,2000-03-13
7.070103645324707,2000-03-14
6.787299633026123,2000-03-15
5.891753673553467,2000-03-16
6.198124408721924,2000-03-17
6.4102277755737305,2000-03-20
6.292393684387207,2000-03-21
6.221691608428955,2000-03-22
6.080289363861084,2000-03-23
6.598763465881348,2000-03-24
6.363093852996826,2000-03-27
6.221691608428955,2000-03-28
5.891753673553467,2000-03-29
6.03315544128418,2000-03-30
6.174557685852051,2000-03-31
5.679650783538818,2000-04-03
5.1847429275512695,2000-04-04
5.467547416687012,2000-04-05
5.715001583099365,2000-04-06
5.8446197509765625,2000-04-07
5.608949661254883,2000-04-10
5.467547416687012,2000-04-11
5.56181526184082,2000-04-12
5.137609004974365,2000-04-13
4.784103870391846,2000-04-14
4.807670593261719,2000-04-17
4.901939392089844,2000-04-18
5.326145172119141,2000-04-19
5.373279094696045,2000-04-20
5.161175727844238,2000-04-24
5.4793314933776855,2000-04-25
5.874078750610352,2000-04-26
5.986021518707275,2000-04-27
6.139207363128662,2000-04-28
6.221691608428955,2000-05-01
6.433794021606445,2000-05-02
6.186340808868408,2000-05-03
6.239367961883545,2000-05-04
6.03315544128418,2000-05-05
6.233475208282471,2000-05-08
5.891753673553467,2000-05-09
6.03315544128418,2000-05-10
5.750351428985596,2000-05-11
5.927103519439697,2000-05-12
5.938887119293213,2000-05-15
5.938887119293213,2000-05-16
5.809269428253174,2000-05-17
5.56181526184082,2000-05-18
5.373279094696045,2000-05-19
5.326145172119141,2000-05-22
5.231877326965332,2000-05-23
5.231877326965332,2000-05-24
5.114041328430176,2000-05-25
5.2790117263793945,2000-05-26
5.1847429275512695,2000-05-30
5.56181526184082,2000-05-31
5.302578449249268,2000-06-01
6.103856563568115,2000-06-02
6.03315544128418,2000-06-05
5.8681864738464355,2000-06-06
5.632516860961914,2000-06-07
5.585381984710693,2000-06-08
5.585381984710693,2000-06-09
5.7974853515625,2000-06-12
5.467547416687012,2000-06-13
5.8446197509765625,2000-06-14
5.832835674285889,2000-06-15
5.803377151489258,2000-06-16
5.750351428985596,2000-06-19
6.1274237632751465,2000-06-20
6.1274237632751465,2000-06-21
6.174557685852051,2000-06-22
6.1274237632751465,2000-06-23
6.221691608428955,2000-06-26
6.315959453582764,2000-06-27
6.4102277755737305,2000-06-28
6.575196266174316,2000-06-29
6.881568431854248,2000-06-30
6.964052677154541,2000-07-03
7.070103645324707,2000-07-05
7.258640289306641,2000-07-06
7.211506366729736,2000-07-07
7.235073566436768,2000-07-10
6.858001232147217,2000-07-11
6.6694655418396,2000-07-12
6.504495620727539,2000-07-13
6.763733386993408,2000-07-14
6.457361698150635,2000-07-17
6.480929851531982,2000-07-18
6.315959453582764,2000-07-19
6.457361698150635,2000-07-20
6.928702354431152,2000-07-21
6.763733386993408,2000-07-24
6.64589786529541,2000-07-25
6.928702354431152,2000-07-26
6.740166187286377,2000-07-27
6.268825531005859,2000-07-28
6.457361698150635,2000-07-31
6.221691608428955,2000-08-01
6.315959453582764,2000-08-02
6.080289363861084,2000-08-03
6.056723117828369,2000-08-04
6.1274237632751465,2000-08-07
6.221691608428955,2000-08-08
6.103856563568115,2000-08-09
6.1274237632751465,2000-08-10
5.73856782913208,2000-08-11
6.009588718414307,2000-08-14
6.198124408721924,2000-08-15
6.268825531005859,2000-08-16
6.339526653289795,2000-08-17
6.315959453582764,2000-08-18
6.268825531005859,2000-08-21
6.221691608428955,2000-08-22
6.245258808135986,2000-08-23
6.245258808135986,2000-08-24
6.221691608428955,2000-08-25
6.233475208282471,2000-08-28
6.174557685852051,2000-08-29
6.268825531005859,2000-08-30
6.233475208282471,2000-08-31
6.363093852996826,2000-09-01
5.962453842163086,2000-09-05
5.656083106994629,2000-09-06
5.538248062133789,2000-09-07
5.679650783538818,2000-09-08
5.679650783538818,2000-09-11
5.679650783538818,2000-09-12
5.56181526184082,2000-09-13
5.70321798324585,2000-09-14
5.526464462280273,2000-09-15
5.726784706115723,2000-09-18
5.585381984710693,2000-09-19
5.585381984710693,2000-09-20
5.420413017272949,2000-09-21
4.901939392089844,2000-09-22
5.043341159820557,2000-09-25
5.208310127258301,2000-09-26
5.491114139556885,2000-09-27
5.856403350830078,2000-09-28
5.7974853515625,2000-09-29
5.467547416687012,2000-10-02
5.314362049102783,2000-10-03
5.326145172119141,2000-10-04
5.125824451446533,2000-10-05
5.007990837097168,2000-10-06
4.913722038269043,2000-10-09
4.937288761138916,2000-10-10
4.513082504272461,2000-10-11
4.760537147521973,2000-10-12
