NTAP,Date
1.4182482957839966,1996-04-01
1.3705757856369019,1996-04-02
1.3705757856369019,1996-04-03
1.3109856843948364,1996-04-04
1.2871497869491577,1996-04-08
1.293108582496643,1996-04-09
1.2871497869491577,1996-04-10
1.2990676164627075,1996-04-11
1.2871497869491577,1996-04-12
1.2871497869491577,1996-04-15
1.2871497869491577,1996-04-16
1.2871497869491577,1996-04-17
1.3348215818405151,1996-04-18
1.3407810926437378,1996-04-19
1.346739649772644,1996-04-22
1.3824939727783203,1996-04-23
1.4242075681686401,1996-04-24
1.5135924816131592,1996-04-25
1.6327729225158691,1996-04-26
1.60893714427948,1996-04-29
1.525510549545288,1996-04-30
1.5016741752624512,1996-05-01
1.5016741752624512,1996-05-02
1.525510549545288,1996-05-03
1.525510549545288,1996-05-06
1.5731828212738037,1996-05-07
1.5731828212738037,1996-05-08
1.7161991596221924,1996-05-09
1.7698309421539307,1996-05-10
1.8353791236877441,1996-05-13
1.7996255159378052,1996-05-14
1.8472980260849,1996-05-15
1.7400355339050293,1996-05-16
1.6923632621765137,1996-05-17
1.6566088199615479,1996-05-20
1.6566088199615479,1996-05-21
1.6566088199615479,1996-05-22
1.6566088199615479,1996-05-23
1.6327729225158691,1996-05-24
1.60893714427948,1996-05-28
1.585100769996643,1996-05-29
1.585100769996643,1996-05-30
1.6327729225158691,1996-05-31
1.60893714427948,1996-06-03
1.5970184803009033,1996-06-04
1.585100769996643,1996-06-05
1.5731828212738037,1996-06-06
1.585100769996643,1996-06-07
1.537428855895996,1996-06-10
1.537428855895996,1996-06-11
1.585100769996643,1996-06-12
1.6327729225158691,1996-06-13
1.6566088199615479,1996-06-14
1.5612647533416748,1996-06-17
1.3824939727783203,1996-06-18
1.4003713130950928,1996-06-19
1.4003713130950928,1996-06-20
1.430166244506836,1996-06-21
1.430166244506836,1996-06-24
1.3824939727783203,1996-06-25
1.3824939727783203,1996-06-26
1.358657956123352,1996-06-27
1.4182482957839966,1996-06-28
1.3944118022918701,1996-07-01
1.3824939727783203,1996-07-02
1.3824939727783203,1996-07-03
1.3824939727783203,1996-07-05
1.3824939727783203,1996-07-08
1.3229035139083862,1996-07-09
1.2871497869491577,1996-07-10
1.2156414985656738,1996-07-11
1.2633132934570312,1996-07-12
1.191805362701416,1996-07-15
1.191805362701416,1996-07-16
1.191805362701416,1996-07-17
1.2394770383834839,1996-07-18
1.2394770383834839,1996-07-19
1.2394770383834839,1996-07-22
1.156050682067871,1996-07-23
1.156050682067871,1996-07-24
1.156050682067871,1996-07-25
1.156050682067871,1996-07-26
1.1798869371414185,1996-07-29
1.1798869371414185,1996-07-30
1.1441329717636108,1996-07-31
1.0368704795837402,1996-08-01
1.2513952255249023,1996-08-02
1.2871497869491577,1996-08-05
1.2037229537963867,1996-08-06
1.2871497869491577,1996-08-07
1.3705757856369019,1996-08-08
1.4122895002365112,1996-08-09
1.430166244506836,1996-08-12
1.358657956123352,1996-08-13
1.3229035139083862,1996-08-14
1.346739649772644,1996-08-15
1.2871497869491577,1996-08-16
1.2633132934570312,1996-08-19
1.2513952255249023,1996-08-20
1.2573546171188354,1996-08-21
1.3109856843948364,1996-08-22
1.2990676164627075,1996-08-23
1.3109856843948364,1996-08-26
1.2990676164627075,1996-08-27
1.3288633823394775,1996-08-28
1.2871497869491577,1996-08-29
1.3348215818405151,1996-08-30
1.358657956123352,1996-09-03
1.3705757856369019,1996-09-04
1.3229035139083862,1996-09-05
1.3705757856369019,1996-09-06
1.3348215818405151,1996-09-09
1.3348215818405151,1996-09-10
1.2394770383834839,1996-09-11
1.2871497869491577,1996-09-12
1.2752313613891602,1996-09-13
1.2752313613891602,1996-09-16
1.2394770383834839,1996-09-17
1.1679688692092896,1996-09-18
1.2156414985656738,1996-09-19
1.2871497869491577,1996-09-20
1.346739649772644,1996-09-23
1.358657956123352,1996-09-24
1.489756464958191,1996-09-25
1.492735743522644,1996-09-26
1.4599615335464478,1996-09-27
1.430166244506836,1996-09-30
1.3348215818405151,1996-10-01
1.3705757856369019,1996-10-02
1.4361258745193481,1996-10-03
1.4420835971832275,1996-10-04
1.430166244506836,1996-10-07
1.4420835971832275,1996-10-08
1.4063297510147095,1996-10-09
1.3705757856369019,1996-10-10
1.489756464958191,1996-10-11
1.5135924816131592,1996-10-14
1.662568211555481,1996-10-15
1.6774659156799316,1996-10-16
1.6744863986968994,1996-10-17
1.585100769996643,1996-10-18
1.5970184803009033,1996-10-21
1.5135924816131592,1996-10-22
1.5016741752624512,1996-10-23
1.5731828212738037,1996-10-24
1.525510549545288,1996-10-25
1.5016741752624512,1996-10-28
1.525510549545288,1996-10-29
1.5731828212738037,1996-10-30
1.6685272455215454,1996-10-31
1.6208546161651611,1996-11-01
1.6208546161651611,1996-11-04
1.6208546161651611,1996-11-05
1.6923632621765137,1996-11-06
1.7996255159378052,1996-11-07
1.8413389921188354,1996-11-08
1.859216570854187,1996-11-11
1.7638710737228394,1996-11-12
1.8234624862670898,1996-11-13
1.8294209241867065,1996-11-14
1.7638710737228394,1996-11-15
1.6566088199615479,1996-11-18
1.6446913480758667,1996-11-19
1.6923632621765137,1996-11-20
1.6685272455215454,1996-11-21
1.6983227729797363,1996-11-22
1.7281166315078735,1996-11-25
1.7161991596221924,1996-11-26
1.7161991596221924,1996-11-27
1.7161991596221924,1996-11-29
1.7698309421539307,1996-12-02
1.8472980260849,1996-12-03
1.7817492485046387,1996-12-04
1.7936670780181885,1996-12-05
1.75791335105896,1996-12-06
1.7996255159378052,1996-12-09
1.7698309421539307,1996-12-10
1.7340768575668335,1996-12-11
1.7817492485046387,1996-12-12
1.8234624862670898,1996-12-13
1.859216570854187,1996-12-16
1.9068878889083862,1996-12-17
2.1094954013824463,1996-12-18
2.121412754058838,1996-12-19
2.234635353088379,1996-12-20
2.2227165699005127,1996-12-23
2.240593910217285,1996-12-24
2.353815793991089,1996-12-26
2.4074459075927734,1996-12-27
2.347856044769287,1996-12-30
2.425323247909546,1996-12-31
2.3001837730407715,1997-01-02
2.2763473987579346,1997-01-03
2.2584714889526367,1997-01-06
2.216757297515869,1997-01-07
2.2763473987579346,1997-01-08
2.3001837730407715,1997-01-09
2.3001837730407715,1997-01-10
2.2644295692443848,1997-01-13
2.2644295692443848,1997-01-14
2.2882659435272217,1997-01-15
2.3001837730407715,1997-01-16
2.3955283164978027,1997-01-17
2.4312829971313477,1997-01-20
2.5742995738983154,1997-01-21
2.663684606552124,1997-01-22
2.6696431636810303,1997-01-23
2.58025860786438,1997-01-24
2.490872621536255,1997-01-27
2.5504627227783203,1997-01-28
2.455118417739868,1997-01-29
2.4312829971313477,1997-01-30
2.4432010650634766,1997-01-31
2.5504627227783203,1997-02-03
2.5385446548461914,1997-02-04
2.4312829971313477,1997-02-05
2.486403703689575,1997-02-06
2.621971368789673,1997-02-07
2.2644295692443848,1997-02-10
2.1452488899230957,1997-02-11
2.2882659435272217,1997-02-12
2.09757661819458,1997-02-13
2.1452488899230957,1997-02-14
2.1452488899230957,1997-02-18
2.1094954013824463,1997-02-19
2.037987232208252,1997-02-20
2.0201101303100586,1997-02-21
2.0499038696289062,1997-02-24
1.9903141260147095,1997-02-25
1.8830519914627075,1997-02-26
1.8472980260849,1997-02-27
1.9068878889083862,1997-02-28
1.8711340427398682,1997-03-03
1.7757898569107056,1997-03-04
1.8353791236877441,1997-03-05
1.8830519914627075,1997-03-06
1.930724024772644,1997-03-07
1.966478705406189,1997-03-10
1.930724024772644,1997-03-11
1.8353791236877441,1997-03-12
1.7877074480056763,1997-03-13
1.7877074480056763,1997-03-14
1.7757898569107056,1997-03-17
1.611916422843933,1997-03-18
1.4659202098846436,1997-03-19
1.525510549545288,1997-03-20
1.60893714427948,1997-03-21
1.5970184803009033,1997-03-24
1.6059576272964478,1997-03-25
1.6685272455215454,1997-03-26
1.6804457902908325,1997-03-27
1.5493465662002563,1997-03-31
1.4837979078292847,1997-04-01
1.495715856552124,1997-04-02
1.537428855895996,1997-04-03
1.6566088199615479,1997-04-04
1.7161991596221924,1997-04-07
1.8353791236877441,1997-04-08
1.859216570854187,1997-04-09
1.8353791236877441,1997-04-10
1.7281166315078735,1997-04-11
1.7400355339050293,1997-04-14
1.7161991596221924,1997-04-15
1.6566088199615479,1997-04-16
1.6178754568099976,1997-04-17
1.525510549545288,1997-04-18
1.358657956123352,1997-04-21
1.2513952255249023,1997-04-22
1.2752313613891602,1997-04-23
1.3526991605758667,1997-04-24
1.358657956123352,1997-04-25
1.3348215818405151,1997-04-28
1.3705757856369019,1997-04-29
1.3884532451629639,1997-04-30
1.3944118022918701,1997-05-01
1.4480434656143188,1997-05-02
1.6685272455215454,1997-05-05
1.8234624862670898,1997-05-06
1.8830519914627075,1997-05-07
1.8234624862670898,1997-05-08
1.7996255159378052,1997-05-09
1.9188063144683838,1997-05-12
1.8472980260849,1997-05-13
1.8949705362319946,1997-05-14
1.8711340427398682,1997-05-15
1.8830519914627075,1997-05-16
1.8890119791030884,1997-05-19
1.8472980260849,1997-05-20
1.8949705362319946,1997-05-21
1.9068878889083862,1997-05-22
1.954560399055481,1997-05-23
1.9426425695419312,1997-05-27
1.954560399055481,1997-05-28
1.930724024772644,1997-05-29
1.9337044954299927,1997-05-30
1.859216570854187,1997-06-02
1.8353791236877441,1997-06-03
1.6685272455215454,1997-06-04
1.7638710737228394,1997-06-05
1.8175033330917358,1997-06-06
1.7996255159378052,1997-06-09
1.7698309421539307,1997-06-10
1.7519536018371582,1997-06-11
1.7698309421539307,1997-06-12
1.6983227729797363,1997-06-13
1.7042814493179321,1997-06-16
1.7102407217025757,1997-06-17
1.6804457902908325,1997-06-18
1.7340768575668335,1997-06-19
1.7996255159378052,1997-06-20
1.7638710737228394,1997-06-23
1.7400355339050293,1997-06-24
1.6983227729797363,1997-06-25
1.6327729225158691,1997-06-26
1.6387321949005127,1997-06-27
1.8115434646606445,1997-06-30
1.8115434646606445,1997-07-01
1.900929570198059,1997-07-02
1.7996255159378052,1997-07-03
1.7638710737228394,1997-07-07
1.8651751279830933,1997-07-08
1.8413389921188354,1997-07-09
1.8115434646606445,1997-07-10
1.8353791236877441,1997-07-11
1.8115434646606445,1997-07-14
1.7877074480056763,1997-07-15
1.7996255159378052,1997-07-16
1.8055853843688965,1997-07-17
1.7877074480056763,1997-07-18
1.8353791236877441,1997-07-21
1.900929570198059,1997-07-22
1.8949705362319946,1997-07-23
1.8890119791030884,1997-07-24
1.9068878889083862,1997-07-25
1.9068878889083862,1997-07-28
1.8949705362319946,1997-07-29
2.0439460277557373,1997-07-30
2.0796995162963867,1997-07-31
2.0856592655181885,1997-08-01
2.157167434692383,1997-08-04
2.1452488899230957,1997-08-05
2.1959002017974854,1997-08-06
2.1452488899230957,1997-08-07
2.1094954013824463,1997-08-08
2.0737409591674805,1997-08-11
2.002232789993286,1997-08-12
2.0767202377319336,1997-08-13
2.0439460277557373,1997-08-14
2.0618228912353516,1997-08-15
2.1690852642059326,1997-08-18
2.1094954013824463,1997-08-19
2.11545467376709,1997-08-20
2.11545467376709,1997-08-21
2.1094954013824463,1997-08-22
2.1810028553009033,1997-08-25
2.228675365447998,1997-08-26
2.240593910217285,1997-08-27
2.228675365447998,1997-08-28
2.2525124549865723,1997-08-29
2.240593910217285,1997-09-02
2.11545467376709,1997-09-03
2.09757661819458,1997-09-04
2.133331537246704,1997-09-05
2.1094954013824463,1997-09-08
2.103536367416382,1997-09-09
2.3061437606811523,1997-09-10
2.2763473987579346,1997-09-11
2.4074459075927734,1997-09-12
2.4312829971313477,1997-09-15
2.4432010650634766,1997-09-16
2.3925487995147705,1997-09-17
2.359773874282837,1997-09-18
2.4432010650634766,1997-09-19
2.636868715286255,1997-09-22
2.598135232925415,1997-09-23
2.5266265869140625,1997-09-24
2.490872621536255,1997-09-25
2.520667791366577,1997-09-26
2.472996711730957,1997-09-29
2.586216688156128,1997-09-30
2.5266265869140625,1997-10-01
2.467036008834839,1997-10-02
2.4968321323394775,1997-10-03
2.5027904510498047,1997-10-06
2.5742995738983154,1997-10-07
2.5147082805633545,1997-10-08
2.5623817443847656,1997-10-09
2.6458070278167725,1997-10-10
2.675602912902832,1997-10-13
2.69943904876709,1997-10-14
2.6458070278167725,1997-10-15
2.6517674922943115,1997-10-16
2.6040947437286377,1997-10-17
2.5742995738983154,1997-10-20
2.621971368789673,1997-10-21
2.675602912902832,1997-10-22
2.610053062438965,1997-10-23
2.586216688156128,1997-10-24
2.347856044769287,1997-10-27
2.413405179977417,1997-10-28
2.4014875888824463,1997-10-29
2.3657336235046387,1997-10-30
2.3955283164978027,1997-10-31
2.4193637371063232,1997-11-03
2.4789540767669678,1997-11-04
2.586216688156128,1997-11-05
2.58025860786438,1997-11-06
2.568340301513672,1997-11-07
2.556422233581543,1997-11-10
2.467036008834839,1997-11-11
2.371692419052124,1997-11-12
2.371692419052124,1997-11-13
2.413405179977417,1997-11-14
2.4432010650634766,1997-11-17
2.425323247909546,1997-11-18
2.455118417739868,1997-11-19
2.467036008834839,1997-11-20
2.4312829971313477,1997-11-21
2.4193637371063232,1997-11-24
2.413405179977417,1997-11-25
2.408935785293579,1997-11-26
2.4014875888824463,1997-11-28
2.4432010650634766,1997-12-01
2.389569044113159,1997-12-02
2.3001837730407715,1997-12-03
2.335937738418579,1997-12-04
2.544504165649414,1997-12-05
2.6517674922943115,1997-12-08
2.610053062438965,1997-12-09
2.598135232925415,1997-12-10
2.5266265869140625,1997-12-11
2.5385446548461914,1997-12-12
2.5027904510498047,1997-12-15
2.621971368789673,1997-12-16
2.7471117973327637,1997-12-17
2.8007419109344482,1997-12-18
2.717315912246704,1997-12-19
2.824578046798706,1997-12-22
2.8960859775543213,1997-12-23
2.9080042839050293,1997-12-24
2.9080042839050293,1997-12-26
3.0986931324005127,1997-12-29
3.1940369606018066,1997-12-30
3.3847265243530273,1997-12-31
3.051021099090576,1998-01-02
3.21787428855896,1998-01-05
3.2059550285339355,1998-01-06
2.9080042839050293,1998-01-07
2.931840419769287,1998-01-08
2.6696431636810303,1998-01-09
2.6458070278167725,1998-01-12
2.7769055366516113,1998-01-13
2.6815617084503174,1998-01-14
2.6338894367218018,1998-01-15
2.6696431636810303,1998-01-16
2.7530691623687744,1998-01-20
2.8007419109344482,1998-01-21
2.7888236045837402,1998-01-22
2.7769055366516113,1998-01-23
2.7530691623687744,1998-01-26
2.7351930141448975,1998-01-27
2.767967462539673,1998-01-28
2.943758964538574,1998-01-29
2.872251033782959,1998-01-30
3.0152664184570312,1998-02-02
3.051021099090576,1998-02-03
3.1225295066833496,1998-02-04
3.074857711791992,1998-02-05
3.1582839488983154,1998-02-06
3.1582839488983154,1998-02-09
3.2655458450317383,1998-02-10
2.931840419769287,1998-02-11
2.812659502029419,1998-02-12
2.824578046798706,1998-02-13
2.7232742309570312,1998-02-17
2.782865285873413,1998-02-18
2.6458070278167725,1998-02-19
2.6577260494232178,1998-02-20
2.6845409870147705,1998-02-23
2.610053062438965,1998-02-24
2.6040947437286377,1998-02-25
2.610053062438965,1998-02-26
2.812659502029419,1998-02-27
3.033143997192383,1998-03-02
2.967595338821411,1998-03-03
3.033143997192383,1998-03-04
2.7292332649230957,1998-03-05
2.836496591567993,1998-03-06
2.6815617084503174,1998-03-09
2.8543734550476074,1998-03-10
2.902045726776123,1998-03-11
2.943758964538574,1998-03-12
3.062938928604126,1998-03-13
3.1225295066833496,1998-03-16
3.074857711791992,1998-03-17
3.0301647186279297,1998-03-18
3.0152664184570312,1998-03-19
2.9377999305725098,1998-03-20
3.1195497512817383,1998-03-23
3.253628969192505,1998-03-24
3.2417092323303223,1998-03-25
3.2417092323303223,1998-03-26
3.360891580581665,1998-03-27
3.456233263015747,1998-03-30
3.3847265243530273,1998-03-31
3.372809886932373,1998-04-01
3.3489718437194824,1998-04-02
3.277463912963867,1998-04-03
3.1493444442749023,1998-04-06
3.0033483505249023,1998-04-07
3.1582839488983154,1998-04-08
3.1225295066833496,1998-04-09
3.1940369606018066,1998-04-13
3.271505117416382,1998-04-14
3.2893826961517334,1998-04-15
3.2476694583892822,1998-04-16
3.2893826961517334,1998-04-17
3.277463912963867,1998-04-20
3.4085628986358643,1998-04-21
3.372809886932373,1998-04-22
3.372809886932373,1998-04-23
3.360891580581665,1998-04-24
3.1582839488983154,1998-04-27
3.3579118251800537,1998-04-28
3.491987705230713,1998-04-29
3.438358783721924,1998-04-30
3.5158259868621826,1998-05-01
3.658841848373413,1998-05-04
3.5873332023620605,1998-05-05
3.551579713821411,1998-05-06
3.539660930633545,1998-05-07
3.6111698150634766,1998-05-08
3.4860308170318604,1998-05-11
3.4621942043304443,1998-05-12
3.444316864013672,1998-05-13
3.3966450691223145,1998-05-14
3.4085628986358643,1998-05-15
3.551579713821411,1998-05-18
3.6350059509277344,1998-05-19
3.5605175495147705,1998-05-20
3.5873332023620605,1998-05-21
3.5277421474456787,1998-05-22
3.4323983192443848,1998-05-26
3.2387304306030273,1998-05-27
3.2893826961517334,1998-05-28
3.316197395324707,1998-05-29
3.2655458450317383,1998-06-01
3.414523124694824,1998-06-02
3.337054491043091,1998-06-03
3.2655458450317383,1998-06-04
3.2893826961517334,1998-06-05
3.4800710678100586,1998-06-08
3.5277421474456787,1998-06-09
3.539660930633545,1998-06-10
3.360891580581665,1998-06-11
3.2893826961517334,1998-06-12
3.1940369606018066,1998-06-15
3.3251354694366455,1998-06-16
3.3132176399230957,1998-06-17
3.182119607925415,1998-06-18
3.3132176399230957,1998-06-19
3.4085628986358643,1998-06-22
3.497948408126831,1998-06-23
3.5605175495147705,1998-06-24
3.456233263015747,1998-06-25
3.5039072036743164,1998-06-26
3.623086929321289,1998-06-29
3.712472915649414,1998-06-30
3.658841848373413,1998-07-01
3.6707582473754883,1998-07-02
4.040219783782959,1998-07-06
4.266663074493408,1998-07-07
4.326254844665527,1998-07-08
4.48118782043457,1998-07-09
4.445432662963867,1998-07-10
4.409678936004639,1998-07-13
4.37392520904541,1998-07-14
4.624202728271484,1998-07-15
4.719547748565674,1998-07-16
4.7910566329956055,1998-07-17
4.671875476837158,1998-07-20
4.445432662963867,1998-07-21
4.385843276977539,1998-07-22
4.2547430992126465,1998-07-23
4.111727714538574,1998-07-24
4.0998077392578125,1998-07-27
4.165358543395996,1998-07-28
4.087892055511475,1998-07-29
4.159398078918457,1998-07-30
3.980628252029419,1998-07-31
3.897202968597412,1998-08-03
3.754185676574707,1998-08-04
4.007443904876709,1998-08-05
4.2785797119140625,1998-08-06
4.397761821746826,1998-08-07
4.314334869384766,1998-08-10
4.171318531036377,1998-08-11
4.290497779846191,1998-08-12
4.433514595031738,1998-08-13
4.314334869384766,1998-08-14
4.439475059509277,1998-08-17
4.6122870445251465,1998-08-18
4.564614772796631,1998-08-19
4.552694797515869,1998-08-20
4.397761821746826,1998-08-21
4.648038864135742,1998-08-24
4.5050249099731445,1998-08-25
4.516942501068115,1998-08-26
4.412656784057617,1998-08-27
4.385843276977539,1998-08-28
3.9746696949005127,1998-08-31
4.314334869384766,1998-09-01
4.445432662963867,1998-09-02
4.457350730895996,1998-09-03
4.552694797515869,1998-09-04
4.701669692993164,1998-09-08
4.743384838104248,1998-09-09
4.653998851776123,1998-09-10
4.862565994262695,1998-09-11
5.148599147796631,1998-09-14
5.148599147796631,1998-09-15
4.910236835479736,1998-09-16
4.7910566329956055,1998-09-17
5.029416561126709,1998-09-18
5.08900785446167,1998-09-21
5.422712802886963,1998-09-22
5.5776472091674805,1998-09-23
5.3750410079956055,1998-09-24
5.5776472091674805,1998-09-25
5.762378692626953,1998-09-28
5.351204872131348,1998-09-29
4.826809883117676,1998-09-30
4.016383171081543,1998-10-01
4.314334869384766,1998-10-02
4.064055442810059,1998-10-05
3.9865882396698,1998-10-06
3.5277421474456787,1998-10-07
3.3132176399230957,1998-10-08
4.0998077392578125,1998-10-09
4.290497779846191,1998-10-12
3.8137757778167725,1998-10-13
4.147481918334961,1998-10-14
4.284540176391602,1998-10-15
4.397761821746826,1998-10-16
4.814891815185547,1998-10-19
4.820852756500244,1998-10-20
4.767221450805664,1998-10-21
4.785097599029541,1998-10-22
4.814891815185547,1998-10-23
5.148599147796631,1998-10-26
4.862565994262695,1998-10-27
4.886402130126953,1998-10-28
5.041334629058838,1998-10-29
5.22010612487793,1998-10-30
5.422712802886963,1998-11-02
5.22010612487793,1998-11-03
5.383979320526123,1998-11-04
6.000739097595215,1998-11-05
6.179510116577148,1998-11-06
6.149715423583984,1998-11-09
6.429789066314697,1998-11-10
6.423829555511475,1998-11-11
6.2271809577941895,1998-11-12
6.054369926452637,1998-11-13
6.328486442565918,1998-11-16
6.697943687438965,1998-11-17
7.0197319984436035,1998-11-18
7.055484294891357,1998-11-19
6.936305999755859,1998-11-20
7.02569055557251,1998-11-23
6.924387454986572,1998-11-24
6.882676601409912,1998-11-25
7.055484294891357,1998-11-27
7.16274881362915,1998-11-30
7.0197319984436035,1998-12-01
6.876716613769531,1998-12-02
6.8588409423828125,1998-12-03
7.150829792022705,1998-12-04
7.258092880249023,1998-12-07
7.16274881362915,1998-12-08
7.150829792022705,1998-12-09
7.07932186126709,1998-12-10
6.840961456298828,1998-12-11
6.423829555511475,1998-12-14
6.888633728027344,1998-12-15
7.067404270172119,1998-12-16
7.770570278167725,1998-12-17
8.068521499633789,1998-12-18
8.473734855651855,1998-12-21
8.199615478515625,1998-12-22
8.461817741394043,1998-12-23
8.557159423828125,1998-12-24
8.294963836669922,1998-12-28
8.128110885620117,1998-12-29
8.414145469665527,1998-12-30
8.551204681396484,1998-12-31
8.580995559692383,1999-01-04
8.557159423828125,1999-01-05
8.74785041809082,1999-01-06
8.819357872009277,1999-01-07
9.105389595031738,1999-01-08
9.72513198852539,1999-01-11
9.605949401855469,1999-01-12
9.987326622009277,1999-01-13
9.510602951049805,1999-01-14
10.058833122253418,1999-01-15
10.58322811126709,1999-01-19
10.201850891113281,1999-01-20
9.72513198852539,1999-01-21
9.153063774108887,1999-01-22
9.343750953674316,1999-01-25
9.534442901611328,1999-01-26
9.605949401855469,1999-01-27
9.939652442932129,1999-01-28
10.10650634765625,1999-01-29
10.058833122253418,1999-02-01
10.058833122253418,1999-02-02
10.03499984741211,1999-02-03
9.36759090423584,1999-02-04
8.819357872009277,1999-02-05
9.105389595031738,1999-02-08
8.366471290588379,1999-02-09
8.426060676574707,1999-02-10
9.891984939575195,1999-02-11
9.105389595031738,1999-02-12
8.759769439697266,1999-02-16
7.985095500946045,1999-02-17
7.556046009063721,1999-02-18
8.199615478515625,1999-02-19
8.533326148986816,1999-02-22
8.759769439697266,1999-02-23
8.104275703430176,1999-02-24
8.199615478515625,1999-02-25
8.008931159973145,1999-02-26
8.008931159973145,1999-03-01
8.128110885620117,1999-03-02
8.104275703430176,1999-03-03
8.3545560836792,1999-03-04
8.724011421203613,1999-03-05
8.67634105682373,1999-03-08
8.533326148986816,1999-03-09
8.461817741394043,1999-03-10
8.342637062072754,1999-03-11
7.925504207611084,1999-03-12
8.21153450012207,1999-03-15
8.652509689331055,1999-03-16
8.96237564086914,1999-03-17
10.273359298706055,1999-03-18
10.321032524108887,1999-03-19
10.273359298706055,1999-03-22
9.319914817810059,1999-03-23
9.796639442443848,1999-03-24
9.868144035339355,1999-03-25
9.748967170715332,1999-03-26
10.082669258117676,1999-03-29
10.011161804199219,1999-03-30
9.653619766235352,1999-03-31
10.773917198181152,1999-04-01
11.202967643737793,1999-04-05
11.059951782226562,1999-04-06
10.535557746887207,1999-04-07
10.845425605773926,1999-04-08
11.179132461547852,1999-04-09
11.23871898651123,1999-04-12
12.108739852905273,1999-04-13
12.061065673828125,1999-04-14
11.179132461547852,1999-04-15
10.678572654724121,1999-04-16
9.343750953674316,1999-04-19
9.486769676208496,1999-04-20
10.58322811126709,1999-04-21
10.46405029296875,1999-04-22
10.58322811126709,1999-04-23
11.012276649475098,1999-04-26
10.630904197692871,1999-04-27
10.011161804199219,1999-04-28
9.832391738891602,1999-04-29
9.59403133392334,1999-04-30
9.212653160095215,1999-05-03
8.914701461791992,1999-05-04
8.60483169555664,1999-05-05
8.700181007385254,1999-05-06
8.96237564086914,1999-05-07
9.462932586669922,1999-05-10
9.891984939575195,1999-05-11
10.249526977539062,1999-05-12
9.915816307067871,1999-05-13
9.010049819946289,1999-05-14
9.319914817810059,1999-05-17
10.273359298706055,1999-05-18
9.629783630371094,1999-05-19
9.153063774108887,1999-05-20
8.867029190063477,1999-05-21
8.580995559692383,1999-05-24
8.616750717163086,1999-05-25
8.580995559692383,1999-05-26
8.914701461791992,1999-05-27
8.992166519165039,1999-05-28
8.807439804077148,1999-06-01
9.391424179077148,1999-06-02
9.403338432312012,1999-06-03
9.451013565063477,1999-06-04
9.748967170715332,1999-06-07
9.343750953674316,1999-06-08
9.3616304397583,1999-06-09
9.153063774108887,1999-06-10
8.569079399108887,1999-06-11
8.104275703430176,1999-06-14
7.556046009063721,1999-06-15
8.39030647277832,1999-06-16
