ZS,Date
57.529998779296875,2019-03-05
58.27000045776367,2019-03-06
59.18000030517578,2019-03-07
60.540000915527344,2019-03-08
63.34000015258789,2019-03-11
63.650001525878906,2019-03-12
64.80000305175781,2019-03-13
66.94000244140625,2019-03-14
67.19000244140625,2019-03-15
67.27999877929688,2019-03-18
67.91000366210938,2019-03-19
67.48999786376953,2019-03-20
69.91999816894531,2019-03-21
66.01000213623047,2019-03-22
67.80999755859375,2019-03-25
71.02999877929688,2019-03-26
69.75,2019-03-27
71.05000305175781,2019-03-28
70.93000030517578,2019-03-29
70.73999786376953,2019-04-01
70.91000366210938,2019-04-02
69.33999633789062,2019-04-03
63.279998779296875,2019-04-04
63.13999938964844,2019-04-05
63.470001220703125,2019-04-08
64.94000244140625,2019-04-09
68.44000244140625,2019-04-10
67.75,2019-04-11
66.63999938964844,2019-04-12
67.04000091552734,2019-04-15
66.26000213623047,2019-04-16
62.43000030517578,2019-04-17
62.72999954223633,2019-04-18
64.26000213623047,2019-04-22
65.41999816894531,2019-04-23
64.98999786376953,2019-04-24
66.95999908447266,2019-04-25
66.94000244140625,2019-04-26
68.19999694824219,2019-04-29
68.30999755859375,2019-04-30
66.16999816894531,2019-05-01
65.66999816894531,2019-05-02
67.4000015258789,2019-05-03
69.5,2019-05-06
66.36000061035156,2019-05-07
67.61000061035156,2019-05-08
68.62000274658203,2019-05-09
73.55000305175781,2019-05-10
68.08999633789062,2019-05-13
72.05000305175781,2019-05-14
75.0199966430664,2019-05-15
78.66000366210938,2019-05-16
78.79000091552734,2019-05-17
76.63999938964844,2019-05-20
76.08999633789062,2019-05-21
75.88999938964844,2019-05-22
73.44999694824219,2019-05-23
73.76000213623047,2019-05-24
74.23999786376953,2019-05-28
71.1500015258789,2019-05-29
72.98999786376953,2019-05-30
68.62999725341797,2019-05-31
66.9000015258789,2019-06-03
71.95999908447266,2019-06-04
72.44999694824219,2019-06-05
72.33000183105469,2019-06-06
75.51000213623047,2019-06-07
76.91999816894531,2019-06-10
75.83000183105469,2019-06-11
77.16999816894531,2019-06-12
79.72000122070312,2019-06-13
77.66999816894531,2019-06-14
76.73999786376953,2019-06-17
78.0,2019-06-18
79.87999725341797,2019-06-19
79.18000030517578,2019-06-20
77.23999786376953,2019-06-21
75.45999908447266,2019-06-24
73.81999969482422,2019-06-25
74.30000305175781,2019-06-26
77.5,2019-06-27
76.63999938964844,2019-06-28
76.61000061035156,2019-07-01
78.95999908447266,2019-07-02
80.63999938964844,2019-07-03
83.05999755859375,2019-07-05
83.79000091552734,2019-07-08
84.30999755859375,2019-07-09
83.29000091552734,2019-07-10
82.27999877929688,2019-07-11
81.87000274658203,2019-07-12
83.79000091552734,2019-07-15
82.58999633789062,2019-07-16
82.0,2019-07-17
82.37999725341797,2019-07-18
82.68000030517578,2019-07-19
84.0,2019-07-22
84.0,2019-07-23
86.69000244140625,2019-07-24
86.41999816894531,2019-07-25
88.20999908447266,2019-07-26
85.56999969482422,2019-07-29
84.68000030517578,2019-07-30
84.2699966430664,2019-07-31
85.26000213623047,2019-08-01
83.4800033569336,2019-08-02
78.16999816894531,2019-08-05
79.94000244140625,2019-08-06
81.22000122070312,2019-08-07
84.72000122070312,2019-08-08
85.18000030517578,2019-08-09
83.20999908447266,2019-08-12
85.04000091552734,2019-08-13
81.5,2019-08-14
79.18000030517578,2019-08-15
80.91000366210938,2019-08-16
71.80000305175781,2019-08-19
70.80000305175781,2019-08-20
72.98999786376953,2019-08-21
72.54000091552734,2019-08-22
71.27999877929688,2019-08-23
71.77999877929688,2019-08-26
71.45999908447266,2019-08-27
69.16000366210938,2019-08-28
70.51000213623047,2019-08-29
68.73999786376953,2019-08-30
65.66999816894531,2019-09-03
67.91000366210938,2019-09-04
66.9800033569336,2019-09-05
64.05000305175781,2019-09-06
62.02000045776367,2019-09-09
61.599998474121094,2019-09-10
49.66999816894531,2019-09-11
49.59000015258789,2019-09-12
47.47999954223633,2019-09-13
47.619998931884766,2019-09-16
50.63999938964844,2019-09-17
51.95000076293945,2019-09-18
50.349998474121094,2019-09-19
51.45000076293945,2019-09-20
50.31999969482422,2019-09-23
49.22999954223633,2019-09-24
48.88999938964844,2019-09-25
48.77000045776367,2019-09-26
46.9900016784668,2019-09-27
47.2599983215332,2019-09-30
47.02000045776367,2019-10-01
46.939998626708984,2019-10-02
48.970001220703125,2019-10-03
49.209999084472656,2019-10-04
49.880001068115234,2019-10-07
46.900001525878906,2019-10-08
48.220001220703125,2019-10-09
47.29999923706055,2019-10-10
48.119998931884766,2019-10-11
47.5,2019-10-14
46.3849983215332,2019-10-15
45.650001525878906,2019-10-16
45.150001525878906,2019-10-17
42.84000015258789,2019-10-18
42.16999816894531,2019-10-21
40.75,2019-10-22
41.09000015258789,2019-10-23
43.33000183105469,2019-10-24
42.86000061035156,2019-10-25
42.40999984741211,2019-10-28
43.119998931884766,2019-10-29
45.15999984741211,2019-10-30
43.97999954223633,2019-10-31
45.0,2019-11-01
44.36000061035156,2019-11-04
44.43000030517578,2019-11-05
43.90999984741211,2019-11-06
42.54999923706055,2019-11-07
43.900001525878906,2019-11-08
44.06999969482422,2019-11-11
44.77000045776367,2019-11-12
44.81999969482422,2019-11-13
45.31999969482422,2019-11-14
45.83000183105469,2019-11-15
44.5099983215332,2019-11-18
46.220001220703125,2019-11-19
46.599998474121094,2019-11-20
45.41999816894531,2019-11-21
46.31999969482422,2019-11-22
50.38999938964844,2019-11-25
51.65999984741211,2019-11-26
52.060001373291016,2019-11-27
52.130001068115234,2019-11-29
51.06999969482422,2019-12-02
52.79999923706055,2019-12-03
49.849998474121094,2019-12-04
48.11000061035156,2019-12-05
46.70000076293945,2019-12-06
47.29999923706055,2019-12-09
46.130001068115234,2019-12-10
45.20000076293945,2019-12-11
45.189998626708984,2019-12-12
45.97999954223633,2019-12-13
46.959999084472656,2019-12-16
46.52000045776367,2019-12-17
47.2400016784668,2019-12-18
47.90999984741211,2019-12-19
49.130001068115234,2019-12-20
48.16999816894531,2019-12-23
47.7400016784668,2019-12-24
48.15999984741211,2019-12-26
47.61000061035156,2019-12-27
46.5,2019-12-30
46.5,2019-12-31
47.33000183105469,2020-01-02
47.380001068115234,2020-01-03
48.70000076293945,2020-01-06
48.400001525878906,2020-01-07
50.75,2020-01-08
54.0,2020-01-09
55.0,2020-01-10
59.619998931884766,2020-01-13
59.540000915527344,2020-01-14
59.9900016784668,2020-01-15
61.81999969482422,2020-01-16
59.43000030517578,2020-01-17
60.5099983215332,2020-01-21
59.91999816894531,2020-01-22
59.310001373291016,2020-01-23
57.79999923706055,2020-01-24
56.040000915527344,2020-01-27
56.5,2020-01-28
57.130001068115234,2020-01-29
57.689998626708984,2020-01-30
56.09000015258789,2020-01-31
56.81999969482422,2020-02-03
58.880001068115234,2020-02-04
58.5099983215332,2020-02-05
58.400001525878906,2020-02-06
58.970001220703125,2020-02-07
60.84000015258789,2020-02-10
60.91999816894531,2020-02-11
60.47999954223633,2020-02-12
61.900001525878906,2020-02-13
62.11000061035156,2020-02-14
63.86000061035156,2020-02-18
65.16999816894531,2020-02-19
65.18000030517578,2020-02-20
54.5099983215332,2020-02-21
51.86000061035156,2020-02-24
50.40999984741211,2020-02-25
51.33000183105469,2020-02-26
49.7400016784668,2020-02-27
51.9900016784668,2020-02-28
52.779998779296875,2020-03-02
51.33000183105469,2020-03-03
53.38999938964844,2020-03-04
53.36000061035156,2020-03-05
49.38999938964844,2020-03-06
43.939998626708984,2020-03-09
47.0099983215332,2020-03-10
42.880001068115234,2020-03-11
39.5,2020-03-12
41.88999938964844,2020-03-13
41.81999969482422,2020-03-16
46.86000061035156,2020-03-17
50.16999816894531,2020-03-18
51.80500030517578,2020-03-19
53.63999938964844,2020-03-20
58.029998779296875,2020-03-23
62.13999938964844,2020-03-24
59.130001068115234,2020-03-25
60.54999923706055,2020-03-26
58.630001068115234,2020-03-27
58.84000015258789,2020-03-30
60.86000061035156,2020-03-31
61.9900016784668,2020-04-01
61.18000030517578,2020-04-02
63.400001525878906,2020-04-03
63.310001373291016,2020-04-06
62.36000061035156,2020-04-07
64.93000030517578,2020-04-08
62.59000015258789,2020-04-09
62.16999816894531,2020-04-13
66.4800033569336,2020-04-14
69.95999908447266,2020-04-15
70.37000274658203,2020-04-16
68.0,2020-04-17
70.51000213623047,2020-04-20
65.18000030517578,2020-04-21
66.91000366210938,2020-04-22
66.23999786376953,2020-04-23
67.5,2020-04-24
70.47000122070312,2020-04-27
66.72000122070312,2020-04-28
66.62999725341797,2020-04-29
67.08000183105469,2020-04-30
66.8499984741211,2020-05-01
69.08000183105469,2020-05-04
71.2300033569336,2020-05-05
72.54000091552734,2020-05-06
74.87999725341797,2020-05-07
74.0199966430664,2020-05-08
76.95999908447266,2020-05-11
76.44999694824219,2020-05-12
75.16000366210938,2020-05-13
75.62000274658203,2020-05-14
76.38999938964844,2020-05-15
73.80999755859375,2020-05-18
75.23999786376953,2020-05-19
77.05999755859375,2020-05-20
75.62999725341797,2020-05-21
76.94000244140625,2020-05-22
76.5199966430664,2020-05-26
74.52999877929688,2020-05-27
75.80000305175781,2020-05-28
98.08999633789062,2020-05-29
109.9800033569336,2020-06-01
106.16999816894531,2020-06-02
107.41000366210938,2020-06-03
103.05000305175781,2020-06-04
99.30999755859375,2020-06-05
102.73999786376953,2020-06-08
103.58999633789062,2020-06-09
105.72000122070312,2020-06-10
102.68000030517578,2020-06-11
102.47000122070312,2020-06-12
104.5199966430664,2020-06-15
102.80999755859375,2020-06-16
106.18000030517578,2020-06-17
113.05000305175781,2020-06-18
108.56999969482422,2020-06-19
109.66999816894531,2020-06-22
110.30999755859375,2020-06-23
108.26000213623047,2020-06-24
111.61000061035156,2020-06-25
106.0,2020-06-26
105.38999938964844,2020-06-29
109.5,2020-06-30
111.51000213623047,2020-07-01
110.20999908447266,2020-07-02
114.77999877929688,2020-07-06
113.83999633789062,2020-07-07
120.8499984741211,2020-07-08
127.41000366210938,2020-07-09
125.48999786376953,2020-07-10
119.91000366210938,2020-07-13
122.43000030517578,2020-07-14
119.83999633789062,2020-07-15
117.1500015258789,2020-07-16
120.30999755859375,2020-07-17
127.5999984741211,2020-07-20
125.47000122070312,2020-07-21
125.11000061035156,2020-07-22
123.45999908447266,2020-07-23
121.72000122070312,2020-07-24
124.87000274658203,2020-07-27
124.37999725341797,2020-07-28
126.97000122070312,2020-07-29
129.2899932861328,2020-07-30
129.85000610351562,2020-07-31
132.5800018310547,2020-08-03
132.49000549316406,2020-08-04
134.52999877929688,2020-08-05
132.27999877929688,2020-08-06
125.8499984741211,2020-08-07
122.38999938964844,2020-08-10
117.51000213623047,2020-08-11
119.33999633789062,2020-08-12
122.06999969482422,2020-08-13
122.88999938964844,2020-08-14
124.48999786376953,2020-08-17
127.97000122070312,2020-08-18
128.25999450683594,2020-08-19
136.4199981689453,2020-08-20
135.22000122070312,2020-08-21
135.74000549316406,2020-08-24
135.6300048828125,2020-08-25
140.0,2020-08-26
138.75999450683594,2020-08-27
141.1300048828125,2020-08-28
143.33999633789062,2020-08-31
159.36000061035156,2020-09-01
158.52000427246094,2020-09-02
143.4499969482422,2020-09-03
134.33999633789062,2020-09-04
133.1699981689453,2020-09-08
134.19000244140625,2020-09-09
132.61000061035156,2020-09-10
128.5,2020-09-11
130.10000610351562,2020-09-14
132.63999938964844,2020-09-15
131.05999755859375,2020-09-16
127.20999908447266,2020-09-17
129.10000610351562,2020-09-18
134.92999267578125,2020-09-21
137.99000549316406,2020-09-22
135.61000061035156,2020-09-23
134.55999755859375,2020-09-24
138.27000427246094,2020-09-25
138.4199981689453,2020-09-28
140.49000549316406,2020-09-29
140.69000244140625,2020-09-30
144.2949981689453,2020-10-01
142.0500030517578,2020-10-02
145.30999755859375,2020-10-05
145.50999450683594,2020-10-06
147.67999267578125,2020-10-07
147.66000366210938,2020-10-08
151.9600067138672,2020-10-09
151.14999389648438,2020-10-12
154.4199981689453,2020-10-13
155.08999633789062,2020-10-14
154.97000122070312,2020-10-15
154.85000610351562,2020-10-16
153.1699981689453,2020-10-19
150.8000030517578,2020-10-20
146.85000610351562,2020-10-21
146.5800018310547,2020-10-22
147.0500030517578,2020-10-23
149.0,2020-10-26
148.63999938964844,2020-10-27
144.05999755859375,2020-10-28
142.55999755859375,2020-10-29
135.75,2020-10-30
134.42999267578125,2020-11-02
134.64999389648438,2020-11-03
145.35000610351562,2020-11-04
150.07000732421875,2020-11-05
150.05999755859375,2020-11-06
128.77000427246094,2020-11-09
127.76000213623047,2020-11-10
135.49000549316406,2020-11-11
140.05999755859375,2020-11-12
131.9199981689453,2020-11-13
133.52000427246094,2020-11-16
136.63999938964844,2020-11-17
135.3800048828125,2020-11-18
138.5399932861328,2020-11-19
143.00999450683594,2020-11-20
143.0399932861328,2020-11-23
141.19000244140625,2020-11-24
146.94000244140625,2020-11-25
149.74000549316406,2020-11-27
155.75,2020-11-30
151.67999267578125,2020-12-01
146.7899932861328,2020-12-02
185.61000061035156,2020-12-03
180.75,2020-12-04
178.11000061035156,2020-12-07
184.60000610351562,2020-12-08
176.6999969482422,2020-12-09
179.75,2020-12-10
181.91000366210938,2020-12-11
183.4499969482422,2020-12-14
181.24000549316406,2020-12-15
184.02999877929688,2020-12-16
187.75999450683594,2020-12-17
195.8800048828125,2020-12-18
199.6199951171875,2020-12-21
206.77999877929688,2020-12-22
207.47000122070312,2020-12-23
205.27000427246094,2020-12-24
199.3699951171875,2020-12-28
197.83999633789062,2020-12-29
201.30999755859375,2020-12-30
199.7100067138672,2020-12-31
196.08999633789062,2021-01-04
193.47999572753906,2021-01-05
184.4199981689453,2021-01-06
193.0500030517578,2021-01-07
197.3699951171875,2021-01-08
198.6999969482422,2021-01-11
205.89999389648438,2021-01-12
207.0800018310547,2021-01-13
209.8699951171875,2021-01-14
211.05999755859375,2021-01-15
212.0,2021-01-19
214.75999450683594,2021-01-20
213.6300048828125,2021-01-21
217.36000061035156,2021-01-22
207.66000366210938,2021-01-25
197.0,2021-01-26
199.22000122070312,2021-01-27
206.27999877929688,2021-01-28
199.6999969482422,2021-01-29
204.47000122070312,2021-02-01
216.7100067138672,2021-02-02
209.55999755859375,2021-02-03
213.75,2021-02-04
216.77999877929688,2021-02-05
215.8699951171875,2021-02-08
220.0,2021-02-09
223.08999633789062,2021-02-10
222.88999938964844,2021-02-11
226.47999572753906,2021-02-12
223.6300048828125,2021-02-16
224.8300018310547,2021-02-17
223.3800048828125,2021-02-18
226.02999877929688,2021-02-19
213.4499969482422,2021-02-22
206.50999450683594,2021-02-23
207.80999755859375,2021-02-24
195.7899932861328,2021-02-25
205.02999877929688,2021-02-26
210.16000366210938,2021-03-01
202.61000061035156,2021-03-02
187.8300018310547,2021-03-03
180.89999389648438,2021-03-04
175.3699951171875,2021-03-05
167.83999633789062,2021-03-08
181.42999267578125,2021-03-09
180.07000732421875,2021-03-10
188.8699951171875,2021-03-11
184.61000061035156,2021-03-12
184.27000427246094,2021-03-15
182.17999267578125,2021-03-16
185.3300018310547,2021-03-17
178.2100067138672,2021-03-18
181.55999755859375,2021-03-19
182.61000061035156,2021-03-22
183.0,2021-03-23
175.10000610351562,2021-03-24
172.85000610351562,2021-03-25
169.77999877929688,2021-03-26
165.75,2021-03-29
165.7899932861328,2021-03-30
171.6699981689453,2021-03-31
175.77000427246094,2021-04-01
175.19000244140625,2021-04-05
182.1199951171875,2021-04-06
180.02000427246094,2021-04-07
185.19000244140625,2021-04-08
185.0399932861328,2021-04-09
188.3800048828125,2021-04-12
196.64999389648438,2021-04-13
192.38999938964844,2021-04-14
195.9199981689453,2021-04-15
192.49000549316406,2021-04-16
190.94000244140625,2021-04-19
186.0800018310547,2021-04-20
186.1199951171875,2021-04-21
190.02999877929688,2021-04-22
190.25999450683594,2021-04-23
196.69000244140625,2021-04-26
195.92999267578125,2021-04-27
195.4199981689453,2021-04-28
187.27999877929688,2021-04-29
187.63999938964844,2021-04-30
180.58999633789062,2021-05-03
175.47999572753906,2021-05-04
172.3000030517578,2021-05-05
167.35000610351562,2021-05-06
169.32000732421875,2021-05-07
165.77000427246094,2021-05-10
170.69000244140625,2021-05-11
164.0800018310547,2021-05-12
160.9199981689453,2021-05-13
165.33999633789062,2021-05-14
163.27999877929688,2021-05-17
166.5,2021-05-18
164.80999755859375,2021-05-19
170.72999572753906,2021-05-20
170.0800018310547,2021-05-21
174.39999389648438,2021-05-24
172.74000549316406,2021-05-25
194.1999969482422,2021-05-26
194.25999450683594,2021-05-27
194.1999969482422,2021-05-28
191.77000427246094,2021-06-01
191.33999633789062,2021-06-02
184.25,2021-06-03
185.8000030517578,2021-06-04
192.72999572753906,2021-06-07
194.64999389648438,2021-06-08
195.99000549316406,2021-06-09
204.91000366210938,2021-06-10
207.7899932861328,2021-06-11
211.42999267578125,2021-06-14
207.38999938964844,2021-06-15
212.27000427246094,2021-06-16
215.13999938964844,2021-06-17
218.60000610351562,2021-06-18
216.41000366210938,2021-06-21
219.61000061035156,2021-06-22
218.86000061035156,2021-06-23
219.63999938964844,2021-06-24
218.83999633789062,2021-06-25
221.27000427246094,2021-06-28
221.44000244140625,2021-06-29
216.05999755859375,2021-06-30
213.72000122070312,2021-07-01
214.77999877929688,2021-07-02
225.0,2021-07-06
227.89999389648438,2021-07-07
227.1699981689453,2021-07-08
227.7899932861328,2021-07-09
227.97000122070312,2021-07-12
227.17999267578125,2021-07-13
224.50999450683594,2021-07-14
219.30999755859375,2021-07-15
221.16000366210938,2021-07-16
223.00999450683594,2021-07-19
229.11000061035156,2021-07-20
231.05999755859375,2021-07-21
235.58999633789062,2021-07-22
238.72000122070312,2021-07-23
234.52000427246094,2021-07-26
233.02999877929688,2021-07-27
236.83999633789062,2021-07-28
237.02999877929688,2021-07-29
235.91000366210938,2021-07-30
239.0399932861328,2021-08-02
243.07000732421875,2021-08-03
247.92999267578125,2021-08-04
247.6699981689453,2021-08-05
242.0500030517578,2021-08-06
245.0399932861328,2021-08-09
240.5,2021-08-10
237.6699981689453,2021-08-11
242.94000244140625,2021-08-12
245.14999389648438,2021-08-13
243.42999267578125,2021-08-16
241.47000122070312,2021-08-17
242.5399932861328,2021-08-18
244.8800048828125,2021-08-19
246.39999389648438,2021-08-20
250.80999755859375,2021-08-23
257.9700012207031,2021-08-24
263.0299987792969,2021-08-25
266.9700012207031,2021-08-26
273.7300109863281,2021-08-27
278.1700134277344,2021-08-30
278.3399963378906,2021-08-31
276.7099914550781,2021-09-01
282.20001220703125,2021-09-02
287.3999938964844,2021-09-03
282.9049987792969,2021-09-07
280.6600036621094,2021-09-08
280.2200012207031,2021-09-09
270.6400146484375,2021-09-10
267.8399963378906,2021-09-13
275.79998779296875,2021-09-14
273.44000244140625,2021-09-15
274.3900146484375,2021-09-16
275.6600036621094,2021-09-17
269.9800109863281,2021-09-20
272.3299865722656,2021-09-21
277.70001220703125,2021-09-22
280.0199890136719,2021-09-23
279.989990234375,2021-09-24
272.7300109863281,2021-09-27
258.739990234375,2021-09-28
258.8800048828125,2021-09-29
262.2200012207031,2021-09-30
263.1600036621094,2021-10-01
251.86000061035156,2021-10-04
258.5,2021-10-05
264.25,2021-10-06
269.8800048828125,2021-10-07
266.6600036621094,2021-10-08
267.70001220703125,2021-10-11
277.7200012207031,2021-10-12
286.6400146484375,2021-10-13
293.8900146484375,2021-10-14
292.70001220703125,2021-10-15
301.30999755859375,2021-10-18
298.0299987792969,2021-10-19
297.6700134277344,2021-10-20
305.69000244140625,2021-10-21
307.8699951171875,2021-10-22
311.20001220703125,2021-10-25
315.32000732421875,2021-10-26
310.1000061035156,2021-10-27
316.3399963378906,2021-10-28
318.8599853515625,2021-10-29
318.67999267578125,2021-11-01
325.8699951171875,2021-11-02
327.5,2021-11-03
331.8999938964844,2021-11-04
338.489990234375,2021-11-05
350.1700134277344,2021-11-08
352.6099853515625,2021-11-09
337.1099853515625,2021-11-10
343.6199951171875,2021-11-11
349.07000732421875,2021-11-12
345.79998779296875,2021-11-15
353.75,2021-11-16
356.0,2021-11-17
365.6499938964844,2021-11-18
368.7799987792969,2021-11-19
343.8599853515625,2021-11-22
336.1099853515625,2021-11-23
342.4700012207031,2021-11-24
336.8999938964844,2021-11-26
355.9200134277344,2021-11-29
346.9700012207031,2021-11-30
318.2099914550781,2021-12-01
331.9700012207031,2021-12-02
313.3500061035156,2021-12-03
274.3599853515625,2021-12-06
297.760009765625,2021-12-07
311.80999755859375,2021-12-08
303.0400085449219,2021-12-09
305.75,2021-12-10
308.5400085449219,2021-12-13
284.3399963378906,2021-12-14
307.239990234375,2021-12-15
295.25,2021-12-16
304.8699951171875,2021-12-17
305.94000244140625,2021-12-20
