CE,Date
13.741382598876953,2005-07-19
14.077661514282227,2005-07-20
14.161726951599121,2005-07-21
14.077661514282227,2005-07-22
14.062372207641602,2005-07-25
14.062372207641602,2005-07-26
14.360429763793945,2005-07-27
14.291646957397461,2005-07-28
14.383359909057617,2005-07-29
14.375714302062988,2005-08-01
14.459961891174316,2005-08-02
14.237857818603516,2005-08-03
14.122970581054688,2005-08-04
14.122970581054688,2005-08-05
14.107661247253418,2005-08-08
14.559531211853027,2005-08-09
14.643776893615723,2005-08-10
14.996081352233887,2005-08-11
15.019062042236328,2005-08-12
15.118621826171875,2005-08-15
15.011411666870117,2005-08-16
14.888860702514648,2005-08-17
14.728033065795898,2005-08-18
14.712698936462402,2005-08-19
14.904175758361816,2005-08-22
15.363716125488281,2005-08-23
15.126280784606934,2005-08-24
14.666755676269531,2005-08-25
14.421666145324707,2005-08-26
14.253172874450684,2005-08-29
14.099998474121094,2005-08-30
14.115314483642578,2005-08-31
14.283808708190918,2005-09-01
14.237857818603516,2005-09-02
14.29146671295166,2005-09-06
14.414011001586914,2005-09-07
14.467617988586426,2005-09-08
14.574846267700195,2005-09-09
14.728033065795898,2005-09-12
14.751001358032227,2005-09-13
14.651432037353516,2005-09-14
14.153609275817871,2005-09-15
14.107661247253418,2005-09-16
13.900870323181152,2005-09-19
13.540901184082031,2005-09-20
13.104338645935059,2005-09-21
13.096685409545898,2005-09-22
13.28815746307373,2005-09-23
13.104338645935059,2005-09-26
12.981801986694336,2005-09-27
12.912872314453125,2005-09-28
13.043070793151855,2005-09-29
13.211565971374512,2005-09-30
12.843940734863281,2005-10-03
12.95882511138916,2005-10-04
12.912872314453125,2005-10-05
12.790328025817871,2005-10-06
13.043070793151855,2005-10-07
12.775012016296387,2005-10-10
12.90521240234375,2005-10-11
12.805410385131836,2005-10-12
12.828441619873047,2005-10-13
12.997331619262695,2005-10-14
12.805410385131836,2005-10-17
12.743993759155273,2005-10-18
12.759343147277832,2005-10-19
12.5520658493042,2005-10-20
12.521357536315918,2005-10-21
12.790058135986328,2005-10-24
12.667218208312988,2005-10-25
12.65186595916748,2005-10-26
12.48297119140625,2005-10-27
13.243002891540527,2005-10-28
13.542407989501953,2005-10-31
13.665246963500977,2005-11-01
13.987679481506348,2005-11-02
13.757369041442871,2005-11-03
13.91091251373291,2005-11-04
14.049098014831543,2005-11-07
13.626860618591309,2005-11-08
12.72096061706543,2005-11-09
12.513680458068848,2005-11-10
13.473315238952637,2005-11-11
13.058753967285156,2005-11-14
13.166228294372559,2005-11-15
13.127849578857422,2005-11-16
13.120166778564453,2005-11-17
13.058753967285156,2005-11-18
12.966631889343262,2005-11-21
13.173911094665527,2005-11-22
13.335132598876953,2005-11-23
13.450285911560059,2005-11-25
13.373514175415039,2005-11-28
13.365839004516602,2005-11-29
13.281383514404297,2005-11-30
13.427248001098633,2005-12-01
13.35816478729248,2005-12-02
13.434928894042969,2005-12-05
13.550093650817871,2005-12-06
13.35816478729248,2005-12-07
13.204620361328125,2005-12-08
13.127849578857422,2005-12-09
13.396543502807617,2005-12-12
14.425276756286621,2005-12-13
14.356183052062988,2005-12-14
14.494369506835938,2005-12-15
14.809128761291504,2005-12-16
15.077828407287598,2005-12-19
14.83984088897705,2005-12-20
14.701655387878418,2005-12-21
14.655591011047363,2005-12-22
14.885906219482422,2005-12-23
14.85519790649414,2005-12-27
14.816808700561523,2005-12-28
14.724687576293945,2005-12-29
14.678622245788574,2005-12-30
15.177638053894043,2006-01-03
15.200669288635254,2006-01-04
15.177638053894043,2006-01-05
15.146927833557129,2006-01-06
14.878230094909668,2006-01-09
14.97033977508545,2006-01-10
14.824188232421875,2006-01-11
14.631867408752441,2006-01-12
14.724178314208984,2006-01-13
15.424226760864258,2006-01-17
15.239603996276855,2006-01-18
15.385766983032227,2006-01-19
15.093429565429688,2006-01-20
15.178062438964844,2006-01-23
15.608858108520508,2006-01-24
15.647332191467285,2006-01-25
15.65501880645752,2006-01-26
15.601168632507324,2006-01-27
15.508852005004883,2006-01-30
15.747329711914062,2006-01-31
15.524230003356934,2006-02-01
15.40114974975586,2006-02-02
15.555008888244629,2006-02-03
15.862726211547852,2006-02-06
15.631937980651855,2006-02-07
15.570399284362793,2006-02-08
15.631937980651855,2006-02-09
15.870416641235352,2006-02-10
15.53193473815918,2006-02-13
15.555008888244629,2006-02-14
16.270442962646484,2006-02-15
15.908883094787598,2006-02-16
16.324296951293945,2006-02-17
16.4473819732666,2006-02-21
16.593557357788086,2006-02-22
16.608932495117188,2006-02-23
16.547391891479492,2006-02-24
16.8166446685791,2006-02-27
16.462770462036133,2006-02-28
16.455076217651367,2006-03-01
16.847414016723633,2006-03-02
16.716638565063477,2006-03-03
16.139673233032227,2006-03-06
15.762714385986328,2006-03-07
15.65501880645752,2006-03-08
15.616554260253906,2006-03-09
15.862726211547852,2006-03-10
16.055042266845703,2006-03-13
15.947336196899414,2006-03-14
16.539703369140625,2006-03-15
16.685867309570312,2006-03-16
16.170442581176758,2006-03-17
16.185823440551758,2006-03-20
16.170442581176758,2006-03-21
16.439695358276367,2006-03-22
16.0473575592041,2006-03-23
15.839653015136719,2006-03-24
16.001197814941406,2006-03-27
15.508852005004883,2006-03-28
15.716558456420898,2006-03-29
16.031972885131836,2006-03-30
16.13197898864746,2006-03-31
15.83195686340332,2006-04-03
16.16274642944336,2006-04-04
15.80118465423584,2006-04-05
15.53193473815918,2006-04-06
15.40884017944336,2006-04-07
15.416539192199707,2006-04-10
15.370283126831055,2006-04-11
15.601536750793457,2006-04-12
15.601536750793457,2006-04-13
15.755705833435059,2006-04-17
16.09486198425293,2006-04-18
16.565067291259766,2006-04-19
16.57278060913086,2006-04-20
16.796323776245117,2006-04-21
16.942779541015625,2006-04-24
16.72694969177246,2006-04-25
16.811731338500977,2006-04-26
17.04298210144043,2006-04-27
16.91965103149414,2006-04-28
16.965900421142578,2006-05-01
17.019861221313477,2006-05-02
17.351314544677734,2006-05-03
17.297351837158203,2006-05-04
17.343603134155273,2006-05-05
17.520898818969727,2006-05-08
17.281936645507812,2006-05-09
16.395496368408203,2006-05-10
16.603612899780273,2006-05-11
16.048614501953125,2006-05-12
15.979233741760254,2006-05-15
16.233613967895508,2006-05-16
15.724867820739746,2006-05-17
15.624661445617676,2006-05-18
15.879037857055664,2006-05-19
15.270085334777832,2006-05-22
15.270085334777832,2006-05-23
14.769041061401367,2006-05-24
15.092793464660645,2006-05-25
15.115917205810547,2006-05-26
14.66883659362793,2006-05-30
15.19299602508545,2006-05-31
15.578408241271973,2006-06-01
15.77112102508545,2006-06-02
15.408821105957031,2006-06-05
15.324042320251465,2006-06-06
14.745918273925781,2006-06-07
14.75362491607666,2006-06-08
14.576338768005371,2006-06-09
14.383628845214844,2006-06-12
14.522379875183105,2006-06-13
14.630291938781738,2006-06-14
15.18528938293457,2006-06-15
15.18528938293457,2006-06-16
14.83841609954834,2006-06-19
14.799874305725098,2006-06-20
15.085075378417969,2006-06-21
15.316328048706055,2006-06-22
15.408821105957031,2006-06-23
15.401117324829102,2006-06-26
15.416537284851074,2006-06-27
15.416537284851074,2006-06-28
15.717155456542969,2006-06-29
15.740285873413086,2006-06-30
15.863618850708008,2006-07-03
15.778827667236328,2006-07-05
15.717155456542969,2006-07-06
15.74799633026123,2006-07-07
15.89445972442627,2006-07-10
15.80195426940918,2006-07-11
15.554810523986816,2006-07-12
15.176361083984375,2006-07-13
15.068236351013184,2006-07-14
14.867423057556152,2006-07-17
14.674347877502441,2006-07-18
15.052787780761719,2006-07-19
14.967829704284668,2006-07-20
14.55849552154541,2006-07-21
15.006452560424805,2006-07-24
15.122296333312988,2006-07-25
15.014165878295898,2006-07-26
14.52760124206543,2006-07-27
14.828810691833496,2006-07-28
14.836528778076172,2006-07-31
13.322758674621582,2006-08-01
13.693480491638184,2006-08-02
13.399991035461426,2006-08-03
13.670312881469727,2006-08-04
13.817052841186523,2006-08-07
14.187776565551758,2006-08-08
14.056477546691895,2006-08-09
14.172329902648926,2006-08-10
13.902009963989258,2006-08-11
13.89428997039795,2006-08-14
14.218663215637207,2006-08-15
14.349960327148438,2006-08-16
14.674347877502441,2006-08-17
14.72067928314209,2006-08-18
14.365410804748535,2006-08-21
14.43492317199707,2006-08-22
14.187776565551758,2006-08-23
14.125988006591797,2006-08-24
14.08736801147461,2006-08-25
14.203218460083008,2006-08-28
14.442646980285645,2006-08-29
14.357691764831543,2006-08-30
14.2804536819458,2006-08-31
14.43492317199707,2006-09-01
14.265009880065918,2006-09-05
13.793882369995117,2006-09-06
13.755269050598145,2006-09-07
13.932906150817871,2006-09-08
14.033304214477539,2006-09-11
14.056477546691895,2006-09-12
13.89428997039795,2006-09-13
13.778438568115234,2006-09-14
13.832498550415039,2006-09-15
13.940629005432129,2006-09-18
13.786153793334961,2006-09-19
14.095093727111816,2006-09-20
14.265009880065918,2006-09-21
14.010140419006348,2006-09-22
14.14915943145752,2006-09-25
14.14915943145752,2006-09-26
14.07965087890625,2006-09-27
13.909732818603516,2006-09-28
13.824780464172363,2006-09-29
13.585354804992676,2006-10-02
13.739816665649414,2006-10-03
13.732097625732422,2006-10-04
14.172329902648926,2006-10-05
13.948351860046387,2006-10-06
13.925179481506348,2006-10-09
13.847951889038086,2006-10-10
13.809247970581055,2006-10-11
13.816986083984375,2006-10-12
14.08016300201416,2006-10-13
14.536858558654785,2006-10-16
14.389788627624512,2006-10-17
14.505895614624023,2006-10-18
14.939373970031738,2006-10-19
14.892928123474121,2006-10-20
15.055486679077148,2006-10-23
15.156107902526855,2006-10-24
15.256733894348145,2006-10-25
15.558619499206543,2006-10-26
15.318663597106934,2006-10-27
15.171590805053711,2006-10-30
15.953393936157227,2006-10-31
16.13142204284668,2006-11-01
16.30946922302246,2006-11-02
16.216581344604492,2006-11-03
16.332685470581055,2006-11-06
16.22430992126465,2006-11-07
15.674726486206055,2006-11-08
15.674726486206055,2006-11-09
15.4889554977417,2006-11-10
15.535396575927734,2006-11-13
15.396065711975098,2006-11-14
15.821803092956543,2006-11-15
15.845022201538086,2006-11-16
16.16238784790039,2006-11-17
16.278501510620117,2006-11-20
16.510709762573242,2006-11-21
16.64230728149414,2006-11-22
16.665529251098633,2006-11-24
16.64230728149414,2006-11-27
16.897741317749023,2006-11-28
16.944181442260742,2006-11-29
17.029338836669922,2006-11-30
16.99837303161621,2006-12-01
16.990631103515625,2006-12-04
17.524734497070312,2006-12-05
17.70277214050293,2006-12-06
17.958202362060547,2006-12-07
17.795658111572266,2006-12-08
17.764694213867188,2006-12-11
17.540218353271484,2006-12-12
18.422645568847656,2006-12-13
19.367006301879883,2006-12-14
19.661144256591797,2006-12-15
19.382484436035156,2006-12-18
19.939800262451172,2006-12-19
19.92431640625,2006-12-20
19.405704498291016,2006-12-21
19.467618942260742,2006-12-22
19.428924560546875,2006-12-26
19.68436622619629,2006-12-27
19.96302604675293,2006-12-28
20.032690048217773,2006-12-29
19.59147834777832,2007-01-03
19.506332397460938,2007-01-04
19.397966384887695,2007-01-05
19.297340393066406,2007-01-08
19.289588928222656,2007-01-09
19.227569580078125,2007-01-10
19.196556091308594,2007-01-11
19.692752838134766,2007-01-12
19.90983772277832,2007-01-16
20.002870559692383,2007-01-17
19.591962814331055,2007-01-18
19.560955047607422,2007-01-19
19.770286560058594,2007-01-22
19.956356048583984,2007-01-23
20.165687561035156,2007-01-24
19.956356048583984,2007-01-25
19.9796199798584,2007-01-26
20.173446655273438,2007-01-29
20.2509765625,2007-01-30
20.35175895690918,2007-01-31
20.53007698059082,2007-02-01
20.685142517089844,2007-02-02
20.599855422973633,2007-02-05
21.592247009277344,2007-02-06
21.4294376373291,2007-02-07
21.7938289642334,2007-02-08
21.99540901184082,2007-02-09
22.11945915222168,2007-02-12
22.47609519958496,2007-02-13
22.274520874023438,2007-02-14
22.569135665893555,2007-02-15
22.716445922851562,2007-02-16
23.011058807373047,2007-02-20
23.166120529174805,2007-02-21
22.631160736083984,2007-02-22
22.972291946411133,2007-02-23
23.088592529296875,2007-02-26
22.600139617919922,2007-02-27
22.158220291137695,2007-02-28
21.941133499145508,2007-03-01
21.964399337768555,2007-03-02
22.739704132080078,2007-03-05
23.34444236755371,2007-03-06
23.18937873840332,2007-03-07
23.398714065551758,2007-03-08
23.40645980834961,2007-03-09
23.739849090576172,2007-03-12
23.623554229736328,2007-03-13
23.56928062438965,2007-03-14
23.452985763549805,2007-03-15
23.352190017700195,2007-03-16
23.429725646972656,2007-03-19
23.631309509277344,2007-03-20
23.933673858642578,2007-03-21
24.243797302246094,2007-03-22
23.90265655517578,2007-03-23
23.8794002532959,2007-03-26
23.8638916015625,2007-03-27
23.88715171813965,2007-03-28
23.615802764892578,2007-03-29
23.910409927368164,2007-03-30
24.026710510253906,2007-04-02
24.553911209106445,2007-04-03
24.119739532470703,2007-04-04
24.46863555908203,2007-04-05
24.84078025817871,2007-04-09
24.7244815826416,2007-04-10
24.460552215576172,2007-04-11
24.802106857299805,2007-04-12
24.972888946533203,2007-04-13
24.74001121520996,2007-04-16
25.15144157409668,2007-04-17
25.919954299926758,2007-04-18
25.51628303527832,2007-04-19
25.438657760620117,2007-04-20
25.423141479492188,2007-04-23
25.120384216308594,2007-04-24
25.252355575561523,2007-04-25
25.3144588470459,2007-04-26
25.361032485961914,2007-04-27
25.749162673950195,2007-04-30
26.370201110839844,2007-05-01
26.929113388061523,2007-05-02
26.921354293823242,2007-05-03
27.014516830444336,2007-05-04
27.208589553833008,2007-05-07
27.278430938720703,2007-05-08
27.21633529663086,2007-05-09
27.19304656982422,2007-05-10
27.961559295654297,2007-05-11
28.22549819946289,2007-05-14
27.301715850830078,2007-05-15
27.488039016723633,2007-05-16
27.89946937561035,2007-05-17
27.946035385131836,2007-05-18
27.961559295654297,2007-05-21
27.930526733398438,2007-05-22
27.93828582763672,2007-05-23
27.658811569213867,2007-05-24
28.380752563476562,2007-05-25
28.101295471191406,2007-05-29
28.31088638305664,2007-05-30
28.24878692626953,2007-05-31
28.877574920654297,2007-06-01
28.6912784576416,2007-06-04
29.39769172668457,2007-06-05
29.211380004882812,2007-06-06
28.854280471801758,2007-06-07
28.730072021484375,2007-06-08
29.017316818237305,2007-06-11
28.955198287963867,2007-06-12
28.978485107421875,2007-06-13
29.06386947631836,2007-06-14
29.087167739868164,2007-06-15
28.955198287963867,2007-06-18
28.72232437133789,2007-06-19
28.427339553833008,2007-06-20
28.846519470214844,2007-06-21
29.413198471069336,2007-06-22
29.568456649780273,2007-06-25
30.073036193847656,2007-06-26
29.99542808532715,2007-06-27
30.041996002197266,2007-06-28
30.104080200195312,2007-06-29
30.577617645263672,2007-07-02
30.75615882873535,2007-07-03
31.384950637817383,2007-07-05
31.796371459960938,2007-07-06
31.462575912475586,2007-07-09
31.67218589782715,2007-07-10
31.59447479248047,2007-07-11
32.21611022949219,2007-07-12
32.62017059326172,2007-07-13
32.57353591918945,2007-07-16
32.08401107788086,2007-07-17
32.06845474243164,2007-07-18
29.760648727416992,2007-07-19
28.991390228271484,2007-07-20
29.54308319091797,2007-07-23
29.939374923706055,2007-07-24
31.073871612548828,2007-07-25
30.296817779541016,2007-07-26
28.237653732299805,2007-07-27
28.416379928588867,2007-07-30
29.13903045654297,2007-07-31
29.822818756103516,2007-08-01
28.843753814697266,2007-08-02
28.766054153442383,2007-08-03
28.02785301208496,2007-08-06
27.359603881835938,2007-08-07
28.36198616027832,2007-08-08
25.471393585205078,2007-08-09
26.04640007019043,2007-08-10
27.61602783203125,2007-08-13
26.504867553710938,2007-08-14
25.704509735107422,2007-08-15
25.15280532836914,2007-08-16
25.347070693969727,2007-08-17
26.20957374572754,2007-08-20
25.92207908630371,2007-08-21
26.419387817382812,2007-08-22
26.411617279052734,2007-08-23
27.344066619873047,2007-08-24
27.188657760620117,2007-08-27
26.263975143432617,2007-08-28
26.87784194946289,2007-08-29
27.157575607299805,2007-08-30
27.911300659179688,2007-08-31
28.27651023864746,2007-09-04
27.740360260009766,2007-09-05
27.97345733642578,2007-09-06
27.382915496826172,2007-09-07
27.19642448425293,2007-09-10
27.89575958251953,2007-09-11
27.297441482543945,2007-09-12
27.219736099243164,2007-09-13
27.678194046020508,2007-09-14
27.740360260009766,2007-09-17
28.602869033813477,2007-09-18
28.54070281982422,2007-09-19
28.43968963623047,2007-09-20
29.325523376464844,2007-09-21
29.030235290527344,2007-09-24
28.431926727294922,2007-09-25
29.84613037109375,2007-09-26
30.079248428344727,2007-09-27
30.289039611816406,2007-09-28
30.941747665405273,2007-10-01
30.669809341430664,2007-10-02
30.514389038085938,2007-10-03
30.988384246826172,2007-10-04
31.02723503112793,2007-10-05
31.066082000732422,2007-10-08
31.67217445373535,2007-10-09
31.734344482421875,2007-10-10
31.57879066467285,2007-10-11
31.827665328979492,2007-10-12
31.95212745666504,2007-10-15
31.43877410888672,2007-10-16
31.205421447753906,2007-10-17
31.640995025634766,2007-10-18
30.29540252685547,2007-10-19
30.42763900756836,2007-10-22
31.205421447753906,2007-10-23
32.06879425048828,2007-10-24
32.201026916503906,2007-10-25
32.55104064941406,2007-10-26
32.628814697265625,2007-10-29
31.83545684814453,2007-10-30
32.6365852355957,2007-10-31
32.2243537902832,2007-11-01
32.48880386352539,2007-11-02
32.154361724853516,2007-11-05
32.79995346069336,2007-11-06
32.426597595214844,2007-11-07
32.11546325683594,2007-11-08
30.56763458251953,2007-11-09
29.33870506286621,2007-11-12
30.310949325561523,2007-11-13
30.37318992614746,2007-11-14
29.330928802490234,2007-11-15
29.54093360900879,2007-11-16
28.33535385131836,2007-11-19
28.498685836791992,2007-11-20
27.74421501159668,2007-11-21
28.71646499633789,2007-11-23
28.203121185302734,2007-11-26
28.51424789428711,2007-11-27
29.9376220703125,2007-11-28
30.18651008605957,2007-11-29
30.86320686340332,2007-11-30
31.0654296875,2007-12-03
30.11651611328125,2007-12-04
30.272064208984375,2007-12-05
30.769868850708008,2007-12-06
30.94097900390625,2007-12-07
30.68429946899414,2007-12-10
31.91322898864746,2007-12-11
33.33661651611328,2007-12-12
34.24663543701172,2007-12-13
34.47998046875,2007-12-14
33.445526123046875,2007-12-17
32.58993911743164,2007-12-18
32.27103805541992,2007-12-19
32.333248138427734,2007-12-20
32.98661422729492,2007-12-21
33.43772888183594,2007-12-24
32.869930267333984,2007-12-26
32.869930267333984,2007-12-27
32.69881820678711,2007-12-28
32.91661071777344,2007-12-31
33.461063385009766,2008-01-02
32.34880828857422,2008-01-03
31.244327545166016,2008-01-04
30.536521911621094,2008-01-07
30.10871696472168,2008-01-08
29.78983497619629,2008-01-09
30.17095184326172,2008-01-10
29.571435928344727,2008-01-11
29.87508201599121,2008-01-14
29.20547866821289,2008-01-15
27.69499397277832,2008-01-16
26.78403091430664,2008-01-17
27.336841583251953,2008-01-18
26.309083938598633,2008-01-22
26.82296371459961,2008-01-23
27.352405548095703,2008-01-24
28.154375076293945,2008-01-25
29.049774169921875,2008-01-28
28.62932014465332,2008-01-29
28.481380462646484,2008-01-30
28.98748207092285,2008-01-31
29.51693344116211,2008-02-01
29.99966049194336,2008-02-04
31.105274200439453,2008-02-05
30.4045467376709,2008-02-06
30.568052291870117,2008-02-07
30.14760398864746,2008-02-08
31.105274200439453,2008-02-11
30.863922119140625,2008-02-12
31.39337730407715,2008-02-13
31.03520965576172,2008-02-14
31.49461555480957,2008-02-15
31.852750778198242,2008-02-19
31.751527786254883,2008-02-20
31.689247131347656,2008-02-21
31.751527786254883,2008-02-22
32.11747741699219,2008-02-25
31.556869506835938,2008-02-26
31.611387252807617,2008-02-27
31.533523559570312,2008-02-28
30.287761688232422,2008-02-29
31.089717864990234,2008-03-03
31.03520965576172,2008-03-04
31.245441436767578,2008-03-05
29.914016723632812,2008-03-06
29.555858612060547,2008-03-07
28.458040237426758,2008-03-10
29.781652450561523,2008-03-11
29.93738555908203,2008-03-12
29.93738555908203,2008-03-13
29.446855545043945,2008-03-14
28.730531692504883,2008-03-17
29.859512329101562,2008-03-18
29.049774169921875,2008-03-19
29.47020149230957,2008-03-20
30.83277702331543,2008-03-24
30.887266159057617,2008-03-25
31.004060745239258,2008-03-26
30.965147018432617,2008-03-27
30.43568229675293,2008-03-28
30.4045467376709,2008-03-31
31.89166831970215,2008-04-01
31.50237464904785,2008-04-02
31.533523559570312,2008-04-03
32.514556884765625,2008-04-04
32.76371765136719,2008-04-07
32.91165542602539,2008-04-08
32.49899673461914,2008-04-09
32.72478485107422,2008-04-10
31.56355857849121,2008-04-11
32.4052734375,2008-04-14
31.9999942779541,2008-04-15
33.36384582519531,2008-04-16
33.17681884765625,2008-04-17
33.9405632019043,2008-04-18
34.509498596191406,2008-04-21
35.32001495361328,2008-04-22
34.712127685546875,2008-04-23
34.306861877441406,2008-04-24
35.312217712402344,2008-04-25
35.3979377746582,2008-04-28
34.509498596191406,2008-04-29
34.87579345703125,2008-04-30
34.93813705444336,2008-05-01
35.086219787597656,2008-05-02
35.05503463745117,2008-05-05
35.5927734375,2008-05-06
35.01606369018555,2008-05-07
35.53044509887695,2008-05-08
36.12274932861328,2008-05-09
37.50996780395508,2008-05-12
37.346317291259766,2008-05-13
36.7384147644043,2008-05-14
36.76179504394531,2008-05-15
37.72040939331055,2008-05-16
37.07353210449219,2008-05-19
37.97758102416992,2008-05-20
37.22941207885742,2008-05-21
37.961997985839844,2008-05-22
37.00339889526367,2008-05-23
37.37748718261719,2008-05-27
37.67364501953125,2008-05-28
37.22941207885742,2008-05-29
37.95420455932617,2008-05-30
37.66585159301758,2008-06-02
37.011192321777344,2008-06-03
37.23721694946289,2008-06-04
38.32829284667969,2008-06-05
37.07353210449219,2008-06-06
37.525550842285156,2008-06-09
37.182647705078125,2008-06-10
36.652679443359375,2008-06-11
37.128108978271484,2008-06-12
37.595703125,2008-06-13
38.686790466308594,2008-06-16
38.86604690551758,2008-06-17
38.195804595947266,2008-06-18
38.53093719482422,2008-06-19
38.647823333740234,2008-06-20
38.96736145019531,2008-06-23
37.60350036621094,2008-06-24
38.749141693115234,2008-06-25
36.987815856933594,2008-06-26
36.02921676635742,2008-06-27
35.584999084472656,2008-06-30
35.34339904785156,2008-07-01
33.44178771972656,2008-07-02
33.51194381713867,2008-07-03
33.55088424682617,2008-07-07
33.52751159667969,2008-07-08
33.387237548828125,2008-07-09
34.486122131347656,2008-07-10
35.1569709777832,2008-07-11
35.422176361083984,2008-07-14
34.7435188293457,2008-07-15
34.603126525878906,2008-07-16
34.244300842285156,2008-07-17
34.62652587890625,2008-07-18
34.727935791015625,2008-07-21
30.94466781616211,2008-07-22
30.83546257019043,2008-07-23
30.523462295532227,2008-07-24
31.202089309692383,2008-07-25
30.11002540588379,2008-07-28
30.055423736572266,2008-07-29
30.50003433227539,2008-07-30
30.055423736572266,2008-07-31
30.10220718383789,2008-08-01
27.387630462646484,2008-08-04
27.69965934753418,2008-08-05
28.908742904663086,2008-08-06
28.206695556640625,2008-08-07
29.49378204345703,2008-08-08
29.649789810180664,2008-08-11
30.3674373626709,2008-08-12
30.929079055786133,2008-08-13
30.219221115112305,2008-08-14
30.063203811645508,2008-08-15
29.049144744873047,2008-08-18
28.978940963745117,2008-08-19
29.415767669677734,2008-08-20
29.002344131469727,2008-08-21
29.712190628051758,2008-08-22
29.16615104675293,2008-08-25
28.86194610595703,2008-08-26
28.830739974975586,2008-08-27
29.212974548339844,2008-08-28
30.078813552856445,2008-08-29
29.813600540161133,2008-09-02
28.721529006958008,2008-09-03
26.888412475585938,2008-09-04
27.37982749938965,2008-09-05
28.292497634887695,2008-09-08
26.989803314208984,2008-09-09
27.69965934753418,2008-09-10
28.417314529418945,2008-09-11
28.90093231201172,2008-09-12
26.529573440551758,2008-09-15
25.913339614868164,2008-09-16
24.150426864624023,2008-09-17
25.07087516784668,2008-09-18
26.31896209716797,2008-09-19
25.31269645690918,2008-09-22
24.766664505004883,2008-09-23
25.086483001708984,2008-09-24
23.893001556396484,2008-09-25
23.596574783325195,2008-09-26
20.211156845092773,2008-09-29
21.771259307861328,2008-09-30
20.671390533447266,2008-10-01
17.886600494384766,2008-10-02
17.020736694335938,2008-10-03
