CRWD,Date
66.97000122070312,2019-09-20
66.91000366210938,2019-09-23
62.52000045776367,2019-09-24
62.02000045776367,2019-09-25
58.29999923706055,2019-09-26
53.459999084472656,2019-09-27
58.310001373291016,2019-09-30
57.88999938964844,2019-10-01
56.630001068115234,2019-10-02
62.13999938964844,2019-10-03
63.84000015258789,2019-10-04
68.77999877929688,2019-10-07
65.30000305175781,2019-10-08
63.08000183105469,2019-10-09
61.40999984741211,2019-10-10
60.27000045776367,2019-10-11
54.52000045776367,2019-10-14
55.209999084472656,2019-10-15
52.029998779296875,2019-10-16
50.439998626708984,2019-10-17
47.040000915527344,2019-10-18
47.400001525878906,2019-10-21
46.20000076293945,2019-10-22
47.869998931884766,2019-10-23
51.84000015258789,2019-10-24
50.11000061035156,2019-10-25
47.95000076293945,2019-10-28
47.79999923706055,2019-10-29
51.44499969482422,2019-10-30
49.90999984741211,2019-10-31
48.5,2019-11-01
49.650001525878906,2019-11-04
48.70000076293945,2019-11-05
47.83000183105469,2019-11-06
45.5,2019-11-07
47.209999084472656,2019-11-08
46.20000076293945,2019-11-11
47.04999923706055,2019-11-12
52.0,2019-11-13
52.72999954223633,2019-11-14
59.75,2019-11-15
57.06999969482422,2019-11-18
56.0,2019-11-19
54.880001068115234,2019-11-20
53.77000045776367,2019-11-21
54.20000076293945,2019-11-22
55.84000015258789,2019-11-25
55.58000183105469,2019-11-26
56.290000915527344,2019-11-27
58.0,2019-11-29
55.0099983215332,2019-12-02
57.369998931884766,2019-12-03
54.97999954223633,2019-12-04
52.95000076293945,2019-12-05
50.88999938964844,2019-12-06
49.0,2019-12-09
47.54999923706055,2019-12-10
47.72999954223633,2019-12-11
47.29999923706055,2019-12-12
49.40999984741211,2019-12-13
49.45000076293945,2019-12-16
48.38999938964844,2019-12-17
50.13999938964844,2019-12-18
49.470001220703125,2019-12-19
49.4900016784668,2019-12-20
47.849998474121094,2019-12-23
47.75,2019-12-24
50.029998779296875,2019-12-26
48.91999816894531,2019-12-27
50.029998779296875,2019-12-30
49.869998931884766,2019-12-31
49.439998626708984,2020-01-02
50.75,2020-01-03
55.11000061035156,2020-01-06
54.75,2020-01-07
55.65999984741211,2020-01-08
55.939998626708984,2020-01-09
57.20000076293945,2020-01-10
58.970001220703125,2020-01-13
59.2400016784668,2020-01-14
60.25,2020-01-15
62.2400016784668,2020-01-16
63.45000076293945,2020-01-17
62.2400016784668,2020-01-21
62.56999969482422,2020-01-22
61.54999923706055,2020-01-23
59.25,2020-01-24
58.060001373291016,2020-01-27
59.06999969482422,2020-01-28
60.2599983215332,2020-01-29
62.45000076293945,2020-01-30
61.09000015258789,2020-01-31
61.08000183105469,2020-02-03
63.55500030517578,2020-02-04
61.814998626708984,2020-02-05
62.189998626708984,2020-02-06
62.09000015258789,2020-02-07
63.29999923706055,2020-02-10
65.19000244140625,2020-02-11
65.08000183105469,2020-02-12
65.30999755859375,2020-02-13
64.8499984741211,2020-02-14
66.04000091552734,2020-02-18
66.02999877929688,2020-02-19
63.380001068115234,2020-02-20
60.93000030517578,2020-02-21
58.08000183105469,2020-02-24
57.7400016784668,2020-02-25
58.459999084472656,2020-02-26
57.5,2020-02-27
59.63999938964844,2020-02-28
59.130001068115234,2020-03-02
56.47999954223633,2020-03-03
57.20000076293945,2020-03-04
55.91999816894531,2020-03-05
51.959999084472656,2020-03-06
45.7400016784668,2020-03-09
46.90999984741211,2020-03-10
42.849998474121094,2020-03-11
37.81999969482422,2020-03-12
39.54999923706055,2020-03-13
33.0099983215332,2020-03-16
38.0099983215332,2020-03-17
38.630001068115234,2020-03-18
41.7400016784668,2020-03-19
49.0099983215332,2020-03-20
51.45000076293945,2020-03-23
57.33000183105469,2020-03-24
55.779998779296875,2020-03-25
58.63999938964844,2020-03-26
58.790000915527344,2020-03-27
57.720001220703125,2020-03-30
55.68000030517578,2020-03-31
54.58000183105469,2020-04-01
56.689998626708984,2020-04-02
57.81999969482422,2020-04-03
59.06999969482422,2020-04-06
59.599998474121094,2020-04-07
60.31999969482422,2020-04-08
58.150001525878906,2020-04-09
58.77000045776367,2020-04-13
60.88999938964844,2020-04-14
61.81999969482422,2020-04-15
63.45000076293945,2020-04-16
64.73999786376953,2020-04-17
68.43000030517578,2020-04-20
66.06999969482422,2020-04-21
68.06999969482422,2020-04-22
68.91000366210938,2020-04-23
72.0,2020-04-24
73.5999984741211,2020-04-27
70.12999725341797,2020-04-28
69.27999877929688,2020-04-29
67.66000366210938,2020-04-30
69.20999908447266,2020-05-01
73.43000030517578,2020-05-04
71.58999633789062,2020-05-05
72.44000244140625,2020-05-06
75.48999786376953,2020-05-07
76.69999694824219,2020-05-08
76.2300033569336,2020-05-11
76.1500015258789,2020-05-12
76.56999969482422,2020-05-13
77.13999938964844,2020-05-14
77.13999938964844,2020-05-15
76.0999984741211,2020-05-18
78.55000305175781,2020-05-19
80.97000122070312,2020-05-20
80.5999984741211,2020-05-21
82.22000122070312,2020-05-22
79.3499984741211,2020-05-26
77.98999786376953,2020-05-27
79.5,2020-05-28
87.80999755859375,2020-05-29
94.83999633789062,2020-06-01
92.25,2020-06-02
98.0999984741211,2020-06-03
95.9800033569336,2020-06-04
93.93000030517578,2020-06-05
95.43000030517578,2020-06-08
93.9000015258789,2020-06-09
97.22000122070312,2020-06-10
95.04000091552734,2020-06-11
93.12000274658203,2020-06-12
99.0199966430664,2020-06-15
101.04000091552734,2020-06-16
98.69000244140625,2020-06-17
101.61000061035156,2020-06-18
101.08000183105469,2020-06-19
105.0199966430664,2020-06-22
104.2699966430664,2020-06-23
103.69999694824219,2020-06-24
105.70999908447266,2020-06-25
98.79000091552734,2020-06-26
98.0999984741211,2020-06-29
100.29000091552734,2020-06-30
102.94999694824219,2020-07-01
107.2699966430664,2020-07-02
106.38999938964844,2020-07-06
106.41999816894531,2020-07-07
114.55000305175781,2020-07-08
117.45999908447266,2020-07-09
116.6500015258789,2020-07-10
106.20999908447266,2020-07-13
105.61000061035156,2020-07-14
103.1500015258789,2020-07-15
101.05999755859375,2020-07-16
101.43000030517578,2020-07-17
106.72000122070312,2020-07-20
106.5999984741211,2020-07-21
103.70999908447266,2020-07-22
101.45999908447266,2020-07-23
100.02999877929688,2020-07-24
103.5999984741211,2020-07-27
105.7300033569336,2020-07-28
112.91999816894531,2020-07-29
111.91000366210938,2020-07-30
113.19999694824219,2020-07-31
115.4800033569336,2020-08-03
114.95999908447266,2020-08-04
114.75,2020-08-05
110.30000305175781,2020-08-06
101.75,2020-08-07
97.0,2020-08-10
98.16000366210938,2020-08-11
98.44999694824219,2020-08-12
100.88999938964844,2020-08-13
101.25,2020-08-14
105.33999633789062,2020-08-17
107.0999984741211,2020-08-18
108.1500015258789,2020-08-19
112.48999786376953,2020-08-20
112.0199966430664,2020-08-21
111.24500274658203,2020-08-24
113.56999969482422,2020-08-25
117.11000061035156,2020-08-26
117.12999725341797,2020-08-27
118.63999938964844,2020-08-28
125.7300033569336,2020-08-31
143.69000244140625,2020-09-01
142.07000732421875,2020-09-02
129.25,2020-09-03
125.19000244140625,2020-09-04
125.62999725341797,2020-09-08
128.17999267578125,2020-09-09
129.35000610351562,2020-09-10
126.27999877929688,2020-09-11
128.5,2020-09-14
131.4499969482422,2020-09-15
131.14999389648438,2020-09-16
128.5800018310547,2020-09-17
131.42999267578125,2020-09-18
138.1300048828125,2020-09-21
142.67999267578125,2020-09-22
138.60000610351562,2020-09-23
133.89999389648438,2020-09-24
136.38999938964844,2020-09-25
137.42999267578125,2020-09-28
136.35000610351562,2020-09-29
137.32000732421875,2020-09-30
142.8699951171875,2020-10-01
139.8699951171875,2020-10-02
144.8800048828125,2020-10-05
145.1300048828125,2020-10-06
144.57000732421875,2020-10-07
142.97000122070312,2020-10-08
143.57000732421875,2020-10-09
145.9600067138672,2020-10-12
152.8000030517578,2020-10-13
147.7899932861328,2020-10-14
145.36000061035156,2020-10-15
145.33999633789062,2020-10-16
144.66000366210938,2020-10-19
142.63999938964844,2020-10-20
135.13999938964844,2020-10-21
134.5399932861328,2020-10-22
135.4199981689453,2020-10-23
133.0800018310547,2020-10-26
133.47999572753906,2020-10-27
131.57000732421875,2020-10-28
127.36000061035156,2020-10-29
123.83999633789062,2020-10-30
124.47000122070312,2020-11-02
126.86000061035156,2020-11-03
136.32000732421875,2020-11-04
138.9199981689453,2020-11-05
141.7899932861328,2020-11-06
126.55000305175781,2020-11-09
123.5,2020-11-10
130.9600067138672,2020-11-11
137.3000030517578,2020-11-12
132.17999267578125,2020-11-13
131.5800018310547,2020-11-16
137.77999877929688,2020-11-17
137.67999267578125,2020-11-18
143.75999450683594,2020-11-19
145.72000122070312,2020-11-20
147.5399932861328,2020-11-23
149.4499969482422,2020-11-24
149.9600067138672,2020-11-25
150.8300018310547,2020-11-27
153.27999877929688,2020-11-30
147.5,2020-12-01
141.83999633789062,2020-12-02
161.19000244140625,2020-12-03
167.25999450683594,2020-12-04
170.72000122070312,2020-12-07
177.47999572753906,2020-12-08
166.1699981689453,2020-12-09
179.99000549316406,2020-12-10
175.9199981689453,2020-12-11
173.8000030517578,2020-12-14
174.92999267578125,2020-12-15
179.7899932861328,2020-12-16
185.25,2020-12-17
203.75,2020-12-18
210.64999389648438,2020-12-21
224.89999389648438,2020-12-22
223.5,2020-12-23
221.1199951171875,2020-12-24
212.5500030517578,2020-12-28
205.92999267578125,2020-12-29
210.2899932861328,2020-12-30
211.82000732421875,2020-12-31
200.49000549316406,2021-01-04
211.24000549316406,2021-01-05
208.85000610351562,2021-01-06
221.47000122070312,2021-01-07
223.72999572753906,2021-01-08
232.24000549316406,2021-01-11
233.58999633789062,2021-01-12
226.4199981689453,2021-01-13
225.6199951171875,2021-01-14
219.50999450683594,2021-01-15
221.9199981689453,2021-01-19
226.3300018310547,2021-01-20
221.0,2021-01-21
223.52000427246094,2021-01-22
217.49000549316406,2021-01-25
206.8000030517578,2021-01-26
200.92999267578125,2021-01-27
212.49000549316406,2021-01-28
215.8000030517578,2021-01-29
215.00999450683594,2021-02-01
219.63999938964844,2021-02-02
218.1199951171875,2021-02-03
224.00999450683594,2021-02-04
223.52999877929688,2021-02-05
222.36000061035156,2021-02-08
223.72000122070312,2021-02-09
231.35000610351562,2021-02-10
234.8000030517578,2021-02-11
242.10000610351562,2021-02-12
242.4199981689453,2021-02-16
238.55999755859375,2021-02-17
239.25,2021-02-18
239.1999969482422,2021-02-19
225.8300018310547,2021-02-22
218.38999938964844,2021-02-23
216.60000610351562,2021-02-24
208.66000366210938,2021-02-25
216.0,2021-02-26
223.39999389648438,2021-03-01
222.10000610351562,2021-03-02
210.6199951171875,2021-03-03
192.99000549316406,2021-03-04
183.1199951171875,2021-03-05
179.75,2021-03-08
199.10000610351562,2021-03-09
194.86000061035156,2021-03-10
205.8000030517578,2021-03-11
199.0,2021-03-12
200.5500030517578,2021-03-15
196.30999755859375,2021-03-16
208.02999877929688,2021-03-17
190.2100067138672,2021-03-18
194.6300048828125,2021-03-19
195.72999572753906,2021-03-22
190.60000610351562,2021-03-23
181.60000610351562,2021-03-24
179.16000366210938,2021-03-25
177.68499755859375,2021-03-26
173.85000610351562,2021-03-29
175.27999877929688,2021-03-30
182.50999450683594,2021-03-31
187.02999877929688,2021-04-01
186.6199951171875,2021-04-05
194.3800048828125,2021-04-06
193.92999267578125,2021-04-07
203.4499969482422,2021-04-08
202.67999267578125,2021-04-09
203.99000549316406,2021-04-12
216.35000610351562,2021-04-13
208.1999969482422,2021-04-14
213.10000610351562,2021-04-15
215.1999969482422,2021-04-16
213.3699951171875,2021-04-19
206.60000610351562,2021-04-20
210.3699951171875,2021-04-21
216.72999572753906,2021-04-22
219.3000030517578,2021-04-23
224.47000122070312,2021-04-26
221.25,2021-04-27
220.24000549316406,2021-04-28
211.52999877929688,2021-04-29
208.50999450683594,2021-04-30
205.1199951171875,2021-05-03
197.7899932861328,2021-05-04
193.24000549316406,2021-05-05
187.07000732421875,2021-05-06
189.17999267578125,2021-05-07
187.5800018310547,2021-05-10
195.10000610351562,2021-05-11
189.27000427246094,2021-05-12
183.75999450683594,2021-05-13
190.63999938964844,2021-05-14
188.52999877929688,2021-05-17
196.77999877929688,2021-05-18
198.7100067138672,2021-05-19
204.02999877929688,2021-05-20
210.60000610351562,2021-05-21
214.35000610351562,2021-05-24
212.86000061035156,2021-05-25
219.9600067138672,2021-05-26
222.80999755859375,2021-05-27
222.14999389648438,2021-05-28
222.07000732421875,2021-06-01
220.5800018310547,2021-06-02
216.0,2021-06-03
206.94000244140625,2021-06-04
215.41000366210938,2021-06-07
215.13999938964844,2021-06-08
213.9499969482422,2021-06-09
228.60000610351562,2021-06-10
231.27000427246094,2021-06-11
233.52999877929688,2021-06-14
228.33999633789062,2021-06-15
234.1699981689453,2021-06-16
241.30999755859375,2021-06-17
244.91000366210938,2021-06-18
237.67999267578125,2021-06-21
256.6099853515625,2021-06-22
252.89999389648438,2021-06-23
253.6999969482422,2021-06-24
253.24000549316406,2021-06-25
255.08999633789062,2021-06-28
257.1199951171875,2021-06-29
251.30999755859375,2021-06-30
251.16000366210938,2021-07-01
252.58999633789062,2021-07-02
264.9800109863281,2021-07-06
267.5199890136719,2021-07-07
263.3900146484375,2021-07-08
264.44000244140625,2021-07-09
261.7900085449219,2021-07-12
261.1600036621094,2021-07-13
254.22999572753906,2021-07-14
249.3000030517578,2021-07-15
249.9600067138672,2021-07-16
250.39999389648438,2021-07-19
252.24000549316406,2021-07-20
253.5500030517578,2021-07-21
263.0400085449219,2021-07-22
268.9599914550781,2021-07-23
264.8299865722656,2021-07-26
257.8399963378906,2021-07-27
263.5799865722656,2021-07-28
260.0299987792969,2021-07-29
253.61000061035156,2021-07-30
253.91000366210938,2021-08-02
254.33999633789062,2021-08-03
264.2099914550781,2021-08-04
265.6199951171875,2021-08-05
260.739990234375,2021-08-06
263.55999755859375,2021-08-09
252.6699981689453,2021-08-10
239.8800048828125,2021-08-11
245.82000732421875,2021-08-12
243.82000732421875,2021-08-13
234.7100067138672,2021-08-16
232.8000030517578,2021-08-17
233.77999877929688,2021-08-18
234.9600067138672,2021-08-19
237.8800048828125,2021-08-20
245.8000030517578,2021-08-23
265.6300048828125,2021-08-24
270.0,2021-08-25
278.7699890136719,2021-08-26
282.30999755859375,2021-08-27
286.3699951171875,2021-08-30
281.0,2021-08-31
269.9700012207031,2021-09-01
272.6700134277344,2021-09-02
278.2300109863281,2021-09-03
269.67999267578125,2021-09-07
265.2300109863281,2021-09-08
265.1600036621094,2021-09-09
262.0,2021-09-10
254.02999877929688,2021-09-13
257.29998779296875,2021-09-14
259.57000732421875,2021-09-15
264.739990234375,2021-09-16
263.0899963378906,2021-09-17
257.55999755859375,2021-09-20
254.11000061035156,2021-09-21
259.8599853515625,2021-09-22
262.2900085449219,2021-09-23
261.75,2021-09-24
253.33999633789062,2021-09-27
241.86000061035156,2021-09-28
239.57000732421875,2021-09-29
245.77999877929688,2021-09-30
249.27000427246094,2021-10-01
238.8800048828125,2021-10-04
244.9199981689453,2021-10-05
248.1999969482422,2021-10-06
249.8800048828125,2021-10-07
245.0,2021-10-08
244.36000061035156,2021-10-11
252.74000549316406,2021-10-12
270.44000244140625,2021-10-13
276.010009765625,2021-10-14
273.1099853515625,2021-10-15
285.3500061035156,2021-10-18
282.3500061035156,2021-10-19
283.3299865722656,2021-10-20
284.1000061035156,2021-10-21
283.3900146484375,2021-10-22
280.1000061035156,2021-10-25
287.0799865722656,2021-10-26
279.0,2021-10-27
281.1700134277344,2021-10-28
281.79998779296875,2021-10-29
269.1700134277344,2021-11-01
268.1199951171875,2021-11-02
270.6499938964844,2021-11-03
279.6199951171875,2021-11-04
273.42999267578125,2021-11-05
282.92999267578125,2021-11-08
293.17999267578125,2021-11-09
281.55999755859375,2021-11-10
280.9200134277344,2021-11-11
284.29998779296875,2021-11-12
254.14999389648438,2021-11-15
262.510009765625,2021-11-16
269.7799987792969,2021-11-17
264.7200012207031,2021-11-18
257.6300048828125,2021-11-19
239.63999938964844,2021-11-22
230.5800018310547,2021-11-23
230.77000427246094,2021-11-24
232.63999938964844,2021-11-26
224.57000732421875,2021-11-29
217.13999938964844,2021-11-30
201.5,2021-12-01
209.35000610351562,2021-12-02
197.0500030517578,2021-12-03
194.7100067138672,2021-12-06
204.32000732421875,2021-12-07
209.17999267578125,2021-12-08
201.27000427246094,2021-12-09
198.60000610351562,2021-12-10
198.67999267578125,2021-12-13
198.7100067138672,2021-12-14
210.7100067138672,2021-12-15
200.27999877929688,2021-12-16
205.10000610351562,2021-12-17
206.2899932861328,2021-12-20
210.30999755859375,2021-12-21
207.60000610351562,2021-12-22
211.52000427246094,2021-12-23
209.63999938964844,2021-12-27
207.22999572753906,2021-12-28
206.8699951171875,2021-12-29
208.9499969482422,2021-12-30
204.75,2021-12-31
198.3300018310547,2022-01-03
189.19000244140625,2022-01-04
179.2899932861328,2022-01-05
187.49000549316406,2022-01-06
188.99000549316406,2022-01-07
192.5,2022-01-10
196.11000061035156,2022-01-11
187.97000122070312,2022-01-12
174.89999389648438,2022-01-13
176.6999969482422,2022-01-14
172.85000610351562,2022-01-18
175.7100067138672,2022-01-19
173.88999938964844,2022-01-20
164.72999572753906,2022-01-21
167.27000427246094,2022-01-24
158.58999633789062,2022-01-25
160.94000244140625,2022-01-26
159.80999755859375,2022-01-27
168.89999389648438,2022-01-28
180.63999938964844,2022-01-31
182.14999389648438,2022-02-01
177.0399932861328,2022-02-02
170.6300048828125,2022-02-03
177.2100067138672,2022-02-04
178.83999633789062,2022-02-07
178.89999389648438,2022-02-08
186.89999389648438,2022-02-09
187.8800048828125,2022-02-10
181.86000061035156,2022-02-11
180.60000610351562,2022-02-14
189.3000030517578,2022-02-15
183.27999877929688,2022-02-16
169.85000610351562,2022-02-17
164.92999267578125,2022-02-18
166.7100067138672,2022-02-22
161.8300018310547,2022-02-23
182.8800048828125,2022-02-24
181.75,2022-02-25
195.2100067138672,2022-02-28
197.63999938964844,2022-03-01
201.75,2022-03-02
191.02000427246094,2022-03-03
179.02999877929688,2022-03-04
167.39999389648438,2022-03-07
156.77000427246094,2022-03-08
169.7899932861328,2022-03-09
191.02000427246094,2022-03-10
190.5399932861328,2022-03-11
183.1199951171875,2022-03-14
188.63999938964844,2022-03-15
189.66000366210938,2022-03-16
204.1300048828125,2022-03-17
208.05999755859375,2022-03-18
204.1300048828125,2022-03-21
217.05999755859375,2022-03-22
219.47999572753906,2022-03-23
223.39999389648438,2022-03-24
221.9499969482422,2022-03-25
222.1199951171875,2022-03-28
223.00999450683594,2022-03-29
224.9600067138672,2022-03-30
227.0800018310547,2022-03-31
227.85000610351562,2022-04-01
229.02999877929688,2022-04-04
219.9600067138672,2022-04-05
211.22000122070312,2022-04-06
217.02999877929688,2022-04-07
218.2100067138672,2022-04-08
216.60000610351562,2022-04-11
223.50999450683594,2022-04-12
239.86000061035156,2022-04-13
235.22000122070312,2022-04-14
224.99000549316406,2022-04-18
228.66000366210938,2022-04-19
222.49000549316406,2022-04-20
209.85000610351562,2022-04-21
205.6199951171875,2022-04-22
214.5800018310547,2022-04-25
201.39999389648438,2022-04-26
201.05999755859375,2022-04-27
207.05999755859375,2022-04-28
198.75999450683594,2022-04-29
203.64999389648438,2022-05-02
199.39999389648438,2022-05-03
200.38999938964844,2022-05-04
180.97999572753906,2022-05-05
164.80999755859375,2022-05-06
143.69000244140625,2022-05-09
151.8800048828125,2022-05-10
137.39999389648438,2022-05-11
139.80999755859375,2022-05-12
156.2899932861328,2022-05-13
146.38999938964844,2022-05-16
147.27000427246094,2022-05-17
138.5,2022-05-18
142.63999938964844,2022-05-19
148.74000549316406,2022-05-20
149.27000427246094,2022-05-23
139.8699951171875,2022-05-24
146.63999938964844,2022-05-25
155.83999633789062,2022-05-26
166.82000732421875,2022-05-27
159.99000549316406,2022-05-31
161.4499969482422,2022-06-01
174.02000427246094,2022-06-02
162.10000610351562,2022-06-03
168.97000122070312,2022-06-06
176.67999267578125,2022-06-07
178.83999633789062,2022-06-08
173.5500030517578,2022-06-09
169.32000732421875,2022-06-10
154.52000427246094,2022-06-13
159.25999450683594,2022-06-14
164.35000610351562,2022-06-15
157.2100067138672,2022-06-16
163.89999389648438,2022-06-17
164.63999938964844,2022-06-21
165.7100067138672,2022-06-22
174.89999389648438,2022-06-23
184.99000549316406,2022-06-24
181.92999267578125,2022-06-27
174.19000244140625,2022-06-28
175.94000244140625,2022-06-29
168.55999755859375,2022-06-30
179.25,2022-07-01
187.02000427246094,2022-07-05
185.9199981689453,2022-07-06
190.1999969482422,2022-07-07
190.3800048828125,2022-07-08
185.3699951171875,2022-07-11
174.38999938964844,2022-07-12
174.97000122070312,2022-07-13
172.75,2022-07-14
177.89999389648438,2022-07-15
177.25,2022-07-18
180.5500030517578,2022-07-19
184.3000030517578,2022-07-20
189.0,2022-07-21
183.52999877929688,2022-07-22
182.6199951171875,2022-07-25
169.1699981689453,2022-07-26
176.9600067138672,2022-07-27
182.08999633789062,2022-07-28
183.60000610351562,2022-07-29
183.3000030517578,2022-08-01
188.13999938964844,2022-08-02
195.32000732421875,2022-08-03
189.24000549316406,2022-08-04
191.1699981689453,2022-08-05
189.52000427246094,2022-08-08
186.77999877929688,2022-08-09
200.8000030517578,2022-08-10
198.05999755859375,2022-08-11
200.8699951171875,2022-08-12
201.82000732421875,2022-08-15
200.41000366210938,2022-08-16
196.88999938964844,2022-08-17
195.75999450683594,2022-08-18
190.52000427246094,2022-08-19
185.8800048828125,2022-08-22
192.36000061035156,2022-08-23
194.6199951171875,2022-08-24
202.94000244140625,2022-08-25
194.55999755859375,2022-08-26
192.0500030517578,2022-08-29
193.2949981689453,2022-08-30
182.61000061035156,2022-08-31
172.97000122070312,2022-09-01
172.4499969482422,2022-09-02
171.14999389648438,2022-09-06
171.9600067138672,2022-09-07
179.875,2022-09-08
190.86000061035156,2022-09-09
195.10000610351562,2022-09-12
184.6999969482422,2022-09-13
184.11000061035156,2022-09-14
178.86000061035156,2022-09-15
171.00999450683594,2022-09-16
175.38999938964844,2022-09-19
173.8699951171875,2022-09-20
169.25,2022-09-21
161.27999877929688,2022-09-22
160.38999938964844,2022-09-23
159.35000610351562,2022-09-26
162.5800018310547,2022-09-27
167.25,2022-09-28
165.6999969482422,2022-09-29
164.80999755859375,2022-09-30
169.30999755859375,2022-10-03
175.07000732421875,2022-10-04
176.6999969482422,2022-10-05
178.38999938964844,2022-10-06
171.8800048828125,2022-10-07
161.0800018310547,2022-10-10
155.7899932861328,2022-10-11
152.99000549316406,2022-10-12
152.60000610351562,2022-10-13
145.97999572753906,2022-10-14
151.61000061035156,2022-10-17
156.8800048828125,2022-10-18
152.5399932861328,2022-10-19
153.8800048828125,2022-10-20
156.32000732421875,2022-10-21
157.97000122070312,2022-10-24
162.11000061035156,2022-10-25
161.77000427246094,2022-10-26
164.72999572753906,2022-10-27
163.64999389648438,2022-10-28
161.1999969482422,2022-10-31
160.52999877929688,2022-11-01
147.99000549316406,2022-11-02
141.52999877929688,2022-11-03
127.55999755859375,2022-11-04
124.68000030517578,2022-11-07
127.0,2022-11-08
122.36000061035156,2022-11-09
135.75999450683594,2022-11-10
143.1199951171875,2022-11-11
142.00999450683594,2022-11-14
148.3000030517578,2022-11-15
143.64999389648438,2022-11-16
139.22999572753906,2022-11-17
138.99000549316406,2022-11-18
135.55999755859375,2022-11-21
135.8000030517578,2022-11-22
140.88999938964844,2022-11-23
140.0500030517578,2022-11-25
139.4499969482422,2022-11-28
138.0,2022-11-29
117.6500015258789,2022-11-30
124.06999969482422,2022-12-01
124.0,2022-12-02
118.33000183105469,2022-12-05
113.83000183105469,2022-12-06
113.19999694824219,2022-12-07
114.23999786376953,2022-12-08
115.08000183105469,2022-12-09
118.54000091552734,2022-12-12
120.98999786376953,2022-12-13
120.56999969482422,2022-12-14
114.98999786376953,2022-12-15
111.5,2022-12-16
108.08999633789062,2022-12-19
109.83000183105469,2022-12-20
107.3499984741211,2022-12-21
103.97000122070312,2022-12-22
101.98999786376953,2022-12-23
100.66000366210938,2022-12-27
99.95999908447266,2022-12-28
104.56999969482422,2022-12-29
105.29000091552734,2022-12-30
103.27999877929688,2023-01-03
104.36499786376953,2023-01-04
94.88999938964844,2023-01-05
94.72000122070312,2023-01-06
96.56999969482422,2023-01-09
95.66999816894531,2023-01-10
97.0,2023-01-11
97.9800033569336,2023-01-12
99.52999877929688,2023-01-13
104.43000030517578,2023-01-17
101.0,2023-01-18
99.8499984741211,2023-01-19
103.41000366210938,2023-01-20
106.30000305175781,2023-01-23
104.5999984741211,2023-01-24
100.81999969482422,2023-01-25
104.47000122070312,2023-01-26
104.3499984741211,2023-01-27
101.37000274658203,2023-01-30
105.9000015258789,2023-01-31
110.5,2023-02-01
115.93000030517578,2023-02-02
113.55999755859375,2023-02-03
109.41999816894531,2023-02-06
114.58999633789062,2023-02-07
114.4800033569336,2023-02-08
113.41999816894531,2023-02-09
108.95999908447266,2023-02-10
112.16999816894531,2023-02-13
116.30999755859375,2023-02-14
120.5199966430664,2023-02-15
115.12000274658203,2023-02-16
114.25,2023-02-17
112.43000030517578,2023-02-21
117.62999725341797,2023-02-22
117.44000244140625,2023-02-23
117.27999877929688,2023-02-24
120.6500015258789,2023-02-27
120.69000244140625,2023-02-28
120.20999908447266,2023-03-01
123.63999938964844,2023-03-02
126.04000091552734,2023-03-03
127.58999633789062,2023-03-06
124.93000030517578,2023-03-07
128.9199981689453,2023-03-08
121.68000030517578,2023-03-09
119.72000122070312,2023-03-10
121.41000366210938,2023-03-13
128.00999450683594,2023-03-14
129.32000732421875,2023-03-15
133.52000427246094,2023-03-16
133.1199951171875,2023-03-17
132.74000549316406,2023-03-20
