SPG,Date
5.311913013458252,1994-07-05
5.235666275024414,1994-07-06
5.261080265045166,1994-07-07
5.286497592926025,1994-07-08
5.311913013458252,1994-07-11
5.337324619293213,1994-07-12
5.464405536651611,1994-07-13
5.43899393081665,1994-07-14
5.515235900878906,1994-07-15
5.642319679260254,1994-07-18
5.591488361358643,1994-07-19
5.61690092086792,1994-07-20
5.54065465927124,1994-07-21
5.413577079772949,1994-07-22
5.464405536651611,1994-07-25
5.413577079772949,1994-07-26
5.362744331359863,1994-07-27
5.38815975189209,1994-07-28
5.413577079772949,1994-07-29
5.413577079772949,1994-08-01
5.337324619293213,1994-08-02
5.337324619293213,1994-08-03
5.362744331359863,1994-08-04
5.362744331359863,1994-08-05
5.413577079772949,1994-08-08
5.38815975189209,1994-08-09
5.362744331359863,1994-08-10
5.337324619293213,1994-08-11
5.311913013458252,1994-08-12
5.261080265045166,1994-08-15
5.1848320960998535,1994-08-16
5.235666275024414,1994-08-17
5.261080265045166,1994-08-18
5.261080265045166,1994-08-19
5.261080265045166,1994-08-22
5.261080265045166,1994-08-23
5.311913013458252,1994-08-24
5.286497592926025,1994-08-25
5.261080265045166,1994-08-26
5.311913013458252,1994-08-29
5.337324619293213,1994-08-30
5.362744331359863,1994-08-31
5.311913013458252,1994-09-01
5.311913013458252,1994-09-02
5.286497592926025,1994-09-06
5.286497592926025,1994-09-07
5.337324619293213,1994-09-08
5.286497592926025,1994-09-09
5.1848320960998535,1994-09-12
5.235666275024414,1994-09-13
5.1848320960998535,1994-09-14
5.210247993469238,1994-09-15
5.1848320960998535,1994-09-16
5.15941858291626,1994-09-19
5.108583927154541,1994-09-20
5.133999824523926,1994-09-21
5.15941858291626,1994-09-22
5.235666275024414,1994-09-23
5.235666275024414,1994-09-26
5.286497592926025,1994-09-27
5.286497592926025,1994-09-28
5.307206153869629,1994-09-29
5.307206153869629,1994-09-30
5.281318664550781,1994-10-03
5.229539394378662,1994-10-04
5.203651428222656,1994-10-05
5.100092887878418,1994-10-06
5.125985622406006,1994-10-07
5.177762031555176,1994-10-10
5.177762031555176,1994-10-11
5.177762031555176,1994-10-12
5.203651428222656,1994-10-13
5.229539394378662,1994-10-14
5.229539394378662,1994-10-17
5.203651428222656,1994-10-18
5.203651428222656,1994-10-19
5.151876449584961,1994-10-20
5.125985622406006,1994-10-21
5.022430896759033,1994-10-24
5.074209213256836,1994-10-25
5.022430896759033,1994-10-26
4.918874263763428,1994-10-27
4.970653057098389,1994-10-28
4.944765090942383,1994-10-31
4.944765090942383,1994-11-01
4.892988681793213,1994-11-02
4.867097854614258,1994-11-03
4.841209888458252,1994-11-04
4.867097854614258,1994-11-07
4.815319061279297,1994-11-08
4.841209888458252,1994-11-09
4.789431095123291,1994-11-10
4.789431095123291,1994-11-11
4.763540267944336,1994-11-14
4.763540267944336,1994-11-15
4.789431095123291,1994-11-16
4.789431095123291,1994-11-17
4.815319061279297,1994-11-18
4.789431095123291,1994-11-21
4.789431095123291,1994-11-22
4.789431095123291,1994-11-23
4.892988681793213,1994-11-25
4.892988681793213,1994-11-28
4.892988681793213,1994-11-29
4.892988681793213,1994-11-30
4.892988681793213,1994-12-01
4.867097854614258,1994-12-02
4.867097854614258,1994-12-05
4.892988681793213,1994-12-06
4.841209888458252,1994-12-07
4.763540267944336,1994-12-08
4.7376556396484375,1994-12-09
4.841209888458252,1994-12-12
4.892988681793213,1994-12-13
4.9965386390686035,1994-12-14
5.0483198165893555,1994-12-15
5.151876449584961,1994-12-16
5.203651428222656,1994-12-19
5.177762031555176,1994-12-20
5.177762031555176,1994-12-21
5.177762031555176,1994-12-22
5.022430896759033,1994-12-23
5.074209213256836,1994-12-27
5.121729850769043,1994-12-28
5.121729850769043,1994-12-29
5.121729850769043,1994-12-30
5.253735065460205,1995-01-03
5.253735065460205,1995-01-04
5.30653190612793,1995-01-05
5.200925827026367,1995-01-06
5.227331638336182,1995-01-09
5.121729850769043,1995-01-10
4.963325023651123,1995-01-11
5.042527198791504,1995-01-12
5.068928241729736,1995-01-13
5.068928241729736,1995-01-16
5.042527198791504,1995-01-17
5.042527198791504,1995-01-18
5.068928241729736,1995-01-19
5.042527198791504,1995-01-20
4.963325023651123,1995-01-23
5.016124248504639,1995-01-24
4.963325023651123,1995-01-25
4.989725589752197,1995-01-26
4.989725589752197,1995-01-27
4.936924934387207,1995-01-30
4.936924934387207,1995-01-31
4.831326961517334,1995-02-01
4.831326961517334,1995-02-02
4.831326961517334,1995-02-03
4.831326961517334,1995-02-06
4.884122848510742,1995-02-07
4.936924934387207,1995-02-08
4.963325023651123,1995-02-09
4.963325023651123,1995-02-10
4.936924934387207,1995-02-13
4.963325023651123,1995-02-14
4.936924934387207,1995-02-15
4.963325023651123,1995-02-16
4.963325023651123,1995-02-17
5.016124248504639,1995-02-21
5.068928241729736,1995-02-22
5.068928241729736,1995-02-23
5.174529075622559,1995-02-24
5.148129940032959,1995-02-27
5.148129940032959,1995-02-28
5.227331638336182,1995-03-01
5.174529075622559,1995-03-02
5.148129940032959,1995-03-03
5.200925827026367,1995-03-06
5.227331638336182,1995-03-07
5.227331638336182,1995-03-08
5.253735065460205,1995-03-09
5.174529075622559,1995-03-10
5.174529075622559,1995-03-13
5.2801313400268555,1995-03-14
5.4121317863464355,1995-03-15
5.359335422515869,1995-03-16
5.359335422515869,1995-03-17
5.385735988616943,1995-03-20
5.332934856414795,1995-03-21
5.2801313400268555,1995-03-22
5.332934856414795,1995-03-23
5.332934856414795,1995-03-24
5.2801313400268555,1995-03-27
5.253735065460205,1995-03-28
5.2801313400268555,1995-03-29
5.332270622253418,1995-03-30
5.2514777183532715,1995-03-31
5.197615623474121,1995-04-03
5.170685768127441,1995-04-04
5.197615623474121,1995-04-05
5.170685768127441,1995-04-06
5.170685768127441,1995-04-07
5.170685768127441,1995-04-10
5.197615623474121,1995-04-11
5.197615623474121,1995-04-12
5.197615623474121,1995-04-13
5.170685768127441,1995-04-17
5.14375638961792,1995-04-18
5.089896202087402,1995-04-19
5.089896202087402,1995-04-20
5.089896202087402,1995-04-21
5.089896202087402,1995-04-24
5.116824626922607,1995-04-25
5.062965393066406,1995-04-26
5.089896202087402,1995-04-27
5.116824626922607,1995-04-28
5.116824626922607,1995-05-01
5.14375638961792,1995-05-02
5.116824626922607,1995-05-03
5.116824626922607,1995-05-04
5.197615623474121,1995-05-05
5.224548816680908,1995-05-08
5.3592023849487305,1995-05-09
5.3592023849487305,1995-05-10
5.3592023849487305,1995-05-11
5.3592023849487305,1995-05-12
5.305338382720947,1995-05-15
5.3592023849487305,1995-05-16
5.332270622253418,1995-05-17
5.305338382720947,1995-05-18
5.3592023849487305,1995-05-19
5.332270622253418,1995-05-22
5.2514777183532715,1995-05-23
5.2784104347229,1995-05-24
5.332270622253418,1995-05-25
5.170685768127441,1995-05-26
5.332270622253418,1995-05-30
5.3592023849487305,1995-05-31
5.3592023849487305,1995-06-01
5.386129379272461,1995-06-02
5.41306209564209,1995-06-05
5.41306209564209,1995-06-06
5.386129379272461,1995-06-07
5.332270622253418,1995-06-08
5.2784104347229,1995-06-09
5.197615623474121,1995-06-12
5.197615623474121,1995-06-13
5.2784104347229,1995-06-14
5.3592023849487305,1995-06-15
5.3592023849487305,1995-06-16
5.3592023849487305,1995-06-19
5.332270622253418,1995-06-20
5.332270622253418,1995-06-21
5.3592023849487305,1995-06-22
5.41306209564209,1995-06-23
5.3592023849487305,1995-06-26
5.3592023849487305,1995-06-27
5.41306209564209,1995-06-28
5.3592023849487305,1995-06-29
5.41306209564209,1995-06-30
5.41306209564209,1995-07-03
5.41306209564209,1995-07-05
5.466925621032715,1995-07-06
5.520784854888916,1995-07-07
5.546483993530273,1995-07-10
5.546483993530273,1995-07-11
5.519028663635254,1995-07-12
5.464111328125,1995-07-13
5.4915666580200195,1995-07-14
5.464111328125,1995-07-17
5.436655521392822,1995-07-18
5.3542799949646,1995-07-19
5.409193515777588,1995-07-20
5.4915666580200195,1995-07-21
5.464111328125,1995-07-24
5.436655521392822,1995-07-25
5.409193515777588,1995-07-26
5.464111328125,1995-07-27
5.436655521392822,1995-07-28
5.381739616394043,1995-07-31
5.381739616394043,1995-08-01
5.381739616394043,1995-08-02
5.381739616394043,1995-08-03
5.3542799949646,1995-08-04
5.436655521392822,1995-08-07
5.381739616394043,1995-08-08
5.436655521392822,1995-08-09
5.409193515777588,1995-08-10
5.436655521392822,1995-08-11
5.436655521392822,1995-08-14
5.409193515777588,1995-08-15
5.3542799949646,1995-08-16
5.29936408996582,1995-08-17
5.29936408996582,1995-08-18
5.3542799949646,1995-08-21
5.381739616394043,1995-08-22
5.409193515777588,1995-08-23
5.436655521392822,1995-08-24
5.409193515777588,1995-08-25
5.436655521392822,1995-08-28
5.409193515777588,1995-08-29
5.381739616394043,1995-08-30
5.409193515777588,1995-08-31
5.4915666580200195,1995-09-01
5.464111328125,1995-09-05
5.464111328125,1995-09-06
5.464111328125,1995-09-07
5.546483993530273,1995-09-08
5.519028663635254,1995-09-11
5.573943614959717,1995-09-12
5.656319618225098,1995-09-13
5.6288580894470215,1995-09-14
5.656319618225098,1995-09-15
5.573943614959717,1995-09-18
5.573943614959717,1995-09-19
5.6014018058776855,1995-09-20
5.656319618225098,1995-09-21
5.656319618225098,1995-09-22
5.656319618225098,1995-09-25
5.683775901794434,1995-09-26
5.656319618225098,1995-09-27
5.6014018058776855,1995-09-28
5.573943614959717,1995-09-29
5.573943614959717,1995-10-02
5.6014018058776855,1995-10-03
5.573943614959717,1995-10-04
5.573943614959717,1995-10-05
5.572151184082031,1995-10-06
5.488150119781494,1995-10-09
5.516147613525391,1995-10-10
5.544151306152344,1995-10-11
5.516147613525391,1995-10-12
5.516147613525391,1995-10-13
5.46014928817749,1995-10-16
5.432147979736328,1995-10-17
5.348146438598633,1995-10-18
5.348146438598633,1995-10-19
5.292144775390625,1995-10-20
5.348146438598633,1995-10-23
5.320144176483154,1995-10-24
5.292144775390625,1995-10-25
5.2641448974609375,1995-10-26
5.2641448974609375,1995-10-27
5.292144775390625,1995-10-30
5.2081403732299805,1995-10-31
5.124142646789551,1995-11-01
5.180140495300293,1995-11-02
5.180140495300293,1995-11-03
5.180140495300293,1995-11-06
5.2081403732299805,1995-11-07
5.2641448974609375,1995-11-08
5.376145839691162,1995-11-09
5.544151306152344,1995-11-10
5.46014928817749,1995-11-13
5.292144775390625,1995-11-14
5.348146438598633,1995-11-15
5.320144176483154,1995-11-16
5.320144176483154,1995-11-17
5.2641448974609375,1995-11-20
5.292144775390625,1995-11-21
5.2641448974609375,1995-11-22
5.236142158508301,1995-11-24
5.2641448974609375,1995-11-27
5.292144775390625,1995-11-28
5.2081403732299805,1995-11-29
5.180140495300293,1995-11-30
5.2081403732299805,1995-12-01
5.152139663696289,1995-12-04
5.2081403732299805,1995-12-05
5.488150119781494,1995-12-06
5.376145839691162,1995-12-07
5.320144176483154,1995-12-08
5.320144176483154,1995-12-11
5.432147979736328,1995-12-12
5.656152248382568,1995-12-13
5.516147613525391,1995-12-14
5.628152370452881,1995-12-15
5.488150119781494,1995-12-18
5.544151306152344,1995-12-19
5.516147613525391,1995-12-20
5.488150119781494,1995-12-21
5.516147613525391,1995-12-22
5.572151184082031,1995-12-26
5.572151184082031,1995-12-27
5.488150119781494,1995-12-28
5.46014928817749,1995-12-29
5.46014928817749,1996-01-02
5.46014928817749,1996-01-03
5.432147979736328,1996-01-04
5.40414571762085,1996-01-05
5.40414571762085,1996-01-08
5.432147979736328,1996-01-09
5.344578742980957,1996-01-10
5.344578742980957,1996-01-11
5.287416934967041,1996-01-12
5.373157501220703,1996-01-15
5.401737213134766,1996-01-16
5.4589033126831055,1996-01-17
5.487479209899902,1996-01-18
5.4589033126831055,1996-01-19
5.4589033126831055,1996-01-22
5.344578742980957,1996-01-23
5.25883674621582,1996-01-24
5.230250835418701,1996-01-25
5.25883674621582,1996-01-26
5.287416934967041,1996-01-29
5.173093318939209,1996-01-30
5.115931987762451,1996-01-31
5.144511699676514,1996-02-01
5.03018856048584,1996-02-02
4.973029613494873,1996-02-05
5.03018856048584,1996-02-06
5.201674461364746,1996-02-07
5.173093318939209,1996-02-08
5.115931987762451,1996-02-09
5.03018856048584,1996-02-12
5.087350845336914,1996-02-13
5.173093318939209,1996-02-14
5.173093318939209,1996-02-15
5.230250835418701,1996-02-16
5.087350845336914,1996-02-20
5.173093318939209,1996-02-21
5.25883674621582,1996-02-22
5.315995693206787,1996-02-23
5.287416934967041,1996-02-26
5.315995693206787,1996-02-27
5.315995693206787,1996-02-28
5.344578742980957,1996-02-29
5.344578742980957,1996-03-01
5.373157501220703,1996-03-04
5.516058921813965,1996-03-05
5.487479209899902,1996-03-06
5.516058921813965,1996-03-07
5.401737213134766,1996-03-08
5.430318832397461,1996-03-11
5.373157501220703,1996-03-12
5.373157501220703,1996-03-13
5.315995693206787,1996-03-14
5.287416934967041,1996-03-15
5.401737213134766,1996-03-18
5.373157501220703,1996-03-19
5.487479209899902,1996-03-20
5.487479209899902,1996-03-21
5.430318832397461,1996-03-22
5.487479209899902,1996-03-25
5.401737213134766,1996-03-26
5.373157501220703,1996-03-27
5.287416934967041,1996-03-28
5.287416934967041,1996-03-29
5.287416934967041,1996-04-01
5.25883674621582,1996-04-02
5.273123741149902,1996-04-03
5.201674461364746,1996-04-04
5.144511699676514,1996-04-08
5.287416934967041,1996-04-09
5.197939872741699,1996-04-10
5.197939872741699,1996-04-11
5.285548686981201,1996-04-12
5.256344318389893,1996-04-15
5.314748764038086,1996-04-16
5.256344318389893,1996-04-17
5.314748764038086,1996-04-18
5.343949794769287,1996-04-19
5.343949794769287,1996-04-22
5.314748764038086,1996-04-23
5.343949794769287,1996-04-24
5.402355194091797,1996-04-25
5.402355194091797,1996-04-26
5.41695499420166,1996-04-29
5.37315034866333,1996-04-30
5.343949794769287,1996-05-01
5.343949794769287,1996-05-02
5.460757732391357,1996-05-03
5.460757732391357,1996-05-06
5.431556701660156,1996-05-07
5.431556701660156,1996-05-08
5.431556701660156,1996-05-09
5.460757732391357,1996-05-10
5.635966777801514,1996-05-13
5.606768608093262,1996-05-14
5.548364162445068,1996-05-15
5.577569007873535,1996-05-16
5.577569007873535,1996-05-17
5.635966777801514,1996-05-20
5.635966777801514,1996-05-21
5.577569007873535,1996-05-22
5.519164085388184,1996-05-23
5.519164085388184,1996-05-24
5.548364162445068,1996-05-28
5.548364162445068,1996-05-29
5.635966777801514,1996-05-30
5.665172576904297,1996-05-31
5.635966777801514,1996-06-03
5.635966777801514,1996-06-04
5.665172576904297,1996-06-05
5.635966777801514,1996-06-06
5.635966777801514,1996-06-07
5.665172576904297,1996-06-10
5.694375991821289,1996-06-11
5.635966777801514,1996-06-12
5.665172576904297,1996-06-13
5.665172576904297,1996-06-14
5.694375991821289,1996-06-17
5.665172576904297,1996-06-18
5.694375991821289,1996-06-19
5.635966777801514,1996-06-20
5.606768608093262,1996-06-21
5.635966777801514,1996-06-24
5.665172576904297,1996-06-25
5.694375991821289,1996-06-26
5.635966777801514,1996-06-27
5.723577499389648,1996-06-28
5.752776622772217,1996-07-01
5.781980514526367,1996-07-02
5.752776622772217,1996-07-03
5.723577499389648,1996-07-05
5.694375991821289,1996-07-08
5.665172576904297,1996-07-09
5.6036481857299805,1996-07-10
5.544035911560059,1996-07-11
5.6036481857299805,1996-07-12
5.5142316818237305,1996-07-15
5.5142316818237305,1996-07-16
5.573840618133545,1996-07-17
5.6036481857299805,1996-07-18
5.544035911560059,1996-07-19
5.544035911560059,1996-07-22
5.573840618133545,1996-07-23
5.544035911560059,1996-07-24
5.544035911560059,1996-07-25
5.544035911560059,1996-07-26
5.6036481857299805,1996-07-29
5.663262844085693,1996-07-30
5.6036481857299805,1996-07-31
5.633457660675049,1996-08-01
5.722876071929932,1996-08-02
5.722876071929932,1996-08-05
5.842103481292725,1996-08-06
5.871910572052002,1996-08-07
5.842103481292725,1996-08-08
5.8122992515563965,1996-08-09
5.932033061981201,1996-08-12
6.023294448852539,1996-08-13
6.114559650421143,1996-08-14
6.144975662231445,1996-08-15
6.084133625030518,1996-08-16
6.023294448852539,1996-08-19
6.023294448852539,1996-08-20
6.023294448852539,1996-08-21
6.053713798522949,1996-08-22
6.053713798522949,1996-08-23
5.992873191833496,1996-08-26
5.962457180023193,1996-08-27
6.023294448852539,1996-08-28
6.084133625030518,1996-08-29
6.053713798522949,1996-08-30
6.023294448852539,1996-09-03
6.023294448852539,1996-09-04
6.084133625030518,1996-09-05
6.084133625030518,1996-09-06
6.053713798522949,1996-09-09
6.084133625030518,1996-09-10
6.084133625030518,1996-09-11
6.053713798522949,1996-09-12
6.084133625030518,1996-09-13
6.114559650421143,1996-09-16
6.2058186531066895,1996-09-17
6.2058186531066895,1996-09-18
6.236237525939941,1996-09-19
6.236237525939941,1996-09-20
6.236237525939941,1996-09-23
6.266659736633301,1996-09-24
6.236237525939941,1996-09-25
6.266659736633301,1996-09-26
6.236237525939941,1996-09-27
6.2058186531066895,1996-09-30
6.327502250671387,1996-10-01
6.388339042663574,1996-10-02
6.449182510375977,1996-10-03
6.479604244232178,1996-10-04
6.479604244232178,1996-10-07
6.449182510375977,1996-10-08
6.418765068054199,1996-10-09
6.327502250671387,1996-10-10
6.3579230308532715,1996-10-11
6.327502250671387,1996-10-14
6.327502250671387,1996-10-15
6.327502250671387,1996-10-16
6.3579230308532715,1996-10-17
6.327502250671387,1996-10-18
6.388339042663574,1996-10-21
6.418765068054199,1996-10-22
6.540446758270264,1996-10-23
6.449182510375977,1996-10-24
6.510025978088379,1996-10-25
6.510025978088379,1996-10-28
6.479604244232178,1996-10-29
6.418765068054199,1996-10-30
6.418765068054199,1996-10-31
6.449182510375977,1996-11-01
6.510025978088379,1996-11-04
6.570868968963623,1996-11-05
6.723806381225586,1996-11-06
6.692826271057129,1996-11-07
6.785781383514404,1996-11-08
6.754791736602783,1996-11-11
6.754791736602783,1996-11-12
6.754791736602783,1996-11-13
6.723806381225586,1996-11-14
6.754791736602783,1996-11-15
6.785781383514404,1996-11-18
6.754791736602783,1996-11-19
6.8787360191345215,1996-11-20
6.754791736602783,1996-11-21
6.754791736602783,1996-11-22
6.785781383514404,1996-11-25
6.723806381225586,1996-11-26
6.785781383514404,1996-11-27
6.785781383514404,1996-11-29
6.785781383514404,1996-12-02
6.754791736602783,1996-12-03
6.816767692565918,1996-12-04
6.940707683563232,1996-12-05
7.095632553100586,1996-12-06
7.3745012283325195,1996-12-09
7.3745012283325195,1996-12-10
7.467458248138428,1996-12-11
7.591392993927002,1996-12-12
7.529426097869873,1996-12-13
7.3745012283325195,1996-12-16
7.343513488769531,1996-12-17
7.281545162200928,1996-12-18
7.622381687164307,1996-12-19
7.529426097869873,1996-12-20
7.529426097869873,1996-12-23
7.591392993927002,1996-12-24
7.560418128967285,1996-12-26
7.529426097869873,1996-12-27
7.560418128967285,1996-12-30
7.684354305267334,1996-12-31
7.529426097869873,1997-01-02
7.3745012283325195,1997-01-03
7.529426097869873,1997-01-06
7.622381687164307,1997-01-07
7.560418128967285,1997-01-08
7.591392993927002,1997-01-09
7.43647575378418,1997-01-10
7.43647575378418,1997-01-13
7.405484676361084,1997-01-14
7.405484676361084,1997-01-15
7.405484676361084,1997-01-16
7.405484676361084,1997-01-17
7.3745012283325195,1997-01-20
7.43647575378418,1997-01-21
7.405484676361084,1997-01-22
7.43647575378418,1997-01-23
7.281545162200928,1997-01-24
7.126618385314941,1997-01-27
7.188591003417969,1997-01-28
7.188591003417969,1997-01-29
7.281545162200928,1997-01-30
7.250559329986572,1997-01-31
7.3745012283325195,1997-02-03
7.3745012283325195,1997-02-04
7.498508453369141,1997-02-05
7.498508453369141,1997-02-06
7.687551975250244,1997-02-07
7.5930304527282715,1997-02-10
7.656040668487549,1997-02-11
7.6245317459106445,1997-02-12
7.561525821685791,1997-02-13
7.561525821685791,1997-02-14
7.6245317459106445,1997-02-18
7.687551975250244,1997-02-19
7.530014991760254,1997-02-20
7.403993129730225,1997-02-21
7.467000961303711,1997-02-24
7.530014991760254,1997-02-25
7.5930304527282715,1997-02-26
7.5930304527282715,1997-02-27
7.5930304527282715,1997-02-28
7.6245317459106445,1997-03-03
7.5930304527282715,1997-03-04
7.5930304527282715,1997-03-05
8.0341157913208,1997-03-06
8.160137176513672,1997-03-07
8.097134590148926,1997-03-10
8.0341157913208,1997-03-11
7.9395976066589355,1997-03-12
7.845081806182861,1997-03-13
7.971102714538574,1997-03-14
7.971102714538574,1997-03-17
7.9395976066589355,1997-03-18
8.0341157913208,1997-03-19
8.065625190734863,1997-03-20
8.002607345581055,1997-03-21
8.0341157913208,1997-03-24
7.876588821411133,1997-03-25
7.876588821411133,1997-03-26
7.656040668487549,1997-03-27
7.6245317459106445,1997-03-31
7.719050407409668,1997-04-01
7.687551975250244,1997-04-02
7.687551975250244,1997-04-03
7.687551975250244,1997-04-04
7.845081806182861,1997-04-07
7.782064437866211,1997-04-08
7.782064437866211,1997-04-09
7.750558376312256,1997-04-10
7.687551975250244,1997-04-11
7.498508453369141,1997-04-14
7.498508453369141,1997-04-15
7.530014991760254,1997-04-16
7.467000961303711,1997-04-17
7.498508453369141,1997-04-18
7.435497283935547,1997-04-21
7.403993129730225,1997-04-22
7.37248420715332,1997-04-23
7.21495246887207,1997-04-24
7.183445930480957,1997-04-25
7.088926792144775,1997-04-28
7.151942729949951,1997-04-29
7.21495246887207,1997-04-30
7.21495246887207,1997-05-01
7.340976238250732,1997-05-02
7.498508453369141,1997-05-05
7.498508453369141,1997-05-06
7.435497283935547,1997-05-07
7.403993129730225,1997-05-08
7.498508453369141,1997-05-09
7.498508453369141,1997-05-12
7.435497283935547,1997-05-13
7.532945156097412,1997-05-14
7.565000534057617,1997-05-15
7.661163806915283,1997-05-16
7.565000534057617,1997-05-19
7.565000534057617,1997-05-20
7.532945156097412,1997-05-21
7.500889778137207,1997-05-22
7.468833923339844,1997-05-23
7.468833923339844,1997-05-27
7.468833923339844,1997-05-28
7.5970540046691895,1997-05-29
7.757326602935791,1997-05-30
7.821444034576416,1997-06-02
7.85349178314209,1997-06-03
7.78938102722168,1997-06-04
7.821444034576416,1997-06-05
7.85349178314209,1997-06-06
7.78938102722168,1997-06-09
7.78938102722168,1997-06-10
7.821444034576416,1997-06-11
7.85349178314209,1997-06-12
7.949660301208496,1997-06-13
8.013774871826172,1997-06-16
7.821444034576416,1997-06-17
7.917603492736816,1997-06-18
7.85349178314209,1997-06-19
7.85349178314209,1997-06-20
7.949660301208496,1997-06-23
7.8695197105407715,1997-06-24
7.8695197105407715,1997-06-25
7.917603492736816,1997-06-26
7.981716632843018,1997-06-27
8.20610237121582,1997-06-30
7.981716632843018,1997-07-01
7.885548114776611,1997-07-02
7.85349178314209,1997-07-03
7.933628559112549,1997-07-07
7.933628559112549,1997-07-08
7.709245204925537,1997-07-09
7.757326602935791,1997-07-10
7.8695197105407715,1997-07-11
7.917603492736816,1997-07-14
7.933628559112549,1997-07-15
7.949660301208496,1997-07-16
8.013774871826172,1997-07-17
8.09390926361084,1997-07-18
8.12596321105957,1997-07-21
8.174044609069824,1997-07-22
8.270212173461914,1997-07-23
8.318293571472168,1997-07-24
8.398432731628418,1997-07-25
8.174044609069824,1997-07-28
8.109935760498047,1997-07-29
8.270212173461914,1997-07-30
8.20610237121582,1997-07-31
8.254180908203125,1997-08-01
8.318293571472168,1997-08-04
8.158018112182617,1997-08-05
8.240752220153809,1997-08-06
8.273322105407715,1997-08-07
8.191889762878418,1997-08-08
8.126751899719238,1997-08-11
8.012743949890137,1997-08-12
