Date,ASCL
2019-07-11,360.0
2019-07-12,375.6
2019-07-15,378.4
2019-07-16,381.8
2019-07-17,374.2
2019-07-18,376.2
2019-07-19,379.4
2019-07-22,396.2
2019-07-23,390.0
2019-07-24,378.8
2019-07-25,375.6
2019-07-26,390.0
2019-07-29,387.2
2019-07-30,397.6
2019-07-31,398.2
2019-08-01,392.0
2019-08-02,384.0
2019-08-05,373.4
2019-08-06,371.2
2019-08-07,372.0
2019-08-08,369.6
2019-08-09,373.0
2019-08-12,366.4
2019-08-13,363.0
2019-08-14,356.6
2019-08-15,367.6
2019-08-16,373.8
2019-08-19,377.0
2019-08-20,370.4
2019-08-21,374.6
2019-08-22,377.0
2019-08-23,379.0
2019-08-27,387.4
2019-08-28,382.6
2019-08-29,375.8
2019-08-30,378.6
2019-09-02,385.8
2019-09-03,387.8
2019-09-04,395.0
2019-09-05,394.8
2019-09-06,385.8
2019-09-09,380.2
2019-09-10,369.0
2019-09-11,384.6
2019-09-12,377.6
2019-09-13,386.4
2019-09-16,380.2
2019-09-17,381.0
2019-09-18,395.8
2019-09-19,392.0
2019-09-20,392.4
2019-09-23,386.6
2019-09-24,379.2
2019-09-25,376.6
2019-09-26,378.2
2019-09-27,379.0
2019-09-30,379.0
2019-10-01,376.0
2019-10-02,359.2
2019-10-03,354.0
2019-10-04,354.4
2019-10-07,348.0
2019-10-08,348.6
2019-10-09,357.4
2019-10-10,355.8
2019-10-11,365.0
2019-10-14,363.4
2019-10-15,361.2
2019-10-16,356.4
2019-10-17,362.4
2019-10-18,361.2
2019-10-21,357.2
2019-10-22,355.6
2019-10-23,358.6
2019-10-24,363.6
2019-10-25,352.4
2019-10-28,359.2
2019-10-29,350.0
2019-10-30,349.0
2019-10-31,349.2
2019-11-01,352.0
2019-11-04,349.4
2019-11-05,335.0
2019-11-06,332.6
2019-11-07,332.4
2019-11-08,339.4
2019-11-11,338.6
2019-11-12,339.0
2019-11-13,338.4
2019-11-14,338.4
2019-11-15,338.0
2019-11-18,341.6
2019-11-19,343.0
2019-11-20,329.2
2019-11-21,319.8
2019-11-22,325.0
2019-11-25,324.2
2019-11-26,324.2
2019-11-27,322.0
2019-11-28,319.0
2019-11-29,328.0
2019-12-02,328.4
2019-12-03,324.4
2019-12-04,323.4
2019-12-05,330.0
2019-12-06,336.2
2019-12-09,342.0
2019-12-10,342.0
2019-12-11,340.4
2019-12-12,345.8
2019-12-13,360.8
2019-12-16,363.4
2019-12-17,360.8
2019-12-18,368.8
2019-12-19,373.4
2019-12-20,378.2
2019-12-23,387.0
2019-12-24,388.4
2019-12-27,391.0
2019-12-30,391.0
2019-12-31,391.8
2020-01-02,387.8
2020-01-03,389.6
2020-01-06,386.8
2020-01-07,390.0
2020-01-08,402.4
2020-01-09,403.2
2020-01-10,403.8
2020-01-13,409.8
2020-01-14,412.4
2020-01-15,421.2
2020-01-16,410.8
2020-01-17,412.4
2020-01-20,407.6
2020-01-21,408.0
2020-01-22,409.0
2020-01-23,405.0
2020-01-24,403.6
2020-01-27,396.0
2020-01-28,390.8
2020-01-29,367.2
2020-01-30,360.6
2020-01-31,365.2
2020-02-03,366.0
2020-02-04,378.6
2020-02-05,382.6
2020-02-06,388.6
2020-02-07,386.4
2020-02-10,386.0
2020-02-11,390.0
2020-02-12,380.4
2020-02-13,368.2
2020-02-14,373.0
2020-02-17,366.6
2020-02-18,361.4
2020-02-19,367.4
2020-02-20,361.8
2020-02-21,354.0
2020-02-24,367.6
2020-02-25,361.0
2020-02-26,354.8
2020-02-27,347.2
2020-02-28,341.8
2020-03-02,327.8
2020-03-03,330.4
2020-03-04,335.6
2020-03-05,316.2
2020-03-06,297.4
2020-03-09,273.242
2020-03-10,264.2
2020-03-11,272.0
2020-03-12,267.8
2020-03-13,280.0
2020-03-16,265.2
2020-03-17,255.0
2020-03-18,241.0
2020-03-19,224.0
2020-03-20,223.2
2020-03-23,208.4
2020-03-24,219.8
2020-03-25,251.6
2020-03-26,255.2
2020-03-27,242.4
2020-03-30,242.8
2020-03-31,246.8
2020-04-01,236.4
2020-04-02,224.4
2020-04-03,192.6
2020-04-06,176.5
2020-04-07,209.8
2020-04-08,195.6
2020-04-09,210.6
2020-04-14,218.0
2020-04-15,200.4
2020-04-16,208.6
2020-04-17,220.8
2020-04-20,219.0
2020-04-21,219.0
2020-04-22,208.4
2020-04-23,211.0
2020-04-24,209.4
2020-04-27,216.0
2020-04-28,231.2
2020-04-29,261.0
2020-04-30,253.0
2020-05-01,241.6
2020-05-04,235.2
2020-05-05,235.6
2020-05-06,234.2
2020-05-07,242.0
2020-05-11,236.0
2020-05-12,240.4
2020-05-13,237.0
2020-05-14,222.0
2020-05-15,233.2
2020-05-18,253.8
2020-05-19,257.2
2020-05-20,257.2
2020-05-21,271.0
2020-05-22,274.8
2020-05-26,270.0
2020-05-27,288.6
2020-05-28,278.0
2020-05-29,273.6
2020-06-01,279.6
2020-06-02,275.0
2020-06-03,271.6
2020-06-04,297.0
2020-06-05,303.2
2020-06-08,300.0
2020-06-09,297.8
2020-06-10,278.6
2020-06-11,272.0
2020-06-12,279.6
2020-06-15,281.4
2020-06-16,289.6
2020-06-17,301.8
2020-06-18,301.6
2020-06-19,290.6
2020-06-22,297.0
2020-06-23,304.0
2020-06-24,279.8
2020-06-25,282.0
2020-06-26,284.0
2020-06-29,285.4
2020-06-30,289.6
2020-07-01,283.6
2020-07-02,290.0
2020-07-03,282.4
2020-07-06,285.2
2020-07-07,289.8
2020-07-08,288.2
2020-07-09,284.6
2020-07-10,294.2
2020-07-13,303.6
2020-07-14,300.4
2020-07-15,303.4
2020-07-16,309.0
2020-07-17,307.6
2020-07-20,314.4
2020-07-21,324.4
2020-07-22,315.8
2020-07-23,309.8
2020-07-24,298.2
2020-07-27,272.0
2020-07-28,281.2
2020-07-29,276.8
2020-07-30,270.8
2020-07-31,270.0
2020-08-03,278.2
2020-08-04,275.6
2020-08-05,271.8
2020-08-06,283.0
2020-08-07,294.6
2020-08-10,299.0
2020-08-11,300.4
2020-08-12,307.6
2020-08-13,308.4
2020-08-14,300.6
2020-08-17,291.0
2020-08-18,290.0
2020-08-19,298.4
2020-08-20,297.2
2020-08-21,301.0
2020-08-24,307.0
2020-08-25,307.0
2020-08-26,300.2
2020-08-27,310.2
2020-08-28,313.0
2020-09-01,287.6
2020-09-02,293.0
2020-09-03,287.6
2020-09-04,284.6
2020-09-07,302.0
2020-09-08,310.0
2020-09-09,310.0
2020-09-10,310.4
2020-09-11,289.4
2020-09-14,292.4
2020-09-15,293.8
2020-09-16,294.2
2020-09-17,287.8
2020-09-18,293.2
2020-09-21,281.2
2020-09-22,273.0
2020-09-23,269.4
2020-09-24,268.4
2020-09-25,298.2
2020-09-28,297.6
2020-09-29,288.4
2020-09-30,294.4
2020-10-01,299.6
2020-10-02,304.6
2020-10-05,311.8
2020-10-06,316.8
2020-10-07,311.0
2020-10-08,318.0
2020-10-09,325.2
2020-10-12,318.6
2020-10-13,311.2
2020-10-14,304.2
2020-10-15,299.8
2020-10-16,298.0
2020-10-19,298.0
2020-10-20,299.0
2020-10-21,299.6
2020-10-22,308.6
2020-10-23,317.0
2020-10-26,315.8
2020-10-27,295.6
2020-10-28,284.0
2020-10-29,275.0
2020-10-30,276.4
2020-11-02,267.0
2020-11-03,275.0
2020-11-04,275.0
2020-11-05,275.0
2020-11-06,273.0
2020-11-09,341.6
2020-11-10,355.8
2020-11-11,344.4
2020-11-12,345.0
2020-11-13,345.0
2020-11-16,358.0
2020-11-17,351.0
2020-11-18,355.0
2020-11-19,349.6
2020-11-20,352.2
2020-11-23,351.4
2020-11-24,352.0
2020-11-25,345.2
2020-11-26,332.4
2020-11-27,340.6
2020-11-30,336.0
2020-12-01,352.2
2020-12-02,363.2
2020-12-03,380.2
2020-12-04,393.2
2020-12-07,377.2
2020-12-08,364.8
2020-12-09,366.4
2020-12-10,358.8
2020-12-11,362.0
2020-12-14,361.0
2020-12-15,368.2
2020-12-16,375.6
2020-12-17,373.8
2020-12-18,364.8
2020-12-21,362.6
2020-12-22,375.0
2020-12-23,393.2
2020-12-24,394.0
2020-12-29,401.0
2020-12-30,393.0
2020-12-31,384.0
2021-01-04,390.8
2021-01-05,376.6
2021-01-06,386.4
2021-01-07,375.0
2021-01-08,371.4
2021-01-11,360.0
2021-01-12,366.0
2021-01-13,364.6
2021-01-14,368.4
2021-01-15,358.2
2021-01-18,355.8
2021-01-19,354.4
2021-01-20,373.0
2021-01-21,360.0
2021-01-22,357.4
2021-01-25,347.6
2021-01-26,352.0
2021-01-27,337.0
2021-01-28,338.0
2021-01-29,331.6
2021-02-01,332.8
2021-02-02,345.8
2021-02-03,342.4
2021-02-04,351.6
2021-02-05,358.0
2021-02-08,364.2
2021-02-09,365.0
2021-02-10,364.0
2021-02-11,367.2
2021-02-12,368.8
2021-02-15,374.8
2021-02-16,375.8
