PDD,Date
43.09000015258789,2022-04-29
44.65999984741211,2022-05-02
43.90999984741211,2022-05-03
45.349998474121094,2022-05-04
40.279998779296875,2022-05-05
38.189998626708984,2022-05-06
34.95000076293945,2022-05-09
35.560001373291016,2022-05-10
33.84000015258789,2022-05-11
34.22999954223633,2022-05-12
37.720001220703125,2022-05-13
37.84000015258789,2022-05-16
40.15999984741211,2022-05-17
38.59000015258789,2022-05-18
42.04999923706055,2022-05-19
40.900001525878906,2022-05-20
40.45000076293945,2022-05-23
36.959999084472656,2022-05-24
38.310001373291016,2022-05-25
41.93000030517578,2022-05-26
48.29999923706055,2022-05-27
50.349998474121094,2022-05-31
49.0,2022-06-01
52.66999816894531,2022-06-02
50.900001525878906,2022-06-03
53.75,2022-06-06
59.189998626708984,2022-06-07
64.94999694824219,2022-06-08
58.70000076293945,2022-06-09
59.95000076293945,2022-06-10
54.40999984741211,2022-06-13
60.91999816894531,2022-06-14
60.189998626708984,2022-06-15
58.7599983215332,2022-06-16
59.0,2022-06-17
63.04999923706055,2022-06-21
60.36000061035156,2022-06-22
64.2300033569336,2022-06-23
65.95999908447266,2022-06-24
64.73999786376953,2022-06-27
62.959999084472656,2022-06-28
63.06999969482422,2022-06-29
61.79999923706055,2022-06-30
64.81999969482422,2022-07-01
66.62000274658203,2022-07-05
61.689998626708984,2022-07-06
62.22999954223633,2022-07-07
60.79999923706055,2022-07-08
54.70000076293945,2022-07-11
56.209999084472656,2022-07-12
56.349998474121094,2022-07-13
54.70000076293945,2022-07-14
54.709999084472656,2022-07-15
55.119998931884766,2022-07-18
54.95000076293945,2022-07-19
53.43000030517578,2022-07-20
55.79999923706055,2022-07-21
54.380001068115234,2022-07-22
56.209999084472656,2022-07-25
55.15999984741211,2022-07-26
54.9900016784668,2022-07-27
50.90999984741211,2022-07-28
49.0099983215332,2022-07-29
47.689998626708984,2022-08-01
48.97999954223633,2022-08-02
49.650001525878906,2022-08-03
51.2599983215332,2022-08-04
50.25,2022-08-05
47.66999816894531,2022-08-08
47.33000183105469,2022-08-09
47.2599983215332,2022-08-10
49.619998931884766,2022-08-11
48.79999923706055,2022-08-12
51.130001068115234,2022-08-15
49.34000015258789,2022-08-16
47.5099983215332,2022-08-17
46.83000183105469,2022-08-18
45.7599983215332,2022-08-19
47.93000030517578,2022-08-22
50.5099983215332,2022-08-23
53.209999084472656,2022-08-24
59.83000183105469,2022-08-25
57.56999969482422,2022-08-26
66.04000091552734,2022-08-29
66.5,2022-08-30
71.30000305175781,2022-08-31
71.41999816894531,2022-09-01
72.19000244140625,2022-09-02
66.62000274658203,2022-09-06
68.41000366210938,2022-09-07
68.19000244140625,2022-09-08
69.76000213623047,2022-09-09
71.55999755859375,2022-09-12
67.81999969482422,2022-09-13
69.87000274658203,2022-09-14
68.44000244140625,2022-09-15
65.66999816894531,2022-09-16
65.79000091552734,2022-09-19
66.0999984741211,2022-09-20
62.4900016784668,2022-09-21
63.459999084472656,2022-09-22
60.04999923706055,2022-09-23
60.65999984741211,2022-09-26
60.9900016784668,2022-09-27
62.97999954223633,2022-09-28
60.77000045776367,2022-09-29
62.58000183105469,2022-09-30
62.650001525878906,2022-10-03
66.47000122070312,2022-10-04
66.16999816894531,2022-10-05
65.26000213623047,2022-10-06
63.560001373291016,2022-10-07
58.2599983215332,2022-10-10
55.709999084472656,2022-10-11
55.939998626708984,2022-10-12
55.369998931884766,2022-10-13
52.91999816894531,2022-10-14
55.47999954223633,2022-10-17
58.369998931884766,2022-10-18
54.4900016784668,2022-10-19
55.88999938964844,2022-10-20
58.970001220703125,2022-10-21
44.459999084472656,2022-10-24
47.529998779296875,2022-10-25
53.09000015258789,2022-10-26
53.11000061035156,2022-10-27
52.95000076293945,2022-10-28
54.83000183105469,2022-10-31
53.88999938964844,2022-11-01
53.61000061035156,2022-11-02
56.970001220703125,2022-11-03
61.88999938964844,2022-11-04
61.720001220703125,2022-11-07
62.91999816894531,2022-11-08
59.15999984741211,2022-11-09
64.05000305175781,2022-11-10
65.18000030517578,2022-11-11
65.38999938964844,2022-11-14
70.97000122070312,2022-11-15
67.55999755859375,2022-11-16
70.55000305175781,2022-11-17
70.1500015258789,2022-11-18
67.62000274658203,2022-11-21
66.76000213623047,2022-11-22
66.70999908447266,2022-11-23
65.75,2022-11-25
74.05000305175781,2022-11-28
78.43000030517578,2022-11-29
82.04000091552734,2022-11-30
83.73999786376953,2022-12-01
86.33999633789062,2022-12-02
87.80000305175781,2022-12-05
86.91000366210938,2022-12-06
85.81999969482422,2022-12-07
91.11000061035156,2022-12-08
89.70999908447266,2022-12-09
86.06999969482422,2022-12-12
88.73999786376953,2022-12-13
90.01000213623047,2022-12-14
87.1500015258789,2022-12-15
87.02999877929688,2022-12-16
86.94999694824219,2022-12-19
85.6500015258789,2022-12-20
85.93000030517578,2022-12-21
85.48999786376953,2022-12-22
84.02999877929688,2022-12-23
85.19999694824219,2022-12-27
81.41999816894531,2022-12-28
82.41000366210938,2022-12-29
81.55000305175781,2022-12-30
84.52999877929688,2023-01-03
91.05999755859375,2023-01-04
95.43000030517578,2023-01-05
95.95999908447266,2023-01-06
95.5199966430664,2023-01-09
94.08999633789062,2023-01-10
93.0199966430664,2023-01-11
93.45999908447266,2023-01-12
97.0,2023-01-13
94.8499984741211,2023-01-17
89.55000305175781,2023-01-18
90.22000122070312,2023-01-19
92.83999633789062,2023-01-20
95.30000305175781,2023-01-23
96.30999755859375,2023-01-24
96.48999786376953,2023-01-25
104.66000366210938,2023-01-26
104.68000030517578,2023-01-27
97.1500015258789,2023-01-30
97.9800033569336,2023-01-31
102.9800033569336,2023-02-01
99.61000061035156,2023-02-02
95.6500015258789,2023-02-03
93.80999755859375,2023-02-06
94.44999694824219,2023-02-07
92.43000030517578,2023-02-08
93.87999725341797,2023-02-09
92.44999694824219,2023-02-10
96.0999984741211,2023-02-13
95.88999938964844,2023-02-14
94.45999908447266,2023-02-15
96.79000091552734,2023-02-16
93.41999816894531,2023-02-17
84.51000213623047,2023-02-21
83.41999816894531,2023-02-22
86.11000061035156,2023-02-23
83.72000122070312,2023-02-24
86.0,2023-02-27
87.7300033569336,2023-02-28
91.04000091552734,2023-03-01
95.76000213623047,2023-03-02
95.69000244140625,2023-03-03
93.77999877929688,2023-03-06
93.66999816894531,2023-03-07
93.02999877929688,2023-03-08
85.6500015258789,2023-03-09
85.7300033569336,2023-03-10
91.16999816894531,2023-03-13
92.7300033569336,2023-03-14
91.20999908447266,2023-03-15
94.5199966430664,2023-03-16
91.94000244140625,2023-03-17
78.91000366210938,2023-03-20
78.93000030517578,2023-03-21
75.58000183105469,2023-03-22
77.44999694824219,2023-03-23
73.95999908447266,2023-03-24
71.68000030517578,2023-03-27
72.83999633789062,2023-03-28
72.86000061035156,2023-03-29
76.44000244140625,2023-03-30
75.9000015258789,2023-03-31
74.83999633789062,2023-04-03
73.19999694824219,2023-04-04
72.31999969482422,2023-04-05
72.02999877929688,2023-04-06
71.30999755859375,2023-04-10
70.70999908447266,2023-04-11
67.0199966430664,2023-04-12
68.52999877929688,2023-04-13
67.68000030517578,2023-04-14
68.94999694824219,2023-04-17
70.26000213623047,2023-04-18
70.08999633789062,2023-04-19
69.69000244140625,2023-04-20
69.2300033569336,2023-04-21
66.75,2023-04-24
64.58000183105469,2023-04-25
65.1500015258789,2023-04-26
66.12000274658203,2023-04-27
68.1500015258789,2023-04-28
68.58999633789062,2023-05-01
64.19000244140625,2023-05-02
63.52000045776367,2023-05-03
64.13999938964844,2023-05-04
63.060001373291016,2023-05-05
61.959999084472656,2023-05-08
61.40999984741211,2023-05-09
60.880001068115234,2023-05-10
65.16999816894531,2023-05-11
63.31999969482422,2023-05-12
66.06999969482422,2023-05-15
66.01000213623047,2023-05-16
66.44999694824219,2023-05-17
61.599998474121094,2023-05-18
60.529998779296875,2023-05-19
63.040000915527344,2023-05-22
61.93000030517578,2023-05-23
60.939998626708984,2023-05-24
60.02000045776367,2023-05-25
71.41999816894531,2023-05-26
67.62999725341797,2023-05-30
65.31999969482422,2023-05-31
69.08999633789062,2023-06-01
69.54000091552734,2023-06-02
68.05999755859375,2023-06-05
72.80999755859375,2023-06-06
72.5,2023-06-07
74.93000030517578,2023-06-08
76.0999984741211,2023-06-09
76.08999633789062,2023-06-12
77.45999908447266,2023-06-13
78.66999816894531,2023-06-14
80.81999969482422,2023-06-15
79.87000274658203,2023-06-16
74.31999969482422,2023-06-20
73.02999877929688,2023-06-21
72.88999938964844,2023-06-22
69.80000305175781,2023-06-23
69.58000183105469,2023-06-26
71.68000030517578,2023-06-27
70.20999908447266,2023-06-28
68.9000015258789,2023-06-29
69.13999938964844,2023-06-30
71.29000091552734,2023-07-03
71.83999633789062,2023-07-05
67.69000244140625,2023-07-06
70.0,2023-07-07
70.13999938964844,2023-07-10
71.04000091552734,2023-07-11
75.33999633789062,2023-07-12
80.93000030517578,2023-07-13
79.48999786376953,2023-07-14
79.0999984741211,2023-07-17
75.66999816894531,2023-07-18
75.2300033569336,2023-07-19
74.87999725341797,2023-07-20
75.97000122070312,2023-07-21
78.8499984741211,2023-07-24
82.98999786376953,2023-07-25
84.11000061035156,2023-07-26
84.52999877929688,2023-07-27
89.3499984741211,2023-07-28
89.81999969482422,2023-07-31
90.08999633789062,2023-08-01
84.01000213623047,2023-08-02
88.80999755859375,2023-08-03
87.5199966430664,2023-08-04
85.5999984741211,2023-08-07
83.72000122070312,2023-08-08
83.4800033569336,2023-08-09
84.72000122070312,2023-08-10
81.55000305175781,2023-08-11
81.44999694824219,2023-08-14
78.83999633789062,2023-08-15
79.0199966430664,2023-08-16
79.66000366210938,2023-08-17
76.9800033569336,2023-08-18
78.05999755859375,2023-08-21
77.48999786376953,2023-08-22
77.91999816894531,2023-08-23
78.2699966430664,2023-08-24
79.91000366210938,2023-08-25
80.76000213623047,2023-08-28
93.22000122070312,2023-08-29
98.13999938964844,2023-08-30
98.97000122070312,2023-08-31
103.29000091552734,2023-09-01
101.05999755859375,2023-09-05
101.58999633789062,2023-09-06
96.61000061035156,2023-09-07
95.33999633789062,2023-09-08
97.4000015258789,2023-09-11
98.87999725341797,2023-09-12
98.26000213623047,2023-09-13
99.06999969482422,2023-09-14
99.45999908447266,2023-09-15
99.80999755859375,2023-09-18
98.3499984741211,2023-09-19
94.4800033569336,2023-09-20
92.16999816894531,2023-09-21
95.93000030517578,2023-09-22
96.69000244140625,2023-09-25
93.93000030517578,2023-09-26
95.0,2023-09-27
95.61000061035156,2023-09-28
98.06999969482422,2023-09-29
99.66999816894531,2023-10-02
97.9000015258789,2023-10-03
98.16000366210938,2023-10-04
98.36000061035156,2023-10-05
105.63999938964844,2023-10-06
106.95999908447266,2023-10-09
109.55000305175781,2023-10-10
110.06999969482422,2023-10-11
106.9000015258789,2023-10-12
106.0999984741211,2023-10-13
105.31999969482422,2023-10-16
104.8499984741211,2023-10-17
105.33000183105469,2023-10-18
104.06999969482422,2023-10-19
102.77999877929688,2023-10-20
104.19000244140625,2023-10-23
108.33999633789062,2023-10-24
107.48999786376953,2023-10-25
107.58000183105469,2023-10-26
108.27999877929688,2023-10-27
104.26000213623047,2023-10-30
101.41999816894531,2023-10-31
102.93000030517578,2023-11-01
101.30999755859375,2023-11-02
106.41999816894531,2023-11-03
107.12999725341797,2023-11-06
109.37000274658203,2023-11-07
109.6500015258789,2023-11-08
108.33000183105469,2023-11-09
109.04000091552734,2023-11-10
109.2300033569336,2023-11-13
111.0,2023-11-14
114.41999816894531,2023-11-15
113.05000305175781,2023-11-16
115.1500015258789,2023-11-17
118.77999877929688,2023-11-20
117.33999633789062,2023-11-21
117.44000244140625,2023-11-22
118.69999694824219,2023-11-24
117.72000122070312,2023-11-27
139.0,2023-11-28
141.72999572753906,2023-11-29
147.44000244140625,2023-11-30
145.27000427246094,2023-12-01
142.8300018310547,2023-12-04
143.4600067138672,2023-12-05
141.99000549316406,2023-12-06
140.2899932861328,2023-12-07
138.9600067138672,2023-12-08
143.00999450683594,2023-12-11
147.17999267578125,2023-12-12
146.41000366210938,2023-12-13
146.41000366210938,2023-12-14
148.35000610351562,2023-12-15
148.41000366210938,2023-12-18
150.08999633789062,2023-12-19
146.42999267578125,2023-12-20
146.72000122070312,2023-12-21
144.47999572753906,2023-12-22
145.22000122070312,2023-12-26
144.4499969482422,2023-12-27
145.35000610351562,2023-12-28
146.30999755859375,2023-12-29
145.63999938964844,2024-01-02
148.9499969482422,2024-01-03
147.74000549316406,2024-01-04
146.52999877929688,2024-01-05
147.5500030517578,2024-01-08
150.47999572753906,2024-01-09
149.19000244140625,2024-01-10
151.3300018310547,2024-01-11
148.6300048828125,2024-01-12
143.16000366210938,2024-01-16
142.14999389648438,2024-01-17
142.05999755859375,2024-01-18
143.63999938964844,2024-01-19
141.3699951171875,2024-01-22
140.89999389648438,2024-01-23
144.5,2024-01-24
144.42999267578125,2024-01-25
141.77000427246094,2024-01-26
130.14999389648438,2024-01-29
125.27999877929688,2024-01-30
126.87000274658203,2024-01-31
126.58999633789062,2024-02-01
124.58999633789062,2024-02-02
121.13999938964844,2024-02-05
125.77999877929688,2024-02-06
128.77999877929688,2024-02-07
126.66000366210938,2024-02-08
127.4800033569336,2024-02-09
131.57000732421875,2024-02-12
129.0399932861328,2024-02-13
132.00999450683594,2024-02-14
135.32000732421875,2024-02-15
135.25999450683594,2024-02-16
131.3000030517578,2024-02-20
129.75999450683594,2024-02-21
131.6300048828125,2024-02-22
127.69000244140625,2024-02-23
126.4800033569336,2024-02-26
128.3300018310547,2024-02-27
125.01000213623047,2024-02-28
124.54000091552734,2024-02-29
126.8499984741211,2024-03-01
122.12000274658203,2024-03-04
121.33000183105469,2024-03-05
116.63999938964844,2024-03-06
117.13999938964844,2024-03-07
110.33999633789062,2024-03-08
111.88999938964844,2024-03-11
118.16000366210938,2024-03-12
122.36000061035156,2024-03-13
123.19999694824219,2024-03-14
123.73999786376953,2024-03-15
128.7100067138672,2024-03-18
127.68000030517578,2024-03-19
132.1699981689453,2024-03-20
122.30000305175781,2024-03-21
122.98999786376953,2024-03-22
119.87000274658203,2024-03-25
120.0999984741211,2024-03-26
116.66000366210938,2024-03-27
116.25,2024-03-28
119.16000366210938,2024-04-01
118.23999786376953,2024-04-02
119.5199966430664,2024-04-03
117.47000122070312,2024-04-04
117.87000274658203,2024-04-05
117.62000274658203,2024-04-08
121.0999984741211,2024-04-09
