FLEX,Date
16.790000915527344,2017-03-14
16.8799991607666,2017-03-15
16.860000610351562,2017-03-16
16.799999237060547,2017-03-17
16.709999084472656,2017-03-20
16.3700008392334,2017-03-21
16.610000610351562,2017-03-22
16.639999389648438,2017-03-23
16.6299991607666,2017-03-24
16.6200008392334,2017-03-27
16.6200008392334,2017-03-28
16.559999465942383,2017-03-29
16.790000915527344,2017-03-30
16.799999237060547,2017-03-31
16.68000030517578,2017-04-03
16.700000762939453,2017-04-04
16.40999984741211,2017-04-05
16.450000762939453,2017-04-06
16.350000381469727,2017-04-07
16.219999313354492,2017-04-10
16.170000076293945,2017-04-11
15.979999542236328,2017-04-12
15.930000305175781,2017-04-13
16.0,2017-04-17
15.960000038146973,2017-04-18
16.0,2017-04-19
15.970000267028809,2017-04-20
15.970000267028809,2017-04-21
16.100000381469727,2017-04-24
16.260000228881836,2017-04-25
16.06999969482422,2017-04-26
16.020000457763672,2017-04-27
15.460000038146973,2017-04-28
15.479999542236328,2017-05-01
15.5,2017-05-02
15.329999923706055,2017-05-03
15.149999618530273,2017-05-04
15.15999984741211,2017-05-05
15.289999961853027,2017-05-08
15.34000015258789,2017-05-09
15.430000305175781,2017-05-10
16.260000228881836,2017-05-11
16.030000686645508,2017-05-12
16.280000686645508,2017-05-15
16.709999084472656,2017-05-16
16.219999313354492,2017-05-17
16.100000381469727,2017-05-18
16.510000228881836,2017-05-19
16.829999923706055,2017-05-22
16.729999542236328,2017-05-23
16.979999542236328,2017-05-24
17.1299991607666,2017-05-25
16.959999084472656,2017-05-26
17.25,2017-05-30
17.260000228881836,2017-05-31
17.610000610351562,2017-06-01
17.6200008392334,2017-06-02
17.440000534057617,2017-06-05
17.399999618530273,2017-06-06
17.260000228881836,2017-06-07
17.350000381469727,2017-06-08
17.329999923706055,2017-06-09
16.719999313354492,2017-06-12
16.709999084472656,2017-06-13
16.670000076293945,2017-06-14
16.639999389648438,2017-06-15
16.5,2017-06-16
16.84000015258789,2017-06-19
16.709999084472656,2017-06-20
16.93000030517578,2017-06-21
16.8700008392334,2017-06-22
17.059999465942383,2017-06-23
16.969999313354492,2017-06-26
16.459999084472656,2017-06-27
16.639999389648438,2017-06-28
16.34000015258789,2017-06-29
16.309999465942383,2017-06-30
16.239999771118164,2017-07-03
16.18000030517578,2017-07-05
16.09000015258789,2017-07-06
16.290000915527344,2017-07-07
16.43000030517578,2017-07-10
16.530000686645508,2017-07-11
16.6299991607666,2017-07-12
16.559999465942383,2017-07-13
16.809999465942383,2017-07-14
16.81999969482422,2017-07-17
16.780000686645508,2017-07-18
16.940000534057617,2017-07-19
16.809999465942383,2017-07-20
16.739999771118164,2017-07-21
17.079999923706055,2017-07-24
17.049999237060547,2017-07-25
16.979999542236328,2017-07-26
17.09000015258789,2017-07-27
16.290000915527344,2017-07-28
15.989999771118164,2017-07-31
16.290000915527344,2017-08-01
16.15999984741211,2017-08-02
15.949999809265137,2017-08-03
16.030000686645508,2017-08-04
16.139999389648438,2017-08-07
15.989999771118164,2017-08-08
15.960000038146973,2017-08-09
15.75,2017-08-10
15.6899995803833,2017-08-11
15.84000015258789,2017-08-14
15.8100004196167,2017-08-15
16.079999923706055,2017-08-16
15.8100004196167,2017-08-17
15.520000457763672,2017-08-18
15.529999732971191,2017-08-21
15.710000038146973,2017-08-22
15.630000114440918,2017-08-23
15.850000381469727,2017-08-24
15.720000267028809,2017-08-25
15.869999885559082,2017-08-28
15.970000267028809,2017-08-29
16.25,2017-08-30
16.270000457763672,2017-08-31
16.540000915527344,2017-09-01
16.399999618530273,2017-09-05
16.239999771118164,2017-09-06
16.190000534057617,2017-09-07
16.290000915527344,2017-09-08
16.65999984741211,2017-09-11
16.850000381469727,2017-09-12
16.600000381469727,2017-09-13
16.579999923706055,2017-09-14
16.690000534057617,2017-09-15
16.739999771118164,2017-09-18
16.8700008392334,2017-09-19
16.75,2017-09-20
16.75,2017-09-21
16.65999984741211,2017-09-22
16.579999923706055,2017-09-25
16.75,2017-09-26
16.700000762939453,2017-09-27
16.729999542236328,2017-09-28
16.56999969482422,2017-09-29
16.75,2017-10-02
16.790000915527344,2017-10-03
16.899999618530273,2017-10-04
16.90999984741211,2017-10-05
17.079999923706055,2017-10-06
17.0,2017-10-09
17.15999984741211,2017-10-10
17.309999465942383,2017-10-11
17.3799991607666,2017-10-12
17.520000457763672,2017-10-13
17.610000610351562,2017-10-16
17.600000381469727,2017-10-17
17.65999984741211,2017-10-18
17.709999084472656,2017-10-19
17.780000686645508,2017-10-20
17.790000915527344,2017-10-23
17.780000686645508,2017-10-24
17.6299991607666,2017-10-25
17.350000381469727,2017-10-26
17.989999771118164,2017-10-27
17.8700008392334,2017-10-30
17.799999237060547,2017-10-31
18.030000686645508,2017-11-01
18.0,2017-11-02
18.270000457763672,2017-11-03
18.440000534057617,2017-11-06
18.229999542236328,2017-11-07
18.360000610351562,2017-11-08
18.309999465942383,2017-11-09
18.3700008392334,2017-11-10
18.270000457763672,2017-11-13
18.239999771118164,2017-11-14
18.239999771118164,2017-11-15
18.420000076293945,2017-11-16
18.56999969482422,2017-11-17
18.719999313354492,2017-11-20
18.969999313354492,2017-11-21
18.790000915527344,2017-11-22
19.09000015258789,2017-11-24
18.649999618530273,2017-11-27
18.649999618530273,2017-11-28
18.110000610351562,2017-11-29
18.06999969482422,2017-11-30
18.010000228881836,2017-12-01
18.040000915527344,2017-12-04
18.079999923706055,2017-12-05
17.709999084472656,2017-12-06
17.75,2017-12-07
17.84000015258789,2017-12-08
18.06999969482422,2017-12-11
18.149999618530273,2017-12-12
17.8700008392334,2017-12-13
17.829999923706055,2017-12-14
17.979999542236328,2017-12-15
17.969999313354492,2017-12-18
18.5,2017-12-19
18.479999542236328,2017-12-20
18.18000030517578,2017-12-21
17.969999313354492,2017-12-22
17.700000762939453,2017-12-26
17.809999465942383,2017-12-27
18.079999923706055,2017-12-28
17.989999771118164,2017-12-29
18.229999542236328,2018-01-02
18.40999984741211,2018-01-03
18.520000457763672,2018-01-04
18.540000915527344,2018-01-05
18.600000381469727,2018-01-08
18.690000534057617,2018-01-09
18.639999389648438,2018-01-10
18.760000228881836,2018-01-11
19.139999389648438,2018-01-12
19.020000457763672,2018-01-16
19.440000534057617,2018-01-17
19.610000610351562,2018-01-18
19.610000610351562,2018-01-19
19.440000534057617,2018-01-22
19.100000381469727,2018-01-23
18.950000762939453,2018-01-24
18.809999465942383,2018-01-25
19.350000381469727,2018-01-26
18.860000610351562,2018-01-29
18.25,2018-01-30
18.010000228881836,2018-01-31
18.149999618530273,2018-02-01
17.780000686645508,2018-02-02
17.010000228881836,2018-02-05
17.309999465942383,2018-02-06
17.350000381469727,2018-02-07
16.690000534057617,2018-02-08
16.729999542236328,2018-02-09
17.020000457763672,2018-02-12
16.920000076293945,2018-02-13
17.079999923706055,2018-02-14
17.81999969482422,2018-02-15
17.84000015258789,2018-02-16
17.90999984741211,2018-02-20
17.790000915527344,2018-02-21
17.65999984741211,2018-02-22
17.959999084472656,2018-02-23
18.209999084472656,2018-02-26
18.020000457763672,2018-02-27
18.100000381469727,2018-02-28
17.889999389648438,2018-03-01
18.260000228881836,2018-03-02
18.1200008392334,2018-03-05
18.299999237060547,2018-03-06
18.549999237060547,2018-03-07
18.6299991607666,2018-03-08
18.93000030517578,2018-03-09
18.920000076293945,2018-03-12
18.799999237060547,2018-03-13
18.389999389648438,2018-03-14
18.18000030517578,2018-03-15
18.329999923706055,2018-03-16
17.8700008392334,2018-03-19
17.829999923706055,2018-03-20
17.940000534057617,2018-03-21
17.399999618530273,2018-03-22
16.65999984741211,2018-03-23
16.979999542236328,2018-03-26
16.65999984741211,2018-03-27
16.309999465942383,2018-03-28
16.329999923706055,2018-03-29
15.989999771118164,2018-04-02
16.40999984741211,2018-04-03
16.420000076293945,2018-04-04
16.389999389648438,2018-04-05
15.989999771118164,2018-04-06
16.040000915527344,2018-04-09
16.450000762939453,2018-04-10
16.459999084472656,2018-04-11
16.739999771118164,2018-04-12
16.8700008392334,2018-04-13
17.030000686645508,2018-04-16
17.229999542236328,2018-04-17
17.459999084472656,2018-04-18
17.170000076293945,2018-04-19
17.219999313354492,2018-04-20
17.030000686645508,2018-04-23
16.760000228881836,2018-04-24
16.59000015258789,2018-04-25
16.639999389648438,2018-04-26
13.029999732971191,2018-04-27
13.0,2018-04-30
13.6899995803833,2018-05-01
13.699999809265137,2018-05-02
13.989999771118164,2018-05-03
14.109999656677246,2018-05-04
14.079999923706055,2018-05-07
14.270000457763672,2018-05-08
14.34000015258789,2018-05-09
14.550000190734863,2018-05-10
14.800000190734863,2018-05-11
14.6899995803833,2018-05-14
14.369999885559082,2018-05-15
14.470000267028809,2018-05-16
14.40999984741211,2018-05-17
14.350000381469727,2018-05-18
14.359999656677246,2018-05-21
14.289999961853027,2018-05-22
14.050000190734863,2018-05-23
13.920000076293945,2018-05-24
13.989999771118164,2018-05-25
14.109999656677246,2018-05-29
14.109999656677246,2018-05-30
13.890000343322754,2018-05-31
13.949999809265137,2018-06-01
13.880000114440918,2018-06-04
14.199999809265137,2018-06-05
14.229999542236328,2018-06-06
14.149999618530273,2018-06-07
14.069999694824219,2018-06-08
14.170000076293945,2018-06-11
14.0600004196167,2018-06-12
14.109999656677246,2018-06-13
14.010000228881836,2018-06-14
14.369999885559082,2018-06-15
14.350000381469727,2018-06-18
14.199999809265137,2018-06-19
14.319999694824219,2018-06-20
14.5,2018-06-21
14.529999732971191,2018-06-22
14.010000228881836,2018-06-25
14.3100004196167,2018-06-26
14.149999618530273,2018-06-27
13.9399995803833,2018-06-28
14.109999656677246,2018-06-29
13.930000305175781,2018-07-02
13.789999961853027,2018-07-03
14.210000038146973,2018-07-05
14.319999694824219,2018-07-06
14.680000305175781,2018-07-09
14.670000076293945,2018-07-10
14.34000015258789,2018-07-11
14.6899995803833,2018-07-12
14.8100004196167,2018-07-13
14.800000190734863,2018-07-16
15.010000228881836,2018-07-17
15.109999656677246,2018-07-18
15.25,2018-07-19
15.100000381469727,2018-07-20
15.180000305175781,2018-07-23
14.970000267028809,2018-07-24
14.989999771118164,2018-07-25
14.930000305175781,2018-07-26
14.09000015258789,2018-07-27
13.979999542236328,2018-07-30
13.960000038146973,2018-07-31
14.010000228881836,2018-08-01
13.90999984741211,2018-08-02
14.069999694824219,2018-08-03
14.140000343322754,2018-08-06
14.180000305175781,2018-08-07
14.170000076293945,2018-08-08
13.920000076293945,2018-08-09
13.729999542236328,2018-08-10
13.600000381469727,2018-08-13
13.59000015258789,2018-08-14
13.369999885559082,2018-08-15
13.34000015258789,2018-08-16
13.569999694824219,2018-08-17
13.630000114440918,2018-08-20
13.800000190734863,2018-08-21
14.069999694824219,2018-08-22
13.850000381469727,2018-08-23
13.899999618530273,2018-08-24
13.930000305175781,2018-08-27
13.899999618530273,2018-08-28
13.899999618530273,2018-08-29
13.760000228881836,2018-08-30
13.789999961853027,2018-08-31
13.779999732971191,2018-09-04
13.600000381469727,2018-09-05
13.229999542236328,2018-09-06
13.130000114440918,2018-09-07
13.020000457763672,2018-09-10
12.960000038146973,2018-09-11
13.1899995803833,2018-09-12
12.9399995803833,2018-09-13
12.899999618530273,2018-09-14
12.979999542236328,2018-09-17
13.020000457763672,2018-09-18
13.329999923706055,2018-09-19
13.380000114440918,2018-09-20
13.350000381469727,2018-09-21
13.3100004196167,2018-09-24
13.0600004196167,2018-09-25
12.960000038146973,2018-09-26
12.920000076293945,2018-09-27
13.119999885559082,2018-09-28
12.90999984741211,2018-10-01
12.90999984741211,2018-10-02
12.84000015258789,2018-10-03
12.640000343322754,2018-10-04
12.420000076293945,2018-10-05
12.229999542236328,2018-10-08
12.170000076293945,2018-10-09
11.8100004196167,2018-10-10
11.789999961853027,2018-10-11
11.979999542236328,2018-10-12
11.949999809265137,2018-10-15
12.40999984741211,2018-10-16
12.329999923706055,2018-10-17
11.970000267028809,2018-10-18
11.869999885559082,2018-10-19
11.739999771118164,2018-10-22
11.59000015258789,2018-10-23
10.899999618530273,2018-10-24
10.90999984741211,2018-10-25
7.090000152587891,2018-10-26
6.940000057220459,2018-10-29
7.699999809265137,2018-10-30
7.860000133514404,2018-10-31
8.59000015258789,2018-11-01
8.680000305175781,2018-11-02
8.579999923706055,2018-11-05
8.5600004196167,2018-11-06
8.720000267028809,2018-11-07
8.569999694824219,2018-11-08
8.220000267028809,2018-11-09
7.929999828338623,2018-11-12
7.809999942779541,2018-11-13
7.960000038146973,2018-11-14
8.180000305175781,2018-11-15
8.25,2018-11-16
8.0600004196167,2018-11-19
8.050000190734863,2018-11-20
8.130000114440918,2018-11-21
8.25,2018-11-23
8.399999618530273,2018-11-26
8.5,2018-11-27
8.630000114440918,2018-11-28
8.550000190734863,2018-11-29
8.75,2018-11-30
8.869999885559082,2018-12-03
8.420000076293945,2018-12-04
8.470000267028809,2018-12-06
8.40999984741211,2018-12-07
8.210000038146973,2018-12-10
8.069999694824219,2018-12-11
8.180000305175781,2018-12-12
7.860000133514404,2018-12-13
7.730000019073486,2018-12-14
7.630000114440918,2018-12-17
7.610000133514404,2018-12-18
7.46999979019165,2018-12-19
7.489999771118164,2018-12-20
7.440000057220459,2018-12-21
7.309999942779541,2018-12-24
7.579999923706055,2018-12-26
7.679999828338623,2018-12-27
7.619999885559082,2018-12-28
7.610000133514404,2018-12-31
7.889999866485596,2019-01-02
7.519999980926514,2019-01-03
7.809999942779541,2019-01-04
7.940000057220459,2019-01-07
7.789999961853027,2019-01-08
8.020000457763672,2019-01-09
7.980000019073486,2019-01-10
8.039999961853027,2019-01-11
7.960000038146973,2019-01-14
7.929999828338623,2019-01-15
7.929999828338623,2019-01-16
7.960000038146973,2019-01-17
8.140000343322754,2019-01-18
8.170000076293945,2019-01-22
8.140000343322754,2019-01-23
8.539999961853027,2019-01-24
8.779999732971191,2019-01-25
8.720000267028809,2019-01-28
8.869999885559082,2019-01-29
9.229999542236328,2019-01-30
9.619999885559082,2019-01-31
9.399999618530273,2019-02-01
9.420000076293945,2019-02-04
9.460000038146973,2019-02-05
9.729999542236328,2019-02-06
9.670000076293945,2019-02-07
9.630000114440918,2019-02-08
10.09000015258789,2019-02-11
10.210000038146973,2019-02-12
10.239999771118164,2019-02-13
10.229999542236328,2019-02-14
10.25,2019-02-15
10.399999618530273,2019-02-19
10.399999618530273,2019-02-20
10.399999618530273,2019-02-21
10.609999656677246,2019-02-22
10.65999984741211,2019-02-25
10.65999984741211,2019-02-26
10.550000190734863,2019-02-27
10.539999961853027,2019-02-28
10.420000076293945,2019-03-01
10.420000076293945,2019-03-04
10.300000190734863,2019-03-05
10.270000457763672,2019-03-06
10.039999961853027,2019-03-07
9.920000076293945,2019-03-08
10.140000343322754,2019-03-11
10.050000190734863,2019-03-12
10.140000343322754,2019-03-13
9.979999542236328,2019-03-14
10.3100004196167,2019-03-15
10.329999923706055,2019-03-18
10.479999542236328,2019-03-19
10.380000114440918,2019-03-20
10.59000015258789,2019-03-21
10.1899995803833,2019-03-22
9.979999542236328,2019-03-25
9.989999771118164,2019-03-26
9.899999618530273,2019-03-27
9.789999961853027,2019-03-28
10.0,2019-03-29
10.34000015258789,2019-04-01
10.40999984741211,2019-04-02
10.510000228881836,2019-04-03
10.84000015258789,2019-04-04
10.930000305175781,2019-04-05
10.8100004196167,2019-04-08
10.880000114440918,2019-04-09
11.079999923706055,2019-04-10
11.1899995803833,2019-04-11
11.380000114440918,2019-04-12
11.260000228881836,2019-04-15
11.470000267028809,2019-04-16
11.210000038146973,2019-04-17
11.210000038146973,2019-04-18
11.100000381469727,2019-04-22
11.359999656677246,2019-04-23
11.300000190734863,2019-04-24
10.779999732971191,2019-04-25
10.760000228881836,2019-04-26
10.800000190734863,2019-04-29
11.039999961853027,2019-04-30
11.430000305175781,2019-05-01
11.3100004196167,2019-05-02
11.3100004196167,2019-05-03
11.25,2019-05-06
10.960000038146973,2019-05-07
10.609999656677246,2019-05-08
10.399999618530273,2019-05-09
10.470000267028809,2019-05-10
9.979999542236328,2019-05-13
10.399999618530273,2019-05-14
10.609999656677246,2019-05-15
10.520000457763672,2019-05-16
10.3100004196167,2019-05-17
9.859999656677246,2019-05-20
9.960000038146973,2019-05-21
9.720000267028809,2019-05-22
9.470000267028809,2019-05-23
9.270000457763672,2019-05-24
9.229999542236328,2019-05-28
9.25,2019-05-29
9.279999732971191,2019-05-30
8.9399995803833,2019-05-31
9.050000190734863,2019-06-03
9.550000190734863,2019-06-04
9.350000381469727,2019-06-05
9.630000114440918,2019-06-06
9.510000228881836,2019-06-07
9.649999618530273,2019-06-10
9.600000381469727,2019-06-11
9.40999984741211,2019-06-12
9.420000076293945,2019-06-13
9.039999961853027,2019-06-14
8.890000343322754,2019-06-17
9.119999885559082,2019-06-18
9.34000015258789,2019-06-19
9.550000190734863,2019-06-20
9.430000305175781,2019-06-21
9.40999984741211,2019-06-24
9.3100004196167,2019-06-25
9.489999771118164,2019-06-26
9.4399995803833,2019-06-27
9.569999694824219,2019-06-28
9.770000457763672,2019-07-01
9.5600004196167,2019-07-02
9.779999732971191,2019-07-03
9.800000190734863,2019-07-05
9.710000038146973,2019-07-08
9.720000267028809,2019-07-09
9.710000038146973,2019-07-10
9.579999923706055,2019-07-11
9.899999618530273,2019-07-12
9.75,2019-07-15
9.649999618530273,2019-07-16
9.739999771118164,2019-07-17
9.850000381469727,2019-07-18
9.779999732971191,2019-07-19
9.979999542236328,2019-07-22
10.100000381469727,2019-07-23
10.3100004196167,2019-07-24
9.9399995803833,2019-07-25
11.260000228881836,2019-07-26
11.289999961853027,2019-07-29
11.460000038146973,2019-07-30
11.149999618530273,2019-07-31
10.9399995803833,2019-08-01
10.739999771118164,2019-08-02
10.319999694824219,2019-08-05
10.40999984741211,2019-08-06
10.470000267028809,2019-08-07
10.529999732971191,2019-08-08
10.390000343322754,2019-08-09
10.199999809265137,2019-08-12
10.420000076293945,2019-08-13
9.90999984741211,2019-08-14
9.680000305175781,2019-08-15
9.989999771118164,2019-08-16
10.020000457763672,2019-08-19
9.9399995803833,2019-08-20
9.989999771118164,2019-08-21
10.260000228881836,2019-08-22
9.710000038146973,2019-08-23
9.489999771118164,2019-08-26
9.109999656677246,2019-08-27
9.260000228881836,2019-08-28
9.579999923706055,2019-08-29
9.630000114440918,2019-08-30
9.510000228881836,2019-09-03
9.8100004196167,2019-09-04
10.380000114440918,2019-09-05
10.229999542236328,2019-09-06
10.550000190734863,2019-09-09
10.84000015258789,2019-09-10
10.789999961853027,2019-09-11
10.920000076293945,2019-09-12
10.859999656677246,2019-09-13
10.800000190734863,2019-09-16
10.729999542236328,2019-09-17
10.699999809265137,2019-09-18
10.670000076293945,2019-09-19
10.479999542236328,2019-09-20
10.520000457763672,2019-09-23
10.229999542236328,2019-09-24
10.520000457763672,2019-09-25
10.5,2019-09-26
10.380000114440918,2019-09-27
10.470000267028809,2019-09-30
10.34000015258789,2019-10-01
10.079999923706055,2019-10-02
9.880000114440918,2019-10-03
9.949999809265137,2019-10-04
9.960000038146973,2019-10-07
9.350000381469727,2019-10-08
9.539999961853027,2019-10-09
9.609999656677246,2019-10-10
9.819999694824219,2019-10-11
9.789999961853027,2019-10-14
10.020000457763672,2019-10-15
10.170000076293945,2019-10-16
10.119999885559082,2019-10-17
9.970000267028809,2019-10-18
10.430000305175781,2019-10-21
10.460000038146973,2019-10-22
10.25,2019-10-23
10.390000343322754,2019-10-24
11.609999656677246,2019-10-25
11.729999542236328,2019-10-28
11.819999694824219,2019-10-29
11.90999984741211,2019-10-30
11.75,2019-10-31
12.25,2019-11-01
12.15999984741211,2019-11-04
11.789999961853027,2019-11-05
11.710000038146973,2019-11-06
11.829999923706055,2019-11-07
11.84000015258789,2019-11-08
11.829999923706055,2019-11-11
11.9399995803833,2019-11-12
12.34000015258789,2019-11-13
11.9399995803833,2019-11-14
12.180000305175781,2019-11-15
11.979999542236328,2019-11-18
11.9399995803833,2019-11-19
11.819999694824219,2019-11-20
11.710000038146973,2019-11-21
11.779999732971191,2019-11-22
12.039999961853027,2019-11-25
11.9399995803833,2019-11-26
12.109999656677246,2019-11-27
11.869999885559082,2019-11-29
11.649999618530273,2019-12-02
11.359999656677246,2019-12-03
11.4399995803833,2019-12-04
10.989999771118164,2019-12-05
11.449999809265137,2019-12-06
11.180000305175781,2019-12-09
11.239999771118164,2019-12-10
11.539999961853027,2019-12-11
12.010000228881836,2019-12-12
12.0,2019-12-13
12.4399995803833,2019-12-16
12.649999618530273,2019-12-17
12.710000038146973,2019-12-18
12.800000190734863,2019-12-19
12.630000114440918,2019-12-20
12.75,2019-12-23
12.779999732971191,2019-12-24
12.84000015258789,2019-12-26
12.680000305175781,2019-12-27
12.619999885559082,2019-12-30
12.619999885559082,2019-12-31
12.779999732971191,2020-01-02
12.550000190734863,2020-01-03
12.319999694824219,2020-01-06
12.529999732971191,2020-01-07
12.65999984741211,2020-01-08
12.640000343322754,2020-01-09
12.649999618530273,2020-01-10
13.1899995803833,2020-01-13
13.369999885559082,2020-01-14
13.40999984741211,2020-01-15
13.40999984741211,2020-01-16
13.550000190734863,2020-01-17
13.449999809265137,2020-01-21
13.319999694824219,2020-01-22
13.529999732971191,2020-01-23
13.470000267028809,2020-01-24
12.829999923706055,2020-01-27
13.079999923706055,2020-01-28
13.09000015258789,2020-01-29
12.9399995803833,2020-01-30
13.149999618530273,2020-01-31
12.84000015258789,2020-02-03
13.3100004196167,2020-02-04
13.539999961853027,2020-02-05
13.5600004196167,2020-02-06
13.210000038146973,2020-02-07
13.010000228881836,2020-02-10
13.40999984741211,2020-02-11
13.710000038146973,2020-02-12
13.640000343322754,2020-02-13
13.579999923706055,2020-02-14
13.210000038146973,2020-02-18
13.34000015258789,2020-02-19
13.819999694824219,2020-02-20
13.239999771118164,2020-02-21
12.739999771118164,2020-02-24
12.34000015258789,2020-02-25
11.970000267028809,2020-02-26
11.390000343322754,2020-02-27
11.109999656677246,2020-02-28
11.720000267028809,2020-03-02
11.369999885559082,2020-03-03
11.630000114440918,2020-03-04
11.0,2020-03-05
10.6899995803833,2020-03-06
9.40999984741211,2020-03-09
10.199999809265137,2020-03-10
9.380000114440918,2020-03-11
8.0600004196167,2020-03-12
8.149999618530273,2020-03-13
6.559999942779541,2020-03-16
6.579999923706055,2020-03-17
5.880000114440918,2020-03-18
7.25,2020-03-19
6.659999847412109,2020-03-20
6.670000076293945,2020-03-23
7.659999847412109,2020-03-24
8.40999984741211,2020-03-25
8.869999885559082,2020-03-26
8.050000190734863,2020-03-27
8.399999618530273,2020-03-30
8.380000114440918,2020-03-31
7.860000133514404,2020-04-01
7.929999828338623,2020-04-02
7.519999980926514,2020-04-03
8.789999961853027,2020-04-06
8.649999618530273,2020-04-07
8.859999656677246,2020-04-08
8.8100004196167,2020-04-09
8.640000343322754,2020-04-13
8.510000228881836,2020-04-14
8.010000228881836,2020-04-15
7.940000057220459,2020-04-16
8.15999984741211,2020-04-17
7.789999961853027,2020-04-20
7.489999771118164,2020-04-21
7.71999979019165,2020-04-22
7.929999828338623,2020-04-23
8.100000381469727,2020-04-24
8.8100004196167,2020-04-27
9.109999656677246,2020-04-28
9.819999694824219,2020-04-29
9.760000228881836,2020-04-30
9.0,2020-05-01
8.880000114440918,2020-05-04
8.90999984741211,2020-05-05
8.850000381469727,2020-05-06
9.300000190734863,2020-05-07
10.010000228881836,2020-05-08
9.880000114440918,2020-05-11
9.710000038146973,2020-05-12
9.199999809265137,2020-05-13
9.289999961853027,2020-05-14
9.289999961853027,2020-05-15
10.229999542236328,2020-05-18
9.970000267028809,2020-05-19
10.210000038146973,2020-05-20
9.819999694824219,2020-05-21
9.609999656677246,2020-05-22
9.989999771118164,2020-05-26
10.140000343322754,2020-05-27
9.930000305175781,2020-05-28
9.710000038146973,2020-05-29
10.220000267028809,2020-06-01
10.4399995803833,2020-06-02
10.859999656677246,2020-06-03
11.039999961853027,2020-06-04
11.729999542236328,2020-06-05
11.829999923706055,2020-06-08
11.890000343322754,2020-06-09
11.069999694824219,2020-06-10
10.109999656677246,2020-06-11
10.399999618530273,2020-06-12
10.380000114440918,2020-06-15
10.600000381469727,2020-06-16
10.550000190734863,2020-06-17
10.520000457763672,2020-06-18
10.569999694824219,2020-06-19
10.4399995803833,2020-06-22
10.649999618530273,2020-06-23
10.270000457763672,2020-06-24
10.289999961853027,2020-06-25
9.930000305175781,2020-06-26
10.229999542236328,2020-06-29
10.25,2020-06-30
10.029999732971191,2020-07-01
9.949999809265137,2020-07-02
10.199999809265137,2020-07-06
9.890000343322754,2020-07-07
9.880000114440918,2020-07-08
9.819999694824219,2020-07-09
9.890000343322754,2020-07-10
10.010000228881836,2020-07-13
10.220000267028809,2020-07-14
10.90999984741211,2020-07-15
10.869999885559082,2020-07-16
10.979999542236328,2020-07-17
10.850000381469727,2020-07-20
10.770000457763672,2020-07-21
10.829999923706055,2020-07-22
10.989999771118164,2020-07-23
10.649999618530273,2020-07-24
11.050000190734863,2020-07-27
10.770000457763672,2020-07-28
11.0600004196167,2020-07-29
11.649999618530273,2020-07-30
11.489999771118164,2020-07-31
11.470000267028809,2020-08-03
11.380000114440918,2020-08-04
11.920000076293945,2020-08-05
11.760000228881836,2020-08-06
11.65999984741211,2020-08-07
11.460000038146973,2020-08-10
11.579999923706055,2020-08-11
11.600000381469727,2020-08-12
11.449999809265137,2020-08-13
11.270000457763672,2020-08-14
11.239999771118164,2020-08-17
10.920000076293945,2020-08-18
10.90999984741211,2020-08-19
10.59000015258789,2020-08-20
10.619999885559082,2020-08-21
10.699999809265137,2020-08-24
10.5600004196167,2020-08-25
10.699999809265137,2020-08-26
10.550000190734863,2020-08-27
10.859999656677246,2020-08-28
10.859999656677246,2020-08-31
10.859999656677246,2020-09-01
11.369999885559082,2020-09-02
10.970000267028809,2020-09-03
10.680000305175781,2020-09-04
10.020000457763672,2020-09-08
10.420000076293945,2020-09-09
10.210000038146973,2020-09-10
10.199999809265137,2020-09-11
10.699999809265137,2020-09-14
11.0600004196167,2020-09-15
11.149999618530273,2020-09-16
11.149999618530273,2020-09-17
11.180000305175781,2020-09-18
10.600000381469727,2020-09-21
10.75,2020-09-22
10.40999984741211,2020-09-23
10.729999542236328,2020-09-24
10.529999732971191,2020-09-25
10.930000305175781,2020-09-28
10.890000343322754,2020-09-29
11.140000343322754,2020-09-30
11.380000114440918,2020-10-01
11.170000076293945,2020-10-02
11.609999656677246,2020-10-05
11.789999961853027,2020-10-06
12.0,2020-10-07
12.1899995803833,2020-10-08
12.140000343322754,2020-10-09
12.319999694824219,2020-10-12
12.100000381469727,2020-10-13
12.09000015258789,2020-10-14
12.569999694824219,2020-10-15
14.130000114440918,2020-10-16
14.59000015258789,2020-10-19
14.489999771118164,2020-10-20
14.210000038146973,2020-10-21
14.069999694824219,2020-10-22
14.619999885559082,2020-10-23
14.100000381469727,2020-10-26
13.850000381469727,2020-10-27
13.319999694824219,2020-10-28
13.6899995803833,2020-10-29
14.149999618530273,2020-10-30
13.760000228881836,2020-11-02
14.149999618530273,2020-11-03
14.399999618530273,2020-11-04
14.8100004196167,2020-11-05
15.460000038146973,2020-11-06
15.3100004196167,2020-11-09
15.229999542236328,2020-11-10
15.649999618530273,2020-11-11
15.180000305175781,2020-11-12
15.899999618530273,2020-11-13
16.239999771118164,2020-11-16
16.260000228881836,2020-11-17
16.3799991607666,2020-11-18
16.420000076293945,2020-11-19
16.5,2020-11-20
16.530000686645508,2020-11-23
17.0,2020-11-24
16.729999542236328,2020-11-25
16.540000915527344,2020-11-27
16.229999542236328,2020-11-30
16.709999084472656,2020-12-01
16.809999465942383,2020-12-02
16.68000030517578,2020-12-03
16.850000381469727,2020-12-04
16.780000686645508,2020-12-07
16.610000610351562,2020-12-08
16.270000457763672,2020-12-09
