FE,Date
9.333074569702148,1998-08-27
9.273123741149902,1998-08-28
9.233150482177734,1998-08-31
9.39303207397461,1998-09-01
9.07326889038086,1998-09-02
9.093255043029785,1998-09-03
9.173192024230957,1998-09-04
9.413015365600586,1998-09-08
9.313090324401855,1998-09-09
9.153210639953613,1998-09-10
9.313090324401855,1998-09-11
9.333074569702148,1998-09-14
9.492956161499023,1998-09-15
9.57289981842041,1998-09-16
9.452987670898438,1998-09-17
9.51294231414795,1998-09-18
9.652837753295898,1998-09-21
9.652837753295898,1998-09-22
9.79273509979248,1998-09-23
9.472967147827148,1998-09-24
9.51294231414795,1998-09-25
9.632854461669922,1998-09-28
9.832700729370117,1998-09-29
9.932629585266113,1998-09-30
9.932629585266113,1998-10-01
10.43226146697998,1998-10-02
10.552172660827637,1998-10-05
10.47222900390625,1998-10-06
10.7520170211792,1998-10-07
10.831964492797852,1998-10-08
10.332331657409668,1998-10-09
10.03255844116211,1998-10-12
10.172449111938477,1998-10-13
10.232409477233887,1998-10-14
10.45224380493164,1998-10-15
9.99258804321289,1998-10-16
10.072530746459961,1998-10-19
9.652837753295898,1998-10-20
9.652837753295898,1998-10-21
9.752763748168945,1998-10-22
9.51294231414795,1998-10-23
9.413015365600586,1998-10-26
9.413015365600586,1998-10-27
9.532923698425293,1998-10-28
9.472967147827148,1998-10-29
9.592883110046387,1998-10-30
9.732778549194336,1998-11-02
9.85268783569336,1998-11-03
9.893153190612793,1998-11-04
9.974080085754395,1998-11-05
9.91338062286377,1998-11-06
9.91338062286377,1998-11-09
10.156158447265625,1998-11-10
10.014540672302246,1998-11-11
10.03477668762207,1998-11-12
10.115697860717773,1998-11-13
10.237081527709961,1998-11-16
10.216850280761719,1998-11-17
10.135929107666016,1998-11-18
10.156158447265625,1998-11-19
10.055001258850098,1998-11-20
10.135929107666016,1998-11-23
10.135929107666016,1998-11-24
10.196629524230957,1998-11-25
10.17638874053955,1998-11-27
10.014540672302246,1998-11-30
10.115697860717773,1998-12-01
10.075234413146973,1998-12-02
10.095466613769531,1998-12-03
10.277548789978027,1998-12-04
10.237081527709961,1998-12-07
10.338249206542969,1998-12-08
10.196629524230957,1998-12-09
10.115697860717773,1998-12-10
10.17638874053955,1998-12-11
10.055001258850098,1998-12-14
10.075234413146973,1998-12-15
10.156158447265625,1998-12-16
10.318008422851562,1998-12-17
10.358473777770996,1998-12-18
10.318008422851562,1998-12-21
10.358473777770996,1998-12-22
10.37870979309082,1998-12-23
10.398937225341797,1998-12-24
10.358473777770996,1998-12-28
10.318008422851562,1998-12-29
10.439398765563965,1998-12-30
10.540556907653809,1998-12-31
10.540556907653809,1999-01-04
10.540556907653809,1999-01-05
10.641715049743652,1999-01-06
10.682184219360352,1999-01-07
10.661949157714844,1999-01-08
10.601250648498535,1999-01-11
10.641715049743652,1999-01-12
10.479862213134766,1999-01-13
10.37870979309082,1999-01-14
10.560787200927734,1999-01-15
10.37870979309082,1999-01-19
10.237081527709961,1999-01-20
10.358473777770996,1999-01-21
10.277548789978027,1999-01-22
10.318008422851562,1999-01-25
10.277548789978027,1999-01-26
10.135929107666016,1999-01-27
10.17638874053955,1999-01-28
10.055001258850098,1999-01-29
9.85268783569336,1999-02-01
9.771766662597656,1999-02-02
9.915169715881348,1999-02-03
9.85370922088623,1999-02-04
9.956134796142578,1999-02-05
9.976624488830566,1999-02-08
9.85370922088623,1999-02-09
9.87419319152832,1999-02-10
9.669337272644043,1999-02-11
9.566902160644531,1999-02-12
9.710307121276855,1999-02-16
9.79224967956543,1999-02-17
9.87419319152832,1999-02-18
9.7512788772583,1999-02-19
9.79224967956543,1999-02-22
9.60787582397461,1999-02-23
9.54642391204834,1999-02-24
9.443988800048828,1999-02-25
9.587392807006836,1999-02-26
9.60787582397461,1999-03-01
9.79224967956543,1999-03-02
9.812744140625,1999-03-03
9.833218574523926,1999-03-04
10.038082122802734,1999-03-05
9.894679069519043,1999-03-08
9.525933265686035,1999-03-09
9.505448341369629,1999-03-10
9.423506736755371,1999-03-11
9.60787582397461,1999-03-12
9.423506736755371,1999-03-15
9.423506736755371,1999-03-16
9.403022766113281,1999-03-17
9.566902160644531,1999-03-18
9.505448341369629,1999-03-19
9.505448341369629,1999-03-22
9.382535934448242,1999-03-23
9.730794906616211,1999-03-24
9.587392807006836,1999-03-25
9.443988800048828,1999-03-26
9.423506736755371,1999-03-29
9.17767333984375,1999-03-30
9.17767333984375,1999-03-31
9.259617805480957,1999-04-01
9.505448341369629,1999-04-05
9.321074485778809,1999-04-06
9.464475631713867,1999-04-07
9.628365516662598,1999-04-08
9.525933265686035,1999-04-09
9.60787582397461,1999-04-12
9.443988800048828,1999-04-13
9.259617805480957,1999-04-14
9.362045288085938,1999-04-15
9.443988800048828,1999-04-16
9.79224967956543,1999-04-19
10.017599105834961,1999-04-20
10.038082122802734,1999-04-21
9.833218574523926,1999-04-22
9.7512788772583,1999-04-23
9.7512788772583,1999-04-26
9.669337272644043,1999-04-27
9.648850440979004,1999-04-28
9.894679069519043,1999-04-29
9.730794906616211,1999-04-30
9.956134796142578,1999-05-03
9.894679069519043,1999-05-04
9.977654457092285,1999-05-05
10.081369400024414,1999-05-06
9.95690631866455,1999-05-07
10.060626029968262,1999-05-10
9.977654457092285,1999-05-11
10.019140243530273,1999-05-12
10.45475959777832,1999-05-13
10.309547424316406,1999-05-14
10.434013366699219,1999-05-17
10.45475959777832,1999-05-18
10.392523765563965,1999-05-19
10.309547424316406,1999-05-20
10.351040840148926,1999-05-21
10.413267135620117,1999-05-24
10.496241569519043,1999-05-25
10.620702743530273,1999-05-26
10.330290794372559,1999-05-27
10.558473587036133,1999-05-28
10.475500106811523,1999-06-01
10.392523765563965,1999-06-02
10.351040840148926,1999-06-03
10.45475959777832,1999-06-04
10.475500106811523,1999-06-07
10.371782302856445,1999-06-08
10.434013366699219,1999-06-09
10.309547424316406,1999-06-10
10.351040840148926,1999-06-11
10.288810729980469,1999-06-14
10.371782302856445,1999-06-15
10.516986846923828,1999-06-16
10.496241569519043,1999-06-17
10.53773021697998,1999-06-18
10.392523765563965,1999-06-21
10.434013366699219,1999-06-22
10.496241569519043,1999-06-23
10.516986846923828,1999-06-24
10.516986846923828,1999-06-25
10.558473587036133,1999-06-28
10.475500106811523,1999-06-29
10.288810729980469,1999-06-30
10.351040840148926,1999-07-01
10.330290794372559,1999-07-02
10.309547424316406,1999-07-06
10.309547424316406,1999-07-07
10.164344787597656,1999-07-08
10.185089111328125,1999-07-09
10.143607139587402,1999-07-12
10.102113723754883,1999-07-13
9.977654457092285,1999-07-14
9.998396873474121,1999-07-15
9.95690631866455,1999-07-16
9.95690631866455,1999-07-19
9.95690631866455,1999-07-20
9.977654457092285,1999-07-21
9.873934745788574,1999-07-22
9.853194236755371,1999-07-23
9.894679069519043,1999-07-26
9.853194236755371,1999-07-27
9.707988739013672,1999-07-28
9.47980785369873,1999-07-29
9.47980785369873,1999-07-30
9.62501335144043,1999-08-02
9.645756721496582,1999-08-03
9.456623077392578,1999-08-04
9.435614585876465,1999-08-05
9.582711219787598,1999-08-06
9.603723526000977,1999-08-09
9.519667625427246,1999-08-10
9.561697959899902,1999-08-11
9.435614585876465,1999-08-12
9.519667625427246,1999-08-13
9.561697959899902,1999-08-16
9.414588928222656,1999-08-17
9.393582344055176,1999-08-18
9.561697959899902,1999-08-19
9.750831604003906,1999-08-20
9.792862892150879,1999-08-23
9.666772842407227,1999-08-24
9.855904579162598,1999-08-25
9.708799362182617,1999-08-26
9.687784194946289,1999-08-27
9.687784194946289,1999-08-30
9.603723526000977,1999-08-31
9.561697959899902,1999-09-01
9.456623077392578,1999-09-02
9.666772842407227,1999-09-03
9.435614585876465,1999-09-07
9.414588928222656,1999-09-08
9.456623077392578,1999-09-09
9.372565269470215,1999-09-10
9.372565269470215,1999-09-13
9.183430671691895,1999-09-14
9.204450607299805,1999-09-15
9.162418365478516,1999-09-16
9.14140510559082,1999-09-17
9.07835578918457,1999-09-20
8.847195625305176,1999-09-21
8.805167198181152,1999-09-22
8.679079055786133,1999-09-23
8.574005126953125,1999-09-24
8.574005126953125,1999-09-27
8.489949226379395,1999-09-28
8.384872436523438,1999-09-29
8.510961532592773,1999-09-30
8.637049674987793,1999-10-01
8.82618236541748,1999-10-04
8.742128372192383,1999-10-05
8.700095176696777,1999-10-06
8.426901817321777,1999-10-07
8.574005126953125,1999-10-08
8.55299186706543,1999-10-11
8.363860130310059,1999-10-12
8.216752052307129,1999-10-13
8.489949226379395,1999-10-14
8.363860130310059,1999-10-15
8.279803276062012,1999-10-18
8.11168384552002,1999-10-19
8.048638343811035,1999-10-20
8.174726486206055,1999-10-21
8.23776912689209,1999-10-22
8.384872436523438,1999-10-25
8.405889511108398,1999-10-26
8.59502124786377,1999-10-27
8.721110343933105,1999-10-28
8.763140678405762,1999-10-29
8.82618236541748,1999-11-01
8.82618236541748,1999-11-02
8.847502708435059,1999-11-03
8.527716636657715,1999-11-04
8.65562915802002,1999-11-05
8.591669082641602,1999-11-08
8.42111873626709,1999-11-09
8.250557899475098,1999-11-10
8.293200492858887,1999-11-11
8.314518928527832,1999-11-12
8.271883964538574,1999-11-15
8.314518928527832,1999-11-16
8.33583927154541,1999-11-17
8.271883964538574,1999-11-18
8.16528606414795,1999-11-19
8.101325988769531,1999-11-22
8.058690071105957,1999-11-23
8.016053199768066,1999-11-24
7.930774211883545,1999-11-26
7.696261882781982,1999-11-29
7.952090263366699,1999-11-30
7.952090263366699,1999-12-01
8.122647285461426,1999-12-02
8.143964767456055,1999-12-03
8.143964767456055,1999-12-06
8.080007553100586,1999-12-07
7.994730472564697,1999-12-08
7.90945291519165,1999-12-09
7.802861213684082,1999-12-10
7.802861213684082,1999-12-13
7.866815567016602,1999-12-14
7.82418155670166,1999-12-15
7.73889684677124,1999-12-16
7.802861213684082,1999-12-17
7.73889684677124,1999-12-20
7.717583179473877,1999-12-21
7.82418155670166,1999-12-22
7.82418155670166,1999-12-23
7.781538963317871,1999-12-27
7.802861213684082,1999-12-28
7.73889684677124,1999-12-29
7.73889684677124,1999-12-30
7.73889684677124,1999-12-31
7.525703430175781,2000-01-03
7.525703430175781,2000-01-04
7.802861213684082,2000-01-05
7.82418155670166,2000-01-06
7.866815567016602,2000-01-07
7.888134479522705,2000-01-10
7.973416328430176,2000-01-11
7.994730472564697,2000-01-12
7.973416328430176,2000-01-13
7.930774211883545,2000-01-14
7.802861213684082,2000-01-18
7.781538963317871,2000-01-19
7.760220527648926,2000-01-20
7.84549617767334,2000-01-21
7.888134479522705,2000-01-24
7.781538963317871,2000-01-25
7.888134479522705,2000-01-26
7.888134479522705,2000-01-27
7.73889684677124,2000-01-28
7.760220527648926,2000-01-31
7.82418155670166,2000-02-01
7.802861213684082,2000-02-02
7.932906150817871,2000-02-03
7.7378363609313965,2000-02-04
7.629460334777832,2000-02-07
7.6728081703186035,2000-02-08
7.7378363609313965,2000-02-09
7.629460334777832,2000-02-10
7.5210862159729,2000-02-11
7.499410629272461,2000-02-14
7.499410629272461,2000-02-15
7.499410629272461,2000-02-16
7.282668590545654,2000-02-17
7.087595462799072,2000-02-18
6.957546710968018,2000-02-22
6.979224681854248,2000-02-23
6.784153461456299,2000-02-24
6.589079856872559,2000-02-25
6.654101371765137,2000-02-28
6.415682792663574,2000-02-29
6.589079856872559,2000-03-01
6.567406177520752,2000-03-02
6.654101371765137,2000-03-03
6.415682792663574,2000-03-06
6.307311534881592,2000-03-07
6.307311534881592,2000-03-08
6.415682792663574,2000-03-09
6.350658416748047,2000-03-10
6.307311534881592,2000-03-13
6.372334003448486,2000-03-14
6.610752582550049,2000-03-15
6.979224681854248,2000-03-16
6.762476444244385,2000-03-17
6.784153461456299,2000-03-20
6.870845317840576,2000-03-21
6.762476444244385,2000-03-22
6.762476444244385,2000-03-23
6.91419792175293,2000-03-24
6.957546710968018,2000-03-27
6.870845317840576,2000-03-28
6.979224681854248,2000-03-29
7.130946636199951,2000-03-30
7.152622699737549,2000-03-31
7.304344177246094,2000-04-03
7.434390068054199,2000-04-04
7.629460334777832,2000-04-05
7.586111545562744,2000-04-06
7.499410629272461,2000-04-07
7.564435005187988,2000-04-10
7.716160297393799,2000-04-11
7.976254463195801,2000-04-12
8.453092575073242,2000-04-13
8.388068199157715,2000-04-14
8.604818344116211,2000-04-17
8.734865188598633,2000-04-18
8.561470985412598,2000-04-19
8.47476863861084,2000-04-20
8.929932594299316,2000-04-24
9.081655502319336,2000-04-25
9.276731491088867,2000-04-26
8.951611518859863,2000-04-27
8.821564674377441,2000-04-28
8.75654125213623,2000-05-01
8.69151496887207,2000-05-02
8.625502586364746,2000-05-03
8.581494331359863,2000-05-04
8.427474021911621,2000-05-05
8.603499412536621,2000-05-08
8.581494331359863,2000-05-09
8.581494331359863,2000-05-10
8.64750862121582,2000-05-11
8.49347972869873,2000-05-12
8.691516876220703,2000-05-15
8.64750862121582,2000-05-16
8.361455917358398,2000-05-17
8.603499412536621,2000-05-18
8.713515281677246,2000-05-19
8.845544815063477,2000-05-22
8.757526397705078,2000-05-23
8.823537826538086,2000-05-24
8.801534652709961,2000-05-25
8.911555290222168,2000-05-26
8.823537826538086,2000-05-30
8.845544815063477,2000-05-31
8.845544815063477,2000-06-01
8.691516876220703,2000-06-02
8.383461952209473,2000-06-05
8.559493064880371,2000-06-06
8.625502586364746,2000-06-07
8.625502586364746,2000-06-08
8.713515281677246,2000-06-09
8.77953052520752,2000-06-12
8.889552116394043,2000-06-13
8.691516876220703,2000-06-14
8.889552116394043,2000-06-15
8.911555290222168,2000-06-16
8.801534652709961,2000-06-19
8.757526397705078,2000-06-20
8.713515281677246,2000-06-21
8.669513702392578,2000-06-22
8.603499412536621,2000-06-23
8.801534652709961,2000-06-26
8.581494331359863,2000-06-27
8.823537826538086,2000-06-28
8.537490844726562,2000-06-29
8.2294340133667,2000-06-30
8.471478462219238,2000-07-03
8.405464172363281,2000-07-05
8.44947338104248,2000-07-06
8.559493064880371,2000-07-07
8.603499412536621,2000-07-10
8.735526084899902,2000-07-11
8.64750862121582,2000-07-12
8.559493064880371,2000-07-13
8.49347972869873,2000-07-14
8.559493064880371,2000-07-17
8.64750862121582,2000-07-18
8.955564498901367,2000-07-19
8.911555290222168,2000-07-20
8.889552116394043,2000-07-21
8.823537826538086,2000-07-24
8.86754322052002,2000-07-25
8.757526397705078,2000-07-26
8.86754322052002,2000-07-27
8.845544815063477,2000-07-28
8.977567672729492,2000-07-31
9.461648941040039,2000-08-01
9.461648941040039,2000-08-02
9.623435020446777,2000-08-03
9.6178617477417,2000-08-04
9.065557479858398,2000-08-07
9.037663459777832,2000-08-08
9.009766578674316,2000-08-09
8.97629451751709,2000-08-10
9.132500648498535,2000-08-11
9.082294464111328,2000-08-14
9.126924514770508,2000-08-15
8.998610496520996,2000-08-16
8.881452560424805,2000-08-17
8.747563362121582,2000-08-18
8.54672908782959,2000-08-21
8.479780197143555,2000-08-22
8.524410247802734,2000-08-23
8.368205070495605,2000-08-24
8.189687728881836,2000-08-25
8.457463264465332,2000-08-28
8.479780197143555,2000-08-29
8.54672908782959,2000-08-30
8.842403411865234,2000-08-31
8.90934944152832,2000-09-01
9.104608535766602,2000-09-05
9.149239540100098,2000-09-06
9.171553611755371,2000-09-07
9.450491905212402,2000-09-08
9.57880687713623,2000-09-11
9.573220252990723,2000-09-12
9.818696022033691,2000-09-13
9.729433059692383,2000-09-14
9.801956176757812,2000-09-15
9.746167182922363,2000-09-18
9.417020797729492,2000-09-19
9.238497734069824,2000-09-20
9.260808944702148,2000-09-21
9.417020797729492,2000-09-22
9.260808944702148,2000-09-25
9.461650848388672,2000-09-26
9.57880687713623,2000-09-27
9.640172004699707,2000-09-28
9.623435020446777,2000-09-29
9.930272102355957,2000-10-02
9.461650848388672,2000-10-03
9.21618366241455,2000-10-04
9.015349388122559,2000-10-05
9.015349388122559,2000-10-06
8.993029594421387,2000-10-09
9.21618366241455,2000-10-10
9.21618366241455,2000-10-11
9.082294464111328,2000-10-12
9.149239540100098,2000-10-13
9.260808944702148,2000-10-16
9.126924514770508,2000-10-17
8.926084518432617,2000-10-18
9.037663459777832,2000-10-19
9.082294464111328,2000-10-20
9.082294464111328,2000-10-23
9.149239540100098,2000-10-24
8.970720291137695,2000-10-25
8.792196273803711,2000-10-26
8.993029594421387,2000-10-27
9.260808944702148,2000-10-30
9.238497734069824,2000-10-31
9.30544662475586,2000-11-01
9.238497734069824,2000-11-02
9.10263729095459,2000-11-03
9.215855598449707,2000-11-06
9.147924423217773,2000-11-07
9.238497734069824,2000-11-08
9.442294120788574,2000-11-09
9.464933395385742,2000-11-10
9.555506706237793,2000-11-13
9.532858848571777,2000-11-14
9.668719291687012,2000-11-15
10.008371353149414,2000-11-16
10.121590614318848,2000-11-17
10.098949432373047,2000-11-20
10.053664207458496,2000-11-21
10.053664207458496,2000-11-22
10.098949432373047,2000-11-24
10.257448196411133,2000-11-27
10.34802532196045,2000-11-28
10.642386436462402,2000-11-29
10.687673568725586,2000-11-30
10.823535919189453,2000-12-01
11.004680633544922,2000-12-04
10.982034683227539,2000-12-05
10.91411018371582,2000-12-06
10.91411018371582,2000-12-07
10.891465187072754,2000-12-08
10.75560188293457,2000-12-11
10.936756134033203,2000-12-12
11.276403427124023,2000-12-13
11.072614669799805,2000-12-14
10.823535919189453,2000-12-15
10.891465187072754,2000-12-18
10.936756134033203,2000-12-19
11.027329444885254,2000-12-20
11.231112480163574,2000-12-21
11.253763198852539,2000-12-22
11.548126220703125,2000-12-26
11.548126220703125,2000-12-27
11.502839088439941,2000-12-28
11.43490219116211,2000-12-29
11.095259666442871,2001-01-02
10.868824005126953,2001-01-03
10.257448196411133,2001-01-04
10.189520835876465,2001-01-05
10.189520835876465,2001-01-08
10.121590614318848,2001-01-09
10.031014442443848,2001-01-10
9.51021957397461,2001-01-11
9.736651420593262,2001-01-12
9.51021957397461,2001-01-16
9.351713180541992,2001-01-17
9.781939506530762,2001-01-18
10.008371353149414,2001-01-19
10.393311500549316,2001-01-22
10.325376510620117,2001-01-23
10.166877746582031,2001-01-24
10.144231796264648,2001-01-25
10.076301574707031,2001-01-26
10.213068962097168,2001-01-29
10.184088706970215,2001-01-30
10.089892387390137,2001-01-31
10.126120567321777,2001-02-01
10.068151473999023,2001-02-02
10.209542274475098,2001-02-05
10.05529499053955,2001-02-06
10.025921821594238,2001-02-07
10.282991409301758,2001-02-08
10.282991409301758,2001-02-09
10.319720268249512,2001-02-12
10.268306732177734,2001-02-13
10.257287979125977,2001-02-14
10.172821998596191,2001-02-15
10.282991409301758,2001-02-16
10.213214874267578,2001-02-20
10.294012069702148,2001-02-21
10.286665916442871,2001-02-22
10.088346481323242,2001-02-23
10.220561027526855,2001-02-26
10.275650024414062,2001-02-27
10.345425605773926,2001-02-28
10.27197265625,2001-03-01
10.227910995483398,2001-03-02
10.279322624206543,2001-03-05
10.183836936950684,2001-03-06
10.301356315612793,2001-03-07
10.338080406188965,2001-03-08
10.264634132385254,2001-03-09
10.209542274475098,2001-03-12
10.143436431884766,2001-03-13
9.904728889465332,2001-03-14
10.066315650939941,2001-03-15
9.959816932678223,2001-03-16
9.864333152770996,2001-03-19
9.820257186889648,2001-03-20
9.827604293823242,2001-03-21
9.508095741271973,2001-03-22
9.548494338989258,2001-03-23
9.912070274353027,2001-03-26
10.007555961608887,2001-03-27
9.98552417755127,2001-03-28
10.10304069519043,2001-03-29
10.253613471984863,2001-03-30
10.282991409301758,2001-04-02
10.279322624206543,2001-04-03
10.209542274475098,2001-04-04
10.282991409301758,2001-04-05
10.062640190124512,2001-04-06
10.227910995483398,2001-04-09
10.466615676879883,2001-04-10
10.242597579956055,2001-04-11
10.279322624206543,2001-04-12
10.45193099975586,2001-04-16
10.576791763305664,2001-04-17
10.422547340393066,2001-04-18
10.47763729095459,2001-04-19
10.308701515197754,2001-04-20
10.5070161819458,2001-04-23
10.808161735534668,2001-04-24
10.852230072021484,2001-04-25
10.837541580200195,2001-04-26
11.021164894104004,2001-04-27
11.127662658691406,2001-04-30
11.072576522827148,2001-05-01
11.01749324798584,2001-05-02
10.956128120422363,2001-05-03
11.14207649230957,2001-05-04
11.082578659057617,2001-05-07
10.926371574401855,2001-05-08
10.881747245788574,2001-05-09
10.900343894958496,2001-05-10
11.052821159362793,2001-05-11
11.138358116149902,2001-05-14
11.026792526245117,2001-05-15
11.078852653503418,2001-05-16
10.985878944396973,2001-05-17
10.922657012939453,2001-05-18
10.933816909790039,2001-05-21
10.944971084594727,2001-05-22
11.108607292175293,2001-05-23
11.15695571899414,2001-05-24
11.24992561340332,2001-05-25
11.24992561340332,2001-05-29
11.301995277404785,2001-05-30
11.398695945739746,2001-05-31
11.443315505981445,2001-06-01
11.547447204589844,2001-06-04
11.439592361450195,2001-06-05
11.23133373260498,2001-06-06
10.87431526184082,2001-06-07
11.104889869689941,2001-06-08
11.380095481872559,2001-06-11
11.532572746276855,2001-06-12
11.532572746276855,2001-06-13
11.261090278625488,2001-06-14
11.461910247802734,2001-06-15
11.580918312072754,2001-06-18
11.766862869262695,2001-06-19
11.86356258392334,2001-06-20
11.75199031829834,2001-06-21
11.70736312866211,2001-06-22
11.495378494262695,2001-06-25
11.685049057006836,2001-06-26
11.804060935974121,2001-06-27
11.949103355407715,2001-06-28
11.960251808166504,2001-06-29
12.068107604980469,2001-07-02
12.179673194885254,2001-07-03
12.086701393127441,2001-07-05
12.04951286315918,2001-07-06
12.194552421569824,2001-07-09
12.086701393127441,2001-07-10
11.90075397491455,2001-07-11
11.770586013793945,2001-07-12
11.521416664123535,2001-07-13
11.584638595581055,2001-07-16
11.580918312072754,2001-07-17
11.595791816711426,2001-07-18
11.62182331085205,2001-07-19
11.592073440551758,2001-07-20
11.435881614685059,2001-07-23
