EQIX,Date
21.9825382232666,2001-11-13
24.699478149414062,2001-11-14
25.9344539642334,2001-11-15
27.169422149658203,2001-11-16
31.862333297729492,2001-11-19
33.59129333496094,2001-11-20
34.332275390625,2001-11-21
33.34428787231445,2001-11-23
32.356319427490234,2001-11-26
39.5191650390625,2001-11-27
47.91698455810547,2001-11-28
41.98912048339844,2001-11-29
40.75414276123047,2001-11-30
40.75414276123047,2001-12-03
39.5191650390625,2001-12-04
39.02519226074219,2001-12-05
36.55523681640625,2001-12-06
34.82625961303711,2001-12-07
39.5191650390625,2001-12-10
39.76615905761719,2001-12-11
38.28419876098633,2001-12-12
48.657981872558594,2001-12-13
49.15195846557617,2001-12-14
47.669979095458984,2001-12-17
46.188018798828125,2001-12-18
49.64595031738281,2001-12-19
49.398956298828125,2001-12-20
48.16398239135742,2001-12-21
56.067813873291016,2001-12-24
72.86345672607422,2001-12-26
83.23721313476562,2001-12-27
78.2973403930664,2001-12-28
71.62849426269531,2001-12-31
66.44160461425781,2002-01-02
73.35743713378906,2002-01-03
77.30936431884766,2002-01-04
77.8033676147461,2002-01-07
74.09843444824219,2002-01-08
83.4842529296875,2002-01-09
79.7793197631836,2002-01-10
78.54435729980469,2002-01-11
70.88748931884766,2002-01-14
69.8995361328125,2002-01-15
67.18258666992188,2002-01-16
61.99569320678711,2002-01-17
57.30279541015625,2002-01-18
51.8689079284668,2002-01-22
51.12791061401367,2002-01-23
57.30279541015625,2002-01-24
59.772743225097656,2002-01-25
57.05580520629883,2002-01-28
55.82081604003906,2002-01-29
57.05580520629883,2002-01-30
56.56179428100586,2002-01-31
52.60989761352539,2002-02-01
50.633934020996094,2002-02-04
45.44704818725586,2002-02-05
39.272178649902344,2002-02-06
36.06123733520508,2002-02-07
44.95304870605469,2002-02-08
54.83283615112305,2002-02-11
52.856876373291016,2002-02-12
53.844871520996094,2002-02-13
50.633934020996094,2002-02-14
46.68202209472656,2002-02-15
39.5191650390625,2002-02-19
38.53118896484375,2002-02-20
34.82625961303711,2002-02-21
36.80222702026367,2002-02-22
39.02519226074219,2002-02-25
36.06123733520508,2002-02-26
34.57927322387695,2002-02-27
30.874338150024414,2002-02-28
32.10932159423828,2002-03-01
26.675439834594727,2002-03-04
26.675439834594727,2002-03-05
26.181442260742188,2002-03-06
31.12134552001953,2002-03-07
29.392377853393555,2002-03-08
31.862333297729492,2002-03-11
34.82625961303711,2002-03-12
33.83829116821289,2002-03-13
32.85031509399414,2002-03-14
30.380367279052734,2002-03-15
31.368343353271484,2002-03-18
30.874338150024414,2002-03-19
29.639373779296875,2002-03-20
29.392377853393555,2002-03-21
28.651397705078125,2002-03-22
28.404401779174805,2002-03-25
29.145376205444336,2002-03-26
28.651397705078125,2002-03-27
29.886371612548828,2002-03-28
28.404401779174805,2002-04-01
27.416418075561523,2002-04-02
25.193466186523438,2002-04-03
24.20548439025879,2002-04-04
23.71150016784668,2002-04-05
21.48854637145996,2002-04-08
22.229528427124023,2002-04-09
22.229528427124023,2002-04-10
20.99456024169922,2002-04-11
20.006576538085938,2002-04-12
19.75958251953125,2002-04-15
19.265594482421875,2002-04-16
16.79564666748047,2002-04-17
20.253568649291992,2002-04-18
20.253568649291992,2002-04-19
17.289636611938477,2002-04-22
18.03061866760254,2002-04-23
18.03061866760254,2002-04-24
15.560672760009766,2002-04-25
15.807668685913086,2002-04-26
12.349739074707031,2002-04-29
14.078701972961426,2002-04-30
13.584711074829102,2002-05-01
14.325698852539062,2002-05-02
13.584711074829102,2002-05-03
14.572688102722168,2002-05-06
13.584711074829102,2002-05-07
12.349739074707031,2002-05-08
13.337719917297363,2002-05-09
12.349739074707031,2002-05-10
11.60875415802002,2002-05-13
11.114764213562012,2002-05-14
12.349739074707031,2002-05-15
12.102742195129395,2002-05-16
12.349739074707031,2002-05-17
12.349739074707031,2002-05-20
12.102742195129395,2002-05-21
11.85575008392334,2002-05-22
12.102742195129395,2002-05-23
12.102742195129395,2002-05-24
10.373778343200684,2002-05-28
9.3858003616333,2002-05-29
10.126784324645996,2002-05-30
11.361762046813965,2002-05-31
11.114764213562012,2002-06-03
12.102742195129395,2002-06-04
12.349739074707031,2002-06-05
10.86777114868164,2002-06-06
11.361762046813965,2002-06-07
11.114764213562012,2002-06-10
10.373778343200684,2002-06-11
10.373778343200684,2002-06-12
10.373778343200684,2002-06-13
10.126784324645996,2002-06-14
10.373778343200684,2002-06-17
10.126784324645996,2002-06-18
9.879791259765625,2002-06-19
9.632797241210938,2002-06-20
9.3858003616333,2002-06-21
9.138809204101562,2002-06-24
8.891812324523926,2002-06-25
8.891812324523926,2002-06-26
8.891812324523926,2002-06-27
8.644818305969238,2002-06-28
8.397823333740234,2002-07-01
7.903834342956543,2002-07-02
8.397823333740234,2002-07-03
8.891812324523926,2002-07-05
10.126784324645996,2002-07-08
10.126784324645996,2002-07-09
10.373778343200684,2002-07-10
9.632797241210938,2002-07-11
9.632797241210938,2002-07-12
9.632797241210938,2002-07-15
9.879791259765625,2002-07-16
12.102742195129395,2002-07-17
14.325698852539062,2002-07-18
12.102742195129395,2002-07-19
10.86777114868164,2002-07-22
11.361762046813965,2002-07-23
11.114764213562012,2002-07-24
11.114764213562012,2002-07-25
9.632797241210938,2002-07-26
9.879791259765625,2002-07-29
10.620777130126953,2002-07-30
11.85575008392334,2002-07-31
11.60875415802002,2002-08-01
11.361762046813965,2002-08-02
10.86777114868164,2002-08-05
11.114764213562012,2002-08-06
12.102742195129395,2002-08-07
12.843729972839355,2002-08-08
9.138809204101562,2002-08-09
9.138809204101562,2002-08-12
11.361762046813965,2002-08-13
9.879791259765625,2002-08-14
9.3858003616333,2002-08-15
9.3858003616333,2002-08-16
10.126784324645996,2002-08-19
9.879791259765625,2002-08-20
9.632797241210938,2002-08-21
8.891812324523926,2002-08-22
9.138809204101562,2002-08-23
8.891812324523926,2002-08-26
8.644818305969238,2002-08-27
7.903834342956543,2002-08-28
7.409843444824219,2002-08-29
7.656838417053223,2002-08-30
6.668859958648682,2002-09-03
8.150825500488281,2002-09-04
7.903834342956543,2002-09-05
7.656838417053223,2002-09-06
7.162849426269531,2002-09-09
6.915853977203369,2002-09-10
6.421864986419678,2002-09-11
5.43388557434082,2002-09-12
5.186889171600342,2002-09-13
5.43388557434082,2002-09-16
5.186889171600342,2002-09-17
6.668859958648682,2002-09-18
6.174869537353516,2002-09-19
6.668859958648682,2002-09-20
6.174869537353516,2002-09-23
5.92787504196167,2002-09-24
5.92787504196167,2002-09-25
6.174869537353516,2002-09-26
8.150825500488281,2002-09-27
8.397823333740234,2002-09-30
8.891812324523926,2002-10-01
8.891812324523926,2002-10-02
7.409843444824219,2002-10-03
7.162849426269531,2002-10-04
6.174869537353516,2002-10-07
5.43388557434082,2002-10-08
5.43388557434082,2002-10-09
5.43388557434082,2002-10-10
5.43388557434082,2002-10-11
6.174869537353516,2002-10-14
5.680881023406982,2002-10-15
5.43388557434082,2002-10-16
5.43388557434082,2002-10-17
5.43388557434082,2002-10-18
5.43388557434082,2002-10-21
5.680881023406982,2002-10-22
5.680881023406982,2002-10-23
5.680881023406982,2002-10-24
5.92787504196167,2002-10-25
6.421864986419678,2002-10-28
7.409843444824219,2002-10-29
6.915853977203369,2002-10-30
6.915853977203369,2002-10-31
6.421864986419678,2002-11-01
7.656838417053223,2002-11-04
8.150825500488281,2002-11-05
7.409843444824219,2002-11-06
6.668859958648682,2002-11-07
7.162849426269531,2002-11-08
6.668859958648682,2002-11-11
6.421864986419678,2002-11-12
6.421864986419678,2002-11-13
6.915853977203369,2002-11-14
6.915853977203369,2002-11-15
6.668859958648682,2002-11-18
6.421864986419678,2002-11-19
6.668859958648682,2002-11-20
7.409843444824219,2002-11-21
6.915853977203369,2002-11-22
8.397823333740234,2002-11-25
8.891812324523926,2002-11-26
8.644818305969238,2002-11-27
8.644818305969238,2002-11-29
7.903834342956543,2002-12-02
7.656838417053223,2002-12-03
7.162849426269531,2002-12-04
7.162849426269531,2002-12-05
6.915853977203369,2002-12-06
6.915853977203369,2002-12-09
7.162849426269531,2002-12-10
6.668859958648682,2002-12-11
6.421864986419678,2002-12-12
5.92787504196167,2002-12-13
6.174869537353516,2002-12-16
6.174869537353516,2002-12-17
5.92787504196167,2002-12-18
5.92787504196167,2002-12-19
6.174869537353516,2002-12-20
5.680881023406982,2002-12-23
5.680881023406982,2002-12-24
5.43388557434082,2002-12-26
5.43388557434082,2002-12-27
5.186889171600342,2002-12-30
4.399594783782959,2002-12-31
4.044539928436279,2003-01-02
3.9210429191589355,2003-01-03
4.353282451629639,2003-01-06
5.943312168121338,2003-01-07
5.395291805267334,2003-01-08
5.457041263580322,2003-01-09
5.27179479598999,2003-01-10
5.48019552230835,2003-01-13
4.993925094604492,2003-01-14
4.7314934730529785,2003-01-15
4.685182094573975,2003-01-16
4.144881248474121,2003-01-17
3.782106637954712,2003-01-21
3.4656457901000977,2003-01-22
3.1877763271331787,2003-01-23
2.994811534881592,2003-01-24
2.4390745162963867,2003-01-27
2.840440511703491,2003-01-28
2.539414882659912,2003-01-29
2.361886739730835,2003-01-30
2.701505422592163,2003-01-31
2.4931037425994873,2003-02-03
2.5857269763946533,2003-02-04
3.1954944133758545,2003-02-05
2.902188539505005,2003-02-06
2.894469738006592,2003-02-07
2.848158597946167,2003-02-10
3.1260275840759277,2003-02-11
2.987093448638916,2003-02-12
3.087434768676758,2003-02-13
3.010248899459839,2003-02-14
3.0334041118621826,2003-02-18
3.017967939376831,2003-02-19
3.0719974040985107,2003-02-20
2.9793736934661865,2003-02-21
2.9793736934661865,2003-02-24
2.855876922607422,2003-02-25
2.763254165649414,2003-02-26
2.6243200302124023,2003-02-27
2.662912368774414,2003-02-28
2.632038116455078,2003-03-03
3.0565614700317383,2003-03-04
2.601162910461426,2003-03-05
2.508540391921997,2003-03-06
2.4081993103027344,2003-03-07
2.570289373397827,2003-03-10
2.662912368774414,2003-03-11
2.724660873413086,2003-03-12
2.948500156402588,2003-03-13
2.879033327102661,2003-03-14
3.102871894836426,2003-03-17
3.118309259414673,2003-03-18
3.102871894836426,2003-03-19
3.087434768676758,2003-03-20
2.9793736934661865,2003-03-21
2.778691053390503,2003-03-24
2.724660873413086,2003-03-25
2.4699478149414062,2003-03-26
2.3927624225616455,2003-03-27
2.3387322425842285,2003-03-28
2.2769830226898193,2003-03-31
2.2847023010253906,2003-04-01
2.3078572750091553,2003-04-02
2.3696060180664062,2003-04-03
2.4236361980438232,2003-04-04
2.3927624225616455,2003-04-07
2.2769830226898193,2003-04-08
2.3155760765075684,2003-04-09
2.2383904457092285,2003-04-10
2.2769830226898193,2003-04-11
2.3387322425842285,2003-04-14
2.508540391921997,2003-04-15
2.3155760765075684,2003-04-16
2.3155760765075684,2003-04-17
2.477665901184082,2003-04-21
2.4622299671173096,2003-04-22
2.446791887283325,2003-04-23
2.3927624225616455,2003-04-24
2.4622299671173096,2003-04-25
2.4699478149414062,2003-04-28
2.4313552379608154,2003-04-29
2.508540391921997,2003-04-30
2.6166014671325684,2003-05-01
3.1260275840759277,2003-05-02
4.152600288391113,2003-05-05
3.851574659347534,2003-05-06
3.473365068435669,2003-05-07
3.164620876312256,2003-05-08
3.241806745529175,2003-05-09
3.535112142562866,2003-05-12
3.5505502223968506,2003-05-13
4.044539928436279,2003-05-14
4.067696571350098,2003-05-15
4.399594783782959,2003-05-16
4.052258014678955,2003-05-19
4.245223522186279,2003-05-20
4.245223522186279,2003-05-21
4.461343765258789,2003-05-22
4.785524845123291,2003-05-23
5.85068941116333,2003-05-27
6.398709297180176,2003-05-28
6.452738285064697,2003-05-29
6.421864986419678,2003-05-30
6.553081512451172,2003-06-02
6.445019245147705,2003-06-03
5.99734354019165,2003-06-04
6.213461875915527,2003-06-05
6.2520551681518555,2003-06-06
6.020497798919678,2003-06-09
5.935593128204346,2003-06-10
6.48361349105835,2003-06-11
6.568519592285156,2003-06-12
6.35239839553833,2003-06-13
6.491329669952393,2003-06-16
6.830949783325195,2003-06-17
7.178286552429199,2003-06-18
6.869543075561523,2003-06-19
6.9853196144104,2003-06-20
7.409843444824219,2003-06-23
7.865239143371582,2003-06-24
8.02733039855957,2003-06-25
7.023911476135254,2003-06-26
6.792355537414551,2003-06-27
6.059090614318848,2003-06-30
6.198023796081543,2003-07-01
6.75376558303833,2003-07-02
6.75376558303833,2003-07-03
6.9621663093566895,2003-07-07
7.332658290863037,2003-07-08
7.788054943084717,2003-07-09
7.7185845375061035,2003-07-10
7.942425727844238,2003-07-11
7.950143337249756,2003-07-14
8.127670288085938,2003-07-15
9.8875093460083,2003-07-16
9.99557113647461,2003-07-17
9.941539764404297,2003-07-18
9.694544792175293,2003-07-21
10.481841087341309,2003-07-22
13.515247344970703,2003-07-23
14.881437301635742,2003-07-24
14.665316581726074,2003-07-25
15.421731948852539,2003-07-28
14.464632987976074,2003-07-29
14.974056243896484,2003-07-30
14.703909873962402,2003-07-31
11.276856422424316,2003-08-01
13.03669548034668,2003-08-04
12.280272483825684,2003-08-05
11.577878952026367,2003-08-06
10.173095703125,2003-08-07
9.949260711669922,2003-08-08
11.230545043945312,2003-08-11
10.767428398132324,2003-08-12
10.597620010375977,2003-08-13
10.420093536376953,2003-08-14
10.883209228515625,2003-08-15
12.2648344039917,2003-08-18
12.17221450805664,2003-08-19
13.083005905151367,2003-08-20
13.646461486816406,2003-08-21
13.260533332824707,2003-08-22
13.978363990783691,2003-08-25
13.631024360656738,2003-08-26
14.317971229553223,2003-08-27
14.040107727050781,2003-08-28
14.310259819030762,2003-08-29
14.819686889648438,2003-09-02
14.294825553894043,2003-09-03
15.213336944580078,2003-09-04
15.213336944580078,2003-09-05
14.958620071411133,2003-09-08
14.703909873962402,2003-09-09
14.703909873962402,2003-09-10
14.688472747802734,2003-09-11
14.858288764953613,2003-09-12
14.765654563903809,2003-09-15
14.84284496307373,2003-09-16
14.781094551086426,2003-09-17
15.313676834106445,2003-09-18
16.980894088745117,2003-09-19
18.0383358001709,2003-09-22
17.945716857910156,2003-09-23
16.764772415161133,2003-09-24
16.070100784301758,2003-09-25
14.626723289489746,2003-09-26
14.526383399963379,2003-09-29
14.387445449829102,2003-09-30
13.893460273742676,2003-10-01
13.754522323608398,2003-10-02
15.012655258178711,2003-10-03
15.352265357971191,2003-10-06
15.383138656616211,2003-10-07
15.221056938171387,2003-10-08
15.552961349487305,2003-10-09
15.329113006591797,2003-10-10
15.429454803466797,2003-10-13
14.819686889648438,2003-10-14
14.487788200378418,2003-10-15
14.95090389251709,2003-10-16
14.279385566711426,2003-10-17
14.364293098449707,2003-10-20
15.012655258178711,2003-10-21
14.39516830444336,2003-10-22
14.750216484069824,2003-10-23
15.437169075012207,2003-10-24
15.29051685333252,2003-10-27
14.580409049987793,2003-10-28
14.51866340637207,2003-10-29
14.279385566711426,2003-10-30
14.047822952270508,2003-10-31
14.549535751342773,2003-11-03
14.078701972961426,2003-11-04
13.152474403381348,2003-11-05
13.715932846069336,2003-11-06
14.665316581726074,2003-11-07
15.02808666229248,2003-11-10
15.18245792388916,2003-11-11
15.228777885437012,2003-11-12
15.282795906066895,2003-11-13
15.552961349487305,2003-11-14
16.51777458190918,2003-11-17
17.444007873535156,2003-11-18
17.096670150756836,2003-11-19
17.173852920532227,2003-11-20
17.25104522705078,2003-11-21
18.91053581237793,2003-11-24
19.66695785522461,2003-11-25
20.106916427612305,2003-11-26
20.616342544555664,2003-11-28
21.14120864868164,2003-12-01
21.774133682250977,2003-12-02
21.233835220336914,2003-12-03
19.898521423339844,2003-12-04
19.18069076538086,2003-12-05
20.762996673583984,2003-12-08
20.485130310058594,2003-12-09
20.068323135375977,2003-12-10
20.446535110473633,2003-12-11
21.172082901000977,2003-12-12
20.971403121948242,2003-12-15
20.099201202392578,2003-12-16
20.34619140625,2003-12-17
20.91737174987793,2003-12-18
21.202957153320312,2003-12-19
20.67809295654297,2003-12-22
20.15323257446289,2003-12-23
20.840187072753906,2003-12-24
21.025426864624023,2003-12-26
21.805009841918945,2003-12-29
21.565731048583984,2003-12-30
21.774133682250977,2003-12-31
22.252685546875,2004-01-02
22.38390350341797,2004-01-05
22.314437866210938,2004-01-06
22.69264793395996,2004-01-07
23.881309509277344,2004-01-08
28.45842742919922,2004-01-09
27.123119354248047,2004-01-12
26.243202209472656,2004-01-13
27.632537841796875,2004-01-14
27.501325607299805,2004-01-15
27.879531860351562,2004-01-16
28.126529693603516,2004-01-20
27.455015182495117,2004-01-21
26.243202209472656,2004-01-22
25.74147605895996,2004-01-23
26.937875747680664,2004-01-26
26.366689682006836,2004-01-27
26.521066665649414,2004-01-28
26.243202209472656,2004-01-29
25.401872634887695,2004-01-30
24.722631454467773,2004-02-02
24.70719337463379,2004-02-03
25.162595748901367,2004-02-04
22.769834518432617,2004-02-05
22.808422088623047,2004-02-06
23.17119789123535,2004-02-09
23.479944229125977,2004-02-10
23.935340881347656,2004-02-11
23.541688919067383,2004-02-12
23.155757904052734,2004-02-13
23.163484573364258,2004-02-17
23.117164611816406,2004-02-18
22.2835636138916,2004-02-19
21.666074752807617,2004-02-20
20.446535110473633,2004-02-23
20.693531036376953,2004-02-24
21.334178924560547,2004-02-25
21.403640747070312,2004-02-26
21.990253448486328,2004-02-27
22.576868057250977,2004-03-01
22.26812171936035,2004-03-02
22.152345657348633,2004-03-03
23.23294448852539,2004-03-04
25.124000549316406,2004-03-05
24.74579429626465,2004-03-08
24.691757202148438,2004-03-09
24.506515502929688,2004-03-10
24.406173706054688,2004-03-11
25.62570571899414,2004-03-12
24.26723289489746,2004-03-15
23.00139045715332,2004-03-16
23.91217613220215,2004-03-17
23.91217613220215,2004-03-18
23.927616119384766,2004-03-19
23.99708366394043,2004-03-22
23.943056106567383,2004-03-23
24.48335838317871,2004-03-24
26.142850875854492,2004-03-25
26.189170837402344,2004-03-26
27.424137115478516,2004-03-29
28.165128707885742,2004-03-30
27.964454650878906,2004-03-31
27.663415908813477,2004-04-01
27.393264770507812,2004-04-02
26.003915786743164,2004-04-05
25.50992774963379,2004-04-06
24.73035430908203,2004-04-07
26.2354736328125,2004-04-08
26.042509078979492,2004-04-12
25.370994567871094,2004-04-13
24.514232635498047,2004-04-14
24.375301361083984,2004-04-15
23.541688919067383,2004-04-16
23.148042678833008,2004-04-19
22.07515525817871,2004-04-20
23.449064254760742,2004-04-21
24.31354522705078,2004-04-22
25.162595748901367,2004-04-23
24.892444610595703,2004-04-26
24.328990936279297,2004-04-27
