FOXA,Date
30.167510986328125,2022-11-22
30.343246459960938,2022-11-23
30.548267364501953,2022-11-25
30.2651424407959,2022-11-28
30.968074798583984,2022-11-29
31.680770874023438,2022-11-30
31.33906364440918,2022-12-01
31.778400421142578,2022-12-02
31.251197814941406,2022-12-05
30.2651424407959,2022-12-06
29.972253799438477,2022-12-07
30.2651424407959,2022-12-08
30.567792892456055,2022-12-09
30.78257942199707,2022-12-12
31.270723342895508,2022-12-13
31.046178817749023,2022-12-14
29.972253799438477,2022-12-15
30.01130485534668,2022-12-16
28.790937423706055,2022-12-19
29.240032196044922,2022-12-20
29.611024856567383,2022-12-21
29.776994705200195,2022-12-22
30.030832290649414,2022-12-23
29.894149780273438,2022-12-27
29.396242141723633,2022-12-28
29.835573196411133,2022-12-29
29.650075912475586,2022-12-30
29.552446365356445,2023-01-03
30.53850555419922,2023-01-04
30.11870002746582,2023-01-05
30.997364044189453,2023-01-06
30.528743743896484,2023-01-09
31.13404655456543,2023-01-10
31.309778213500977,2023-01-11
31.446456909179688,2023-01-12
31.563617706298828,2023-01-13
31.016889572143555,2023-01-17
30.733762741088867,2023-01-18
30.567792892456055,2023-01-19
30.811866760253906,2023-01-20
31.895551681518555,2023-01-23
31.895551681518555,2023-01-24
32.69611740112305,2023-01-25
33.154972076416016,2023-01-26
33.04758071899414,2023-01-27
32.862083435058594,2023-01-30
33.13544845581055,2023-01-31
33.496681213378906,2023-02-01
34.150794982910156,2023-02-02
33.77980041503906,2023-02-03
33.16474151611328,2023-02-06
33.24283981323242,2023-02-07
34.6975212097168,2023-02-08
34.89278030395508,2023-02-09
34.96112060546875,2023-02-10
34.843963623046875,2023-02-13
34.91230392456055,2023-02-14
36.24006652832031,2023-02-15
35.859310150146484,2023-02-16
36.152198791503906,2023-02-17
35.312583923339844,2023-02-21
35.644527435302734,2023-02-22
35.47855758666992,2023-02-23
35.039222717285156,2023-02-24
34.83420181274414,2023-02-27
34.43109893798828,2023-02-28
34.21479415893555,2023-03-01
34.51958465576172,2023-03-02
34.3327751159668,2023-03-03
34.21479415893555,2023-03-06
34.10664367675781,2023-03-07
33.919837951660156,2023-03-08
32.71052551269531,2023-03-09
32.58271026611328,2023-03-10
31.737173080444336,2023-03-13
32.34674835205078,2023-03-14
31.973134994506836,2023-03-15
32.38607406616211,2023-03-16
32.17960739135742,2023-03-17
32.867835998535156,2023-03-20
33.16278839111328,2023-03-21
32.75968551635742,2023-03-22
33.103797912597656,2023-03-23
32.50405502319336,2023-03-24
33.06447219848633,2023-03-27
32.20909881591797,2023-03-28
32.612205505371094,2023-03-29
33.103797912597656,2023-03-30
33.4774055480957,2023-03-31
33.605220794677734,2023-04-03
33.30043411254883,2023-04-04
33.17262268066406,2023-04-05
32.88749694824219,2023-04-06
33.35942840576172,2023-04-10
33.61505126953125,2023-04-11
33.16278839111328,2023-04-12
33.36925506591797,2023-04-13
32.848167419433594,2023-04-14
33.418418884277344,2023-04-17
33.42824935913086,2023-04-18
33.270938873291016,2023-04-19
33.13329315185547,2023-04-20
33.05463790893555,2023-04-21
32.09111785888672,2023-04-24
31.894481658935547,2023-04-25
31.92397689819336,2023-04-26
32.30741882324219,2023-04-27
32.70069122314453,2023-04-28
32.74001693725586,2023-05-01
32.50405502319336,2023-05-02
32.15011215209961,2023-05-03
30.636005401611328,2023-05-04
31.432384490966797,2023-05-05
31.62902069091797,2023-05-08
31.147262573242188,2023-05-09
30.665502548217773,2023-05-10
30.154245376586914,2023-05-11
30.20340347290039,2023-05-12
30.488529205322266,2023-05-15
30.0166015625,2023-05-16
30.852306365966797,2023-05-17
30.567182540893555,2023-05-18
30.812978744506836,2023-05-19
30.783483505249023,2023-05-22
30.822813034057617,2023-05-23
30.508193969726562,2023-05-24
30.547521591186523,2023-05-25
30.871971130371094,2023-05-26
30.950624465942383,2023-05-30
30.675334930419922,2023-05-31
30.783483505249023,2023-06-01
31.334068298339844,2023-06-02
31.648685455322266,2023-06-05
31.992801666259766,2023-06-06
32.78917694091797,2023-06-07
33.270938873291016,2023-06-08
32.97598648071289,2023-06-09
32.92682647705078,2023-06-12
32.74985122680664,2023-06-13
32.73019027709961,2023-06-14
33.103797912597656,2023-06-15
33.074302673339844,2023-06-16
32.690860748291016,2023-06-20
32.63187026977539,2023-06-21
32.34674835205078,2023-06-22
32.120609283447266,2023-06-23
32.6810302734375,2023-06-26
33.78219223022461,2023-06-27
33.75270080566406,2023-06-28
33.831356048583984,2023-06-29
33.42824935913086,2023-06-30
33.74287033081055,2023-07-03
33.63471603393555,2023-07-05
33.46757507324219,2023-07-06
33.50690460205078,2023-07-07
33.13329315185547,2023-07-10
33.16278839111328,2023-07-11
33.103797912597656,2023-07-12
33.11363220214844,2023-07-13
32.63187026977539,2023-07-14
32.87766647338867,2023-07-17
33.42824935913086,2023-07-18
33.15296173095703,2023-07-19
33.21194839477539,2023-07-20
32.94648742675781,2023-07-21
32.641700744628906,2023-07-24
32.41557312011719,2023-07-25
32.59254455566406,2023-07-26
32.54338073730469,2023-07-27
32.6810302734375,2023-07-28
32.88749694824219,2023-07-31
32.70069122314453,2023-08-01
32.7695198059082,2023-08-02
32.40573501586914,2023-08-03
32.50405502319336,2023-08-04
32.52372360229492,2023-08-07
34.34260940551758,2023-08-08
34.067317962646484,2023-08-09
33.910011291503906,2023-08-10
34.018157958984375,2023-08-11
33.270938873291016,2023-08-14
33.43807601928711,2023-08-15
33.025142669677734,2023-08-16
32.395904541015625,2023-08-17
32.88749694824219,2023-08-18
32.641700744628906,2023-08-21
32.30741882324219,2023-08-22
32.38607406616211,2023-08-23
32.03213119506836,2023-08-24
31.88465118408203,2023-08-25
32.21893310546875,2023-08-28
32.615352630615234,2023-08-29
33.10096740722656,2023-08-30
32.76401138305664,2023-08-31
30.7026309967041,2023-09-01
31.148603439331055,2023-09-05
31.099048614501953,2023-09-06
30.58370590209961,2023-09-07
31.0792293548584,2023-09-08
31.396364212036133,2023-09-11
31.83242416381836,2023-09-12
31.099048614501953,2023-09-13
31.743228912353516,2023-09-14
31.594572067260742,2023-09-15
31.505380630493164,2023-09-18
31.80269432067871,2023-09-19
30.871109008789062,2023-09-20
31.852245330810547,2023-09-21
31.069318771362305,2023-09-22
30.930570602416992,2023-09-25
30.672901153564453,2023-09-26
30.643169403076172,2023-09-27
30.86119842529297,2023-09-28
30.92066192626953,2023-09-29
30.573795318603516,2023-10-02
29.929615020751953,2023-10-03
30.03862953186035,2023-10-04
29.929615020751953,2023-10-05
30.108001708984375,2023-10-06
30.7026309967041,2023-10-09
30.990036010742188,2023-10-10
30.910751342773438,2023-10-11
30.47469139099121,2023-10-12
30.672901153564453,2023-10-13
31.336902618408203,2023-10-16
31.624303817749023,2023-10-17
31.277437210083008,2023-10-18
30.573795318603516,2023-10-19
30.345855712890625,2023-10-20
30.2269287109375,2023-10-23
30.177377700805664,2023-10-24
29.979167938232422,2023-10-25
29.53319549560547,2023-10-26
29.176420211791992,2023-10-27
29.325077056884766,2023-10-30
30.11791229248047,2023-10-31
30.187286376953125,2023-11-01
30.672901153564453,2023-11-02
31.535110473632812,2023-11-03
31.019765853881836,2023-11-06
30.66299057006836,2023-11-07
30.25666046142578,2023-11-08
29.414270401000977,2023-11-09
29.860240936279297,2023-11-10
29.325077056884766,2023-11-13
29.820600509643555,2023-11-14
30.19719696044922,2023-11-15
29.81068992614746,2023-11-16
30.08818244934082,2023-11-17
30.36567497253418,2023-11-20
30.03862953186035,2023-11-21
30.08818244934082,2023-11-22
30.19719696044922,2023-11-24
29.949434280395508,2023-11-27
29.59265899658203,2023-11-28
29.315166473388672,2023-11-29
29.275524139404297,2023-11-30
29.929615020751953,2023-12-01
29.979167938232422,2023-12-04
29.216060638427734,2023-12-05
28.948476791381836,2023-12-06
29.06740379333496,2023-12-07
29.67194366455078,2023-12-08
29.42418098449707,2023-12-11
28.83946418762207,2023-12-12
29.285432815551758,2023-12-13
29.800777435302734,2023-12-14
29.513376235961914,2023-12-15
29.384538650512695,2023-12-18
29.681854248046875,2023-12-19
29.176420211791992,2023-12-20
29.70167350769043,2023-12-21
29.543106079101562,2023-12-22
29.612478256225586,2023-12-26
29.434091567993164,2023-12-27
29.47373390197754,2023-12-28
29.404359817504883,2023-12-29
29.969255447387695,2024-01-02
29.73140525817871,2024-01-03
29.79086685180664,2024-01-04
29.87015151977539,2024-01-05
30.276479721069336,2024-01-08
29.989078521728516,2024-01-09
30.39540672302246,2024-01-10
30.62334632873535,2024-01-11
30.86119842529297,2024-01-12
30.47469139099121,2024-01-16
30.36567497253418,2024-01-17
30.593616485595703,2024-01-18
30.75218391418457,2024-01-19
30.990036010742188,2024-01-22
31.237796783447266,2024-01-23
31.128780364990234,2024-01-24
31.842336654663086,2024-01-25
31.931529998779297,2024-01-26
32.06036376953125,2024-01-29
32.01081085205078,2024-01-30
32.01081085205078,2024-01-31
32.11982727050781,2024-02-01
31.515289306640625,2024-02-02
31.128780364990234,2024-02-05
31.336902618408203,2024-02-06
29.20615005493164,2024-02-07
28.522329330444336,2024-02-08
29.50346565246582,2024-02-09
30.16746711730957,2024-02-12
29.42418098449707,2024-02-13
29.979167938232422,2024-02-14
30.28639030456543,2024-02-15
30.16746711730957,2024-02-16
29.820600509643555,2024-02-20
29.681854248046875,2024-02-21
29.582748413085938,2024-02-22
29.9593448638916,2024-02-23
29.364717483520508,2024-02-26
29.305253982543945,2024-02-27
29.176420211791992,2024-02-28
29.523286819458008,2024-02-29
29.156599044799805,2024-03-01
28.780000686645508,2024-03-04
28.81999969482422,2024-03-05
28.420000076293945,2024-03-06
28.65999984741211,2024-03-07
28.860000610351562,2024-03-08
29.93000030517578,2024-03-11
29.459999084472656,2024-03-12
29.780000686645508,2024-03-13
29.31999969482422,2024-03-14
29.549999237060547,2024-03-15
29.709999084472656,2024-03-18
29.809999465942383,2024-03-19
30.219999313354492,2024-03-20
30.510000228881836,2024-03-21
30.040000915527344,2024-03-22
30.219999313354492,2024-03-25
30.579999923706055,2024-03-26
31.170000076293945,2024-03-27
31.270000457763672,2024-03-28
31.350000381469727,2024-04-01
31.030000686645508,2024-04-02
31.40999984741211,2024-04-03
31.139999389648438,2024-04-04
31.020000457763672,2024-04-05
