PH,Date
3.021005868911743,1980-12-23
3.0095198154449463,1980-12-24
3.021005868911743,1980-12-26
2.9520857334136963,1980-12-29
2.9865481853485107,1980-12-30
2.9865481853485107,1980-12-31
2.9176275730133057,1981-01-02
2.9520857334136963,1981-01-05
2.9520857334136963,1981-01-06
2.9061405658721924,1981-01-07
2.8946545124053955,1981-01-08
2.9176275730133057,1981-01-09
2.9291138648986816,1981-01-12
2.8946545124053955,1981-01-13
2.871680498123169,1981-01-14
2.8487071990966797,1981-01-15
2.860194444656372,1981-01-16
2.8487071990966797,1981-01-19
2.768300771713257,1981-01-20
2.7338385581970215,1981-01-21
2.66491961479187,1981-01-22
2.7338385581970215,1981-01-23
2.618971586227417,1981-01-26
2.687894344329834,1981-01-27
2.6419458389282227,1981-01-28
2.653433084487915,1981-01-29
2.7223503589630127,1981-01-30
2.66491961479187,1981-02-02
2.6419458389282227,1981-02-03
2.6419458389282227,1981-02-04
2.653433084487915,1981-02-05
2.6419458389282227,1981-02-06
2.6304593086242676,1981-02-09
2.6419458389282227,1981-02-10
2.687894344329834,1981-02-11
2.66491961479187,1981-02-12
2.6304593086242676,1981-02-13
2.6419458389282227,1981-02-17
2.618971586227417,1981-02-18
2.618971586227417,1981-02-19
2.618971586227417,1981-02-20
2.66491961479187,1981-02-23
2.745326042175293,1981-02-24
2.7338385581970215,1981-02-25
2.7912726402282715,1981-02-26
2.8487071990966797,1981-02-27
2.814246892929077,1981-03-02
2.814246892929077,1981-03-03
2.860194444656372,1981-03-04
2.8027586936950684,1981-03-05
2.814246892929077,1981-03-06
2.871680498123169,1981-03-09
2.8487071990966797,1981-03-10
2.860194444656372,1981-03-11
2.9520857334136963,1981-03-12
2.9865481853485107,1981-03-13
3.0324935913085938,1981-03-16
3.021005868911743,1981-03-17
3.170335054397583,1981-03-18
3.1588475704193115,1981-03-19
3.1933109760284424,1981-03-20
3.1818220615386963,1981-03-23
3.170335054397583,1981-03-24
3.170335054397583,1981-03-25
3.089928388595581,1981-03-26
3.0095198154449463,1981-03-27
2.9865481853485107,1981-03-30
3.0439815521240234,1981-03-31
2.9865481853485107,1981-04-01
3.0324935913085938,1981-04-02
2.9750607013702393,1981-04-03
2.9865481853485107,1981-04-06
3.0439815521240234,1981-04-07
3.0095198154449463,1981-04-08
3.021005868911743,1981-04-09
3.0554683208465576,1981-04-10
2.9980335235595703,1981-04-13
3.0324935913085938,1981-04-14
3.078441619873047,1981-04-15
3.170335054397583,1981-04-16
3.1588475704193115,1981-04-20
3.1014139652252197,1981-04-21
3.078441619873047,1981-04-22
3.112900495529175,1981-04-23
3.1014139652252197,1981-04-24
3.1473631858825684,1981-04-27
3.1473631858825684,1981-04-28
3.1588475704193115,1981-04-29
3.1933109760284424,1981-04-30
3.296689033508301,1981-05-01
3.216282606124878,1981-05-04
3.216282606124878,1981-05-05
3.1933109760284424,1981-05-06
3.1588475704193115,1981-05-07
3.1818220615386963,1981-05-08
3.216282606124878,1981-05-11
3.170335054397583,1981-05-12
3.1588475704193115,1981-05-13
3.2047958374023438,1981-05-14
3.216282606124878,1981-05-15
3.216282606124878,1981-05-18
3.2737157344818115,1981-05-19
3.3770933151245117,1981-05-20
3.365610361099243,1981-05-21
3.3426361083984375,1981-05-22
3.3196606636047363,1981-05-26
3.331148862838745,1981-05-27
3.3196606636047363,1981-05-28
3.331148862838745,1981-05-29
3.296689033508301,1981-06-01
3.331148862838745,1981-06-02
3.354123830795288,1981-06-03
3.3081750869750977,1981-06-04
3.4000697135925293,1981-06-05
3.4230425357818604,1981-06-08
3.480475664138794,1981-06-09
3.4230425357818604,1981-06-10
3.4115586280822754,1981-06-11
3.4115586280822754,1981-06-12
3.4000697135925293,1981-06-15
3.331148862838745,1981-06-16
3.28520131111145,1981-06-17
3.296689033508301,1981-06-18
3.2392537593841553,1981-06-19
3.28520131111145,1981-06-22
3.4000697135925293,1981-06-23
3.3770933151245117,1981-06-24
3.3770933151245117,1981-06-25
3.3426361083984375,1981-06-26
3.331148862838745,1981-06-29
3.28520131111145,1981-06-30
3.3081750869750977,1981-07-01
3.2737157344818115,1981-07-02
3.216282606124878,1981-07-06
3.216282606124878,1981-07-07
3.216282606124878,1981-07-08
3.1933109760284424,1981-07-09
3.1933109760284424,1981-07-10
3.1818220615386963,1981-07-13
3.0439815521240234,1981-07-14
3.1014139652252197,1981-07-15
3.112900495529175,1981-07-16
3.1014139652252197,1981-07-17
3.112900495529175,1981-07-20
3.089928388595581,1981-07-21
3.1014139652252197,1981-07-22
3.112900495529175,1981-07-23
3.089928388595581,1981-07-24
3.1243886947631836,1981-07-27
3.1358742713928223,1981-07-28
3.1358742713928223,1981-07-29
3.078441619873047,1981-07-30
3.0324935913085938,1981-07-31
3.112900495529175,1981-08-03
3.078441619873047,1981-08-04
3.0439815521240234,1981-08-05
3.0554683208465576,1981-08-06
3.1014139652252197,1981-08-07
3.1014139652252197,1981-08-10
3.1243886947631836,1981-08-11
3.112900495529175,1981-08-12
3.1014139652252197,1981-08-13
3.112900495529175,1981-08-14
3.078441619873047,1981-08-17
3.089928388595581,1981-08-18
3.089928388595581,1981-08-19
3.089928388595581,1981-08-20
3.0324935913085938,1981-08-21
3.021005868911743,1981-08-24
3.0324935913085938,1981-08-25
3.0669538974761963,1981-08-26
3.0439815521240234,1981-08-27
3.021005868911743,1981-08-28
2.940598726272583,1981-08-31
2.9061405658721924,1981-09-01
2.9176275730133057,1981-09-02
2.940598726272583,1981-09-03
2.8831682205200195,1981-09-04
1.9182820320129395,1981-09-08
1.9067940711975098,1981-09-09
1.8838229179382324,1981-09-10
1.8838229179382324,1981-09-11
1.9067940711975098,1981-09-14
1.8953083753585815,1981-09-15
1.8608486652374268,1981-09-16
1.8723357915878296,1981-09-17
1.8493623733520508,1981-09-18
1.8149007558822632,1981-09-21
1.7919286489486694,1981-09-22
1.7804416418075562,1981-09-23
1.8034145832061768,1981-09-24
1.677061676979065,1981-09-25
1.677061676979065,1981-09-28
1.723008394241333,1981-09-29
1.745981216430664,1981-09-30
1.7000348567962646,1981-10-01
1.677061676979065,1981-10-02
1.723008394241333,1981-10-05
1.723008394241333,1981-10-06
1.723008394241333,1981-10-07
1.745981216430664,1981-10-08
1.8378757238388062,1981-10-09
1.8493623733520508,1981-10-12
1.8493623733520508,1981-10-13
1.82638680934906,1981-10-14
1.82638680934906,1981-10-15
1.7689549922943115,1981-10-16
1.745981216430664,1981-10-19
1.7574692964553833,1981-10-20
1.7344954013824463,1981-10-21
1.7344954013824463,1981-10-22
1.7804416418075562,1981-10-23
1.745981216430664,1981-10-26
1.8034145832061768,1981-10-27
1.8149007558822632,1981-10-28
1.7919286489486694,1981-10-29
1.7919286489486694,1981-10-30
1.745981216430664,1981-11-02
1.7574692964553833,1981-11-03
1.7689549922943115,1981-11-04
1.7689549922943115,1981-11-05
1.7919286489486694,1981-11-06
1.8149007558822632,1981-11-09
1.7919286489486694,1981-11-10
1.8034145832061768,1981-11-11
1.9182820320129395,1981-11-12
1.8953083753585815,1981-11-13
1.82638680934906,1981-11-16
1.82638680934906,1981-11-17
1.8149007558822632,1981-11-18
1.8149007558822632,1981-11-19
1.8034145832061768,1981-11-20
1.8723357915878296,1981-11-23
1.9067940711975098,1981-11-24
2.010178565979004,1981-11-25
2.067610263824463,1981-11-27
2.159503936767578,1981-11-30
2.067610263824463,1981-12-01
2.021662712097168,1981-12-02
1.9986903667449951,1981-12-03
1.9642289876937866,1981-12-04
1.9412572383880615,1981-12-07
1.9297691583633423,1981-12-08
1.9297691583633423,1981-12-09
1.9642289876937866,1981-12-10
1.9412572383880615,1981-12-11
1.9182820320129395,1981-12-14
1.9872019290924072,1981-12-15
2.0446364879608154,1981-12-16
2.0446364879608154,1981-12-17
2.1020700931549072,1981-12-18
2.1020700931549072,1981-12-21
2.0790956020355225,1981-12-22
2.067610263824463,1981-12-23
2.067610263824463,1981-12-24
2.090583562850952,1981-12-28
2.1365296840667725,1981-12-29
2.056122303009033,1981-12-30
2.1020700931549072,1981-12-31
2.021662712097168,1982-01-04
1.9872019290924072,1982-01-05
1.9872019290924072,1982-01-06
1.9297691583633423,1982-01-07
1.8838229179382324,1982-01-08
1.9182820320129395,1982-01-11
1.9182820320129395,1982-01-12
1.7919286489486694,1982-01-13
1.8378757238388062,1982-01-14
1.8608486652374268,1982-01-15
1.8378757238388062,1982-01-18
1.8149007558822632,1982-01-19
1.8378757238388062,1982-01-20
1.8608486652374268,1982-01-21
1.8608486652374268,1982-01-22
1.8149007558822632,1982-01-25
1.8149007558822632,1982-01-26
1.82638680934906,1982-01-27
1.8493623733520508,1982-01-28
1.8493623733520508,1982-01-29
1.8493623733520508,1982-02-01
1.8149007558822632,1982-02-02
1.745981216430664,1982-02-03
1.7689549922943115,1982-02-04
1.7574692964553833,1982-02-05
1.723008394241333,1982-02-08
1.654088020324707,1982-02-09
1.654088020324707,1982-02-10
1.6311147212982178,1982-02-11
1.5851672887802124,1982-02-12
1.654088020324707,1982-02-16
1.6655744314193726,1982-02-17
1.688546895980835,1982-02-18
1.688546895980835,1982-02-19
1.745981216430664,1982-02-22
1.745981216430664,1982-02-23
1.7804416418075562,1982-02-24
1.745981216430664,1982-02-25
1.7689549922943115,1982-02-26
1.7689549922943115,1982-03-01
1.8149007558822632,1982-03-02
1.7804416418075562,1982-03-03
1.7000348567962646,1982-03-04
1.6655744314193726,1982-03-05
1.6655744314193726,1982-03-08
1.677061676979065,1982-03-09
1.654088020324707,1982-03-10
1.5277342796325684,1982-03-11
1.5966554880142212,1982-03-12
1.608141303062439,1982-03-15
1.608141303062439,1982-03-16
1.619626760482788,1982-03-17
1.642600655555725,1982-03-18
1.654088020324707,1982-03-19
1.688546895980835,1982-03-22
1.7000348567962646,1982-03-23
1.7344954013824463,1982-03-24
1.745981216430664,1982-03-25
1.7574692964553833,1982-03-26
1.7344954013824463,1982-03-29
1.7344954013824463,1982-03-30
1.723008394241333,1982-03-31
1.7574692964553833,1982-04-01
1.723008394241333,1982-04-02
1.7344954013824463,1982-04-05
1.7689549922943115,1982-04-06
1.745981216430664,1982-04-07
1.7919286489486694,1982-04-08
1.7919286489486694,1982-04-12
1.7919286489486694,1982-04-13
1.7804416418075562,1982-04-14
1.82638680934906,1982-04-15
1.8608486652374268,1982-04-16
1.8608486652374268,1982-04-19
1.8608486652374268,1982-04-20
1.8953083753585815,1982-04-21
1.8838229179382324,1982-04-22
1.8378757238388062,1982-04-23
1.8493623733520508,1982-04-26
1.8378757238388062,1982-04-27
1.8493623733520508,1982-04-28
1.82638680934906,1982-04-29
1.82638680934906,1982-04-30
1.8034145832061768,1982-05-03
1.8034145832061768,1982-05-04
1.7000348567962646,1982-05-05
1.7344954013824463,1982-05-06
1.723008394241333,1982-05-07
1.7344954013824463,1982-05-10
1.688546895980835,1982-05-11
1.723008394241333,1982-05-12
1.7919286489486694,1982-05-13
1.7919286489486694,1982-05-14
1.7574692964553833,1982-05-17
1.711521029472351,1982-05-18
1.711521029472351,1982-05-19
1.688546895980835,1982-05-20
1.677061676979065,1982-05-21
1.677061676979065,1982-05-24
1.654088020324707,1982-05-25
1.619626760482788,1982-05-26
1.5851672887802124,1982-05-27
1.562194585800171,1982-05-28
1.5392208099365234,1982-06-01
1.562194585800171,1982-06-02
1.5851672887802124,1982-06-03
1.5851672887802124,1982-06-04
1.5736815929412842,1982-06-07
1.562194585800171,1982-06-08
1.562194585800171,1982-06-09
1.5507065057754517,1982-06-10
1.5392208099365234,1982-06-11
1.5507065057754517,1982-06-14
1.4702993631362915,1982-06-15
1.4588136672973633,1982-06-16
1.4473272562026978,1982-06-17
1.4588136672973633,1982-06-18
1.4588136672973633,1982-06-21
1.4358402490615845,1982-06-22
1.4588136672973633,1982-06-23
1.4702993631362915,1982-06-24
1.4588136672973633,1982-06-25
1.4588136672973633,1982-06-28
1.4358402490615845,1982-06-29
1.4588136672973633,1982-06-30
1.4243534803390503,1982-07-01
1.4358402490615845,1982-07-02
1.4473272562026978,1982-07-06
1.4473272562026978,1982-07-07
1.4243534803390503,1982-07-08
1.4243534803390503,1982-07-09
1.3898937702178955,1982-07-12
1.4128670692443848,1982-07-13
1.4128670692443848,1982-07-14
1.4013795852661133,1982-07-15
1.4013795852661133,1982-07-16
1.4358402490615845,1982-07-19
1.4702993631362915,1982-07-20
1.4702993631362915,1982-07-21
1.4473272562026978,1982-07-22
1.4358402490615845,1982-07-23
1.4243534803390503,1982-07-26
1.4128670692443848,1982-07-27
1.4243534803390503,1982-07-28
1.4473272562026978,1982-07-29
1.4588136672973633,1982-07-30
1.4473272562026978,1982-08-02
1.481787085533142,1982-08-03
1.4473272562026978,1982-08-04
1.493274211883545,1982-08-05
1.4243534803390503,1982-08-06
1.4473272562026978,1982-08-09
1.4013795852661133,1982-08-10
1.4013795852661133,1982-08-11
1.3784065246582031,1982-08-12
1.3898937702178955,1982-08-13
1.4013795852661133,1982-08-16
1.4013795852661133,1982-08-17
1.4128670692443848,1982-08-18
1.3784065246582031,1982-08-19
1.4128670692443848,1982-08-20
1.4702993631362915,1982-08-23
1.562194585800171,1982-08-24
1.711521029472351,1982-08-25
1.688546895980835,1982-08-26
1.6311147212982178,1982-08-27
1.608141303062439,1982-08-30
1.688546895980835,1982-08-31
1.677061676979065,1982-09-01
1.677061676979065,1982-09-02
1.7344954013824463,1982-09-03
1.745981216430664,1982-09-07
1.745981216430664,1982-09-08
1.7344954013824463,1982-09-09
1.723008394241333,1982-09-10
1.7804416418075562,1982-09-13
1.8149007558822632,1982-09-14
1.8378757238388062,1982-09-15
1.82638680934906,1982-09-16
1.7689549922943115,1982-09-17
1.7344954013824463,1982-09-20
1.7804416418075562,1982-09-21
1.7574692964553833,1982-09-22
1.7574692964553833,1982-09-23
1.7804416418075562,1982-09-24
1.7574692964553833,1982-09-27
1.7574692964553833,1982-09-28
1.654088020324707,1982-09-29
1.642600655555725,1982-09-30
1.688546895980835,1982-10-01
1.677061676979065,1982-10-04
1.745981216430664,1982-10-05
1.745981216430664,1982-10-06
1.745981216430664,1982-10-07
1.8034145832061768,1982-10-08
1.8149007558822632,1982-10-11
1.8953083753585815,1982-10-12
1.9182820320129395,1982-10-13
1.8953083753585815,1982-10-14
1.8838229179382324,1982-10-15
1.9297691583633423,1982-10-18
1.9412572383880615,1982-10-19
1.9297691583633423,1982-10-20
1.9527426958084106,1982-10-21
1.9182820320129395,1982-10-22
1.8838229179382324,1982-10-25
1.8149007558822632,1982-10-26
1.8378757238388062,1982-10-27
1.8149007558822632,1982-10-28
1.7919286489486694,1982-10-29
1.7919286489486694,1982-11-01
1.8149007558822632,1982-11-02
1.9297691583633423,1982-11-03
2.0446364879608154,1982-11-04
2.067610263824463,1982-11-05
2.021662712097168,1982-11-08
2.1020700931549072,1982-11-09
2.0331478118896484,1982-11-10
2.021662712097168,1982-11-11
2.056122303009033,1982-11-12
1.9986903667449951,1982-11-15
1.9872019290924072,1982-11-16
2.067610263824463,1982-11-17
2.067610263824463,1982-11-18
2.056122303009033,1982-11-19
2.056122303009033,1982-11-22
1.975716471672058,1982-11-23
1.9986903667449951,1982-11-24
1.9642289876937866,1982-11-26
2.021662712097168,1982-11-29
2.1365296840667725,1982-11-30
2.056122303009033,1982-12-01
2.0446364879608154,1982-12-02
2.021662712097168,1982-12-03
1.9986903667449951,1982-12-06
2.0446364879608154,1982-12-07
2.021662712097168,1982-12-08
1.9527426958084106,1982-12-09
1.9297691583633423,1982-12-10
1.8953083753585815,1982-12-13
1.8608486652374268,1982-12-14
1.7804416418075562,1982-12-15
1.8378757238388062,1982-12-16
1.82638680934906,1982-12-17
1.8149007558822632,1982-12-20
1.8953083753585815,1982-12-21
1.9412572383880615,1982-12-22
1.9297691583633423,1982-12-23
1.9642289876937866,1982-12-27
1.9297691583633423,1982-12-28
1.9297691583633423,1982-12-29
1.9297691583633423,1982-12-30
1.9642289876937866,1982-12-31
1.8953083753585815,1983-01-03
1.8953083753585815,1983-01-04
1.9297691583633423,1983-01-05
2.1135568618774414,1983-01-06
2.056122303009033,1983-01-07
2.205451011657715,1983-01-10
2.274371385574341,1983-01-11
2.2628846168518066,1983-01-12
2.2628846168518066,1983-01-13
2.297344923019409,1983-01-14
2.389237880706787,1983-01-17
2.320317506790161,1983-01-18
2.251397132873535,1983-01-19
2.239910364151001,1983-01-20
2.182476282119751,1983-01-21
2.1020700931549072,1983-01-24
2.159503936767578,1983-01-25
2.251397132873535,1983-01-26
2.2628846168518066,1983-01-27
2.320317506790161,1983-01-28
2.228424549102783,1983-01-31
2.205451011657715,1983-02-01
2.239910364151001,1983-02-02
2.343289852142334,1983-02-03
2.308830738067627,1983-02-04
2.320317506790161,1983-02-07
2.320317506790161,1983-02-08
2.285857915878296,1983-02-09
2.320317506790161,1983-02-10
2.343289852142334,1983-02-11
2.41221022605896,1983-02-14
2.446671962738037,1983-02-15
2.4351837635040283,1983-02-16
2.4581587314605713,1983-02-17
2.4581587314605713,1983-02-18
2.446671962738037,1983-02-22
2.4926183223724365,1983-02-23
2.4926183223724365,1983-02-24
2.4811317920684814,1983-02-25
2.4581587314605713,1983-02-28
2.4811317920684814,1983-03-01
2.446671962738037,1983-03-02
2.4581587314605713,1983-03-03
2.538564682006836,1983-03-04
2.4811317920684814,1983-03-07
2.5155906677246094,1983-03-08
2.5730249881744385,1983-03-09
2.607485294342041,1983-03-10
2.5959999561309814,1983-03-11
2.55005145072937,1983-03-14
2.527078866958618,1983-03-15
2.55005145072937,1983-03-16
2.504106044769287,1983-03-17
2.446671962738037,1983-03-18
2.274371385574341,1983-03-21
2.389237880706787,1983-03-22
2.4811317920684814,1983-03-23
2.504106044769287,1983-03-24
2.4696450233459473,1983-03-25
2.4581587314605713,1983-03-28
2.4811317920684814,1983-03-29
2.446671962738037,1983-03-30
2.4926183223724365,1983-03-31
2.4811317920684814,1983-04-04
2.4811317920684814,1983-04-05
2.4811317920684814,1983-04-06
2.4926183223724365,1983-04-07
2.55005145072937,1983-04-08
2.618971586227417,1983-04-11
2.676405906677246,1983-04-12
2.699378728866577,1983-04-13
2.7223503589630127,1983-04-14
2.66491961479187,1983-04-15
2.6419458389282227,1983-04-18
2.6304593086242676,1983-04-19
2.653433084487915,1983-04-20
2.6304593086242676,1983-04-21
2.5730249881744385,1983-04-22
2.5959999561309814,1983-04-25
2.5615391731262207,1983-04-26
2.4811317920684814,1983-04-27
2.504106044769287,1983-04-28
2.527078866958618,1983-04-29
2.4581587314605713,1983-05-02
2.389237880706787,1983-05-03
2.4351837635040283,1983-05-04
2.4351837635040283,1983-05-05
2.527078866958618,1983-05-06
2.538564682006836,1983-05-09
2.5615391731262207,1983-05-10
2.55005145072937,1983-05-11
2.4926183223724365,1983-05-12
2.5155906677246094,1983-05-13
2.504106044769287,1983-05-16
2.4811317920684814,1983-05-17
2.55005145072937,1983-05-18
2.41221022605896,1983-05-19
2.4811317920684814,1983-05-20
2.4581587314605713,1983-05-23
2.5155906677246094,1983-05-24
2.5730249881744385,1983-05-25
2.55005145072937,1983-05-26
2.55005145072937,1983-05-27
2.5155906677246094,1983-05-31
2.4696450233459473,1983-06-01
2.4811317920684814,1983-06-02
2.446671962738037,1983-06-03
2.4351837635040283,1983-06-06
2.389237880706787,1983-06-07
2.308830738067627,1983-06-08
2.377751350402832,1983-06-09
2.4351837635040283,1983-06-10
2.5155906677246094,1983-06-13
2.504106044769287,1983-06-14
2.4926183223724365,1983-06-15
2.5959999561309814,1983-06-16
2.7568130493164062,1983-06-17
2.768300771713257,1983-06-20
2.7568130493164062,1983-06-21
2.7568130493164062,1983-06-22
2.745326042175293,1983-06-23
2.745326042175293,1983-06-24
2.699378728866577,1983-06-27
2.710865020751953,1983-06-28
2.710865020751953,1983-06-29
2.745326042175293,1983-06-30
2.745326042175293,1983-07-01
2.66491961479187,1983-07-05
2.676405906677246,1983-07-06
2.7568130493164062,1983-07-07
2.699378728866577,1983-07-08
2.7338385581970215,1983-07-11
2.710865020751953,1983-07-12
2.7568130493164062,1983-07-13
2.745326042175293,1983-07-14
2.687894344329834,1983-07-15
2.699378728866577,1983-07-18
2.6304593086242676,1983-07-19
2.66491961479187,1983-07-20
2.7223503589630127,1983-07-21
2.710865020751953,1983-07-22
2.7338385581970215,1983-07-25
2.837218761444092,1983-07-26
2.8487071990966797,1983-07-27
2.814246892929077,1983-07-28
2.77978777885437,1983-07-29
2.6304593086242676,1983-08-01
2.6419458389282227,1983-08-02
2.653433084487915,1983-08-03
2.6304593086242676,1983-08-04
2.5730249881744385,1983-08-05
2.55005145072937,1983-08-08
2.527078866958618,1983-08-09
2.538564682006836,1983-08-10
2.4581587314605713,1983-08-11
2.4696450233459473,1983-08-12
2.527078866958618,1983-08-15
2.527078866958618,1983-08-16
2.538564682006836,1983-08-17
2.538564682006836,1983-08-18
2.5615391731262207,1983-08-19
2.538564682006836,1983-08-22
2.4926183223724365,1983-08-23
2.55005145072937,1983-08-24
2.5615391731262207,1983-08-25
2.5615391731262207,1983-08-26
2.5155906677246094,1983-08-29
2.4926183223724365,1983-08-30
2.538564682006836,1983-08-31
2.5959999561309814,1983-09-01
2.5845131874084473,1983-09-02
2.699378728866577,1983-09-06
2.7223503589630127,1983-09-07
2.7568130493164062,1983-09-08
2.768300771713257,1983-09-09
2.687894344329834,1983-09-12
2.699378728866577,1983-09-13
2.687894344329834,1983-09-14
2.768300771713257,1983-09-15
2.768300771713257,1983-09-16
2.8027586936950684,1983-09-19
2.8027586936950684,1983-09-20
2.8257341384887695,1983-09-21
2.8027586936950684,1983-09-22
2.7912726402282715,1983-09-23
2.77978777885437,1983-09-26
2.710865020751953,1983-09-27
2.6419458389282227,1983-09-28
2.6419458389282227,1983-09-29
2.676405906677246,1983-09-30
2.66491961479187,1983-10-03
