MCIC,Date
0.007000000216066837,2011-11-01
0.006500000134110451,2011-11-02
0.006000000052154064,2011-11-03
0.005499999970197678,2011-11-04
0.00570000009611249,2011-11-07
0.004999999888241291,2011-11-08
0.004999999888241291,2011-11-09
0.004999999888241291,2011-11-10
0.004000000189989805,2011-11-11
0.004000000189989805,2011-11-14
0.004100000020116568,2011-11-15
0.003700000001117587,2011-11-16
0.003700000001117587,2011-11-17
0.00419999985024333,2011-11-18
0.00419999985024333,2011-11-21
0.0032999999821186066,2011-11-22
0.002300000051036477,2011-11-23
0.0026000000070780516,2011-11-25
0.004000000189989805,2011-11-28
0.0035000001080334187,2011-11-29
0.0035000001080334187,2011-11-30
0.003599999938160181,2011-12-01
0.003700000001117587,2011-12-02
0.003000000026077032,2011-12-05
0.00279999990016222,2011-12-06
0.00279999990016222,2011-12-07
0.00279999990016222,2011-12-08
0.00279999990016222,2011-12-09
0.0034000000450760126,2011-12-12
0.0032999999821186066,2011-12-13
0.0032999999821186066,2011-12-14
0.002899999963119626,2011-12-15
0.002899999963119626,2011-12-16
0.002899999963119626,2011-12-19
0.002899999963119626,2011-12-20
0.00279999990016222,2011-12-21
0.002099999925121665,2011-12-22
0.0024999999441206455,2011-12-23
0.002300000051036477,2011-12-27
0.0024999999441206455,2011-12-28
0.0034000000450760126,2011-12-29
0.0034000000450760126,2011-12-30
0.003000000026077032,2012-01-03
0.003000000026077032,2012-01-04
0.0027000000700354576,2012-01-05
0.0024999999441206455,2012-01-06
0.0026000000070780516,2012-01-09
0.0026000000070780516,2012-01-10
0.0026000000070780516,2012-01-11
0.003000000026077032,2012-01-12
0.002400000113993883,2012-01-13
0.0024999999441206455,2012-01-17
0.0024999999441206455,2012-01-18
0.002400000113993883,2012-01-19
0.0027000000700354576,2012-01-20
0.0027000000700354576,2012-01-23
0.0026000000070780516,2012-01-24
0.0024999999441206455,2012-01-25
0.0024999999441206455,2012-01-26
0.0024999999441206455,2012-01-27
0.0024999999441206455,2012-01-30
0.0024999999441206455,2012-01-31
0.0019000000320374966,2012-02-01
0.0024999999441206455,2012-02-02
0.002300000051036477,2012-02-03
0.0017000000225380063,2012-02-06
0.0019000000320374966,2012-02-07
0.0027000000700354576,2012-02-08
0.003000000026077032,2012-02-09
0.002099999925121665,2012-02-10
0.0020000000949949026,2012-02-13
0.00139999995008111,2012-02-14
0.00139999995008111,2012-02-15
0.00139999995008111,2012-02-16
0.0017000000225380063,2012-02-17
0.00139999995008111,2012-02-21
0.00139999995008111,2012-02-22
0.00139999995008111,2012-02-23
0.0019000000320374966,2012-02-24
0.0019000000320374966,2012-02-27
0.0013000000035390258,2012-02-28
0.001500000013038516,2012-02-29
0.0015999999595806003,2012-03-01
0.001500000013038516,2012-03-02
0.0015999999595806003,2012-03-05
0.0024999999441206455,2012-03-06
0.0024999999441206455,2012-03-07
0.002400000113993883,2012-03-08
0.002899999963119626,2012-03-09
0.003000000026077032,2012-03-12
0.003599999938160181,2012-03-13
0.0044999998062849045,2012-03-14
0.00430000014603138,2012-03-15
0.007000000216066837,2012-03-16
0.004999999888241291,2012-03-19
0.006500000134110451,2012-03-20
0.007000000216066837,2012-03-21
0.006500000134110451,2012-03-22
0.006500000134110451,2012-03-23
0.005100000184029341,2012-03-26
0.0052999998442828655,2012-03-27
0.00800000037997961,2012-03-28
0.00800000037997961,2012-03-29
0.007400000002235174,2012-03-30
0.007499999832361937,2012-04-02
0.006099999882280827,2012-04-03
0.006000000052154064,2012-04-04
0.006000000052154064,2012-04-05
0.005799999926239252,2012-04-09
0.005100000184029341,2012-04-10
0.006000000052154064,2012-04-11
0.004999999888241291,2012-04-12
0.004999999888241291,2012-04-13
0.006500000134110451,2012-04-16
0.006800000090152025,2012-04-17
0.007000000216066837,2012-04-18
0.006000000052154064,2012-04-19
0.006500000134110451,2012-04-20
0.006000000052154064,2012-04-23
0.006000000052154064,2012-04-24
0.00800000037997961,2012-04-25
0.011900000274181366,2012-04-26
0.012000000104308128,2012-04-27
0.012000000104308128,2012-04-30
0.009999999776482582,2012-05-01
0.008999999612569809,2012-05-02
0.00800000037997961,2012-05-03
0.009499999694526196,2012-05-04
0.008999999612569809,2012-05-07
0.00800000037997961,2012-05-08
0.008500000461935997,2012-05-09
0.008999999612569809,2012-05-10
0.007000000216066837,2012-05-11
0.008999999612569809,2012-05-14
0.007000000216066837,2012-05-15
0.007000000216066837,2012-05-16
0.007000000216066837,2012-05-17
0.007199999876320362,2012-05-18
0.007499999832361937,2012-05-21
0.00800000037997961,2012-05-22
0.008999999612569809,2012-05-23
0.00800000037997961,2012-05-24
0.007499999832361937,2012-05-25
0.007000000216066837,2012-05-29
0.007600000128149986,2012-05-30
0.00800000037997961,2012-05-31
0.008899999782443047,2012-06-01
0.006200000178068876,2012-06-04
0.006000000052154064,2012-06-05
0.006000000052154064,2012-06-06
0.006000000052154064,2012-06-07
0.006500000134110451,2012-06-08
0.006500000134110451,2012-06-11
0.006000000052154064,2012-06-12
0.006399999838322401,2012-06-13
0.006200000178068876,2012-06-14
0.006500000134110451,2012-06-15
0.0066999997943639755,2012-06-18
0.006399999838322401,2012-06-19
0.006000000052154064,2012-06-20
0.006500000134110451,2012-06-21
0.006200000178068876,2012-06-22
0.00559999980032444,2012-06-25
0.006500000134110451,2012-06-26
0.006000000052154064,2012-06-27
0.006000000052154064,2012-06-28
0.006000000052154064,2012-06-29
0.006000000052154064,2012-07-02
0.005100000184029341,2012-07-03
0.006000000052154064,2012-07-05
0.005499999970197678,2012-07-06
0.006500000134110451,2012-07-09
0.006000000052154064,2012-07-10
0.006000000052154064,2012-07-11
0.005200000014156103,2012-07-12
0.005200000014156103,2012-07-13
0.005200000014156103,2012-07-16
0.0044999998062849045,2012-07-17
0.004699999932199717,2012-07-18
0.006000000052154064,2012-07-19
0.006399999838322401,2012-07-20
0.006399999838322401,2012-07-23
0.006399999838322401,2012-07-24
0.006399999838322401,2012-07-25
0.004999999888241291,2012-07-26
0.006200000178068876,2012-07-27
0.0044999998062849045,2012-07-30
0.004699999932199717,2012-07-31
0.004000000189989805,2012-08-01
0.003000000026077032,2012-08-02
0.004000000189989805,2012-08-03
0.003000000026077032,2012-08-06
0.0035000001080334187,2012-08-07
0.0024999999441206455,2012-08-08
0.003000000026077032,2012-08-09
0.0044999998062849045,2012-08-10
0.004999999888241291,2012-08-13
0.004999999888241291,2012-08-14
0.003599999938160181,2012-08-15
0.005900000222027302,2012-08-16
0.005900000222027302,2012-08-17
0.006000000052154064,2012-08-20
0.00419999985024333,2012-08-21
0.004900000058114529,2012-08-22
0.004399999976158142,2012-08-23
0.004000000189989805,2012-08-24
0.006000000052154064,2012-08-27
0.007899999618530273,2012-08-28
0.008999999612569809,2012-08-29
0.00800000037997961,2012-08-30
0.00800000037997961,2012-08-31
0.004999999888241291,2012-09-04
0.004699999932199717,2012-09-05
0.003599999938160181,2012-09-06
0.003599999938160181,2012-09-07
0.004000000189989805,2012-09-10
0.004000000189989805,2012-09-11
0.004000000189989805,2012-09-12
0.0035000001080334187,2012-09-13
0.003000000026077032,2012-09-14
0.002899999963119626,2012-09-17
0.0017999999690800905,2012-09-18
0.0020000000949949026,2012-09-19
0.003000000026077032,2012-09-20
0.004000000189989805,2012-09-21
0.0024999999441206455,2012-09-24
0.0035000001080334187,2012-09-25
0.0026000000070780516,2012-09-26
0.003000000026077032,2012-09-27
0.003000000026077032,2012-09-28
0.003000000026077032,2012-10-01
0.002199999988079071,2012-10-02
0.004000000189989805,2012-10-03
0.0044999998062849045,2012-10-04
0.0044999998062849045,2012-10-05
0.0044999998062849045,2012-10-08
0.0027000000700354576,2012-10-09
0.0038999998942017555,2012-10-10
0.003000000026077032,2012-10-11
0.0035000001080334187,2012-10-12
0.003000000026077032,2012-10-15
0.003000000026077032,2012-10-16
0.003000000026077032,2012-10-17
0.002300000051036477,2012-10-18
0.002099999925121665,2012-10-19
0.0024999999441206455,2012-10-22
0.003000000026077032,2012-10-23
0.00430000014603138,2012-10-24
0.004900000058114529,2012-10-25
0.0044999998062849045,2012-10-26
0.0044999998062849045,2012-10-31
0.004000000189989805,2012-11-01
0.0044999998062849045,2012-11-02
0.003100000089034438,2012-11-05
0.0044999998062849045,2012-11-06
0.0044999998062849045,2012-11-07
0.004900000058114529,2012-11-08
0.004000000189989805,2012-11-09
0.002300000051036477,2012-11-12
0.0017999999690800905,2012-11-13
0.0032999999821186066,2012-11-14
0.0034000000450760126,2012-11-15
0.0038999998942017555,2012-11-16
0.0035000001080334187,2012-11-19
0.0035000001080334187,2012-11-20
0.0035000001080334187,2012-11-21
0.004000000189989805,2012-11-23
0.0031999999191612005,2012-11-26
0.0031999999191612005,2012-11-27
0.0038999998942017555,2012-11-28
0.003000000026077032,2012-11-29
0.003100000089034438,2012-11-30
0.004000000189989805,2012-12-03
0.004000000189989805,2012-12-04
0.0035000001080334187,2012-12-05
0.0035000001080334187,2012-12-06
0.0035000001080334187,2012-12-07
0.003000000026077032,2012-12-10
0.004100000020116568,2012-12-11
0.004000000189989805,2012-12-12
0.0035000001080334187,2012-12-13
0.004000000189989805,2012-12-14
0.004000000189989805,2012-12-17
0.0031999999191612005,2012-12-18
0.0031999999191612005,2012-12-19
0.0035000001080334187,2012-12-20
0.003599999938160181,2012-12-21
0.0038999998942017555,2012-12-24
0.004100000020116568,2012-12-26
0.003700000001117587,2012-12-27
0.0032999999821186066,2012-12-28
0.004100000020116568,2012-12-31
0.0032999999821186066,2013-01-02
0.003800000064074993,2013-01-03
0.0038999998942017555,2013-01-04
0.004000000189989805,2013-01-07
0.004999999888241291,2013-01-08
0.004900000058114529,2013-01-09
0.004900000058114529,2013-01-10
0.004699999932199717,2013-01-11
0.004000000189989805,2013-01-14
0.004000000189989805,2013-01-15
0.004000000189989805,2013-01-16
0.0044999998062849045,2013-01-17
0.004999999888241291,2013-01-18
0.004000000189989805,2013-01-22
0.004699999932199717,2013-01-23
0.004699999932199717,2013-01-24
0.004000000189989805,2013-01-25
0.004999999888241291,2013-01-28
0.004000000189989805,2013-01-29
0.00419999985024333,2013-01-30
0.004800000227987766,2013-01-31
0.004900000058114529,2013-02-01
0.005400000140070915,2013-02-04
0.004800000227987766,2013-02-05
0.004999999888241291,2013-02-06
0.0071000000461936,2013-02-07
0.008500000461935997,2013-02-08
0.00800000037997961,2013-02-11
0.007499999832361937,2013-02-12
0.00800000037997961,2013-02-13
0.00800000037997961,2013-02-14
0.006800000090152025,2013-02-15
0.00800000037997961,2013-02-19
0.007400000002235174,2013-02-20
0.007000000216066837,2013-02-21
0.007600000128149986,2013-02-22
0.006000000052154064,2013-02-25
0.006500000134110451,2013-02-26
0.007799999788403511,2013-02-27
0.008500000461935997,2013-02-28
0.007000000216066837,2013-03-01
0.006399999838322401,2013-03-04
0.00800000037997961,2013-03-05
0.013500000350177288,2013-03-06
0.011900000274181366,2013-03-07
0.012000000104308128,2013-03-08
0.010999999940395355,2013-03-11
0.014999999664723873,2013-03-12
0.01600000075995922,2013-03-13
0.016499999910593033,2013-03-14
0.018799999728798866,2013-03-15
0.019999999552965164,2013-03-18
0.017999999225139618,2013-03-19
0.017999999225139618,2013-03-20
0.019099999219179153,2013-03-21
0.020999999716877937,2013-03-22
0.019999999552965164,2013-03-25
0.019999999552965164,2013-03-26
0.01899999938905239,2013-03-27
0.020999999716877937,2013-03-28
0.0215000007301569,2013-04-01
0.02239999920129776,2013-04-02
0.023499999195337296,2013-04-03
0.022299999371170998,2013-04-04
0.023800000548362732,2013-04-05
0.020999999716877937,2013-04-08
0.019999999552965164,2013-04-09
0.01899999938905239,2013-04-10
0.017500000074505806,2013-04-11
0.017899999395012856,2013-04-12
0.017799999564886093,2013-04-15
0.020999999716877937,2013-04-16
0.019999999552965164,2013-04-17
0.020999999716877937,2013-04-18
0.019500000402331352,2013-04-19
0.017999999225139618,2013-04-22
0.01899999938905239,2013-04-23
0.017000000923871994,2013-04-24
0.013000000268220901,2013-04-25
0.01679999940097332,2013-04-26
0.01510000042617321,2013-04-29
0.01549999974668026,2013-04-30
0.014999999664723873,2013-05-01
0.01510000042617321,2013-05-02
0.018699999898672104,2013-05-03
0.018300000578165054,2013-05-06
0.01600000075995922,2013-05-07
0.01549999974668026,2013-05-08
0.017000000923871994,2013-05-09
0.015799999237060547,2013-05-10
0.015300000086426735,2013-05-13
0.015399999916553497,2013-05-14
0.014999999664723873,2013-05-15
0.014000000432133675,2013-05-16
0.014000000432133675,2013-05-17
0.01600000075995922,2013-05-20
0.014100000262260437,2013-05-21
0.016300000250339508,2013-05-22
0.013000000268220901,2013-05-23
0.014399999752640724,2013-05-24
0.012000000104308128,2013-05-28
0.012000000104308128,2013-05-29
0.009999999776482582,2013-05-30
0.013700000010430813,2013-05-31
0.010999999940395355,2013-06-03
0.008299999870359898,2013-06-04
0.010999999940395355,2013-06-05
0.008500000461935997,2013-06-06
0.008999999612569809,2013-06-07
0.008500000461935997,2013-06-10
0.009600000455975533,2013-06-11
0.007899999618530273,2013-06-12
0.008100000210106373,2013-06-13
0.008500000461935997,2013-06-14
0.00800000037997961,2013-06-17
0.007199999876320362,2013-06-18
0.00800000037997961,2013-06-19
0.007499999832361937,2013-06-20
0.0066999997943639755,2013-06-21
0.00800000037997961,2013-06-24
0.00989999994635582,2013-06-25
0.008999999612569809,2013-06-26
0.006500000134110451,2013-06-27
0.006500000134110451,2013-06-28
0.006599999964237213,2013-07-01
0.006899999920278788,2013-07-02
0.006500000134110451,2013-07-03
0.008999999612569809,2013-07-05
0.007000000216066837,2013-07-08
0.007000000216066837,2013-07-09
0.00839999970048666,2013-07-10
0.008999999612569809,2013-07-11
0.007499999832361937,2013-07-12
0.007499999832361937,2013-07-15
0.006800000090152025,2013-07-16
0.008999999612569809,2013-07-17
0.007499999832361937,2013-07-18
0.007499999832361937,2013-07-19
0.007600000128149986,2013-07-22
0.006399999838322401,2013-07-23
0.006800000090152025,2013-07-24
0.007499999832361937,2013-07-25
0.006300000008195639,2013-07-26
0.008299999870359898,2013-07-29
0.006099999882280827,2013-07-30
0.006000000052154064,2013-07-31
0.006000000052154064,2013-08-01
0.006000000052154064,2013-08-02
0.005799999926239252,2013-08-05
0.007400000002235174,2013-08-06
0.004999999888241291,2013-08-07
0.005499999970197678,2013-08-08
0.004999999888241291,2013-08-09
0.005499999970197678,2013-08-12
0.004999999888241291,2013-08-13
0.005499999970197678,2013-08-14
0.004999999888241291,2013-08-15
0.004999999888241291,2013-08-16
0.004999999888241291,2013-08-19
0.004999999888241291,2013-08-20
0.004999999888241291,2013-08-21
0.004999999888241291,2013-08-22
0.0044999998062849045,2013-08-23
0.006300000008195639,2013-08-26
0.006300000008195639,2013-08-27
0.006000000052154064,2013-08-28
0.004800000227987766,2013-08-29
0.0044999998062849045,2013-08-30
0.003700000001117587,2013-09-03
0.004699999932199717,2013-09-04
0.004000000189989805,2013-09-05
0.0044999998062849045,2013-09-06
0.0044999998062849045,2013-09-09
0.003800000064074993,2013-09-10
0.003000000026077032,2013-09-11
0.0026000000070780516,2013-09-12
0.003100000089034438,2013-09-13
0.002099999925121665,2013-09-16
0.0020000000949949026,2013-09-17
0.002099999925121665,2013-09-18
0.002099999925121665,2013-09-19
0.0024999999441206455,2013-09-20
0.0024999999441206455,2013-09-23
0.0027000000700354576,2013-09-24
0.002899999963119626,2013-09-25
0.0024999999441206455,2013-09-26
0.0034000000450760126,2013-09-27
0.004000000189989805,2013-09-30
0.0032999999821186066,2013-10-01
0.0044999998062849045,2013-10-02
0.004000000189989805,2013-10-03
0.0038999998942017555,2013-10-04
0.003000000026077032,2013-10-07
0.003000000026077032,2013-10-08
0.0032999999821186066,2013-10-09
0.0024999999441206455,2013-10-10
0.00279999990016222,2013-10-11
0.0031999999191612005,2013-10-14
0.0038999998942017555,2013-10-15
0.0038999998942017555,2013-10-16
0.003000000026077032,2013-10-17
0.0038999998942017555,2013-10-18
0.0035000001080334187,2013-10-21
0.0035000001080334187,2013-10-22
0.0034000000450760126,2013-10-23
0.002199999988079071,2013-10-24
0.0019000000320374966,2013-10-25
0.002099999925121665,2013-10-28
0.002099999925121665,2013-10-29
0.002400000113993883,2013-10-30
0.003100000089034438,2013-10-31
0.003100000089034438,2013-11-01
0.0027000000700354576,2013-11-04
0.0024999999441206455,2013-11-05
0.002199999988079071,2013-11-06
0.002199999988079071,2013-11-07
0.00279999990016222,2013-11-08
0.00279999990016222,2013-11-11
0.00279999990016222,2013-11-12
0.002300000051036477,2013-11-13
0.0024999999441206455,2013-11-14
0.0024999999441206455,2013-11-15
0.002099999925121665,2013-11-18
0.004000000189989805,2013-11-19
0.0038999998942017555,2013-11-20
0.0024999999441206455,2013-11-21
0.002099999925121665,2013-11-22
0.002400000113993883,2013-11-25
0.002400000113993883,2013-11-26
0.002300000051036477,2013-11-27
0.002899999963119626,2013-11-29
0.002400000113993883,2013-12-02
0.0020000000949949026,2013-12-03
0.002099999925121665,2013-12-04
0.00279999990016222,2013-12-05
0.002300000051036477,2013-12-06
0.0020000000949949026,2013-12-09
0.0020000000949949026,2013-12-10
0.002199999988079071,2013-12-11
0.0020000000949949026,2013-12-12
0.0027000000700354576,2013-12-13
0.0027000000700354576,2013-12-16
0.0027000000700354576,2013-12-17
0.002300000051036477,2013-12-18
0.003599999938160181,2013-12-19
0.003599999938160181,2013-12-20
0.0024999999441206455,2013-12-23
0.0024999999441206455,2013-12-24
0.002300000051036477,2013-12-26
0.002199999988079071,2013-12-27
0.002400000113993883,2013-12-30
0.002400000113993883,2013-12-31
0.003000000026077032,2014-01-02
0.002899999963119626,2014-01-03
0.002899999963119626,2014-01-06
0.0032999999821186066,2014-01-07
0.002300000051036477,2014-01-08
0.003000000026077032,2014-01-09
0.003000000026077032,2014-01-10
0.0035000001080334187,2014-01-13
0.003100000089034438,2014-01-14
0.0031999999191612005,2014-01-15
0.0031999999191612005,2014-01-16
0.003700000001117587,2014-01-17
0.003000000026077032,2014-01-21
0.0035000001080334187,2014-01-22
0.0038999998942017555,2014-01-23
0.003100000089034438,2014-01-24
0.004000000189989805,2014-01-27
0.003100000089034438,2014-01-28
0.003100000089034438,2014-01-29
0.003700000001117587,2014-01-30
0.0032999999821186066,2014-01-31
0.004000000189989805,2014-02-03
0.003100000089034438,2014-02-04
0.003100000089034438,2014-02-05
0.0032999999821186066,2014-02-06
0.004399999976158142,2014-02-07
0.004000000189989805,2014-02-10
0.004000000189989805,2014-02-11
0.004000000189989805,2014-02-12
0.0044999998062849045,2014-02-13
0.004600000102072954,2014-02-14
0.004600000102072954,2014-02-18
0.0038999998942017555,2014-02-19
0.0031999999191612005,2014-02-20
0.003000000026077032,2014-02-21
0.004000000189989805,2014-02-24
0.0031999999191612005,2014-02-25
0.0031999999191612005,2014-02-26
0.003100000089034438,2014-02-27
0.004000000189989805,2014-02-28
0.003100000089034438,2014-03-03
0.0034000000450760126,2014-03-04
0.0032999999821186066,2014-03-05
0.003000000026077032,2014-03-06
0.0027000000700354576,2014-03-07
0.0027000000700354576,2014-03-10
0.002400000113993883,2014-03-11
0.0026000000070780516,2014-03-12
0.0024999999441206455,2014-03-13
0.0024999999441206455,2014-03-14
0.0026000000070780516,2014-03-17
0.0024999999441206455,2014-03-18
0.0026000000070780516,2014-03-19
0.0026000000070780516,2014-03-20
0.002400000113993883,2014-03-21
0.002400000113993883,2014-03-24
0.002300000051036477,2014-03-25
0.002199999988079071,2014-03-26
0.0024999999441206455,2014-03-27
0.002899999963119626,2014-03-28
0.0027000000700354576,2014-03-31
0.0026000000070780516,2014-04-01
0.0024999999441206455,2014-04-02
0.0024999999441206455,2014-04-03
0.0024999999441206455,2014-04-04
0.003000000026077032,2014-04-07
0.0034000000450760126,2014-04-08
0.004100000020116568,2014-04-09
0.0032999999821186066,2014-04-10
0.004000000189989805,2014-04-11
0.0038999998942017555,2014-04-14
0.003700000001117587,2014-04-15
0.0035000001080334187,2014-04-16
0.00419999985024333,2014-04-17
0.003700000001117587,2014-04-21
0.00279999990016222,2014-04-22
0.004100000020116568,2014-04-23
0.004000000189989805,2014-04-24
0.004000000189989805,2014-04-25
0.0034000000450760126,2014-04-28
0.003599999938160181,2014-04-29
0.0038999998942017555,2014-04-30
0.003599999938160181,2014-05-01
0.004000000189989805,2014-05-02
0.004000000189989805,2014-05-05
0.004000000189989805,2014-05-06
0.0038999998942017555,2014-05-07
0.003100000089034438,2014-05-08
0.003100000089034438,2014-05-09
0.0031999999191612005,2014-05-12
0.003599999938160181,2014-05-13
0.003100000089034438,2014-05-14
0.002899999963119626,2014-05-15
0.0027000000700354576,2014-05-16
0.003000000026077032,2014-05-19
0.0027000000700354576,2014-05-20
0.00279999990016222,2014-05-21
0.002899999963119626,2014-05-22
0.002899999963119626,2014-05-23
0.0032999999821186066,2014-05-27
0.002899999963119626,2014-05-28
0.0032999999821186066,2014-05-29
0.0027000000700354576,2014-05-30
0.003000000026077032,2014-06-02
0.0024999999441206455,2014-06-03
0.002899999963119626,2014-06-04
0.002899999963119626,2014-06-05
0.0020000000949949026,2014-06-06
0.002099999925121665,2014-06-09
0.002099999925121665,2014-06-10
0.002099999925121665,2014-06-11
0.002099999925121665,2014-06-12
0.002199999988079071,2014-06-13
0.002099999925121665,2014-06-16
0.0024999999441206455,2014-06-17
0.002400000113993883,2014-06-18
0.00279999990016222,2014-06-19
0.00279999990016222,2014-06-20
0.002300000051036477,2014-06-23
0.002400000113993883,2014-06-24
0.002400000113993883,2014-06-25
0.003000000026077032,2014-06-26
0.003700000001117587,2014-06-27
0.003700000001117587,2014-06-30
0.003700000001117587,2014-07-01
0.0032999999821186066,2014-07-02
0.003100000089034438,2014-07-03
0.003100000089034438,2014-07-07
0.003100000089034438,2014-07-08
0.003100000089034438,2014-07-09
0.003000000026077032,2014-07-10
0.0038999998942017555,2014-07-11
0.0026000000070780516,2014-07-14
0.0026000000070780516,2014-07-15
0.0026000000070780516,2014-07-16
0.0035000001080334187,2014-07-17
0.0035000001080334187,2014-07-18
0.003100000089034438,2014-07-21
0.003100000089034438,2014-07-22
0.003100000089034438,2014-07-23
0.003000000026077032,2014-07-24
0.0024999999441206455,2014-07-25
0.0027000000700354576,2014-07-28
0.0027000000700354576,2014-07-29
0.0031999999191612005,2014-07-30
0.0034000000450760126,2014-07-31
0.0031999999191612005,2014-08-01
0.002400000113993883,2014-08-04
0.002300000051036477,2014-08-05
0.002300000051036477,2014-08-06
0.0032999999821186066,2014-08-07
0.004000000189989805,2014-08-08
0.003800000064074993,2014-08-11
0.004000000189989805,2014-08-12
0.004000000189989805,2014-08-13
0.0034000000450760126,2014-08-14
0.004999999888241291,2014-08-15
0.004000000189989805,2014-08-18
0.0032999999821186066,2014-08-19
0.0032999999821186066,2014-08-20
0.0032999999821186066,2014-08-21
0.003800000064074993,2014-08-22
0.0034000000450760126,2014-08-25
0.0034000000450760126,2014-08-26
0.004000000189989805,2014-08-27
0.004000000189989805,2014-08-28
0.0034000000450760126,2014-08-29
0.003100000089034438,2014-09-02
0.003000000026077032,2014-09-03
0.003000000026077032,2014-09-04
0.003000000026077032,2014-09-05
0.003000000026077032,2014-09-08
0.003000000026077032,2014-09-09
0.003000000026077032,2014-09-10
0.004000000189989805,2014-09-11
0.0038999998942017555,2014-09-12
0.0024999999441206455,2014-09-15
0.0038999998942017555,2014-09-16
0.0027000000700354576,2014-09-17
0.0027000000700354576,2014-09-18
0.0027000000700354576,2014-09-19
0.0026000000070780516,2014-09-22
0.0026000000070780516,2014-09-23
0.0034000000450760126,2014-09-24
0.0026000000070780516,2014-09-25
0.0026000000070780516,2014-09-26
0.0034000000450760126,2014-09-29
0.0032999999821186066,2014-09-30
0.002199999988079071,2014-10-01
0.002099999925121665,2014-10-02
0.0027000000700354576,2014-10-03
0.0027000000700354576,2014-10-06
0.0027000000700354576,2014-10-07
0.002099999925121665,2014-10-08
0.0024999999441206455,2014-10-09
0.0027000000700354576,2014-10-10
0.002199999988079071,2014-10-13
0.002300000051036477,2014-10-14
0.0020000000949949026,2014-10-15
0.0020000000949949026,2014-10-16
0.0020000000949949026,2014-10-17
0.0024999999441206455,2014-10-20
0.0019000000320374966,2014-10-21
0.0015999999595806003,2014-10-22
0.0015999999595806003,2014-10-23
0.0015999999595806003,2014-10-24
0.002400000113993883,2014-10-27
0.002400000113993883,2014-10-28
0.001500000013038516,2014-10-29
0.002300000051036477,2014-10-30
0.0020000000949949026,2014-10-31
0.0017999999690800905,2014-11-03
0.0017999999690800905,2014-11-04
0.0012000000569969416,2014-11-05
0.0017000000225380063,2014-11-06
0.001500000013038516,2014-11-07
0.0020000000949949026,2014-11-10
0.0012000000569969416,2014-11-11
0.001500000013038516,2014-11-12
0.001500000013038516,2014-11-13
0.0012000000569969416,2014-11-14
0.0012000000569969416,2014-11-17
0.0012000000569969416,2014-11-18
0.0012000000569969416,2014-11-19
0.0012000000569969416,2014-11-20
0.001829999964684248,2014-11-21
0.001829999964684248,2014-11-24
0.0020000000949949026,2014-11-25
0.0017999999690800905,2014-11-26
0.0012000000569969416,2014-11-28
0.0012000000569969416,2014-12-01
0.0012000000569969416,2014-12-02
0.001500000013038516,2014-12-03
0.0012000000569969416,2014-12-04
0.0020000000949949026,2014-12-05
0.0012000000569969416,2014-12-08
0.0012000000569969416,2014-12-09
0.0012000000569969416,2014-12-10
0.0012000000569969416,2014-12-11
0.0012000000569969416,2014-12-12
0.001500000013038516,2014-12-15
0.0017999999690800905,2014-12-16
0.0012000000569969416,2014-12-17
0.0012000000569969416,2014-12-18
0.0013000000035390258,2014-12-19
0.001500000013038516,2014-12-22
0.0017000000225380063,2014-12-23
0.0017000000225380063,2014-12-24
0.0015999999595806003,2014-12-26
0.0017999999690800905,2014-12-29
0.0015999999595806003,2014-12-30
0.001500000013038516,2014-12-31
0.001500000013038516,2015-01-02
0.0020000000949949026,2015-01-05
0.0020000000949949026,2015-01-06
0.0015999999595806003,2015-01-07
0.0020000000949949026,2015-01-08
0.0020000000949949026,2015-01-09
0.0019000000320374966,2015-01-12
0.0019000000320374966,2015-01-13
0.0019000000320374966,2015-01-14
0.0019000000320374966,2015-01-15
0.0017999999690800905,2015-01-16
0.0017000000225380063,2015-01-20
0.001500000013038516,2015-01-21
0.0017999999690800905,2015-01-22
0.001500000013038516,2015-01-23
0.001500000013038516,2015-01-26
0.0010999999940395355,2015-01-27
0.0012000000569969416,2015-01-28
0.0017999999690800905,2015-01-29
0.0019000000320374966,2015-01-30
0.002300000051036477,2015-02-02
0.002199999988079071,2015-02-03
0.002199999988079071,2015-02-04
0.002199999988079071,2015-02-05
0.002400000113993883,2015-02-06
0.0024300001095980406,2015-02-09
0.0024300001095980406,2015-02-10
0.0017999999690800905,2015-02-11
0.0024999999441206455,2015-02-12
0.0024999999441206455,2015-02-13
0.0024999999441206455,2015-02-17
0.002099999925121665,2015-02-18
0.0015999999595806003,2015-02-19
0.002099999925121665,2015-02-20
0.002400000113993883,2015-02-23
0.0020000000949949026,2015-02-24
0.0017999999690800905,2015-02-25
0.0020000000949949026,2015-02-26
0.0020000000949949026,2015-02-27
0.0019000000320374966,2015-03-02
0.002300000051036477,2015-03-03
0.002199999988079071,2015-03-04
0.002199999988079071,2015-03-05
0.002300000051036477,2015-03-06
0.0020200000144541264,2015-03-09
0.0020200000144541264,2015-03-10
0.0017000000225380063,2015-03-11
0.0017000000225380063,2015-03-12
0.0017000000225380063,2015-03-13
0.002099999925121665,2015-03-16
0.0014600000577047467,2015-03-17
0.0020200000144541264,2015-03-18
0.0013000000035390258,2015-03-19
0.0017999999690800905,2015-03-20
0.0020000000949949026,2015-03-23
0.002099999925121665,2015-03-24
0.002300000051036477,2015-03-25
0.0015999999595806003,2015-03-26
0.00139999995008111,2015-03-27
0.0013000000035390258,2015-03-30
