SPOT,Date
155.61000061035156,2019-08-01
153.47000122070312,2019-08-02
150.0,2019-08-05
151.44000244140625,2019-08-06
151.77999877929688,2019-08-07
157.66000366210938,2019-08-08
155.00999450683594,2019-08-09
151.07000732421875,2019-08-12
152.82000732421875,2019-08-13
147.14999389648438,2019-08-14
145.3699951171875,2019-08-15
147.74000549316406,2019-08-16
150.10000610351562,2019-08-19
148.11000061035156,2019-08-20
145.75999450683594,2019-08-21
140.9499969482422,2019-08-22
138.02000427246094,2019-08-23
137.82000732421875,2019-08-26
133.8800048828125,2019-08-27
132.6699981689453,2019-08-28
136.35000610351562,2019-08-29
134.9499969482422,2019-08-30
133.41000366210938,2019-09-03
133.4499969482422,2019-09-04
135.67999267578125,2019-09-05
136.05999755859375,2019-09-06
134.10000610351562,2019-09-09
130.0,2019-09-10
132.0,2019-09-11
128.5500030517578,2019-09-12
130.6300048828125,2019-09-13
128.1699981689453,2019-09-16
129.0800018310547,2019-09-17
127.9800033569336,2019-09-18
124.38999938964844,2019-09-19
120.69999694824219,2019-09-20
121.61000061035156,2019-09-23
116.80000305175781,2019-09-24
118.22000122070312,2019-09-25
116.19999694824219,2019-09-26
112.23999786376953,2019-09-27
114.0,2019-09-30
112.5199966430664,2019-10-01
113.9000015258789,2019-10-02
114.81999969482422,2019-10-03
116.41999816894531,2019-10-04
115.86000061035156,2019-10-07
115.08000183105469,2019-10-08
114.23999786376953,2019-10-09
112.5199966430664,2019-10-10
115.48999786376953,2019-10-11
115.16999816894531,2019-10-14
118.58999633789062,2019-10-15
116.55999755859375,2019-10-16
117.83000183105469,2019-10-17
115.33000183105469,2019-10-18
119.0,2019-10-21
118.01000213623047,2019-10-22
118.2300033569336,2019-10-23
118.83000183105469,2019-10-24
120.69000244140625,2019-10-25
140.1999969482422,2019-10-28
135.99000549316406,2019-10-29
140.4499969482422,2019-10-30
144.3000030517578,2019-10-31
146.9199981689453,2019-11-01
154.14999389648438,2019-11-04
150.3699951171875,2019-11-05
148.47999572753906,2019-11-06
148.1699981689453,2019-11-07
147.85000610351562,2019-11-08
146.6300048828125,2019-11-11
146.38999938964844,2019-11-12
146.77999877929688,2019-11-13
148.75999450683594,2019-11-14
147.50999450683594,2019-11-15
140.25999450683594,2019-11-18
136.97000122070312,2019-11-19
138.02999877929688,2019-11-20
139.05999755859375,2019-11-21
140.88999938964844,2019-11-22
141.8699951171875,2019-11-25
143.8300018310547,2019-11-26
142.92999267578125,2019-11-27
142.5500030517578,2019-11-29
142.52999877929688,2019-12-02
143.97999572753906,2019-12-03
144.9499969482422,2019-12-04
146.5800018310547,2019-12-05
148.08999633789062,2019-12-06
146.30999755859375,2019-12-09
145.97000122070312,2019-12-10
147.1300048828125,2019-12-11
147.22999572753906,2019-12-12
147.1999969482422,2019-12-13
150.77999877929688,2019-12-16
151.52999877929688,2019-12-17
150.8699951171875,2019-12-18
149.67999267578125,2019-12-19
150.30999755859375,2019-12-20
150.4199981689453,2019-12-23
151.82000732421875,2019-12-24
152.52000427246094,2019-12-26
153.1699981689453,2019-12-27
149.80999755859375,2019-12-30
149.5500030517578,2019-12-31
151.6199951171875,2020-01-02
152.5,2020-01-03
156.72000122070312,2020-01-06
156.02000427246094,2020-01-07
158.77999877929688,2020-01-08
157.74000549316406,2020-01-09
156.0399932861328,2020-01-10
150.8699951171875,2020-01-13
149.39999389648438,2020-01-14
152.4499969482422,2020-01-15
151.83999633789062,2020-01-16
148.33999633789062,2020-01-17
148.9499969482422,2020-01-21
148.1199951171875,2020-01-22
148.97000122070312,2020-01-23
146.6300048828125,2020-01-24
144.33999633789062,2020-01-27
144.3000030517578,2020-01-28
141.57000732421875,2020-01-29
142.7100067138672,2020-01-30
141.3000030517578,2020-01-31
146.5,2020-02-03
154.30999755859375,2020-02-04
147.0,2020-02-05
154.3699951171875,2020-02-06
154.5500030517578,2020-02-07
148.3300018310547,2020-02-10
145.77000427246094,2020-02-11
147.0800018310547,2020-02-12
141.5,2020-02-13
141.0,2020-02-14
144.6300048828125,2020-02-18
143.36000061035156,2020-02-19
147.86000061035156,2020-02-20
146.9499969482422,2020-02-21
145.3300018310547,2020-02-24
141.8000030517578,2020-02-25
140.49000549316406,2020-02-26
134.50999450683594,2020-02-27
137.1199951171875,2020-02-28
139.33999633789062,2020-03-02
137.16000366210938,2020-03-03
144.25,2020-03-04
148.0800018310547,2020-03-05
145.13999938964844,2020-03-06
139.77999877929688,2020-03-09
141.89999389648438,2020-03-10
135.05999755859375,2020-03-11
126.98999786376953,2020-03-12
131.55999755859375,2020-03-13
117.63999938964844,2020-03-16
118.87000274658203,2020-03-17
121.23999786376953,2020-03-18
129.1300048828125,2020-03-19
124.36000061035156,2020-03-20
118.18000030517578,2020-03-23
129.69000244140625,2020-03-24
124.2300033569336,2020-03-25
126.80999755859375,2020-03-26
122.54000091552734,2020-03-27
121.43000030517578,2020-03-30
121.44000244140625,2020-03-31
121.61000061035156,2020-04-01
121.91000366210938,2020-04-02
122.12000274658203,2020-04-03
122.5199966430664,2020-04-06
127.61000061035156,2020-04-07
126.04000091552734,2020-04-08
131.86000061035156,2020-04-09
129.8300018310547,2020-04-13
135.92999267578125,2020-04-14
138.77999877929688,2020-04-15
139.49000549316406,2020-04-16
141.86000061035156,2020-04-17
144.5399932861328,2020-04-20
139.13999938964844,2020-04-21
139.74000549316406,2020-04-22
138.7100067138672,2020-04-23
137.83999633789062,2020-04-24
140.25,2020-04-27
139.77999877929688,2020-04-28
155.77999877929688,2020-04-29
151.57000732421875,2020-04-30
144.83999633789062,2020-05-01
145.30999755859375,2020-05-04
145.02000427246094,2020-05-05
148.47999572753906,2020-05-06
148.0399932861328,2020-05-07
152.14999389648438,2020-05-08
156.02000427246094,2020-05-11
153.94000244140625,2020-05-12
148.97999572753906,2020-05-13
152.07000732421875,2020-05-14
158.8300018310547,2020-05-15
161.42999267578125,2020-05-18
175.02999877929688,2020-05-19
189.8000030517578,2020-05-20
192.74000549316406,2020-05-21
190.1699981689453,2020-05-22
191.0,2020-05-26
185.9499969482422,2020-05-27
177.22000122070312,2020-05-28
180.92999267578125,2020-05-29
182.7100067138672,2020-06-01
189.36000061035156,2020-06-02
184.6300048828125,2020-06-03
181.83999633789062,2020-06-04
184.27999877929688,2020-06-05
187.3000030517578,2020-06-08
191.30999755859375,2020-06-09
189.39999389648438,2020-06-10
178.67999267578125,2020-06-11
180.07000732421875,2020-06-12
187.8800048828125,2020-06-15
185.47999572753906,2020-06-16
199.8300018310547,2020-06-17
225.27999877929688,2020-06-18
231.2899932861328,2020-06-19
236.05999755859375,2020-06-22
241.75999450683594,2020-06-23
242.86000061035156,2020-06-24
267.4700012207031,2020-06-25
264.95001220703125,2020-06-26
265.1400146484375,2020-06-29
258.19000244140625,2020-06-30
258.8999938964844,2020-07-01
271.489990234375,2020-07-02
260.260009765625,2020-07-06
261.989990234375,2020-07-07
269.260009765625,2020-07-08
274.7900085449219,2020-07-09
278.239990234375,2020-07-10
261.19000244140625,2020-07-13
262.79998779296875,2020-07-14
258.5,2020-07-15
268.67999267578125,2020-07-16
263.2300109863281,2020-07-17
291.19000244140625,2020-07-20
276.3800048828125,2020-07-21
289.6199951171875,2020-07-22
267.5400085449219,2020-07-23
268.739990234375,2020-07-24
272.5,2020-07-27
267.1199951171875,2020-07-28
262.2099914550781,2020-07-29
261.7900085449219,2020-07-30
257.82000732421875,2020-07-31
254.42999267578125,2020-08-03
250.02000427246094,2020-08-04
249.25,2020-08-05
255.32000732421875,2020-08-06
252.1199951171875,2020-08-07
248.99000549316406,2020-08-10
253.72000122070312,2020-08-11
253.2899932861328,2020-08-12
253.66000366210938,2020-08-13
251.32000732421875,2020-08-14
259.9100036621094,2020-08-17
256.79998779296875,2020-08-18
261.7200012207031,2020-08-19
269.3299865722656,2020-08-20
270.9800109863281,2020-08-21
269.1300048828125,2020-08-24
268.69000244140625,2020-08-25
278.2900085449219,2020-08-26
272.010009765625,2020-08-27
279.3599853515625,2020-08-28
282.1600036621094,2020-08-31
291.75,2020-09-01
276.2900085449219,2020-09-02
261.6600036621094,2020-09-03
248.2100067138672,2020-09-04
240.02000427246094,2020-09-08
244.92999267578125,2020-09-09
247.77999877929688,2020-09-10
241.60000610351562,2020-09-11
238.5500030517578,2020-09-14
237.91000366210938,2020-09-15
234.85000610351562,2020-09-16
234.30999755859375,2020-09-17
233.88999938964844,2020-09-18
239.33999633789062,2020-09-21
241.00999450683594,2020-09-22
235.0500030517578,2020-09-23
231.25999450683594,2020-09-24
235.97999572753906,2020-09-25
236.4199981689453,2020-09-28
242.4499969482422,2020-09-29
242.57000732421875,2020-09-30
250.19000244140625,2020-10-01
240.27999877929688,2020-10-02
251.3699951171875,2020-10-05
248.5399932861328,2020-10-06
251.50999450683594,2020-10-07
249.8000030517578,2020-10-08
250.0,2020-10-09
251.44000244140625,2020-10-12
266.95001220703125,2020-10-13
257.6199951171875,2020-10-14
261.54998779296875,2020-10-15
262.54998779296875,2020-10-16
261.010009765625,2020-10-19
260.95001220703125,2020-10-20
271.32000732421875,2020-10-21
271.8800048828125,2020-10-22
283.489990234375,2020-10-23
284.9599914550781,2020-10-26
287.45001220703125,2020-10-27
276.1400146484375,2020-10-28
266.8699951171875,2020-10-29
239.88999938964844,2020-10-30
231.60000610351562,2020-11-02
236.52999877929688,2020-11-03
239.27999877929688,2020-11-04
256.3800048828125,2020-11-05
276.1000061035156,2020-11-06
274.20001220703125,2020-11-09
249.99000549316406,2020-11-10
261.0400085449219,2020-11-11
258.69000244140625,2020-11-12
253.5,2020-11-13
245.85000610351562,2020-11-16
250.44000244140625,2020-11-17
253.02000427246094,2020-11-18
249.94000244140625,2020-11-19
260.0,2020-11-20
268.8599853515625,2020-11-23
270.1400146484375,2020-11-24
270.0899963378906,2020-11-25
277.6199951171875,2020-11-27
291.3699951171875,2020-11-30
284.989990234375,2020-12-01
320.8900146484375,2020-12-02
316.42999267578125,2020-12-03
319.7699890136719,2020-12-04
342.0,2020-12-07
332.8599853515625,2020-12-08
332.45001220703125,2020-12-09
343.29998779296875,2020-12-10
341.2200012207031,2020-12-11
320.3399963378906,2020-12-14
326.9700012207031,2020-12-15
318.5299987792969,2020-12-16
328.05999755859375,2020-12-17
336.1000061035156,2020-12-18
325.57000732421875,2020-12-21
321.9599914550781,2020-12-22
330.7900085449219,2020-12-23
328.3900146484375,2020-12-24
317.2900085449219,2020-12-28
318.42999267578125,2020-12-29
319.3500061035156,2020-12-30
314.6600036621094,2020-12-31
311.0,2021-01-04
313.7200012207031,2021-01-05
314.239990234375,2021-01-06
331.3599853515625,2021-01-07
353.1099853515625,2021-01-08
344.07000732421875,2021-01-11
347.010009765625,2021-01-12
347.05999755859375,2021-01-13
342.2699890136719,2021-01-14
319.82000732421875,2021-01-15
319.75,2021-01-19
331.4100036621094,2021-01-20
348.29998779296875,2021-01-21
338.9599914550781,2021-01-22
333.6099853515625,2021-01-25
337.010009765625,2021-01-26
330.19000244140625,2021-01-27
325.44000244140625,2021-01-28
315.0,2021-01-29
332.6499938964844,2021-02-01
345.04998779296875,2021-02-02
317.25,2021-02-03
314.70001220703125,2021-02-04
310.7699890136719,2021-02-05
323.7900085449219,2021-02-08
334.0,2021-02-09
335.7099914550781,2021-02-10
331.8999938964844,2021-02-11
339.70001220703125,2021-02-12
353.7300109863281,2021-02-16
355.19000244140625,2021-02-17
354.8800048828125,2021-02-18
364.5899963378906,2021-02-19
349.9100036621094,2021-02-22
336.30999755859375,2021-02-23
334.69000244140625,2021-02-24
303.05999755859375,2021-02-25
307.3800048828125,2021-02-26
321.2799987792969,2021-03-01
322.739990234375,2021-03-02
300.239990234375,2021-03-03
285.010009765625,2021-03-04
274.9800109863281,2021-03-05
258.3299865722656,2021-03-08
273.5799865722656,2021-03-09
270.19000244140625,2021-03-10
286.9599914550781,2021-03-11
279.8900146484375,2021-03-12
285.4599914550781,2021-03-15
284.69000244140625,2021-03-16
283.3500061035156,2021-03-17
271.7300109863281,2021-03-18
272.1099853515625,2021-03-19
275.4700012207031,2021-03-22
267.29998779296875,2021-03-23
258.67999267578125,2021-03-24
254.6300048828125,2021-03-25
261.30999755859375,2021-03-26
252.58999633789062,2021-03-29
257.69000244140625,2021-03-30
267.95001220703125,2021-03-31
273.1000061035156,2021-04-01
273.29998779296875,2021-04-05
282.3399963378906,2021-04-06
280.1499938964844,2021-04-07
280.94000244140625,2021-04-08
279.20001220703125,2021-04-09
276.9100036621094,2021-04-12
293.1199951171875,2021-04-13
287.6000061035156,2021-04-14
299.739990234375,2021-04-15
292.0199890136719,2021-04-16
280.3699951171875,2021-04-19
271.20001220703125,2021-04-20
261.7099914550781,2021-04-21
265.1600036621094,2021-04-22
284.1099853515625,2021-04-23
298.0199890136719,2021-04-26
292.9200134277344,2021-04-27
256.8399963378906,2021-04-28
262.1499938964844,2021-04-29
252.1199951171875,2021-04-30
247.69000244140625,2021-05-03
240.1199951171875,2021-05-04
239.5,2021-05-05
237.0399932861328,2021-05-06
239.41000366210938,2021-05-07
228.2100067138672,2021-05-10
228.00999450683594,2021-05-11
225.60000610351562,2021-05-12
217.07000732421875,2021-05-13
223.58999633789062,2021-05-14
223.3300018310547,2021-05-17
220.99000549316406,2021-05-18
220.30999755859375,2021-05-19
228.67999267578125,2021-05-20
229.13999938964844,2021-05-21
234.05999755859375,2021-05-24
236.75999450683594,2021-05-25
238.38999938964844,2021-05-26
240.25999450683594,2021-05-27
241.57000732421875,2021-05-28
241.72999572753906,2021-06-01
239.72999572753906,2021-06-02
232.19000244140625,2021-06-03
236.1699981689453,2021-06-04
242.66000366210938,2021-06-07
242.50999450683594,2021-06-08
237.6999969482422,2021-06-09
247.19000244140625,2021-06-10
243.66000366210938,2021-06-11
251.50999450683594,2021-06-14
242.75999450683594,2021-06-15
242.77999877929688,2021-06-16
247.11000061035156,2021-06-17
247.63999938964844,2021-06-18
245.60000610351562,2021-06-21
253.63999938964844,2021-06-22
256.70001220703125,2021-06-23
264.1600036621094,2021-06-24
266.3800048828125,2021-06-25
271.55999755859375,2021-06-28
272.8599853515625,2021-06-29
275.5899963378906,2021-06-30
268.6300048828125,2021-07-01
267.8299865722656,2021-07-02
263.5199890136719,2021-07-06
259.0400085449219,2021-07-07
256.1499938964844,2021-07-08
262.8299865722656,2021-07-09
261.010009765625,2021-07-12
263.8500061035156,2021-07-13
253.41000366210938,2021-07-14
247.97000122070312,2021-07-15
243.24000549316406,2021-07-16
241.80999755859375,2021-07-19
246.5,2021-07-20
247.91000366210938,2021-07-21
244.17999267578125,2021-07-22
243.63999938964844,2021-07-23
240.58999633789062,2021-07-26
236.92999267578125,2021-07-27
223.32000732421875,2021-07-28
225.27000427246094,2021-07-29
228.6699981689453,2021-07-30
228.39999389648438,2021-08-02
217.9499969482422,2021-08-03
217.4199981689453,2021-08-04
221.1300048828125,2021-08-05
221.97000122070312,2021-08-06
224.77999877929688,2021-08-09
215.47999572753906,2021-08-10
214.0,2021-08-11
215.0399932861328,2021-08-12
211.47999572753906,2021-08-13
208.8300018310547,2021-08-16
206.16000366210938,2021-08-17
205.4199981689453,2021-08-18
205.0800018310547,2021-08-19
216.63999938964844,2021-08-20
221.5,2021-08-23
224.8800048828125,2021-08-24
226.89999389648438,2021-08-25
224.6199951171875,2021-08-26
226.02000427246094,2021-08-27
233.1199951171875,2021-08-30
234.33999633789062,2021-08-31
238.3800048828125,2021-09-01
254.02999877929688,2021-09-02
249.0399932861328,2021-09-03
254.72000122070312,2021-09-07
249.67999267578125,2021-09-08
246.00999450683594,2021-09-09
247.75999450683594,2021-09-10
244.22000122070312,2021-09-13
243.80999755859375,2021-09-14
242.8699951171875,2021-09-15
242.02000427246094,2021-09-16
248.10000610351562,2021-09-17
237.75999450683594,2021-09-20
234.50999450683594,2021-09-21
235.35000610351562,2021-09-22
234.86000061035156,2021-09-23
230.1999969482422,2021-09-24
232.94000244140625,2021-09-27
227.33999633789062,2021-09-28
220.32000732421875,2021-09-29
225.33999633789062,2021-09-30
229.3300018310547,2021-10-01
221.91000366210938,2021-10-04
225.82000732421875,2021-10-05
232.02000427246094,2021-10-06
234.89999389648438,2021-10-07
232.8800048828125,2021-10-08
231.88999938964844,2021-10-11
235.3000030517578,2021-10-12
243.8300018310547,2021-10-13
247.3699951171875,2021-10-14
247.39999389648438,2021-10-15
248.82000732421875,2021-10-18
255.61000061035156,2021-10-19
251.17999267578125,2021-10-20
255.0,2021-10-21
252.9600067138672,2021-10-22
257.8900146484375,2021-10-25
252.1999969482422,2021-10-26
273.1300048828125,2021-10-27
288.95001220703125,2021-10-28
289.3999938964844,2021-10-29
300.95001220703125,2021-11-01
298.20001220703125,2021-11-02
298.0799865722656,2021-11-03
293.4800109863281,2021-11-04
289.04998779296875,2021-11-05
286.8999938964844,2021-11-08
278.75,2021-11-09
269.7200012207031,2021-11-10
276.6499938964844,2021-11-11
280.55999755859375,2021-11-12
278.3800048828125,2021-11-15
271.29998779296875,2021-11-16
271.95001220703125,2021-11-17
263.3699951171875,2021-11-18
259.54998779296875,2021-11-19
250.33999633789062,2021-11-22
243.02999877929688,2021-11-23
249.49000549316406,2021-11-24
250.88999938964844,2021-11-26
246.60000610351562,2021-11-29
238.5,2021-11-30
225.08999633789062,2021-12-01
228.5399932861328,2021-12-02
228.8000030517578,2021-12-03
232.00999450683594,2021-12-06
238.50999450683594,2021-12-07
243.1699981689453,2021-12-08
233.4199981689453,2021-12-09
233.25999450683594,2021-12-10
225.6199951171875,2021-12-13
222.67999267578125,2021-12-14
225.39999389648438,2021-12-15
226.5500030517578,2021-12-16
235.27999877929688,2021-12-17
228.16000366210938,2021-12-20
238.11000061035156,2021-12-21
235.16000366210938,2021-12-22
236.6300048828125,2021-12-23
233.77999877929688,2021-12-27
233.77999877929688,2021-12-28
232.9199981689453,2021-12-29
237.9199981689453,2021-12-30
234.02999877929688,2021-12-31
244.16000366210938,2022-01-03
239.25999450683594,2022-01-04
227.6999969482422,2022-01-05
228.27000427246094,2022-01-06
