FDX,Date
1.7644131183624268,1978-10-13
1.6206469535827637,1978-10-16
1.555297613143921,1978-10-17
1.5160884857177734,1978-10-18
1.4376704692840576,1978-10-19
1.365787148475647,1978-10-20
1.306972861289978,1978-10-23
1.2808332443237305,1978-10-24
1.254693627357483,1978-10-25
1.0978567600250244,1978-10-26
1.0978567600250244,1978-10-27
0.9671596884727478,1978-10-30
1.045578956604004,1978-10-31
1.202414870262146,1978-11-01
1.2285544872283936,1978-11-02
1.254693627357483,1978-11-03
1.2350901365280151,1978-11-06
1.1632059812545776,1978-11-07
1.1239968538284302,1978-11-08
1.13706636428833,1978-11-09
1.1893454790115356,1978-11-10
1.1239968538284302,1978-11-13
1.0651832818984985,1978-11-14
1.084787130355835,1978-11-15
1.13706636428833,1978-11-16
1.2285544872283936,1978-11-17
1.2350901365280151,1978-11-20
1.215484857559204,1978-11-21
1.215484857559204,1978-11-22
1.2350901365280151,1978-11-24
1.215484857559204,1978-11-27
1.202414870262146,1978-11-28
1.1566715240478516,1978-11-29
1.215484857559204,1978-11-30
1.254693627357483,1978-12-01
1.346181869506836,1978-12-04
1.3984607458114624,1978-12-05
1.4245997667312622,1978-12-06
1.3723214864730835,1978-12-07
1.365787148475647,1978-12-08
1.3984607458114624,1978-12-11
1.3723214864730835,1978-12-12
1.365787148475647,1978-12-13
1.3853915929794312,1978-12-14
1.365787148475647,1978-12-15
1.2808332443237305,1978-12-18
1.2939034700393677,1978-12-19
1.306972861289978,1978-12-20
1.2808332443237305,1978-12-21
1.3331124782562256,1978-12-22
1.3853915929794312,1978-12-26
1.3200424909591675,1978-12-27
1.3200424909591675,1978-12-28
1.3723214864730835,1978-12-29
1.3396475315093994,1979-01-02
1.411530613899231,1979-01-03
1.4834147691726685,1979-01-04
1.555297613143921,1979-01-05
1.4964845180511475,1979-01-08
1.3853915929794312,1979-01-09
1.4245997667312622,1979-01-10
1.463809847831726,1979-01-11
1.463809847831726,1979-01-12
1.463809847831726,1979-01-15
1.411530613899231,1979-01-16
1.4376704692840576,1979-01-17
1.4245997667312622,1979-01-18
1.4376704692840576,1979-01-19
1.411530613899231,1979-01-22
1.4245997667312622,1979-01-23
1.3984607458114624,1979-01-24
1.365787148475647,1979-01-25
1.306972861289978,1979-01-26
1.3200424909591675,1979-01-29
1.3331124782562256,1979-01-30
1.3135082721710205,1979-01-31
1.3200424909591675,1979-02-01
1.306972861289978,1979-02-02
1.2350901365280151,1979-02-05
1.254693627357483,1979-02-06
1.202414870262146,1979-02-07
1.2285544872283936,1979-02-08
1.2808332443237305,1979-02-09
1.2939034700393677,1979-02-12
1.352717638015747,1979-02-13
1.3396475315093994,1979-02-14
1.3723214864730835,1979-02-15
1.365787148475647,1979-02-16
1.365787148475647,1979-02-20
1.3396475315093994,1979-02-21
1.3331124782562256,1979-02-22
1.346181869506836,1979-02-23
1.274298906326294,1979-02-26
1.2285544872283936,1979-02-27
1.274298906326294,1979-02-28
1.274298906326294,1979-03-01
1.3135082721710205,1979-03-02
1.3396475315093994,1979-03-05
1.306972861289978,1979-03-06
1.346181869506836,1979-03-07
1.3331124782562256,1979-03-08
1.2939034700393677,1979-03-09
1.306972861289978,1979-03-12
1.3200424909591675,1979-03-13
1.3331124782562256,1979-03-14
1.365787148475647,1979-03-15
1.4245997667312622,1979-03-16
1.4245997667312622,1979-03-19
1.4049960374832153,1979-03-20
1.4376704692840576,1979-03-21
1.4311354160308838,1979-03-22
1.463809847831726,1979-03-23
1.4442050457000732,1979-03-26
1.4572747945785522,1979-03-27
1.411530613899231,1979-03-28
1.4245997667312622,1979-03-29
1.4245997667312622,1979-03-30
1.3984607458114624,1979-04-02
1.4572747945785522,1979-04-03
1.4442050457000732,1979-04-04
1.4572747945785522,1979-04-05
1.4703449010849,1979-04-06
1.4442050457000732,1979-04-09
1.4376704692840576,1979-04-10
1.3853915929794312,1979-04-11
1.411530613899231,1979-04-12
1.365787148475647,1979-04-16
1.365787148475647,1979-04-17
1.3331124782562256,1979-04-18
1.3331124782562256,1979-04-19
1.3331124782562256,1979-04-20
1.3331124782562256,1979-04-23
1.352717638015747,1979-04-24
1.3331124782562256,1979-04-25
1.365787148475647,1979-04-26
1.352717638015747,1979-04-27
1.3331124782562256,1979-04-30
1.346181869506836,1979-05-01
1.3396475315093994,1979-05-02
1.3331124782562256,1979-05-03
1.274298906326294,1979-05-04
1.215484857559204,1979-05-07
1.254693627357483,1979-05-08
1.287368893623352,1979-05-09
1.2350901365280151,1979-05-10
1.254693627357483,1979-05-11
1.2285544872283936,1979-05-14
1.2350901365280151,1979-05-15
1.215484857559204,1979-05-16
1.2481598854064941,1979-05-17
1.254693627357483,1979-05-18
1.2220200300216675,1979-05-21
1.2350901365280151,1979-05-22
1.274298906326294,1979-05-23
1.2808332443237305,1979-05-24
1.3396475315093994,1979-05-25
1.2939034700393677,1979-05-29
1.2285544872283936,1979-05-30
1.2285544872283936,1979-05-31
1.2285544872283936,1979-06-01
1.215484857559204,1979-06-04
1.202414870262146,1979-06-05
1.1632059812545776,1979-06-06
1.1632059812545776,1979-06-07
1.2285544872283936,1979-06-08
1.202414870262146,1979-06-11
1.274298906326294,1979-06-12
1.274298906326294,1979-06-13
1.274298906326294,1979-06-14
1.254693627357483,1979-06-15
1.2350901365280151,1979-06-18
1.254693627357483,1979-06-19
1.254693627357483,1979-06-20
1.2285544872283936,1979-06-21
1.215484857559204,1979-06-22
1.2220200300216675,1979-06-25
1.1762752532958984,1979-06-26
1.1566715240478516,1979-06-27
1.13706636428833,1979-06-28
1.1109269857406616,1979-06-29
1.0978567600250244,1979-07-02
1.1239968538284302,1979-07-03
1.1697413921356201,1979-07-05
1.1436012983322144,1979-07-06
1.1893454790115356,1979-07-09
1.202414870262146,1979-07-10
1.2220200300216675,1979-07-11
1.2285544872283936,1979-07-12
1.2481598854064941,1979-07-13
1.2220200300216675,1979-07-16
1.202414870262146,1979-07-17
1.215484857559204,1979-07-18
1.202414870262146,1979-07-19
1.13706636428833,1979-07-20
1.130532145500183,1979-07-23
1.130532145500183,1979-07-24
1.202414870262146,1979-07-25
1.195880651473999,1979-07-26
1.202414870262146,1979-07-27
1.195880651473999,1979-07-30
1.195880651473999,1979-07-31
1.274298906326294,1979-08-01
1.306972861289978,1979-08-02
1.2939034700393677,1979-08-03
1.2939034700393677,1979-08-06
1.3331124782562256,1979-08-07
1.3331124782562256,1979-08-08
1.3135082721710205,1979-08-09
1.3396475315093994,1979-08-10
1.365787148475647,1979-08-13
1.352717638015747,1979-08-14
1.4376704692840576,1979-08-15
1.4376704692840576,1979-08-16
1.463809847831726,1979-08-17
1.4899495840072632,1979-08-20
1.463809847831726,1979-08-21
1.4834147691726685,1979-08-22
1.5030189752578735,1979-08-23
1.4834147691726685,1979-08-24
1.5160884857177734,1979-08-27
1.4964845180511475,1979-08-28
1.4899495840072632,1979-08-29
1.4964845180511475,1979-08-30
1.5030189752578735,1979-08-31
1.4442050457000732,1979-09-04
1.365787148475647,1979-09-05
1.3853915929794312,1979-09-06
1.4442050457000732,1979-09-07
1.4899495840072632,1979-09-10
1.4442050457000732,1979-09-11
1.555297613143921,1979-09-12
1.6990654468536377,1979-09-13
1.7252044677734375,1979-09-14
1.679460883140564,1979-09-17
1.6925300359725952,1979-09-18
1.7252044677734375,1979-09-19
1.7055997848510742,1979-09-20
1.653321385383606,1979-09-21
1.6925300359725952,1979-09-24
1.7252044677734375,1979-09-25
1.803622841835022,1979-09-26
1.8232275247573853,1979-09-27
1.8559015989303589,1979-09-28
1.973529577255249,1979-10-01
1.9996670484542847,1979-10-02
1.9931342601776123,1979-10-03
1.9604586362838745,1979-10-04
1.8820401430130005,1979-10-05
1.8820401430130005,1979-10-08
1.7905527353286743,1979-10-09
1.8166924715042114,1979-10-10
1.8297615051269531,1979-10-11
1.7709490060806274,1979-10-12
1.7252044677734375,1979-10-15
1.7252044677734375,1979-10-16
1.7644131183624268,1979-10-17
1.7513436079025269,1979-10-18
1.6990654468536377,1979-10-19
1.7055997848510742,1979-10-22
1.7382742166519165,1979-10-23
1.7382742166519165,1979-10-24
1.7252044677734375,1979-10-25
1.784018874168396,1979-10-26
1.8559015989303589,1979-10-29
1.8820401430130005,1979-10-30
1.7905527353286743,1979-10-31
1.8493667840957642,1979-11-01
1.862436294555664,1979-11-02
1.8428316116333008,1979-11-05
1.8297615051269531,1979-11-06
1.803622841835022,1979-11-07
1.9016454219818115,1979-11-08
1.966993808746338,1979-11-09
1.9931342601776123,1979-11-12
2.0127370357513428,1979-11-13
2.0650174617767334,1979-11-14
2.1565048694610596,1979-11-15
2.130366086959839,1979-11-16
2.0584826469421387,1979-11-19
2.0650174617767334,1979-11-20
2.0519468784332275,1979-11-21
2.0519468784332275,1979-11-23
2.123831033706665,1979-11-26
2.1434364318847656,1979-11-27
2.16957426071167,1979-11-28
2.130366086959839,1979-11-29
2.2479937076568604,1979-11-30
2.2675983905792236,1979-12-03
2.261063575744629,1979-12-04
2.261063575744629,1979-12-05
2.2349226474761963,1979-12-06
2.1826441287994385,1979-12-07
2.1826441287994385,1979-12-10
2.2414588928222656,1979-12-11
2.261063575744629,1979-12-12
2.3786909580230713,1979-12-13
2.509387254714966,1979-12-14
2.6270158290863037,1979-12-17
2.574737071990967,1979-12-18
2.574737071990967,1979-12-19
2.561666488647461,1979-12-20
2.5682029724121094,1979-12-21
2.561666488647461,1979-12-24
2.5485970973968506,1979-12-26
2.515923261642456,1979-12-27
2.4440393447875977,1979-12-28
2.430969715118408,1979-12-31
2.352550506591797,1980-01-02
2.404829740524292,1980-01-03
2.5485970973968506,1980-01-04
2.574737071990967,1980-01-07
2.666224956512451,1980-01-08
2.790388345718384,1980-01-09
2.8165271282196045,1980-01-10
2.744642972946167,1980-01-11
2.9014792442321777,1980-01-14
2.836130380630493,1980-01-15
2.718502998352051,1980-01-16
2.738107681274414,1980-01-17
2.836130380630493,1980-01-18
2.8688058853149414,1980-01-21
2.8491995334625244,1980-01-22
2.9798991680145264,1980-01-23
3.084456443786621,1980-01-24
3.1040613651275635,1980-01-25
3.1040613651275635,1980-01-28
3.084456443786621,1980-01-29
3.090991497039795,1980-01-30
3.117130994796753,1980-01-31
3.1759445667266846,1980-02-01
3.2412939071655273,1980-02-04
3.3719892501831055,1980-02-05
3.228224039077759,1980-02-06
3.2151544094085693,1980-02-07
3.2412939071655273,1980-02-08
3.123664617538452,1980-02-11
3.084456443786621,1980-02-12
3.0713863372802734,1980-02-13
2.9080147743225098,1980-02-14
2.927619695663452,1980-02-15
2.8491995334625244,1980-02-19
2.9798991680145264,1980-02-20
2.9014792442321777,1980-02-21
2.8622701168060303,1980-02-22
2.7838523387908936,1980-02-25
2.796921491622925,1980-02-26
2.836130380630493,1980-02-27
3.0125725269317627,1980-02-28
3.0713863372802734,1980-02-29
3.006037950515747,1980-03-03
2.927619695663452,1980-03-04
2.823061227798462,1980-03-05
2.7838523387908936,1980-03-06
2.7838523387908936,1980-03-07
2.823061227798462,1980-03-10
2.888409376144409,1980-03-11
2.7838523387908936,1980-03-12
2.8099913597106934,1980-03-13
2.7838523387908936,1980-03-14
2.666224956512451,1980-03-17
2.666224956512451,1980-03-18
2.7054343223571777,1980-03-19
2.594341516494751,1980-03-20
2.600874423980713,1980-03-21
2.4440393447875977,1980-03-24
2.3198769092559814,1980-03-25
2.3329460620880127,1980-03-26
2.2349226474761963,1980-03-27
2.404829740524292,1980-03-28
2.470179557800293,1980-03-31
2.535527467727661,1980-04-01
2.581272602081299,1980-04-02
2.574737071990967,1980-04-03
2.496318817138672,1980-04-07
2.535527467727661,1980-04-08
2.581272602081299,1980-04-09
2.6335513591766357,1980-04-10
2.613945722579956,1980-04-11
2.5485970973968506,1980-04-14
2.561666488647461,1980-04-15
2.5028531551361084,1980-04-16
2.4636456966400146,1980-04-17
2.359086275100708,1980-04-18
2.30680775642395,1980-04-21
2.470179557800293,1980-04-22
2.5420634746551514,1980-04-23
2.509387254714966,1980-04-24
2.4440393447875977,1980-04-25
2.1826441287994385,1980-04-28
2.1826441287994385,1980-04-29
2.1369009017944336,1980-04-30
2.0976924896240234,1980-05-01
2.16957426071167,1980-05-02
2.110761880874634,1980-05-05
2.091157913208008,1980-05-06
2.2349226474761963,1980-05-07
2.1434364318847656,1980-05-08
2.1565048694610596,1980-05-09
2.195713520050049,1980-05-12
2.208784818649292,1980-05-13
2.27413272857666,1980-05-14
2.2349226474761963,1980-05-15
2.2872016429901123,1980-05-16
2.300271511077881,1980-05-19
2.352550506591797,1980-05-20
2.3786909580230713,1980-05-21
2.4178998470306396,1980-05-22
2.404829740524292,1980-05-23
2.352550506591797,1980-05-27
2.404829740524292,1980-05-28
2.352550506591797,1980-05-29
2.3329460620880127,1980-05-30
2.3917603492736816,1980-06-02
2.3786909580230713,1980-06-03
2.352550506591797,1980-06-04
2.2479937076568604,1980-06-05
2.261063575744629,1980-06-06
2.261063575744629,1980-06-09
2.3656203746795654,1980-06-10
2.4832475185394287,1980-06-11
2.430969715118408,1980-06-12
2.4832475185394287,1980-06-13
2.4244353771209717,1980-06-16
2.4440393447875977,1980-06-17
2.437504291534424,1980-06-18
2.4178998470306396,1980-06-19
2.404829740524292,1980-06-20
2.3917603492736816,1980-06-23
2.385225772857666,1980-06-24
2.404829740524292,1980-06-25
2.437504291534424,1980-06-26
2.430969715118408,1980-06-27
2.404829740524292,1980-06-30
2.2414588928222656,1980-07-01
2.1891798973083496,1980-07-02
2.261063575744629,1980-07-03
2.2675983905792236,1980-07-07
2.261063575744629,1980-07-08
2.2937369346618652,1980-07-09
2.300271511077881,1980-07-10
2.352550506591797,1980-07-11
2.496318817138672,1980-07-14
2.4178998470306396,1980-07-15
2.4178998470306396,1980-07-16
2.509387254714966,1980-07-17
2.594341516494751,1980-07-18
2.561666488647461,1980-07-21
2.6270158290863037,1980-07-22
2.5878069400787354,1980-07-23
2.574737071990967,1980-07-24
2.561666488647461,1980-07-25
2.6270158290863037,1980-07-28
2.836130380630493,1980-07-29
2.9014792442321777,1980-07-30
2.823061227798462,1980-07-31
2.790388345718384,1980-08-01
2.7773168087005615,1980-08-04
2.738107681274414,1980-08-05
2.7119693756103516,1980-08-06
2.7707831859588623,1980-08-07
2.7838523387908936,1980-08-08
2.829596757888794,1980-08-11
2.8622701168060303,1980-08-12
2.8753409385681152,1980-08-13
2.9145491123199463,1980-08-14
2.9210848808288574,1980-08-15
2.8622701168060303,1980-08-18
2.796921491622925,1980-08-19
2.7577126026153564,1980-08-20
2.9668290615081787,1980-08-21
3.058317184448242,1980-08-22
3.0387120246887207,1980-08-25
3.01910662651062,1980-08-26
2.9668290615081787,1980-08-27
2.9406893253326416,1980-08-28
2.9929680824279785,1980-08-29
3.032176971435547,1980-09-02
3.123664617538452,1980-09-03
3.1890146732330322,1980-09-04
3.1628739833831787,1980-09-05
3.1432695388793945,1980-09-08
3.2674319744110107,1980-09-09
3.43733811378479,1980-09-10
3.62031626701355,1980-09-11
3.62031626701355,1980-09-12
3.6725926399230957,1980-09-15
3.764080286026001,1980-09-16
3.8621039390563965,1980-09-17
3.8163609504699707,1980-09-18
3.9143834114074707,1980-09-19
3.9143834114074707,1980-09-22
3.5941758155822754,1980-09-23
3.6725926399230957,1980-09-24
3.5811054706573486,1980-09-25
3.5615010261535645,1980-09-26
3.385059118270874,1980-09-29
3.4700136184692383,1980-09-30
3.489617347717285,1980-10-01
3.62684965133667,1980-10-02
3.8163609504699707,1980-10-03
4.090824604034424,1980-10-06
4.064686298370361,1980-10-07
4.182315826416016,1980-10-08
4.077754974365234,1980-10-09
3.9993340969085693,1980-10-10
4.123499870300293,1980-10-13
4.051616668701172,1980-10-14
4.116964340209961,1980-10-15
3.9601268768310547,1980-10-16
3.9339866638183594,1980-10-17
3.8817107677459717,1980-10-20
3.868638753890991,1980-10-21
3.9731974601745605,1980-10-22
3.8947794437408447,1980-10-23
3.901315212249756,1980-10-24
3.8032898902893066,1980-10-27
3.8555703163146973,1980-10-28
3.9143834114074707,1980-10-29
3.9078476428985596,1980-10-30
3.920917272567749,1980-10-31
4.116964340209961,1980-11-03
4.482916831970215,1980-11-05
4.600543022155762,1980-11-06
4.626684188842773,1980-11-07
4.54826545715332,1980-11-10
4.600543022155762,1980-11-11
4.835799694061279,1980-11-12
4.796590328216553,1980-11-13
4.861939430236816,1980-11-14
4.914217948913574,1980-11-17
5.031846046447754,1980-11-18
4.835799694061279,1980-11-19
4.796590328216553,1980-11-20
4.731240749359131,1980-11-21
4.626684188842773,1980-11-24
4.678964138031006,1980-11-25
4.639753341674805,1980-11-26
4.613614559173584,1980-11-28
4.456777572631836,1980-12-01
4.4437079429626465,1980-12-02
4.482916831970215,1980-12-03
4.417569637298584,1980-12-04
4.33914852142334,1980-12-05
4.130034923553467,1980-12-08
4.0254740715026855,1980-12-09
3.9731974601745605,1980-12-10
4.077754974365234,1980-12-11
4.156172752380371,1980-12-12
4.116964340209961,1980-12-15
4.03854513168335,1980-12-16
4.33914852142334,1980-12-17
4.391427040100098,1980-12-18
4.4437079429626465,1980-12-19
4.574403285980225,1980-12-22
4.4437079429626465,1980-12-23
4.417569637298584,1980-12-24
4.4437079429626465,1980-12-26
4.456777572631836,1980-12-29
4.469845294952393,1980-12-30
4.626684188842773,1980-12-31
4.744311809539795,1981-01-02
4.835799694061279,1981-01-05
4.600543022155762,1981-01-06
4.33914852142334,1981-01-07
4.326077461242676,1981-01-08
4.417569637298584,1981-01-09
4.4437079429626465,1981-01-12
4.404499053955078,1981-01-13
4.33914852142334,1981-01-14
4.365288257598877,1981-01-15
4.665891170501709,1981-01-16
4.705101013183594,1981-01-19
4.705101013183594,1981-01-20
4.705101013183594,1981-01-21
4.626684188842773,1981-01-22
4.6528239250183105,1981-01-23
4.6528239250183105,1981-01-26
4.757381916046143,1981-01-27
4.731240749359131,1981-01-28
4.678964138031006,1981-01-29
4.469845294952393,1981-01-30
4.391427040100098,1981-02-02
4.4437079429626465,1981-02-03
4.469845294952393,1981-02-04
4.600543022155762,1981-02-05
4.574403285980225,1981-02-06
4.456777572631836,1981-02-09
4.482916831970215,1981-02-10
4.430636882781982,1981-02-11
4.4437079429626465,1981-02-12
4.469845294952393,1981-02-13
4.430636882781982,1981-02-17
4.391427040100098,1981-02-18
4.326077461242676,1981-02-19
4.326077461242676,1981-02-20
4.378359317779541,1981-02-23
4.4437079429626465,1981-02-24
4.4437079429626465,1981-02-25
4.6920318603515625,1981-02-26
4.626684188842773,1981-02-27
4.6528239250183105,1981-03-02
4.626684188842773,1981-03-03
4.665891170501709,1981-03-04
4.705101013183594,1981-03-05
4.796590328216553,1981-03-06
4.927290439605713,1981-03-09
5.071054935455322,1981-03-10
5.110263824462891,1981-03-11
5.384727478027344,1981-03-12
5.384727478027344,1981-03-13
5.437005996704102,1981-03-16
5.437005996704102,1981-03-17
5.789889335632324,1981-03-18
5.7506818771362305,1981-03-19
5.8029584884643555,1981-03-20
6.15584135055542,1981-03-23
6.142772674560547,1981-03-24
6.221190452575684,1981-03-25
6.012075901031494,1981-03-26
5.868307590484619,1981-03-27
5.933658123016357,1981-03-30
6.077423572540283,1981-03-31
6.142772674560547,1981-04-01
6.2342610359191895,1981-04-02
6.1950507164001465,1981-04-03
6.090494155883789,1981-04-06
5.933658123016357,1981-04-07
5.999005317687988,1981-04-08
6.103561878204346,1981-04-09
6.3780293464660645,1981-04-10
6.482587814331055,1981-04-13
6.521793842315674,1981-04-14
6.665562629699707,1981-04-15
6.87467622756958,1981-04-16
7.279836177825928,1981-04-20
7.175282955169678,1981-04-21
6.913887023925781,1981-04-22
6.97923469543457,1981-04-23
7.0707221031188965,1981-04-24
6.90081787109375,1981-04-27
6.5871429443359375,1981-04-28
6.561005115509033,1981-04-29
6.561005115509033,1981-04-30
6.613283634185791,1981-05-01
6.417237281799316,1981-05-04
6.221190452575684,1981-05-05
6.273468971252441,1981-05-06
6.286538600921631,1981-05-07
6.208122253417969,1981-05-08
6.03821325302124,1981-05-11
6.025144100189209,1981-05-12
6.1950507164001465,1981-05-13
6.247329235076904,1981-05-14
6.508725166320801,1981-05-15
6.730908393859863,1981-05-18
6.5348639488220215,1981-05-19
6.717841625213623,1981-05-20
6.848537921905518,1981-05-21
6.992303848266602,1981-05-22
7.3190460205078125,1981-05-26
7.292909145355225,1981-05-27
7.2275614738464355,1981-05-28
7.162210941314697,1981-05-29
6.87467622756958,1981-06-01
6.717841625213623,1981-06-02
6.796261787414551,1981-06-03
7.005374431610107,1981-06-04
7.1230010986328125,1981-06-05
7.136073589324951,1981-06-08
7.109930515289307,1981-06-09
7.136073589324951,1981-06-10
7.2406325340271,1981-06-11
7.3190460205078125,1981-06-12
7.449743270874023,1981-06-15
7.214491367340088,1981-06-16
7.096861839294434,1981-06-17
7.083794116973877,1981-06-18
6.966165542602539,1981-06-19
6.953096866607666,1981-06-22
7.04458475112915,1981-06-23
7.04458475112915,1981-06-24
6.992303848266602,1981-06-25
6.90081787109375,1981-06-26
6.704773426055908,1981-06-29
6.613283634185791,1981-06-30
6.613283634185791,1981-07-01
6.57407283782959,1981-07-02
6.325747966766357,1981-07-06
6.116634368896484,1981-07-07
6.090494155883789,1981-07-08
6.260400295257568,1981-07-09
6.3780293464660645,1981-07-10
6.273468971252441,1981-07-13
6.221190452575684,1981-07-14
6.325747966766357,1981-07-15
6.456448078155518,1981-07-16
6.652491569519043,1981-07-17
6.508725166320801,1981-07-20
6.456448078155518,1981-07-21
6.364957332611084,1981-07-22
6.286538600921631,1981-07-23
6.364957332611084,1981-07-24
6.351889133453369,1981-07-27
6.168912887573242,1981-07-28
6.142772674560547,1981-07-29
6.064353942871094,1981-07-30
6.064353942871094,1981-07-31
6.351889133453369,1981-08-03
6.404167652130127,1981-08-04
6.665562629699707,1981-08-05
6.691700458526611,1981-08-06
6.600213527679443,1981-08-07
6.600213527679443,1981-08-10
6.665562629699707,1981-08-11
6.561005115509033,1981-08-12
6.404167652130127,1981-08-13
6.521793842315674,1981-08-14
6.430308818817139,1981-08-17
6.364957332611084,1981-08-18
6.3780293464660645,1981-08-19
6.5348639488220215,1981-08-20
6.5479350090026855,1981-08-21
6.273468971252441,1981-08-24
6.286538600921631,1981-08-25
6.299610614776611,1981-08-26
6.221190452575684,1981-08-27
6.260400295257568,1981-08-28
6.051281929016113,1981-08-31
5.985936164855957,1981-09-01
5.855239391326904,1981-09-02
5.502354621887207,1981-09-03
5.5284953117370605,1981-09-04
5.371660232543945,1981-09-08
5.489285945892334,1981-09-09
5.541566371917725,1981-09-10
5.541566371917725,1981-09-11
5.4108686447143555,1981-09-14
5.489285945892334,1981-09-15
5.554632663726807,1981-09-16
5.489285945892334,1981-09-17
5.463146686553955,1981-09-18
5.463146686553955,1981-09-21
5.332449913024902,1981-09-22
5.227891445159912,1981-09-23
5.227891445159912,1981-09-24
5.097194194793701,1981-09-25
5.463146686553955,1981-09-28
5.541566371917725,1981-09-29
5.554632663726807,1981-09-30
5.685332298278809,1981-10-01
5.959798336029053,1981-10-02
5.829098224639893,1981-10-05
5.855239391326904,1981-10-06
5.985936164855957,1981-10-07
6.260400295257568,1981-10-08
6.208122253417969,1981-10-09
6.338818073272705,1981-10-12
6.417237281799316,1981-10-13
6.221190452575684,1981-10-14
6.312679767608643,1981-10-15
6.482587814331055,1981-10-16
6.691700458526611,1981-10-19
6.7831902503967285,1981-10-20
6.848537921905518,1981-10-21
6.717841625213623,1981-10-22
6.665562629699707,1981-10-23
7.005374431610107,1981-10-26
6.953096866607666,1981-10-27
6.822397708892822,1981-10-28
6.691700458526611,1981-10-29
6.87467622756958,1981-10-30
6.9269561767578125,1981-11-02
6.848537921905518,1981-11-03
6.770118236541748,1981-11-04
