AMLN,Date
6.519999980926514,2008-11-24
6.210000038146973,2008-11-25
7.019999980926514,2008-11-26
7.409999847412109,2008-11-28
6.059999942779541,2008-12-01
6.25,2008-12-02
7.139999866485596,2008-12-03
7.619999885559082,2008-12-04
8.34000015258789,2008-12-05
8.760000228881836,2008-12-08
8.260000228881836,2008-12-09
8.550000190734863,2008-12-10
10.050000190734863,2008-12-11
11.0,2008-12-12
10.850000381469727,2008-12-15
11.710000038146973,2008-12-16
11.380000114440918,2008-12-17
11.010000228881836,2008-12-18
11.0,2008-12-19
10.75,2008-12-22
10.720000267028809,2008-12-23
10.670000076293945,2008-12-24
10.670000076293945,2008-12-26
10.079999923706055,2008-12-29
10.460000038146973,2008-12-30
10.850000381469727,2008-12-31
10.960000038146973,2009-01-02
11.420000076293945,2009-01-05
12.149999618530273,2009-01-06
11.3100004196167,2009-01-07
11.760000228881836,2009-01-08
11.6899995803833,2009-01-09
11.0,2009-01-12
11.640000343322754,2009-01-13
11.260000228881836,2009-01-14
11.279999732971191,2009-01-15
11.630000114440918,2009-01-16
10.229999542236328,2009-01-20
11.0600004196167,2009-01-21
10.920000076293945,2009-01-22
10.880000114440918,2009-01-23
11.25,2009-01-26
11.6899995803833,2009-01-27
10.65999984741211,2009-01-28
11.029999732971191,2009-01-29
11.5600004196167,2009-01-30
11.800000190734863,2009-02-02
11.930000305175781,2009-02-03
12.369999885559082,2009-02-04
13.15999984741211,2009-02-05
13.4399995803833,2009-02-06
13.170000076293945,2009-02-09
13.050000190734863,2009-02-10
12.770000457763672,2009-02-11
12.90999984741211,2009-02-12
12.630000114440918,2009-02-13
11.819999694824219,2009-02-17
11.359999656677246,2009-02-18
11.180000305175781,2009-02-19
10.470000267028809,2009-02-20
10.170000076293945,2009-02-23
10.435999870300293,2009-02-24
10.319999694824219,2009-02-25
9.819999694824219,2009-02-26
9.130000114440918,2009-02-27
8.579999923706055,2009-03-02
8.699999809265137,2009-03-03
9.020000457763672,2009-03-04
8.1899995803833,2009-03-05
8.40999984741211,2009-03-06
8.5,2009-03-09
9.279999732971191,2009-03-10
9.289999961853027,2009-03-11
10.0600004196167,2009-03-12
11.199999809265137,2009-03-13
11.0600004196167,2009-03-16
11.6899995803833,2009-03-17
12.300000190734863,2009-03-18
12.149999618530273,2009-03-19
11.350000381469727,2009-03-20
12.270000457763672,2009-03-23
12.270000457763672,2009-03-24
12.470000267028809,2009-03-25
13.470000267028809,2009-03-26
12.0,2009-03-27
11.319999694824219,2009-03-30
11.75,2009-03-31
12.050000190734863,2009-04-01
10.319999694824219,2009-04-02
9.680000305175781,2009-04-03
9.319999694824219,2009-04-06
9.34000015258789,2009-04-07
9.40999984741211,2009-04-08
9.65999984741211,2009-04-09
9.789999961853027,2009-04-13
10.0,2009-04-14
10.510000228881836,2009-04-15
10.380000114440918,2009-04-16
10.180000305175781,2009-04-17
10.199999809265137,2009-04-20
10.800000190734863,2009-04-21
10.989999771118164,2009-04-22
10.989999771118164,2009-04-23
11.25,2009-04-24
10.979999542236328,2009-04-27
10.850000381469727,2009-04-28
11.34000015258789,2009-04-29
10.9399995803833,2009-04-30
11.010000228881836,2009-05-01
11.579999923706055,2009-05-04
11.850000381469727,2009-05-05
11.739999771118164,2009-05-06
11.710000038146973,2009-05-07
11.699999809265137,2009-05-08
11.460000038146973,2009-05-11
11.279999732971191,2009-05-12
10.609999656677246,2009-05-13
10.40999984741211,2009-05-14
10.5,2009-05-15
11.069999694824219,2009-05-18
11.09000015258789,2009-05-19
11.229999542236328,2009-05-20
11.010000228881836,2009-05-21
11.109999656677246,2009-05-22
11.0600004196167,2009-05-26
11.680000305175781,2009-05-27
11.239999771118164,2009-05-28
11.319999694824219,2009-05-29
11.260000228881836,2009-06-01
11.260000228881836,2009-06-02
11.210000038146973,2009-06-03
11.09000015258789,2009-06-04
11.100000381469727,2009-06-05
11.489999771118164,2009-06-08
11.260000228881836,2009-06-09
11.15999984741211,2009-06-10
11.319999694824219,2009-06-11
11.930000305175781,2009-06-12
11.640000343322754,2009-06-15
11.630000114440918,2009-06-16
11.9399995803833,2009-06-17
12.270000457763672,2009-06-18
12.34000015258789,2009-06-19
11.9399995803833,2009-06-22
11.84000015258789,2009-06-23
12.380000114440918,2009-06-24
12.59000015258789,2009-06-25
13.6899995803833,2009-06-26
13.5,2009-06-29
13.5,2009-06-30
13.420000076293945,2009-07-01
12.880000114440918,2009-07-02
12.729999542236328,2009-07-06
12.460000038146973,2009-07-07
12.289999961853027,2009-07-08
12.399999618530273,2009-07-09
12.25,2009-07-10
12.199999809265137,2009-07-13
12.100000381469727,2009-07-14
12.449999809265137,2009-07-15
12.75,2009-07-16
12.630000114440918,2009-07-17
12.960000038146973,2009-07-20
13.34000015258789,2009-07-21
12.899999618530273,2009-07-22
13.720000267028809,2009-07-23
14.119999885559082,2009-07-24
14.729999542236328,2009-07-27
15.0600004196167,2009-07-28
14.890000343322754,2009-07-29
14.949999809265137,2009-07-30
14.710000038146973,2009-07-31
14.800000190734863,2009-08-03
14.979999542236328,2009-08-04
15.380000114440918,2009-08-05
14.979999542236328,2009-08-06
14.8100004196167,2009-08-07
14.430000305175781,2009-08-10
13.670000076293945,2009-08-11
13.579999923706055,2009-08-12
13.390000343322754,2009-08-13
13.229999542236328,2009-08-14
12.979999542236328,2009-08-17
12.979999542236328,2009-08-18
13.359999656677246,2009-08-19
13.350000381469727,2009-08-20
13.479999542236328,2009-08-21
13.239999771118164,2009-08-24
13.220000267028809,2009-08-25
13.100000381469727,2009-08-26
12.989999771118164,2009-08-27
12.90999984741211,2009-08-28
12.600000381469727,2009-08-31
12.5600004196167,2009-09-01
12.510000228881836,2009-09-02
12.520000457763672,2009-09-03
12.789999961853027,2009-09-04
12.529999732971191,2009-09-08
12.479999542236328,2009-09-09
12.510000228881836,2009-09-10
12.579999923706055,2009-09-11
13.109999656677246,2009-09-14
13.649999618530273,2009-09-15
14.100000381469727,2009-09-16
13.800000190734863,2009-09-17
13.100000381469727,2009-09-18
13.09000015258789,2009-09-21
12.640000343322754,2009-09-22
12.390000343322754,2009-09-23
12.199999809265137,2009-09-24
12.760000228881836,2009-09-25
13.130000114440918,2009-09-28
13.720000267028809,2009-09-29
13.6899995803833,2009-09-30
13.109999656677246,2009-10-01
13.020000457763672,2009-10-02
13.239999771118164,2009-10-05
13.390000343322754,2009-10-06
13.5600004196167,2009-10-07
13.710000038146973,2009-10-08
14.199999809265137,2009-10-09
14.0600004196167,2009-10-12
13.899999618530273,2009-10-13
13.949999809265137,2009-10-14
13.960000038146973,2009-10-15
13.890000343322754,2009-10-16
13.489999771118164,2009-10-19
13.140000343322754,2009-10-20
13.119999885559082,2009-10-21
13.050000190734863,2009-10-22
12.850000381469727,2009-10-23
12.239999771118164,2009-10-26
12.260000228881836,2009-10-27
11.40999984741211,2009-10-28
11.40999984741211,2009-10-29
11.039999961853027,2009-10-30
12.130000114440918,2009-11-02
12.210000038146973,2009-11-03
11.760000228881836,2009-11-04
12.029999732971191,2009-11-05
12.069999694824219,2009-11-06
12.300000190734863,2009-11-09
12.369999885559082,2009-11-10
12.6899995803833,2009-11-11
12.529999732971191,2009-11-12
12.579999923706055,2009-11-13
12.920000076293945,2009-11-16
13.050000190734863,2009-11-17
12.899999618530273,2009-11-18
12.770000457763672,2009-11-19
12.4399995803833,2009-11-20
12.470000267028809,2009-11-23
13.239999771118164,2009-11-24
13.90999984741211,2009-11-25
13.800000190734863,2009-11-27
14.260000228881836,2009-11-30
14.380000114440918,2009-12-01
14.449999809265137,2009-12-02
14.270000457763672,2009-12-03
14.100000381469727,2009-12-04
13.90999984741211,2009-12-07
13.789999961853027,2009-12-08
13.789999961853027,2009-12-09
13.819999694824219,2009-12-10
13.979999542236328,2009-12-11
14.020000457763672,2009-12-14
14.289999961853027,2009-12-15
14.350000381469727,2009-12-16
14.699999809265137,2009-12-17
14.899999618530273,2009-12-18
15.329999923706055,2009-12-21
15.449999809265137,2009-12-22
13.970000267028809,2009-12-23
14.270000457763672,2009-12-24
14.130000114440918,2009-12-28
14.029999732971191,2009-12-29
14.130000114440918,2009-12-30
14.1899995803833,2009-12-31
14.5,2010-01-04
14.59000015258789,2010-01-05
14.930000305175781,2010-01-06
15.199999809265137,2010-01-07
15.34000015258789,2010-01-08
15.770000457763672,2010-01-11
15.989999771118164,2010-01-12
16.799999237060547,2010-01-13
16.440000534057617,2010-01-14
16.010000228881836,2010-01-15
16.559999465942383,2010-01-19
17.690000534057617,2010-01-20
17.6299991607666,2010-01-21
17.239999771118164,2010-01-22
17.450000762939453,2010-01-25
19.010000228881836,2010-01-26
18.770000457763672,2010-01-27
17.979999542236328,2010-01-28
17.979999542236328,2010-01-29
17.829999923706055,2010-02-01
18.010000228881836,2010-02-02
18.350000381469727,2010-02-03
17.290000915527344,2010-02-04
17.15999984741211,2010-02-05
17.329999923706055,2010-02-08
17.43000030517578,2010-02-09
17.43000030517578,2010-02-10
17.5,2010-02-11
18.010000228881836,2010-02-12
18.149999618530273,2010-02-16
18.3799991607666,2010-02-17
17.81999969482422,2010-02-18
17.979999542236328,2010-02-19
17.760000228881836,2010-02-22
17.149999618530273,2010-02-23
17.170000076293945,2010-02-24
17.600000381469727,2010-02-25
18.889999389648438,2010-02-26
19.190000534057617,2010-03-01
19.989999771118164,2010-03-02
19.719999313354492,2010-03-03
18.739999771118164,2010-03-04
19.829999923706055,2010-03-05
20.18000030517578,2010-03-08
19.6299991607666,2010-03-09
20.899999618530273,2010-03-10
21.190000534057617,2010-03-11
20.260000228881836,2010-03-12
23.5,2010-03-15
22.8799991607666,2010-03-16
22.639999389648438,2010-03-17
22.709999084472656,2010-03-18
22.489999771118164,2010-03-19
22.940000534057617,2010-03-22
23.059999465942383,2010-03-23
23.040000915527344,2010-03-24
22.81999969482422,2010-03-25
22.670000076293945,2010-03-26
22.670000076293945,2010-03-29
22.950000762939453,2010-03-30
22.489999771118164,2010-03-31
23.09000015258789,2010-04-01
22.889999389648438,2010-04-05
22.829999923706055,2010-04-06
23.290000915527344,2010-04-07
23.889999389648438,2010-04-08
23.81999969482422,2010-04-09
23.290000915527344,2010-04-12
22.850000381469727,2010-04-13
22.711999893188477,2010-04-14
22.3700008392334,2010-04-15
21.75,2010-04-16
21.139999389648438,2010-04-19
21.049999237060547,2010-04-20
20.850000381469727,2010-04-21
20.540000915527344,2010-04-22
21.100000381469727,2010-04-23
20.780000686645508,2010-04-26
20.010000228881836,2010-04-27
20.329999923706055,2010-04-28
21.520000457763672,2010-04-29
20.639999389648438,2010-04-30
21.079999923706055,2010-05-03
20.290000915527344,2010-05-04
19.729999542236328,2010-05-05
18.540000915527344,2010-05-06
17.059999465942383,2010-05-07
17.5,2010-05-10
17.690000534057617,2010-05-11
18.149999618530273,2010-05-12
17.860000610351562,2010-05-13
17.020000457763672,2010-05-14
17.1299991607666,2010-05-17
16.729999542236328,2010-05-18
16.6200008392334,2010-05-19
15.630000114440918,2010-05-20
15.680000305175781,2010-05-21
15.699999809265137,2010-05-24
15.930000305175781,2010-05-25
16.309999465942383,2010-05-26
16.489999771118164,2010-05-27
16.520000457763672,2010-05-28
16.209999084472656,2010-06-01
16.780000686645508,2010-06-02
16.950000762939453,2010-06-03
16.040000915527344,2010-06-04
15.5,2010-06-07
15.220000267028809,2010-06-08
14.960000038146973,2010-06-09
15.65999984741211,2010-06-10
17.020000457763672,2010-06-11
17.790000915527344,2010-06-14
17.309999465942383,2010-06-15
16.5049991607666,2010-06-16
16.510000228881836,2010-06-17
19.799999237060547,2010-06-18
19.440000534057617,2010-06-21
18.420000076293945,2010-06-22
18.6299991607666,2010-06-23
18.200000762939453,2010-06-24
19.309999465942383,2010-06-25
19.030000686645508,2010-06-28
18.920000076293945,2010-06-29
18.799999237060547,2010-06-30
18.760000228881836,2010-07-01
18.610000610351562,2010-07-02
18.010000228881836,2010-07-06
18.520000457763672,2010-07-07
18.950000762939453,2010-07-08
19.25,2010-07-09
18.950000762939453,2010-07-12
19.0,2010-07-13
18.899999618530273,2010-07-14
18.790000915527344,2010-07-15
18.469999313354492,2010-07-16
18.59000015258789,2010-07-19
18.709999084472656,2010-07-20
18.6200008392334,2010-07-21
18.5,2010-07-22
19.110000610351562,2010-07-23
19.84000015258789,2010-07-26
19.260000228881836,2010-07-27
18.889999389648438,2010-07-28
18.739999771118164,2010-07-29
18.920000076293945,2010-07-30
19.299999237060547,2010-08-02
19.709999084472656,2010-08-03
20.290000915527344,2010-08-04
19.959999084472656,2010-08-05
20.329999923706055,2010-08-06
20.18000030517578,2010-08-09
20.079999923706055,2010-08-10
19.579999923706055,2010-08-11
19.899999618530273,2010-08-12
19.690000534057617,2010-08-13
19.969999313354492,2010-08-16
20.290000915527344,2010-08-17
20.219999313354492,2010-08-18
19.59000015258789,2010-08-19
19.850000381469727,2010-08-20
19.5,2010-08-23
19.049999237060547,2010-08-24
19.899999618530273,2010-08-25
19.809999465942383,2010-08-26
20.350000381469727,2010-08-27
20.440000534057617,2010-08-30
20.540000915527344,2010-08-31
20.940000534057617,2010-09-01
21.440000534057617,2010-09-02
21.559999465942383,2010-09-03
21.520000457763672,2010-09-07
21.75,2010-09-08
21.5,2010-09-09
21.899999618530273,2010-09-10
21.760000228881836,2010-09-13
21.700000762939453,2010-09-14
21.3799991607666,2010-09-15
20.93000030517578,2010-09-16
21.65999984741211,2010-09-17
21.479999542236328,2010-09-20
20.899999618530273,2010-09-21
20.81999969482422,2010-09-22
21.100000381469727,2010-09-23
21.239999771118164,2010-09-24
20.940000534057617,2010-09-27
20.829999923706055,2010-09-28
20.780000686645508,2010-09-29
20.850000381469727,2010-09-30
21.1299991607666,2010-10-01
21.229999542236328,2010-10-04
21.739999771118164,2010-10-05
21.510000228881836,2010-10-06
21.520000457763672,2010-10-07
21.350000381469727,2010-10-08
21.40999984741211,2010-10-11
21.450000762939453,2010-10-12
21.139999389648438,2010-10-13
21.170000076293945,2010-10-14
21.040000915527344,2010-10-15
21.219999313354492,2010-10-18
20.489999771118164,2010-10-19
11.029999732971191,2010-10-20
11.479999542236328,2010-10-21
11.300000190734863,2010-10-22
11.550000190734863,2010-10-25
12.0,2010-10-26
13.210000038146973,2010-10-27
13.220000267028809,2010-10-28
13.029999732971191,2010-10-29
12.75,2010-11-01
13.100000381469727,2010-11-02
12.729999542236328,2010-11-03
12.6899995803833,2010-11-04
13.050000190734863,2010-11-05
13.350000381469727,2010-11-08
13.010000228881836,2010-11-09
13.380000114440918,2010-11-10
13.350000381469727,2010-11-11
13.300000190734863,2010-11-12
13.420000076293945,2010-11-15
13.229999542236328,2010-11-16
13.319999694824219,2010-11-17
13.260000228881836,2010-11-18
13.479999542236328,2010-11-19
13.3100004196167,2010-11-22
12.899999618530273,2010-11-23
13.182499885559082,2010-11-24
13.100000381469727,2010-11-26
12.979999542236328,2010-11-29
12.819999694824219,2010-11-30
12.9399995803833,2010-12-01
12.970000267028809,2010-12-02
13.119999885559082,2010-12-03
13.210000038146973,2010-12-06
12.850000381469727,2010-12-07
12.6899995803833,2010-12-08
12.720000267028809,2010-12-09
13.789999961853027,2010-12-10
13.630000114440918,2010-12-13
13.930000305175781,2010-12-14
13.84000015258789,2010-12-15
14.680000305175781,2010-12-16
15.229999542236328,2010-12-17
15.09000015258789,2010-12-20
15.079999923706055,2010-12-21
15.210000038146973,2010-12-22
15.119999885559082,2010-12-23
15.15999984741211,2010-12-27
15.010000228881836,2010-12-28
14.829999923706055,2010-12-29
14.890000343322754,2010-12-30
14.710000038146973,2010-12-31
14.800000190734863,2011-01-03
14.710000038146973,2011-01-04
14.680000305175781,2011-01-05
14.680000305175781,2011-01-06
14.550000190734863,2011-01-07
14.489999771118164,2011-01-10
14.319999694824219,2011-01-11
14.220000267028809,2011-01-12
14.680000305175781,2011-01-13
14.600000381469727,2011-01-14
15.020000457763672,2011-01-18
14.710000038146973,2011-01-19
14.880000114440918,2011-01-20
15.029999732971191,2011-01-21
15.0,2011-01-24
15.050000190734863,2011-01-25
15.270000457763672,2011-01-26
16.440000534057617,2011-01-27
16.200000762939453,2011-01-28
16.18000030517578,2011-01-31
16.229999542236328,2011-02-01
16.149999618530273,2011-02-02
16.190000534057617,2011-02-03
16.459999084472656,2011-02-04
16.06999969482422,2011-02-07
15.84000015258789,2011-02-08
15.4399995803833,2011-02-09
15.520000457763672,2011-02-10
15.380000114440918,2011-02-11
15.529999732971191,2011-02-14
15.517499923706055,2011-02-15
15.850000381469727,2011-02-16
16.229999542236328,2011-02-17
16.280000686645508,2011-02-18
15.729999542236328,2011-02-22
15.170000076293945,2011-02-23
15.239999771118164,2011-02-24
15.505000114440918,2011-02-25
15.300000190734863,2011-02-28
15.029999732971191,2011-03-01
15.010000228881836,2011-03-02
11.199999809265137,2011-03-03
11.069999694824219,2011-03-04
11.449999809265137,2011-03-07
11.430000305175781,2011-03-08
11.34000015258789,2011-03-09
11.255000114440918,2011-03-10
11.34000015258789,2011-03-11
11.319999694824219,2011-03-14
11.029999732971191,2011-03-15
11.079999923706055,2011-03-16
10.9399995803833,2011-03-17
10.4399995803833,2011-03-18
10.609999656677246,2011-03-21
10.447500228881836,2011-03-22
10.350000381469727,2011-03-23
10.579999923706055,2011-03-24
10.539999961853027,2011-03-25
10.619999885559082,2011-03-28
10.75,2011-03-29
11.039999961853027,2011-03-30
11.369999885559082,2011-03-31
11.470000267028809,2011-04-01
11.149999618530273,2011-04-04
11.199999809265137,2011-04-05
11.279999732971191,2011-04-06
11.109999656677246,2011-04-07
11.020000457763672,2011-04-08
11.239999771118164,2011-04-11
11.279999732971191,2011-04-12
11.420000076293945,2011-04-13
11.260000228881836,2011-04-14
13.09000015258789,2011-04-15
12.729999542236328,2011-04-18
12.489999771118164,2011-04-19
12.6899995803833,2011-04-20
12.880000114440918,2011-04-21
12.970000267028809,2011-04-25
13.050000190734863,2011-04-26
13.380000114440918,2011-04-27
13.479999542236328,2011-04-28
13.300000190734863,2011-04-29
13.640000343322754,2011-05-02
13.369999885559082,2011-05-03
13.210000038146973,2011-05-04
13.170000076293945,2011-05-05
13.300000190734863,2011-05-06
13.100000381469727,2011-05-09
13.050000190734863,2011-05-10
12.510000228881836,2011-05-11
12.65999984741211,2011-05-12
13.65999984741211,2011-05-13
12.970000267028809,2011-05-16
13.029999732971191,2011-05-17
13.649999618530273,2011-05-18
13.449999809265137,2011-05-19
13.6899995803833,2011-05-20
13.670000076293945,2011-05-23
13.180000305175781,2011-05-24
13.329999923706055,2011-05-25
13.279999732971191,2011-05-26
13.449999809265137,2011-05-27
13.890000343322754,2011-05-31
14.039999961853027,2011-06-01
13.819999694824219,2011-06-02
13.550000190734863,2011-06-03
13.210000038146973,2011-06-06
13.470000267028809,2011-06-07
12.930000305175781,2011-06-08
12.755000114440918,2011-06-09
12.199999809265137,2011-06-10
12.050000190734863,2011-06-13
12.0,2011-06-14
12.079999923706055,2011-06-15
12.010000228881836,2011-06-16
11.654999732971191,2011-06-17
11.420000076293945,2011-06-20
11.819999694824219,2011-06-21
12.350000381469727,2011-06-22
12.119999885559082,2011-06-23
11.829999923706055,2011-06-24
12.680000305175781,2011-06-27
12.899999618530273,2011-06-28
13.369999885559082,2011-06-29
13.359999656677246,2011-06-30
13.539999961853027,2011-07-01
13.270000457763672,2011-07-05
13.4399995803833,2011-07-06
13.710000038146973,2011-07-07
14.220000267028809,2011-07-08
13.430000305175781,2011-07-11
13.199999809265137,2011-07-12
13.100000381469727,2011-07-13
12.920000076293945,2011-07-14
12.829999923706055,2011-07-15
12.59000015258789,2011-07-18
12.859999656677246,2011-07-19
12.949999809265137,2011-07-20
13.40999984741211,2011-07-21
13.649999618530273,2011-07-22
13.300000190734863,2011-07-25
12.329999923706055,2011-07-26
11.960000038146973,2011-07-27
11.8100004196167,2011-07-28
11.90999984741211,2011-07-29
11.579999923706055,2011-08-01
11.149999618530273,2011-08-02
10.970000267028809,2011-08-03
10.180000305175781,2011-08-04
10.600000381469727,2011-08-05
9.949999809265137,2011-08-08
10.470000267028809,2011-08-09
9.6899995803833,2011-08-10
10.069999694824219,2011-08-11
10.109999656677246,2011-08-12
10.800000190734863,2011-08-15
10.84000015258789,2011-08-16
10.640000343322754,2011-08-17
9.9399995803833,2011-08-18
10.050000190734863,2011-08-19
9.529999732971191,2011-08-22
9.84000015258789,2011-08-23
10.5,2011-08-24
10.100000381469727,2011-08-25
10.5,2011-08-26
10.779999732971191,2011-08-29
11.270000457763672,2011-08-30
11.3100004196167,2011-08-31
11.0,2011-09-01
10.630000114440918,2011-09-02
10.6899995803833,2011-09-06
11.399999618530273,2011-09-07
11.279999732971191,2011-09-08
10.630000114440918,2011-09-09
10.59000015258789,2011-09-12
10.779999732971191,2011-09-13
10.960000038146973,2011-09-14
11.180000305175781,2011-09-15
11.09000015258789,2011-09-16
10.829999923706055,2011-09-19
10.529999732971191,2011-09-20
10.34000015258789,2011-09-21
9.600000381469727,2011-09-22
9.8100004196167,2011-09-23
9.920000076293945,2011-09-26
10.010000228881836,2011-09-27
9.350000381469727,2011-09-28
9.449999809265137,2011-09-29
9.229999542236328,2011-09-30
8.260000228881836,2011-10-03
8.75,2011-10-04
9.130000114440918,2011-10-05
9.649999618530273,2011-10-06
9.65999984741211,2011-10-07
10.220000267028809,2011-10-10
10.09000015258789,2011-10-11
10.210000038146973,2011-10-12
10.5600004196167,2011-10-13
10.6899995803833,2011-10-14
10.010000228881836,2011-10-17
10.289999961853027,2011-10-18
10.239999771118164,2011-10-19
11.550000190734863,2011-10-20
11.609999656677246,2011-10-21
11.789999961853027,2011-10-24
11.329999923706055,2011-10-25
11.40999984741211,2011-10-26
11.819999694824219,2011-10-27
12.170000076293945,2011-10-28
11.520000457763672,2011-10-31
11.140000343322754,2011-11-01
11.149999618530273,2011-11-02
11.3100004196167,2011-11-03
11.170000076293945,2011-11-04
10.930000305175781,2011-11-07
9.729999542236328,2011-11-08
9.829999923706055,2011-11-09
9.479999542236328,2011-11-10
10.020000457763672,2011-11-11
10.449999809265137,2011-11-14
10.529999732971191,2011-11-15
10.430000305175781,2011-11-16
10.34000015258789,2011-11-17
9.960000038146973,2011-11-18
10.210000038146973,2011-11-21
10.109999656677246,2011-11-22
10.0,2011-11-23
9.930000305175781,2011-11-25
10.550000190734863,2011-11-28
10.25,2011-11-29
10.800000190734863,2011-11-30
10.869999885559082,2011-12-01
10.5,2011-12-02
10.800000190734863,2011-12-05
10.789999961853027,2011-12-06
10.699999809265137,2011-12-07
10.449999809265137,2011-12-08
10.449999809265137,2011-12-09
10.529999732971191,2011-12-12
10.149999618530273,2011-12-13
10.039999961853027,2011-12-14
10.140000343322754,2011-12-15
10.369999885559082,2011-12-16
10.430000305175781,2011-12-19
10.640000343322754,2011-12-20
11.039999961853027,2011-12-21
11.289999961853027,2011-12-22
11.4399995803833,2011-12-23
11.479999542236328,2011-12-27
11.300000190734863,2011-12-28
11.569999694824219,2011-12-29
11.380000114440918,2011-12-30
11.34000015258789,2012-01-03
11.170000076293945,2012-01-04
11.1899995803833,2012-01-05
11.020000457763672,2012-01-06
11.050000190734863,2012-01-09
11.170000076293945,2012-01-10
11.149999618530273,2012-01-11
11.470000267028809,2012-01-12
11.789999961853027,2012-01-13
11.569999694824219,2012-01-17
11.609999656677246,2012-01-18
11.600000381469727,2012-01-19
11.430000305175781,2012-01-20
11.109999656677246,2012-01-23
11.430000305175781,2012-01-24
11.520000457763672,2012-01-25
11.9399995803833,2012-01-26
12.140000343322754,2012-01-27
14.260000228881836,2012-01-30
14.239999771118164,2012-01-31
15.529999732971191,2012-02-01
17.760000228881836,2012-02-02
17.100000381469727,2012-02-03
16.68000030517578,2012-02-06
16.885000228881836,2012-02-07
16.469999313354492,2012-02-08
17.049999237060547,2012-02-09
17.170000076293945,2012-02-10
17.59000015258789,2012-02-13
17.010000228881836,2012-02-14
17.610000610351562,2012-02-15
18.06999969482422,2012-02-16
17.700000762939453,2012-02-17
17.15999984741211,2012-02-21
17.43000030517578,2012-02-22
17.889999389648438,2012-02-23
17.989999771118164,2012-02-24
17.8700008392334,2012-02-27
17.690000534057617,2012-02-28
17.09000015258789,2012-02-29
17.200000762939453,2012-03-01
17.1200008392334,2012-03-02
16.65999984741211,2012-03-05
16.020000457763672,2012-03-06
16.170000076293945,2012-03-07
15.770000457763672,2012-03-08
15.789999961853027,2012-03-09
15.649999618530273,2012-03-12
15.84000015258789,2012-03-13
15.680000305175781,2012-03-14
15.6899995803833,2012-03-15
15.649999618530273,2012-03-16
15.710000038146973,2012-03-19
15.270000457763672,2012-03-20
15.260000228881836,2012-03-21
15.40999984741211,2012-03-22
15.520000457763672,2012-03-23
15.880000114440918,2012-03-26
15.390000343322754,2012-03-27
23.770000457763672,2012-03-28
24.799999237060547,2012-03-29
24.959999084472656,2012-03-30
23.600000381469727,2012-04-02
24.1200008392334,2012-04-03
23.8799991607666,2012-04-04
24.1200008392334,2012-04-05
23.719999313354492,2012-04-09
23.479999542236328,2012-04-10
23.760000228881836,2012-04-11
24.280000686645508,2012-04-12
23.709999084472656,2012-04-13
23.219999313354492,2012-04-16
23.59000015258789,2012-04-17
22.670000076293945,2012-04-18
22.770000457763672,2012-04-19
22.920000076293945,2012-04-20
26.059999465942383,2012-04-23
25.549999237060547,2012-04-24
26.200000762939453,2012-04-25
25.729999542236328,2012-04-26
25.420000076293945,2012-04-27
25.90999984741211,2012-04-30
25.34000015258789,2012-05-01
25.81999969482422,2012-05-02
25.3799991607666,2012-05-03
24.920000076293945,2012-05-04
25.059999465942383,2012-05-07
24.790000915527344,2012-05-08
25.360000610351562,2012-05-09
25.43000030517578,2012-05-10
25.860000610351562,2012-05-11
25.649999618530273,2012-05-14
27.299999237060547,2012-05-15
27.540000915527344,2012-05-16
27.209999084472656,2012-05-17
26.799999237060547,2012-05-18
27.079999923706055,2012-05-21
26.690000534057617,2012-05-22
25.809999465942383,2012-05-23
25.799999237060547,2012-05-24
27.959999084472656,2012-05-25
28.209999084472656,2012-05-29
27.440000534057617,2012-05-30
26.510000228881836,2012-05-31
26.729999542236328,2012-06-01
26.6299991607666,2012-06-04
27.350000381469727,2012-06-05
27.540000915527344,2012-06-06
27.149999618530273,2012-06-07
27.5,2012-06-08
27.329999923706055,2012-06-11
27.510000228881836,2012-06-12
27.34000015258789,2012-06-13
27.639999389648438,2012-06-14
27.389999389648438,2012-06-15
27.809999465942383,2012-06-18
27.510000228881836,2012-06-19
27.5,2012-06-20
27.799999237060547,2012-06-21
27.920000076293945,2012-06-22
27.459999084472656,2012-06-25
27.895000457763672,2012-06-26
28.040000915527344,2012-06-27
28.030000686645508,2012-06-28
28.200000762939453,2012-06-29
30.704999923706055,2012-07-02
30.729999542236328,2012-07-03
30.739999771118164,2012-07-05
30.764999389648438,2012-07-06
30.739999771118164,2012-07-09
30.780000686645508,2012-07-10
30.760000228881836,2012-07-11
30.790000915527344,2012-07-12
30.790000915527344,2012-07-13
30.799999237060547,2012-07-16
30.80500030517578,2012-07-17
30.799999237060547,2012-07-18
30.78499984741211,2012-07-19
30.78499984741211,2012-07-20
30.770000457763672,2012-07-23
30.829999923706055,2012-07-24
30.795000076293945,2012-07-25
30.795000076293945,2012-07-26
30.799999237060547,2012-07-27
30.809999465942383,2012-07-30
30.790000915527344,2012-07-31
30.959999084472656,2012-08-01
30.959999084472656,2012-08-02
30.950000762939453,2012-08-03
30.940000534057617,2012-08-06
31.0,2012-08-07
30.979999542236328,2012-08-08
